version 1, schema warscape_rigid_lod_tables
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
"-2104595113"	"RigidModels\\Buildings\\american_house01\\american_house01_piece01_destruct01_lod01.rigid_model"	"3_1"	"american_house01_piece01_destruct01"
"-2103807998"	"RigidModels\\Buildings\\european_warehouse01\\european_warehouse01_piece01_destruct03_lod03.rigid_model"	"3_2"	"european_warehouse01_piece01_destruct03"
"-2101450166"	"RigidModels\\Buildings\\euro_stone_armoury02\\euro_stone_armoury02_piece02_destruct01_lod01.rigid_model"	"3_1"	"euro_stone_armoury02_piece02_destruct01"
"-2099501939"	"RigidModels\\Buildings\\indian_large_fort_armoury01\\indian_large_fort_armoury01_piece01_destruct01_lod03.rigid_model"	"3_2"	"indian_large_fort_armoury01_piece01_destruct01"
"-2098897329"	"RigidModels\\Buildings\\native_house01\\native_house01_piece01_destruct01_lod03.rigid_model"	"3_2"	"native_house01_piece01_destruct01"
"-2098679590"	"RigidModels\\Buildings\\north_euro_house06b\\north_euro_house06b_piece01_destruct02_lod05.rigid_model"	"2_2"	"north_euro_house06b_piece01_destruct02"
"-2098333129"	"RigidModels\\Buildings\\indian_warehouse01b\\indian_warehouse01b_piece01_destruct02_lod05.rigid_model"	"3_3"	"indian_warehouse01b_piece01_destruct02"
"-2095439294"	"RigidModels\\Buildings\\nwe_euro_ruins02\\nwe_euro_ruins02_piece01_destruct01_lod05.rigid_model"	"3_3"	"nwe_euro_ruins02_piece01_destruct01"
"-2094404555"	"RigidModels\\Buildings\\indian_warehouse01\\indian_warehouse01_piece02_destruct03_lod03.rigid_model"	"3_2"	"indian_warehouse01_piece02_destruct03"
"-2093692814"	"RigidModels\\Buildings\\american_bridge_basic\\american_bridge_basic_piece02_destruct02_lod05.rigid_model"	"2_2"	"american_bridge_basic_piece02_destruct02"
"-2089014372"	"RigidModels\\Buildings\\prop_town_signpost\\prop_town_signpost_piece01_destruct02_lod01.rigid_model"	"2_1"	"prop_town_signpost_piece01_destruct02"
"-2088481907"	"RigidModels\\Buildings\\east_euro_house04\\east_euro_house04_piece01_destruct01_lod01.rigid_model"	"3_1"	"east_euro_house04_piece01_destruct01"
"-2084018041"	"RigidModels\\Buildings\\indian_large_fort_armoury02\\indian_large_fort_armoury02_piece02_destruct03_lod05.rigid_model"	"3_3"	"indian_large_fort_armoury02_piece02_destruct03"
"-2083191062"	"RigidModels\\Buildings\\prop_town_ott_stall05\\prop_town_ott_stall05_piece01_destruct01_lod01.rigid_model"	"3_1"	"prop_town_ott_stall05_piece01_destruct01"
"-2082989550"	"RigidModels\\Buildings\\prop_town_wicker_baskets\\prop_town_wicker_baskets_piece01_destruct01_lod01.rigid_model"	"2_1"	"prop_town_wicker_baskets_piece01_destruct01"
"-2080571135"	"RigidModels\\Buildings\\east_euro_hut02\\east_euro_hut02_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_hut02_piece01_destruct01"
"-2080232896"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece05_destruct01_lod03.rigid_model"	"3_2"	"fort_indian_piece05_destruct01"
"-2080201823"	"RigidModels\\Buildings\\fort_ottoman\\fort_ottoman_piece06_destruct02_gate_closed_lod01.rigid_model"	"1_1"	"fort_ottoman_piece06_destruct02_gate_closed"
"-2080184762"	"RigidModels\\Buildings\\native_house01\\native_house01_piece01_destruct01_lod01.rigid_model"	"3_1"	"native_house01_piece01_destruct01"
"-2079737459"	"RigidModels\\Buildings\\south_euro_rural02\\south_euro_rural02_piece01_destruct01_lod01.rigid_model"	"3_1"	"south_euro_rural02_piece01_destruct01"
"-2079440327"	"RigidModels\\Buildings\\north_euro_hut03\\north_euro_hut03_piece01_destruct01_lod05.rigid_model"	"3_3"	"north_euro_hut03_piece01_destruct01"
"-2076763903"	"RigidModels\\Buildings\\ottoman_large_fort_armoury01\\ottoman_large_fort_armoury01_piece02_destruct03_lod01.rigid_model"	"3_1"	"ottoman_large_fort_armoury01_piece02_destruct03"
"-2076620709"	"RigidModels\\Buildings\\native_longhouse01\\native_longhouse01_piece01_destruct02_lod01.rigid_model"	"2_1"	"native_longhouse01_piece01_destruct02"
"-2076262585"	"RigidModels\\Buildings\\ottoman_house02\\ottoman_house02_piece01_destruct01_lod01.rigid_model"	"3_1"	"ottoman_house02_piece01_destruct01"
"-2074618660"	"RigidModels\\Buildings\\prop_town_gravestone01\\prop_town_gravestone01_piece01_destruct02_lod01.rigid_model"	"1_1"	"prop_town_gravestone01_piece01_destruct02"
"-2073994297"	"RigidModels\\Buildings\\euro_stone_barracks\\euro_stone_barracks_piece02_destruct03_lod01.rigid_model"	"3_1"	"euro_stone_barracks_piece02_destruct03"
"-2072617602"	"RigidModels\\Buildings\\fort_stockade\\fort_stockade_piece04_destruct02_gate_open_lod01.rigid_model"	"1_1"	"fort_stockade_piece04_destruct02_gate_open"
"-2071764418"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece03_destruct02_lod05.rigid_model"	"3_3"	"fort_indian_piece03_destruct02"
"-2071229505"	"RigidModels\\Buildings\\west_euro_ruins\\west_euro_ruins_piece01_destruct01_lod03.rigid_model"	"3_2"	"west_euro_ruins_piece01_destruct01"
"-2066230867"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece01_destruct02_lod01.rigid_model"	"3_1"	"fort_jamestown_piece01_destruct02"
"-2066016724"	"RigidModels/CampaignBuildings/Buildings/EU/EU_town_ind_lvl3_metalworks.rigid_model"	"0"	"EU_town_ind_lvl3_metalworks"
"-2065954077"	"RigidModels\\Buildings\\ottoman_large_fort_command_hq\\ottoman_large_fort_command_hq_piece03_destruct02_lod03.rigid_model"	"3_2"	"ottoman_large_fort_command_hq_piece03_destruct02"
"-2059861739"	"RigidModels/CampaignBuildings/Templates/ind/ind_city_4_slot_fortifications_lvl1.rigid_model"	"0"	"IND_City_4_slot_fortifications_lvl1"
"-2059525091"	"RigidModels\\Buildings\\south_euro_stone_bridge\\south_euro_stone_bridge_piece02_destruct02_lod05.rigid_model"	"3_3"	"south_euro_stone_bridge_piece02_destruct02"
"-2057092358"	"RigidModels\\Buildings\\native_house04\\native_house04_piece01_destruct02_lod01.rigid_model"	"2_1"	"native_house04_piece01_destruct02"
"-2056608512"	"RigidModels\\Buildings\\east_euro_hut02\\east_euro_hut02_piece01_destruct01_lod03.rigid_model"	"3_2"	"east_euro_hut02_piece01_destruct01"
"-2052245099"	"RigidModels\\Buildings\\indian_large_fort_armoury02\\indian_large_fort_armoury02_piece02_destruct01_lod05.rigid_model"	"3_3"	"indian_large_fort_armoury02_piece02_destruct01"
"-2048947978"	"RigidModels\\Buildings\\east_euro_ruins\\east_euro_ruins_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_ruins_piece01_destruct01"
"-2048345331"	"RigidModels\\Buildings\\prop_field_fallen_oak_log01\\prop_field_fallen_oak_log01_piece01_destruct02_lod01.rigid_model"	"1_1"	"prop_field_fallen_oak_log01_piece01_destruct02"
"-2045623628"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece02_destruct03_lod01.rigid_model"	"3_1"	"fort_euro_wooden_piece02_destruct03"
"-2045345447"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece07_destruct01_gate_closed_lod03.rigid_model"	"3_2"	"fort_jamestown_piece07_destruct01_gate_closed"
"-2043690303"	"RigidModels\\Buildings\\prop_field_log_pile01\\prop_field_log_pile01_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_field_log_pile01_piece01_destruct02"
"-2042285062"	"RigidModels\\Buildings\\south_euro_house02\\south_euro_house02_piece01_destruct02_lod01.rigid_model"	"2_1"	"south_euro_house02_piece01_destruct02"
"-2041367576"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_british_republic.rigid_model"	"0"	"agent_ID_british_republic"
"-2033269029"	"RigidModels/CampaignBuildings/Buildings/OTT/Ott_resource_plantation_coffee_lvl1.rigid_model"	"0"	"OTT_resource_plantation_coffee_lvl1"
"-2032938853"	"RigidModels/CampaignBuildings/Buildings/IND/IND_port_military_lvl4_hospital.rigid_model"	"0"	"IND_port_military_lvl4_hospital"
"-2029923731"	"RigidModels\\Buildings\\prop_town_signpost\\prop_town_signpost_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_town_signpost_piece01_destruct02"
"-2026799420"	"RigidModels\\Buildings\\fort_star\\fort_star_piece06_destruct02_lod01.rigid_model"	"2_1"	"fort_star_piece06_destruct02"
"-2026728994"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece04_destruct02_lod05.rigid_model"	"3_3"	"fort_jamestown_piece04_destruct02"
"-2026586315"	"RigidModels/CampaignBuildings/Buildings/EU/EU_town_military_lvl5_artillery.rigid_model"	"0"	"EU_town_military_lvl5_artillery"
"-2026297900"	"RigidModels\\Buildings\\prop_field_trough\\prop_field_trough_piece01_destruct01_lod05.rigid_model"	"3_3"	"prop_field_trough_piece01_destruct01"
"-2026001272"	"RigidModels\\Buildings\\american_rural03b\\american_rural03b_piece01_destruct01_lod01.rigid_model"	"3_1"	"american_rural03b_piece01_destruct01"
"-2022038072"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece07_destruct03_lod03.rigid_model"	"3_2"	"fort_indian_piece07_destruct03"
"-2020696273"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece02_destruct03_lod03.rigid_model"	"3_2"	"fort_indian_piece02_destruct03"
"-2020617969"	"RigidModels\\Buildings\\american_bridge_basic\\american_bridge_basic_piece02_destruct01_lod03.rigid_model"	"3_2"	"american_bridge_basic_piece02_destruct01"
"-2019999140"	"RigidModels\\Buildings\\small_rock_3\\small_rock_3_piece01_destruct01_lod01.rigid_model"	"3_1"	"small_rock_3_piece01_destruct01"
"-2018176764"	"RigidModels\\Buildings\\north_euro_stone_bridge\\north_euro_stone_bridge_piece01_destruct01_lod05.rigid_model"	"3_3"	"north_euro_stone_bridge_piece01_destruct01"
"-2016717468"	"RigidModels\\Buildings\\north_euro_house02\\north_euro_house02_piece01_destruct02_lod03.rigid_model"	"3_2"	"north_euro_house02_piece01_destruct02"
"-2016045835"	"RigidModels/EngineModels/Field_Cannon_Model_destroyed_barrels_3lb.rigid_model"	"0"	"Field_Cannon_Model_destroyed_barrels_3lb"
"-2015811941"	"RigidModels/CampaignBuildings/Templates/NA/NA_town_1_slot_minibuildings_wealth2.rigid_model"	"0"	"NA_Town_slot_minibuildings_wealth2"
"-2014662130"	"RigidModels\\Buildings\\south_euro_rural04\\south_euro_rural04_piece01_destruct02_lod01.rigid_model"	"2_1"	"south_euro_rural04_piece01_destruct02"
"-2013882603"	"RigidModels\\Buildings\\east_euro_house03\\east_euro_house03_piece01_destruct02_lod05.rigid_model"	"2_2"	"east_euro_house03_piece01_destruct02"
"-2013372384"	"RigidModels\\Buildings\\american_house04b\\american_house04b_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_house04b_piece01_destruct02"
"-2013261195"	"RigidModels\\Buildings\\prop_field_fallen_pine_tree03\\prop_field_fallen_pine_tree03_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_field_fallen_pine_tree03_piece01_destruct02"
"-2013119384"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece04_destruct01_lod05.rigid_model"	"3_3"	"fort_indian_piece04_destruct01"
"-2010849874"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece02_destruct03_lod03.rigid_model"	"3_2"	"fort_jamestown_piece02_destruct03"
"-2010480342"	"RigidModels\\Buildings\\boulder_collection_small_4\\boulder_collection_small_4_piece01_destruct01_lod01.rigid_model"	"3_1"	"boulder_collection_small_4_piece01_destruct01"
"-2009307426"	"RigidModels\\Buildings\\ottoman_house07\\ottoman_house07_piece01_destruct01_lod04.rigid_model"	"5_4"	"ottoman_house07_piece01_destruct01"
"-2008168935"	"RigidModels\\Buildings\\south_euro_townhall\\south_euro_townhall_piece01_destruct03_lod05.rigid_model"	"3_3"	"south_euro_townhall_piece01_destruct03"
"-2007948509"	"RigidModels\\Buildings\\north_euro_hut06\\north_euro_hut06_piece01_destruct01_lod01.rigid_model"	"3_1"	"north_euro_hut06_piece01_destruct01"
"-2007258915"	"RigidModels\\Buildings\\prop_field_log_pile02\\prop_field_log_pile02_piece01_destruct02_lod01.rigid_model"	"2_1"	"prop_field_log_pile02_piece01_destruct02"
"-2007156804"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_barbary_states.rigid_model"	"0"	"agent_ID_barbary_states"
"-2007143563"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_morocco.rigid_model"	"0"	"agent_ID_morocco"
"-2006169947"	"RigidModels\\Buildings\\north_euro_house01\\north_euro_house01_piece01_destruct02_lod01.rigid_model"	"3_1"	"north_euro_house01_piece01_destruct02"
"-2003281425"	"RigidModels\\Buildings\\indian_hut04\\indian_hut04_piece01_destruct02_lod01.rigid_model"	"2_1"	"indian_hut04_piece01_destruct02"
"-2002223403"	"RigidModels\\Buildings\\east_euro_house08b\\east_euro_house08b_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_house08b_piece01_destruct01"
"-2000166440"	"RigidModels\\Buildings\\american_rural01b\\american_rural01b_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_rural01b_piece01_destruct02"
"-2000125999"	"RigidModels\\Buildings\\north_euro_house05\\north_euro_house05_piece01_destruct01_lod03.rigid_model"	"3_2"	"north_euro_house05_piece01_destruct01"
"-2000079584"	"RigidModels\\Buildings\\indian_warehouse01\\indian_warehouse01_piece01_destruct02_lod01.rigid_model"	"3_1"	"indian_warehouse01_piece01_destruct02"
"-1999558443"	"RigidModels\\Buildings\\euro_stone_armoury01\\euro_stone_armoury01_piece01_destruct01_lod05.rigid_model"	"3_3"	"euro_stone_armoury01_piece01_destruct01"
"-1999509773"	"RigidModels\\Buildings\\prop_town_plant_pot03\\prop_town_plant_pot03_piece01_destruct01_lod05.rigid_model"	"2_2"	"prop_town_plant_pot03_piece01_destruct01"
"-1996787857"	"RigidModels/CampaignBuildings/Buildings/EU/EU_town_military_lvl2.rigid_model"	"0"	"EU_town_military_lvl2"
"-1996084111"	"RigidModels\\Buildings\\fallen_rotting_log\\medium_log_dry_piece01_destruct01_lod05.rigid_model"	"0"	"medium_log_dry_piece01_destruct01"
"-1995963025"	"RigidModels\\Buildings\\west_euro_farmhouse03\\west_euro_farmhouse03_piece01_destruct03_lod05.rigid_model"	"2_2"	"west_euro_farmhouse03_piece01_destruct03"
"-1994180461"	"RigidModels\\Buildings\\west_euro_house07\\west_euro_house07_piece01_destruct02_lod01.rigid_model"	"2_1"	"west_euro_house07_piece01_destruct02"
"-1993853997"	"RigidModels\\Buildings\\west_euro_townhall\\west_euro_townhall_piece03_destruct02_lod05.rigid_model"	"3_3"	"west_euro_townhall_piece03_destruct02"
"-1989467529"	"RigidModels\\Buildings\\east_euro_house05\\east_euro_house05_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_house05_piece01_destruct01"
"-1989262372"	"RigidModels\\Buildings\\jamestown_house01\\jamestown_house01_piece01_destruct01_lod02.rigid_model"	"5_2"	"jamestown_house01_piece01_destruct01"
"-1987227666"	"RigidModels\\Buildings\\boulder_collection_2\\boulder_collection_2_piece01_destruct01_lod03.rigid_model"	"3_2"	"boulder_collection_2_piece01_destruct01"
"-1985723962"	"RigidModels\\Buildings\\north_euro_house02\\north_euro_house02_piece01_destruct01_lod05.rigid_model"	"3_3"	"north_euro_house02_piece01_destruct01"
"-1985587174"	"RigidModels\\Buildings\\indian_hut05\\indian_hut05_piece01_destruct01_lod05.rigid_model"	"3_3"	"indian_hut05_piece01_destruct01"
"-1984057380"	"RigidModels\\Buildings\\south_euro_hut01\\south_euro_hut01_piece01_destruct01_lod01.rigid_model"	"3_1"	"south_euro_hut01_piece01_destruct01"
"-1982410098"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_hungary.rigid_model"	"0"	"agent_ID_hungary"
"-1982329075"	"RigidModels/CampaignBuildings/Buildings/prestige/prestige_albertina.rigid_model"	"0"	"prestige_albertina"
"-1982317892"	"RigidModels\\Buildings\\native_house03b\\native_house03b_piece01_destruct02_lod05.rigid_model"	"2_2"	"native_house03b_piece01_destruct02"
"-1979999154"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_ricepaddy_lvl3_blend.rigid_model"	"0"	"EU_resource_ricepaddy_lvl3"
"-1979085427"	"RigidModels\\Buildings\\fallen_rotting_log\\tree_stump_and_log_dry_piece01_destruct01_lod05.rigid_model"	"0"	"tree_stump_and_log_dry_piece01_destruct01"
"-1978191290"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece03_destruct03_lod01.rigid_model"	"3_1"	"fort_jamestown_piece03_destruct03"
"-1977212832"	"RigidModels\\Buildings\\west_euro_house08\\west_euro_house08_piece01_destruct02_lod05.rigid_model"	"2_2"	"west_euro_house08_piece01_destruct02"
"-1976700205"	"RigidModels\\Buildings\\east_euro_house08\\east_euro_house08_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_house08_piece01_destruct01"
"-1973498330"	"RigidModels\\Buildings\\prop_field_fallen_pine_tree03\\prop_field_fallen_pine_tree03_piece01_destruct01_lod03.rigid_model"	"3_2"	"prop_field_fallen_pine_tree03_piece01_destruct01"
"-1973089784"	"RigidModels/CampaignBuildings/Buildings/Generic/slot_resource_mining_gems_blend.rigid_model"	"0"	"slot_resource_mining_gems_lvl0"
"-1972771244"	"RigidModels\\Buildings\\american_house03b\\american_house03b_piece01_destruct01_lod01.rigid_model"	"3_1"	"american_house03b_piece01_destruct01"
"-1972400500"	"RigidModels/CampaignBuildings/Buildings/NA/NA_resource_wheatfarm_lvl01_blend.rigid_model"	"0"	"NA_resource_wheatfarm_lvl1_blend"
"-1968745293"	"RigidModels\\Buildings\\south_euro_house08b\\south_euro_house08b_piece01_destruct01_lod01.rigid_model"	"3_1"	"south_euro_house08b_piece01_destruct01"
"-1968633972"	"RigidModels/Projectile/projectile_chainshot02.rigid_model"	"0"	"projectile_chainshot02"
"-1968250840"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece03_destruct01_lod05.rigid_model"	"3_3"	"fort_indian_small_piece03_destruct01"
"-1965883421"	"RigidModels\\WarscapeFrame\\ai_hints\\redoubt.rigid_model"	"1_1"	"redoubt_marker"
"-1964856134"	"RigidModels\\Buildings\\fort_town\\fort_town_piece02_destruct01_lod03.rigid_model"	"3_2"	"fort_town_piece02_destruct01"
"-1964702390"	"RigidModels\\Buildings\\fort_star\\fort_star_piece03_destruct03_lod03.rigid_model"	"3_2"	"fort_star_piece03_destruct03"
"-1963027321"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece06_destruct01_gate_closed_lod05.rigid_model"	"3_3"	"fort_euro_wooden_piece06_destruct01_gate_closed"
"-1962991110"	"RigidModels\\Buildings\\west_euro_rural02\\west_euro_rural02_piece01_destruct02_lod05.rigid_model"	"2_2"	"west_euro_rural02_piece01_destruct02"
"-1959702565"	"RigidModels\\Buildings\\south_euro_hut03\\south_euro_hut03_piece01_destruct01_lod03.rigid_model"	"3_2"	"south_euro_hut03_piece01_destruct01"
"-1959060628"	"RigidModels\\EngineModels\\field_cannon_destroyed_model_18lb.rigid_model"	"0"	"field_cannon_destroyed_model_18lb"
"-1955882025"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_saxony.rigid_model"	"0"	"agent_ID_saxony"
"-1954604409"	"RigidModels\\Buildings\\east_euro_hut04\\east_euro_hut04_piece01_destruct02_lod01.rigid_model"	"1_1"	"east_euro_hut04_piece01_destruct02"
"-1953906663"	"RigidModels\\Buildings\\north_euro_rural03\\north_euro_rural03_piece01_destruct01_lod01.rigid_model"	"3_1"	"north_euro_rural03_piece01_destruct01"
"-1953271893"	"RigidModels\\Buildings\\fort_star\\fort_star_piece07_destruct01_lod03.rigid_model"	"3_2"	"fort_star_piece07_destruct01"
"-1953091305"	"RigidModels\\Buildings\\ottoman_warehouse04\\ottoman_warehouse04_piece02_destruct03_lod05.rigid_model"	"3_3"	"ottoman_warehouse04_piece02_destruct03"
"-1952932198"	"RigidModels\\Buildings\\east_euro_house02b\\east_euro_house02b_piece01_destruct02_lod01.rigid_model"	"2_1"	"east_euro_house02b_piece01_destruct02"
"-1951816565"	"RigidModels\\Buildings\\north_euro_house07a\\north_euro_house07a_piece01_destruct01_lod03.rigid_model"	"3_2"	"north_euro_house07a_piece01_destruct01"
"-1945788572"	"RigidModels\\Buildings\\american_rural02\\american_rural02_piece01_destruct02_lod01.rigid_model"	"2_1"	"american_rural02_piece01_destruct02"
"-1945258491"	"RigidModels\\Buildings\\prop_town_pile_of_stones\\prop_town_pile_of_stones_piece01_destruct02_lod01.rigid_model"	"1_1"	"prop_town_pile_of_stones_piece01_destruct02"
"-1944906014"	"RigidModels\\Buildings\\boulder_collection_small_6\\boulder_collection_small_6_piece01_destruct01_lod05.rigid_model"	"3_3"	"boulder_collection_small_6_piece01_destruct01"
"-1942946859"	"RigidModels\\city_buildings\\euro\\out_build_02.rigid_model"	"1_1"	"city_euro_building_02"
