version 1, schema videos_subtitles_junctions_tables, guid d9f3b489-62c1-440b-8f7e-fb2e0c226572
unknown1(string)	unknown2(int)	unknown3(int)	unknown4(string)
"Faction/Start/FSM_DAT.bik"	120	435	"FSM_DAT_1"
"Faction/Start/FSM_DAT.bik"	1470	1625	"FSM_DAT_6"
"Faction/Start/FSM_DAT.bik"	1660	1800	"FSM_DAT_7"
"Faction/Start/FSM_DAT.bik"	1825	2121	"FSM_CHO_8"
"Faction/Start/FSM_DAT.bik"	2135	2514	"FSM_DAT_9"
"Faction/Start/FSM_DAT.bik"	2544	2942	"FSM_DAT_10"
"Faction/Start/FSM_DAT.bik"	2953	3170	"FSM_DAT_11"
"Faction/Start/FSM_DAT.bik"	3271	3462	"FSM_DAT_12"
"Faction/Start/FSM_DAT.bik"	3473	3571	"FSM_DAT_13"
"Faction/Start/FSM_DAT.bik"	577	765	"FSM_DAT_2"
"Faction/Start/FSM_DAT.bik"	787	903	"FSM_DAT_3"
"Faction/Start/FSM_DAT.bik"	941	1132	"FSM_DAT_4"
"Faction/Start/FSM_HOJ.bik"	1166	1458	"FSM_HOJ_5"
"Faction/Start/FSM_HOJ.bik"	120	435	"FSM_HOJ_1"
"Faction/Start/FSM_HOJ.bik"	1470	1610	"FSM_HOJ_6"
"Faction/Start/FSM_HOJ.bik"	1640	1790	"FSM_HOJ_7"
"Faction/Start/FSM_HOJ.bik"	1830	2120	"FSM_HOJ_8"
"Faction/Start/FSM_HOJ.bik"	2125	2450	"FSM_HOJ_9"
"Faction/Start/FSM_HOJ.bik"	2465	2610	"FSM_HOJ_10"
"Faction/Start/FSM_HOJ.bik"	2640	2845	"FSM_HOJ_11"
"Faction/Start/FSM_HOJ.bik"	3265	3545	"FSM_HOJ_12"
"Faction/Start/FSM_HOJ.bik"	3552	3763	"FSM_HOJ_13"
"Faction/Start/FSM_HOJ.bik"	3780	3873	"FSM_HOJ_14"
"Faction/Start/FSM_HOJ.bik"	577	765	"FSM_HOJ_2"
"Faction/Start/FSM_HOJ.bik"	787	903	"FSM_HOJ_3"
"Faction/Start/FSM_HOJ.bik"	941	1132	"FSM_HOJ_4"
"Faction/Start/FSM_IGA.bik"	1090	1300	"FSM_IGA_6"
"Faction/Start/FSM_IGA.bik"	1380	1555	"FSM_IGA_7"
"Faction/Start/FSM_IGA.bik"	1588	1860	"FSM_IGA_8"
"Faction/Start/FSM_IGA.bik"	290	350	"FSM_IGA_2"
"Faction/Start/FSM_IGA.bik"	30	270	"FSM_IGA_1"
"Faction/Start/FSM_IGA.bik"	405	572	"FSM_IGA_3"
"Faction/Start/FSM_IGA.bik"	615	710	"FSM_IGA_4"
"Faction/Start/FSM_IGA.bik"	820	950	"FSM_IGA_5"
"Faction/Start/FSM_IKO.bik"	1166	1458	"FSM_IKO_5"
"Faction/Start/FSM_IKO.bik"	120	435	"FSM_IKO_1"
"Faction/Start/FSM_IKO.bik"	1480	1620	"FSM_IKO_6"
"Faction/Start/FSM_IKO.bik"	1680	1950	"FSM_IKO_7"
"Faction/Start/FSM_IKO.bik"	2145	2370	"FSM_IKO_8"
"Faction/Start/FSM_IKO.bik"	2430	2675	"FSM_IKO_9"
"Faction/Start/FSM_IKO.bik"	2740	3070	"FSM_IKO_10"
"Faction/Start/FSM_IKO.bik"	3080	3390	"FSM_IKO_11"
"Faction/Start/FSM_IKO.bik"	3410	3580	"FSM_IKO_12"
"Faction/Start/FSM_IKO.bik"	577	765	"FSM_IKO_2"
"Faction/Start/FSM_IKO.bik"	787	903	"FSM_IKO_3"
"Faction/Start/FSM_IKO.bik"	941	1132	"FSM_IKO_4"
"Faction/Start/FSM_MOR.bik"	1166	1458	"FSM_MOR_5"
"Faction/Start/FSM_MOR.bik"	120	435	"FSM_MOR_1"
"Faction/Start/FSM_MOR.bik"	1469	1575	"FSM_MOR_6"
"Faction/Start/FSM_MOR.bik"	1605	1765	"FSM_MOR_7"
"Faction/Start/FSM_MOR.bik"	1810	2121	"FSM_MOR_8"
"Faction/Start/FSM_MOR.bik"	2129	2440	"FSM_MOR_9"
"Faction/Start/FSM_MOR.bik"	2569	2865	"FSM_MOR_10"
"Faction/Start/FSM_MOR.bik"	2906	3229	"FSM_MOR_11"
"Faction/Start/FSM_MOR.bik"	3235	3529	"FSM_MOR_12"
"Faction/Start/FSM_MOR.bik"	3542	3739	"FSM_MOR_13"
"Faction/Start/FSM_MOR.bik"	3763	3856	"FSM_MOR_14"
"Faction/Start/FSM_MOR.bik"	577	765	"FSM_MOR_2"
"Faction/Start/FSM_MOR.bik"	787	903	"FSM_MOR_3"
"Faction/Start/FSM_MOR.bik"	941	1133	"FSM_MOR_4"
"Faction/Start/FSM_ODA.bik"	1166	1458	"FSM_ODA_5"
"Faction/Start/FSM_ODA.bik"	120	435	"FSM_ODA_1"
"Faction/Start/FSM_ODA.bik"	1470	1615	"FSM_ODA_6"
"Faction/Start/FSM_ODA.bik"	1640	1808	"FSM_ODA_7"
"Faction/Start/FSM_ODA.bik"	1840	2114	"FSM_ODA_8"
"Faction/Start/FSM_ODA.bik"	2134	2429	"FSM_ODA_9"
"Faction/Start/FSM_ODA.bik"	2442	2763	"FSM_ODA_10"
"Faction/Start/FSM_ODA.bik"	2772	3015	"FSM_ODA_11"
"Faction/Start/FSM_ODA.bik"	3033	3311	"FSM_ODA_12"
"Faction/Start/FSM_ODA.bik"	3322	3530	"FSM_ODA_13"
"Faction/Start/FSM_ODA.bik"	3555	3645	"FSM_ODA_14"
"Faction/Start/FSM_ODA.bik"	577	765	"FSM_ODA_2"
"Faction/Start/FSM_ODA.bik"	787	903	"FSM_ODA_3"
"Faction/Start/FSM_ODA.bik"	941	1132	"FSM_ODA_4"
"Faction/Start/FSM_SHI.bik"	1166	1458	"FSM_SHI_5"
"Faction/Start/FSM_SHI.bik"	120	435	"FSM_SHI_1"
"Faction/Start/FSM_SHI.bik"	1470	1615	"FSM_SHI_6"
"Faction/Start/FSM_SHI.bik"	1645	1785	"FSM_SHI_7"
"Faction/Start/FSM_SHI.bik"	1830	2117	"FSM_SHI_8"
"Faction/Start/FSM_SHI.bik"	2133	2415	"FSM_SHI_9"
"Faction/Start/FSM_SHI.bik"	2445	2643	"FSM_SHI_10"
"Faction/Start/FSM_SHI.bik"	2658	3106	"FSM_SHI_11"
"Faction/Start/FSM_SHI.bik"	3125	3412	"FSM_SHI_12"
"Faction/Start/FSM_SHI.bik"	3428	3644	"FSM_SHI_13"
"Faction/Start/FSM_SHI.bik"	3654	3742	"FSM_SHI_14"
"Faction/Start/FSM_SHI.bik"	577	765	"FSM_SHI_2"
"Faction/Start/FSM_SHI.bik"	787	903	"FSM_SHI_3"
"Faction/Start/FSM_SHI.bik"	941	1132	"FSM_SHI_4"
"Faction/Start/FSM_TAK.bik"	1166	1458	"FSM_TAK_5"
"Faction/Start/FSM_TAK.bik"	120	435	"FSM_TAK_1"
"Faction/Start/FSM_TAK.bik"	1470	1610	"FSM_TAK_6"
"Faction/Start/FSM_TAK.bik"	1640	1785	"FSM_TAK_7"
"Faction/Start/FSM_TAK.bik"	1820	2120	"FSM_TAK_8"
"Faction/Start/FSM_TAK.bik"	2197	2532	"FSM_TAK_9"
"Faction/Start/FSM_TAK.bik"	2562	2978	"FSM_TAK_10"
"Faction/Start/FSM_TAK.bik"	3175	3456	"FSM_TAK_11"
"Faction/Start/FSM_TAK.bik"	3475	3690	"FSM_TAK_12"
"Faction/Start/FSM_TAK.bik"	3700	3790	"FSM_TAK_13"
"Faction/Start/FSM_TAK.bik"	577	765	"FSM_TAK_2"
"Faction/Start/FSM_TAK.bik"	787	903	"FSM_TAK_3"
"Faction/Start/FSM_TAK.bik"	941	1132	"FSM_TAK_4"
"Faction/Start/FSM_TOK.bik"	1166	1458	"FSM_TOK_5"
"Faction/Start/FSM_TOK.bik"	120	435	"FSM_TOK_1"
"Faction/Start/FSM_TOK.bik"	1470	1610	"FSM_TOK_6"
"Faction/Start/FSM_TOK.bik"	1645	1800	"FSM_TOK_7"
"Faction/Start/FSM_TOK.bik"	1830	2120	"FSM_TOK_8"
"Faction/Start/FSM_TOK.bik"	2135	2274	"FSM_TOK_9"
"Faction/Start/FSM_TOK.bik"	2360	2634	"FSM_TOK_10"
"Faction/Start/FSM_TOK.bik"	2860	3268	"FSM_TOK_11"
"Faction/Start/FSM_TOK.bik"	3295	3727	"FSM_TOK_12"
"Faction/Start/FSM_TOK.bik"	3737	4025	"FSM_TOK_13"
"Faction/Start/FSM_TOK.bik"	4050	4230	"FSM_TOK_14"
"Faction/Start/FSM_TOK.bik"	4250	4346	"FSM_TOK_15"
"Faction/Start/FSM_TOK.bik"	577	765	"FSM_TOK_2"
"Faction/Start/FSM_TOK.bik"	787	903	"FSM_TOK_3"
"Faction/Start/FSM_TOK.bik"	941	1132	"FSM_TOK_4"
"Faction/Start/FSM_UES.bik"	1166	1458	"FSM_UES_5"
"Faction/Start/FSM_UES.bik"	120	435	"FSM_UES_1"
"Faction/Start/FSM_UES.bik"	1470	1610	"FSM_UES_6"
"Faction/Start/FSM_UES.bik"	1650	1780	"FSM_UES_7"
"Faction/Start/FSM_UES.bik"	1825	2121	"FSM_UES_8"
"Faction/Start/FSM_UES.bik"	2131	2504	"FSM_UES_9"
"Faction/Start/FSM_UES.bik"	2579	2812	"FSM_UES_10"
"Faction/Start/FSM_UES.bik"	2921	3330	"FSM_UES_11"
"Faction/Start/FSM_UES.bik"	3350	3640	"FSM_UES_12"
"Faction/Start/FSM_UES.bik"	3645	3825	"FSM_UES_13"
"Faction/Start/FSM_UES.bik"	3845	3965	"FSM_UES_14"
"Faction/Start/FSM_UES.bik"	577	765	"FSM_UES_2"
"Faction/Start/FSM_UES.bik"	787	903	"FSM_UES_3"
"Faction/Start/FSM_UES.bik"	941	1132	"FSM_UES_4"
"Faction/Tut/TUT_OUT.bik"	120	507	"TUT_OUT_1"
"Faction/Tut/TUT_OUT.bik"	1262	1633	"TUT_OUT_4"
"Faction/Tut/TUT_OUT.bik"	575	831	"TUT_OUT_2"
"Faction/Tut/TUT_OUT.bik"	915	1190	"TUT_OUT_3"
"Faction/Win/WIN_CHO.bik"	100	311	"WIN_CHO_1"
"Faction/Win/WIN_CHO.bik"	1290	1618	"WIN_CHO_5"
"Faction/Win/WIN_CHO.bik"	1642	1880	"WIN_CHO_6"
"Faction/Win/WIN_CHO.bik"	1895	2060	"WIN_CHO_7"
"Faction/Win/WIN_CHO.bik"	343	723	"WIN_CHO_2"
"Faction/Win/WIN_CHO.bik"	730	973	"WIN_CHO_3"
"Faction/Win/WIN_CHO.bik"	975	1250	"WIN_CHO_4"
"Faction/Win/WIN_DAT.bik"	100	315	"WIN_DAT_1"
"Faction/Win/WIN_DAT.bik"	1220	1612	"WIN_DAT_5"
"Faction/Win/WIN_DAT.bik"	1647	1850	"WIN_DAT_6"
"Faction/Win/WIN_DAT.bik"	1905	2070	"WIN_DAT_7"
"Faction/Win/WIN_DAT.bik"	340	716	"WIN_DAT_2"
"Faction/Win/WIN_DAT.bik"	732	951	"WIN_DAT_3"
"Faction/Win/WIN_DAT.bik"	975	1210	"WIN_DAT_4"
"Faction/Win/WIN_HOJ.bik"	100	315	"WIN_HOJ_1"
"Faction/Win/WIN_HOJ.bik"	1220	1612	"WIN_HOJ_5"
"Faction/Win/WIN_HOJ.bik"	1647	1870	"WIN_HOJ_6"
"Faction/Win/WIN_HOJ.bik"	1905	2070	"WIN_HOJ_7"
"Faction/Win/WIN_HOJ.bik"	340	716	"WIN_HOJ_2"
"Faction/Win/WIN_HOJ.bik"	732	951	"WIN_HOJ_3"
"Faction/Win/WIN_HOJ.bik"	975	1210	"WIN_HOJ_4"
"Faction/Win/WIN_IGA.bik"	100	315	"WIN_IGA_1"
"Faction/Win/WIN_IGA.bik"	1220	1612	"WIN_IGA_5"
"Faction/Win/WIN_IGA.bik"	1647	1870	"WIN_IGA_6"
"Faction/Win/WIN_IGA.bik"	1905	2070	"WIN_IGA_7"
"Faction/Win/WIN_IGA.bik"	340	716	"WIN_IGA_2"
"Faction/Win/WIN_IGA.bik"	732	951	"WIN_IGA_3"
"Faction/Win/WIN_IGA.bik"	975	1210	"WIN_IGA_4"
"Faction/Win/WIN_IKO.bik"	100	315	"WIN_IKO_1"
"Faction/Win/WIN_IKO.bik"	1030	1230	"WIN_IKO_4"
"Faction/Win/WIN_IKO.bik"	1290	1570	"WIN_IKO_5"
"Faction/Win/WIN_IKO.bik"	1660	1890	"WIN_IKO_6"
"Faction/Win/WIN_IKO.bik"	1905	2100	"WIN_IKO_7"
"Faction/Win/WIN_IKO.bik"	394	716	"WIN_IKO_2"
"Faction/Win/WIN_IKO.bik"	770	910	"WIN_IKO_3"
"Faction/Win/WIN_MOR.bik"	100	315	"WIN_MOR_1"
"Faction/Win/WIN_MOR.bik"	1220	1612	"WIN_MOR_5"
"Faction/Win/WIN_MOR.bik"	1647	1870	"WIN_MOR_6"
"Faction/Win/WIN_MOR.bik"	1905	2070	"WIN_MOR_7"
"Faction/Win/WIN_MOR.bik"	340	716	"WIN_MOR_2"
"Faction/Win/WIN_MOR.bik"	732	951	"WIN_MOR_3"
"Faction/Win/WIN_MOR.bik"	975	1210	"WIN_MOR_4"
"Faction/Win/WIN_ODA.bik"	100	315	"WIN_ODA_1"
"Faction/Win/WIN_ODA.bik"	1220	1612	"WIN_ODA_5"
"Faction/Win/WIN_ODA.bik"	1647	1870	"WIN_ODA_6"
"Faction/Win/WIN_ODA.bik"	1905	2070	"WIN_ODA_7"
"Faction/Win/WIN_ODA.bik"	340	716	"WIN_ODA_2"
"Faction/Win/WIN_ODA.bik"	732	951	"WIN_ODA_3"
"Faction/Win/WIN_ODA.bik"	975	1210	"WIN_ODA_4"
"Faction/Win/WIN_SHI.bik"	100	315	"WIN_SHI_1"
"Faction/Win/WIN_SHI.bik"	1220	1612	"WIN_SHI_5"
"Faction/Win/WIN_SHI.bik"	1647	1870	"WIN_SHI_6"
"Faction/Win/WIN_SHI.bik"	1905	2070	"WIN_SHI_7"
"Faction/Win/WIN_SHI.bik"	340	716	"WIN_SHI_2"
"Faction/Win/WIN_SHI.bik"	732	951	"WIN_SHI_3"
"Faction/Win/WIN_SHI.bik"	975	1210	"WIN_SHI_4"
"Faction/Win/WIN_TAK.bik"	100	315	"WIN_TAK_1"
"Faction/Win/WIN_TAK.bik"	1220	1612	"WIN_TAK_5"
"Faction/Win/WIN_TAK.bik"	1647	1870	"WIN_TAK_6"
"Faction/Win/WIN_TAK.bik"	1905	2070	"WIN_TAK_7"
"Faction/Win/WIN_TAK.bik"	340	716	"WIN_TAK_2"
"Faction/Win/WIN_TAK.bik"	732	951	"WIN_TAK_3"
"Faction/Win/WIN_TAK.bik"	975	1210	"WIN_TAK_4"
"Faction/Win/WIN_TOK.bik"	100	315	"WIN_TOK_1"
"Faction/Win/WIN_TOK.bik"	1220	1612	"WIN_TOK_5"
"Faction/Win/WIN_TOK.bik"	1647	1870	"WIN_TOK_6"
"Faction/Win/WIN_TOK.bik"	1905	2070	"WIN_TOK_7"
"Faction/Win/WIN_TOK.bik"	340	716	"WIN_TOK_2"
"Faction/Win/WIN_TOK.bik"	732	951	"WIN_TOK_3"
"Faction/Win/WIN_TOK.bik"	975	1210	"WIN_TOK_4"
"Faction/Win/WIN_UES.bik"	100	315	"WIN_UES_1"
"Faction/Win/WIN_UES.bik"	1220	1612	"WIN_UES_5"
"Faction/Win/WIN_UES.bik"	1647	1870	"WIN_UES_6"
"Faction/Win/WIN_UES.bik"	1905	2070	"WIN_UES_7"
"Faction/Win/WIN_UES.bik"	340	716	"WIN_UES_2"
"Faction/Win/WIN_UES.bik"	732	951	"WIN_UES_3"
"Faction/Win/WIN_UES.bik"	975	1210	"WIN_UES_4"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	1000	1362	"FALL_HISTORICAL_INTRO_05"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	100	269	"FALL_HISTORICAL_INTRO_01"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	1366	1672	"FALL_HISTORICAL_INTRO_06"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	1684	2028	"FALL_HISTORICAL_INTRO_07"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	2046	2243	"FALL_HISTORICAL_INTRO_08"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	2247	2441	"FALL_HISTORICAL_INTRO_09"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	2452	2780	"FALL_HISTORICAL_INTRO_10"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	285	503	"FALL_HISTORICAL_INTRO_02"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	513	768	"FALL_HISTORICAL_INTRO_03"
"FallOfTheSamurai/FALL_HISTORICAL_INTRO.bik"	774	989	"FALL_HISTORICAL_INTRO_04"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	1168	1398	"FALL_HISTORICAL_OUTRO_05"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	1411	1756	"FALL_HISTORICAL_OUTRO_06"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	1768	2030	"FALL_HISTORICAL_OUTRO_07"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	2049	2375	"FALL_HISTORICAL_OUTRO_08"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	2388	2809	"FALL_HISTORICAL_OUTRO_09"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	2825	3045	"FALL_HISTORICAL_OUTRO_10"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	421	608	"FALL_HISTORICAL_OUTRO_02"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	60	415	"FALL_HISTORICAL_OUTRO_01"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	721	855	"FALL_HISTORICAL_OUTRO_03"
"FallOfTheSamurai/FALL_HISTORICAL_OUTRO.bik"	862	1156	"FALL_HISTORICAL_OUTRO_04"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	1139	1329	"FALL_INTRO_EMPEROR_06"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	1354	1747	"FALL_INTRO_EMPEROR_07"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	1886	2102	"FALL_INTRO_EMPEROR_08"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	2115	2304	"FALL_INTRO_EMPEROR_09"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	2317	2460	"FALL_INTRO_EMPEROR_10"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	2484	2684	"FALL_INTRO_EMPEROR_11"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	2697	3191	"FALL_INTRO_EMPEROR_12"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	291	493	"FALL_INTRO_EMPEROR_02"
