version 1, schema warscape_animated_lod_tables
Random_Index(string)	Path(string)	Meters_to_x0020_Lod_transition(float)	Filename_x0020_WA_ID(string)
"-2048980855"	"RigidModels\\Buildings\\fort_ottoman_small\\fort_ottoman_small_piece06_destruct01_gate_closing_anim.rigid_model_animation"	0	"fort_ottoman_small_piece06_destruct01_gate_closing"
"-2041908653"	"RigidModels\\Buildings\\north_euro_house06b\\north_euro_house06b_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_house06b_piece01_destruct01"
"-2041439671"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece03_destruct02_anim.rigid_model_animation"	0	"fort_jamestown_piece03_destruct02"
"-2039508630"	"RigidModels\\CampaignBuildings\\Buildings\\OTT\\ott_tFactory3_steam_powered_factory.rigid_model_animation"	0	"ott_tFactory3_steam_powered_factory"
"-2028866637"	"RigidModels\\Buildings\\indian_warehouse01b\\indian_warehouse01b_piece01_destruct01_anim.rigid_model_animation"	0	"indian_warehouse01b_piece01_destruct01"
"-2025832757"	"RigidModels\\Buildings\\napoleon_filler_building08\\napoleon_filler_building08_piece01_destruct02_anim.rigid_model_animation"	0	"napoleon_filler_building08_piece01_destruct02"
"-2022861264"	"RigidModels\\Buildings\\european_warehouse01\\european_warehouse01_piece01_destruct01_anim.rigid_model_animation"	0	"european_warehouse01_piece01_destruct01"
"-2018391154"	"UnitModels/Euro_Able_Seamen_LOD4.variant_weighted_mesh"	0	"euro_naval_gunner"
"-2015355400"	"RigidModels/CampaignBuildings/Buildings/EU/EU_rFarm3_great_estates.rigid_model_animation"	0	"EU_rFarm3_great_estates"
"-2014129940"	"UnitModels\\horse\\horse_C_hussar_lod3.variant_weighted_mesh"	50	"horse_hussar_black"
"-2009945873"	"EngineModels/Field_Cannon_8lb/Field_Cannon_8lb_LOD2.animatable_rigid_model"	20	"Field_Cannon_8lb_France"
"-2005383543"	"unitmodels/campaign_euro_general1_lod2.variant_weighted_mesh"	0	"campaign_euro_general2_ireland"
"-2005202655"	"RigidModels\\Buildings\\napoleon_filler_building05\\napoleon_filler_building05_piece01_destruct01_anim.rigid_model_animation"	0	"napoleon_filler_building05_piece01_destruct01"
"-2005044632"	"RigidModels\\Buildings\\east_euro_house06b\\east_euro_house06b_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_house06b_piece01_destruct01"
"-2002764097"	"UnitModels\\horse\\horse_A_hussar_lod2.variant_weighted_mesh"	20	"horse_hussar_light_brown"
"-1997800820"	"RigidModels\\Buildings\\prop_town_plant_pot01\\prop_town_plant_pot01_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_plant_pot01_piece01_destruct01"
"-1995378043"	"unitmodels/ottoman_colonel_lod3.variant_weighted_mesh"	15	"ottoman_naval_officer"
"-1991743713"	"RigidModels\\Buildings\\north_euro_house05b\\north_euro_house05b_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_house05b_piece01_destruct01"
"-1989259805"	"RigidModels\\Buildings\\prop_field_fallen_pine_tree03\\prop_field_fallen_pine_tree03_piece01_destruct01_anim.rigid_model_animation"	0	"prop_field_fallen_pine_tree03_piece01_destruct01"
"-1986588386"	"unitmodels/campaign_euro_captain1_lod1.variant_weighted_mesh"	40	"campaign_euro_general2_ita_modena"
"-1982224316"	"RigidModels\\Buildings\\fort_stockade\\fort_stockade_piece02_destruct02_anim.rigid_model_animation"	0	"fort_stockade_piece02_destruct02"
"-1981148052"	"UnitModels/Euro_Able_Seamen_LOD2.variant_weighted_mesh"	10	"euro_naval_gunner"
"-1979860006"	"RigidModels\\Buildings\\east_euro_hut04\\east_euro_hut04_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_hut04_piece01_destruct01"
"-1977921949"	"UnitModels/camel/camel_base_lod2.variant_weighted_mesh"	20	"camel_base"
"-1977549747"	"UnitModels/Campaign_euro_protestant_missionary_Lod2.variant_weighted_mesh"	0	"Campaign_euro_protestant_missionary"
"-1963346201"	"RigidModels\\Buildings\\west_euro_house01b\\west_euro_house01b_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_house01b_piece01_destruct01"
"-1956399234"	"UnitModels\\horse\\horse_C_basic_lod1.variant_weighted_mesh"	10	"horse_basic_black"
"-1956007692"	"UnitModels\\horse\\horse_C_iberian_lod3.variant_weighted_mesh"	50	"horse_iberian_black"
"-1953771853"	"RigidModels\\Buildings\\prop_town_wooden_bench\\prop_town_wooden_bench_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_wooden_bench_piece01_destruct01"
"-1952940800"	"EngineModels/Howitzer_7/Howitzer_7_alphatest_LOD3.animatable_rigid_model"	0	"howitzer_7_Prussia"
"-1951959545"	"RigidModels\\Buildings\\european_warehouse01\\european_warehouse01_piece02_destruct02_anim.rigid_model_animation"	0	"european_warehouse01_piece02_destruct02"
"-1948875058"	"EngineModels/Field_Cannon_6lb/Field_Cannon_6lb_LOD2.animatable_rigid_model"	20	"Field_Cannon_6lb_Prussia"
"-1937348698"	"RigidModels\\Buildings\\west_euro_rural03\\west_euro_rural03_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_rural03_piece01_destruct01"
"-1933747272"	"RigidModels\\Buildings\\ottoman_townhall\\ottoman_townhall_piece01_destruct02_anim.rigid_model_animation"	0	"ottoman_townhall_piece01_destruct02"
"-1932280826"	"RigidModels\\Buildings\\prop_field_log_pile01\\prop_field_log_pile01_piece01_destruct01_anim.rigid_model_animation"	0	"prop_field_log_pile01_piece01_destruct01"
"-1931827080"	"RigidModels\\Buildings\\indian_warehouse01b\\indian_warehouse01b_piece01_destruct02_anim.rigid_model_animation"	0	"indian_warehouse01b_piece01_destruct02"
"-1919030713"	"RigidModels/CampaignBuildings/Buildings/eu/eu_resource_plantation_sugar_lvl4.rigid_model_animation"	0	"eu_resource_plantation_sugar_lvl4"
"-1917324345"	"RigidModels\\Buildings\\west_euro_house03b\\west_euro_house03b_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_house03b_piece01_destruct01"
"-1915906150"	"RigidModels\\Buildings\\prop_town_stack_of_trunks\\prop_town_stack_of_trunks_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_stack_of_trunks_piece01_destruct01"
"-1915367445"	"RigidModels\\Buildings\\napoleon_filler_building06\\napoleon_filler_building06_piece01_destruct02_anim.rigid_model_animation"	0	"napoleon_filler_building06_piece01_destruct02"
"-1910630381"	"RigidModels\\CampaignTradeRoutes\\trade_camel_lead.rigid_model_animation"	0	"trade_camel_lead"
"-1907004238"	"RigidModels\\Buildings\\east_euro_house03\\east_euro_house03_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_house03_piece01_destruct01"
"-1905067401"	"RigidModels\\Buildings\\prop_town_ottoman_stall01\\prop_town_ottoman_stall01_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_ottoman_stall01_piece01_destruct01"
"-1896772607"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece01_destruct01_gate_open_destruct_anim.rigid_model_animation"	0	"fort_indian_piece01_destruct01_gate_open_destruct"
"-1887385065"	"RigidModels\\Buildings\\jamestown_church\\jamestown_church_piece01_destruct01_anim.rigid_model_animation"	0	"jamestown_church_piece01_destruct01"
"-1882992404"	"EngineModels/Naval_Carronade/naval_carronade_LOD4.animatable_rigid_model"	0	"naval_carronade"
"-1879957995"	"RigidModels\\Buildings\\north_euro_clock_tower\\north_euro_clock_tower_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_clock_tower_piece01_destruct01"
"-1879527804"	"RigidModels\\Buildings\\fort_town\\fort_town_piece01_destruct02_anim.rigid_model_animation"	0	"fort_town_piece01_destruct02"
"-1878538494"	"RigidModels\\Buildings\\prop_town_scaffolding\\prop_town_scaffolding_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_scaffolding_piece01_destruct01"
"-1877640037"	"RigidModels\\Buildings\\west_euro_hut05\\west_euro_hut05_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_hut05_piece01_destruct01"
"-1876369150"	"RigidModels/CampaignBuildings/Buildings/IND/IND_town_ind_lvl3_weavers.rigid_model_animation"	0	"IND_town_ind_lvl3_weavers"
"-1876217067"	"unitmodels/campaign_ottoman_Colonel_Lod1.variant_weighted_mesh"	40	"Campaign_ottoman_colonel"
"-1872458587"	"EngineModels/Howitzer_7/Howitzer_7_destruction.rigid_model_animation"	0	"howitzer_7_Prussia_destruction"
"-1868300075"	"RigidModels\\Buildings\\american_house02b\\american_house02b_piece01_destruct01_anim.rigid_model_animation"	0	"american_house02b_piece01_destruct01"
"-1865780528"	"RigidModels/CampaignBuildings/Buildings/OTT/Ott_resource_farm_lvl2_sheep.rigid_model_animation"	0	"Ott_resource_farm_lvl2_sheep"
"-1864115125"	"RigidModels/CampaignBuildings/Buildings/na/NA_resource_sheepfarm_lvl01_blend.rigid_model_animation"	0	"NA_resource_ sheepfarm_lvl01_blend"
"-1863037707"	"RigidModels\\Buildings\\euro_stone_armoury02\\euro_stone_armoury02_piece01_destruct02_anim.rigid_model_animation"	0	"euro_stone_armoury02_piece01_destruct02"
"-1861598466"	"EngineModels/Howitzer_5/Howitzer_5_alphatest_LOD1.animatable_rigid_model"	10	"Howitzer_5_Britain"
"-1860760773"	"RigidModels\\Buildings\\indian_farmhouse\\indian_farmhouse_piece01_destruct02_anim.rigid_model_animation"	0	"indian_farmhouse_piece01_destruct02"
"-1858859833"	"UnitModels/campaign_euro_gentleman_lod2.variant_weighted_mesh"	0	"campaign_euro_gentleman"
"-1856254431"	"unitmodels/campaign_ottoman_Colonel_Lod2.variant_weighted_mesh"	0	"Campaign_ottoman_colonel"
"-1855534954"	"RigidModels\\Naval\\Variant\\oar_L_lower_anim.rigid_model_animation"	0	"oar_L_anim_lower"
"-1854140705"	"RigidModels\\Buildings\\prop_town_market_stall02\\prop_town_market_stall02_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_market_stall02_piece01_destruct01"
"-1853467244"	"EngineModels/Ott_Mortar/Ottoman_mortar_LOD3.animatable_rigid_model"	30	"Ott_mortar"
"-1853320027"	"RigidModels\\Buildings\\american_house05b\\american_house05b_piece01_destruct01_anim.rigid_model_animation"	0	"american_house05b_piece01_destruct01"
"-1852359960"	"unitmodels/campaign_euro_general1_lod2.variant_weighted_mesh"	0	"campaign_euro_general2_egy_britain"
"-1851811265"	"RigidModels\\Buildings\\west_euro_house07c\\west_euro_house07c_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_house07c_piece01_destruct01"
"-1849128859"	"RigidModels\\Buildings\\northern_africa_building04\\northern_africa_building04_piece01_destruct01_anim.rigid_model_animation"	0	"northern_africa_building04_piece01_destruct01"
"-1844832516"	"RigidModels\\Buildings\\south_euro_house06\\south_euro_house06_piece01_destruct01_anim.rigid_model_animation"	0	"south_euro_house06_piece01_destruct01"
"-1840269062"	"RigidModels\\Buildings\\east_euro_house05\\east_euro_house05_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_house05_piece01_destruct01"
"-1837454969"	"unitmodels/ottoman_admiral_lod1.variant_weighted_mesh"	5	"ottoman_admiral"
"-1828817580"	"RigidModels\\Buildings\\west_euro_stone_bridge_3middle_wide\\west_euro_stone_bridge_3middle_wide_piece02_destruct01_anim.rigid_model_animation"	0	"west_euro_stone_bridge_3middle_wide_piece02_destruct01"
"-1825532358"	"RigidModels/CampaignBuildings/Buildings/ott/ott_resource_mining_silver_lvl2_blend.rigid_model_animation"	0	"ott_resource_mining_silver_lvl2_blend"
"-1824128464"	"UnitModels\\horse\\horse_D_covered_lod3.variant_weighted_mesh"	50	"horse_covered_dark_brown"
"-1822969890"	"EngineModels/Naval_Cannon_18lb/Naval_Cannon_18lb_LOD1.animatable_rigid_model"	10	"Naval_Cannon_18lb"
"-1821458700"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece05_destruct01_anim.rigid_model_animation"	0	"fort_jamestown_piece05_destruct01"
"-1819654531"	"RigidModels\\Buildings\\ottoman_large_fort_command_hq\\ottoman_large_fort_command_hq_piece01_destruct01_anim.rigid_model_animation"	0	"ottoman_large_fort_command_hq_piece01_destruct01"
"-1819076689"	"RigidModels\\Buildings\\prop_field_fallen_oak_log03\\prop_field_fallen_oak_log03_piece01_destruct01_anim.rigid_model_animation"	0	"prop_field_fallen_oak_log03_piece01_destruct01"
"-1801683338"	"UnitModels\\horse\\horse_A_hussar_lod1.variant_weighted_mesh"	10	"horse_hussar_light_brown"
"-1800368302"	"RigidModels/CampaignBuildings/Buildings/EU/EU_rHorse3_equestrian_estate_blend.rigid_model_animation"	0	"EU_rHorse3_equestrian_estate_blend"
"-1786906520"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece03_destruct01_anim.rigid_model_animation"	0	"fort_jamestown_piece03_destruct01"
"-1786903225"	"RigidModels\\Buildings\\habitable_building_a\\habitable_building_a_piece01_destruct02_anim.rigid_model_animation"	0	"habitable_building_a_piece01_destruct02"
"-1781477243"	"EngineModels/Rocket/rocket_destruction.rigid_model_animation"	0	"rocket_Austria_destruction"
"-1769832723"	"UnitModels\\Napoleon_GreatCoat_BattleOutfit_lod1.variant_weighted_mesh"	0	"Napoleon_GreatCoat_BattleOutfit"
"-1766688519"	"RigidModels/CampaignBuildings/Buildings/IND/IND_resource_farm_lvl3_sheep.rigid_model_animation"	0	"IND_resource_farm_lvl3_sheep"
"-1760282114"	"RigidModels\\Buildings\\indian_church\\indian_church_piece01_destruct01_anim.rigid_model_animation"	0	"indian_church_piece01_destruct01"
"-1759917943"	"UnitModels\\horse\\horse_D_basic_lod4.variant_weighted_mesh"	0	"horse_basic_dark_brown"
"-1759654457"	"EngineModels/Field_Cannon_12lb/Field_Cannon_12lb_LOD2.animatable_rigid_model"	20	"Field_Cannon_12lb_France"
"-1756798385"	"unitmodels/campaign_euro_captain2_lod2.variant_weighted_mesh"	0	"campaign_euro_general2_norway"
"-1755479423"	"RigidModels\\Buildings\\indian_fort_barracks\\indian_fort_barracks_piece01_destruct01_anim.rigid_model_animation"	0	"indian_fort_barracks_piece01_destruct01"
"-1755060467"	"unitmodels/ottoman_admiral_lod3.variant_weighted_mesh"	15	"ottoman_admiral"
"-1752236213"	"RigidModels\\Buildings\\european_warehouse04\\european_warehouse04_piece01_destruct01_anim.rigid_model_animation"	0	"european_warehouse04_piece01_destruct01"
"-1748230720"	"RigidModels\\Buildings\\american_ruin01\\american_ruin01_piece01_destruct01_anim.rigid_model_animation"	0	"american_ruin01_piece01_destruct01"
"-1746982246"	"RigidModels\\Buildings\\west_euro_stone_bridge_1middle\\west_euro_stone_bridge_1middle_piece02_destruct01_anim.rigid_model_animation"	0	"west_euro_stone_bridge_1middle_piece02_destruct01"
"-1744313603"	"EngineModels/Rocket/rocket_LOD3.animatable_rigid_model"	30	"rocket_Britain"
"-1743265032"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_farm_lvl3_wheat.rigid_model_animation"	0	"EU_resource_farm_lvl3_wheat"
"-1743035589"	"RigidModels\\Buildings\\north_euro_rural04\\north_euro_rural04_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_rural04_piece01_destruct01"
"-1742644243"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece02_destruct01_anim.rigid_model_animation"	0	"fort_euro_wooden_piece02_destruct01"
"-1740136193"	"RigidModels\\Buildings\\habitable_building_c\\habitable_building_c_piece01_destruct01_anim.rigid_model_animation"	0	"habitable_building_c_piece01_destruct01"
"-1738354169"	"UnitModels\\horse\\horse_E_covered_lod2.variant_weighted_mesh"	20	"horse_covered_white"
"-1731694079"	"RigidModels\\Buildings\\native_longhouse01\\native_longhouse01_piece01_destruct01_anim.rigid_model_animation"	0	"native_longhouse01_piece01_destruct01"
"-1725116606"	"unitmodels/campaign_euro_captain1_lod1.variant_weighted_mesh"	40	"campaign_euro_captain2"
"-1721488594"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece01_destruct01_gate_open_destruct_anim.rigid_model_animation"	0	"fort_indian_small_piece01_destruct01_gate_open_destruct"
"-1721058835"	"unitmodels/campaign_euro_general1_lod1.variant_weighted_mesh"	40	"campaign_euro_general2_british_rebels"
"-1709654722"	"RigidModels\\Buildings\\fort_stockade\\fort_stockade_piece04_destruct01_gate_closed_destruct_anim.rigid_model_animation"	0	"fort_stockade_piece04_destruct01_gate_closed_destruct"
"-1708508414"	"UnitModels/campaign_indian_brahmin_lod1.variant_weighted_mesh"	40	"campaign_indian_brahmin"
"-1690587827"	"RigidModels\\Buildings\\american_house03\\american_house03_piece01_destruct01_anim.rigid_model_animation"	0	"american_house03_piece01_destruct01"
"-1684484567"	"RigidModels/CampaignPieces/campaign_ship_euro1a.animatable_rigid_model"	0	"campaign_ship_euro"
"-1683851084"	"RigidModels\\Naval\\Variant\\oar_R_lower_anim.rigid_model_animation"	0	"oar_R_anim_lower"
"-1679718209"	"RigidModels\\Buildings\\american_monument\\american_monument_piece01_destruct01_anim.rigid_model_animation"	0	"american_monument_piece01_destruct01"
"-1676165062"	"RigidModels\\Buildings\\napoleon_filler_building01\\napoleon_filler_building01_piece01_destruct01_anim.rigid_model_animation"	0	"napoleon_filler_building01_piece01_destruct01"
"-1672578393"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece03_destruct02_anim.rigid_model_animation"	0	"fort_indian_small_piece03_destruct02"
"-1662092978"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_farm_lvl1_wheat.rigid_model_animation"	0	"EU_resource_farm_lvl1_wheat"
"-1661500066"	"RigidModels\\Buildings\\ottoman_large_fort_barracks\\ottoman_large_fort_barracks_piece01_destruct02_anim.rigid_model_animation"	0	"ottoman_large_fort_barracks_piece01_destruct02"
"-1660698805"	"UnitModels\\horse\\horse_D_covered_lod2.variant_weighted_mesh"	20	"horse_covered_dark_brown"
"-1660652958"	"RigidModels\\Buildings\\star_fort_barracks_v2\\star_fort_barracks_v2_piece01_destruct01_anim.rigid_model_animation"	0	"star_fort_barracks_v2_piece01_destruct01"
"-1660274395"	"unitmodels/campaign_euro_general1_lod2.variant_weighted_mesh"	0	"campaign_euro_general2_united_netherlands"
"-1658704999"	"RigidModels\\Buildings\\ottoman_large_fort_armoury01\\ottoman_large_fort_armoury01_piece01_destruct01_anim.rigid_model_animation"	0	"ottoman_large_fort_armoury01_piece01_destruct01"
"-1657858842"	"RigidModels/CampaignBuildings/Buildings/EU/EU_rGold2_steampumped_gold_mine.rigid_model_animation"	0	"EU_rGold2_steampumped_gold_mine"
"-1654806595"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_farm_lvl2_wheat.rigid_model_animation"	0	"EU_resource_farm_lvl2_wheat"
"-1654393583"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece04_destruct01_anim.rigid_model_animation"	0	"fort_indian_piece04_destruct01"
"-1651386032"	"RigidModels\\Buildings\\european_warehouse02\\european_warehouse02_piece02_destruct01_anim.rigid_model_animation"	0	"european_warehouse02_piece02_destruct01"
"-1649884202"	"RigidModels\\Buildings\\prop_town_urn02\\prop_town_urn02_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_urn02_piece01_destruct01"
"-1649403433"	"unitmodels/campaign_euro_captain1_lod2.variant_weighted_mesh"	0	"campaign_euro_general2_courland"
"-1649361127"	"RigidModels\\Buildings\\indian_house05\\indian_house05_piece01_destruct01_anim.rigid_model_animation"	0	"indian_house05_piece01_destruct01"
"-1646699006"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece11_destruct02_anim.rigid_model_animation"	0	"fort_indian_piece11_destruct02"
"-1636803312"	"RigidModels\\Buildings\\native_house10\\native_house10_piece01_destruct01_anim.rigid_model_animation"	0	"native_house10_piece01_destruct01"
"-1634084377"	"unitmodels/campaign_euro_captain1_lod2.variant_weighted_mesh"	0	"campaign_euro_general2_ita_venice"
"-1631058337"	"RigidModels\\Naval\\Variant\\oar_R_raise_anim.rigid_model_animation"	0	"oar_R_anim_raise"
"-1630969320"	"RigidModels\\Buildings\\habitable_building_b\\habitable_building_b_piece01_destruct02_anim.rigid_model_animation"	0	"habitable_building_b_piece01_destruct02"
"-1627778999"	"RigidModels\\Buildings\\euro_stone_barracks\\euro_stone_barracks_piece02_destruct02_anim.rigid_model_animation"	0	"euro_stone_barracks_piece02_destruct02"
"-1621860206"	"RigidModels\\Buildings\\native_house09\\native_house09_piece01_destruct01_anim.rigid_model_animation"	0	"native_house09_piece01_destruct01"
"-1620497463"	"EngineModels/Unicorn_20/Unicorn_20_alphatest_LOD2.animatable_rigid_model"	20	"unicorn_20"
"-1620080917"	"RigidModels\\Buildings\\european_warehouse02\\european_warehouse02_piece01_destruct02_anim.rigid_model_animation"	0	"european_warehouse02_piece01_destruct02"
"-1614328071"	"RigidModels\\Buildings\\east_euro_rural01\\east_euro_rural01_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_rural01_piece01_destruct01"
"-1607703480"	"unitmodels/campaign_euro_captain1_lod1.variant_weighted_mesh"	40	"campaign_euro_general2_ita_piedmont"
"-1607157266"	"EngineModels/Howitzer_6/Howitzer_6_alphatest_LOD3.animatable_rigid_model"	0	"howitzer_6"
"-1604325139"	"UnitModels\\campaign_Washington_lod1.variant_weighted_mesh"	40	"campaign_washington"
"-1603974326"	"unitmodels/ottoman_admiral_lod4.variant_weighted_mesh"	0	"ottoman_admiral"
"-1601063314"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece07_destruct01_gate_open_destruct_anim.rigid_model_animation"	0	"fort_jamestown_piece07_destruct01_gate_open_destruct"
"-1598516905"	"RigidModels\\Buildings\\eastern_europe_building06\\eastern_europe_building06_piece01_destruct01_anim.rigid_model_animation"	0	"eastern_europe_building06_piece01_destruct01"
"-1593713880"	"UnitModels/Campaign_Euro_Catholic_Priest_Lod1.variant_weighted_mesh"	40	"Campaign_Euro_Catholic_Priest"
"-1593122185"	"RigidModels\\Buildings\\indian_fort_command_hq\\indian_fort_command_hq_piece01_destruct01_anim.rigid_model_animation"	0	"indian_fort_command_hq_piece01_destruct01"
"-1591346941"	"EngineModels/Unicorn_10/unicorn_10_destruction.rigid_model_animation"	0	"unicorn_10_destruction"
