version 2, schema technology_node_links_tables, guid f0ea8a32-eb69-4a55-9d14-6ea43b7d4b8c
unknown1(string)	unknown2(int)	unknown3(string)	unknown4(int)	unknown5(int)
"gempei_main_military_node_009_samurai_way"	1	"gempei_main_military_node_003_bushi"	0	0
"gempei_main_military_node_017_the_nine_transformations"	3	"gempei_main_military_node_004_forms_of_the_earth"	0	0
"gempei_main_military_node_012_bow_expertise"	1	"gempei_main_military_node_005_way_of_the_bow"	0	0
"gempei_main_military_node_021_horse_mastery"	3	"gempei_main_military_node_007_form"	0	0
"gempei_main_military_node_011_strategy_of_defence"	0	"gempei_main_military_node_008_the_old_way"	1	0
"gempei_main_military_node_015_old_way_mastery"	1	"gempei_main_military_node_008_the_old_way"	0	0
"gempei_main_military_node_013_strategy_of_attack"	0	"gempei_main_military_node_009_samurai_way"	-1	0
"gempei_main_military_node_016_samurai_code"	1	"gempei_main_military_node_009_samurai_way"	0	0
"gempei_main_military_node_018_mastery_of_defence"	1	"gempei_main_military_node_011_strategy_of_defence"	0	0
"gempei_main_military_node_019_kyujutsu_mastery"	1	"gempei_main_military_node_012_bow_expertise"	0	0
"gempei_main_military_node_020_mastery_of_attack"	1	"gempei_main_military_node_013_strategy_of_attack"	0	0
"gempei_main_military_node_014_bushido"	1	"gempei_main_military_node_015_old_way_mastery"	0	-1
"gempei_main_military_node_017_the_nine_transformations"	0	"gempei_main_military_node_015_old_way_mastery"	-1	1
"gempei_main_military_node_014_bushido"	1	"gempei_main_military_node_016_samurai_code"	0	1
"gempei_main_military_node_021_horse_mastery"	0	"gempei_main_military_node_016_samurai_code"	1	-1
"ikko_main_civil_node_002_zen"	0	"ikko_main_civil_node_001_way_of_chi"	-1	0
"ikko_main_civil_node_003_todofuken"	0	"ikko_main_civil_node_001_way_of_chi"	1	0
"ikko_main_civil_node_004_essence_of_the_spirit"	0	"ikko_main_civil_node_002_zen"	-1	0
"ikko_main_civil_node_005_noh"	0	"ikko_main_civil_node_002_zen"	1	0
"ikko_main_civil_node_008_tea_ceremony"	1	"ikko_main_civil_node_002_zen"	0	0
"ikko_main_civil_node_012_school_of_shinobi"	0	"ikko_main_civil_node_002_zen"	1	-1
"ikko_main_civil_node_007_equal_fields"	0	"ikko_main_civil_node_003_todofuken"	1	0
"ikko_main_civil_node_009_tax_reform"	1	"ikko_main_civil_node_003_todofuken"	0	0
"ikko_main_civil_node_012_school_of_shinobi"	0	"ikko_main_civil_node_003_todofuken"	-1	1
"ikko_main_civil_node_010_scholarship"	1	"ikko_main_civil_node_004_essence_of_the_spirit"	0	0
"ikko_main_civil_node_011_sumo_tournament"	1	"ikko_main_civil_node_005_noh"	0	0
"ikko_main_civil_node_018_ninjutsu_mastery"	1	"ikko_main_civil_node_005_noh"	1	-1
"ikko_main_civil_node_013_chonindo"	1	"ikko_main_civil_node_007_equal_fields"	0	0
"ikko_main_civil_node_011_sumo_tournament"	0	"ikko_main_civil_node_008_tea_ceremony"	1	-1
"ikko_main_civil_node_014_calligraphy"	1	"ikko_main_civil_node_008_tea_ceremony"	0	0
"ikko_main_civil_node_013_chonindo"	0	"ikko_main_civil_node_009_tax_reform"	1	-1
"ikko_main_civil_node_015_traditional_building"	1	"ikko_main_civil_node_009_tax_reform"	0	0
"ikko_main_civil_node_016_neo_confucianism"	1	"ikko_main_civil_node_010_scholarship"	0	0
"ikko_main_civil_node_018_ninjutsu_mastery"	1	"ikko_main_civil_node_012_school_of_shinobi"	0	0
"ikko_main_civil_node_019_kinza_mint"	1	"ikko_main_civil_node_013_chonindo"	0	0
"ikko_main_civil_node_017_sword_hunt"	0	"ikko_main_civil_node_014_calligraphy"	1	-1
"ikko_main_civil_node_020_epic_architecture"	1	"ikko_main_civil_node_014_calligraphy"	0	-1
"ikko_main_civil_node_019_kinza_mint"	0	"ikko_main_civil_node_015_traditional_building"	1	-1
"ikko_main_civil_node_020_epic_architecture"	1	"ikko_main_civil_node_015_traditional_building"	0	1
"ikko_main_military_node_002_strategy_of_defence"	0	"ikko_main_military_node_001_bushido"	-1	0
"ikko_main_military_node_003_strategy_of_attack"	0	"ikko_main_military_node_001_bushido"	1	0
"ikko_main_military_node_004_way_of_the_spear"	0	"ikko_main_military_node_002_strategy_of_defence"	-1	0
"ikko_main_military_node_005_way_of_the_sea"	0	"ikko_main_military_node_002_strategy_of_defence"	1	-1
"ikko_main_military_node_008_heaven_and_earth"	1	"ikko_main_military_node_002_strategy_of_defence"	0	0
"ikko_main_military_node_005_way_of_the_sea"	0	"ikko_main_military_node_003_strategy_of_attack"	-1	1
"ikko_main_military_node_006_way_of _the_bow"	0	"ikko_main_military_node_003_strategy_of_attack"	-1	0
"ikko_main_military_node_007_way_of_the_sword"	0	"ikko_main_military_node_003_strategy_of_attack"	1	0
"ikko_main_military_node_009_form"	1	"ikko_main_military_node_003_strategy_of_attack"	0	0
"ikko_main_military_node_010_spear_expertise"	1	"ikko_main_military_node_004_way_of_the_spear"	0	0
"ikko_main_military_node_012_naval_expertise"	1	"ikko_main_military_node_005_way_of_the_sea"	0	0
"ikko_main_military_node_013_bow_expertise"	1	"ikko_main_military_node_006_way_of _the_bow"	0	0
"ikko_main_military_node_014_sword_expertise"	1	"ikko_main_military_node_007_way_of_the_sword"	0	0
"ikko_main_military_node_010_spear_expertise"	0	"ikko_main_military_node_008_heaven_and_earth"	-1	1
"ikko_main_military_node_011_attack_by_fire"	0	"ikko_main_military_node_008_heaven_and_earth"	1	0
"ikko_main_military_node_015_the_five_elements"	1	"ikko_main_military_node_008_heaven_and_earth"	0	0
"ikko_main_military_node_013_bow_expertise"	0	"ikko_main_military_node_009_form"	-1	1
"ikko_main_military_node_014_sword_expertise"	0	"ikko_main_military_node_009_form"	1	-1
"ikko_main_military_node_016_horse_mastery"	1	"ikko_main_military_node_009_form"	0	0
"ikko_main_military_node_017_sojutsu_mastery"	1	"ikko_main_military_node_010_spear_expertise"	0	0
"ikko_main_military_node_018_teppo_mastery"	1	"ikko_main_military_node_011_attack_by_fire"	0	0
"ikko_main_military_node_019_mastery_of_the_waves"	1	"ikko_main_military_node_012_naval_expertise"	0	0
"ikko_main_military_node_020_kyujutsu_mastery"	1	"ikko_main_military_node_013_bow_expertise"	0	0
"ikko_main_military_node_021_kenjutsu_mastery"	1	"ikko_main_military_node_014_sword_expertise"	0	0
"ikko_main_military_node_017_sojutsu_mastery"	0	"ikko_main_military_node_015_the_five_elements"	-1	1
"ikko_main_military_node_018_teppo_mastery"	0	"ikko_main_military_node_015_the_five_elements"	1	-1
"ikko_main_military_node_022_shih"	1	"ikko_main_military_node_015_the_five_elements"	0	-1
"ikko_main_military_node_020_kyujutsu_mastery"	0	"ikko_main_military_node_016_horse_mastery"	-1	1
"ikko_main_military_node_021_kenjutsu_mastery"	0	"ikko_main_military_node_016_horse_mastery"	1	-1
"ikko_main_military_node_022_shih"	1	"ikko_main_military_node_016_horse_mastery"	0	1
"shogun_main_civil_node_002_zen"	0	"shogun_main_civil_node_001_way_of_chi"	-1	0
"shogun_main_civil_node_003_todofuken"	0	"shogun_main_civil_node_001_way_of_chi"	1	0
"shogun_main_civil_node_004_essence_of_the_spirit"	0	"shogun_main_civil_node_002_zen"	-1	0
"shogun_main_civil_node_004_otomo_essence_of_the_spirit"	0	"shogun_main_civil_node_002_zen"	-1	0
"shogun_main_civil_node_005_noh"	0	"shogun_main_civil_node_002_zen"	1	0
"shogun_main_civil_node_008_tea_ceremony"	1	"shogun_main_civil_node_002_zen"	0	0
"shogun_main_civil_node_012_school_of_shinobi"	0	"shogun_main_civil_node_002_zen"	1	-1
"shogun_main_civil_node_006_secret_police"	0	"shogun_main_civil_node_003_todofuken"	-1	0
"shogun_main_civil_node_007_equal_fields"	0	"shogun_main_civil_node_003_todofuken"	1	0
"shogun_main_civil_node_009_tax_reform"	1	"shogun_main_civil_node_003_todofuken"	0	0
"shogun_main_civil_node_012_school_of_shinobi"	0	"shogun_main_civil_node_003_todofuken"	-1	1
"shogun_main_civil_node_010_scholarship"	1	"shogun_main_civil_node_004_essence_of_the_spirit"	0	0
"shogun_main_civil_node_010_religious_self_sufficiency"	1	"shogun_main_civil_node_004_otomo_essence_of_the_spirit"	0	0
"shogun_main_civil_node_011_sumo_tournament"	1	"shogun_main_civil_node_005_noh"	0	0
"shogun_main_civil_node_018_ninjutsu_mastery"	1	"shogun_main_civil_node_005_noh"	1	-1
"shogun_main_civil_node_017_sword_hunt"	3	"shogun_main_civil_node_006_secret_police"	0	0
"shogun_main_civil_node_013_chonindo"	1	"shogun_main_civil_node_007_equal_fields"	0	0
"shogun_main_civil_node_010_scholarship"	0	"shogun_main_civil_node_008_tea_ceremony"	-1	1
"shogun_main_civil_node_011_sumo_tournament"	0	"shogun_main_civil_node_008_tea_ceremony"	1	-1
"shogun_main_civil_node_014_calligraphy"	1	"shogun_main_civil_node_008_tea_ceremony"	0	0
"shogun_main_civil_node_013_chonindo"	0	"shogun_main_civil_node_009_tax_reform"	1	-1
"shogun_main_civil_node_015_traditional_building"	1	"shogun_main_civil_node_009_tax_reform"	0	0
"shogun_main_civil_node_016_religious_propagation"	1	"shogun_main_civil_node_010_religious_self_sufficiency"	0	0
"shogun_main_civil_node_018_ninjutsu_mastery"	1	"shogun_main_civil_node_012_school_of_shinobi"	0	0
"shogun_main_civil_node_019_kinza_mint"	1	"shogun_main_civil_node_013_chonindo"	0	0
"shogun_main_civil_node_016_neo_confucianism"	0	"shogun_main_civil_node_014_calligraphy"	-1	0
"shogun_main_civil_node_016_religious_propagation"	0	"shogun_main_civil_node_014_calligraphy"	-1	1
"shogun_main_civil_node_017_sword_hunt"	0	"shogun_main_civil_node_014_calligraphy"	1	-1
"shogun_main_civil_node_020_epic_architecture"	1	"shogun_main_civil_node_014_calligraphy"	0	-1
"shogun_main_civil_node_019_kinza_mint"	0	"shogun_main_civil_node_015_traditional_building"	1	-1
"shogun_main_civil_node_020_epic_architecture"	1	"shogun_main_civil_node_015_traditional_building"	0	1
"shogun_main_military_node_002_strategy_of_defence"	0	"shogun_main_military_node_001_bushido"	-1	0
"shogun_main_military_node_003_strategy_of_attack"	0	"shogun_main_military_node_001_bushido"	1	0
"shogun_main_military_node_004_way_of_the_spear"	0	"shogun_main_military_node_002_strategy_of_defence"	-1	0
"shogun_main_military_node_005_way_of_the_sea"	0	"shogun_main_military_node_002_strategy_of_defence"	1	-1
"shogun_main_military_node_008_heaven_and_earth"	1	"shogun_main_military_node_002_strategy_of_defence"	0	0
"shogun_main_military_node_005_way_of_the_sea"	0	"shogun_main_military_node_003_strategy_of_attack"	-1	1
"shogun_main_military_node_006_way_of _the_bow"	0	"shogun_main_military_node_003_strategy_of_attack"	-1	0
"shogun_main_military_node_007_way_of_the_sword"	0	"shogun_main_military_node_003_strategy_of_attack"	1	0
"shogun_main_military_node_009_form"	1	"shogun_main_military_node_003_strategy_of_attack"	0	0
"shogun_main_military_node_010_spear_expertise"	1	"shogun_main_military_node_004_way_of_the_spear"	0	0
"shogun_main_military_node_012_naval_expertise"	1	"shogun_main_military_node_005_way_of_the_sea"	0	0
"shogun_main_military_node_013_bow_expertise"	1	"shogun_main_military_node_006_way_of _the_bow"	0	0
"shogun_main_military_node_014_sword_expertise"	1	"shogun_main_military_node_007_way_of_the_sword"	0	0
"shogun_main_military_node_010_spear_expertise"	0	"shogun_main_military_node_008_heaven_and_earth"	-1	1
"shogun_main_military_node_011_attack_by_fire"	0	"shogun_main_military_node_008_heaven_and_earth"	1	0
"shogun_main_military_node_015_the_five_elements"	1	"shogun_main_military_node_008_heaven_and_earth"	0	0
"shogun_main_military_node_013_bow_expertise"	0	"shogun_main_military_node_009_form"	-1	1
"shogun_main_military_node_014_sword_expertise"	0	"shogun_main_military_node_009_form"	1	-1
"shogun_main_military_node_016_horse_mastery"	1	"shogun_main_military_node_009_form"	0	0
"shogun_main_military_node_017_sojutsu_mastery"	1	"shogun_main_military_node_010_spear_expertise"	0	0
"shogun_main_military_node_018_teppo_mastery"	1	"shogun_main_military_node_011_attack_by_fire"	0	0
"shogun_main_military_node_019_mastery_of_the_waves"	1	"shogun_main_military_node_012_naval_expertise"	0	0
"shogun_main_military_node_020_kyujutsu_mastery"	1	"shogun_main_military_node_013_bow_expertise"	0	0
"shogun_main_military_node_021_kenjutsu_mastery"	1	"shogun_main_military_node_014_sword_expertise"	0	0
"shogun_main_military_node_017_sojutsu_mastery"	0	"shogun_main_military_node_015_the_five_elements"	-1	1
"shogun_main_military_node_018_teppo_mastery"	0	"shogun_main_military_node_015_the_five_elements"	1	-1
"shogun_main_military_node_022_shih"	1	"shogun_main_military_node_015_the_five_elements"	0	-1
"shogun_main_military_node_020_kyujutsu_mastery"	0	"shogun_main_military_node_016_horse_mastery"	-1	1
"shogun_main_military_node_021_kenjutsu_mastery"	0	"shogun_main_military_node_016_horse_mastery"	1	-1
"shogun_main_military_node_022_shih"	1	"shogun_main_military_node_016_horse_mastery"	0	1
"tut_main_civil_node_002_zen"	0	"tut_main_civil_node_001_way_of_chi"	-1	0
"tut_main_civil_node_003_todofuken"	0	"tut_main_civil_node_001_way_of_chi"	1	0
"tut_main_civil_node_004_essence_of_the_spirit"	0	"tut_main_civil_node_002_zen"	-1	0
"tut_main_civil_node_005_noh"	0	"tut_main_civil_node_002_zen"	1	0
"tut_main_civil_node_008_tea_ceremony"	1	"tut_main_civil_node_002_zen"	0	0
"tut_main_civil_node_012_school_of_shinobi"	0	"tut_main_civil_node_002_zen"	1	-1
"tut_main_civil_node_006_secret_police"	0	"tut_main_civil_node_003_todofuken"	-1	0
"tut_main_civil_node_007_equal_fields"	0	"tut_main_civil_node_003_todofuken"	1	0
"tut_main_civil_node_009_tax_reform"	1	"tut_main_civil_node_003_todofuken"	0	0
"tut_main_civil_node_012_school_of_shinobi"	0	"tut_main_civil_node_003_todofuken"	-1	1
"tut_main_civil_node_010_scholarship"	1	"tut_main_civil_node_004_essence_of_the_spirit"	0	0
"tut_main_civil_node_011_sumo_tournament"	1	"tut_main_civil_node_005_noh"	0	0
"tut_main_civil_node_018_ninjutsu_mastery"	1	"tut_main_civil_node_005_noh"	1	-1
"tut_main_civil_node_017_sword_hunt"	3	"tut_main_civil_node_006_secret_police"	0	0
"tut_main_civil_node_013_chonindo"	1	"tut_main_civil_node_007_equal_fields"	0	0
"tut_main_civil_node_010_scholarship"	0	"tut_main_civil_node_008_tea_ceremony"	-1	1
"tut_main_civil_node_011_sumo_tournament"	0	"tut_main_civil_node_008_tea_ceremony"	1	-1
"tut_main_civil_node_014_calligraphy"	1	"tut_main_civil_node_008_tea_ceremony"	0	0
"tut_main_civil_node_013_chonindo"	0	"tut_main_civil_node_009_tax_reform"	1	-1
"tut_main_civil_node_015_traditional_building"	1	"tut_main_civil_node_009_tax_reform"	0	0
"tut_main_civil_node_018_ninjutsu_mastery"	1	"tut_main_civil_node_012_school_of_shinobi"	0	0
"tut_main_civil_node_019_kinza_mint"	1	"tut_main_civil_node_013_chonindo"	0	0
"tut_main_civil_node_016_neo_confucianism"	0	"tut_main_civil_node_014_calligraphy"	-1	0
"tut_main_civil_node_017_sword_hunt"	0	"tut_main_civil_node_014_calligraphy"	1	-1
"tut_main_civil_node_020_epic_architecture"	1	"tut_main_civil_node_014_calligraphy"	0	-1
"tut_main_civil_node_019_kinza_mint"	0	"tut_main_civil_node_015_traditional_building"	1	-1
"tut_main_civil_node_020_epic_architecture"	1	"tut_main_civil_node_015_traditional_building"	0	1
"tut_main_military_node_002_strategy_of_defence"	0	"tut_main_military_node_001_bushido"	-1	0
"tut_main_military_node_003_strategy_of_attack"	0	"tut_main_military_node_001_bushido"	1	0
"tut_main_military_node_004_way_of_the_spear"	0	"tut_main_military_node_002_strategy_of_defence"	-1	0
"tut_main_military_node_005_way_of_the_sea"	0	"tut_main_military_node_002_strategy_of_defence"	1	-1
"tut_main_military_node_008_heaven_and_earth"	1	"tut_main_military_node_002_strategy_of_defence"	0	0
"tut_main_military_node_005_way_of_the_sea"	0	"tut_main_military_node_003_strategy_of_attack"	-1	1
"tut_main_military_node_006_way_of _the_bow"	0	"tut_main_military_node_003_strategy_of_attack"	-1	0
"tut_main_military_node_007_way_of_the_sword"	0	"tut_main_military_node_003_strategy_of_attack"	1	0
"tut_main_military_node_009_form"	1	"tut_main_military_node_003_strategy_of_attack"	0	0
"tut_main_military_node_010_spear_expertise"	1	"tut_main_military_node_004_way_of_the_spear"	0	0
"tut_main_military_node_012_naval_expertise"	1	"tut_main_military_node_005_way_of_the_sea"	0	0
"tut_main_military_node_013_bow_expertise"	1	"tut_main_military_node_006_way_of _the_bow"	0	0
"tut_main_military_node_014_sword_expertise"	1	"tut_main_military_node_007_way_of_the_sword"	0	0
"tut_main_military_node_010_spear_expertise"	0	"tut_main_military_node_008_heaven_and_earth"	-1	1
"tut_main_military_node_011_attack_by_fire"	0	"tut_main_military_node_008_heaven_and_earth"	1	0
"tut_main_military_node_015_the_five_elements"	1	"tut_main_military_node_008_heaven_and_earth"	0	0
"tut_main_military_node_013_bow_expertise"	0	"tut_main_military_node_009_form"	-1	1
"tut_main_military_node_014_sword_expertise"	0	"tut_main_military_node_009_form"	1	-1
"tut_main_military_node_016_horse_mastery"	1	"tut_main_military_node_009_form"	0	0
"tut_main_military_node_017_sojutsu_mastery"	1	"tut_main_military_node_010_spear_expertise"	0	0
"tut_main_military_node_018_teppo_mastery"	1	"tut_main_military_node_011_attack_by_fire"	0	0
"tut_main_military_node_019_mastery_of_the_waves"	1	"tut_main_military_node_012_naval_expertise"	0	0
"tut_main_military_node_020_kyujutsu_mastery"	1	"tut_main_military_node_013_bow_expertise"	0	0
"tut_main_military_node_021_kenjutsu_mastery"	1	"tut_main_military_node_014_sword_expertise"	0	0
"tut_main_military_node_017_sojutsu_mastery"	0	"tut_main_military_node_015_the_five_elements"	-1	1
"tut_main_military_node_018_teppo_mastery"	0	"tut_main_military_node_015_the_five_elements"	1	-1
"tut_main_military_node_022_shih"	1	"tut_main_military_node_015_the_five_elements"	0	-1
"tut_main_military_node_020_kyujutsu_mastery"	0	"tut_main_military_node_016_horse_mastery"	-1	1
"tut_main_military_node_021_kenjutsu_mastery"	0	"tut_main_military_node_016_horse_mastery"	1	-1
"tut_main_military_node_022_shih"	1	"tut_main_military_node_016_horse_mastery"	0	1
