version 1, schema battle_type_unit_to_faction_presets_tables
unknown1(string)	unknown2(int)	Unit_IDRef(string)	unknown3(int)
"183"	385	"euro_regiment_of_horse"	0
"184"	385	"euro_regiment_of_horse"	0
"185"	385	"euro_provincial_cavalry"	1
"186"	385	"guerillas"	0
"187"	385	"guerillas"	0
"188"	385	"guerillas"	0
"189"	385	"guerillas"	0
"190"	385	"euro_line_infantry_spain"	0
"191"	385	"euro_line_infantry_spain"	0
"192"	385	"euro_line_infantry_spain"	0
"193"	385	"euro_line_infantry_spain"	0
"194"	385	"euro_line_infantry_spain"	0
"195"	385	"euro_line_infantry_spain"	0
"196"	385	"euro_line_infantry_spain"	0
"197"	385	"12_lber_howitzer"	0
"198"	385	"12_lber_land_cannon"	0
"199"	385	"12_lber_land_cannon"	0
"200"	385	"4_inch_mortar"	0
"201"	386	"euro_generals_bodyguard"	0
"202"	386	"euro_regiment_of_horse_sweden"	0
"203"	386	"euro_regiment_of_horse_sweden"	0
"204"	386	"euro_provincial_cavalry"	0
"205"	386	"hakkapeliitat"	0
"206"	386	"euro_light_infantry"	0
"207"	386	"euro_light_infantry"	0
"208"	386	"euro_light_infantry"	0
"209"	386	"euro_light_infantry"	0
"210"	386	"euro_militia_infantry"	1
"211"	386	"euro_line_infantry_sweden"	0
"212"	386	"euro_line_infantry_sweden"	0
"213"	386	"euro_line_infantry_sweden"	0
"214"	386	"euro_line_infantry_sweden"	0
"215"	386	"euro_line_infantry_sweden"	0
"216"	386	"euro_militia_infantry"	1
"217"	386	"12_lber_land_cannon"	0
"218"	386	"12_lber_land_cannon"	0
"219"	386	"12_lber_land_cannon"	0
"220"	386	"12_lber_land_cannon"	0
"221"	387	"euro_generals_bodyguard"	0
"222"	387	"euro_regiment_of_horse"	0
"223"	387	"euro_regiment_of_horse"	0
"224"	387	"euro_regiment_of_horse"	0
"225"	387	"euro_regiment_of_horse"	0
"226"	387	"euro_light_infantry"	0
"227"	387	"euro_light_infantry"	0
"228"	387	"euro_light_infantry"	0
"229"	387	"euro_light_infantry"	0
"230"	387	"euro_line_infantry"	0
"231"	387	"euro_line_infantry"	0
"232"	387	"euro_line_infantry"	0
"233"	387	"euro_line_infantry"	0
"234"	387	"euro_line_infantry"	0
"235"	387	"euro_militia_infantry_minutemen"	1
"236"	387	"americas_militia_infantry"	1
"237"	387	"12_lber_land_cannon"	0
"238"	387	"12_lber_land_cannon"	0
"239"	387	"12_lber_howitzer"	0
"240"	387	"12_lber_howitzer"	0
"241"	388	"euro_generals_bodyguard"	0
"242"	388	"euro_cuirassiers_austria"	0
"243"	388	"euro_lancers_uhlans_austria"	0
"244"	388	"euro_hussars_hungarian_hussars"	0
"245"	388	"euro_hussars_hungarian_hussars"	0
"246"	388	"euro_cuirassiers_austria"	0
"247"	388	"euro_carabiniers"	0
"248"	388	"euro_light_infantry_jaegers"	0
"249"	388	"euro_light_infantry_jaegers"	0
"250"	388	"euro_light_infantry_jaegers"	0
"251"	388	"euro_light_infantry_jaegers"	0
"252"	388	"euro_line_infantry_austria"	1
"253"	388	"euro_line_infantry_austria"	0
"254"	388	"euro_line_infantry_austria"	0
"255"	388	"euro_line_infantry_austria"	0
"256"	388	"euro_line_infantry_austria"	0
"257"	388	"euro_line_infantry_austria"	0
"258"	388	"euro_grenadiers_bearskin"	0
"259"	388	"24_lber_land_cannon"	0
"260"	388	"24_lber_land_cannon"	0
"261"	389	"euro_generals_bodyguard"	0
"262"	389	"life_guards"	0
"263"	389	"life_guards"	0
"264"	389	"euro_regiment_of_horse"	0
"265"	389	"euro_regiment_of_horse"	0
"266"	389	"euro_light_infantry"	0
"267"	389	"euro_light_infantry"	0
"268"	389	"euro_light_infantry"	0
"269"	389	"euro_light_infantry"	0
"270"	389	"euro_line_infantry_britain"	0
"271"	389	"euro_line_infantry_britain"	0
"272"	389	"euro_line_infantry_britain"	0
"273"	389	"euro_line_infantry_britain"	0
"274"	389	"euro_line_infantry_britain"	0
"275"	389	"euro_line_infantry_britain"	0
"276"	389	"euro_grenadiers_bearskin"	1
"277"	389	"6_lber_land_cannon_galloper"	0
"278"	389	"6_lber_land_cannon_galloper"	0
"279"	389	"24_lber_land_cannon"	0
"280"	389	"24_lber_land_cannon"	0
"281"	390	"euro_generals_bodyguard"	1
"282"	390	"euro_cuirassiers"	0
"283"	390	"euro_cuirassiers"	0
"284"	390	"euro_light_cavalry_chasseurs_a_cheval"	0
"285"	390	"euro_light_cavalry_chasseurs_a_cheval"	0
"286"	390	"euro_light_infantry_chasseur_a_pied"	0
"287"	390	"euro_light_infantry_chasseur_a_pied"	0
"288"	390	"euro_line_infantry_france"	0
"289"	390	"euro_line_infantry_france"	0
"290"	390	"euro_line_infantry_france"	0
"291"	390	"euro_line_infantry_france"	0
"292"	390	"euro_line_infantry_france"	0
"293"	390	"euro_line_infantry_france"	0
"294"	390	"euro_line_infantry_france"	0
"295"	390	"euro_line_infantry_france"	0
"296"	390	"euro_grenadiers_bearskin"	0
"297"	390	"6_lber_land_cannon_galloper"	0
"298"	390	"6_lber_land_cannon_galloper"	0
"299"	390	"18_lber_land_cannon_guard_galloper"	0
"300"	390	"18_lber_land_cannon_guard_galloper"	0
"301"	391	"indian_generals_bodyguard"	1
"302"	391	"east_war_elephant_musketry_howdah"	0
"303"	391	"east_sipahi_cavalry"	0
"304"	391	"east_sipahi_cavalry"	0
"305"	391	"east_lancers_bargir"	0
"306"	391	"east_lancers_bargir"	0
"307"	391	"east_irregular_cavalry_pindari"	0
"308"	391	"east_irregular_cavalry_pindari"	0
"309"	391	"east_sikh_infantry_musketeers"	0
"310"	391	"east_sikh_infantry_musketeers"	0
"311"	391	"east_ethnic_swordsmen_hindu_warriors"	0
"312"	391	"east_ethnic_musketmen_hindu_musketeers"	0
"313"	391	"east_ethnic_musketmen_hindu_musketeers"	0
"314"	391	"east_sikh_warriors"	0
"315"	391	"east_sikh_warriors"	0
"316"	391	"east_sikh_infantry_musketeers"	0
"317"	391	"east_sikh_infantry_musketeers"	0
"318"	391	"8_inch_mortar_indian"	0
"319"	391	"18_lber_land_cannon_indian"	0
"320"	391	"18_lber_land_cannon_indian"	0
"321"	392	"euro_generals_bodyguard"	0
"322"	392	"netherlands_horse_guards"	0
"323"	392	"euro_regiment_of_horse"	0
"324"	392	"euro_regiment_of_horse"	0
"325"	392	"euro_light_infantry"	0
"326"	392	"euro_light_infantry"	0
"327"	392	"euro_light_infantry"	0
"328"	392	"euro_light_infantry"	0
"329"	392	"netherlands_holland_guard"	0
"330"	392	"euro_highlanders_scots"	0
"331"	392	"euro_line_infantry_holland"	0
"332"	392	"euro_line_infantry_holland"	0
"333"	392	"euro_line_infantry_holland"	0
"334"	392	"euro_line_infantry_holland"	0
"335"	392	"euro_line_infantry_holland"	0
"336"	392	"euro_line_infantry_holland"	0
"337"	392	"6_lber_land_cannon_galloper"	0
"338"	392	"6_lber_land_cannon_galloper"	0
"339"	392	"6_lber_land_cannon_galloper"	0
"340"	392	"6_lber_land_cannon_galloper"	0
"341"	393	"ottoman_generals_bodyguard"	0
"342"	393	"east_sipahi_cavalry"	0
"343"	393	"east_camel_gunners"	0
"344"	393	"mameluks"	0
"345"	393	"mameluks"	0
"346"	393	"nizam_I_cedit_infantry"	0
"347"	393	"nizam_I_cedit_infantry"	0
"348"	393	"nizam_I_cedit_infantry"	0
"349"	393	"nizam_I_cedit_infantry"	0
"350"	393	"janissaries_beylik_musketeers"	0
"351"	393	"janissaries_beylik_musketeers"	0
"352"	393	"janissaries_beylik_musketeers"	0
"353"	393	"nizam_I_cedit_light_infantry"	0
"354"	393	"nizam_I_cedit_light_infantry"	0
"355"	393	"nizam_I_cedit_light_infantry"	0
"356"	393	"deli_scouts"	0
"357"	393	"nizam_I_cedit_light_infantry"	0
"358"	393	"nizam_I_cedit_light_infantry"	0
"359"	393	"24_lber_land_cannon_east"	0
"360"	393	"24_lber_land_cannon_east"	0
"361"	394	"euro_generals_bodyguard"	1
"362"	394	"euro_polish_winged_hussars"	0
"363"	394	"euro_polish_winged_hussars"	0
"364"	394	"euro_lancers_uhlans"	0
"365"	394	"euro_lancers_uhlans"	0
"366"	394	"euro_hussars"	0
"367"	394	"euro_hussars"	0
"368"	394	"euro_line_infantry_poland"	1
"369"	394	"euro_line_infantry_poland"	1
"370"	394	"euro_line_infantry_poland"	0
"371"	394	"euro_grenadiers"	0
"372"	394	"euro_line_infantry_poland"	0
"373"	394	"euro_line_infantry_poland"	0
"374"	394	"euro_light_infantry"	0
"375"	394	"euro_light_infantry"	0
"376"	394	"euro_light_infantry"	0
"377"	394	"24_lber_land_cannon"	0
"378"	394	"24_lber_land_cannon"	0
"379"	394	"24_lber_land_cannon"	0
"380"	394	"24_lber_land_cannon"	0
"381"	395	"euro_generals_bodyguard"	0
"382"	395	"euro_cuirassiers"	0
"383"	395	"euro_cuirassiers"	0
"384"	395	"euro_lancers_uhlans"	0
"385"	395	"euro_lancers_uhlans"	0
"386"	395	"euro_hussars"	0
"387"	395	"euro_hussars"	0
"388"	395	"prussian_grenadiers"	0
"389"	395	"prussian_grenadiers"	1
"390"	395	"euro_line_infantry_prussia"	0
"391"	395	"euro_line_infantry_prussia"	0
"392"	395	"euro_line_infantry_prussia"	0
"393"	395	"euro_line_infantry_prussia"	0
"394"	395	"euro_elite_light_infantry_prussian_jaegers"	0
"395"	395	"euro_elite_light_infantry_prussian_jaegers"	0
"396"	395	"euro_elite_light_infantry_prussian_jaegers"	0
"397"	395	"6_lber_land_cannon_galloper"	0
"398"	395	"6_lber_land_cannon_galloper"	0
"399"	395	"6_lber_land_cannon_galloper"	0
"400"	395	"6_lber_land_cannon_galloper"	0
"401"	396	"euro_generals_bodyguard"	2
"402"	396	"household_cavalry"	0
"403"	396	"household_cavalry"	0
"404"	396	"euro_regiment_of_horse"	0
"405"	396	"euro_regiment_of_horse"	0
"406"	396	"guard_infantry"	0
"407"	396	"russian_grenadiers"	0
"408"	396	"euro_line_infantry_russia"	0
"409"	396	"euro_line_infantry_russia"	0
"410"	396	"euro_line_infantry_russia"	0
"411"	396	"cossack_infantry"	0
"412"	396	"cossack_infantry"	0
"413"	396	"cossack_infantry"	0
"414"	396	"euro_elite_light_infantry"	0
"415"	396	"euro_elite_light_infantry"	0
"416"	396	"euro_light_infantry"	0
"417"	396	"24_lber_howitzer"	0
"418"	396	"24_lber_howitzer"	0
"419"	396	"24_lber_land_cannon"	0
"420"	396	"24_lber_land_cannon"	0
"421"	397	"euro_generals_bodyguard"	0
"422"	397	"spanish_guardias_de_corp"	0
"423"	397	"euro_cuirassiers"	0
"424"	397	"euro_regiment_of_horse"	0
"425"	397	"euro_regiment_of_horse"	0
"426"	397	"euro_carabiniers"	0
"427"	397	"euro_carabiniers"	0
"428"	397	"euro_line_infantry_spain"	0
"429"	397	"euro_line_infantry_spain"	0
"430"	397	"euro_line_infantry_spain"	0
"431"	397	"euro_line_infantry_spain"	0
"432"	397	"spanish_guardias_de_infanteria"	0
"433"	397	"spanish_grenadiers"	0
"434"	397	"cazadores"	0
"435"	397	"cazadores"	0
"436"	397	"cazadores"	0
"437"	397	"24_lber_land_cannon"	0
"438"	397	"24_lber_land_cannon"	0
"439"	397	"24_lber_land_cannon"	0
"440"	397	"24_lber_land_cannon"	0
"441"	398	"euro_generals_bodyguard"	0
"442"	398	"euro_heavy_cavalry_sweden"	0
"443"	398	"euro_heavy_cavalry_sweden"	0
"444"	398	"euro_regiment_of_horse_sweden"	0
"445"	398	"euro_regiment_of_horse_sweden"	0
"446"	398	"euro_line_infantry_sweden"	0
"447"	398	"euro_line_infantry_sweden"	0
"448"	398	"euro_line_infantry_sweden"	0
"449"	398	"euro_line_infantry_sweden"	0
"450"	398	"euro_grenadiers"	0
"451"	398	"euro_line_infantry_sweden"	0
"452"	398	"euro_line_infantry_sweden"	0
"453"	398	"euro_elite_light_infantry"	0
"454"	398	"euro_elite_light_infantry"	0
"455"	398	"euro_light_infantry"	0
"456"	398	"euro_light_infantry"	0
"457"	398	"6_lber_land_cannon_galloper"	0
"458"	398	"6_lber_land_cannon_galloper"	0
"459"	398	"24_lber_land_cannon"	0
"460"	398	"24_lber_land_cannon"	0
"461"	399	"euro_generals_bodyguard"	0
"462"	399	"euro_regiment_of_horse"	0
"463"	399	"euro_regiment_of_horse"	0
"464"	399	"euro_light_dragoons"	0
"465"	399	"euro_light_dragoons"	0
"466"	399	"euro_line_infantry"	1
"467"	399	"euro_line_infantry"	1
"468"	399	"euro_line_infantry"	1
"469"	399	"euro_line_infantry"	1
"470"	399	"euro_line_infantry"	1
"471"	399	"euro_line_infantry"	0
"472"	399	"euro_light_infantry"	1
"473"	399	"euro_light_infantry"	1
"474"	399	"americas_long_rifle_men"	1
"475"	399	"euro_rangers"	1
"476"	399	"euro_rangers"	1
"477"	399	"24_lber_howitzer"	0
"478"	399	"24_lber_howitzer"	0
"479"	399	"24_lber_land_cannon"	0
"480"	399	"24_lber_land_cannon"	0
"481"	400	"euro_generals_bodyguard"	1
"482"	400	"euro_provincial_cavalry"	0
"483"	400	"euro_provincial_cavalry"	0
"484"	400	"euro_line_infantry_austria"	1
"485"	400	"euro_line_infantry_austria"	0
"486"	400	"euro_line_infantry_austria"	0
"487"	400	"euro_line_infantry_austria"	0
"488"	400	"euro_line_infantry_austria"	0
"489"	400	"euro_light_infantry_jaegers"	0
"490"	400	"euro_light_infantry_jaegers"	0
"491"	400	"euro_light_infantry_jaegers"	0
"492"	400	"12_lber_land_cannon"	0
"493"	400	"12_lber_howitzer"	0
"494"	400	"3_lber_land_cannon_galloper"	0
"495"	401	"euro_generals_bodyguard"	0
"496"	401	"euro_regiment_of_horse"	0
"497"	401	"euro_regiment_of_horse"	0
"498"	401	"euro_line_infantry_britain"	0
"499"	401	"euro_line_infantry_britain"	0
"500"	401	"euro_line_infantry_britain"	0
"501"	401	"euro_line_infantry_britain"	0
"502"	401	"americas_hessian_infantry"	1
"503"	401	"euro_light_infantry"	0
"504"	401	"euro_light_infantry"	0
"505"	401	"euro_light_infantry"	0
"506"	401	"euro_light_infantry"	0
"507"	401	"12_lber_land_cannon"	0
"508"	401	"3_lber_land_cannon_galloper"	0
"509"	402	"euro_generals_bodyguard"	2
"510"	402	"euro_provincial_cavalry_gendarmerie"	1
"511"	402	"euro_provincial_cavalry_gendarmerie"	0
"512"	402	"euro_line_infantry_france"	0
"513"	402	"euro_line_infantry_france"	0
"514"	402	"euro_line_infantry_france"	0
"515"	402	"euro_line_infantry_france"	0
"516"	402	"euro_line_infantry_france"	0
"517"	402	"euro_line_infantry_france"	0
"518"	402	"euro_line_infantry_france"	0
"519"	402	"euro_light_infantry_chasseur_a_pied"	0
"520"	402	"euro_light_infantry_chasseur_a_pied"	0
"521"	402	"12_lber_land_cannon"	0
"522"	402	"12_lber_land_cannon"	0
"523"	403	"indian_generals_bodyguard"	0
"524"	403	"east_lancers_silladar"	0
"525"	403	"east_lancers_silladar"	0
"526"	403	"east_irregular_cavalry_pindari"	0
"527"	403	"east_irregular_cavalry_pindari"	0
"528"	403	"east_sikh_warriors"	0
"529"	403	"east_sikh_infantry_musketeers"	0
"530"	403	"east_sikh_infantry_musketeers"	0
"531"	403	"east_ethnic_musketmen_hindu_musketeers"	1
"532"	403	"east_ethnic_musketmen_hindu_musketeers"	1
"533"	403	"east_sikh_warriors"	0
"534"	403	"east_ethnic_swordsmen_hindu_warriors"	1
"535"	403	"12_lber_land_cannon_indian"	0
"536"	403	"4_inch_mortar_indian"	0
"537"	404	"euro_generals_bodyguard"	1
"538"	404	"euro_regiment_of_horse"	0
"539"	404	"euro_regiment_of_horse"	0
"540"	404	"euro_line_infantry_holland"	0
"541"	404	"euro_line_infantry_holland"	0
"542"	404	"euro_line_infantry_holland"	0
"543"	404	"euro_line_infantry_holland"	0
"544"	404	"euro_line_infantry_holland"	0
"545"	404	"euro_line_infantry_holland"	0
"546"	404	"euro_light_infantry"	0
"547"	404	"euro_light_infantry"	0
"548"	404	"euro_light_infantry"	0
"549"	404	"3_lber_land_cannon_galloper"	0
"550"	404	"3_lber_land_cannon_galloper"	0
"551"	405	"ottoman_generals_bodyguard"	2
"552"	405	"deli_scouts"	1
"553"	405	"deli_scouts"	1
"554"	405	"janissaries_cemaat_grenadiers"	2
"555"	405	"east_ethnic_musketmen_isarelys"	1
"556"	405	"east_ethnic_musketmen_isarelys"	1
"557"	405	"janissaries_cemaat"	1
"558"	405	"janissaries_cemaat"	1
"559"	405	"azzars"	2
"560"	405	"azzars"	2
"561"	405	"bashibazouks"	2
"562"	405	"bashibazouks"	2
"563"	405	"24_lber_howitzer_ottoman"	1
"564"	405	"24_lber_howitzer_ottoman"	1
"565"	406	"euro_generals_bodyguard"	0
"566"	406	"euro_regiment_of_horse"	0
"567"	406	"euro_regiment_of_horse"	0
"568"	406	"euro_dragoons"	0
"569"	406	"euro_dragoons"	0
"570"	406	"euro_line_infantry_poland"	0
"571"	406	"euro_line_infantry_poland"	0
"572"	406	"euro_line_infantry_poland"	0
"573"	406	"euro_line_infantry_poland"	0
"574"	406	"euro_militia_infantry"	0
"575"	406	"euro_light_infantry"	0
"576"	406	"euro_light_infantry"	0
"577"	406	"12_lber_howitzer"	0
"578"	406	"12_lber_howitzer"	0
"579"	407	"euro_generals_bodyguard"	0
"580"	407	"euro_regiment_of_horse"	0
"581"	407	"euro_provincial_cavalry_gendarmerie"	1
"582"	407	"euro_line_infantry_prussia"	0
"583"	407	"euro_line_infantry_prussia"	0
"584"	407	"euro_line_infantry_prussia"	0
"585"	407	"euro_line_infantry_prussia"	0
"586"	407	"euro_line_infantry_prussia"	0
"587"	407	"euro_militia_infantry"	1
"588"	407	"euro_light_infantry"	0
"589"	407	"euro_light_infantry"	0
"590"	407	"euro_light_infantry"	0
"591"	407	"12_lber_land_cannon"	0
"592"	407	"12_lber_land_cannon"	0
"593"	408	"euro_generals_bodyguard"	0
"594"	408	"euro_regiment_of_horse"	0
"595"	408	"euro_regiment_of_horse"	0
"596"	408	"euro_regiment_of_horse"	0
"597"	408	"cossack_cavalry"	0
"598"	408	"euro_line_infantry_russia"	0
"599"	408	"euro_line_infantry_russia"	0
"600"	408	"euro_line_infantry_russia"	0
"601"	408	"euro_line_infantry_russia"	0
"602"	408	"cossack_infantry"	0
"603"	408	"euro_light_infantry"	0
"604"	408	"euro_light_infantry"	0
"605"	408	"12_lber_howitzer"	0
"606"	408	"4_inch_mortar"	0
"607"	409	"euro_generals_bodyguard"	1
"608"	409	"euro_regiment_of_horse"	0
"609"	409	"euro_regiment_of_horse"	0
"610"	409	"euro_regiment_of_horse"	0
"611"	409	"euro_line_infantry_spain"	0
"612"	409	"euro_line_infantry_spain"	0
"613"	409	"euro_line_infantry_spain"	0
"614"	409	"euro_line_infantry_spain"	0
"615"	409	"euro_line_infantry_spain"	0
"616"	409	"guerillas"	0
"617"	409	"guerillas"	0
"618"	409	"guerillas"	0
"619"	409	"12_lber_howitzer"	0
"620"	409	"4_inch_mortar"	0
"621"	410	"euro_generals_bodyguard"	1
"622"	410	"euro_regiment_of_horse_sweden"	0
"623"	410	"hakkapeliitat"	0
"624"	410	"euro_line_infantry_sweden"	0
"625"	410	"euro_line_infantry_sweden"	0
"626"	410	"euro_line_infantry_sweden"	0
"627"	410	"euro_line_infantry_sweden"	0
"628"	410	"euro_militia_infantry"	2
"629"	410	"euro_light_infantry"	0
"630"	410	"euro_light_infantry"	0
"631"	410	"euro_light_infantry"	0
"632"	410	"euro_light_infantry"	0
"633"	410	"12_lber_land_cannon"	0
"634"	410	"12_lber_land_cannon"	0
"635"	411	"euro_generals_bodyguard"	1
