version 1, schema quotes_tables
Text(string)	Author(string)	Quote_ID(string)
"Mistrust first impulses, they are nearly always good."	"charles_de_talleyrand"	"57"
"Cedant arma togae, concedant laurea laudi. (Let war yield to peace, laurels to paeans.)"	"cicero"	"58"
"Nervos belli, pecuniam infinitam. (The sinews of war, unlimited money.)"	"cicero"	"59"
"Silent enim leges inter arma. (Laws are silent in times of war.)"	"cicero"	"60"
"An army must inevitably consist of the scum of the people and all those for which society has no use."	"saint_germain"	"61"
"Is this dying? Is this all? Is this what I feared when I prayed against a hard death? Oh, I can bear this! I can bear this!"	"cotton_mather"	"62"
"We have won a victory, but may I never see such another."	"maurice_de_saxe"	"63"
"Let all brave Prussians follow me!"	"count_von_sedgewick"	"64"
"Oh dear…"	"david_garrick"	"65"
"There is no true sovereign except the nation; there can be no true legislator except the people."	"denis_diderot"	"66"
"I am about to - or I am going to - die; either expression is correct."	"dominique_bouhours"	"67"
"In war, indeed, there can be no substitute for victory."	"douglas_macarthur"	"68"
"The violence of war admits no distinction; the lance, that is lifted at guilt and power, will sometimes fall on innocence and gentleness."	"samuel_johnson"	"69"
"Patriotism is the last refuge of a scoundrel."	"samuel_johnson"	"70"
"Much may be made of a Scotchman, if he be caught young."	"samuel_johnson"	"71"
"To a people warlike and indigent, an incursion into a rich country is never hurtful."	"samuel_johnson"	"72"
"Nothing will ever be attempted, if all possible objections must be first overcome."	"samuel_johnson"	"73"
"No man will be a sailor who has contrivance enough to get himself into a jail; for being in a ship is being in jail, with a chance of being drowned…A man in jail has more room, better food, and commonly better company."	"samuel_johnson"	"74"
"Liberty, too, must be limited in order to be possessed."	"edmund_burke"	"75"
"You can never play the future by the past."	"edmund_burke"	"76"
"When bad men combine, the good must associate else they will fall one by one, an unpitied sacrifice in a contemptible struggle."	"edmund_burke"	"77"
"All that is necessary for the triumph of evil is that good men do nothing."	"edmund_burke"	"78"
"I venture to say no war can be long carried on against the will of the people."	"edmund_burke"	"79"
"Wars are just to those to whom they are necessary."	"edmund_burke"	"80"
"We improve ourselves by victories over ourself. There must be contests, and you must win."	"edward_gibbon"	"81"
"History is indeed little more than the register of the crimes, follies, and misfortunes of mankind."	"edward_gibbon"	"82"
"As long as mankind shall continue to bestow more liberal applause on their destroyers than on their benefactors, the thirst of military glory will ever be the vice of the most exalted characters."	"edward_gibbon"	"83"
"The Lord is a man of war."	"exodus"	"84"
"It is your attitude, and the suspicion that you are maturing the boldest designs against him, that imposes on your enemy."	"frederick_the_great"	"85"
"Without supplies no army is brave."	"frederick_the_great"	"86"
"Rascals, do you want to live forever?"	"frederick_the_great"	"87"
"The most certain way of ensuring victory is to march briskly and in good order against the enemy, always endeavouring to gain ground."	"frederick_the_great"	"88"
"Everything which the enemy least expects will succeed the best."	"frederick_the_great"	"89"
"Artillery adds dignity to what would otherwise be an ugly brawl."	"frederick_the_great"	"90"
"Do not forget your dogs of war, your big guns, which are the most-to-be respected arguments of the rights of kings."	"frederick_the_great"	"91"
"If soldiers were to begin to think, not one of them would remain in the army."	"frederick_the_great"	"92"
"A defensive war is apt to betray us into too frequent detachment. Those generals who have had but little experience attempt to protect every point, while those who are better acquainted with their profession, having only the capital object in view, guard against a decisive blow, and acquiesce in small misfortunes to avoid greater."	"frederick_the_great"	"93"
"We are made for action, and activity is the sovereign remedy for all physical ills."	"frederick_the_great"	"94"
"The Empress Catherine and I are simple robbers. I just would like to know how the Empress Maria-Theresa calmed down her father confessor? She cried when she took; the more she cried, the more she took!?"	"frederick_the_great"	"95"
"The most beautiful girl or woman in the world would be a matter of indifference to me, but tall soldiers - they are my weakness."	"frederick_william_1"	"96"
"No, not quite naked. I shall have my uniform on."	"frederick_william_2"	"97"
"He who fights with monsters might take care lest he thereby become a monster. And if you gaze for long into an abyss, the abyss gazes also into you."	"friedrich_nietsche"	"98"
"Against stupidity the gods themselves struggle in vain."	"friedrich_von_schiller"	"99"
"A historian is a prophet in reverse."	"friedrich_von_schlegel"	"100"
"Mad, is he? Then I hope that he will bite some of my other generals!"	"george_III"	"101"
"War is peace. Freedom is slavery. Ignorance is strength."	"george_orwell"	"102"
"To be prepared for war is one of the most effectual means of preserving peace."	"george_washington_1"	"103"
"War - an act of violence whose object is to constrain the enemy, to accomplish our will."	"george_washington_1"	"104"
"Over-grown military establishments are under any form of government inauspicious to liberty, and are to be regarded as particularly hostile to republican liberty."	"george_washington_1"	"105"
"My first wish is to see this plague of mankind, war, banished from the earth."	"george_washington_1"	"106"
"Discipline is the soul of an army. It makes small numbers formidable, procures success to the weak, and esteem to all."	"george_washington_1"	"107"
"Every post is honourable in which a man can serve his country."	"george_washington_1"	"108"
"To place any dependence upon militia, is, assuredly, resting upon a broken staff."	"george_washington_1"	"109"
"Government is not reason; it is not eloquent; it is force. Like fire, it is a dangerous servant and a fearful master."	"george_washington_1"	"110"
"The constitution vests the power of declaring war in Congress; therefore no offensive expedition of importance can be undertaken until after they shall have deliberated upon the subject and authorized such a measure."	"george_washington_1"	"111"
"T'is well."	"george_washington_2"	"112"
"I would rather wear out than rust out."	"george_whitefield"	"113"
"Show my head to the people. It is worth seeing."	"georges_danton"	"114"
"I have lived as a philosopher and die as a Christian."	"giacomo_casanova"	"115"
"Men rush to arms for slight causes, or no cause at all, and once taken up there is no longer any respect for law, divine or human."	"huig_de_groot"	"116"
"Prudence approaches, conscience accuses."	"immanuel_kant"	"117"
"In law a man is guilty when he violates the rights of others. In ethics he is guilty if he only thinks of doing so."	"immanuel_kant"	"118"
"Science is organized knowledge. Wisdom is organized life."	"immanuel_kant"	"119"
"So act that your principle of action might safely be made a law for the whole world."	"immanuel_kant"	"120"
"Ultima Ratio Regum. (The final argument of kings.)"	"inscription_cannon"	"121"
"Men are wise in proportion, not to their experience, but to their capacity for experience."	"james_boswell"	"122"
"Tell the men to fire faster and not to give up the ship; fight her till she sinks."	"james_lawrence"	"123"
"You give me a credit to which I have no claim in calling me 'the writer of the Constitution of the United States'. This was not, like the fabled Goddess of Wisdom, the offspring of a single brain. It ought to be regarded as the work of many heads and many hands."	"james_madison"	"124"
"A popular Government without popular information nor the means of acquiring it, is but a Prologue to a Farce or a Tragedy or perhaps both. Knowledge will forever govern ignorance, and a people who mean to be their own Governors must arm themselves with the power knowledge gives."	"james_madison"	"125"
"It was by the sober sense of our citizens that we were safely and steadily conducted from monarchy to republicanism, and it is by the same agency alone we can be kept from falling back."	"james_madison"	"126"
"Knowledge will forever govern ignorance, and a people who mean to be their own Governors must arm themselves with the power knowledge gives."	"james_madison"	"127"
"Don’t give up the ship!"	"james_mugford"	"128"
"What, do they run already? Then I die happy."	"james_wolfe_2"	"130"
"Duty is heavier than iron, yet death is lighter than a feather."	"japanese_proverb"	"131"
"They shall all be guillotined."	"jean_paul_marat"	"132"
"You must either conquer and rule or serve and lose, suffer or triumph, be the anvil or the hammer."	"johann_von_goethe"	"133"
"Divide and rule, a sound motto. Unite and lead, a better one."	"johann_von_goethe"	"134"
"The essence of war is violence. Moderation in war is imbecility."	"john_arbuthnot_fisher"	"135"
"If tyranny and oppression come to this land, it will be in the guise of fighting a foreign enemy."	"john_adams_1"	"136"
"Great is the guilt of an unnecessary war."	"john_adams_1"	"137"
"We're in a war, dammit! We're going to have to offend somebody!"	"john_adams_1"	"138"
"I am well aware of the toil and blood and treasure that it will cost to maintain this Declaration, and support and defend these States. Yet through all the gloom I can see the rays of ravishing light and glory. I can see that the end is worth more than the means."	"john_adams_1"	"139"
"I must study politics and war that my sons may have liberty to study mathematics and philosophy."	"john_adams_1"	"140"
"For God's Sake be sure you do not risk the cannon."	"john_churchill"	"141"
"War is the trade of kings."	"john_dryden"	"142"
"I would sooner fail than not be among the greatest."	"john_keats"	"143"
"New opinions are always suspected, and usually opposed, without any other reason but because they are not already common."	"john_locke"	"144"
"All men are liable to error; and most men are, in many points, by passion or interest, under temptation to it."	"john_locke"	"145"
"None can love freedom heartily, but good men; the rest love not freedom, but licence."	"john_milton"	"146"
"Who overcomes by force, hath overcome but half his foe."	"john_milton"	"147"
"I have not yet begun to fight!"	"john_paul_jones"	"148"
"What? Men dodging this way for single bullets? What will you do when they open fire along the whole line? I am ashamed of you. They couldn't hit an elephant at this distance…"	"john_sedgwick"	"149"
"My voice is still for war."	"joseph_addison"	"150"
"From hence, let fierce contending nations know, what dire effects from civil discord flow."	"joseph_addison"	"151"
"Every nation has the government that it deserves."	"joseph_de_maistre"	"152"
"I die."	"leonard_euler"	"153"
"Gentlemen of France, perhaps you would care to fire first?"	"lord_hay"	"154"
"You must consider every man your enemy who speaks ill of your King, and you must treat every Frenchman as if he were the Devil himself."	"lord_nelson_1"	"155"
"No captain can do very wrong if he places his ship alongside that of the enemy."	"lord_nelson_1"	"156"
"England expects that every man will do his duty."	"lord_nelson_2"	"157"
"Thank God I have done my duty."	"lord_nelson_3"	"158"
"First feelings are always the most natural."	"louis_XIV"	"160"
"I die innocent of all the crimes laid to my charge; I pardon those who have occasioned my death; and I pray to God that the blood you are going to shed may never be visited on France."	"louis_XVI_1"	"161"
"Oh Liberty! Liberty! What crimes are committed in your name!"	"madame_roland"	"162"
"In an age that is utterly corrupt, the best policy is to do as others do."	"marquis_de_sade"	"163"
"I have seen what I never thought to be possible - a single line of infantry break through three lines of cavalry ranks, in order of battle, and tumble them to ruin."	"marquis_de_contades"	"164"
"It has all been most interesting."	"mary_wortley"	"165"
"An army marches on its stomach."	"napoleon_bonaparte"	"166"
"You must not fight too often with one enemy, or you will teach him all your art of war."	"napoleon_bonaparte"	"167"
"Remember, gentlemen, what a Roman emperor said: \"The corpse of an enemy always smells sweet.\""	"napoleon_bonaparte"	"169"
"Charges of cavalry are equally useful at the beginning, the middle and the end of a battle. They should be made always, if possible, on the flanks of the infantry, especially when the latter is engaged in front."	"napoleon_bonaparte"	"170"
"Artillery is more essential to cavalry than to infantry, because cavalry has no fire for its defence, but depends on the sabre."	"napoleon_bonaparte"	"171"
"Between a battle lost and a battle won, the distance is immense and there stand empires."	"napoleon_bonaparte"	"172"
"Soldiers! Here is the battle you have so long desired! Henceforth victory depends on you; we have need of it."	"napoleon_bonaparte"	"173"
"In revolution there are only two sorts of men, those who cause them and those who profit by them."	"napoleon_bonaparte"	"174"
"Imagination rules the world."	"napoleon_bonaparte"	"175"
"Soldiers generally win battles; generals get credit for them."	"napoleon_bonaparte"	"176"
"You must not fear death, my lads; defy him, and you drive him into the enemy's ranks."	"napoleon_bonaparte"	"177"
"In war the simplest manoeuvres are the best."	"napoleon_bonaparte"	"178"
"Ability is nothing without opportunity."	"napoleon_bonaparte"	"179"
"Glory is fleeting, but obscurity is forever."	"napoleon_bonaparte"	"180"
"Read over and over again the campaigns of Alexander, Hannibal, Caesar, Gustavus, Turenne, Eugene and Frederic… This is the only way to become a great general and master the secrets of the art of war."	"napoleon_bonaparte"	"181"
"In war, three-quarters turns on personal character and relations; the balance of manpower and materials counts only for the remaining quarter."	"napoleon_bonaparte"	"182"
"I have only one regret, that I have only one life to give for my country."	"nathan_hale"	"183"
"War ought to be the only study of a prince. He ought to consider peace only as a breathing-time, which gives him leisure to contrive, and furnishes ability to execute military plans."	"niccolò_machiavelli"	"184"
"We English are good at forgiving our enemies; it releases us from the obligation of liking our friends."	"phyllis_dorothy_james"	"185"
"The battle, Sir, is not to the strong alone; it is to the vigilant, the active, the brave."	"patrick_henry"	"186"
"Is life so dear or peace so sweet as to be purchased at the price of chains and slavery? Forbid it, Almighty God!"	"patrick_henry"	"187"
"If we were base enough to desire it, it is now too late to retire from the contest. There is no retreat but in submission and slavery! Our chains are forged! Their clanking may be heard on the plains of Boston! The war is inevitable; and let it come! I repeat, Sir, let it come!"	"patrick_henry"	"188"
"Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take; but as for me, give me liberty or give me death!"	"patrick_henry"	"189"
"Duty and dereliction guide thee back to solitude."	"percy_shelley"	"190"
"It's magnificent, but it's not war."	"pierre_bosquet"	"191"
"One minute can decide the outcome of the battle, one hour - the outcome of the campaign, and one day - the fate of the country."	"aleksandr_suvorov"	"192"
"Win with ability, not with numbers."	"aleksandr_suvorov"	"193"
"Accustom yourself to tireless activity."	"aleksandr_suvorov"	"194"
"When the enemy is driven back, we have failed, and when he is cut off, encircled and dispersed, we have succeeded."	"aleksandr_suvorov"	"195"
"The bullet is a mad thing, only the bayonet knows what it is about."	"aleksandr_suvorov"	"196"
"The Church will pray to God for the dead. The survivor has honour and glory."	"aleksandr_suvorov"	"197"
"The more comfort, the less courage there is."	"aleksandr_suvorov"	"198"
"If we had not driven them into hell, hell would have swallowed us."	"aleksandr_suvorov"	"199"
"When a man is able to take abuse with a smile, he is worthy to become a leader."	"reb_nachman"	"201"
"What two ideas are more inseparable than Beer and Britannia?"	"sydney_smith"	"202"
"There's only one truth about war: people die."	"richard_brinsley_sheridan"	"203"
"It is well that war is so terrible. We should grow too fond of it."	"robert_e_lee"	"204"
"Let us do evil, that good may come?"	"romans"	"205"
"The country shall be independent, and we will be satisfied with nothing short of it."	"samuel_adams_1"	"207"
"If ye love wealth better than liberty, the tranquility of servitude better than the animating contest of freedom, go home from us in peace. We ask not your counsels or arms. Crouch down and lick the hands which feed you. May your chains set lightly upon you, and may posterity forget ye were our countrymen."	"samuel_adams_1"	"208"
"Both regiments or none."	"samuel_adams_1"	"209"
"By push of bayonets, no firing until you see the whites in their eyes!"	"andrew_agnew"	"210"
"The British Army should be a projectile to be fired by the British Navy."	"edward_grey"	"211"
"I seem to have been only a boy playing on the seashore and diverting myself in now and then finding a smoother pebble or prettier shell than ordinary, while the ocean of truth lay undiscovered before me."	"isaac_newton"	"212"
"Nothing is so evident...as that war is inconsistent with the prosperity of a modern state"	"james_steuart"	"213"
"Hail to the chief in triumph advances."	"walter_scott"	"214"
"All war is deception."	"sun_tzu"	"215"
"The best victory is when the opponent surrenders of its own accord before there are any actual hostilities...It is best to win without fighting."	"sun_tzu"	"216"
"Victorious warriors win first and then go to war, while defeated warriors go to war first and then seek to win."	"sun_tzu"	"217"
"One need not destroy one's enemy. One need only destroy his willingness to engage."	"sun_tzu"	"218"
"Know the enemy and know yourself; in a hundred battles you will never be in peril."	"sun_tzu"	"219"
"To capture the enemy's entire army is better than to destroy it; to take intact a regiment, a company, or a squad is better than to destroy them. For to win one hundred victories in one hundred battles is not the supreme of excellence. To subdue the enemy without fighting is the supreme excellence."	"sun_tzu"	"220"
"This does not mean that the enemy is to be allowed to escape. The object is to make him believe that there is a road to safety, and thus prevent his fighting with the courage of despair. After that, you may crush him."	"sun_tzu"	"221"
"Think what thousands fell in vain, Wasted with disease and anguish, Not in glorious battle slain."	"admiral_hosiers_ghost"	"222"
"I see that you have made three spelling mistakes."	"thomas_de_mahay"	"223"
"War makes rattling good history; but Peace is poor reading."	"thomas_hardy"	"224"
"Ben Battle was a soldier bold, and used to war's alarms, But a cannon-ball took off his legs, so he laid down his arms."	"thomas_hood"	"225"
"For here I leave my second leg, And the Forty-Second Foot."	"thomas_hood"	"226"
"Beer is proof that God wants us to be happy."	"thomas_jefferson_1"	"227"
"The Constitution only gives people the right to pursue happiness. You have to catch it yourself."	"thomas_jefferson_1"	"228"
"It is reasonable that everyone who asks justice should do justice."	"thomas_jefferson_1"	"229"
"From time to time, the tree of liberty must be watered with the blood of tyrants and patriots."	"thomas_jefferson_1"	"230"
"The price of freedom is eternal vigilance."	"thomas_jefferson_1"	"231"
"In matters of style swim with the current, in matters of principle stand like a rock."	"thomas_jefferson_1"	"232"
"Peace and friendship with all mankind is our wisest policy, and I wish we may be permitted to pursue it."	"thomas_jefferson_1"	"234"
"War is an instrument entirely inefficient toward redressing wrong; and multiplies, instead of indemnifying losses."	"thomas_jefferson_1"	"235"
"If ever there was a holy war, it was that which saved our liberties and gave us independence."	"thomas_jefferson_1"	"236"
"We prefer war in all cases to tribute under any form and to any people whatever."	"thomas_jefferson_1"	"237"
"I have seen enough of one war never to wish to see another."	"thomas_jefferson_1"	"238"
"The greatest [calamity] which could befall [us would be] submission to a government of unlimited powers."	"thomas_jefferson_1"	"239"
"This is the fourth?"	"thomas_jefferson_2"	"241"
"The harder the conflict, the more glorious the triumph."	"thomas_paine"	"242"
"Government, even in its best state, is but a necessary evil; in its worst state, an intolerable one."	"thomas_paine"	"243"
"Character is much easier kept than recovered."	"thomas_paine"	"244"
"Those who expect to reap the blessings of freedom must, like men, undergo the fatigue of supporting it."	"thomas_paine"	"245"
"Lead, follow, or get out of the way."	"thomas_paine"	"246"
"From such beginnings of governments, what could be expected, but a continual system of war and extortion?"	"thomas_paine"	"247"
"The cunning of the fox is as murderous as the violence of the wolf."	"thomas_paine"	"248"
"The history of the present King of Great Britain is a history of repeated injuries and usurpations, all having in direct object the establishment of an absolute Tyranny over these States."	"declaration_of_independence"	"249"
"Qui desiderat pacem, praeparet bellum. (Let him who desires peace, prepare for war.)"	"vegetius"	"250"
"No problem can stand the assault of sustained thinking."	"voltaire_1"	"251"
"Those who can make you believe absurdities can make you commit atrocities."	"voltaire_1"	"252"
"God is not on the side of the big battalions, but on the side of those who shoot best."	"voltaire_1"	"253"
"Where some states possess an army, the Prussian Army possesses a state."	"voltaire_1"	"254"
"In this country we find it pays to shoot an admiral from time to time to encourage the others."	"voltaire_1"	"255"
"I disapprove of what you say, but I will defend to the death your right to say it."	"voltaire_1"	"256"
"Fear comes from uncertainty. When we are absolutely certain, whether of our worth or worthlessness, we are almost impervious to fear."	"william_congreve"	"258"
"Admirals extolled for standing still, or doing nothing with a deal of skill."	"william_cowper_1"	"259"
"War's a game, which, were their subjects wise, Kings would not play at."	"william_cowper_2"	"260"
"A noisy man is always in the right."	"william_cowper_2"	"261"
"There is one certain means by which I can be sure never to see my country's ruin: I will die in the last ditch."	"william_III"	"262"
"The air of England is too pure for a slave to breathe, and so everyone who breathes it becomes free. Everyone who comes to this island is entitled to the protection of English law, whatever oppression he may have suffered and whatever may be the colour of his skin."	"lord_mansfield"	"263"
"Where a goat can go, a man can go, where a man can go, he can drag a gun."	"william_phillips"	"264"
"If I were an American, as I am an Englishman, while a foreign troop was landed in my country, I would never lay down my arms - never - never - never!"	"pitt_the_elder"	"265"
"Where laws end, tyranny begins."	"pitt_the_elder"	"266"
"Oh, my country! How I leave my country!"	"pitt_the_younger"	"267"
"Never do today what you can put off 'til tomorrow."	"william_pulteney"	"268"
"Let me have war, say I; it exceeds peace as far as day does night; it’s spritely, waking, audible, and full of vent."	"william_shakespeare"	"269"
"Cry 'Havoc!', and let slip the dogs of war!"	"william_shakespeare"	"270"
"Those entrusted with arms should be persons of some substance and stake in the country."	"william_windham"	"271"
"Not without hope we suffer and we mourn."	"william_wordsworth"	"272"
"Strongest minds are often those whom the noisy world hears least."	"william_wordsworth"	"273"
"The good die first, and they whose hearts are dry as summer burn to the socket."	"william_wordsworth"	"274"
"Like an army defeated the snow hath retreated."	"william_wordsworth"	"275"
"Louis XVI of France: \"Is it a revolt?\" A Duke of France: \"No, Sir, it's a revolution.\""	"louis_XVI_2"	"276"
"There are so few who can grow old with a good grace."	"richard_steele"	"277"
"No one can guarantee success in war, but only deserve it."	"winston_churchill"	"278"
"No truly great man ever thought himself so."	"william_hazlitt"	"279"
"Remorse, the fatal egg by pleasure laid."	"william_cowper_2"	"280"
"Glory built on selfish principles is shame and guilt."	"william_cowper_2"	"281"
"Never esteem men on account of their riches or their station. Respect goodness, find it where you may."	"william_cobbett"	"282"
"There is no mistake so great as the mistake of not going on."	"william_blake"	"283"
"A truth that's told with bad intent beats all the lies you can invent."	"william_blake"	"284"
"I love fun, but too much is abominable."	"william_blake"	"285"
"It is easier to forgive an enemy than to forgive a friend."	"william_blake"	"286"
"Fable convenue (Fable agreed upon)"	"voltaire_3"	"287"
"When we are planning for posterity, we ought to remember that virtue is not hereditary."	"thomas_paine"	"288"
"The first duty of man is that of subduing fear."	"thomas_carlyle"	"289"
"Surtout, pas de zéle (Above all, no zeal)"	"charles_maurice_talleyrand_2"	"290"
"I am more afraid of an army of a hundred sheep led by a lion than an army of a hundred lions led by a sheep."	"charles_de_talleyrand"	"291"
"The love of glory can only create a great hero; the contempt of it creates a great man."	"charles_de_talleyrand"	"292"
"La parole nous a été donnée pour déguiser notre pensée (We were given speech to hide our thoughts)"	"charles_de_talleyrand"	"293"
"Celui qui n'a pas vécu au dix-huitième siècle avant la Révolution ne connaît pas la douceur de vivre (Those who haven't lived in the eighteenth century before the Revolution do not know the sweetness of living)"	"charles_de_talleyrand"	"294"
"I always fear that creation will expire before teatime."	"sydney_smith"	"295"
"Whatever you are by nature, keep to it; never desert your line of talent. Be what nature intended you for and you will succeed."	"sydney_smith"	"296"
"Never try to reason the prejudice out of a man. It was not reasoned into him, and cannot be reasoned out."	"sydney_smith"	"297"
"Self-confidence is the first requisite to great undertakings."	"samuel_johnson"	"298"
"Hope is necessary in every condition."	"samuel_johnson"	"299"
"Haste is good only for catching flies."	"russian_proverb"	"300"
"A wet man does not fear rain."	"russian_proverb"	"301"
"I am absolutely undone."	"richard_brinsley_sheridan_2"	"302"
"La garde meurt et ne se rend pas (The guard dies, it does not surrender)"	"pierre_cambronne"	"303"
"Man is a military animal; glories in gunpowder and loves parades."	"philip_james_bailey"	"304"
"An economist is a surgeon with an excellent scalpel and a rough-edged lancet, who operates beautifully on the dead and tortures the living."	"nicolas_chamfort"	"305"
"That man made me miss my destiny."	"napoleon_bonaparte"	"306"
"It is cowardly to commit suicide. The English often kill themselves. It is a malady caused by the humid climate."	"napoleon_bonaparte"	"307"
"There are only two forces that unite men: fear and interest."	"napoleon_bonaparte"	"308"
"Nothing is more difficult, and therefore more precious, than to be able to decide."	"napoleon_bonaparte"	"309"
"In victory, you deserve champagne; in defeat, you need it."	"napoleon_bonaparte"	"310"
"Impossible is a word to be found only in the dictionary of fools."	"napoleon_bonaparte"	"311"
"When soldiers brave death, they drive him into the enemy's ranks."	"napoleon_bonaparte"	"313"
"Religion is what keeps the poor from murdering the rich."	"napoleon_bonaparte"	"314"
"What my enemies call a general peace is my destruction. What I call peace is merely the disarmament of my enemies. Am I not more moderate than they?"	"napoleon_bonaparte"	"315"
"War justifies everything."	"napoleon_bonaparte"	"316"
"War is cruel to the people, and terrible to the conquered."	"napoleon_bonaparte"	"317"
"Victory and disaster establish indestructible bonds between armies and their commanders."	"napoleon_bonaparte"	"318"
"To extraordinary circumstance we must apply extraordinary remedies."	"napoleon_bonaparte"	"319"
"There are no bad regiments; there are only bad colonels."	"napoleon_bonaparte"	"320"
"Prussia was hatched from a cannon ball."	"napoleon_bonaparte"	"321"
"A victorious general must know how to employ severity, justness, and mildness by turns, if he would allay sedition or prevent it."	"napoleon_bonaparte"	"322"
