version 2, schema cdir_events_incident_option_junctions_tables, guid 193c6ca0-fb52-4fc0-a53e-a33c3d917617
unknown1(int)	unknown2(float)	unknown3(string)	unknown4(string)	unknown5(optstring)
1631	0	"i_dis_earthquake"	"GEN_CND_OWNS"	nil
1637	0	"i_dis_tsunami"	"VAR_CHANCE"	"2"
1644	0	"i_dis_tsunami"	"CND_CAMPAIGN"	"jap_shogun"
1648	0	"i_dis_tsunami"	"CND_ROUNDS_UNTIL_NEXT"	"24"
1651	0	"i_dis_tsunami"	"CND_MIN_COASTAL_REGIONS_OWNED"	"3"
1656	0	"i_dis_tsunami"	"GEN_TARGET_REGION"	nil
166	0	"c_ambitious_traders_FIRST_lucrative_shipping"	"VAR_DELAY_MAX"	"3"
1665	0	"i_dis_tsunami"	"GEN_CND_OWNS"	nil
1675	0	"i_dis_tsunami"	"GEN_CND_REGION_COASTAL"	nil
1684	0	"i_dis_typhoon"	"VAR_CHANCE"	"2"
1693	0	"i_dis_typhoon"	"CND_CAMPAIGN"	"jap_shogun"
1699	0	"i_dis_typhoon"	"CND_ROUNDS_UNTIL_NEXT"	"24"
1706	0	"i_dis_typhoon"	"CND_MIN_REGIONS_OWNED"	"4"
1708	0	"i_dis_typhoon"	"CND_NOT_SEASON"	"spring"
1716	0	"i_dis_typhoon"	"GEN_TARGET_REGION"	nil
1721	0	"i_dis_typhoon"	"GEN_CND_OWNS"	nil
1723	0	"i_dis_volcano"	"VAR_CHANCE"	"1"
1731	0	"i_dis_volcano"	"CND_CAMPAIGN"	"jap_shogun"
1734	0	"i_dis_volcano"	"CND_ROUNDS_UNTIL_NEXT"	"24"
1738	0	"i_dis_volcano"	"CND_MIN_REGIONS_OWNED"	"4"
1742	0	"i_dis_volcano"	"GEN_TARGET_REGION"	nil
1749	0	"i_dis_volcano"	"GEN_CND_OWNS"	nil
175	0	"c_ambitious_traders_FIRST_lucrative_shipping"	"VAR_CHANCE"	"5"
1758	0	"i_dis_meagre_harvest"	"VAR_CHANCE"	"2"
1761	0	"i_dis_meagre_harvest"	"CND_CAMPAIGN"	"jap_shogun"
1765	0	"i_dis_meagre_harvest"	"CND_ROUNDS_UNTIL_NEXT"	"24"
1768	0	"i_dis_meagre_harvest"	"CND_MIN_REGIONS_OWNED"	"4"
177	0	"c_ambitious_traders_SECOND_prosperity"	"VAR_DELAY_MIN"	"1"
1773	0	"i_dis_meagre_harvest"	"GEN_TARGET_REGION"	nil
1780	0	"i_dis_meagre_harvest"	"GEN_CND_OWNS"	nil
1781	0	"i_dis_meagre_harvest"	"CND_NOT_SEASON"	"autumn"
1787	0	"i_defection"	"CND_RANDOM"	"50"
1792	0	"i_research_balanced"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_zen"
1798	0	"i_research_balanced"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_todofuken"
1806	0	"i_research_balanced"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_core_strategy_of_defence"
1807	0	"i_research_balanced"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_core_strategy_of_attack"
1808	0	"i_research_balanced"	"VAR_CHANCE"	"7"
181	0	"c_ambitious_traders_SECOND_prosperity"	"VAR_DELAY_MAX"	"3"
1811	0	"i_research_balanced"	"CND_UNIQUE"	nil
1819	0	"i_research_balanced"	"CND_CAMPAIGN"	"jap_shogun"
1821	0	"i_research_balanced"	"GEN_TARGET_NONE"	nil
1823	0	"i_research_balanced"	"CND_MAX_MILITARY_TECHNOLOGY_RATIO"	"60"
1826	0	"i_research_balanced"	"CND_MAX_CIVIL_TECHNOLOGY_RATIO"	"60"
1827	0	"i_research_specific_military"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_bow_way_of_the_bow"
183	0	"c_ambitious_traders_SECOND_prosperity"	"VAR_CHANCE"	"5"
1833	0	"i_research_specific_military"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_naval_way_of_the_sea"
1836	0	"i_research_specific_military"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_spear_way_of_the_spear"
1843	0	"i_research_specific_military"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_sword_way_of_the_sword"
1847	0	"i_research_specific_military"	"VAR_CHANCE"	"7"
1851	0	"i_research_specific_military"	"CND_UNIQUE"	nil
1856	0	"i_research_specific_military"	"CND_CAMPAIGN"	"jap_shogun"
1860	0	"i_research_specific_military"	"GEN_TARGET_NONE"	nil
1861	0	"i_research_specific_military"	"CND_INCIDENT_NOT_GENERATED"	"i_research_ratio_military"
1868	0	"i_research_specific_military"	"CND_INCIDENT_NOT_GENERATED"	"i_research_specific_civil"
1876	0	"i_research_specific_military"	"CND_INCIDENT_NOT_GENERATED"	"i_research_ratio_civil"
1880	0	"i_research_specific_military"	"CND_MIN_MILITARY_TECHNOLOGY_RATIO"	"75"
1887	0	"i_research_ratio_military"	"CND_FIRST_ROUND"	"42"
1888	0	"i_research_ratio_military"	"CND_MIN_MILITARY_TECHNOLOGY_RATIO"	"75"
1896	0	"i_research_ratio_military"	"VAR_CHANCE"	"7"
1897	0	"i_research_ratio_military"	"CND_UNIQUE"	nil
1906	0	"i_research_ratio_military"	"CND_CAMPAIGN"	"jap_shogun"
1916	0	"i_research_ratio_military"	"GEN_TARGET_NONE"	nil
1917	0	"i_research_ratio_military"	"CND_INCIDENT_NOT_GENERATED"	"i_research_specific_military"
192	0	"c_ambitious_traders_SECOND_thriving_markets"	"VAR_DELAY_MIN"	"1"
1926	0	"i_research_ratio_military"	"CND_INCIDENT_NOT_GENERATED"	"i_research_specific_civil"
1936	0	"i_research_ratio_military"	"CND_INCIDENT_NOT_GENERATED"	"i_research_ratio_civil"
1945	0	"i_research_specific_civil"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_metsuke_secret_police"
1947	0	"i_research_specific_civil"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_loyalty_noh"
1953	0	"i_research_specific_civil"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_province_equal_fields"
1956	0	"i_research_specific_civil"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_religion_essence_of_the_spirit"
1966	0	"i_research_specific_civil"	"VAR_CHANCE"	"7"
1975	0	"i_research_specific_civil"	"CND_UNIQUE"	nil
1977	0	"i_research_specific_civil"	"CND_CAMPAIGN"	"jap_shogun"
1982	0	"i_research_specific_civil"	"GEN_TARGET_NONE"	nil
1984	0	"i_research_specific_civil"	"CND_INCIDENT_NOT_GENERATED"	"i_research_ratio_civil"
1990	0	"i_research_specific_civil"	"CND_INCIDENT_NOT_GENERATED"	"i_research_specific_military"
1998	0	"i_research_specific_civil"	"CND_INCIDENT_NOT_GENERATED"	"i_research_ratio_military"
2000	0	"i_research_specific_civil"	"CND_MIN_CIVIL_TECHNOLOGY_RATIO"	"75"
2001	0	"i_research_ratio_civil"	"CND_FIRST_ROUND"	"42"
2003	0	"i_research_ratio_civil"	"CND_MIN_CIVIL_TECHNOLOGY_RATIO"	"75"
2011	0	"i_research_ratio_civil"	"VAR_CHANCE"	"7"
2013	0	"i_research_ratio_civil"	"CND_UNIQUE"	nil
2017	0	"i_research_ratio_civil"	"CND_CAMPAIGN"	"jap_shogun"
2018	0	"i_research_ratio_civil"	"GEN_TARGET_NONE"	nil
202	0	"c_ambitious_traders_SECOND_thriving_markets"	"VAR_DELAY_MAX"	"3"
2026	0	"i_research_ratio_civil"	"CND_INCIDENT_NOT_GENERATED"	"i_research_specific_civil"
2036	0	"i_research_ratio_civil"	"CND_INCIDENT_NOT_GENERATED"	"i_research_ratio_military"
2044	0	"i_research_ratio_civil"	"CND_INCIDENT_NOT_GENERATED"	"i_research_specific_military"
2049	0	"i_dedicated_builder"	"VAR_CHANCE"	"8"
2054	0	"i_dedicated_builder"	"CND_UNIQUE"	nil
206	0	"c_ambitious_traders_SECOND_thriving_markets"	"VAR_CHANCE"	"5"
2061	0	"i_dedicated_builder"	"CND_CAMPAIGN"	"jap_shogun"
2062	0	"i_dedicated_builder"	"CND_MIN_REGIONS_OWNED"	"10"
2069	0	"i_dedicated_builder"	"CND_BUILDING_LEVEL"	"SHO_Castle_5_Citadel"
2073	0	"i_dedicated_builder"	"CND_BUILDING_LEVEL"	"SHO_Infrastructure_3_Imperial_Roads"
2086	0	"i_dedicated_builder"	"GEN_TARGET_NONE"	nil
2089	0	"i_dedicated_trader"	"VAR_CHANCE"	"8"
2098	0	"i_dedicated_trader"	"CND_UNIQUE"	nil
2099	0	"i_dedicated_trader"	"CND_CAMPAIGN"	"jap_shogun"
2101	0	"i_dedicated_trader"	"CND_MIN_REGIONS_OWNED"	"10"
2109	0	"i_dedicated_trader"	"CND_MIN_TRADE"	"5"
2115	0	"i_dedicated_trader"	"CND_MIN_REGULAR_INCOME_TRADE"	"3000"
2118	0	"i_dedicated_trader"	"GEN_TARGET_NONE"	nil
2126	0	"i_foreign_trade_network"	"VAR_CHANCE"	"8"
2127	0	"i_foreign_trade_network"	"CND_UNIQUE"	nil
2131	0	"i_foreign_trade_network"	"CND_CAMPAIGN"	"jap_shogun"
2136	0	"i_foreign_trade_network"	"CND_MIN_REGIONS_OWNED"	"5"
2145	0	"i_foreign_trade_network"	"CND_MIN_TRADE_NODE_OCCUPIED"	"3"
2146	0	"i_foreign_trade_network"	"CND_MIN_REGULAR_INCOME_TRADE"	"3000"
2149	0	"i_foreign_trade_network"	"GEN_TARGET_NONE"	nil
2157	0	"i_clan_might"	"VAR_CHANCE"	"8"
216	0	"c_auxiliary_supplies_FIRST_call_to_arms"	"VAR_DELAY_MIN"	"1"
2163	0	"i_clan_might"	"CND_UNIQUE"	nil
217	0	"c_auxiliary_supplies_FIRST_call_to_arms"	"VAR_DELAY_MAX"	"3"
2170	0	"i_clan_might"	"CND_CAMPAIGN"	"jap_shogun"
2178	0	"i_clan_might"	"CND_MIN_REGIONS_OWNED"	"15"
218	0	"c_auxiliary_supplies_FIRST_call_to_arms"	"VAR_CHANCE"	"5"
2182	0	"i_clan_might"	"CND_MIN_LAND_UNIT_COUNT"	"50"
2191	0	"i_clan_might"	"GEN_TARGET_NONE"	nil
2192	0	"i_teeming_sea"	"VAR_CHANCE"	"2"
2201	0	"i_teeming_sea"	"CND_ROUNDS_UNTIL_NEXT"	"32"
2207	0	"i_teeming_sea"	"CND_CAMPAIGN"	"jap_shogun"
2215	0	"i_teeming_sea"	"CND_MIN_COASTAL_REGIONS_OWNED"	"5"
2224	0	"i_teeming_sea"	"GEN_TARGET_REGION"	nil
2232	0	"i_teeming_sea"	"GEN_CND_REGION_BUILDING_CHAIN"	"SHO_Port"
2238	0	"i_teeming_sea"	"GEN_CND_OWNS"	nil
2240	0	"i_teeming_sea"	"GEN_CND_REGION_COASTAL"	nil
2248	0	"i_equipment_cache"	"VAR_CHANCE"	"2"
2249	0	"i_equipment_cache"	"CND_CAMPAIGN"	"jap_shogun"
2250	0	"i_equipment_cache"	"CND_ROUNDS_UNTIL_NEXT"	"48"
2257	0	"i_equipment_cache"	"CND_ARMY_IN_ENEMY_REGION"	nil
2265	0	"i_equipment_cache"	"GEN_TARGET_NONE"	nil
227	0	"c_auxiliary_supplies_SECOND_master_smithies"	"VAR_DELAY_MIN"	"1"
2272	0	"i_safeguard"	"VAR_CHANCE"	"5"
2274	0	"i_safeguard"	"CND_CAMPAIGN"	"jap_shogun"
2275	0	"i_safeguard"	"CND_ROUNDS_UNTIL_NEXT"	"24"
2277	0	"i_safeguard"	"GEN_TARGET_REGION"	nil
2279	0	"i_safeguard"	"CND_MIN_REGIONS_OWNED"	"6"
2282	0	"i_safeguard"	"GEN_CND_OWNS"	nil
2289	0	"i_safeguard"	"GEN_CND_MIN_SETTLEMENT_UNITS"	"16"
2295	0	"i_safeguard"	"CND_MIN_WAR"	"5"
2299	0	"i_dis_disease"	"VAR_CHANCE"	"2"
2303	0	"i_dis_disease"	"CND_CAMPAIGN"	"jap_shogun"
2309	0	"i_dis_disease"	"CND_ROUNDS_UNTIL_NEXT"	"24"
231	0	"c_auxiliary_supplies_SECOND_master_smithies"	"VAR_DELAY_MAX"	"3"
2314	0	"i_dis_disease"	"CND_MIN_REGIONS_OWNED"	"4"
2316	0	"i_dis_disease"	"GEN_TARGET_REGION"	nil
2317	0	"i_dis_disease"	"GEN_CND_OWNS"	nil
2324	0	"i_dis_drought"	"VAR_CHANCE"	"2"
2327	0	"i_dis_drought"	"CND_CAMPAIGN"	"jap_shogun"
2330	0	"i_dis_drought"	"CND_ROUNDS_UNTIL_NEXT"	"24"
2333	0	"i_dis_drought"	"CND_MIN_REGIONS_OWNED"	"4"
234	0	"c_auxiliary_supplies_SECOND_master_smithies"	"VAR_CHANCE"	"5"
2341	0	"i_dis_drought"	"CND_SEASON"	"summer"
2346	0	"i_dis_drought"	"GEN_TARGET_REGION"	nil
2352	0	"i_dis_drought"	"GEN_CND_OWNS"	nil
2360	0	"i_dis_flood"	"VAR_CHANCE"	"2"
2368	0	"i_dis_flood"	"CND_CAMPAIGN"	"jap_shogun"
2377	0	"i_dis_flood"	"CND_ROUNDS_UNTIL_NEXT"	"24"
2378	0	"i_dis_flood"	"CND_MIN_REGIONS_OWNED"	"4"
2381	0	"i_dis_flood"	"CND_SEASON"	"summer"
2388	0	"i_dis_flood"	"CND_SEASON"	"winter"
2394	0	"i_dis_flood"	"GEN_TARGET_REGION"	nil
2399	0	"i_dis_flood"	"GEN_CND_OWNS"	nil
2406	0	"i_dis_fire"	"VAR_CHANCE"	"2"
2414	0	"i_dis_fire"	"CND_CAMPAIGN"	"jap_shogun"
2419	0	"i_dis_fire"	"CND_ROUNDS_UNTIL_NEXT"	"24"
242	0	"c_auxiliary_supplies_SECOND_merchant_discontent"	"VAR_DELAY_MIN"	"1"
2425	0	"i_dis_fire"	"CND_MIN_REGIONS_OWNED"	"4"
2431	0	"i_dis_fire"	"CND_NOT_SEASON"	"winter"
2433	0	"i_dis_fire"	"GEN_TARGET_REGION"	nil
2438	0	"i_dis_fire"	"GEN_CND_OWNS"	nil
2442	0	"i_dis_severe_winter"	"VAR_CHANCE"	"2"
2449	0	"i_dis_severe_winter"	"CND_CAMPAIGN"	"jap_shogun"
2455	0	"i_dis_severe_winter"	"CND_ROUNDS_UNTIL_NEXT"	"24"
2462	0	"i_dis_severe_winter"	"CND_MIN_REGIONS_OWNED"	"4"
2470	0	"i_dis_severe_winter"	"CND_SEASON"	"winter"
2474	0	"i_dis_severe_winter"	"GEN_TARGET_REGION"	nil
248	0	"c_auxiliary_supplies_SECOND_merchant_discontent"	"VAR_DELAY_MAX"	"3"
2480	0	"i_dis_severe_winter"	"GEN_CND_OWNS"	nil
2481	0	"i_dis_stormy_seas"	"VAR_CHANCE"	"1"
2482	0	"i_dis_stormy_seas"	"CND_CAMPAIGN"	"jap_shogun"
2488	0	"i_dis_stormy_seas"	"CND_MIN_REGIONS_OWNED"	"4"
2489	0	"i_dis_stormy_seas"	"GEN_TARGET_MILITARY_FORCE"	nil
2492	0	"i_dis_stormy_seas"	"GEN_CND_NAVY"	nil
250	0	"c_auxiliary_supplies_SECOND_merchant_discontent"	"VAR_CHANCE"	"5"
2502	0	"i_dis_stormy_seas"	"GEN_CND_OWNS"	nil
2510	0	"i_dis_stormy_seas"	"CND_RANDOM"	"50"
2511	0	"c_omen_ocean_tsunami"	"VAR_DELAY_MIN"	"1"
2512	0	"c_omen_ocean_tsunami"	"VAR_DELAY_MAX"	"3"
2516	0	"c_omen_ocean_tsunami"	"VAR_CHANCE"	"5"
2517	0	"c_omen_ocean_tsunami"	"GEN_TARGET_REGION"	nil
2527	0	"c_omen_ocean_tsunami"	"GEN_CND_OWNS"	nil
2535	0	"c_omen_ocean_tsunami"	"GEN_CND_REGION_COASTAL"	nil
2541	0	"c_omen_ocean_stormy_seas"	"VAR_DELAY_MIN"	"1"
2551	0	"c_omen_ocean_stormy_seas"	"VAR_DELAY_MAX"	"3"
2555	0	"c_omen_ocean_stormy_seas"	"VAR_CHANCE"	"5"
256	0	"c_better_agent_metsuke_FIRST_shogunal_deputy"	"VAR_DELAY_MIN"	"1"
2562	0	"c_omen_ocean_stormy_seas"	"GEN_TARGET_MILITARY_FORCE"	nil
2572	0	"c_omen_ocean_stormy_seas"	"GEN_CND_NAVY"	nil
2573	0	"c_omen_ocean_stormy_seas"	"GEN_CND_OWNS"	nil
2579	0	"c_omen_mountain_earthquake"	"VAR_DELAY_MIN"	"1"
258	0	"c_better_agent_metsuke_FIRST_shogunal_deputy"	"VAR_DELAY_MAX"	"3"
2585	0	"c_omen_mountain_earthquake"	"VAR_DELAY_MAX"	"3"
2593	0	"c_omen_mountain_earthquake"	"VAR_CHANCE"	"5"
2601	0	"c_omen_mountain_earthquake"	"GEN_TARGET_REGION"	nil
2611	0	"c_omen_mountain_earthquake"	"GEN_CND_OWNS"	nil
2614	0	"c_omen_mountain_volcano"	"VAR_DELAY_MIN"	"1"
2619	0	"c_omen_mountain_volcano"	"VAR_DELAY_MAX"	"3"
2622	0	"c_omen_mountain_volcano"	"VAR_CHANCE"	"5"
2632	0	"c_omen_mountain_volcano"	"GEN_TARGET_REGION"	nil
2636	0	"c_omen_mountain_volcano"	"GEN_CND_OWNS"	nil
2642	0	"c_omen_fire_fire"	"VAR_DELAY_MIN"	"1"
2652	0	"c_omen_fire_fire"	"VAR_DELAY_MAX"	"3"
2657	0	"c_omen_fire_fire"	"VAR_CHANCE"	"5"
266	0	"c_better_agent_metsuke_FIRST_shogunal_deputy"	"VAR_CHANCE"	"5"
2666	0	"c_omen_fire_fire"	"GEN_TARGET_REGION"	nil
2671	0	"c_omen_fire_fire"	"GEN_CND_OWNS"	nil
2680	0	"c_omen_fire_volcano"	"VAR_DELAY_MIN"	"1"
2689	0	"c_omen_fire_volcano"	"VAR_DELAY_MAX"	"3"
2698	0	"c_omen_fire_volcano"	"VAR_CHANCE"	"5"
2702	0	"c_omen_fire_volcano"	"GEN_TARGET_REGION"	nil
2708	0	"c_omen_fire_volcano"	"GEN_CND_OWNS"	nil
2709	0	"c_omen_wind_typhoon"	"VAR_DELAY_MIN"	"1"
2717	0	"c_omen_wind_typhoon"	"VAR_DELAY_MAX"	"3"
2719	0	"c_omen_wind_typhoon"	"VAR_CHANCE"	"5"
2720	0	"c_omen_wind_typhoon"	"GEN_TARGET_REGION"	nil
2726	0	"c_omen_wind_typhoon"	"GEN_CND_OWNS"	nil
2729	0	"c_omen_wind_typhoon"	"GEN_CND_REGION_COASTAL"	nil
2735	0	"c_omen_wind_stormy_seas"	"VAR_DELAY_MIN"	"1"
2739	0	"c_omen_wind_stormy_seas"	"VAR_DELAY_MAX"	"3"
274	0	"c_better_agent_missionary_FIRST_nanban_ambassador"	"VAR_DELAY_MIN"	"1"
2744	0	"c_omen_wind_stormy_seas"	"VAR_CHANCE"	"5"
2748	0	"c_omen_wind_stormy_seas"	"GEN_TARGET_MILITARY_FORCE"	nil
2752	0	"c_omen_wind_stormy_seas"	"GEN_CND_NAVY"	nil
2757	0	"c_omen_wind_stormy_seas"	"GEN_CND_OWNS"	nil
2758	0	"c_imperial_new_year_SECOND_peer_contempt"	"VAR_DELAY_MIN"	"1"
2764	0	"c_imperial_new_year_SECOND_peer_contempt"	"VAR_DELAY_MAX"	"3"
2774	0	"c_imperial_new_year_SECOND_peer_contempt"	"VAR_CHANCE"	"5"
2777	0	"c_imperial_new_year_SECOND_peer_contempt"	"GEN_TARGET_NONE"	nil
2784	0	"i_religion_convert_nanban_trade"	"VAR_CHANCE"	"5"
279	0	"c_better_agent_missionary_FIRST_nanban_ambassador"	"VAR_DELAY_MAX"	"3"
2792	0	"i_religion_convert_nanban_trade"	"GEN_TARGET_NONE"	nil
2808	0	"i_religion_convert_nanban_trade"	"CND_UNIQUE"	nil
2818	0	"i_religion_convert_nanban_trade"	"CND_CAMPAIGN"	"jap_shogun"
282	0	"c_better_agent_missionary_FIRST_nanban_ambassador"	"VAR_CHANCE"	"5"
2825	0	"i_religion_convert_nanban_trade"	"CND_INCIDENT_NOT_GENERATED"	"i_religion_convert_christian_influence"
2827	0	"i_religion_convert_nanban_trade"	"CND_RELIGION"	"rel_buddhist"
2830	0	"i_ashigaru_master"	"VAR_CHANCE"	"10"
2835	0	"i_ashigaru_master"	"CND_UNIQUE"	nil
284	0	"c_conflict_beliefs_buddhist_FIRST_old_ways"	"VAR_DELAY_MIN"	"1"
2843	0	"i_ashigaru_master"	"CND_CAMPAIGN"	"jap_shogun"
2845	0	"i_ashigaru_master"	"CND_MIN_REGIONS_OWNED"	"10"
2852	0	"i_ashigaru_master"	"CND_MIN_LAND_UNIT_COUNT"	"40"
2861	0	"i_ashigaru_master"	"CND_MIN_ASHIGARU_CASTE_RATIO"	"75"
2871	0	"i_ashigaru_master"	"GEN_TARGET_NONE"	nil
2890	0	"i_samurai_master"	"VAR_CHANCE"	"10"
2894	0	"i_samurai_master"	"CND_UNIQUE"	nil
2903	0	"i_samurai_master"	"CND_CAMPAIGN"	"jap_shogun"
2908	0	"i_samurai_master"	"CND_MIN_REGIONS_OWNED"	"10"
