version 1, schema cdir_unit_qualities_tables
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(int)
"default"	"artillery"	"Art_Horse_Italian_Guard_Horse_Artillery"	800
"default"	"artillery"	"Art_Horse_Prussian_6_lber"	600
"default"	"artillery"	"Art_Horse_Russian_6_lber"	600
"default"	"general"	"Gen_Ahmed_Al-Jazzar"	0
"default"	"general"	"Gen_Anders_Fredrik_Skjoldebrand"	0
"default"	"general"	"Gen_Antonio_Henriques"	0
"default"	"general"	"Gen_Archduke_Charles"	0
"default"	"general"	"Gen_Bernadotte"	0
"default"	"general"	"Gen_Count_von_Bennigsen"	0
"default"	"general"	"Gen_Count_von_Gneisenau"	0
"default"	"general"	"Gen_David_Hendrik_Chasse"	0
"default"	"general"	"Gen_Duke_of_Wellington"	0
"default"	"general"	"Gen_Early_Napoleon"	0
"default"	"general"	"Gen_Ernst_Paymann"	0
"default"	"general"	"Gen_Francisco_Castanos"	0
"default"	"general"	"Gen_Generals_Bodyguard"	0
"default"	"general"	"Gen_Generals_Staff"	0
"default"	"general"	"Gen_Generals_Staff_Foot"	0
"default"	"general"	"Gen_Gerhard_Blucher"	0
"default"	"general"	"Gen_Gerhard_von_Scharnhorst"	0
"default"	"general"	"Gen_Gomes_Freire_de_Andrade"	0
"default"	"general"	"Gen_Gregorio_Garcia_de_la_Cuesta"	0
"default"	"general"	"Gen_Hans_Henric_von_Essen"	0
"default"	"general"	"Gen_Ibrahim_Basha"	0
"default"	"general"	"Gen_Jean_Victor_baron_de_Constant_Rebecque"	0
"default"	"general"	"Gen_Joachim_Melchior_Holten_Castenschiold"	0
"default"	"general"	"Gen_Joaquin_Blake_y_Joyes"	0
"default"	"general"	"Gen_Johann_Beaulieu"	0
"default"	"general"	"Gen_Jozsef_Alvinczi"	0
"default"	"general"	"Gen_Karl_Schwarzenberg"	0
"default"	"general"	"Gen_Late_Napoleon"	0
"default"	"general"	"Gen_Luis_do_Rego_Barreto"	0
"default"	"general"	"Gen_Marechal_Ney"	0
"default"	"general"	"Gen_Marechal_Soult"	0
"default"	"general"	"Gen_Mehmed_Ali"	0
"default"	"general"	"Gen_Mikhail_Kutuzov"	0
"default"	"general"	"Gen_Murad_Bey"	0
"default"	"general"	"Gen_Picton"	0
"default"	"general"	"Gen_Prince_de_Tolly"	0
"default"	"general"	"Gen_Prince_Frederick_of_Hessen"	0
"default"	"general"	"Gen_Prince_of_Orange"	0
"default"	"general"	"Gen_Sir_John_Moore"	0
"default"	"general"	"Gen_Tsar_Alexander"	0
"default"	"heavy_cavalry"	"Cav_Heavy_Austrian_Cuirassiers"	700
"default"	"heavy_cavalry"	"Cav_Heavy_Austrian_Dragoons"	500
"default"	"heavy_cavalry"	"Cav_Heavy_British_Dragoon_Guards"	600
"default"	"heavy_cavalry"	"Cav_Heavy_British_Dragoons"	500
"default"	"heavy_cavalry"	"Cav_Heavy_British_Horse_Guards"	900
"default"	"heavy_cavalry"	"Cav_Heavy_British_KGL_Dragoons"	500
"default"	"heavy_cavalry"	"Cav_Heavy_British_Life_Guards"	800
"default"	"heavy_cavalry"	"Cav_Heavy_British_Royal_Scots_Greys"	700
"default"	"heavy_cavalry"	"Cav_Heavy_Carabiniers"	700
"default"	"heavy_cavalry"	"Cav_Heavy_Cuirassiers"	700
"default"	"heavy_cavalry"	"Cav_Heavy_Dragoons"	400
"default"	"heavy_cavalry"	"Cav_Heavy_French_Carabiniers"	900
"default"	"heavy_cavalry"	"Cav_Heavy_French_Cuirassiers"	700
"default"	"heavy_cavalry"	"Cav_Heavy_French_Cuirassiers_Murat"	800
"default"	"heavy_cavalry"	"Cav_Heavy_French_Cuirassiers_Ney"	800
"default"	"heavy_cavalry"	"Cav_Heavy_French_Dragoons"	500
"default"	"heavy_cavalry"	"Cav_Heavy_French_Grenadiers_a_Cheval"	800
"default"	"heavy_cavalry"	"Cav_Heavy_French_Tutorial_Dragoons"	500
"default"	"heavy_cavalry"	"Cav_Heavy_Garde_du_Corp"	800
"default"	"heavy_cavalry"	"Cav_Heavy_Italian_Guards_of_Honour"	800
"default"	"heavy_cavalry"	"Cav_Heavy_Life_Guards_of_Horse"	800
"default"	"heavy_cavalry"	"Cav_Heavy_Ottoman_Silahtar_Guard"	800
"default"	"heavy_cavalry"	"Cav_Heavy_Ottoman_Siphai_Cavalry"	700
"default"	"heavy_cavalry"	"Cav_Heavy_Prussian_Cuirassiers"	700
"default"	"heavy_cavalry"	"Cav_Heavy_Prussian_Dragoons"	500
"default"	"heavy_cavalry"	"Cav_Heavy_Republican_Horse_Guards"	800
"default"	"heavy_cavalry"	"Cav_Heavy_Russian_Chevalier_Garde"	900
"default"	"heavy_cavalry"	"Cav_Heavy_Russian_Cuirassiers"	700
"default"	"heavy_cavalry"	"Cav_Heavy_Russian_Dragoons"	500
"default"	"heavy_cavalry"	"Cav_Heavy_Russian_Lifeguard_Horse"	800
"default"	"heavy_cavalry"	"Cav_Heavy_Spanish_Dragoons"	400
"default"	"heavy_cavalry"	"Cav_Stand_Chevauxlegers"	400
"default"	"heavy_cavalry"	"Cav_Stand_Portuguese_Cavalry"	400
"default"	"heavy_cavalry"	"Cav_Stand_Spanish_Line_Cavalry"	400
"default"	"light_cavalry"	"Cav_Heavy_Spanish_Guardias_da_Corp"	800
"default"	"light_cavalry"	"Cav_Lancer_Austrian_Ulans"	500
"default"	"light_cavalry"	"Cav_Lancer_French_7th_Lancers"	650
"default"	"light_cavalry"	"Cav_Lancer_French_Cheveau_Legers_Lancers"	500
"default"	"light_cavalry"	"Cav_Lancer_Lancers"	500
"default"	"light_cavalry"	"Cav_Lancer_Prussian_Brandenburg_Uhlans"	650
"default"	"light_cavalry"	"Cav_Lancer_Prussian_Lancers"	500
"default"	"light_cavalry"	"Cav_Lancer_Prussian_Towarczys"	800
"default"	"light_cavalry"	"Cav_Lancer_Russian_Cossack_Cavalry"	400
"default"	"light_cavalry"	"Cav_Lancer_Russian_Ulans"	500
"default"	"light_cavalry"	"Cav_Light_Austrian_1st_Hussars"	700
"default"	"light_cavalry"	"Cav_Light_Austrian_Hungarian_Hussars"	600
"default"	"light_cavalry"	"Cav_Light_Bedouin_Camel_Warriors"	350
"default"	"light_cavalry"	"Cav_Light_British_15th_Hussars"	600
"default"	"light_cavalry"	"Cav_Light_British_KGL_Light_Dragoons"	500
"default"	"light_cavalry"	"Cav_Light_British_Light_Dragoons"	500
"default"	"light_cavalry"	"Cav_Light_Brunswick_Hussars"	500
"default"	"light_cavalry"	"Cav_Light_Dutch_Light_Dragoons"	500
"default"	"light_cavalry"	"Cav_Light_French_5e_Hussards"	600
"default"	"light_cavalry"	"Cav_Light_French_Chasseurs_a_Cheval"	500
"default"	"light_cavalry"	"Cav_Light_Hussars"	500
"default"	"light_cavalry"	"Cav_Light_Italian_Chasseurs_a_Cheval"	500
"default"	"light_cavalry"	"Cav_Light_Light_Dragoons"	500
"default"	"light_cavalry"	"Cav_Light_Mamelukes"	700
"default"	"light_cavalry"	"Cav_Light_Ottoman_Bedouin_Camel_Warriors"	350
"default"	"light_cavalry"	"Cav_Light_Ottoman_Deli_Horsemen"	500
"default"	"light_cavalry"	"Cav_Light_Prussian_Hussars"	500
"default"	"light_cavalry"	"Cav_Light_Russian_Hussars"	500
"default"	"light_cavalry"	"Cav_Light_Russian_Pavlograd_Hussars"	600
"default"	"light_cavalry"	"Cav_Light_Spanish_Hussars"	500
"default"	"light_infantry"	"Inf_Irreg_Ottoman_Azzars"	400
"default"	"light_infantry"	"Inf_Irreg_Ottoman_Bashi_Bazouks"	400
"default"	"light_infantry"	"Inf_Irreg_Spanish_Guerillas"	400
"default"	"light_infantry"	"Inf_Light_Austrian_Grenzers"	600
"default"	"light_infantry"	"Inf_Light_British_Dutch_Flanquers"	600
"default"	"light_infantry"	"Inf_Light_British_KGL_Light_Foot"	600
"default"	"light_infantry"	"Inf_Light_British_Light_Foot"	600
"default"	"light_infantry"	"Inf_Light_Dutch_Flanquers"	600
"default"	"light_infantry"	"Inf_Light_Egy_Ottoman_Nizam_I_Cedit_Light_Infantry"	600
"default"	"light_infantry"	"Inf_Light_French_6th_Legere"	700
"default"	"light_infantry"	"Inf_Light_French_Chasseurs"	600
"default"	"light_infantry"	"Inf_Light_Fusiliers"	600
"default"	"light_infantry"	"Inf_Light_Light_Infantry"	600
"default"	"light_infantry"	"Inf_Light_Lombardy-Cisalpine_Legion"	600
"default"	"light_infantry"	"Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"	600
"default"	"light_infantry"	"Inf_Light_Portuguese_Cazadores"	650
"default"	"light_infantry"	"Inf_Light_Prussian_Fusiliers"	650
"default"	"light_infantry"	"Inf_Light_Russian_17th_Jager"	700
"default"	"light_infantry"	"Inf_Light_Russian_Jager"	600
"default"	"light_infantry"	"Inf_Light_Spanish_Cazadores"	600
"default"	"light_infantry"	"Inf_Militia_Austrian_Landesschutzen"	400
"default"	"light_infantry"	"Inf_Skirm_Austrian_Jager"	500
"default"	"light_infantry"	"Inf_Skirm_Austrian_Windbucshe_Jager"	800
"default"	"light_infantry"	"Inf_Skirm_British_Rifles"	650
"default"	"light_infantry"	"Inf_Skirm_French_Voltiguers"	550
"default"	"light_infantry"	"Inf_Skirm_Jager"	500
"default"	"light_infantry"	"Inf_Skirm_Nassau_Jager"	500
"default"	"light_infantry"	"Inf_Skirm_Nizam_I_Cedit_Rifles"	650
"default"	"light_infantry"	"Inf_Skirm_Norwegian_Ski_Troops"	600
"default"	"light_infantry"	"Inf_Skirm_Portuguese_Tiradores"	700
"default"	"light_infantry"	"Inf_Skirm_Prussian_Jager"	500
"default"	"light_infantry"	"Inf_Skirm_Prussian_Silesian_Schuetzen"	700
"default"	"light_infantry"	"Inf_Skirm_Sharpshooters"	600
"default"	"main_infantry"	"Inf_Elite_British_Black_Watch"	800
"default"	"main_infantry"	"Inf_Elite_British_Foot_Guards"	900
"default"	"main_infantry"	"Inf_Elite_Foot_Guards"	900
"default"	"main_infantry"	"Inf_Elite_French_Old_Guard"	950
"default"	"main_infantry"	"Inf_Elite_French_Young_Guard"	850
"default"	"main_infantry"	"Inf_Elite_Grenadier_Guards"	900
"default"	"main_infantry"	"Inf_Elite_Italian_Velite_Grenadiers"	900
"default"	"main_infantry"	"Inf_Elite_Life_Guards_of_Foot"	900
"default"	"main_infantry"	"Inf_Elite_Life_Regiment"	900
"default"	"main_infantry"	"Inf_Elite_Prussian_Foot_Guards"	900
"default"	"main_infantry"	"Inf_Elite_Prussian_Life_Regiment"	850
"default"	"main_infantry"	"Inf_Elite_Republican_Guards"	900
"default"	"main_infantry"	"Inf_Elite_Russian_Lifeguard_Foot"	900
"default"	"main_infantry"	"Inf_Elite_Spanish_Guardias_de_Infanteria"	900
"default"	"main_infantry"	"Inf_Line_Austrian_1st_Emperors_Own"	650
"default"	"main_infantry"	"Inf_Line_Austrian_47th_Czech"	650
"default"	"main_infantry"	"Inf_Line_Austrian_German_Fusiliers"	500
"default"	"main_infantry"	"Inf_Line_Austrian_Hungarian_Fusiliers"	600
"default"	"main_infantry"	"Inf_Line_British_88th_Foot"	700
"default"	"main_infantry"	"Inf_Line_British_Foot"	600
"default"	"main_infantry"	"Inf_Line_British_Highland_Foot"	600
"default"	"main_infantry"	"Inf_Line_British_KGL_Foot"	600
"default"	"main_infantry"	"Inf_Line_Brunswick_Line_Infantry"	500
"default"	"main_infantry"	"Inf_Line_Dutch_Line_Infantry"	500
"default"	"main_infantry"	"Inf_Line_Egy_Ottoman_Nizam_I_Cedit_Infantry"	600
"default"	"main_infantry"	"Inf_Line_French_18th_Ligne"	600
"default"	"main_infantry"	"Inf_Line_French_Fusiliers"	500
"default"	"main_infantry"	"Inf_Line_French_Milan_Revolutionary_Infantry"	400
"default"	"main_infantry"	"Inf_Line_French_Modena_Revolutionary_Infantry"	400
"default"	"main_infantry"	"Inf_Line_French_Revolutionary_Infantry"	400
"default"	"main_infantry"	"Inf_Line_French_Tutorial_Fusiliers"	500
"default"	"main_infantry"	"Inf_Line_Line_Infantry"	500
"default"	"main_infantry"	"Inf_Line_Musketeers"	500
"default"	"main_infantry"	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	500
"default"	"main_infantry"	"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	600
"default"	"main_infantry"	"Inf_Line_Polish_Legion"	500
"default"	"main_infantry"	"Inf_Line_Portuguese_Infantry"	600
"default"	"main_infantry"	"Inf_Line_Provincial_Egy_Ottoman_Nizam_I_Cedit"	500
"default"	"main_infantry"	"Inf_Line_Provincial_Ottoman_Nizam_I_Cedit"	500
"default"	"main_infantry"	"Inf_Line_Prussian_Musketeers"	500
"default"	"main_infantry"	"Inf_Line_Russian_Moscow_Musketeers"	600
"default"	"main_infantry"	"Inf_Line_Russian_Musketeers"	500
"default"	"main_infantry"	"Inf_Line_Spanish_Line_Infantry"	500
"default"	"main_infantry"	"Inf_Line_Swiss_Foot"	500
"default"	"main_infantry"	"Inf_Melee_Ottoman_Cemaat_Janissaries"	500
"default"	"main_infantry"	"Inf_Militia_Austrian_Landwehr"	300
"default"	"main_infantry"	"Inf_Militia_British_Fencibles"	300
"default"	"main_infantry"	"Inf_Militia_French_National_Guard"	400
"default"	"main_infantry"	"Inf_Militia_Landwehr"	300
"default"	"main_infantry"	"Inf_Militia_Militia"	300
"default"	"main_infantry"	"Inf_Militia_Militiamen"	300
"default"	"main_infantry"	"Inf_Militia_Ottoman_Libyan_Bedouin"	300
"default"	"main_infantry"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	300
"default"	"main_infantry"	"Inf_Militia_Ottoman_Peasant_Levy"	250
"default"	"main_infantry"	"Inf_Militia_Portuguese_Militia"	300
"default"	"main_infantry"	"Inf_Militia_Prussian_Landwehr"	300
"default"	"main_infantry"	"Inf_Militia_Russian_Opelchenie"	300
"default"	"main_infantry"	"Inf_Militia_Spanish_Provincial_Militia"	300
"default"	"main_infantry"	"Inf_Mob_Armed_Citizenry"	0
"default"	"main_infantry"	"Inf_Mob_Armed_Populace"	0
"default"	"main_infantry"	"Inf_Mob_Armed_Populace_Firelock"	0
"default"	"main_infantry"	"Inf_Mob_Portuguese_Ordenza"	0
"default"	"missile_cavalry"	"Cav_Miss_Bedouin_Camel_Gunners"	350
"default"	"missile_cavalry"	"Cav_Miss_French_Dromedary_Cavalry"	400
"default"	"missile_cavalry"	"Cav_Miss_Ottoman_Bedouin_Camel_Gunners"	400
"default"	"missile_cavalry"	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	400
"default"	"missile_cavalry"	"Cav_Stand_Austrian_Chevauxlegers"	400
"default"	"missile_cavalry"	"Mounted_Inf_Egy_Ottoman_Mounted_Nizam_I_Cedit"	400
"default"	"missile_cavalry"	"Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	400
"default"	"missile_cavalry"	"Mounted_Inf_Russian_Mounted_Rifles"	400
"default"	"missile_cavalry"	"Mounted_Inf_Spanish_Mounted_Cazadores"	400
"default"	"missile_cavalry"	"Mounted_Inf_Swedish_Mounted_Jager"	400
"default"	"navy"	"2_Decker_50"	0
"default"	"navy"	"2_Decker_64"	0
"default"	"navy"	"2_Decker_74"	0
"default"	"navy"	"2_Decker_80"	0
"default"	"navy"	"2_Decker_British_50_4th_Rate"	0
"default"	"navy"	"2_Decker_British_64_3rd_Rate"	0
"default"	"navy"	"2_Decker_British_74_3rd_Rate"	0
"default"	"navy"	"2_Decker_British_80_3rd_Rate"	0
"default"	"navy"	"2_Decker_Dutch_50"	0
"default"	"navy"	"2_Decker_Dutch_64"	0
"default"	"navy"	"2_Decker_Dutch_74"	0
"default"	"navy"	"2_Decker_French_74"	0
"default"	"navy"	"2_Decker_French_80"	0
"default"	"navy"	"2_Decker_HMS_Elephant"	0
"default"	"navy"	"2_Decker_Ottoman_50"	0
"default"	"navy"	"2_Decker_Ottoman_64"	0
"default"	"navy"	"2_Decker_Ottoman_80"	0
"default"	"navy"	"2_Decker_Russian_50"	0
"default"	"navy"	"2_Decker_Russian_64"	0
"default"	"navy"	"2_Decker_Russian_74"	0
"default"	"navy"	"2_Decker_Russian_80"	0
"default"	"navy"	"2_Decker_Scandinavian_50"	0
"default"	"navy"	"2_Decker_Scandinavian_64"	0
"default"	"navy"	"2_Decker_Scandinavian_74"	0
"default"	"navy"	"2_Decker_Scandinavian_80"	0
"default"	"navy"	"2_Decker_Spanish_64"	0
"default"	"navy"	"2_Decker_Spanish_74"	0
"default"	"navy"	"2_Decker_Spanish_80"	0
"default"	"navy"	"2_Decker_Tutorial_74"	0
"default"	"navy"	"3_Decker_106"	0
"default"	"navy"	"3_Decker_86"	0
"default"	"navy"	"3_Decker_British_1st_Rate"	0
"default"	"navy"	"3_Decker_British_2nd_Rate"	0
"default"	"navy"	"3_Decker_British_Heavy_1st_Rate"	0
"default"	"navy"	"3_Decker_French_122"	0
"default"	"navy"	"3_Decker_Spanish_106"	0
"default"	"navy"	"3_Decker_Spanish_122"	0
"default"	"navy"	"4_Decker_Spanish_Santissima_Trinidad"	0
"default"	"navy"	"Frigate_24"	0
"default"	"navy"	"Frigate_32"	0
"default"	"navy"	"Frigate_38"	0
"default"	"navy"	"Frigate_British_32_5th_Rate"	0
"default"	"navy"	"Frigate_British_38_5th_Rate"	0
"default"	"navy"	"Frigate_British_6th_Rate"	0
"default"	"navy"	"Frigate_British_Razee"	0
"default"	"navy"	"Frigate_Dutch_24"	0
"default"	"navy"	"Frigate_Dutch_32"	0
"default"	"navy"	"Frigate_Dutch_38"	0
"default"	"navy"	"Frigate_French_32"	0
"default"	"navy"	"Frigate_French_38"	0
"default"	"navy"	"Frigate_Ottoman_32"	0
"default"	"navy"	"Frigate_Russian_24"	0
"default"	"navy"	"Frigate_Russian_32"	0
"default"	"navy"	"Frigate_Russian_38"	0
"default"	"navy"	"Frigate_Scandinavian_24"	0
"default"	"navy"	"Frigate_Scandinavian_32"	0
"default"	"navy"	"Frigate_Scandinavian_38"	0
"default"	"navy"	"Frigate_Spanish_32"	0
"default"	"navy"	"Frigate_Spanish_38"	0
"default"	"navy"	"Small_Brig"	0
"default"	"navy"	"Small_British_Brig"	0
"default"	"navy"	"Small_British_Sloop"	0
"default"	"navy"	"Small_Dutch_Brig"	0
"default"	"navy"	"Small_Dutch_Sloop"	0
"default"	"navy"	"Small_French_Brig"	0
"default"	"navy"	"Small_French_Corvette"	0
"default"	"navy"	"Small_French_Sloop"	0
"default"	"navy"	"Small_Galley"	0
"default"	"navy"	"Small_Ottoman_Brig"	0
"default"	"navy"	"Small_Ottoman_Galley"	0
"default"	"navy"	"Small_Ottoman_Sloop"	0
"default"	"navy"	"Small_Russian_Brig"	0
"default"	"navy"	"Small_Russian_Sloop"	0
"default"	"navy"	"Small_Scandinavian_Brig"	0
"default"	"navy"	"Small_Scandinavian_Sloop"	0
"default"	"navy"	"Small_Sloop"	0
"default"	"navy"	"Small_Spanish_Brig"	0
"default"	"navy"	"Small_Spanish_Corvette"	0
"default"	"navy"	"Small_Spanish_Sloop"	0
"default"	"navy"	"Special_Bomb_Ketch"	0
"default"	"navy"	"Special_British_Bomb_Ketch"	0
"default"	"navy"	"Special_British_Rocket_Ship"	0
"default"	"navy"	"Special_Dutch_Bomb_Ketch"	0
"default"	"navy"	"Special_French_Bomb_Ketch"	0
"default"	"navy"	"Special_French_Rocket_Ship"	0
"default"	"navy"	"Special_Ottoman_Bomb_Ketch"	0
"default"	"navy"	"Special_Rocket_Ship"	0
"default"	"navy"	"Special_Russian_Bomb_Ketch"	0
"default"	"navy"	"Special_Scandinavian_Bomb_Ketch"	0
"default"	"navy"	"Special_Spanish_Bomb_Ketch"	0
"default"	"navy"	"Special_Spanish_Rocket_Ship"	0
"default"	"navy"	"Steam_Ship_38"	0
"default"	"navy"	"Steam_Ship_80"	0
"default"	"navy"	"Steam_Ship_British_38"	0
"default"	"navy"	"Steam_Ship_British_80"	0
"default"	"navy"	"Steam_Ship_British_Frigate"	0
"default"	"navy"	"Steam_Ship_British_Ironclad"	0
"default"	"navy"	"Steam_Ship_French_38"	0
"default"	"navy"	"Steam_Ship_French_80"	0
"default"	"navy"	"Steam_Ship_French_Frigate"	0
"default"	"navy"	"Steam_Ship_French_Ironclad"	0
"default"	"navy"	"Steam_Ship_Frigate"	0
"default"	"navy"	"Steam_Ship_Ironclad"	0
"default"	"navy"	"Steam_Ship_Spain_38"	0
"default"	"navy"	"Steam_Ship_Spain_80"	0
"default"	"navy"	"Steam_Ship_Spain_Frigate"	0
"default"	"navy"	"Steam_Ship_Spain_Ironclad"	0
"default"	"navy"	"Trade_Ship_Dhow"	0
"default"	"navy"	"Trade_Ship_Indiaman"	0
"default"	"navy"	"Trade_Ship_Merchantmen"	0
"default"	"special_infantry"	"Inf_Gren_Austrian_German_Grenadiers"	600
"default"	"special_infantry"	"Inf_Gren_Austrian_Hungarian_Grenadiers"	700
"default"	"special_infantry"	"Inf_Gren_French_Grenadiers"	600
"default"	"special_infantry"	"Inf_Gren_Grenadiers"	600
"default"	"special_infantry"	"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	500
"default"	"special_infantry"	"Inf_Gren_Portuguese_Grenadiers"	600
"default"	"special_infantry"	"Inf_Gren_Prussian_East_Prussian_Grenadiers"	700
"default"	"special_infantry"	"Inf_Gren_Prussian_Grenadiers"	600
"default"	"special_infantry"	"Inf_Gren_Russian_Grenadiers"	600
"default"	"special_infantry"	"Inf_Gren_Russian_Pavlovsk_Grenadiers"	800
"default"	"special_infantry"	"Inf_Gren_Spanish_Grenadiers"	600
"default"	"artillery"	"Art_Foot_British_Portuguese_6_lber_Auxiliary"	500
"default"	"artillery"	"Art_Foot_British_Spanish_9_lber_Auxiliary"	500
"default"	"light_cavalry"	"Cav_Lancer_French_Vistula_Uhlans"	500
"default"	"light_infantry"	"Inf_Skirm_French_Contra-Guerillas"	550
"default"	"heavy_cavalry"	"Cav_Heavy_Spanish_Coraceros_Espanoles"	700
"default"	"general"	"Gen_British_Guerilla_Leader_Guerrilla"	0
"default"	"light_cavalry"	"Cav_Lancer_Spanish_Guerilla_Lanceros_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Lancer_Spanish_Lanceros"	500
"default"	"light_cavalry"	"Cav_Lancer_Spanish_Lanceros_de_Castilla_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Lancer_Spanish_Lanceros_del_Tietar_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Light_British_Spanish_Hussars_Auxiliary"	500
"default"	"main_infantry"	"Inf_Line_Spanish_Voluntarios_de_Coruna_Guerrilla"	550
"default"	"main_infantry"	"Inf_Line_Spanish_Voluntarios_Tietar_Guerrilla"	550
"default"	"main_infantry"	"Inf_Militia_British_Portuguese_Militia_Auxiliary"	300
"default"	"main_infantry"	"Inf_Militia_British_Spanish_Militia_Auxiliary"	300
"default"	"light_infantry"	"Inf_Skirm_Spanish_Guerilla_Tiradores_Guerrilla"	450
"default"	"light_infantry"	"Inf_Skirm_Spanish_Tiradores_de_Cantabria_Guerrilla"	450
"default"	"missile_cavalry"	"Mounted_Inf_Spanish_Voluntarios_Madrid_Guerrilla"	350
"default"	"artillery"	"Art_Horse_Spanish_6_lber"	600
"default"	"heavy_cavalry"	"Cav_Heavy_French_Empress_Dragoons"	900
"default"	"light_cavalry"	"Cav_Lancer_French_Dutch_Guard_Lancers"	900
"default"	"light_cavalry"	"Cav_Lancer_French_Polish_Guard_Lancers"	900
"default"	"light_cavalry"	"Cav_Light_French_Guard_Chasseurs_a_Cheval"	900
"default"	"light_cavalry"	"Cav_Light_Prussian_Life_Hussars"	900
"default"	"light_cavalry"	"Cav_Light_Russian_Lifeguard_Hussars"	900
"default"	"light_cavalry"	"Cav_Light_Prussian_Luetzows_Freicorps"	900
"default"	"main_infantry"	"Inf_Elite_British_Coldstream_Guards"	900
"default"	"main_infantry"	"Inf_Elite_French_Dutch_Grenadiers"	900
"default"	"main_infantry"	"Inf_Elite_French_Guard_Seamen"	900
"default"	"main_infantry"	"Inf_Elite_Russian_Semenovski_Lifeguard"	900
"default"	"main_infantry"	"Inf_Line_Austrian_Archduke_Charles_Legion"	800
"default"	"light_infantry"	"Inf_Light_Spanish_Guerilla_Cazadores_Guerrilla"	550
"default"	"light_cavalry"	"Cav_Light_Spanish_Guerilla_Husares_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Light_Spanish_Husares_Burgos_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Light_Spanish_Husares_de_Cantabria_Guerrilla"	450
