version 1, schema ancillary_included_subcultures_tables
Ancillary_IDRef(string)	Subculture(string)
"Anc_Fiddler"	"sc_egy_european"
"Anc_Fiddler"	"sc_european_east"
"Anc_Fiddler"	"sc_european_north"
"Anc_Fiddler"	"sc_european_south"
"Anc_Fiddler"	"sc_european_west"
"Anc_Financier"	"sc_egy_european"
"Anc_Financier"	"sc_european_east"
"Anc_Financier"	"sc_european_north"
"Anc_Financier"	"sc_european_south"
"Anc_Financier"	"sc_european_west"
"Anc_Gen_Supply_Agent"	"sc_egy_european"
"Anc_Gen_Supply_Agent"	"sc_european_east"
"Anc_Gen_Supply_Agent"	"sc_european_north"
"Anc_Gen_Supply_Agent"	"sc_european_south"
"Anc_Gen_Supply_Agent"	"sc_european_west"
"Anc_Gov_Cryptographer"	"sc_egy_european"
"Anc_Gov_Cryptographer"	"sc_egy_middle_east"
"Anc_Gov_Cryptographer"	"sc_european_east"
"Anc_Gov_Cryptographer"	"sc_european_north"
"Anc_Gov_Cryptographer"	"sc_european_south"
"Anc_Gov_Cryptographer"	"sc_european_west"
"Anc_Gov_Cryptographer"	"sc_mideast_islamic"
"Anc_Gov_Customs_Officer"	"sc_egy_european"
"Anc_Gov_Customs_Officer"	"sc_european_east"
"Anc_Gov_Customs_Officer"	"sc_european_north"
"Anc_Gov_Customs_Officer"	"sc_european_south"
"Anc_Gov_Customs_Officer"	"sc_european_west"
"Anc_Gov_Gardener_Royal"	"sc_egy_european"
"Anc_Gov_Gardener_Royal"	"sc_european_east"
"Anc_Gov_Gardener_Royal"	"sc_european_north"
"Anc_Gov_Gardener_Royal"	"sc_european_south"
"Anc_Gov_Gardener_Royal"	"sc_european_west"
"Anc_Gov_Metropolitan"	"sc_european_east"
"Anc_Gov_Scandal_Writer"	"sc_european_north"
"Anc_Gov_Scandal_Writer"	"sc_european_south"
"Anc_Gov_Scandal_Writer"	"sc_european_west"
"Anc_Gov_Taxman_Crook"	"sc_egy_european"
"Anc_Gov_Taxman_Crook"	"sc_european_east"
"Anc_Gov_Taxman_Crook"	"sc_european_north"
"Anc_Gov_Taxman_Crook"	"sc_european_south"
"Anc_Gov_Taxman_Crook"	"sc_european_west"
"Anc_Gov_Taxman_Honest"	"sc_egy_european"
"Anc_Gov_Taxman_Honest"	"sc_european_east"
"Anc_Gov_Taxman_Honest"	"sc_european_north"
"Anc_Gov_Taxman_Honest"	"sc_european_south"
"Anc_Gov_Taxman_Honest"	"sc_european_west"
"Anc_Gov_Thieftaker_Honest"	"sc_egy_european"
"Anc_Gov_Thieftaker_Honest"	"sc_european_east"
"Anc_Gov_Thieftaker_Honest"	"sc_european_north"
"Anc_Gov_Thieftaker_Honest"	"sc_european_south"
"Anc_Gov_Thieftaker_Honest"	"sc_european_west"
"Anc_Gov_Trader_Merchant"	"sc_egy_european"
"Anc_Gov_Trader_Merchant"	"sc_european_east"
"Anc_Gov_Trader_Merchant"	"sc_european_north"
"Anc_Gov_Trader_Merchant"	"sc_european_south"
"Anc_Gov_Trader_Merchant"	"sc_european_west"
"Anc_Gov_Trader_Monopolist"	"sc_egy_european"
"Anc_Gov_Trader_Monopolist"	"sc_european_east"
"Anc_Gov_Trader_Monopolist"	"sc_european_north"
"Anc_Gov_Trader_Monopolist"	"sc_european_south"
"Anc_Gov_Trader_Monopolist"	"sc_european_west"
"Anc_Gov_Trader_Ottoman"	"sc_egy_european"
"Anc_Gov_Trader_Ottoman"	"sc_european_east"
"Anc_Gov_Trader_Ottoman"	"sc_european_north"
"Anc_Gov_Trader_Ottoman"	"sc_european_south"
"Anc_Gov_Trader_Ottoman"	"sc_european_west"
"Anc_Gov_Trader_Stock"	"sc_egy_european"
"Anc_Gov_Trader_Stock"	"sc_european_east"
"Anc_Gov_Trader_Stock"	"sc_european_north"
"Anc_Gov_Trader_Stock"	"sc_european_south"
"Anc_Gov_Trader_Stock"	"sc_european_west"
"Anc_Governess"	"sc_egy_european"
"Anc_Governess"	"sc_european_east"
"Anc_Governess"	"sc_european_north"
"Anc_Governess"	"sc_european_south"
"Anc_Governess"	"sc_european_west"
"Anc_Grand_Tourist"	"sc_egy_european"
"Anc_Grand_Tourist"	"sc_european_east"
"Anc_Grand_Tourist"	"sc_european_north"
"Anc_Grand_Tourist"	"sc_european_south"
"Anc_Grand_Tourist"	"sc_european_west"
"Anc_Grizzled_Old_Sergeant"	"sc_egy_european"
"Anc_Grizzled_Old_Sergeant"	"sc_european_east"
"Anc_Grizzled_Old_Sergeant"	"sc_european_north"
"Anc_Grizzled_Old_Sergeant"	"sc_european_south"
"Anc_Grizzled_Old_Sergeant"	"sc_european_west"
"Anc_Gunsmith"	"sc_egy_european"
"Anc_Gunsmith"	"sc_european_east"
"Anc_Gunsmith"	"sc_european_north"
"Anc_Gunsmith"	"sc_european_south"
"Anc_Gunsmith"	"sc_european_west"
"Anc_Hack"	"sc_egy_european"
"Anc_Hack"	"sc_european_west"
"Anc_Heroic_Saviour"	"sc_egy_european"
"Anc_Heroic_Saviour"	"sc_european_east"
"Anc_Heroic_Saviour"	"sc_european_north"
"Anc_Heroic_Saviour"	"sc_european_south"
"Anc_Heroic_Saviour"	"sc_european_west"
"Anc_Highland_Servant"	"sc_egy_european"
"Anc_Highland_Servant"	"sc_european_west"
"Anc_Highlander"	"sc_egy_european"
"Anc_Highlander"	"sc_european_east"
"Anc_Highlander"	"sc_european_north"
"Anc_Highlander"	"sc_european_south"
"Anc_Highlander"	"sc_european_west"
"Anc_Impoverished_Nephew"	"sc_egy_european"
"Anc_Impoverished_Nephew"	"sc_european_east"
"Anc_Impoverished_Nephew"	"sc_european_north"
"Anc_Impoverished_Nephew"	"sc_european_south"
"Anc_Impoverished_Nephew"	"sc_european_west"
"Anc_Instrument_Maker"	"sc_egy_european"
"Anc_Instrument_Maker"	"sc_european_east"
"Anc_Instrument_Maker"	"sc_european_north"
"Anc_Instrument_Maker"	"sc_european_south"
"Anc_Instrument_Maker"	"sc_european_west"
"Anc_Islam_Alchemist"	"sc_egy_middle_east"
"Anc_Islam_Alchemist"	"sc_mideast_islamic"
"Anc_Islam_Alim"	"sc_egy_middle_east"
"Anc_Islam_Alim"	"sc_mideast_islamic"
"Anc_Islam_Astronomer"	"sc_egy_middle_east"
"Anc_Islam_Astronomer"	"sc_mideast_islamic"
"Anc_Islam_Brahmin"	"sc_egy_middle_east"
"Anc_Islam_Brahmin"	"sc_mideast_islamic"
"Anc_Islam_Convert"	"sc_egy_middle_east"
"Anc_Islam_Convert"	"sc_mideast_islamic"
"Anc_Islam_Corsair"	"sc_egy_middle_east"
"Anc_Islam_Corsair"	"sc_mideast_islamic"
"Anc_Islam_Darwis"	"sc_egy_middle_east"
"Anc_Islam_Darwis"	"sc_mideast_islamic"
"Anc_Islam_Fighter"	"sc_egy_middle_east"
"Anc_Islam_Fighter"	"sc_mideast_islamic"
"Anc_Islam_Heretic"	"sc_egy_middle_east"
"Anc_Islam_Heretic"	"sc_mideast_islamic"
"Anc_Islam_Judge"	"sc_egy_middle_east"
"Anc_Islam_Judge"	"sc_mideast_islamic"
"Anc_Islam_Legal_Scholar_1"	"sc_egy_middle_east"
"Anc_Islam_Legal_Scholar_1"	"sc_mideast_islamic"
"Anc_Islam_Legal_Scholar_2"	"sc_egy_middle_east"
"Anc_Islam_Legal_Scholar_2"	"sc_mideast_islamic"
"Anc_Islam_Physician"	"sc_egy_middle_east"
"Anc_Islam_Physician"	"sc_mideast_islamic"
"Anc_Islam_Pious_Man"	"sc_egy_middle_east"
"Anc_Islam_Pious_Man"	"sc_mideast_islamic"
"Anc_Islam_Preacher"	"sc_egy_middle_east"
"Anc_Islam_Preacher"	"sc_mideast_islamic"
"Anc_Islam_Protector"	"sc_egy_middle_east"
"Anc_Islam_Protector"	"sc_mideast_islamic"
"Anc_Islam_Scholar"	"sc_egy_middle_east"
"Anc_Islam_Scholar"	"sc_mideast_islamic"
"Anc_Islam_Sufi"	"sc_egy_middle_east"
"Anc_Islam_Sufi"	"sc_mideast_islamic"
"Anc_Islam_Sufi_Teacher"	"sc_egy_middle_east"
"Anc_Islam_Sufi_Teacher"	"sc_mideast_islamic"
"Anc_Islamic_Turncoat"	"sc_egy_european"
"Anc_Islamic_Turncoat"	"sc_mideast_islamic"
"Anc_Journalist_Honest"	"sc_egy_european"
"Anc_Journalist_Honest"	"sc_european_east"
"Anc_Journalist_Honest"	"sc_european_north"
"Anc_Journalist_Honest"	"sc_european_south"
"Anc_Journalist_Honest"	"sc_european_west"
"Anc_Judge_Bent"	"sc_egy_european"
"Anc_Judge_Bent"	"sc_european_east"
"Anc_Judge_Bent"	"sc_european_north"
"Anc_Judge_Bent"	"sc_european_south"
"Anc_Judge_Bent"	"sc_european_west"
"Anc_Judge_Honest"	"sc_egy_european"
"Anc_Judge_Honest"	"sc_european_east"
"Anc_Judge_Honest"	"sc_european_north"
"Anc_Judge_Honest"	"sc_european_south"
"Anc_Judge_Honest"	"sc_european_west"
"Anc_Justice_of_the_Peace"	"sc_egy_european"
"Anc_Justice_of_the_Peace"	"sc_european_east"
"Anc_Justice_of_the_Peace"	"sc_european_north"
"Anc_Justice_of_the_Peace"	"sc_european_south"
"Anc_Justice_of_the_Peace"	"sc_european_west"
"Anc_Lapdog"	"sc_egy_european"
"Anc_Lapdog"	"sc_european_east"
"Anc_Lapdog"	"sc_european_north"
"Anc_Lapdog"	"sc_european_south"
"Anc_Lapdog"	"sc_european_west"
"Anc_Lawyer"	"sc_egy_european"
"Anc_Lawyer"	"sc_european_east"
"Anc_Lawyer"	"sc_european_north"
"Anc_Lawyer"	"sc_european_south"
"Anc_Lawyer"	"sc_european_west"
"Anc_Lawyer_Bent"	"sc_egy_european"
"Anc_Lawyer_Bent"	"sc_european_east"
"Anc_Lawyer_Bent"	"sc_european_north"
"Anc_Lawyer_Bent"	"sc_european_south"
"Anc_Lawyer_Bent"	"sc_european_west"
"Anc_Lawyer_Honest"	"sc_egy_european"
"Anc_Lawyer_Honest"	"sc_european_east"
"Anc_Lawyer_Honest"	"sc_european_north"
"Anc_Lawyer_Honest"	"sc_european_south"
"Anc_Lawyer_Honest"	"sc_european_west"
"Anc_Macaroni"	"sc_egy_european"
"Anc_Macaroni"	"sc_european_south"
"Anc_Macaroni"	"sc_european_west"
"Anc_Magic_Cucumber"	"sc_egy_european"
"Anc_Magic_Cucumber"	"sc_european_east"
"Anc_Magic_Cucumber"	"sc_european_north"
"Anc_Magic_Cucumber"	"sc_european_south"
"Anc_Magic_Cucumber"	"sc_european_west"
"Anc_Manufacturing_Genius"	"sc_egy_european"
"Anc_Manufacturing_Genius"	"sc_european_east"
"Anc_Manufacturing_Genius"	"sc_european_north"
"Anc_Manufacturing_Genius"	"sc_european_south"
"Anc_Manufacturing_Genius"	"sc_european_west"
"Anc_Master_Gunner"	"sc_egy_european"
"Anc_Master_Gunner"	"sc_european_east"
"Anc_Master_Gunner"	"sc_european_north"
"Anc_Master_Gunner"	"sc_european_south"
"Anc_Master_Gunner"	"sc_european_west"
"Anc_Master_of_the_Dockyards"	"sc_egy_european"
"Anc_Master_of_the_Dockyards"	"sc_european_east"
"Anc_Master_of_the_Dockyards"	"sc_european_north"
"Anc_Master_of_the_Dockyards"	"sc_european_south"
"Anc_Master_of_the_Dockyards"	"sc_european_west"
"Anc_Master_of_the_Hunt"	"sc_egy_european"
"Anc_Master_of_the_Hunt"	"sc_european_east"
"Anc_Master_of_the_Hunt"	"sc_european_north"
"Anc_Master_of_the_Hunt"	"sc_european_south"
"Anc_Master_of_the_Hunt"	"sc_european_west"
"Anc_Master_of_the_Stables"	"sc_egy_european"
"Anc_Master_of_the_Stables"	"sc_european_east"
"Anc_Master_of_the_Stables"	"sc_european_north"
"Anc_Master_of_the_Stables"	"sc_european_south"
"Anc_Master_of_the_Stables"	"sc_european_west"
"Anc_Military_Engineer"	"sc_egy_european"
"Anc_Military_Engineer"	"sc_european_east"
"Anc_Military_Engineer"	"sc_european_north"
"Anc_Military_Engineer"	"sc_european_south"
"Anc_Military_Engineer"	"sc_european_west"
"Anc_Military_Expert_NOT"	"sc_egy_european"
"Anc_Military_Expert_NOT"	"sc_european_east"
"Anc_Military_Expert_NOT"	"sc_european_north"
"Anc_Military_Expert_NOT"	"sc_european_south"
"Anc_Military_Expert_NOT"	"sc_european_west"
"Anc_Military_Secretary"	"sc_egy_european"
"Anc_Military_Secretary"	"sc_european_east"
"Anc_Military_Secretary"	"sc_european_north"
"Anc_Military_Secretary"	"sc_european_south"
"Anc_Military_Secretary"	"sc_european_west"
"Anc_Mistress_Corrupt"	"sc_egy_european"
"Anc_Mistress_Corrupt"	"sc_european_east"
"Anc_Mistress_Corrupt"	"sc_european_north"
"Anc_Mistress_Corrupt"	"sc_european_south"
"Anc_Mistress_Corrupt"	"sc_european_west"
"Anc_Mistress_Court_1"	"sc_egy_european"
"Anc_Mistress_Court_1"	"sc_european_east"
"Anc_Mistress_Court_1"	"sc_european_north"
"Anc_Mistress_Court_1"	"sc_european_south"
"Anc_Mistress_Court_1"	"sc_european_west"
"Anc_Mistress_Indiscreet"	"sc_egy_european"
"Anc_Mistress_Indiscreet"	"sc_european_east"
"Anc_Mistress_Indiscreet"	"sc_european_north"
"Anc_Mistress_Indiscreet"	"sc_european_south"
"Anc_Mistress_Indiscreet"	"sc_european_west"
"Anc_Mistress_Minion"	"sc_egy_european"
"Anc_Mistress_Minion"	"sc_european_east"
"Anc_Mistress_Minion"	"sc_european_north"
"Anc_Mistress_Minion"	"sc_european_south"
"Anc_Mistress_Minion"	"sc_european_west"
"Anc_Mistress_Officers_Wife"	"sc_egy_european"
"Anc_Mistress_Officers_Wife"	"sc_european_east"
"Anc_Mistress_Officers_Wife"	"sc_european_north"
"Anc_Mistress_Officers_Wife"	"sc_european_south"
"Anc_Mistress_Officers_Wife"	"sc_european_west"
"Anc_Mistress_Strumpet"	"sc_egy_european"
"Anc_Mistress_Strumpet"	"sc_european_east"
"Anc_Mistress_Strumpet"	"sc_european_north"
"Anc_Mistress_Strumpet"	"sc_european_south"
"Anc_Mistress_Strumpet"	"sc_european_west"
"Anc_Mistress_Waif"	"sc_egy_european"
"Anc_Mistress_Waif"	"sc_european_east"
"Anc_Mistress_Waif"	"sc_european_north"
"Anc_Mistress_Waif"	"sc_european_south"
"Anc_Mistress_Waif"	"sc_european_west"
"Anc_Mohock"	"sc_egy_european"
"Anc_Mohock"	"sc_european_west"
"Anc_Moonstone"	"sc_egy_european"
"Anc_Moonstone"	"sc_egy_middle_east"
"Anc_Moonstone"	"sc_european_east"
"Anc_Moonstone"	"sc_european_north"
"Anc_Moonstone"	"sc_european_south"
"Anc_Moonstone"	"sc_european_west"
"Anc_Moonstone"	"sc_mideast_islamic"
"Anc_Mother_Abbess"	"sc_egy_european"
"Anc_Mother_Abbess"	"sc_european_east"
"Anc_Mother_Abbess"	"sc_european_north"
"Anc_Mother_Abbess"	"sc_european_south"
"Anc_Mother_Abbess"	"sc_european_west"
"Anc_Natural_Philosopher"	"sc_egy_european"
"Anc_Natural_Philosopher"	"sc_european_east"
"Anc_Natural_Philosopher"	"sc_european_north"
"Anc_Natural_Philosopher"	"sc_european_south"
"Anc_Natural_Philosopher"	"sc_european_west"
"Anc_Naval_Secretary"	"sc_egy_european"
"Anc_Naval_Secretary"	"sc_european_east"
"Anc_Naval_Secretary"	"sc_european_north"
"Anc_Naval_Secretary"	"sc_european_south"
"Anc_Naval_Secretary"	"sc_european_west"
"Anc_Naval_Surveyor"	"sc_egy_european"
"Anc_Naval_Surveyor"	"sc_european_east"
"Anc_Naval_Surveyor"	"sc_european_north"
"Anc_Naval_Surveyor"	"sc_european_south"
"Anc_Naval_Surveyor"	"sc_european_west"
"Anc_Navigator"	"sc_egy_european"
"Anc_Navigator"	"sc_european_east"
"Anc_Navigator"	"sc_european_north"
"Anc_Navigator"	"sc_european_south"
"Anc_Navigator"	"sc_european_west"
"Anc_Navy_Seaman_Able"	"sc_egy_european"
"Anc_Navy_Seaman_Able"	"sc_european_east"
"Anc_Navy_Seaman_Able"	"sc_european_north"
"Anc_Navy_Seaman_Able"	"sc_european_south"
"Anc_Navy_Seaman_Able"	"sc_european_west"
"Anc_Nobleman_Debauched"	"sc_egy_european"
"Anc_Nobleman_Debauched"	"sc_european_east"
"Anc_Nobleman_Debauched"	"sc_european_north"
"Anc_Nobleman_Debauched"	"sc_european_south"
"Anc_Nobleman_Debauched"	"sc_european_west"
"Anc_Nobleman_Exile"	"sc_egy_european"
"Anc_Nobleman_Exile"	"sc_european_east"
"Anc_Nobleman_Exile"	"sc_european_north"
"Anc_Nobleman_Exile"	"sc_european_south"
"Anc_Nobleman_Exile"	"sc_european_west"
"Anc_Nobleman_Louche"	"sc_egy_european"
"Anc_Nobleman_Louche"	"sc_european_east"
"Anc_Nobleman_Louche"	"sc_european_north"
"Anc_Nobleman_Louche"	"sc_european_south"
"Anc_Nobleman_Louche"	"sc_european_west"
"Anc_Order_Austria"	"sc_european_west"
"Anc_Order_Denmark"	"sc_egy_european"
"Anc_Order_Denmark"	"sc_european_north"
"Anc_Order_England"	"sc_egy_european"
"Anc_Order_England"	"sc_european_west"
"Anc_Order_France_1"	"sc_egy_european"
"Anc_Order_France_1"	"sc_european_west"
"Anc_Order_France_2"	"sc_egy_european"
"Anc_Order_France_2"	"sc_european_west"
"Anc_Order_Holland"	"sc_european_west"
"Anc_Order_Ottoman"	"sc_egy_middle_east"
"Anc_Order_Ottoman"	"sc_mideast_islamic"
"Anc_Order_Poland"	"sc_european_east"
"Anc_Order_Prussia_1"	"sc_european_north"
"Anc_Order_Prussia_2"	"sc_european_north"
"Anc_Order_Russia"	"sc_european_east"
"Anc_Order_Scotland"	"sc_egy_european"
"Anc_Order_Scotland"	"sc_european_west"
"Anc_Order_Spain"	"sc_european_south"
"Anc_Order_Sweden_1"	"sc_european_north"
"Anc_Order_Sweden_2"	"sc_european_north"
"Anc_Order_Sweden_3"	"sc_european_north"
"Anc_Order_US"	"sc_european_america"
"Anc_Ottoman_Interpreter"	"sc_egy_middle_east"
"Anc_Ottoman_Interpreter"	"sc_mideast_islamic"
"Anc_Overseer_of_Works"	"sc_egy_european"
"Anc_Overseer_of_Works"	"sc_european_east"
"Anc_Overseer_of_Works"	"sc_european_north"
"Anc_Overseer_of_Works"	"sc_european_south"
"Anc_Overseer_of_Works"	"sc_european_west"
"Anc_Pet_Dog"	"sc_egy_european"
"Anc_Pet_Dog"	"sc_egy_middle_east"
"Anc_Pet_Dog"	"sc_european_east"
"Anc_Pet_Dog"	"sc_european_north"
"Anc_Pet_Dog"	"sc_european_south"
"Anc_Pet_Dog"	"sc_european_west"
"Anc_Pet_Dog"	"sc_mideast_islamic"
"Anc_Physician_Euro"	"sc_egy_european"
"Anc_Physician_Euro"	"sc_european_east"
"Anc_Physician_Euro"	"sc_european_north"
"Anc_Physician_Euro"	"sc_european_south"
"Anc_Physician_Euro"	"sc_european_west"
"Anc_Pilot"	"sc_egy_european"
"Anc_Pilot"	"sc_european_east"
"Anc_Pilot"	"sc_european_north"
"Anc_Pilot"	"sc_european_south"
"Anc_Pilot"	"sc_european_west"
"Anc_Piper"	"sc_egy_european"
"Anc_Piper"	"sc_european_east"
"Anc_Piper"	"sc_european_north"
"Anc_Piper"	"sc_european_south"
"Anc_Piper"	"sc_european_west"
"Anc_Press_Gang_Captain"	"sc_egy_european"
"Anc_Press_Gang_Captain"	"sc_european_east"
"Anc_Press_Gang_Captain"	"sc_european_north"
"Anc_Press_Gang_Captain"	"sc_european_south"
"Anc_Press_Gang_Captain"	"sc_european_west"
"Anc_Priest_Defrocked"	"sc_egy_european"
"Anc_Priest_Defrocked"	"sc_european_east"
"Anc_Priest_Defrocked"	"sc_european_north"
"Anc_Priest_Defrocked"	"sc_european_south"
"Anc_Priest_Defrocked"	"sc_european_west"
"Anc_Priest_Disgraced"	"sc_egy_european"
"Anc_Priest_Disgraced"	"sc_european_east"
"Anc_Priest_Disgraced"	"sc_european_north"
"Anc_Priest_Disgraced"	"sc_european_south"
"Anc_Priest_Disgraced"	"sc_european_west"
"Anc_Rakehell"	"sc_egy_european"
"Anc_Rakehell"	"sc_european_east"
"Anc_Rakehell"	"sc_european_north"
"Anc_Rakehell"	"sc_european_south"
"Anc_Rakehell"	"sc_european_west"
"Anc_Research_Cabinet"	"sc_egy_european"
"Anc_Research_Cabinet"	"sc_european_east"
"Anc_Research_Cabinet"	"sc_european_north"
