version 2, schema campaign_map_tooltips_tables, guid eb014d73-e009-4ffc-931c-ec952d125aad
Unknown1(string)	tooltip_ID(string)	unknown3(optstring)	unknown4(optstring)
"army_must_break_siege"	"non_player_port_unoccupied"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_capital"	"tltip_right_clk_besiege_city"	"tltip_besiege_city_to_own_it_destroy_or_nurture"
"army_must_break_siege"	"non_player_region_specialty_artisans"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_gold_mining"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_holy_site"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_horses"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_iron_gem"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_iron_mining"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_isolated_hamlet_gem"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_naval_tradition"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_ninja"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_philosophical_trad"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_prime_forest"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_silk_gem"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_smithing"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_state_academy_gem"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_stone"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_trade_hamlet_gem"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_region_specialty_wood_gem"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_resource"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_town"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"non_player_university"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"player_army"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"player_army_can_ambush"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"player_fort"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"player_navy"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"player_port"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"player_region_capital"	"tltip_must_break_siege_to_issue_order"	nil
"army_must_break_siege"	"player_region_specialty_artisans"	"tltip_left_clk_select"	"tltip_about_province_specialities_crafts_player"
"army_must_break_siege"	"player_region_specialty_gold_mining"	"tltip_left_clk_select"	"tltip_about_province_specialities_gold_player"
"army_must_break_siege"	"player_region_specialty_holy_site"	"tltip_left_clk_select"	"tltip_about_province_specialities_holy_player"
"army_must_break_siege"	"player_region_specialty_horses"	"tltip_left_clk_select"	"tltip_about_province_specialities_horses_player"
"army_must_break_siege"	"player_region_specialty_iron_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_iron_player_gem"
"army_must_break_siege"	"player_region_specialty_iron_mining"	"tltip_left_clk_select"	"tltip_about_province_specialities_iron_player"
"army_must_break_siege"	"player_region_specialty_isolated_hamlet_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_isolated_hamlet_player_gem"
"army_must_break_siege"	"player_region_specialty_naval_tradition"	"tltip_left_clk_select"	"tltip_about_province_specialities_ships_player"
"army_must_break_siege"	"player_region_specialty_ninja"	"tltip_left_clk_select"	"tltip_about_province_specialities_ninjas_player"
"army_must_break_siege"	"player_region_specialty_philosophical_tradition"	"tltip_left_clk_select"	"tltip_about_province_specialities_research_player"
"army_must_break_siege"	"player_region_specialty_prime_forest"	"tltip_left_clk_select"	"tltip_about_province_specialities_wood_player"
"army_must_break_siege"	"player_region_specialty_silk_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_silk_player_gem"
"army_must_break_siege"	"player_region_specialty_smithing"	"tltip_left_clk_select"	"tltip_about_province_specialities_weapons_player"
"army_must_break_siege"	"player_region_specialty_state_academy_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_state_academy_player_gem"
"army_must_break_siege"	"player_region_specialty_stone"	"tltip_left_clk_select"	"tltip_about_province_specialities_stone_player"
"army_must_break_siege"	"player_region_specialty_trade_hamlet_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_trade_hamlet_player_gem"
"army_must_break_siege"	"player_region_specialty_wood_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_wood_player_gem"
"army_must_break_siege"	"player_resource"	"tltip_right_clk_enter"	nil
"army_must_break_siege"	"player_town"	"tltip_right_clk_enter_town"	nil
"army_must_break_siege"	"player_university"	"tltip_right_clk_enter_town"	nil
"army"	"land_can_disembark"	"tltip_right_clk_move"	nil
"army"	"land_can_disembark_can_ambush"	"tltip_right_clk_move"	"tltip_army_can_lay_ambush_here"
"army"	"land_cannot_disembark"	"tltip_right_clk_move"	nil
"army"	"land_cannot_disembark_can_ambush"	"tltip_right_clk_move"	"tltip_army_can_lay_ambush_here"
"army"	"non_player_army"	"tltip_right_clk_attack_target"	"tltip_size_of_army_displayed_on_flag"
"army"	"non_player_land_trade_route"	"tltip_right_clk_move"	nil
"army"	"non_player_navy_at_sea"	"tltip_army_cannot_attack_navy"	nil
"army"	"non_player_navy_in_port"	"tltip_right_clk_attack_port"	"tltip_attack_enemy_port_to_cause_damage"
"army"	"non_player_port_occupied"	"tltip_right_clk_attack_port"	"tltip_attack_enemy_port_to_cause_damage"
"army"	"non_player_port_unoccupied"	"tltip_right_clk_attack_port"	"tltip_attack_enemy_port_to_cause_damage"
"army"	"non_player_region_capital"	"tltip_right_clk_besiege_city"	"tltip_besiege_city_to_own_it_destroy_or_nurture"
"army"	"non_player_region_specialty_artisans"	"tltip_right_click_attack"	"tltip_about_province_specialities_crafts_non_player"
"army"	"non_player_region_specialty_gold_mining"	"tltip_right_click_attack"	"tltip_about_province_specialities_gold_non_player"
"army"	"non_player_region_specialty_holy_site"	"tltip_right_click_attack"	"tltip_about_province_specialities_holy_non_player"
"army"	"non_player_region_specialty_horses"	"tltip_right_click_attack"	"tltip_about_province_specialities_horses_non_player"
"army"	"non_player_region_specialty_iron_gem"	"tltip_right_click_attack"	"tltip_about_province_specialities_iron_non_player_gem"
"army"	"non_player_region_specialty_iron_mining"	"tltip_right_click_attack"	"tltip_about_province_specialities_iron_non_player"
"army"	"non_player_region_specialty_isolated_hamlet_gem"	"tltip_right_click_attack"	"tltip_about_province_specialities_isolated_hamlet_non_player_gem"
"army"	"non_player_region_specialty_naval_tradition"	"tltip_right_click_attack"	"tltip_about_province_specialities_ships_non_player"
"army"	"non_player_region_specialty_ninja"	"tltip_right_click_attack"	"tltip_about_province_specialities_ninjas_non_player"
"army"	"non_player_region_specialty_philosophical_trad"	"tltip_right_click_attack"	"tltip_about_province_specialities_research_non_player"
"army"	"non_player_region_specialty_prime_forest"	"tltip_right_click_attack"	"tltip_about_province_specialities_wood_non_player"
"army"	"non_player_region_specialty_silk_gem"	"tltip_right_click_attack"	"tltip_about_province_specialities_silk_non_player_gem"
"army"	"non_player_region_specialty_smithing"	"tltip_right_click_attack"	"tltip_about_province_specialities_weapons_non_player"
"army"	"non_player_region_specialty_state_academy_gem"	"tltip_right_click_attack"	"tltip_about_province_specialities_state_academy_non_player_gem"
"army"	"non_player_region_specialty_stone"	"tltip_right_click_attack"	"province_specialities_stone_non_player"
"army"	"non_player_region_specialty_trade_hamlet_gem"	"tltip_right_click_attack"	"tltip_about_province_specialities_trade_hamlet_non_player_gem"
"army"	"non_player_region_specialty_wood_gem"	"tltip_right_click_attack"	"tltip_about_province_specialities_wood_non_player_gem"
"army"	"non_player_resource"	"tltip_right_click_attack"	"tltip_attack_this_resource_to_cause_damage"
"army"	"non_player_town"	"tltip_right_click_attack"	"tltip_attack_this_town_to_cause_damage"
"army"	"player_army"	"tltip_right_clk_merge_armies"	"tltip_merge_armies_to_improve_armies"
"army"	"player_army_can_ambush"	"tltip_right_clk_merge_armies"	"tltip_merge_armies_to_improve_armies"
"army"	"player_navy"	"tltip_right_clk_embark"	"tltip_ships_speed_up_armies_movement_along_coast"
"army"	"player_port"	"tltip_right_clk_enter_port"	"tltip_ships_speed_up_armies_movement_along_coast"
"army"	"player_region_capital"	"tltip_right_clk_garrison"	"tltip_garrison_army_for_protection_and_public_order"
"army"	"player_region_specialty_artisans"	"tltip_left_clk_select"	"tltip_about_province_specialities_crafts_player"
"army"	"player_region_specialty_gold_mining"	"tltip_left_clk_select"	"tltip_about_province_specialities_gold_player"
"army"	"player_region_specialty_holy_site"	"tltip_left_clk_select"	"tltip_about_province_specialities_holy_player"
"army"	"player_region_specialty_horses"	"tltip_left_clk_select"	"tltip_about_province_specialities_horses_player"
"army"	"player_region_specialty_iron_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_iron_player_gem"
"army"	"player_region_specialty_iron_mining"	"tltip_left_clk_select"	"tltip_about_province_specialities_iron_player"
"army"	"player_region_specialty_isolated_hamlet_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_isolated_hamlet_player_gem"
"army"	"player_region_specialty_naval_tradition"	"tltip_left_clk_select"	"tltip_about_province_specialities_ships_player"
"army"	"player_region_specialty_ninja"	"tltip_left_clk_select"	"tltip_about_province_specialities_ninjas_player"
"army"	"player_region_specialty_philosophical_tradition"	"tltip_left_clk_select"	"tltip_about_province_specialities_research_player"
"army"	"player_region_specialty_prime_forest"	"tltip_left_clk_select"	"tltip_about_province_specialities_wood_player"
"army"	"player_region_specialty_silk_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_silk_player_gem"
"army"	"player_region_specialty_smithing"	"tltip_left_clk_select"	"tltip_about_province_specialities_weapons_player"
"army"	"player_region_specialty_state_academy_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_state_academy_player_gem"
"army"	"player_region_specialty_stone"	"tltip_left_clk_select"	"tltip_about_province_specialities_stone_player"
"army"	"player_region_specialty_trade_hamlet_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_trade_hamlet_player_gem"
"army"	"player_region_specialty_wood_gem"	"tltip_left_clk_select"	"tltip_about_province_specialities_wood_player_gem"
"army"	"player_resource"	"tltip_right_clk_enter"	nil
"army"	"player_town"	"tltip_right_clk_enter_town"	nil
"army"	"player_university"	"tltip_right_clk_enter_town"	nil
"boshin_geisha"	"boshin_ishin_shishi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_ishinshishi"
"boshin_geisha"	"boshin_shinobi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinobi"
"boshin_geisha"	"boshin_shinsengumi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinsengumi"
"boshin_geisha"	"boshin_veteran"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_veteran"
"boshin_geisha"	"land_can_disembark"	"tltip_right_clk_move"	nil
"boshin_geisha"	"land_can_disembark_can_ambush"	"tltip_right_clk_move"	nil
"boshin_geisha"	"land_cannot_disembark"	"tltip_right_clk_move"	nil
"boshin_geisha"	"non_player_army"	"tltip_right_clk_operate_against_target"	"tltip_non_player_army_boshin_geisha"
"boshin_geisha"	"non_player_boshin_geisha"	"tltip_right_clk_operate_against_target"	"tltip_boshin_geisha_attacks_boshin_geisha"
"boshin_geisha"	"non_player_boshin_ishin_shishi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_geisha_attacks_boshin_ishinshishi_prey"
"boshin_geisha"	"non_player_boshin_shinobi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_geisha_attacks_boshin_shinobi_nemesis"
"boshin_geisha"	"non_player_boshin_shinsengumi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_geisha_attacks_boshin_shinsengumi_prey"
"boshin_geisha"	"non_player_boshin_veteran"	"tltip_right_clk_operate_against_target"	"tltip_boshin_geisha_attacks_boshin_veteran"
"boshin_geisha"	"non_player_land_trade_route"	"tltip_right_clk_move"	nil
"boshin_geisha"	"non_player_navy_at_sea"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_geisha"	"non_player_navy_in_port"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_geisha"	"non_player_region_capital"	"tltip_right_clk_operate_against_target"	"tltip_non_player_town_boshin_geisha"
"boshin_geisha"	"non_player_town"	"tltip_agent_cannot_act_against_target"	nil
"boshin_geisha"	"player_army"	"tltip_right_clk_move_agent_into_army"	"tltip_player_army_boshin_geisha"
"boshin_geisha"	"player_navy"	"tltip_right_clk_embark"	nil
"boshin_geisha"	"player_region_capital"	"tltip_right_clk_enter_town"	"tltip_player_town_boshin_geisha"
"boshin_geisha"	"player_resource"	"tltip_left_clk_select"	nil
"boshin_ishin_shishi"	"boshin_geisha"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_geisha"
"boshin_ishin_shishi"	"boshin_shinobi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinobi"
"boshin_ishin_shishi"	"boshin_shinsengumi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinsengumi"
"boshin_ishin_shishi"	"boshin_veteran"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_veteran"
"boshin_ishin_shishi"	"land_can_disembark"	"tltip_right_clk_move"	nil
"boshin_ishin_shishi"	"land_can_disembark_can_ambush"	"tltip_right_clk_move"	nil
"boshin_ishin_shishi"	"land_cannot_disembark"	"tltip_right_clk_move"	nil
"boshin_ishin_shishi"	"non_player_army"	"tltip_right_clk_operate_against_target"	"tltip_non_player_army_boshin_ishinshishi"
"boshin_ishin_shishi"	"non_player_boshin_geisha"	"tltip_right_clk_operate_against_target"	"tltip_boshin_ishinshishi_attacks_boshin_geisha_nemesis"
"boshin_ishin_shishi"	"non_player_boshin_ishin_shishi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_ishinshishi_attacks_boshin_ishinshishi"
"boshin_ishin_shishi"	"non_player_boshin_shinobi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_ishinshishi_attacks_boshin_shinobi_prey"
"boshin_ishin_shishi"	"non_player_boshin_shinsengumi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_ishinshishi_attacks_boshin_shinsengumi_nemesis"
"boshin_ishin_shishi"	"non_player_boshin_veteran"	"tltip_right_clk_operate_against_target"	"tltip_boshin_ishinshishi_attacks_boshin_veteran_prey"
"boshin_ishin_shishi"	"non_player_land_trade_route"	"tltip_right_clk_move"	nil
"boshin_ishin_shishi"	"non_player_navy_at_sea"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_ishin_shishi"	"non_player_navy_in_port"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_ishin_shishi"	"non_player_region_capital"	"tltip_right_clk_operate_against_target"	"tltip_non_player_town_boshin_ishinshishi"
"boshin_ishin_shishi"	"non_player_town"	"tltip_agent_cannot_act_against_target"	nil
"boshin_ishin_shishi"	"player_army"	"tltip_right_clk_move_agent_into_army"	"tltip_player_army_boshin_ishinshishi"
"boshin_ishin_shishi"	"player_navy"	"tltip_right_clk_embark"	nil
"boshin_ishin_shishi"	"player_region_capital"	"tltip_right_clk_enter_town"	"tltip_player_town_boshin_ishinshishi"
"boshin_ishin_shishi"	"player_resource"	"tltip_left_clk_select"	nil
"boshin_shinobi"	"boshin_geisha"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_geisha"
"boshin_shinobi"	"boshin_ishin_shishi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_ishinshishi"
"boshin_shinobi"	"boshin_shinsengumi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinsengumi"
"boshin_shinobi"	"boshin_veteran"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_veteran"
"boshin_shinobi"	"land_can_disembark"	"tltip_right_clk_move"	nil
"boshin_shinobi"	"land_can_disembark_can_ambush"	"tltip_right_clk_move"	nil
"boshin_shinobi"	"land_cannot_disembark"	"tltip_right_clk_move"	nil
"boshin_shinobi"	"non_player_army"	"tltip_right_clk_operate_against_target"	"tltip_non_player_army_boshin_shinobi"
"boshin_shinobi"	"non_player_boshin_geisha"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinobi_attacks_boshin_geisha_prey"
"boshin_shinobi"	"non_player_boshin_ishin_shishi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinobi_attacks_boshin_ishinshishi_nemesis"
"boshin_shinobi"	"non_player_boshin_shinobi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinobi_attacks_boshin_shinobi"
"boshin_shinobi"	"non_player_boshin_shinsengumi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinobi_attacks_boshin_shinsengumi_nemesis"
"boshin_shinobi"	"non_player_boshin_veteran"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinobi_attacks_boshin_veteran"
"boshin_shinobi"	"non_player_land_trade_route"	"tltip_right_clk_move"	nil
"boshin_shinobi"	"non_player_navy_at_sea"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_shinobi"	"non_player_navy_in_port"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_shinobi"	"non_player_region_capital"	"tltip_right_clk_operate_against_target"	"tltip_non_player_town_boshin_shinobi"
"boshin_shinobi"	"non_player_town"	"tltip_right_clk_operate_against_target"	"tltip_non_player_town_boshin_shinobi"
"boshin_shinobi"	"player_army"	"tltip_right_clk_move_agent_into_army"	"tltip_player_army_boshin_shinobi"
"boshin_shinobi"	"player_navy"	"tltip_right_clk_embark"	nil
"boshin_shinobi"	"player_region_capital"	"tltip_right_clk_enter_town"	"tltip_player_town_boshin_shinobi"
"boshin_shinobi"	"player_resource"	"tltip_left_clk_select"	nil
"boshin_shinsengumi"	"boshin_geisha"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_geisha"
"boshin_shinsengumi"	"boshin_ishin_shishi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_ishinshishi"
"boshin_shinsengumi"	"boshin_shinobi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinobi"
"boshin_shinsengumi"	"boshin_veteran"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_veteran"
"boshin_shinsengumi"	"land_can_disembark"	"tltip_right_clk_move"	nil
"boshin_shinsengumi"	"land_can_disembark_can_ambush"	"tltip_right_clk_move"	nil
"boshin_shinsengumi"	"land_cannot_disembark"	"tltip_right_clk_move"	nil
"boshin_shinsengumi"	"non_player_army"	"tltip_right_clk_operate_against_target"	"tltip_non_player_army_boshin_shinsengumi"
"boshin_shinsengumi"	"non_player_boshin_geisha"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinsengumi_attacks_boshin_geisha_nemesis"
"boshin_shinsengumi"	"non_player_boshin_ishin_shishi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinsengumi_attacks_boshin_ishinshishi_prey"
"boshin_shinsengumi"	"non_player_boshin_shinobi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinsengumi_attacks_boshin_shinobi_prey"
"boshin_shinsengumi"	"non_player_boshin_shinsengumi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinsengumi_attacks_boshin_shinsengumi"
"boshin_shinsengumi"	"non_player_boshin_veteran"	"tltip_right_clk_operate_against_target"	"tltip_boshin_shinsengumi_attacks_boshin_veteran"
"boshin_shinsengumi"	"non_player_land_trade_route"	"tltip_right_clk_move"	nil
"boshin_shinsengumi"	"non_player_navy_at_sea"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_shinsengumi"	"non_player_navy_in_port"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_shinsengumi"	"non_player_region_capital"	"tltip_right_clk_operate_against_target"	"tltip_non_player_town_boshin_shinsengumi"
"boshin_shinsengumi"	"non_player_town"	"tltip_agent_cannot_act_against_target"	nil
"boshin_shinsengumi"	"player_army"	"tltip_right_clk_move_agent_into_army"	"tltip_player_army_boshin_shinsengumi"
"boshin_shinsengumi"	"player_navy"	"tltip_right_clk_embark"	nil
"boshin_shinsengumi"	"player_region_capital"	"tltip_right_clk_enter_town"	"tltip_player_town_boshin_shinsengumi"
"boshin_shinsengumi"	"player_resource"	"tltip_left_clk_select"	nil
"boshin_veteran"	"boshin_geisha"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_geisha"
"boshin_veteran"	"boshin_ishin_shishi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_ishinshishi"
"boshin_veteran"	"boshin_shinobi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinobi"
"boshin_veteran"	"boshin_shinsengumi"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_one_of_your_boshin_shinsengumi"
"boshin_veteran"	"land_can_disembark"	"tltip_right_clk_move"	nil
"boshin_veteran"	"land_can_disembark_can_ambush"	"tltip_right_clk_move"	nil
"boshin_veteran"	"land_cannot_disembark"	"tltip_right_clk_move"	nil
"boshin_veteran"	"non_player_army"	"tltip_right_clk_operate_against_target"	"tltip_non_player_army_boshin_veteran"
"boshin_veteran"	"non_player_boshin_geisha"	"tltip_right_clk_operate_against_target"	"tltip_boshin_veteran_attacks_boshin_geisha_nemesis"
"boshin_veteran"	"non_player_boshin_ishin_shishi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_veteran_attacks_boshin_ishinshishi_nemesis"
"boshin_veteran"	"non_player_boshin_shinobi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_veteran_attacks_boshin_shinobi"
"boshin_veteran"	"non_player_boshin_shinsengumi"	"tltip_right_clk_operate_against_target"	"tltip_boshin_veteran_attacks_boshin_shinsengumi"
"boshin_veteran"	"non_player_boshin_veteran"	"tltip_right_clk_operate_against_target"	"tltip_boshin_veteran_attacks_boshin_veteran"
"boshin_veteran"	"non_player_land_trade_route"	"tltip_right_clk_move"	nil
"boshin_veteran"	"non_player_navy_at_sea"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_veteran"	"non_player_navy_in_port"	"tltip_agent_cannot_act_against_fleets"	nil
"boshin_veteran"	"non_player_region_capital"	"tltip_right_clk_operate_against_target"	"tltip_non_player_town_boshin_veteran"
"boshin_veteran"	"non_player_town"	"tltip_left_clk_select_dbl_left_clk_open_details"	"tltip_non_player_town_boshin_veteran"
"boshin_veteran"	"player_army"	"tltip_right_clk_move_agent_into_army"	"tltip_player_army_boshin_veteran"
"boshin_veteran"	"player_navy"	"tltip_right_clk_embark"	nil
"boshin_veteran"	"player_region_capital"	"tltip_right_clk_enter_town"	"tltip_player_town_boshin_veteran"
"boshin_veteran"	"player_resource"	"tltip_left_clk_select"	nil
"geisha"	"land_can_disembark"	"tltip_right_clk_move"	nil
"geisha"	"land_can_disembark_can_ambush"	"tltip_right_clk_move"	nil
"geisha"	"land_cannot_disembark_can_ambush"	"tltip_right_clk_move"	nil
"geisha"	"non_player_army"	"tltip_right_clk_operate_against_target"	"tltip_assassinate_general"
"geisha"	"non_player_geisha"	"tltip_right_clk_assassinate"	"tltip_assassinate_geisha"
"geisha"	"non_player_ikko_monk"	"tltip_right_clk_assassinate"	"tltip_geisha_assassinate_missionary_preferred"
"geisha"	"non_player_land_trade_route"	"tltip_right_clk_move"	nil
"geisha"	"non_player_metsuke"	"tltip_right_clk_assassinate"	"tltip_geisha_assassinate_metsuke_nemesis"
"geisha"	"non_player_missionary"	"tltip_right_clk_assassinate"	"tltip_geisha_assassinate_missionary_preferred"
"geisha"	"non_player_monk"	"tltip_right_clk_assassinate"	"tltip_geisha_assassinate_missionary_preferred"
