version 1, schema campaign_ai_personality_junctions_tables
Campaign_Personality_IDRef(string)	Personality(string)	Magnitude(float)
"default"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	20
"default"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	20
"default"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	20
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_CAN_WIN_MULTIPLIER"	1.1
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_GROUP_INCREASED_MULTIPLIER"	1.3
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_GROUP_LOST_MULTIPLIER"	1
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_GROUP_MERGED_MULTIPLIER"	1.4
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_GROUP_NEW_MULTIPLIER"	1
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_GROUP_REDUCED_MULTIPLIER"	1.3
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_GROUP_SPLIT_MULTIPLIER"	1.4
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_INVADED_MULTIPLIER"	1.1
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_LOSS_CERTAIN_MULTIPLIER"	0.5
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_LOSS_LIKELY_MULTIPLIER"	0.9
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_LOSS_VERY_LIKELY_MULTIPLIER"	0.8
"default"	"COMPOSITE_VALUE_ANALYSER_REGION_OUTNUMBERS_MULTIPLIER"	1.1
"default"	"DEFENCE_AND_INVASION_FORCE_STRENGTH_ANALYSIS_INVASION_FORCE_DISCOUNT_PROPORTION_FOR_ADJUSTED"	75
"default"	"DEFENCE_AND_INVASION_FORCE_STRENGTH_ANALYSIS_MINIMUM_DEFENCE_FORCE_PROPORTION_FOR_ADJUSTED"	25
"default"	"DEFENCE_AND_INVASION_FORCE_STRENGTH_ANALYSIS_SUPPORT_FORCE_DISCOUNT_PROPORTION_FOR_ADJUSTED"	50
"default"	"DESIRE_BUFFER_ZONE_CLEAR_BUFFER_ZONE_BEHAVIOUR_ABOVE"	75
"default"	"DESIRE_BUFFER_ZONE_INVOKE_BUFFER_ZONE_BEHAVIOUR_BELOW"	40
"default"	"FACTIONAL_NONCACHING_ANALYSER_BADLY_LOSE_MINIMUM_WINNING_FORCE_MULTIPLIER_ARMIES"	0.6
"default"	"FACTIONAL_NONCACHING_ANALYSER_EASY_WIN_MINIMUM_WINNING_FORCE_MULTIPLIER_ARMIES"	1.5
"default"	"FINANCIAL_ANALYSIS_BEST_CASE_TURN_ON_TURN_OUT_GOINGS_AS_A_PROPORTION_OF_INCOME"	50
"default"	"FINANCIAL_ANALYSIS_TURNS_TO_ALLOW_OVERSPEND"	0
"default"	"FINANCIAL_ANALYSIS_WORST_CASE_TURN_ON_TURN_OUT_GOINGS_AS_A_PROPORTION_OF_INCOME"	120
"default"	"GRANULOID_CONSTRUCTION_BIAS_FACTION"	0.1
"default"	"GRANULOID_CONSTRUCTION_BIAS_PERSONALITY"	0.25
"default"	"GRANULOID_CONSTRUCTION_BIAS_REGION"	0.45
"default"	"GRANULOID_CONSTRUCTION_BIAS_REGION_GROUP"	0.2
"default"	"HLP_DISTANCE_MULTIPLIER_FOR_ENEMY"	3
"default"	"HLP_DISTANCE_MULTIPLIER_FOR_FRIEND"	1.1
"default"	"HLP_DISTANCE_MULTIPLIER_FOR_NEUTRAL"	1.5
"default"	"HLP_DISTANCE_MULTIPLIER_LAND_PATH"	1
"default"	"HLP_DISTANCE_MULTIPLIER_SEA_LAND_TRANSITION_PATH"	2
"default"	"HLP_DISTANCE_MULTIPLIER_SEA_PATH"	0.5
"default"	"HLP_MINIMUM_ACCEPTABLE_FIRST_ORDER_FRIENDLINESS_LEVEL_TO_CONSIDER_SPECULATIVE_PATH_ACROSS_TERRITORY"	0.5
"default"	"INTENTION_SIEGE_OFFER_SURRENDER_PROBABILITY_ON_OFFERING_SURRENDER_IF_LIKELY_BAD_DEFEAT"	30
"default"	"INTENTION_SIEGE_OFFER_SURRENDER_PROBABILITY_ON_OFFERING_SURRENDER_IF_LIKELY_DEFEAT"	40
"default"	"INTENTION_SIEGE_OFFER_SURRENDER_PROBABILITY_ON_OFFERING_SURRENDER_IF_LIKELY_DRAW"	50
"default"	"INTENTION_SIEGE_OFFER_SURRENDER_PROBABILITY_ON_OFFERING_SURRENDER_IF_LIKELY_EAST_VICTORY"	70
"default"	"INTENTION_SIEGE_OFFER_SURRENDER_PROBABILITY_ON_OFFERING_SURRENDER_IF_LIKELY_VICTORY"	60
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_ARMY_BIAS_FOR_REMOVING_GARRISONS"	0.9
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_ARMY_DISTANCE_DIVIDING_STRENGTH_WEIGHT"	1
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_BALANCED"	1.2
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_DEFAULT"	0.8
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_INVASION"	1.3
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_RAPID"	1.1
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_TRADE"	0.1
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_CHARACTER_ONLY_DISTANCE_DIVIDING_SKILL_WEIGHT"	0.5
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_PROPORTION_OF_RELEVANT_LOCAL_AGENTS_TO_AQUIRE_CEILINGED"	75
"default"	"INVASION_OBTAINING_LOCAL_MOBILES_PROPORTIONAL_TOTAL_VALUE_OF_OBTAINING_RELEVANT_AGENTS"	50
"default"	"LOOT_SETTLEMENT_ALWAYS_LOOT_CEILING"	80
"default"	"LOOT_SETTLEMENT_BASE_CHANCE"	10
"default"	"LOOT_SETTLEMENT_DIPLOMATIC_MODIFIER"	2
"default"	"LOOT_SETTLEMENT_ECONOMIC_MODIFIER"	35
"default"	"LOOT_SETTLEMENT_EXPENDITURE_PCT"	110
"default"	"LOOT_SETTLEMENT_NEVER_LOOT_FLOOR"	20
"default"	"LOOT_SETTLEMENT_REGION_GROUPING_MODIFIER"	10
"default"	"LOWER_CLASS_MINIMUM_ACCEPTABLE_HAPPINESS"	2
"default"	"MAXIMUM_PERCENTAGE_OF_NAVIES_TO_USE_FOR_TRADE"	50
"default"	"MILITARY_RANK_ADMIRALS_IN_NAVY_MAXIMUM"	1
"default"	"MILITARY_RANK_ADMIRALS_IN_NAVY_MINIMUM_UNITS"	10
"default"	"MILITARY_RANK_ADMIRALS_IN_THEATRE_MAXIMUM_PERCENTAGE"	20
"default"	"MILITARY_RANK_ADMIRALS_IN_THEATRE_MINIMUM_PERCENTAGE"	0
"default"	"MILITARY_RANK_GENERALS_IN_ARMY_MAXIMUM"	1
"default"	"MILITARY_RANK_GENERALS_IN_ARMY_MINIMUM_UNITS"	10
"default"	"MILITARY_RANK_GENERALS_IN_REGION_GROUP_MAXIMUM_PERCENTAGE"	20
"default"	"MILITARY_RANK_GENERALS_IN_REGION_GROUP_MINIMUM_PERCENTAGE"	0
"default"	"MINIMUM_ABSOLUTE_RELATIVE_STRENGTH_ADVANTAGE_ARMIES"	0
"default"	"MINIMUM_ABSOLUTE_RELATIVE_STRENGTH_ADVANTAGE_NAVIES"	0
"default"	"MINIMUM_ABSOLUTE_STRENGTH_MULTIPLE_ARMIES"	80
"default"	"MINIMUM_ABSOLUTE_STRENGTH_MULTIPLE_NAVIES"	80
"default"	"MINIMUM_BATTLE_RESULT"	10
"default"	"MINIMUM_CHANCE_OF_SUCCESS"	30
"default"	"MINIMUM_RELATIVE_STRENGTH"	7
"default"	"NAVAL_UNIT_LIMIT"	8
"default"	"NAVAL_UNIT_LIMIT_DYNAMIC_BIAS"	110
"default"	"NAVAL_UNIT_LIMIT_OVERWRITE_ALLOWED"	1
"default"	"NAVY_DISTRIBUTION_PRIORITY_GLOBAL"	1
"default"	"NAVY_DISTRIBUTION_PRIORITY_LOCAL"	2
"default"	"NAVY_GLOBAL_DISTRIBUTION_THEATRE_VALUE_LOWER_MODIFIER"	90
"default"	"NAVY_GLOBAL_DISTRIBUTION_THEATRE_VALUE_UPPER_MODIFIER"	110
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE"	0.025
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_ENEMY"	0.9
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_FRIEND"	0.025
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_NEUTRAL"	0.075
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_SELF"	0
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT"	0.075
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_ENEMY"	0.15
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_FRIEND"	0.075
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_NEUTRAL"	0.025
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_SELF"	0.75
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION"	0.85
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_ENEMY"	0.15
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_FRIEND"	0.075
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_NEUTRAL"	0.025
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_SELF"	0.75
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE"	0.05
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_ENEMY"	0.15
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_FRIEND"	0.075
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_NEUTRAL"	0.025
"default"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_SELF"	0.75
"default"	"NAVY_RECRUITMENT_MINIMUM_RELATIVE_STRENGTH"	125
"default"	"NAVY_RECRUITMENT_MINIMUM_STRENGTH"	500
"default"	"NAVY_REGION_COAST_DEFENCE_PRIORITY_GENERAL"	3
"default"	"NAVY_REGION_COAST_DEFENCE_PRIORITY_NEIGHBOURS"	1
"default"	"NAVY_REGION_COAST_DEFENCE_PRIORITY_PORT"	2
"default"	"NAVY_REPAIR_FULL_CREW_MINIMUM_PERCENTAGE"	25
"default"	"NAVY_REPAIR_FULL_HULL_MINIMUM_PERCENTAGE"	25
"default"	"NAVY_REPAIR_TOTAL_CREW_MINIMUM_PERCENTAGE"	50
"default"	"NAVY_REPAIR_TOTAL_HULL_MINIMUM_PERCENTAGE"	50
"default"	"NAVY_TRANSPORT_MAX_PERCENTAGE"	50
"default"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	50
"default"	"PERSONALITY_PROPORTION_OF_DESIRED_STRENGTH_NECESSARY_TO_CONSIDER_RAIDING"	100
"default"	"PERSONALITY_SHOULD_ATTEMPT_TO_CAPTURE_REGION_DURING_RAID"	1
"default"	"PERSONALITY_VALUE_BASIC_DESIRE_RECAPTURE_REGIONS_BASE_PRIORITY"	50
"default"	"PERSONALITY_VALUE_BASIC_GOAL_RECAPTURE_REGIONS_TIMEOUT"	10
"default"	"POP_GROWTH_MINIMUM_ACCEPTABLE_AS_PROPORTION_OF_POP"	5
"default"	"PRIORITY_RANDOMIZATION_DESIRE"	10
"default"	"PRIORITY_RANDOMIZATION_INTENTION"	0
"default"	"RECRUITMENT_ARMY_CATEGORY_BALANCE_DISTANCE"	0.5
"default"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ARTILLERY"	0.1
"default"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_CAVALRY"	0.2
"default"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_DRAGOONS"	0.1
"default"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ELEPHANTS"	0
"default"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_INFANTRY"	0.6
"default"	"RECRUITMENT_ARMY_COST_OVER_STRENGTH_ADDITIONAL_UNIT_EXEPERIENCE_BONUS"	0.05
"default"	"RECRUITMENT_ARMY_NUMBER_OF_TURNS_TO_FINANCE_EMERGENCY"	5
"default"	"RECRUITMENT_ARMY_OVERSTRENGTH_UNITS_TO_OFFSET_DEFICIT"	3
"default"	"RECRUITMENT_ARMY_POSSIBLE_ADDITIONAL_UNITS_PER_REGION_HIGH"	5
"default"	"RECRUITMENT_ARMY_POSSIBLE_ADDITIONAL_UNITS_PER_REGION_VERY_HIGH"	10
"default"	"RECRUITMENT_ARMY_STRENGTH_OF_PERSONALITY_BIAS"	25
"default"	"RECRUITMENT_FINANCIAL_BIAS_EMERGENCY_SITUATION_ONLY"	0.2
"default"	"RECRUITMENT_FINANCIAL_BIAS_MAINTAINABLE_ONLY"	0.6
"default"	"RECRUITMENT_FINANCIAL_BIAS_RECRUITMENT_ONLY"	0.2
"default"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	3
"default"	"RECRUITMENT_MINIMUM_NEW_NAVY_SIZE"	3
"default"	"RECRUITMENT_NAVY_CATEGORY_BALANCE_DISTANCE"	0.5
"default"	"RECRUITMENT_NAVY_CATEGORY_BASE_PROPORTIONS_AUXILIARY"	0.1
"default"	"RECRUITMENT_NAVY_CATEGORY_BASE_PROPORTIONS_FRIGATE"	0.3
"default"	"RECRUITMENT_NAVY_CATEGORY_BASE_PROPORTIONS_GALLEY"	0
"default"	"RECRUITMENT_NAVY_CATEGORY_BASE_PROPORTIONS_INVASION_FLEET"	0
"default"	"RECRUITMENT_NAVY_CATEGORY_BASE_PROPORTIONS_LINE_OF_BATTLE"	0.5
"default"	"RECRUITMENT_NAVY_CATEGORY_BASE_PROPORTIONS_MERCHANT"	0
"default"	"RECRUITMENT_NAVY_CATEGORY_BASE_PROPORTIONS_SPECIALIST"	0.1
"default"	"RECRUITMENT_NAVY_COST_OVER_STRENGTH_ADDITIONAL_UNIT_EXEPERIENCE_BONUS"	0.05
"default"	"RECRUITMENT_NAVY_MIN_AMOUNT_OF_MOBILES_TRADE_ORIENTED"	20
"default"	"RECRUITMENT_NAVY_MIN_AMOUNT_OF_UNITS_TRADE_ORIENTED"	10
"default"	"RECRUITMENT_NAVY_NUMBER_OF_TURNS_TO_FINANCE_EMERGENCY"	7
"default"	"RECRUITMENT_NAVY_OVERSTRENGTH_UNITS_TO_OFFSET_DEFICIT"	2
"default"	"RECRUITMENT_NAVY_POSSIBLE_ADDITIONAL_UNITS_PER_REGION_HIGH"	2
"default"	"RECRUITMENT_NAVY_POSSIBLE_ADDITIONAL_UNITS_PER_REGION_VERY_HIGH"	5
"default"	"RECRUITMENT_NAVY_STRENGTH_OF_PERSONALITY_BIAS"	25
"default"	"RECRUITMENT_USE_BATTLE_AI_RECOMMENDATION_OVER"	60
"default"	"REGION_DEFENCE_ATTACK_NEUTRAL_CHARACTERS_BELOW"	50
"default"	"REGION_DEFENCE_BASE_PRIORITIES_BORDERS"	0.1
"default"	"REGION_DEFENCE_BASE_PRIORITIES_GROUPING"	0.11
"default"	"REGION_DEFENCE_BASE_PRIORITIES_RESERVES"	0.09
"default"	"REGION_DEFENCE_BASE_PRIORITIES_SETTLEMENT"	0.51
"default"	"REGION_DEFENCE_BASE_PRIORITIES_SLOTS"	0.1
"default"	"REGION_DEFENCE_BASE_PRIORITIES_UNHAPPINESS_MITIGATION"	0.09
"default"	"REGION_DEFENCE_SLOT_DEFENCE_VALUE_BIAS"	50
"default"	"REGION_DEFENCE_STRENGTH_ANALYSER_ARMED_CITIZENRY_SCALING"	90
"default"	"REGION_DEFENCE_STRENGTH_ANALYSER_EXTERNAL_REGIONS_FORCE_SCALING"	80
"default"	"REGION_DEFENCE_STRENGTH_ANALYSER_INTERNAL_FORCE_SCALING"	100
"default"	"RELATIONSHIP_MANAGEMENT_ENEMIES_UNDER"	0.1
"default"	"RELATIONSHIP_MANAGEMENT_FRIENDS_OVER"	0.6
"default"	"RESEARCH_TECHNOLOGY_DYNAMIC_BIAS"	0.1
"default"	"RESEARCH_TECHNOLOGY_MINIMUM_CHARACTERS_USED_FOR_RESEARCH"	75
"default"	"RESEARCH_TECHNOLOGY_STATIC_BIAS"	0.9
"default"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ADMIN"	30
"default"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ECONOMY"	30
"default"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_MILITARY"	40
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_ARMY_BIAS_FOR_REMOVING_GARRISONS"	0.9
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_ARMY_DISTANCE_DIVIDING_STRENGTH_WEIGHT"	1
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_BALANCED"	1.2
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_DEFAULT"	0.8
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_INVASION"	1.3
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_RAPID"	1.1
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_ARMY_STRENGTH_MULTIPLIER_FOR_BALANCE_TYPE_TRADE"	0.1
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_CHARACTER_ONLY_DISTANCE_DIVIDING_SKILL_WEIGHT"	0.5
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_PROPORTION_OF_RELEVANT_LOCAL_AGENTS_TO_AQUIRE_CEILINGED"	75
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_PROPORTIONAL_TOTAL_VALUE_OF_OBTAINING_RELEVANT_AGENTS"	50
"default"	"SURRENDER_FORT_BIAS"	75
"default"	"SURRENDER_FORT_RETREAT_AND_REGROUP_BIAS"	100
"default"	"SURRENDER_SETTLEMENT_BIAS"	50
"default"	"SURRENDER_SETTLEMENT_RETREAT_AND_REGROUP_BIAS"	100
"default"	"SURRENDER_SETTLEMENT_UNDERPOWERED_REGIONS_BIAS"	50
"default"	"SURRENDER_SLOT_BIAS"	75
"default"	"SURRENDER_SLOT_RETREAT_AND_REGROUP_BIAS"	100
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_ATTACK_BEHAVIOUR"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_DISTRIBUTION"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_RECRUITMENT"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_REPAIR"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_PORT_BLOCKADE_BEHAVIOUR"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_REGION_COAST_DEFENCE"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_REGION_DEFENCE"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_RESEARCH_TECHNOLOGY"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_TEST"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_TRADE_ROUTE_DEFENCE"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_TRADE_ROUTE_RAIDING_BEHAVIOUR"	1
"default"	"UPPER_CLASS_MINIMUM_ACCEPTABLE_HAPPINESS"	2
"default"	"VALUE_ANALYSIS_TIME_HORIZON"	5
"default"	"WAPM_ASSIST_PROPORTION_OF_TARGET_PRIORITY_TO_ASSIGN_TO_PATH_ONCE_TARGET_ACTIVE"	80
"default"	"WAPM_CORRIDOR_AGENT_BORDER_CROSSING_MISSION_RELATIVE_IMPORTANCE_OF_DISTANCE"	20
"default"	"WAPM_CORRIDOR_AGENT_BORDER_CROSSING_MISSION_RELATIVE_IMPORTANCE_OF_PATHS"	80
"default"	"WAPM_CORRIDOR_SIZE_IN_UNITS_ABOVE_WHICH_ARMY_SPLITS_ARE_ALLOWED"	5
"default"	"WAPM_TARGET_REGION_PROPORTION_OF_PATH_PRIORITY_THAT_IS_CONSTANT"	50
"default"	"WAPM_WAR_PROPORTION_OF_TARGET_PRIORITY_TO_ASSIGN_TO_PATH_ONCE_TARGET_ACTIVE"	80
"default"	"WAR_AND_PEACE_MANAGER_PROPORTION_OF_REQUIRED_FORCES_TO_START_ASSISTANCE"	90
"default"	"WAR_AND_PEACE_MANAGER_PROPORTION_OF_REQUIRED_FORCES_TO_START_WAR"	80
"default"	"WEALTH_GROWTH_MINIMUM_ACCEPTABLE_AS_PROPORTION_OF_GDP"	5
"eur_france"	"LOOT_SETTLEMENT_ALWAYS_LOOT_CEILING"	100
"eur_france"	"LOOT_SETTLEMENT_BASE_CHANCE"	0
"eur_france"	"LOOT_SETTLEMENT_NEVER_LOOT_FLOOR"	50
"spa_spender"	"BASIC_SPENDING_BIAS_CONSTRUCTION"	0.2
"spa_spender"	"BASIC_SPENDING_BIAS_DIPLOMATIC"	0.05
"spa_spender"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY"	0.55
"spa_spender"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY"	0.2
"spa_spender"	"BAWP_WEIGHTING_ADJACENCY"	5
"spa_spender"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	5
"spa_spender"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	80
"spa_spender"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	5
"spa_spender"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	5
"spa_spender"	"RELATIONSHIP_MANAGEMENT_ENEMIES_UNDER"	0.3
"spa_spender"	"RELATIONSHIP_MANAGEMENT_FRIENDS_OVER"	0.65
