version 1, schema warscape_animated_tables
Filename_x0020_WA_ID(string)	Path(string)	Category(string)
"campaign_indian_general"	"unitmodels/textures/campaign_indian_general"	"animation"
"campaign_indian_scholar"	"unitmodels/textures/campaign_indian_scholar"	"animation"
"campaign_indian_thuggee"	"unitmodels/textures/campaign_indian_thuggee"	"animation"
"campaign_john_smith"	"UnitModels/Textures/campaign_john_smith"	"animation"
"campaign_maratha_confederacy"	"UnitModels/Textures/campaign_maratha_confederacy"	"animation"
"campaign_native_american_colonel"	"unitmodels/textures/campaign_native_american_colonel"	"animation"
"campaign_native_american_general"	"unitmodels/textures/campaign_native_american_general"	"animation"
"campaign_native_american_scout"	"unitmodels/textures/campaign_native_american_scout"	"animation"
"campaign_native_american_Shaman"	"unitmodels/textures/campaign_native_american_Shaman"	"animation"
"Campaign_Native_American_Spy"	"unitmodels/textures/Campaign_Native_American_Spy"	"animation"
"Campaign_ottoman_assassin"	"unitmodels/textures/Campaign_ottoman_assassin"	"animation"
"Campaign_ottoman_colonel"	"unitmodels/textures/Campaign_ottoman_colonel"	"animation"
"Campaign_ottoman_general"	"unitmodels/textures/Campaign_ottoman_general"	"animation"
"campaign_ottoman_imam"	"unitmodels/textures/campaign_ottoman_imam"	"animation"
"campaign_ottoman_scholar"	"unitmodels/textures/campaign_ottoman_scholar"	"animation"
"campaign_ship"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_ship_east"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_ship_euro"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_ship2"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_soldier"	"UnitModels/Textures/campaign_soldier_base"	"animation"
"campaign_trade_horse"	"RigidModels\\CampaignTradeRoutes"	"campaign_animation"
"campaign_washington"	"UnitModels/Textures/campaign_washington"	"animation"
"campaign_washington_young"	"UnitModels/Textures/campaign_washington_young"	"animation"
"cannon"	"EngineModels/Textures"	"animation"
"carronade_destruction"	"enginemodels/textures"	"animation"
"cherokee_archer"	"unitmodels/textures/cherokee_archer"	"animation"
"cherokee_atakapa_elite_warriors"	"unitmodels/textures/cherokee_atakapa_elite_warriors"	"animation"
"cherokee_braves"	"unitmodels/textures/cherokee_braves"	"animation"
"cherokee_creek_horse_riders"	"unitmodels/textures/cherokee_creek_horse_riders"	"animation"
"cherokee_elite"	"unitmodels/textures/cherokee_elite"	"animation"
"cherokee_medicineman"	"unitmodels/textures/cherokee_medicineman"	"animation"
"cherokee_mounted_braves"	"unitmodels/textures/cherokee_mounted_braves"	"animation"
"cherokee_muscogee_elite_tribesmen"	"unitmodels/textures/cherokee_muscogee_elite_tribesmen"	"animation"
"cossack_cavalry"	"UnitModels/Textures/cossack_cavalry"	"animation"
"cossack_hetman"	"UnitModels/Textures/cossack_hetman"	"animation"
"cossack_infantry"	"UnitModels/Textures/cossack_infantry"	"animation"
"croatian_grenzers"	"UnitModels/Textures/croatian_grenzers"	"animation"
"dahomey_amazons"	"Unitmodels/textures/dahomey_amazons"	"animation"
"deaths_head_hussar"	"Unitmodels/textures/deaths_head_hussar"	"animation"
"East_armed_citizenry_india"	"UnitModels/Textures/east_armed_citizenry_india"	"animation"
"east_armed_citizenry_middle_east"	"UnitModels/Textures/east_armed_citizenry_middle_east"	"animation"
"east_armed_peasantry_bhumiya"	"UnitModels/Textures/east_armed_peasantry_bhumiya"	"animation"
"East_armed_peasantry_tufangis"	"UnitModels/Textures/east_armed_peasantry_tufangis"	"animation"
"east_artillerymen"	"unitmodels/textures/east_artillerymen"	"animation"
"East_Azzars"	"UnitModels/Textures/east_azzars"	"animation"
"east_campaign_admiralship_weighted"	"UnitModels\\CampaignPieces\\textures\\admiralship_lowpoly_highres"	"animation"
"east_campaign_ship_weighted"	"UnitModels\\CampaignPieces\\textures\\ship_lowpoly_highres"	"animation"
"east_desert_nomads"	"UnitModels/Textures/East_Desert_Nomads"	"animation"
"east_desert_nomads_black"	"UnitModels/Textures/east_desert_nomads_black"	"animation"
"east_ethnic_hillmen_musketeers"	"UnitModels/Textures/East_Ethnic_Hillmen_Musketeers"	"animation"
"east_ethnic_hillmen_musketeers_afghan"	"UnitModels/Textures/east_ethnic_hillmen_musketeers_afghan"	"animation"
"east_ethnic_musketmen"	"Unitmodels/textures/east_ethnic_musketmen"	"animation"
"East_Ethnic_Musketmen_Bargir"	"UnitModels/Textures/east_ethnic_musketmen_bargir"	"animation"
"east_ethnic_musketmen_fellahin"	"UnitModels/Textures/east_ethnic_musketmen_fellahin"	"animation"
"east_ethnic_musketmen_mughal_musketeers"	"unitmodels/textures/east_ethnic_musketmen_mughal_musketeers"	"animation"
"east_ethnic_peasants_firelocks"	"UnitModels/Textures/east_ethnic_peasants_firelocks"	"animation"
"east_ethnic_peasants_fodder"	"UnitModels/textures/east_ethnic_peasants_fodder"	"animation"
"east_ethnic_swordsmen"	"UnitModels/Textures/East_Ethnic_Swordsmen"	"animation"
"east_ethnic_warriors_dervish"	"unitmodels/textures/east_ethnic_warriors_dervish"	"animation"
"east_euro_church_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_farmhouse_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_farmhouse_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house01b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house02b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house03b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house04b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house05_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house05b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house06_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house06b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house07_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house07b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house08_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house08b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house09_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house09b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut05_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_monument_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_rural01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_rural02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_rural03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_stone_bridge_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_windmill_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_windmill_piece01_destruct01_looped_anim"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_guard_cavalry_ahadis"	"unitmodels/textures/east_guard_cavalry_ahadis"	"animation"
"east_indian_admiral"	"unitModels\\textures\\east_indian_admiral"	"animation"
"east_indian_artilleryman"	"unitModels\\textures\\east_indian_artilleryman"	"animation"
"east_indian_colonel"	"unitModels\\textures\\east_indian_colonel"	"animation"
"east_indian_commodore"	"unitModels\\textures\\east_indian_admiral"	"animation"
"east_indian_general"	"unitModels\\textures\\east_indian_general"	"animation"
"east_indian_infantry"	"UnitModels/Textures/east_indian_infantry"	"animation"
"east_islamic_swordsmen"	"UnitModels/Textures/east_islamic_swordsmen"	"animation"
"east_lancers"	"UnitModels/Textures/east_lancers"	"animation"
"east_lancers_silladar"	"UnitModels/Textures/east_lancers_silladar"	"animation"
"East_landless_rabble_bhumiya"	"UnitModels/Textures/East_landless_rabble_bhumiya"	"animation"
"East_Qizilbashi_Light_Cavalry"	"UnitModels/Textures/east_qizilbashi_light_cavalry"	"animation"
"east_sikh_infantry_musketeers"	"UnitModels/Textures/East_Sikh_Infantry_musketeers"	"animation"
"east_sikh_warriors"	"UnitModels/Textures/East_Sikh_Warriors"	"animation"
"east_sipahi"	"unitmodels/textures/east_sipahi"	"animation"
"east_war_elephant_musketry_howdah"	"unitmodels/textures/east_war_elephant_musketry_howdah"	"animation"
"east_zamindari"	"unitmodels/textures/east_zamindari"	"animation"
"eastern_musician1"	"UnitModels/Textures/eastern_musician1"	"animation"
"eastern_musician2"	"unitmodels/textures/eastern_musician2"	"animation"
"eastern_officer1"	"UnitModels/Textures/eastern_officer1"	"animation"
"eastern_officer2"	"unitmodels/textures/eastern_officer2"	"animation"
"elephant"	"UnitModels/elephant/Textures/elephant"	"animation"
"Episodic_American_Chief"	"UnitModels/Textures/episodic_american_chief"	"animation"
"episodic_armoured"	"UnitModels\\Textures\\episodic_armoured"	"animation"
"Episodic_Euro_American"	"UnitModels/Textures/episodic_euro_american"	"animation"
"episodic_guncrew"	"UnitModels\\Textures\\episodic_guncrew"	"animation"
"Episodic_John_Smith"	"UnitModels/Textures/episodic_John_Smith"	"animation"
"episodic_militia"	"Unitmodels/textures/episodic_militia"	"animation"
"episodic_musketman"	"UnitModels\\Textures\\episodic_musketman"	"animation"
"episodic_officer"	"Unitmodels\\textures\\episodic_officer"	"animation"
"episodic_Washington"	"UnitModels/Textures/episodic_washington"	"animation"
"episodic_Washington_Young"	"UnitModels/Textures/episodic_washington_young"	"animation"
"EU_resource_farm_lvl1_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl1_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl1_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl2_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl2_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl2_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl3_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl3_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl3_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl4_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl4_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl4_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_mining_gems_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_gold_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_gold_lvl3_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_iron_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_iron_lvl3_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_silver_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_silver_lvl3_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_plantation_sugar_lvl4"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_timber_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_town_ind_lvl3_weavers"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_town_ind_lvl4_metalworks"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_town_ind_lvl4_weavers"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eua_1st_delaware"	"unitmodels/textures/1st_delaware"	"animation"
"eua_1st_maryland"	"unitmodels/textures/1st_maryland"	"animation"
"eua_2nd_dragoons"	"unitmodels/textures/2_c_l_d"	"animation"
"eua_2nd_new_york"	"unitmodels/textures/2nd_new_york"	"animation"
"eua_33rd_foot"	"unitmodels/textures/33rd_foot"	"animation"
"eua_brunswick_dragoons"	"unitmodels/textures/brunswicker_dragoons"	"animation"
"eua_hessian_grenadiers"	"unitmodels/textures/hessian_grenadier"	"animation"
"eua_kings_royal"	"unitmodels/textures/r_r_n_y"	"animation"
"eua_lees_legion"	"unitmodels/textures/lees_legion"	"animation"
"eua_morgans_rifles"	"unitmodels/textures/rifle_corp"	"animation"
"eua_pulaskis_legion"	"unitmodels/textures/pulaskis_legion"	"animation"
"eua_royal_deux_ponts"	"unitmodels/textures/royal_deux_ponts_regiment"	"animation"
"eua_royal_welch"	"unitmodels/textures/welch_fusiliers"	"animation"
"eua_select_marksmen"	"unitmodels/textures/frasers_rangers"	"animation"
"eua_tarleton_dragoons"	"unitmodels/textures/tarleton_light_dragoons"	"animation"
"euro_able_seamen"	"UnitModels/Textures/Euro_Able_Seamen"	"animation"
"euro_admiral"	"unitmodels/textures/euro_admiral"	"animation"
"euro_african_infantry"	"UnitModels/Textures/Euro_African_Infantry"	"animation"
"euro_american_rangers"	"UnitModels/Textures/Euro_American_Rangers"	"animation"
"euro_bicorne"	"unitmodels/textures/euro_bicorne"	"animation"
"euro_campaign_admiralship_weighted"	"UnitModels\\CampaignPieces\\textures\\admiralship_lowpoly_highres"	"animation"
"euro_campaign_ship_weighted"	"UnitModels\\CampaignPieces\\textures\\ship_lowpoly_highres"	"animation"
"euro_carabiniers"	"UnitModels/Textures/Euro_Carabiniers"	"animation"
"euro_carronade"	"EngineModels/Textures"	"animation"
"euro_colonel"	"unitmodels/textures/euro_colonel"	"animation"
"euro_commodore"	"unitmodels/textures/euro_commodore"	"animation"
"euro_company_cavalry"	"UnitModels/Textures/Euro_Company_Cavalry"	"animation"
"euro_company_infantry"	"UnitModels/Textures/Euro_Company_Infantry"	"animation"
"euro_cuirassiers"	"UnitModels/Textures/Euro_Cuirassiers"	"animation"
"euro_dragoons"	"UnitModels/Textures/euro_dragoons"	"animation"
"euro_elite_artillery"	"UnitModels/Textures/Euro_Elite_Artillery"	"animation"
"euro_elite_light_infantry"	"UnitModels/Textures/Euro_Elite_Light_Infantry"	"animation"
"euro_elite_light_infantry_windbuchse_jaegers"	"unitmodels/textures/euro_elite_light_infantry_windbuchse_jaegers"	"animation"
"euro_expat_infantry"	"UnitModels/Textures/Euro_Expat_Infantry"	"animation"
"euro_foot_artillery"	"UnitModels/Textures/Euro_Foot_Artillery"	"animation"
"euro_garrison_artillery"	"UnitModels/Textures/Euro_Garrison_Artillery"	"animation"
"euro_general_and_staff_officers"	"UnitModels/Textures/Euro_General_And_Staff_Officers"	"animation"
"euro_grenadiers"	"UnitModels/Textures/euro_grenadiers"	"animation"
"euro_grenadiers_bearskin"	"UnitModels/Textures/euro_grenadiers_bearskin"	"animation"
"euro_guerillas"	"UnitModels/Textures/Euro_Guerillas"	"animation"
"euro_heavy_cavalry"	"UnitModels/Textures/Euro_Heavy_Cavalry"	"animation"
"euro_highlander_regular"	"UnitModels/Textures/euro_highlander_regular"	"animation"
"euro_highlanders"	"UnitModels/Textures/Euro_Highlanders"	"animation"
"euro_horse_artillery"	"UnitModels/Textures/Euro_Horse_Artillery"	"animation"
"euro_hungarian_hussars"	"UnitModels/Textures/euro_hungarian_hussars"	"animation"
"euro_hussars"	"UnitModels/Textures/Euro_Hussars"	"animation"
"euro_jaeger"	"unitmodels/textures/euro_jaeger"	"animation"
"euro_king_and_courtiers"	"UnitModels/Textures/Euro_King_And_Courtiers"	"animation"
"euro_lancers"	"UnitModels/Textures/euro_lancers"	"animation"
"euro_late_riflemen"	"UnitModels/Textures/Euro_Late_Riflemen"	"animation"
"euro_light_cavalry"	"UnitModels/Textures/Euro_light_Cavalry"	"animation"
"euro_light_dragoons"	"UnitModels/Textures/Euro_light_Dragoons"	"animation"
"euro_light_infantry"	"UnitModels/Textures/Euro_Light_Infantry"	"animation"
"euro_long_rifleman"	"UnitModels\\Textures\\euro_long_rifleman"	"animation"
"euro_marines"	"UnitModels/Textures/Euro_Marines"	"animation"
"euro_militia_infantry"	"UnitModels/Textures/Euro_militia_infantry"	"animation"
"euro_minutemen"	"UnitModels/Textures/Euro_Minutemen"	"animation"
"euro_musician1"	"UnitModels/Textures/euro_musician1"	"animation"
"euro_musician2"	"UnitModels/Textures/euro_musician2"	"animation"
"euro_native_company_cavalry"	"UnitModels/Textures/Euro_Native_Company_Cavalry"	"animation"
"euro_naval_gunner"	"UnitModels/Textures/Euro_naval_gunner"	"animation"
"euro_officer_bicorne"	"unitmodels/textures/euro_officer_bicorne"	"animation"
"euro_officer_mid"	"UnitModels\\Textures\\euro_officer_mid"	"animation"
"euro_officer1"	"unitmodels/textures/euro_officer1"	"animation"
"euro_officer2"	"unitmodels/textures/euro_officer2"	"animation"
"euro_pikeman"	"UnitModels/Textures/Euro_Pikeman"	"animation"
"euro_pirate"	"UnitModels/Textures/euro_Pirate"	"animation"
"euro_pirate_office"	"UnitModels/Textures/euro_pirate_officer"	"animation"
"euro_polish_winged_hussars"	"unitmodels/textures/euro_polish_winged_hussars"	"animation"
"euro_provincial_cavalry"	"UnitModels/Textures/Euro_Provincial_Cavalry"	"animation"
"euro_prussia_jaeger"	"UnitModels/Textures/euro_prussia_jaeger"	"animation"
"euro_rangers_frontiersmen"	"unitmodels/textures/euro_rangers_frontiersmen"	"animation"
"euro_regiment_of_horse"	"UnitModels/Textures/Euro_Regiment_Of_Horse"	"animation"
"euro_republican_conscript_infantry"	"UnitModels/Textures/Euro_Republican_Conscript_Infantry"	"animation"
"euro_republican_guard"	"UnitModels/Textures/Euro_Republican_Guard"	"animation"
"euro_sepoy"	"UnitModels/Textures/Euro_Sepoys"	"animation"
"euro_stone_armoury01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_superior_line_infantry"	"UnitModels/Textures/Euro_Superior_Line_Infantry"	"animation"
"euroline"	"UnitModels/Textures/Euro_line_Infantry"	"animation"
"european_warehouse01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse01_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse01_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse04_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
