version 1, schema historical_character_traits_tables
Name_IDRef(string)	Trait_Level_IDRef(string)
"colin_maclaurin"	"C_Gent_Science_Club_1"
"comte_de_grasse"	"C_Admiral_Blockader_Good_2"
"comte_de_grasse"	"C_Admiral_Good_2"
"comte_de_marsin"	"C_General_Bad_1"
"comte_de_rochambeau"	"C_General_of_Infantry_2"
"comte_de_saxe"	"C_General_Brave_2"
"cosmao_kerjulien"	"C_Admiral_Brave_2"
"cuthbert_collingwood"	"C_Admiral_Blockader_Good_1"
"cuthbert_collingwood"	"C_Admiral_Good_2"
"daniel_boone"	"C_General_Americas_Good_1"
"daniel_boone"	"C_General_US_Backwoodsman_3"
"daniel_carlsson_solander"	"C_Gent_Research_Philosophy_1"
"daniel_defoe"	"C_Gent_Research_Philosophy_1"
"daniel_morgan"	"C_General_Drunkard_1"
"daniel_morgan"	"C_General_Good_Field_Commander_2"
"david_hume"	"C_Gent_Research_Philosophy_3"
"david_ricardo"	"C_Gent_Research_Economics_3"
"denis_diderot"	"C_Gent_Research_Philosophy_3"
"dhanaji_jadhav"	"C_General_Attacker_Good_2"
"dhanaji_jadhav"	"C_General_Good_Field_Commander_2"
"dionisio_galiano"	"C_Gent_Research_Navy_1"
"dmitry_ivanovich_vinogradov"	"C_Gent_Research_Industry_1"
"dmitry_ivanovich_vinogradov"	"C_Gent_Science_Club_1"
"comte_de_saxe"	"C_General_Born_Soldier_2"
"cosmao_kerjulien"	"C_Admiral_Good_2"
"daniel_carlsson_solander"	"C_Gent_Academic_Honours_1"
"david_hume"	"C_Gent_Academic_Honours_1"
"dmitry_senyavin"	"C_Admiral_Brave_1"
"dmitry_senyavin"	"C_Admiral_Good_2"
"donatien_francois"	"C_Gent_Research_Philosophy_2"
"duc_de_broglie"	"C_General_French_Elan_1"
"duc_de_broglie"	"C_General_of_Cavalry_1"
"duc_de_broglie_2"	"C_General_Born_Soldier_1"
"duc_de_broglie_2"	"C_General_Good_Field_Commander_1"
"duc_de_clermont-tonnerre"	"C_General_of_Cavalry_1"
"duc_de_noailles"	"C_General_Good_Field_Commander_2"
"dumanoir_le_pelley"	"C_Admiral_Good_1"
"durastante_natalucci"	"C_Gent_Research_Philosophy_1"
"eberhard_ides"	"C_Gent_Research_Philosophy_1"
"edmund_burke"	"C_Gent_Research_Philosophy_1"
"edmund_cartwright"	"C_Gent_Research_Industry_2"
"edmund_cartwright"	"C_Personal_Piety_2"
"edward_boscowen"	"C_Admiral_Attack_Good_2"
"edward_boscowen"	"C_Admiral_Good_2"
"edward_braddock"	"C_General_Brave_3"
"edward_braddock"	"C_General_of_Infantry_1"
"edward_despard"	"C_Rake_Assassin_Good_1"
"edward_hawke"	"C_Admiral_Blockader_Good_1"
"edward_hawke"	"C_Admiral_Good_1"
"edward_vernon"	"C_Admiral_Good_1"
"ehrenfried_walther_von_tschirnhaus"	"C_Gent_Science_Club_1"
"emanuel_swedenborg"	"C_Gent_Research_Industry_1"
"emanuel_swedenborg"	"C_Gent_Research_Philosophy_1"
"denis_diderot"	"C_Gent_Academic_Honours_1"
"dionisio_galiano"	"C_Gent_Research_Philosophy_1"
"emanuel_swedenborg"	"C_Gent_Science_Club_1"
"emanuel_swedenborg"	"C_Gent_Piety_3"
"enrique_florez"	"C_Gent_Research_Philosophy_1"
"enrique_florez"	"C_Personal_Piety_2"
"erasmus_darwin"	"C_Gent_Science_Club_1"
"eric_benzelius"	"C_Minister_Radical_1"
"eric_benzelius"	"C_Personal_Piety_2"
"erland_bring"	"C_Gent_Research_Philosophy_1"
"ernst_gideon_freiherr_von_laudon"	"C_General_Good_Field_Commander_2"
"ernst_gideon_freiherr_von_laudon"	"C_General_of_Infantry_2"
"esek_hopkins"	"C_Admiral_Brave_2"
"esek_hopkins"	"C_Admiral_Good_2"
"etienne_lucas"	"C_Admiral_Brave_2"
"etienne_lucas"	"C_Admiral_Swashbuckling_1"
"eugene_aram"	"C_Rake_Assassin_Good_1"
"eugenio_espejo"	"C_Minister_Radical_1"
"eugenios_voulgaris"	"C_Gent_Research_Philosophy_1"
"ewald_v_kleist"	"C_Gent_Science_Club_2"
"felix_de_azara"	"C_Gent_Research_Military_2"
"felix_de_azara"	"C_Gent_Research_Philosophy_1"
"ferdinand_konscak"	"C_Missionary_Like_America_1"
"ferdinand_konscak"	"C_Personal_Piety_2"
"fermin_lasuen"	"C_Missionary_Hate_America_1"
"fermin_lasuen"	"C_Personal_Piety_2"
"fernando_rivera"	"C_General_Scout_2"
"fracisco_de_la_cueva"	"C_Minister_Army_Good_1"
"fracisco_de_la_cueva"	"C_Minister_Unjust_2"
"francesco_algarotti"	"C_Gent_Research_Philosophy_2"
"francesco_antonio_zaccaria"	"C_Gent_Research_Philosophy_1"
"francesco_antonio_zaccaria"	"C_Personal_Piety_2"
"francesco_cetti"	"C_Gent_Research_Philosophy_1"
"francesco_cetti"	"C_Personal_Piety_1"
"francis_charteris"	"C_Feck_Vice_6"
"francis_charteris"	"C_Rake_Born_Bounder_2"
"francisco_de_miranda"	"C_Gent_Research_Military_1"
"francisco_garces"	"C_Missionary_Like_America_1"
"francisco_garces"	"C_Personal_Piety_2"
"francisco_javier_castanos_de_bailen"	"C_General_Good_Field_Commander_2"
"francois_arouet"	"C_Gent_Research_Philosophy_3"
"francois_de_chevert"	"C_General_Good_Field_Commander_2"
"francois_de_chevert"	"C_General_Siege_Attack_Good_1"
"francois_hemsterhuis"	"C_Gent_Research_Philosophy_2"
"francois_quesnay"	"C_Gent_Academic_Honours_1"
"francois_quesnay"	"C_Gent_Research_Economics_2"
"francois_truguet"	"C_Admiral_Good_2"
"francois-paul_brueys_d'aigalliers"	"C_Admiral_Good_1"
"franz_aepinus"	"C_Gent_Research_Philosophy_1"
"franz_ketterer"	"C_Gent_Research_Industry_1"
"franz_xaver_von_baader"	"C_Gent_Research_Industry_1"
"franz_xaver_von_baader"	"C_Gent_Research_Philosophy_1"
"franz_xaver_von_baader"	"C_Personal_Piety_1"
"dmitry_senyavin"	"C_Admiral_Born_Sailor_1"
"duc_de_clermont-tonnerre"	"C_General_French_Elan_2"
"durastante_natalucci"	"C_Personal_Piety_1"
"ehrenfried_walther_von_tschirnhaus"	"C_Gent_Research_Philosophy_1"
"enrique_florez"	"C_Gent_Academic_Honours_2"
"erasmus_darwin"	"C_Gent_Research_Philosophy_2"
"franz_xaver_von_zach"	"C_Gent_Research_Philosophy_1"
"fray_lasierra"	"C_Gent_Research_Philosophy_1"
"fray_lasierra"	"C_Personal_Piety_2"
"frederic_louis_norden"	"C_General_Born_Soldier_1"
"fredric_hasselquist"	"C_Gent_Research_Philosophy_1"
"fredric_hasselquist"	"C_Personal_Sickly_1"
"freiherr_von_schrotter"	"C_Minister_Trader_1"
"friedrich_august_wolf"	"C_Gent_Research_Philosophy_2"
"friedrich_heinrich_jacobi"	"C_Gent_Research_Philosophy_2"
"friedrich_heinrich_jacobi"	"C_Personal_Piety_1"
"friedrich_wilhelm_von_seydlitz"	"C_General_Good_Field_Commander_3"
"friedrich_wilhelm_von_seydlitz"	"C_General_of_Cavalry_2"
"friedrich_wilhelm_von_steuben"	"C_General_Good_Field_Commander_1"
"friedrich_wilhelm_von_steuben"	"C_General_Martinet_2"
"furst_von_hardenberg"	"C_Minister_Radical_1"
"fyodor_fyodorovich_ushakov"	"C_Admiral_Good_3"
"fyodor_matveyevich_apraskin"	"C_Admiral_Attack_Good_1"
"fyodor_matveyevich_apraskin"	"C_Admiral_Good_2"
"gabriel_fahrenheit"	"C_Gent_Science_Club_2"
"gaspar_de_portola"	"C_General_Scout_2"
"gaspard_monge"	"C_Gent_Research_Philosophy_1"
"gaspard_monge"	"C_Gent_Science_Club_1"
"gebhard_leberecht_von_blucher"	"C_General_Attacker_Good_1"
"gebhard_leberecht_von_blucher"	"C_General_Good_Field_Commander_2"
"erland_bring"	"C_Gent_Academic_Honours_2"
"ernst_gideon_freiherr_von_laudon"	"C_General_Attacker_Good_2"
"ewald_v_kleist"	"C_Personal_Piety_1"
"gebhard_leberecht_von_blucher"	"C_General_of_Cavalry_1"
"georg_brandt"	"C_Gent_Academic_Honours_2"
"georg_brandt"	"C_Gent_Science_Club_1"
"georg_forster"	"C_Gent_Research_Philosophy_2"
"georg_lichtenberg"	"C_Gent_Academic_Honours_2"
"georg_lichtenberg"	"C_Gent_Science_Club_1"
"georg_richmann"	"C_Gent_Science_Club_2"
"georg_stahl"	"C_Gent_Science_Club_2"
"georg_sverdrup"	"C_Gent_Research_Philosophy_1"
"georg_wilhelm_steller"	"C_Gent_Research_Philosophy_1"
"george_berkeley"	"C_Gent_Research_Philosophy_2"
"george_berkeley"	"C_Personal_Piety_1"
"george_graham"	"C_Gent_Research_Industry_1"
"george_graham"	"C_Gent_Science_Club_1"
"george_selwyn"	"C_Minister_Corrupt_1"
"george_stephenson"	"C_Gent_Research_Industry_3"
"george_wade"	"C_General_Good_Field_Commander_2"
"georges_lesage"	"C_Gent_Research_Philosophy_1"
"georges_lesage"	"C_Gent_Science_Club_1"
"gerhard_von_scharnhorst"	"C_General_Good_Field_Commander_2"
"gerhard_von_scharnhorst"	"C_General_of_Artillery_1"
"giacomo_casanova"	"C_Rake_Born_Bounder_1"
"giacomo_casanova"	"C_Rake_Naughty_Club_1"
"gilbert_la_fayette"	"C_General_Brave_1"
"gilbert_la_fayette"	"C_General_Good_Field_Commander_2"
"francisco_de_miranda"	"C_Gent_Research_Philosophy_1"
"francisco_javier_castanos_de_bailen"	"C_General_Attacker_Good_2"
"francois_quesnay"	"C_Gent_Research_Philosophy_1"
"giovanni_antonio_scopoli"	"C_Gent_Academic_Honours_2"
"giovanni_antonio_scopoli"	"C_Gent_Research_Philosophy_1"
"giovanni_arduino"	"C_Gent_Research_Philosophy_1"
"giuseppe_acerbi"	"C_Gent_Research_Philosophy_1"
"giuseppe_luigi_assemani"	"C_Gent_Academic_Honours_2"
"giuseppe_luigi_assemani"	"C_Gent_Research_Philosophy_1"
"gottfried_achenwall"	"C_Gent_Academic_Honours_2"
"gottfried_achenwall"	"C_Gent_Research_Economics_2"
"gottfried_achenwall"	"C_Gent_Research_Philosophy_1"
"gottfried_leibnitz"	"C_Gent_Research_Philosophy_2"
"gottfried_leibnitz"	"C_Gent_Science_Club_1"
"gotthold_ephraim_lessing"	"C_Gent_Research_Philosophy_3"
"gottlieb_sigmund_gruner"	"C_Gent_Research_Philosophy_1"
"graf_von_abensperg_und_traun"	"C_General_Brave_1"
"graf_von_abensperg_und_traun"	"C_General_Good_Field_Commander_2"
"graf_von_aichelberg_frankenburg"	"C_General_Austrian_Hates_Ottomans_1"
"graf_von_aichelberg_frankenburg"	"C_General_Good_Field_Commander_2"
"graf_von_aichelberg_frankenburg"	"C_General_of_Cavalry_1"
"graf_von_browne"	"C_General_Austrian_Hates_Ottomans_1"
"graf_von_browne"	"C_General_Good_Field_Commander_2"
"graf_von_browne"	"C_General_of_Infantry_1"
"graf_von_colloredo"	"C_Minister_Entertainer_1"
"graf_von_colloredo"	"C_Personal_Piety_1"
"graf_von_daun"	"C_General_Attacker_Good_1"
"graf_von_daun"	"C_General_Good_Field_Commander_2"
"graf_von_radetz"	"C_General_Brave_2"
"graf_von_radetz"	"C_General_Good_Field_Commander_2"
"graf_von_schwerin"	"C_General_Good_Field_Commander_2"
"graf_von_schwerin"	"C_General_of_Infantry_1"
"graf_von_seckendorff"	"C_General_Good_Field_Commander_2"
"graf_von_seckendorff"	"C_General_of_Cavalry_1"
"graf_von_wittenberg"	"C_General_Good_Field_Commander_2"
"graf_von_wittenberg"	"C_General_Siege_Attack_Good_1"
"granville_sharpthe"	"C_Gent_Research_Philosophy_1"
"grimur_thorkelin"	"C_Gent_Academic_Honours_2"
"grimur_thorkelin"	"C_Gent_Research_Philosophy_1"
"gustaf_adolf_reuterholm"	"C_Minister_Reactionary_1"
"gustaf_adolf_reuterholm"	"C_Minister_Unjust_1"
"guy_carleton"	"C_General_Good_Field_Commander_1"
"guyton_morveau"	"C_Gent_Research_Philosophy_1"
"gwf_hegel"	"C_Gent_Academic_Honours_2"
"gwf_hegel"	"C_Gent_Research_Philosophy_2"
"hans_egede"	"C_Missionary_Like_America_2"
"hans_egede"	"C_Personal_Piety_2"
"hans_joachim_von_zieten"	"C_General_Drunkard_1"
"hans_joachim_von_zieten"	"C_General_Good_Field_Commander_2"
"hans_joachim_von_zieten"	"C_General_of_Cavalry_1"
"heinrich_friderich_von_stein"	"C_Minister_Radical_1"
"heinrich_friderich_von_stein"	"C_Minister_Upright_1"
"henry_bate"	"C_Agent_Spy_Network_2"
"henry_bate"	"C_Personal_Piety_2"
"henry_bouquet"	"C_General_Defend_Good_1"
"henry_bouquet"	"C_General_Good_Field_Commander_1"
"francois_truguet"	"C_Admiral_Born_Sailor_1"
"francois-paul_brueys_d'aigalliers"	"C_Admiral_Brave_1"
"henry_clinton"	"C_General_Bad_1"
"henry_clinton"	"C_General_Siege_Attack_Good_1"
"henry_cort"	"C_Gent_Research_Industry_2"
"henry_farquharson"	"C_Gent_Research_Philosophy_1"
"henry_fielding"	"C_Gent_Research_Philosophy_1"
"henry_hayes"	"C_Rake_Born_Bounder_1"
"henry_knox"	"C_General_US_Backwoodsman_1"
"henry_knox"	"C_General_Born_Soldier_2"
"henry_mill"	"C_Gent_Research_Industry_1"
"henry_seymour_conway"	"C_General_Good_Field_Commander_2"
"herman_boerhaave"	"C_Gent_Academic_Honours_2"
"herman_boerhaave"	"C_Gent_Research_Philosophy_1"
"hermann_samuel_reimarus"	"C_Gent_Academic_Honours_2"
"hermann_samuel_reimarus"	"C_Gent_Research_Philosophy_2"
"hermann_samuel_reimarus"	"C_Personal_Piety_2"
"hermann_von_der_hardt"	"C_Gent_Research_Philosophy_1"
"herzog_von_brunswick_luneberg"	"C_General_Siege_Attack_Good_1"
"herzog_von_brunswick_luneberg"	"C_General_Good_Field_Commander_2"
"hilaire_rouelle"	"C_Gent_Research_Philosophy_1"
"honore_riqueti"	"C_Minister_Fiscal_Genius_1"
"honore_riqueti"	"C_Minister_Reactionary_1"
"horatio_gates"	"C_General_Lampooned_1"
"horatio_nelson"	"C_Admiral_Brave_2"
"horatio_nelson"	"C_Admiral_Good_3"
"franz_aepinus"	"C_Gent_Academic_Honours_2"
"friedrich_august_wolf"	"C_Gent_Academic_Honours_2"
"friedrich_wilhelm_von_seydlitz"	"C_General_Brave_1"
"horatio_gates"	"C_General_Americas_Good_1"
"hugo_kollataj"	"C_Gent_Research_Philosophy_2"
"hugo_kollataj"	"C_Personal_Piety_2"
"humphry_davy"	"C_Gent_Research_Industry_2"
"humphry_davy"	"C_Gent_Science_Club_1"
"hyde_parker"	"C_Admiral_British_Drakes_Drum_2"
"hyder_ali"	"C_General_Bloody_1"
"hyder_ali"	"C_General_Good_Field_Commander_2"
"ignacy_krasicki"	"C_Gent_Research_Philosophy_2"
"ignacy_krasicki"	"C_Personal_Piety_2"
"immanuel_kant"	"C_Gent_Research_Philosophy_3"
"isaac_de_pinto"	"C_Gent_Research_Philosophy_1"
"isaac_de_pinto"	"C_Personal_Piety_1"
"israel_putnam"	"C_General_Brave_3"
"israel_putnam"	"C_General_Good_Field_Commander_2"
"ivan_lepekhin"	"C_Gent_Science_Club_1"
"jacob_aall"	"C_Minister_Industrialist_1"
"jacob_bruce"	"C_Gent_Research_Military_2"
"jacob_bruce"	"C_Gent_Research_Philosophy_1"
"jacob_roggeveen"	"C_General_Scout_2"
"jacques_cassini"	"C_Gent_Research_Philosophy_1"
"jagannatha_samrat"	"C_Gent_Research_Philosophy_1"
"jagannatha_samrat"	"C_Gent_Science_Club_1"
"jakob_bernoulli"	"C_Gent_Academic_Honours_2"
"jakob_bernoulli"	"C_Gent_Research_Philosophy_1"
"jakob_bernoulli"	"C_Gent_Science_Club_1"
"james_brindley"	"C_Gent_Research_Industry_2"
"james_burnett"	"C_Gent_Research_Philosophy_2"
"fyodor_fyodorovich_ushakov"	"C_Admiral_Blockader_Good_1"
"gabriel_fahrenheit"	"C_Gent_Research_Philosophy_1"
"james_cook"	"C_Admiral_Good_1"
"james_field"	"C_Rake_Born_Bounder_1"
"james_fitzjames"	"C_General_Brave_1"
"james_fitzjames"	"C_General_Good_Field_Commander_2"
"james_fitzjames"	"C_Personal_Piety_1"
"james_hargreaves"	"C_Gent_Research_Industry_2"
"james_hutton"	"C_Gent_Academic_Honours_1"
"james_hutton"	"C_Gent_Research_Agriculture_1"
"james_lind"	"C_Gent_Research_Navy_2"
"james_lind"	"C_Gent_Science_Club_1"
"james_livingston"	"C_General_Attacker_Good_1"
"james_monroe"	"C_Minister_Upright_1"
"james_puckle"	"C_Gent_Research_Industry_1"
"james_puckle"	"C_Gent_Research_Military_2"
"james_watt"	"C_Gent_Research_Industry_2"
"james_watt"	"C_Gent_Science_Club_1"
"jan_henryk_dabrowski"	"C_General_Brave_2"
"jan_henryk_dabrowski"	"C_General_Good_Field_Commander_2"
"jan_henryk_dabrowski"	"C_General_of_Cavalry_1"
"jan_henryk_dabrowski"	"C_General_Polish_Stubborn_1"
"jan_sniadecki"	"C_Gent_Research_Philosophy_2"
"jand_de_witte"	"C_Gent_Research_Military_2"
"jean_d_alembert"	"C_Gent_Research_Philosophy_1"
"jean_d_alembert"	"C_Gent_Science_Club_1"
"jean_denis_attiret"	"C_Missionary_Gone_Native_1"
"gaspard_monge"	"C_Gent_Academic_Honours_2"
"georg_richmann"	"C_Gent_Research_Philosophy_1"
"guy_carleton"	"C_General_of_Infantry_1"
"jean_jacques_rousseau"	"C_Gent_Research_Philosophy_3"
"jean_nollet"	"C_Gent_Science_Club_2"
"jean_nollet"	"C_Personal_Piety_2"
"jean_say"	"C_Gent_Research_Economics_2"
"jean_say"	"C_Gent_Research_Philosophy_1"
"jedrzej_sniadecki"	"C_Gent_Research_Philosophy_1"
"jeremy_bentham"	"C_Gent_Research_Economics_1"
"jeremy_bentham"	"C_Gent_Research_Philosophy_2"
"jethro_tull"	"C_Gent_Research_Agriculture_3"
"joaquin_blake"	"C_General_Bloody_1"
"johan_ihre"	"C_Gent_Academic_Honours_2"
"johan_ihre"	"C_Gent_Research_Philosophy_1"
"johan_zoutman"	"C_Admiral_Defender_Good_1"
"johan_zoutman"	"C_Admiral_Good_1"
"johann_august_ernesti"	"C_Gent_Academic_Honours_1"
"johann_august_ernesti"	"C_Gent_Research_Philosophy_1"
"johann_augustus_eberhard"	"C_Gent_Research_Philosophy_2"
"johann_balthasar_neumann"	"C_Gent_Research_Military_2"
"johann_bernoulli"	"C_Gent_Academic_Honours_2"
"johann_bernoulli"	"C_Gent_Research_Philosophy_1"
"johann_elert_bode"	"C_Gent_Research_Philosophy_1"
"johann_friedrich_blumenbach"	"C_Gent_Academic_Honours_2"
"johann_friedrich_blumenbach"	"C_Gent_Science_Club_1"
"johann_friedrich_bottger"	"C_Gent_Research_Industry_1"
"johann_friedrich_bottger"	"C_Gent_Science_Club_1"
"johann_friedrich_gmelin"	"C_Gent_Academic_Honours_1"
"johann_friedrich_gmelin"	"C_Gent_Science_Club_1"
"horatio_nelson"	"C_Admiral_British_Drakes_Drum_2"
"johann_georg_palitzsch"	"C_Gent_Research_Philosophy_1"
"johann_georg_palitzsch"	"C_Gent_Science_Club_1"
"johann_goethe"	"C_Gent_Research_Philosophy_3"
"johann_goethe"	"C_Gent_Science_Club_1"
"johann_gottfried_herder"	"C_Gent_Research_Philosophy_2"
"johann_gottfried_herder"	"C_Personal_Piety_1"
"johann_gottfried_koehler"	"C_Gent_Science_Club_1"
"johann_gottlieb_fichte"	"C_Gent_Research_Philosophy_2"
"johann_gottlieb_rall"	"C_General_Bad_1"
"johann_gottlob_lehmann"	"C_Gent_Academic_Honours_1"
