version 1, schema faction_rebellion_units_junctions_tables
faction_id(string)	unit_id(string)
"denmark"	"Cav_Light_Light_Dragoons"
"denmark"	"Gen_Ernst_Paymann"
"denmark"	"Inf_Line_Line_Infantry"
"denmark"	"Inf_Militia_Militia"
"denmark"	"Inf_Mob_Armed_Citizenry"
"denmark"	"Inf_Skirm_Jager"
"denmark"	"Inf_Skirm_Norwegian_Ski_Troops"
"egy_bedouin"	"Cav_Light_Bedouin_Camel_Warriors"
"egy_bedouin"	"Cav_Miss_Bedouin_Camel_Gunners"
"egy_britain"	"Art_Foot_British_6_lber"
"egy_britain"	"Inf_Line_British_Foot"
"egy_french_republic"	"Art_Foot_French_6_lber"
"egy_french_republic"	"Art_Foot_French_8_lber"
"egy_french_republic"	"Art_Horse_French_6_lber"
"egy_french_republic"	"Cav_Heavy_French_Dragoons"
"egy_french_republic"	"Cav_Light_Bedouin_Camel_Warriors"
"egy_french_republic"	"Cav_Light_French_Chasseurs_a_Cheval"
"egy_french_republic"	"Cav_Miss_Bedouin_Camel_Gunners"
"egy_french_republic"	"Inf_Light_French_Chasseurs"
"egy_french_republic"	"Inf_Line_French_Fusiliers"
"egy_french_republic"	"Inf_Line_Line_Infantry"
"egy_french_republic"	"Inf_Militia_Militia"
"egy_french_republic"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"egy_french_republic"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"egy_mamelukes"	"Art_Foot_Ottoman_9_lber"
"egy_mamelukes"	"Cav_Light_Mamelukes"
"egy_mamelukes"	"Inf_Irreg_Ottoman_Azzars"
"egy_mamelukes"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"egy_mamelukes"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"egy_mamelukes"	"Inf_Militia_Ottoman_Peasant_Levy"
"egy_ottomans"	"Art_Foot_Ottoman_18_lber"
"egy_ottomans"	"Art_Foot_Ottoman_9_lber"
"egy_ottomans"	"Cav_Light_Ottoman_Deli_Horsemen"
"egy_ottomans"	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"
"egy_ottomans"	"Inf_Irreg_Ottoman_Azzars"
"egy_ottomans"	"Inf_Irreg_Ottoman_Bashi_Bazouks"
"egy_ottomans"	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"
"egy_ottomans"	"Inf_Melee_Ottoman_Cemaat_Janissaries"
"egy_ottomans"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"egy_ottomans"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"egy_ottomans"	"Inf_Militia_Ottoman_Peasant_Levy"
"france"	"Art_Foot_French_12_lber"
"france"	"Art_Foot_French_6_lber"
"france"	"Art_Foot_French_8_lber"
"france"	"Art_Horse_French_6_lber"
"france"	"Cav_Heavy_French_Dragoons"
"france"	"Cav_Lancer_French_Cheveau_Legers_Lancers"
"france"	"Cav_Light_French_Chasseurs_a_Cheval"
"france"	"Inf_Light_French_Chasseurs"
"france"	"Inf_Line_French_Fusiliers"
"france"	"Inf_Militia_French_National_Guard"
"france"	"Inf_Militia_Militia"
"france"	"Inf_Skirm_French_Voltiguers"
"french_rebels"	"Art_Foot_12_lber"
"french_rebels"	"Art_Horse_6_lber"
"french_rebels"	"Cav_Heavy_Dragoons"
"french_rebels"	"Cav_Light_Hussars"
"french_rebels"	"Inf_Light_Light_Infantry"
"french_rebels"	"Inf_Line_Line_Infantry"
"french_rebels"	"Inf_Militia_Militia"
"greece"	"Art_Foot_12_lber"
"greece"	"Art_Foot_6_lber"
"greece"	"Art_Horse_6_lber"
"greece"	"Cav_Heavy_Dragoons"
"greece"	"Cav_Light_Hussars"
"greece"	"Inf_Light_Light_Infantry"
"greece"	"Inf_Line_Line_Infantry"
"greece"	"Inf_Militia_Militia"
"hannover"	"Art_Foot_12_lber"
"hannover"	"Art_Foot_6_lber"
"hannover"	"Art_Horse_6_lber"
"hannover"	"Cav_Heavy_Dragoons"
"hannover"	"Cav_Light_Hussars"
"hannover"	"Inf_Light_Light_Infantry"
"hannover"	"Inf_Line_Line_Infantry"
"hannover"	"Inf_Militia_Landwehr"
"hessen"	"Art_Foot_12_lber"
"hessen"	"Art_Foot_6_lber"
"hessen"	"Art_Horse_6_lber"
"hessen"	"Cav_Light_Hussars"
"hessen"	"Cav_Stand_Chevauxlegers"
"hessen"	"Inf_Light_Fusiliers"
"hessen"	"Inf_Line_Musketeers"
"hessen"	"Inf_Militia_Landwehr"
"hessen"	"Inf_Skirm_Jager"
"hungary"	"Art_Foot_12_lber"
"hungary"	"Art_Foot_6_lber"
"hungary"	"Art_Horse_6_lber"
"hungary"	"Cav_Heavy_Dragoons"
"hungary"	"Cav_Light_Hussars"
"hungary"	"Inf_Line_Line_Infantry"
"hungary"	"Inf_Militia_Militia"
"hungary"	"Inf_Skirm_Jager"
"ireland"	"Art_Foot_12_lber"
"ireland"	"Art_Foot_6_lber"
"ireland"	"Art_Horse_6_lber"
"ireland"	"Cav_Heavy_Dragoons"
"ireland"	"Cav_Light_Light_Dragoons"
"ireland"	"Inf_Light_Light_Infantry"
"ireland"	"Inf_Line_Line_Infantry"
"ireland"	"Inf_Militia_Militia"
"ita_austrian_alliance"	"Art_Foot_Austrian_12_lber"
"ita_austrian_alliance"	"Art_Foot_Austrian_6_lber"
"ita_austrian_alliance"	"Cav_Heavy_Austrian_Dragoons"
"ita_austrian_alliance"	"Cav_Lancer_Austrian_Ulans"
"ita_austrian_alliance"	"Cav_Light_Austrian_Hungarian_Hussars"
"ita_austrian_alliance"	"Cav_Stand_Austrian_Chevauxlegers"
"ita_austrian_alliance"	"Inf_Light_Austrian_Grenzers"
"ita_austrian_alliance"	"Inf_Line_Austrian_German_Fusiliers"
"ita_austrian_alliance"	"Inf_Militia_Austrian_Landwehr"
"ita_austrian_alliance"	"Inf_Skirm_Austrian_Jager"
"ita_french_republic"	"Art_Foot_French_6_lber"
"ita_french_republic"	"Art_Foot_French_8_lber"
"ita_french_republic"	"Art_Horse_French_6_lber"
"ita_french_republic"	"Cav_Heavy_French_Dragoons"
"ita_french_republic"	"Cav_Light_French_Chasseurs_a_Cheval"
"ita_french_republic"	"Inf_Light_French_Chasseurs"
"ita_french_republic"	"Inf_Line_French_Fusiliers"
"ita_french_republic"	"Inf_Line_French_Revolutionary_Infantry"
"ita_french_republic"	"Inf_Militia_French_National_Guard"
"ita_french_republic"	"Inf_Militia_Militia"
"ita_genoa"	"Art_Foot_12_lber"
"ita_genoa"	"Art_Foot_6_lber"
"ita_genoa"	"Cav_Heavy_Dragoons"
"ita_genoa"	"Inf_Line_Line_Infantry"
"ita_genoa"	"Inf_Militia_Militia"
"ita_lucca"	"Art_Foot_12_lber"
"ita_lucca"	"Art_Foot_6_lber"
"ita_lucca"	"Cav_Heavy_Dragoons"
"ita_lucca"	"Inf_Line_Line_Infantry"
"ita_lucca"	"Inf_Militia_Militia"
"ita_milan"	"Art_Foot_12_lber"
"ita_milan"	"Art_Foot_6_lber"
"ita_milan"	"Cav_Heavy_Dragoons"
"ita_milan"	"Inf_Line_Line_Infantry"
"ita_milan"	"Inf_Militia_Militia"
"ita_modena"	"Art_Foot_12_lber"
"ita_modena"	"Art_Foot_6_lber"
"ita_modena"	"Cav_Heavy_Dragoons"
"ita_modena"	"Inf_Line_Line_Infantry"
"ita_modena"	"Inf_Militia_Militia"
"ita_papal_states"	"Art_Foot_12_lber"
"ita_papal_states"	"Art_Foot_6_lber"
"ita_papal_states"	"Cav_Heavy_Dragoons"
"ita_papal_states"	"Cav_Light_Hussars"
"ita_papal_states"	"Inf_Line_Line_Infantry"
"ita_papal_states"	"Inf_Militia_Militia"
"ita_papal_states"	"Inf_Skirm_Jager"
"ita_parma"	"Art_Foot_12_lber"
"ita_parma"	"Art_Foot_6_lber"
"ita_parma"	"Cav_Heavy_Dragoons"
"ita_parma"	"Inf_Line_Line_Infantry"
"ita_parma"	"Inf_Militia_Militia"
"ita_piedmont"	"Art_Foot_12_lber"
"ita_piedmont"	"Art_Foot_6_lber"
"ita_piedmont"	"Cav_Heavy_Dragoons"
"ita_piedmont"	"Inf_Gren_Grenadiers"
"ita_piedmont"	"Inf_Line_Line_Infantry"
"ita_piedmont"	"Inf_Militia_Militia"
"ita_trent"	"Art_Foot_12_lber"
"ita_trent"	"Art_Foot_6_lber"
"ita_trent"	"Cav_Heavy_Dragoons"
"ita_tuscany"	"Art_Foot_12_lber"
"ita_tuscany"	"Art_Foot_6_lber"
"ita_tuscany"	"Cav_Heavy_Dragoons"
"ita_tuscany"	"Inf_Line_Line_Infantry"
"ita_tuscany"	"Inf_Militia_Militia"
"ita_venice"	"Art_Foot_12_lber"
"ita_venice"	"Art_Foot_6_lber"
"ita_venice"	"Cav_Heavy_Dragoons"
"ita_venice"	"Inf_Line_Line_Infantry"
"ita_venice"	"Inf_Militia_Militia"
"italian_rebels"	"Art_Foot_12_lber"
"italian_rebels"	"Art_Foot_6_lber"
"italian_rebels"	"Cav_Heavy_Dragoons"
"italian_rebels"	"Inf_Line_Line_Infantry"
"italian_rebels"	"Inf_Militia_Militia"
"italy"	"Art_Foot_12_lber"
"italy"	"Art_Foot_6_lber"
"italy"	"Art_Horse_6_lber"
"italy"	"Cav_Heavy_Dragoons"
"italy"	"Cav_Light_Hussars"
"italy"	"Inf_Light_Light_Infantry"
"italy"	"Inf_Line_Line_Infantry"
"italy"	"Inf_Militia_Militia"
"italy_kingdom"	"Art_Foot_12_lber"
"italy_kingdom"	"Art_Foot_6_lber"
"italy_kingdom"	"Art_Horse_6_lber"
"italy_kingdom"	"Cav_Heavy_Dragoons"
"italy_kingdom"	"Cav_Light_Italian_Chasseurs_a_Cheval"
"italy_kingdom"	"Inf_Light_Light_Infantry"
"italy_kingdom"	"Inf_Line_Line_Infantry"
"italy_kingdom"	"Inf_Militia_Militia"
"mecklenburg"	"Art_Foot_12_lber"
"mecklenburg"	"Art_Foot_6_lber"
"mecklenburg"	"Art_Horse_6_lber"
"mecklenburg"	"Cav_Stand_Chevauxlegers"
"mecklenburg"	"Inf_Line_Line_Infantry"
"mecklenburg"	"Inf_Militia_Militia"
"mecklenburg"	"Inf_Skirm_Jager"
"naples"	"Art_Foot_12_lber"
"naples"	"Art_Foot_6_lber"
"naples"	"Art_Horse_6_lber"
"naples"	"Cav_Heavy_Dragoons"
"naples"	"Cav_Light_Hussars"
"naples"	"Inf_Light_Light_Infantry"
"naples"	"Inf_Line_Line_Infantry"
"naples"	"Inf_Militia_Militia"
"netherlands"	"Art_Foot_12_lber"
"netherlands"	"Art_Foot_6_lber"
"netherlands"	"Art_Horse_6_lber"
"netherlands"	"Cav_Heavy_Dragoons"
"netherlands"	"Cav_Light_Light_Dragoons"
"netherlands"	"Inf_Line_Line_Infantry"
"netherlands"	"Inf_Militia_Militia"
"netherlands"	"Inf_Skirm_Jager"
"norway"	"Art_Foot_12_lber"
"norway"	"Art_Foot_6_lber"
"norway"	"Art_Horse_6_lber"
"norway"	"Cav_Heavy_Dragoons"
"norway"	"Cav_Light_Light_Dragoons"
"norway"	"Inf_Line_Line_Infantry"
"norway"	"Inf_Militia_Militia"
"norway"	"Inf_Skirm_Jager"
"norway"	"Inf_Skirm_Norwegian_Ski_Troops"
"oldenburg"	"Art_Foot_12_lber"
"oldenburg"	"Art_Foot_6_lber"
"oldenburg"	"Art_Horse_6_lber"
"oldenburg"	"Cav_Stand_Chevauxlegers"
"oldenburg"	"Inf_Line_Line_Infantry"
"oldenburg"	"Inf_Militia_Landwehr"
"oldenburg"	"Inf_Skirm_Jager"
"ottoman_rebels"	"Art_Foot_Ottoman_9_lber"
"ottoman_rebels"	"Cav_Light_Ottoman_Deli_Horsemen"
"ottoman_rebels"	"Inf_Irreg_Ottoman_Azzars"
"ottoman_rebels"	"Inf_Irreg_Ottoman_Bashi_Bazouks"
"ottoman_rebels"	"Inf_Militia_Ottoman_Peasant_Levy"
"ottomans"	"Art_Foot_Ottoman_18_lber"
"ottomans"	"Art_Foot_Ottoman_9_lber"
"ottomans"	"Cav_Light_Ottoman_Deli_Horsemen"
"ottomans"	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"
"ottomans"	"Gen_Ahmed_Al-Jazzar"
"ottomans"	"Inf_Irreg_Ottoman_Azzars"
"ottomans"	"Inf_Irreg_Ottoman_Bashi_Bazouks"
"ottomans"	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"
"ottomans"	"Inf_Melee_Ottoman_Cemaat_Janissaries"
"ottomans"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"ottomans"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"ottomans"	"Inf_Militia_Ottoman_Peasant_Levy"
"piedmont_savoy"	"Art_Foot_12_lber"
"piedmont_savoy"	"Art_Foot_6_lber"
"piedmont_savoy"	"Art_Horse_6_lber"
"piedmont_savoy"	"Cav_Heavy_Dragoons"
"piedmont_savoy"	"Inf_Line_Line_Infantry"
"piedmont_savoy"	"Inf_Militia_Militia"
"poland_lithuania"	"Art_Foot_12_lber"
"poland_lithuania"	"Art_Foot_6_lber"
"poland_lithuania"	"Art_Horse_6_lber"
"poland_lithuania"	"Cav_Lancer_Lancers"
"poland_lithuania"	"Cav_Light_Hussars"
"poland_lithuania"	"Inf_Light_Light_Infantry"
"poland_lithuania"	"Inf_Line_Line_Infantry"
"poland_lithuania"	"Inf_Militia_Militia"
"portugal"	"Art_Foot_Portuguese_12_lber"
"portugal"	"Art_Foot_Portuguese_6_lber"
"portugal"	"Art_Foot_Portuguese_9_lber"
"portugal"	"Cav_Stand_Portuguese_Cavalry"
"portugal"	"Inf_Light_Portuguese_Cazadores"
"portugal"	"Inf_Line_Portuguese_Infantry"
"portugal"	"Inf_Militia_Portuguese_Militia"
"prussia"	"Art_Foot_Prussian_12_lber"
"prussia"	"Art_Foot_Prussian_6_lber"
"prussia"	"Art_Horse_Prussian_6_lber"
"prussia"	"Cav_Heavy_Prussian_Dragoons"
"prussia"	"Cav_Lancer_Prussian_Lancers"
"prussia"	"Cav_Light_Prussian_Hussars"
"prussia"	"Inf_Light_Prussian_Fusiliers"
"prussia"	"Inf_Line_Prussian_Musketeers"
"prussia"	"Inf_Militia_Prussian_Landwehr"
"prussia"	"Inf_Skirm_Prussian_Jager"
"prussian_rebels"	"Art_Foot_12_lber"
"prussian_rebels"	"Art_Horse_6_lber"
"prussian_rebels"	"Cav_Heavy_Dragoons"
"prussian_rebels"	"Cav_Lancer_Lancers"
"prussian_rebels"	"Cav_Light_Hussars"
"prussian_rebels"	"Inf_Light_Fusiliers"
"prussian_rebels"	"Inf_Line_Musketeers"
"prussian_rebels"	"Inf_Militia_Landwehr"
"prussian_rebels"	"Inf_Skirm_Jager"
"romania"	"Art_Foot_12_lber"
"romania"	"Art_Foot_6_lber"
"romania"	"Art_Horse_6_lber"
"romania"	"Cav_Heavy_Dragoons"
"romania"	"Cav_Light_Hussars"
"romania"	"Inf_Line_Line_Infantry"
"romania"	"Inf_Militia_Militia"
"romania"	"Inf_Skirm_Jager"
"russia"	"Art_Foot_Russian_10_lber_Unicorn"
"russia"	"Art_Foot_Russian_12_lber"
"russia"	"Art_Foot_Russian_6_lber"
"russia"	"Art_Horse_Russian_6_lber"
"russia"	"Cav_Heavy_Russian_Dragoons"
"russia"	"Cav_Lancer_Russian_Cossack_Cavalry"
"russia"	"Cav_Lancer_Russian_Ulans"
"russia"	"Cav_Light_Russian_Hussars"
"russia"	"Inf_Light_Russian_Jager"
"russia"	"Inf_Line_Russian_Musketeers"
"russia"	"Inf_Militia_Russian_Opelchenie"
"sardinia"	"Art_Foot_12_lber"
"sardinia"	"Art_Foot_6_lber"
"sardinia"	"Art_Horse_6_lber"
"sardinia"	"Cav_Heavy_Dragoons"
"sardinia"	"Cav_Light_Hussars"
"sardinia"	"Inf_Line_Line_Infantry"
"sardinia"	"Inf_Militia_Militia"
"saxony"	"Art_Foot_6_lber"
"saxony"	"Art_Horse_6_lber"
"saxony"	"Cav_Light_Hussars"
"saxony"	"Cav_Stand_Chevauxlegers"
"saxony"	"Inf_Line_Musketeers"
"saxony"	"Inf_Militia_Landwehr"
"scotland"	"Art_Foot_12_lber"
"scotland"	"Art_Foot_6_lber"
"scotland"	"Art_Horse_6_lber"
"scotland"	"Cav_Heavy_Dragoons"
"scotland"	"Cav_Light_Light_Dragoons"
"scotland"	"Inf_Light_Light_Infantry"
"scotland"	"Inf_Line_British_Highland_Foot"
"scotland"	"Inf_Militia_Militia"
"sicily"	"Art_Foot_12_lber"
"sicily"	"Art_Foot_6_lber"
"sicily"	"Art_Horse_6_lber"
"sicily"	"Cav_Heavy_Dragoons"
"sicily"	"Cav_Light_Hussars"
"sicily"	"Inf_Light_Light_Infantry"
"sicily"	"Inf_Line_Line_Infantry"
"sicily"	"Inf_Militia_Militia"
"slavic_rebels"	"Art_Foot_12_lber"
"slavic_rebels"	"Art_Horse_6_lber"
"slavic_rebels"	"Cav_Heavy_Dragoons"
"slavic_rebels"	"Cav_Lancer_Russian_Cossack_Cavalry"
"slavic_rebels"	"Cav_Light_Hussars"
"slavic_rebels"	"Inf_Line_Musketeers"
"slavic_rebels"	"Inf_Militia_Militia"
"slavic_rebels"	"Inf_Skirm_Jager"
"spain"	"Art_Foot_Spanish_12_lber"
"spain"	"Art_Foot_Spanish_9_lber"
"spain"	"Cav_Heavy_Spanish_Dragoons"
"spain"	"Cav_Light_Spanish_Hussars"
"spain"	"Cav_Stand_Spanish_Line_Cavalry"
"spain"	"Inf_Irreg_Spanish_Guerillas"
"spain"	"Inf_Light_Spanish_Cazadores"
"spain"	"Inf_Line_Spanish_Line_Infantry"
"spain"	"Inf_Militia_Spanish_Provincial_Militia"
"spain"	"Mounted_Inf_Spanish_Mounted_Cazadores"
"spanish_rebels"	"Art_Foot_12_lber"
"spanish_rebels"	"Art_Foot_7_lber_Howitzer"
"spanish_rebels"	"Art_Horse_6_lber"
"spanish_rebels"	"Cav_Heavy_Dragoons"
"spanish_rebels"	"Cav_Light_Hussars"
"spanish_rebels"	"Inf_Light_Light_Infantry"
"spanish_rebels"	"Inf_Line_Line_Infantry"
"spanish_rebels"	"Inf_Militia_Militia"
"sweden"	"Art_Foot_12_lber"
"sweden"	"Art_Foot_6_lber"
"sweden"	"Art_Horse_6_lber"
"sweden"	"Cav_Heavy_Dragoons"
"sweden"	"Cav_Light_Hussars"
"sweden"	"Inf_Line_Line_Infantry"
"sweden"	"Inf_Militia_Militia"
"sweden"	"Inf_Skirm_Jager"
"sweden"	"Mounted_Inf_Swedish_Mounted_Jager"
"swiss_confederation"	"Art_Foot_6_lber"
"swiss_confederation"	"Art_Horse_6_lber"
"swiss_confederation"	"Cav_Heavy_Dragoons"
"swiss_confederation"	"Cav_Stand_Chevauxlegers"
"swiss_confederation"	"Inf_Line_Line_Infantry"
"swiss_confederation"	"Inf_Militia_Militia"
"tut_britain"	"Art_Foot_British_6_lber"
"tut_britain"	"Inf_Line_British_Foot"
"tut_britain"	"Inf_Militia_Militia"
"tut_france"	"Art_Foot_French_12_lber"
"tut_france"	"Art_Foot_French_Tutorial_6_lber"
"tut_france"	"Cav_Heavy_French_Tutorial_Dragoons"
"tut_france"	"Inf_Line_French_Revolutionary_Infantry"
"tut_france"	"Inf_Line_French_Tutorial_Fusiliers"
"tut_france"	"Inf_Militia_French_National_Guard"
"tut_sardinia"	"Cav_Heavy_Dragoons"
"tut_sardinia"	"Inf_Line_Line_Infantry"
"tut_sardinia"	"Inf_Militia_Militia"
"tut_swiss_confederation"	"Art_Foot_6_lber"
"tut_swiss_confederation"	"Cav_Heavy_Dragoons"
"tut_swiss_confederation"	"Inf_Line_Line_Infantry"
"tut_swiss_confederation"	"Inf_Militia_Militia"
"united_netherlands"	"Art_Foot_12_lber"
"united_netherlands"	"Art_Foot_6_lber"
"united_netherlands"	"Art_Horse_6_lber"
"united_netherlands"	"Cav_Light_Hussars"
"united_netherlands"	"Cav_Light_Light_Dragoons"
"united_netherlands"	"Cav_Stand_Chevauxlegers"
"united_netherlands"	"Inf_Light_Dutch_Flanquers"
"united_netherlands"	"Inf_Line_Line_Infantry"
"united_netherlands"	"Inf_Militia_Militiamen"
"united_netherlands"	"Inf_Skirm_Nassau_Jager"
"westphalia"	"Art_Foot_12_lber"
"westphalia"	"Art_Foot_6_lber"
"westphalia"	"Art_Horse_6_lber"
"westphalia"	"Cav_Light_Hussars"
"westphalia"	"Cav_Stand_Chevauxlegers"
"westphalia"	"Inf_Light_Light_Infantry"
"westphalia"	"Inf_Line_Line_Infantry"
"westphalia"	"Inf_Militia_Militia"
"wurttemberg"	"Art_Foot_12_lber"
"wurttemberg"	"Art_Foot_6_lber"
"wurttemberg"	"Art_Horse_6_lber"
"wurttemberg"	"Cav_Stand_Chevauxlegers"
"wurttemberg"	"Inf_Light_Light_Infantry"
"wurttemberg"	"Inf_Line_Line_Infantry"
"wurttemberg"	"Inf_Militia_Landwehr"
"wurttemberg"	"Inf_Skirm_Jager"
"spa_spain"	"Cav_Lancer_Spanish_Guerilla_Lanceros_Guerrilla"
"spa_spain"	"Inf_Skirm_Spanish_Guerilla_Tiradores_Guerrilla"
"spa_spain"	"Cav_Light_Spanish_Guerilla_Husares_Guerrilla"
"spa_spain"	"Inf_Light_Spanish_Guerilla_Cazadores_Guerrilla"
"spa_spain"	"Art_Foot_Spanish_9_lber"
"spa_spain"	"Cav_Light_Spanish_Hussars"
"spa_france"	"Art_Foot_French_12_lber"
"spa_france"	"Art_Foot_French_8_lber"
"spa_france"	"Cav_Heavy_French_Dragoons"
"spa_france"	"Cav_Light_French_Chasseurs_a_Cheval"
"spa_france"	"Inf_Line_French_Fusiliers"
"spa_france"	"Inf_Light_French_Chasseurs"
"spa_britain"	"Art_Foot_British_6_lber"
"spa_britain"	"Cav_Heavy_British_Dragoons"
"spa_britain"	"Cav_Light_British_Light_Dragoons"
"spa_britain"	"Inf_Light_British_Light_Foot"
"spa_britain"	"Inf_Line_British_Foot"
"spa_portugal"	"Art_Foot_Portuguese_12_lber"
"spa_portugal"	"Art_Foot_Portuguese_9_lber"
"spa_portugal"	"Cav_Stand_Portuguese_Cavalry"
"spa_portugal"	"Inf_Light_Portuguese_Cazadores"
"spa_portugal"	"Inf_Line_Portuguese_Infantry"
"spa_portugal"	"Inf_Militia_Portuguese_Militia"
"spa_britain"	"Art_Foot_British_Portuguese_6_lber_Auxiliary"
"spa_britain"	"Art_Foot_British_Spanish_9_lber_Auxiliary"
"spa_britain"	"Art_Horse_British_6_lber"
"spa_britain"	"Cav_Light_British_Spanish_Hussars_Auxiliary"
"spa_britain"	"Cav_Stand_British_Portuguese_Cavalry_Auxiliary"
"spa_britain"	"Inf_Light_British_Portuguese_Cazadores_Auxiliary"
"spa_spain"	"Inf_Line_Spanish_Fusiliers"
"portugese_rebels"	"Art_Foot_6_lber"
