version 1, schema units_to_exclusive_faction_permissions_tables
Unit_IDRef(string)	Faction_IDRef(string)	Availability(boolean)
"Art_Foot_7_lber_Howitzer"	"hessen"	true
"Art_Foot_7_lber_Howitzer"	"hungary"	true
"Art_Foot_7_lber_Howitzer"	"ireland"	true
"Art_Foot_7_lber_Howitzer"	"italy"	true
"Art_Foot_7_lber_Howitzer"	"italy_kingdom"	true
"Art_Foot_7_lber_Howitzer"	"mecklenburg"	true
"Art_Foot_7_lber_Howitzer"	"naples"	true
"Art_Foot_7_lber_Howitzer"	"netherlands"	true
"Art_Foot_7_lber_Howitzer"	"norway"	true
"Art_Foot_7_lber_Howitzer"	"oldenburg"	true
"Art_Foot_7_lber_Howitzer"	"piedmont_savoy"	true
"Art_Foot_7_lber_Howitzer"	"poland_lithuania"	true
"Art_Foot_7_lber_Howitzer"	"romania"	true
"Art_Foot_7_lber_Howitzer"	"sardinia"	true
"Art_Foot_7_lber_Howitzer"	"saxony"	true
"Art_Foot_7_lber_Howitzer"	"scotland"	true
"Art_Foot_7_lber_Howitzer"	"sicily"	true
"Art_Foot_7_lber_Howitzer"	"sweden"	true
"Art_Foot_7_lber_Howitzer"	"united_netherlands"	true
"Art_Foot_7_lber_Howitzer"	"westphalia"	true
"Art_Foot_7_lber_Howitzer"	"wurttemberg"	true
"Art_Foot_Austrian_12_lber"	"austria"	true
"Art_Foot_Austrian_12_lber"	"ita_austrian_alliance"	true
"Art_Foot_Austrian_6_lber"	"austria"	true
"Art_Foot_Austrian_6_lber"	"ita_austrian_alliance"	true
"Art_Foot_Austrian_7_lber_Howitzer"	"austria"	true
"Art_Foot_Austrian_7_lber_Howitzer"	"ita_austrian_alliance"	true
"Art_Foot_Austrian_Experimental_Howitzer"	"austria"	true
"Art_Foot_British_5_In_Howitzer"	"britain"	true
"Art_Foot_British_5_In_Howitzer"	"spa_britain"	true
"Art_Foot_British_6_lber"	"britain"	true
"Art_Foot_British_6_lber"	"egy_britain"	true
"Art_Foot_British_6_lber"	"spa_britain"	true
"Art_Foot_British_6_lber"	"tut_britain"	true
"Art_Foot_British_9_lber"	"britain"	true
"Art_Foot_British_9_lber"	"spa_britain"	true
"Art_Foot_British_Experimental_Howitzer"	"britain"	true
"Art_Foot_French_12_lber"	"france"	true
"Art_Foot_French_12_lber"	"ita_french_republic"	true
"Art_Foot_French_12_lber"	"spa_france"	true
"Art_Foot_French_12_lber"	"tut_france"	true
"Art_Foot_French_6_In_Howitzer"	"france"	true
"Art_Foot_French_6_In_Howitzer"	"ita_french_republic"	true
"Art_Foot_French_6_In_Howitzer"	"spa_france"	true
"Art_Foot_French_6_lber"	"egy_french_republic"	true
"Art_Foot_French_6_lber"	"france"	true
"Art_Foot_French_6_lber"	"ita_french_republic"	true
"Art_Foot_French_6_lber"	"spa_france"	true
"Art_Foot_French_8_lber"	"egy_french_republic"	true
"Art_Foot_French_8_lber"	"france"	true
"Art_Foot_French_8_lber"	"ita_french_republic"	true
"Art_Foot_French_8_lber"	"spa_france"	true
"Art_Foot_French_Artillerie_a_Pied"	"france"	true
"Art_Foot_French_Experimental_Howitzer"	"france"	true
"Art_Foot_French_Tutorial_6_lber"	"tut_france"	true
"Art_Foot_Grand_Battery_Convention"	"france"	true
"Art_Foot_Italian_Guard_Foot_Artillery"	"italy_kingdom"	true
"Art_Foot_Ottoman_18_lber"	"egy_ottomans"	true
"Art_Foot_Ottoman_18_lber"	"ottomans"	true
"Art_Foot_Ottoman_9_lber"	"egy_mamelukes"	true
"Art_Foot_Ottoman_9_lber"	"egy_ottomans"	true
"Art_Foot_Ottoman_9_lber"	"ottomans"	true
"Art_Foot_Ottoman_Howitzers"	"egy_ottomans"	true
"Art_Foot_Ottoman_Howitzers"	"ottomans"	true
"Art_Foot_Portuguese_12_lber"	"portugal"	true
"Art_Foot_Portuguese_12_lber"	"spa_portugal"	true
"Art_Foot_Portuguese_6_lber"	"portugal"	true
"Art_Foot_Portuguese_6_lber"	"spa_portugal"	true
"Art_Foot_Portuguese_9_lber"	"portugal"	true
"Art_Foot_Portuguese_9_lber"	"spa_portugal"	true
"Art_Foot_Prussian_12_lber"	"prussia"	true
"Art_Foot_Prussian_6_lber"	"prussia"	true
"Art_Foot_Prussian_7_lber_Howitzer"	"prussia"	true
"Art_Foot_Prussian_Experimental_Howitzer"	"prussia"	true
"Art_Foot_Russian_10_lber_Unicorn"	"russia"	true
"Art_Foot_Russian_12_lber"	"russia"	true
"Art_Foot_Russian_20_lber_Unicorn"	"russia"	true
"Art_Foot_Russian_6_lber"	"russia"	true
"Art_Foot_Russian_Experimental_Howitzer"	"russia"	true
"Art_Foot_Spanish_12_lber"	"spa_spain"	true
"Art_Foot_Spanish_12_lber"	"spain"	true
"Art_Foot_Spanish_9_lber"	"spa_spain"	true
"Art_Foot_Spanish_9_lber"	"spain"	true
"Art_Horse_6_lber"	"bavaria"	true
"Art_Horse_6_lber"	"belgium"	true
"Art_Horse_6_lber"	"brittany"	true
"Art_Horse_6_lber"	"catalonia"	true
"Art_Horse_6_lber"	"courland"	true
"Art_Horse_6_lber"	"denmark"	true
"Art_Horse_6_lber"	"greece"	true
"Art_Horse_6_lber"	"hannover"	true
"Art_Horse_6_lber"	"hessen"	true
"Art_Horse_6_lber"	"hungary"	true
"Art_Horse_6_lber"	"ireland"	true
"Art_Horse_6_lber"	"italy"	true
"Art_Horse_6_lber"	"italy_kingdom"	true
"Art_Horse_6_lber"	"mecklenburg"	true
"Art_Horse_6_lber"	"naples"	true
"Art_Horse_6_lber"	"netherlands"	true
"Art_Horse_6_lber"	"norway"	true
"Art_Horse_6_lber"	"oldenburg"	true
"Art_Horse_6_lber"	"piedmont_savoy"	true
"Art_Horse_6_lber"	"poland_lithuania"	true
"Art_Horse_6_lber"	"romania"	true
"Art_Horse_6_lber"	"sardinia"	true
"Art_Horse_6_lber"	"saxony"	true
"Art_Horse_6_lber"	"scotland"	true
"Art_Horse_6_lber"	"sicily"	true
"Art_Horse_6_lber"	"sweden"	true
"Art_Horse_6_lber"	"swiss_confederation"	true
"Art_Horse_6_lber"	"united_netherlands"	true
"Art_Horse_6_lber"	"westphalia"	true
"Art_Horse_6_lber"	"wurttemberg"	true
"Art_Horse_British_6_lber"	"britain"	true
"Art_Horse_British_6_lber"	"spa_britain"	true
"Art_Horse_French_6_lber"	"egy_french_republic"	true
"Art_Horse_French_6_lber"	"france"	true
"Art_Horse_French_6_lber"	"ita_french_republic"	true
"Art_Horse_French_6_lber"	"spa_france"	true
"Art_Horse_French_Artillerie_a_Cheval"	"france"	true
"Art_Horse_Italian_Guard_Horse_Artillery"	"italy_kingdom"	true
"Art_Horse_Prussian_6_lber"	"prussia"	true
"Art_Horse_Russian_6_lber"	"russia"	true
"Cav_Heavy_Austrian_Cuirassiers"	"austria"	true
"Cav_Heavy_Austrian_Cuirassiers"	"ita_austrian_alliance"	true
"Cav_Heavy_Austrian_Dragoons"	"austria"	true
"Cav_Heavy_Austrian_Dragoons"	"ita_austrian_alliance"	true
"Cav_Heavy_British_Dragoon_Guards"	"britain"	true
"Cav_Heavy_British_Dragoons"	"britain"	true
"Cav_Heavy_British_Dragoons"	"spa_britain"	true
"Cav_Heavy_British_Horse_Guards"	"britain"	true
"Cav_Heavy_British_KGL_Dragoons"	"britain"	true
"Cav_Heavy_British_KGL_Dragoons"	"spa_britain"	true
"Cav_Heavy_British_Life_Guards"	"britain"	true
"Cav_Heavy_British_Royal_Scots_Greys"	"britain"	true
"Cav_Heavy_Carabiniers"	"belgium"	true
"Inf_Gren_Spanish_Grenadiers"	"spa_spain"	true
"Cav_Heavy_Carabiniers"	"hessen"	true
"Cav_Heavy_Carabiniers"	"united_netherlands"	true
"Cav_Heavy_Cuirassiers"	"bavaria"	true
"Cav_Heavy_Cuirassiers"	"poland_lithuania"	true
"Cav_Heavy_Cuirassiers"	"saxony"	true
"Cav_Heavy_Cuirassiers"	"westphalia"	true
"Cav_Heavy_Cuirassiers"	"wurttemberg"	true
"Cav_Heavy_Dragoons"	"bavaria"	true
"Cav_Heavy_Dragoons"	"brittany"	true
"Cav_Heavy_Dragoons"	"catalonia"	true
"Cav_Heavy_Dragoons"	"courland"	true
"Cav_Heavy_Dragoons"	"crimean_khanate"	true
"Cav_Heavy_Dragoons"	"denmark"	true
"Cav_Heavy_Dragoons"	"greece"	true
"Cav_Heavy_Dragoons"	"hannover"	true
"Cav_Heavy_Dragoons"	"hungary"	true
"Cav_Heavy_Dragoons"	"ireland"	true
"Cav_Heavy_Dragoons"	"italy"	true
"Cav_Heavy_Dragoons"	"italy_kingdom"	true
"Cav_Heavy_Dragoons"	"naples"	true
"Cav_Heavy_Dragoons"	"netherlands"	true
"Cav_Heavy_Dragoons"	"norway"	true
"Cav_Heavy_Dragoons"	"piedmont_savoy"	true
"Cav_Heavy_Dragoons"	"romania"	true
"Cav_Heavy_Dragoons"	"sardinia"	true
"Cav_Heavy_Dragoons"	"scotland"	true
"Cav_Heavy_Dragoons"	"sicily"	true
"Cav_Heavy_Dragoons"	"sweden"	true
"Cav_Heavy_Dragoons"	"swiss_confederation"	true
"Cav_Heavy_Dragoons"	"tut_sardinia"	true
"Cav_Heavy_Dragoons"	"tut_swiss_confederation"	true
"Cav_Heavy_French_Carabiniers"	"france"	true
"Cav_Heavy_French_Cuirassiers"	"france"	true
"Cav_Heavy_French_Cuirassiers"	"spa_france"	true
"Cav_Heavy_French_Dragoons"	"egy_french_republic"	true
"Cav_Heavy_French_Dragoons"	"france"	true
"Cav_Heavy_French_Dragoons"	"ita_french_republic"	true
"Cav_Heavy_French_Dragoons"	"spa_france"	true
"Cav_Heavy_French_Grenadiers_a_Cheval"	"france"	true
"Cav_Heavy_French_Tutorial_Dragoons"	"tut_france"	true
"Cav_Heavy_Garde_du_Corp"	"hessen"	true
"Cav_Heavy_Garde_du_Corp"	"saxony"	true
"Cav_Heavy_Garde_du_Corp"	"westphalia"	true
"Cav_Heavy_Italian_Guards_of_Honour"	"italy_kingdom"	true
"Cav_Heavy_Life_Guards_of_Horse"	"denmark"	true
"Cav_Heavy_Life_Guards_of_Horse"	"hannover"	true
"Cav_Heavy_Life_Guards_of_Horse"	"ita_piedmont"	true
"Cav_Heavy_Life_Guards_of_Horse"	"piedmont_savoy"	true
"Cav_Heavy_Life_Guards_of_Horse"	"sweden"	true
"Cav_Heavy_Ottoman_Silahtar_Guard"	"ottomans"	true
"Cav_Heavy_Ottoman_Siphai_Cavalry"	"egy_ottomans"	true
"Cav_Heavy_Ottoman_Siphai_Cavalry"	"ottomans"	true
"Cav_Heavy_Prussian_Cuirassiers"	"prussia"	true
"Cav_Heavy_Prussian_Dragoons"	"prussia"	true
"Cav_Heavy_Republican_Horse_Guards"	"britain"	true
"Cav_Heavy_Republican_Horse_Guards"	"denmark"	true
"Cav_Heavy_Republican_Horse_Guards"	"hannover"	true
"Cav_Heavy_Republican_Horse_Guards"	"hessen"	true
"Cav_Heavy_Republican_Horse_Guards"	"prussia"	true
"Cav_Heavy_Republican_Horse_Guards"	"russia"	true
"Cav_Heavy_Republican_Horse_Guards"	"spain"	true
"Cav_Heavy_Republican_Horse_Guards"	"sweden"	true
"Cav_Heavy_Russian_Chevalier_Garde"	"russia"	true
"Cav_Heavy_Russian_Cuirassiers"	"russia"	true
"Cav_Heavy_Russian_Dragoons"	"russia"	true
"Cav_Heavy_Russian_Lifeguard_Horse"	"russia"	true
"Cav_Heavy_Spanish_Dragoons"	"spa_spain"	true
"Cav_Heavy_Spanish_Dragoons"	"spain"	true
"Cav_Heavy_Spanish_Guardias_da_Corp"	"spain"	true
"Cav_Lancer_Austrian_Ulans"	"austria"	true
"Cav_Lancer_Austrian_Ulans"	"ita_austrian_alliance"	true
"Cav_Lancer_French_7th_Lancers"	"france"	true
"Cav_Lancer_French_Cheveau_Legers_Lancers"	"france"	true
"Cav_Lancer_Lancers"	"courland"	true
"Cav_Lancer_Lancers"	"poland_lithuania"	true
"Cav_Lancer_Prussian_Brandenburg_Uhlans"	"prussia"	true
"Cav_Lancer_Prussian_Lancers"	"prussia"	true
"Cav_Lancer_Prussian_Towarczys"	"prussia"	true
"Cav_Lancer_Russian_Cossack_Cavalry"	"crimean_khanate"	true
"Cav_Lancer_Russian_Cossack_Cavalry"	"russia"	true
"Cav_Lancer_Russian_Ulans"	"russia"	true
"Cav_Light_Austrian_1st_Hussars"	"austria"	true
"Art_Foot_British_Portuguese_6_lber_Auxiliary"	"spa_britain"	true
"Cav_Light_Austrian_Hungarian_Hussars"	"austria"	true
"Cav_Light_Austrian_Hungarian_Hussars"	"ita_austrian_alliance"	true
"Cav_Light_Bedouin_Camel_Warriors"	"egy_bedouin"	true
"Cav_Light_Bedouin_Camel_Warriors"	"egy_french_republic"	true
"Cav_Light_British_15th_Hussars"	"britain"	true
"Cav_Light_British_KGL_Light_Dragoons"	"britain"	true
"Cav_Light_British_KGL_Light_Dragoons"	"spa_britain"	true
"Cav_Light_British_Light_Dragoons"	"britain"	true
"Cav_Light_British_Light_Dragoons"	"spa_britain"	true
"Cav_Light_Dutch_Light_Dragoons"	"britain"	true
"Cav_Light_French_5e_Hussards"	"france"	true
"Cav_Light_French_Chasseurs_a_Cheval"	"egy_french_republic"	true
"Cav_Light_French_Chasseurs_a_Cheval"	"france"	true
"Cav_Light_French_Chasseurs_a_Cheval"	"ita_french_republic"	true
"Cav_Light_French_Chasseurs_a_Cheval"	"spa_france"	true
"Cav_Light_Hussars"	"belgium"	true
"Cav_Light_Hussars"	"brittany"	true
"Cav_Light_Hussars"	"catalonia"	true
"Cav_Light_Hussars"	"courland"	true
"Cav_Light_Hussars"	"crimean_khanate"	true
"Cav_Light_Hussars"	"greece"	true
"Cav_Light_Hussars"	"hannover"	true
"Cav_Light_Hussars"	"hessen"	true
"Cav_Light_Hussars"	"hungary"	true
"Cav_Light_Hussars"	"ita_papal_states"	true
"Cav_Light_Hussars"	"italy"	true
"Cav_Light_Hussars"	"naples"	true
"Cav_Light_Hussars"	"poland_lithuania"	true
"Cav_Light_Hussars"	"romania"	true
"Cav_Light_Hussars"	"sardinia"	true
"Cav_Light_Hussars"	"saxony"	true
"Cav_Light_Hussars"	"sicily"	true
"Cav_Light_Hussars"	"sweden"	true
"Cav_Light_Hussars"	"united_netherlands"	true
"Cav_Light_Hussars"	"westphalia"	true
"Cav_Light_Italian_Chasseurs_a_Cheval"	"italy_kingdom"	true
"Cav_Light_Light_Dragoons"	"denmark"	true
"Cav_Light_Light_Dragoons"	"ireland"	true
"Cav_Light_Light_Dragoons"	"netherlands"	true
"Cav_Light_Light_Dragoons"	"norway"	true
"Cav_Light_Light_Dragoons"	"scotland"	true
"Cav_Light_Light_Dragoons"	"united_netherlands"	true
"Cav_Light_Mamelukes"	"egy_mamelukes"	true
"Cav_Light_Ottoman_Bedouin_Camel_Warriors"	"egy_ottomans"	true
"Cav_Light_Ottoman_Deli_Horsemen"	"egy_ottomans"	true
"Cav_Light_Ottoman_Deli_Horsemen"	"ottomans"	true
"Cav_Light_Prussian_Hussars"	"prussia"	true
"Cav_Light_Russian_Hussars"	"russia"	true
"Cav_Light_Russian_Pavlograd_Hussars"	"russia"	true
"Cav_Light_Spanish_Hussars"	"spa_spain"	true
"Cav_Light_Spanish_Hussars"	"spain"	true
"Cav_Miss_Bedouin_Camel_Gunners"	"egy_bedouin"	true
"Cav_Miss_Bedouin_Camel_Gunners"	"egy_french_republic"	true
"Cav_Miss_French_Dromedary_Cavalry"	"egy_french_republic"	true
"Cav_Miss_Ottoman_Bedouin_Camel_Gunners"	"egy_ottomans"	true
"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	"egy_ottomans"	true
"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	"ottomans"	true
"Cav_Stand_Austrian_Chevauxlegers"	"austria"	true
"Cav_Stand_Austrian_Chevauxlegers"	"ita_austrian_alliance"	true
"Cav_Stand_Chevauxlegers"	"bavaria"	true
"Cav_Stand_Chevauxlegers"	"belgium"	true
"Cav_Stand_Chevauxlegers"	"hessen"	true
"Cav_Stand_Chevauxlegers"	"mecklenburg"	true
"Cav_Stand_Chevauxlegers"	"oldenburg"	true
"Cav_Stand_Chevauxlegers"	"saxony"	true
"Cav_Stand_Chevauxlegers"	"swiss_confederation"	true
"Cav_Stand_Chevauxlegers"	"united_netherlands"	true
"Cav_Stand_Chevauxlegers"	"westphalia"	true
"Cav_Stand_Chevauxlegers"	"wurttemberg"	true
"Cav_Stand_Portuguese_Cavalry"	"portugal"	true
"Cav_Stand_Portuguese_Cavalry"	"spa_portugal"	true
"Cav_Stand_Spanish_Line_Cavalry"	"spain"	true
"Frigate_24"	"courland"	true
"Frigate_24"	"crimean_khanate"	true
"Frigate_32"	"courland"	true
"Frigate_32"	"crimean_khanate"	true
"Frigate_British_32_5th_Rate"	"britain"	true
"Frigate_British_32_5th_Rate"	"egy_britain"	true
"Frigate_British_32_5th_Rate"	"spa_britain"	true
"Frigate_British_38_5th_Rate"	"britain"	true
"Frigate_British_38_5th_Rate"	"egy_britain"	true
"Frigate_British_38_5th_Rate"	"spa_britain"	true
"Art_Foot_British_Spanish_9_lber_Auxiliary"	"spa_britain"	true
"Frigate_British_6th_Rate"	"britain"	true
"Frigate_British_6th_Rate"	"egy_britain"	true
"Frigate_British_6th_Rate"	"spa_britain"	true
"Frigate_British_Carronade_Frigate"	"britain"	true
"Frigate_British_Razee"	"britain"	true
"Frigate_British_Razee"	"spa_britain"	true
"Frigate_Carronade_Frigate"	"russia"	true
"Frigate_French_32"	"france"	true
"Frigate_French_32"	"spa_france"	true
"Frigate_French_38"	"france"	true
"Frigate_French_38"	"spa_france"	true
"Frigate_French_Carronade_Frigate"	"france"	true
"Frigate_Ottoman_32"	"egy_ottomans"	true
"Frigate_Ottoman_32"	"ottomans"	true
"Frigate_Russian_24"	"russia"	true
"Frigate_Russian_32"	"russia"	true
"Frigate_Russian_38"	"russia"	true
"Frigate_Spanish_32"	"spa_spain"	true
"Frigate_Spanish_32"	"spain"	true
"Frigate_Spanish_38"	"spa_spain"	true
"Frigate_Spanish_38"	"spain"	true
"Frigate_Spanish_Carronade_Frigate"	"spain"	true
"Gen_Ahmed_Al-Jazzar"	"ottomans"	true
"Gen_Anders_Fredrik_Skjoldebrand"	"sweden"	true
"Gen_Antonio_Henriques"	"portugal"	true
"Gen_Archduke_Charles"	"austria"	true
"Gen_Bernadotte"	"sweden"	true
"Gen_Count_von_Bennigsen"	"russia"	true
"Gen_Count_von_Gneisenau"	"prussia"	true
"Gen_David_Hendrik_Chasse"	"united_netherlands"	true
"Gen_Duke_of_Wellington"	"britain"	true
"Gen_Duke_of_Wellington"	"spa_britain"	true
"Gen_Early_Napoleon"	"egy_french_republic"	true
"Gen_Early_Napoleon"	"ita_french_republic"	true
"Gen_Early_Napoleon"	"tut_france"	true
"Gen_Ernst_Paymann"	"denmark"	true
"Gen_Francisco_Castanos"	"spain"	true
"Gen_Generals_Bodyguard"	"egy_mamelukes"	true
"Gen_Generals_Bodyguard"	"egy_ottomans"	true
"Gen_Generals_Bodyguard"	"ottomans"	true
"Gen_Generals_Staff"	"austria"	true
"Gen_Generals_Staff"	"bavaria"	true
"Gen_Generals_Staff"	"belgium"	true
"Gen_Generals_Staff"	"britain"	true
"Gen_Generals_Staff"	"brittany"	true
"Gen_Generals_Staff"	"catalonia"	true
"Gen_Generals_Staff"	"courland"	true
"Gen_Generals_Staff"	"crimean_khanate"	true
"Gen_Generals_Staff"	"denmark"	true
"Gen_Generals_Staff"	"egy_britain"	true
"Gen_Generals_Staff"	"egy_french_republic"	false
"Gen_Generals_Staff"	"france"	true
"Gen_Generals_Staff"	"greece"	true
"Gen_Generals_Staff"	"hannover"	true
"Gen_Generals_Staff"	"hessen"	true
"Gen_Generals_Staff"	"hungary"	true
"Gen_Generals_Staff"	"ireland"	true
"Gen_Generals_Staff"	"ita_austrian_alliance"	true
"Gen_Generals_Staff"	"ita_french_republic"	true
"Gen_Generals_Staff"	"italy"	true
"Gen_Generals_Staff"	"italy_kingdom"	true
"Gen_Generals_Staff"	"mecklenburg"	true
"Gen_Generals_Staff"	"naples"	true
"Gen_Generals_Staff"	"netherlands"	true
"Gen_Generals_Staff"	"norway"	true
"Gen_Generals_Staff"	"oldenburg"	true
"Gen_Generals_Staff"	"piedmont_savoy"	true
"Gen_Generals_Staff"	"poland_lithuania"	true
"Gen_Generals_Staff"	"portugal"	true
"Gen_Generals_Staff"	"prussia"	true
"Gen_Generals_Staff"	"romania"	true
"Gen_Generals_Staff"	"russia"	true
"Gen_Generals_Staff"	"sardinia"	true
"Gen_Generals_Staff"	"saxony"	true
"Gen_Generals_Staff"	"scotland"	true
"Gen_Generals_Staff"	"sicily"	true
"Gen_Generals_Staff"	"spa_britain"	true
"Gen_Generals_Staff"	"spa_france"	true
"Gen_Generals_Staff"	"spa_portugal"	true
"Gen_Generals_Staff"	"spa_spain"	true
"Gen_Generals_Staff"	"spain"	true
"Gen_Generals_Staff"	"sweden"	true
"Gen_Generals_Staff"	"swiss_confederation"	true
"Gen_Generals_Staff"	"tut_britain"	true
"Gen_Generals_Staff"	"tut_sardinia"	true
"Gen_Generals_Staff"	"tut_swiss_confederation"	true
"Gen_Generals_Staff"	"united_netherlands"	true
"Gen_Generals_Staff"	"westphalia"	true
"Gen_Generals_Staff"	"wurttemberg"	true
"Gen_Generals_Staff_Foot"	"tut_france"	true
"Gen_Gerhard_Blucher"	"prussia"	true
"Gen_Gerhard_von_Scharnhorst"	"prussia"	true
"Gen_Gomes_Freire_de_Andrade"	"portugal"	true
"Gen_Gregorio_Garcia_de_la_Cuesta"	"spain"	true
"Gen_Hans_Henric_von_Essen"	"sweden"	true
"Gen_Ibrahim_Basha"	"ottomans"	true
"Gen_Jean_Victor_baron_de_Constant_Rebecque"	"united_netherlands"	true
"Gen_Joachim_Melchior_Holten_Castenschiold"	"denmark"	true
