version 1, schema avatar_skills_to_units_juncs_tables, guid 8124f716-b2f4-4e90-a75c-e423b2b4e1d7
unknown1(string)	unknown2(string)
"siege_skill_range_1"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_range_2"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_range_3"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_reload_0"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_reload_1"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_reload_2"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_reload_3"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_replenish_unit_0"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_replenish_unit_1"	"Art_Fire_Projecting_Mangonels_MP"
"siege_skill_advanced_marksmanship_0"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_advanced_marksmanship_1"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_advanced_reload_0"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_advanced_reload_1"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_damage_0"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_damage_1"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_damage_2"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_damage_3"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_marksmanship_0"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_marksmanship_1"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_marksmanship_2"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_marksmanship_3"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_range_0"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_range_1"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_range_2"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_range_3"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_reload_0"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_reload_1"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_reload_2"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_reload_3"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_replenish_unit_0"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_replenish_unit_1"	"Art_Large_Shafted_Fire_Rockets_MP"
"siege_skill_advanced_marksmanship_0"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_advanced_marksmanship_1"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_advanced_reload_0"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_advanced_reload_1"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_damage_0"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_damage_1"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_damage_2"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_damage_3"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_marksmanship_0"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_marksmanship_1"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_marksmanship_2"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_marksmanship_3"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_range_0"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_range_1"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_range_2"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_range_3"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_reload_0"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_reload_1"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_reload_2"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_reload_3"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_replenish_unit_0"	"Boshin_Art_Armstrong_Guns_MP"
"siege_skill_replenish_unit_1"	"Boshin_Art_Armstrong_Guns_MP"
"gatling_advanced_skill_speed_0"	"Boshin_Art_Gatling_Guns_MP"
"gatling_advanced_skill_speed_1"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_advanced_marksmanship_0"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_advanced_marksmanship_1"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_advanced_marksmanship_2"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_advanced_stamina_0"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_advanced_stamina_1"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_marksmanship_0"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_marksmanship_1"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_marksmanship_2"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_marksmanship_3"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_speed_0"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_speed_1"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_speed_2"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_speed_3"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_stamina_0"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_stamina_1"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_stamina_2"	"Boshin_Art_Gatling_Guns_MP"
"gatling_skill_stamina_3"	"Boshin_Art_Gatling_Guns_MP"
"siege_skill_range_0"	"Boshin_Art_Gatling_Guns_MP"
"siege_skill_range_1"	"Boshin_Art_Gatling_Guns_MP"
"siege_skill_range_2"	"Boshin_Art_Gatling_Guns_MP"
"siege_skill_replenish_unit_0"	"Boshin_Art_Gatling_Guns_MP"
"siege_skill_replenish_unit_1"	"Boshin_Art_Gatling_Guns_MP"
"siege_skill_advanced_marksmanship_0"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_advanced_marksmanship_1"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_advanced_reload_0"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_advanced_reload_1"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_damage_0"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_damage_1"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_damage_2"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_damage_3"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_marksmanship_0"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_marksmanship_1"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_marksmanship_2"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_marksmanship_3"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_range_0"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_range_1"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_range_2"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_range_3"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_reload_0"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_reload_1"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_reload_2"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_reload_3"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_replenish_unit_0"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_replenish_unit_1"	"Boshin_Art_Parrot_Guns_MP"
"siege_skill_advanced_marksmanship_0"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_advanced_marksmanship_1"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_advanced_reload_0"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_advanced_reload_1"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_damage_0"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_damage_1"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_damage_2"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_damage_3"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_marksmanship_0"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_marksmanship_1"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_marksmanship_2"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_marksmanship_3"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_range_0"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_range_1"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_range_2"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_range_3"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_reload_0"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_reload_1"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_reload_2"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_reload_3"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_replenish_unit_0"	"Boshin_Art_Wooden_Cannons_MP"
"siege_skill_replenish_unit_1"	"Boshin_Art_Wooden_Cannons_MP"
"bow_cavalry_skill_advanced_damage_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_damage_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_marksmanship_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_marksmanship_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_marksmanship_2"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_reload_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_reload_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_reload_2"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_unit_spotting_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_unit_spotting_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_advanced_unit_spotting_2"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_ammo_quantity_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_ammo_quantity_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_armour_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_armour_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_cantabrian_circle_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_cantabrian_circle_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_damage_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_damage_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_marksmanship_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_marksmanship_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_marksmanship_2"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_range_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_range_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_reload_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_reload_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_reload_2"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_replenish_unit_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_replenish_unit_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_speed_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_speed_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_speed_2"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_stamina_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_stamina_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_stamina_2"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_unit_spotting_0"	"Boshin_Cav_Missile_Bow_Ki_MP"
"bow_cavalry_skill_unit_spotting_1"	"Boshin_Cav_Missile_Bow_Ki_MP"
"firearm_cav_skill_advanced_damage_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_damage_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_marksmanship_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_marksmanship_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_speed_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_speed_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_stamina_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_stamina_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_unit_spotting_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_unit_spotting_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_armour_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_armour_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_damage_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_damage_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_marksmanship_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_marksmanship_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_marksmanship_2"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_replenish_unit_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_replenish_unit_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_speed_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_speed_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_speed_2"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_stamina_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_stamina_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_stamina_2"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_unit_spotting_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_unit_spotting_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_clan_skill_ammo_quantity_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_clan_skill_ammo_quantity_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_clan_skill_range_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_clan_skill_range_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_clan_skill_reload_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_clan_skill_reload_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_skill_advanced_reload_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_skill_advanced_reload_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_skill_reload_0"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_skill_reload_1"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"imp_firearm_cav_skill_reload_2"	"Boshin_Cav_Missile_Carbine_Cavalry_MP"
"firearm_cav_skill_advanced_damage_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_damage_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_marksmanship_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_marksmanship_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_speed_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_speed_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_stamina_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_stamina_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_unit_spotting_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_unit_spotting_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_armour_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_armour_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_damage_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_damage_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_marksmanship_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_marksmanship_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_marksmanship_2"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_replenish_unit_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_replenish_unit_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_speed_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_speed_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_speed_2"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_stamina_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_stamina_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_stamina_2"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_unit_spotting_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_unit_spotting_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_clan_skill_ammo_quantity_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_clan_skill_ammo_quantity_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_clan_skill_range_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_clan_skill_range_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_clan_skill_reload_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_clan_skill_reload_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_skill_advanced_reload_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_skill_advanced_reload_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_skill_reload_0"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_skill_reload_1"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"imp_firearm_cav_skill_reload_2"	"Boshin_Cav_Missile_Imperial_Guard_Cavalry_MP"
"firearm_cav_skill_advanced_damage_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_damage_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_marksmanship_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_marksmanship_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_speed_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_speed_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_stamina_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_stamina_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_unit_spotting_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_advanced_unit_spotting_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_armour_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_armour_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_damage_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_damage_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_marksmanship_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_marksmanship_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_marksmanship_2"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_replenish_unit_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_replenish_unit_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_speed_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_speed_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_speed_2"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_stamina_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_stamina_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_stamina_2"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_unit_spotting_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"firearm_cav_skill_unit_spotting_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_clan_skill_ammo_quantity_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_clan_skill_ammo_quantity_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_clan_skill_range_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_clan_skill_range_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_clan_skill_reload_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_clan_skill_reload_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_skill_advanced_reload_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_skill_advanced_reload_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_skill_reload_0"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_skill_reload_1"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"shog_firearm_cav_skill_reload_2"	"Boshin_Cav_Missile_Revolver_Cavalry_MP"
"bow_cavalry_skill_advanced_damage_0"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_damage_1"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_marksmanship_0"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_marksmanship_1"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_marksmanship_2"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_reload_0"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_reload_1"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_reload_2"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_unit_spotting_0"	"Boshin_Cav_Missile_Samurai_Hero_MP"
"bow_cavalry_skill_advanced_unit_spotting_1"	"Boshin_Cav_Missile_Samurai_Hero_MP"
