version 1, schema warscape_rigid_tables
Filename_x0020_WR_ID(string)	Texture_path(string)	Category(string)
"agent_ID_georgia"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_greece"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_hannover"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_hessen"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_holstein_gottorp"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_hungary"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_huron"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_inuit"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_ireland"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_iroquois"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_knanate_khiva"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_knights_stjohn"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_louisiana"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_malta"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_mamelukes"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_maratha"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_maratha_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_mecklenburg"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_morocco"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_mughal"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_mughal_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_mysore"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_naples_sicily"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_netherlands"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_netherlands_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_netherlands_revolutionary"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_new_spain"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_norway"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_ottomans"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_papal_states"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_piedmont_savoy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_pirates"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_plains"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_poland_lithuania"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_poland_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_portugal"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_prussia"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_prussia_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_pueblo"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_punjab"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_rebels"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_rebels_eastern"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_rebels_other"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_rebels_western"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_russia"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_russia_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_safavids"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_saxony"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_scotland"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_spain"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_spain_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_sweden"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_sweden_republic"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_swiss_confederation"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_thirteen_colonies"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_tuscany"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_united_states"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_us_monarchy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_venice"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_virginia"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_virginia_colonists"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_westphalia"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"agent_ID_wurttemberg"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_assassin_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_assassin_home"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_assassin_home_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_gentleman_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_gentleman_home"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_gentleman_home_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_missionary_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_missionary_home"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_missionary_home_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_scout_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_scout_home"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_scout_home_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_shaman_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_shaman_home"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"All_agent_indicator_shaman_home_enemy"	"RigidModels/CampaignBuildings/CampaignAgentIcons/Textures"	"campaign_template_extra"
"ALL_army_dug_in"	"RigidModels/CampaignBuildings/CampaignProps/Textures"	"campaign_template_extra"
"ALL_army_no_movement_points"	"RigidModels/CampaignBuildings/CampaignProps/Textures"	"campaign_template_extra"
"ALL_city_building_construction"	"RigidModels/CampaignBuildings/CampaignProps/Textures"	"campaign_template_extra"
"ALL_port_blockade"	"RigidModels/CampaignBuildings/CampaignProps/Textures"	"campaign_template_extra"
"ALL_port_construction"	"RigidModels/CampaignBuildings/CampaignProps/Textures"	"campaign_template_extra"
"ambush_buildings_marker"	"RigidModels\\WarscapeFrame\\ai_hints\\Textures"	"3Dindicators"
"ambush_forest_marker"	"RigidModels\\WarscapeFrame\\ai_hints\\Textures"	"3Dindicators"
"american_bridge_basic_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_bridge_basic_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_bridge_basic_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_bridge_refined_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_bridge_refined_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_bridge_refined_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_church_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_church_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_fence_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_fenceend_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_gaet_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house01b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house01b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house02_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house02b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house02b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house03_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house03b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house03b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house04_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house04b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house04b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house05_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house05_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house05b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house05b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house06_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house06_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house06b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_house06b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_monument_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_monument_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_ruin01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_ruin01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural01b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural01b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural02_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural02b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural02b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural03_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural03b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_rural03b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_stile_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_townhall_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_townhall_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_townhall_piece01_destruct03"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_warehouse_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"american_warehouse_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"Ammo_Caisson_destructed"	"EngineModels/Textures"	"battle_misc"
"ancient_field_cannon_24lb_model_destructed_model"	"EngineModels/Textures"	"battle_misc"
"ancient_field_cannon_9lb_model_destructed_model"	"EngineModels/Textures"	"battle_misc"
"arrow"	"RigidModels/Projectile/Textures"	"projectiles"
"arrows_eu"	"RigidModels\\CampaignBuildings\\CampaignProps\\Textures"	"campaign_building"
"arrows_india"	"RigidModels\\CampaignBuildings\\CampaignProps\\Textures"	"campaign_building"
"arrows_usa"	"RigidModels\\CampaignBuildings\\CampaignProps\\Textures"	"campaign_building"
"artillery_proxy"	"RigidModels\\3DIndicators\\Textures"	"3Dindicators"
"boarding_plank"	"RigidModels/Naval/Textures"	"battle_misc"
"boulder_collection_1_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_2_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_3_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_4_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_5_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_6_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_small_1_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_small_2_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_small_3_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_small_4_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_small_5_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"boulder_collection_small_6_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"campaign_bridge_dirt"	"RigidModels/CampaignBridges/Textures"	"campaign_building"
"campaign_bridge_primitive"	"RigidModels/CampaignBridges/Textures"	"campaign_building"
"campaign_bridge_stone"	"RigidModels/CampaignBridges/Textures"	"campaign_building"
"campaign_bridge_tarmac"	"RigidModels/CampaignBridges/Textures"	"campaign_building"
"Campaign_building_damage_smoke"	"RigidModels/CampaignBuildings/CampaignProps/Textures"	"campaign_building"
"campaign_city_5slot_siege"	"RigidModels/CampaignBuildings/SiegeModels/Textures"	"campaign_template_extra"
"cannon_muzzle01"	"RigidModels/Projectile/Textures"	"projectiles"
"capture_zone_marker"	"RigidModels/VerletItems/textures"	"battle_misc"
"carronade_destroyed"	"EngineModels/Textures"	"battle_misc"
"cavalry_proxy"	"RigidModels\\3DIndicators\\Textures"	"3Dindicators"
"choke_point_marker"	"RigidModels\\WarscapeFrame\\ai_hints\\Textures"	"3Dindicators"
"city_east_building_01"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_building_02"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_building_03"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_building_04"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_building_05"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_building_06"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_building_07"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_church"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_east_townhall"	"RigidModels\\city_buildings\\east\\textures"	"battle_building"
"city_euro_building_01"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_building_02"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_building_03"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_building_04"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_building_05"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_building_06"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_building_07"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_church"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_euro_townhall"	"RigidModels\\city_buildings\\euro\\textures"	"battle_building"
"city_native_building_01"	"RigidModels\\city_buildings\\native\\textures"	"battle_building"
"city_native_building_02"	"RigidModels\\city_buildings\\native\\textures"	"battle_building"
"city_native_building_03"	"RigidModels\\city_buildings\\native\\textures"	"battle_building"
"city_native_church"	"RigidModels\\city_buildings\\native\\textures"	"battle_building"
"city_native_townhall"	"RigidModels\\city_buildings\\native\\textures"	"battle_building"
"city_us_building_01"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_building_02"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_building_03"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_building_04"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_building_05"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_building_06"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_building_07"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_church"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"city_us_townhall"	"RigidModels\\city_buildings\\us\\textures"	"battle_building"
"coast_sound_emitter_marker"	"RigidModels\\WarscapeFrame\\sound_emitters\\textures"	"3Dindicators"
"cover_marker"	"RigidModels\\WarscapeFrame\\ai_hints\\Textures"	"3Dindicators"
"dead_ground_marker"	"RigidModels\\WarscapeFrame\\ai_hints\\Textures"	"3Dindicators"
"defensive_line_marker"	"RigidModels\\WarscapeFrame\\ai_hints\\Textures"	"3Dindicators"
"deployable_item_chevaux_de_frise"	"RigidModels/DeployableItems/cheval_de_frise/Textures"	"battle_misc"
"deployable_item_earthworks"	"RigidModels/DeployableItems/earthworks/Textures"	"battle_misc"
"deployable_item_fougasse"	"RigidModels/DeployableItems/fougasse/Textures"	"battle_misc"
"deployable_item_gabionade_center_piece"	"RigidModels/DeployableItems/gabionade/Textures"	"battle_misc"
"deployable_item_gabionade_left_piece"	"RigidModels/DeployableItems/gabionade/Textures"	"battle_misc"
"deployable_item_gabionade_right_piece"	"RigidModels/DeployableItems/gabionade/Textures"	"battle_misc"
"deployable_item_wooden_stake"	"UnitModels/Textures"	"battle_misc"
"destination_marker"	"RigidModels/3DIndicators/Textures"	"3DIndicators"
"east_euro_church_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_church_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_farmhouse_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_farmhouse_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_farmhouse_piece01_destruct03"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house01b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house01b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house02_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house02b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house02b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house03_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house03b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house03b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house04_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house04b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house04b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house05_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house05_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house05b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house05b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house06_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house06_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house06b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house06b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house07_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house07_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house07b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house07b_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house08_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house08_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
"east_euro_house08b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"battle_building"
