version 1, schema cdir_unit_qualities_tables, guid a9fc5f76-571b-4edb-8df8-404246ac5062
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(int)
"boshin"	"modern_ship"	"Boshin_Frigate_Kaiyo_Maru_Copper_Plated"	3400
"boshin"	"modern_ship"	"Boshin_Frigate_Kaiyo_Maru_Iron_Plated"	3800
"boshin"	"modern_ship"	"Boshin_Frigate_Kaiyo_Maru_Iron_Plated_MP"	0
"boshin"	"modern_ship"	"Boshin_Frigate_Kaiyo_Maru_MP"	0
"boshin"	"modern_ship"	"Boshin_Gun_Boat_Chiyodagata"	1100
"boshin"	"modern_ship"	"Boshin_Gun_Boat_Chiyodagata_MP"	0
"boshin"	"modern_ship"	"Boshin_Ironclad_HMS_Warrior"	12000
"boshin"	"modern_ship"	"Boshin_Ironclad_HMS_Warrior_MP"	0
"boshin"	"modern_ship"	"Boshin_Ironclad_Kotetsu"	4500
"boshin"	"modern_ship"	"Boshin_Ironclad_Kotetsu_MP"	0
"boshin"	"modern_ship"	"Boshin_Ironclad_L'Ocean"	8000
"boshin"	"modern_ship"	"Boshin_Ironclad_L'Ocean_MP"	0
"boshin"	"modern_ship"	"Boshin_Ironclad_USS_Roanoke"	7000
"boshin"	"modern_ship"	"Boshin_Ironclad_USS_Roanoke_MP"	0
"boshin"	"modern_ship"	"Boshin_Torpedo_Boat_Chiyodagata"	2500
"boshin"	"modern_ship"	"Boshin_Torpedo_Boat_Chiyodagata_MP"	0
"boshin"	"siege"	"Boshin_Art_Wooden_Cannons"	0
"boshin"	"siege"	"Boshin_Art_Wooden_Cannons_MP"	0
"boshin"	"traditional_cav"	"Boshin_Cav_Missile_Bow_Ki"	400
"boshin"	"traditional_cav"	"Boshin_Cav_Missile_Bow_Ki_MP"	0
"boshin"	"traditional_cav"	"Boshin_Cav_Missile_Samurai_Hero"	900
"boshin"	"traditional_cav"	"Boshin_Cav_Missile_Samurai_Hero_MP"	0
"boshin"	"traditional_cav"	"Boshin_Cav_Spear_Yari_Ki"	400
"boshin"	"traditional_cav"	"Boshin_Cav_Spear_Yari_Ki_MP"	0
"boshin"	"traditional_melee"	"Boshin_Inf_Spear_Kyoto_Police"	300
"boshin"	"traditional_melee"	"Boshin_Inf_Spear_Kyoto_Police_MP"	0
"boshin"	"traditional_melee"	"Boshin_Inf_Spear_Levy"	200
"boshin"	"traditional_melee"	"Boshin_Inf_Spear_Levy_Garrison"	0
"boshin"	"traditional_melee"	"Boshin_Inf_Spear_Levy_MP"	0
"boshin"	"traditional_melee"	"Boshin_Inf_Spear_Yari_Kachi"	400
"boshin"	"traditional_melee"	"Boshin_Inf_Spear_Yari_Kachi_MP"	0
"boshin"	"traditional_melee"	"Boshin_Inf_Special_Kisho_Ninjas"	500
"boshin"	"traditional_melee"	"Boshin_Inf_Special_Kisho_Ninjas_MP"	0
"boshin"	"traditional_melee"	"Boshin_Inf_Sword_Katana_Kachi"	400
"boshin"	"traditional_melee"	"Boshin_Inf_Sword_Katana_Kachi_MP"	0
"boshin"	"traditional_melee"	"Boshin_Inf_Sword_Shogitai"	500
"boshin"	"traditional_melee"	"Boshin_Inf_Sword_Shogitai_MP"	0
"boshin"	"traditonal_missile"	"Boshin_Inf_Missile_Bow_Kachi"	100
"boshin"	"traditonal_missile"	"Boshin_Inf_Missile_Bow_Kachi_MP"	0
"boshin"	"traditonal_missile"	"Boshin_Inf_Missile_Matchlock_Kachi"	300
"boshin"	"traditonal_missile"	"Boshin_Inf_Missile_Matchlock_Kachi_MP"	0
"chosokabe"	"cannon_ship"	"Cannon_Ship_Cannon_Bune"	800
"chosokabe"	"cannon_ship"	"Cannon_Ship_Cannon_Bune_MP"	0
"chosokabe"	"cannon_ship"	"Cannon_Ship_Cannon_Bune_Mori"	850
"chosokabe"	"cannon_ship"	"Galleon_Caravel"	900
"chosokabe"	"cannon_ship"	"Galleon_Caravel_Mori"	950
"chosokabe"	"cannon_ship"	"Galleon_The_Black_Ship"	1000
"chosokabe"	"cavalry_missile"	"Cav_Missile_Bow_Cavalry"	300
"chosokabe"	"cavalry_missile"	"Cav_Missile_Bow_Cavalry_MP"	0
"chosokabe"	"cavalry_missile"	"Cav_Missile_Bow_Cavalry_Takeda"	400
"chosokabe"	"cavalry_missile"	"Cav_Missile_Donderbuss_Cavalry"	800
"chosokabe"	"cavalry_missile"	"Cav_Missile_Donderbuss_Cavalry_MP"	0
"chosokabe"	"cavalry_missile"	"Genpei_Cav_Missile_Onna_Bushi_Heroine"	900
"chosokabe"	"cavalry_missile"	"Genpei_Cav_Missile_Onna_Bushi_Heroine_MP"	0
"chosokabe"	"cavalry_missile"	"Genpei_Cav_Missile_Samurai_Cavalry"	1400
"chosokabe"	"cavalry_missile"	"Genpei_Cav_Missile_Samurai_Cavalry_MP"	0
"chosokabe"	"cavalry_missile"	"Genpei_Cav_Missile_Samurai_Hero"	2000
"chosokabe"	"cavalry_missile"	"Genpei_Cav_Missile_Samurai_Hero_MP"	0
"chosokabe"	"cavalry_missile"	"Sh_Cav_Missile_Bow_Cavalry_Hero"	1000
"chosokabe"	"cavalry_missile"	"Sh_Cav_Missile_Bow_Cavalry_Hero_MP"	0
"chosokabe"	"cavalry_missile"	"UP1_Cav_Missile_Mounted_Gunners_MP"	0
"chosokabe"	"cavalry_missile"	"UP1_Cav_Missile_Mounted_Gunners_Tokugawa"	350
"chosokabe"	"cavalry_spear"	"Cav_Spear_Great_Guard"	500
"chosokabe"	"cavalry_spear"	"Cav_Spear_Great_Guard_MP"	0
"chosokabe"	"cavalry_spear"	"Cav_Spear_Great_Guard_Takeda"	600
"chosokabe"	"cavalry_spear"	"Cav_Spear_Light_Cavalry"	100
"chosokabe"	"cavalry_spear"	"Cav_Spear_Light_Cavalry_MP"	0
"chosokabe"	"cavalry_spear"	"Cav_Spear_Light_Cavalry_Takeda"	200
"chosokabe"	"cavalry_spear"	"Cav_Spear_Naginata_Warrior_Monk_Cavalry"	500
"chosokabe"	"cavalry_spear"	"Cav_Spear_Naginata_Warrior_Monk_Cavalry_MP"	0
"chosokabe"	"cavalry_spear"	"Cav_Spear_Yari_Cavalry"	400
"chosokabe"	"cavalry_spear"	"Cav_Spear_Yari_Cavalry_Dojo"	0
"chosokabe"	"cavalry_spear"	"Cav_Spear_Yari_Cavalry_MP"	0
"chosokabe"	"cavalry_spear"	"Cav_Spear_Yari_Cavalry_Takeda"	500
"chosokabe"	"cavalry_spear"	"Genpei_Cav_Spear_Naginata_Cavalry"	500
"chosokabe"	"cavalry_spear"	"Genpei_Cav_Spear_Naginata_Cavalry_MP"	0
"chosokabe"	"cavalry_spear"	"Sh_Cav_Spear_Yari_Cavalry_Hero"	1000
"chosokabe"	"cavalry_spear"	"Sh_Cav_Spear_Yari_Cavalry_Hero_MP"	0
"chosokabe"	"cavalry_spear"	"UP1_Cav_Spear_Fire_Cavalry_MP"	0
"chosokabe"	"cavalry_spear"	"UP1_Cav_Spear_Fire_Cavalry_Takeda"	450
"chosokabe"	"cavalry_sword"	"Cav_Sword_Katana_Cavalry"	800
"chosokabe"	"cavalry_sword"	"Cav_Sword_Katana_Cavalry_MP"	0
"chosokabe"	"cavalry_sword"	"Cav_Sword_Katana_Cavalry_Takeda"	900
"chosokabe"	"cavalry_sword"	"Sh_Cav_Sword_Katana_Cavalry_Hero"	1000
"chosokabe"	"cavalry_sword"	"Sh_Cav_Sword_Katana_Cavalry_Hero_MP"	0
"chosokabe"	"general"	"Gen_Ashikaga_Haruuji"	0
"chosokabe"	"general"	"Gen_Chosokabe_Motochika"	0
"chosokabe"	"general"	"Gen_Date_Masamune"	0
"chosokabe"	"general"	"Gen_Hattori_Hanzo"	0
"chosokabe"	"general"	"Gen_Hojo_Tsunanari"	0
"chosokabe"	"general"	"Gen_Hojo_Ujiyasu"	0
"chosokabe"	"general"	"Gen_Imagawa_Ujichika"	0
"chosokabe"	"general"	"Gen_Imagawa_Yoshimoto"	0
"chosokabe"	"general"	"Gen_Ishida_Mitsunari"	0
"chosokabe"	"general"	"Gen_Kobayakawa_Hideaki"	0
"chosokabe"	"general"	"Gen_Mori_Motonari"	0
"chosokabe"	"general"	"Gen_Oda_Nobunaga"	0
"chosokabe"	"general"	"Gen_Ogigayatsu_Tomosada"	0
"chosokabe"	"general"	"Gen_Otomo_Sorin"	0
"chosokabe"	"general"	"Gen_Shimazu_Yoshihiro"	0
"chosokabe"	"general"	"Gen_Shimotsuma_Nakayuki"	0
"chosokabe"	"general"	"Gen_Taisho"	0
"chosokabe"	"general"	"Gen_Taisho_Bow_MP"	0
"chosokabe"	"general"	"Gen_Taisho_Mp"	0
"chosokabe"	"general"	"Gen_Takeda_Katsuyori"	0
"chosokabe"	"general"	"Gen_Takeda_Nobukado"	0
"chosokabe"	"general"	"Gen_Takeda_Shingen"	0
"chosokabe"	"general"	"Gen_Tokugawa_Ieyasu"	0
"chosokabe"	"general"	"Gen_Uesugi_Kenshin"	0
"chosokabe"	"general"	"Gen_Uesugi_Norimasa"	0
"chosokabe"	"general"	"Genpei_Gen_Bodyguard"	0
"chosokabe"	"heavy_ship"	"Genpei_Heavy_Ship_Heavy_Ship_Attendants"	600
"chosokabe"	"heavy_ship"	"Genpei_Heavy_Ship_Heavy_Ship_Attendants_MP"	0
"chosokabe"	"heavy_ship"	"Genpei_Heavy_Ship_Heavy_Ship_Samurai"	900
"chosokabe"	"heavy_ship"	"Genpei_Heavy_Ship_Heavy_Ship_Samurai_MP"	0
"chosokabe"	"heavy_ship"	"Heavy_Ship_Heavy_Bune"	500
"chosokabe"	"heavy_ship"	"Heavy_Ship_Heavy_Bune_MP"	0
"chosokabe"	"heavy_ship"	"Heavy_Ship_Heavy_Bune_Mori"	550
"chosokabe"	"heavy_ship"	"Heavy_Ship_Nihon_Maru"	800
"chosokabe"	"heavy_ship"	"Heavy_Ship_Nihon_Maru_MP"	0
"chosokabe"	"heavy_ship"	"Heavy_Ship_Nihon_Maru_Mori"	850
"chosokabe"	"heavy_ship"	"Heavy_Ship_O_Ataka_Bune"	700
"chosokabe"	"heavy_ship"	"Heavy_Ship_O_Ataka_Bune_Kizugawa"	0
"chosokabe"	"heavy_ship"	"Heavy_Ship_O_Ataka_Bune_MP"	0
"chosokabe"	"heavy_ship"	"Heavy_Ship_O_Ataka_Bune_Mori"	750
"chosokabe"	"infantry_bow"	"Cinematic_Advisor_Shogun"	0
"chosokabe"	"infantry_bow"	"Cinematic_Agents"	0
"chosokabe"	"infantry_bow"	"Cinematic_European_Sailors"	0
"chosokabe"	"infantry_bow"	"Cinematic_Farmers"	0
"chosokabe"	"infantry_bow"	"Cinematic_Jogger"	0
"chosokabe"	"infantry_bow"	"Cinematic_No_Helmet_Generals"	0
"chosokabe"	"infantry_bow"	"Genpei_Inf_Missile_Bow_Attendants"	600
"chosokabe"	"infantry_bow"	"Genpei_Inf_Missile_Bow_Levy"	300
"chosokabe"	"infantry_bow"	"Genpei_Inf_Missile_Bow_Levy_Garrison"	0
"chosokabe"	"infantry_bow"	"Genpei_Inf_Missile_Bow_Warrior_Monks"	800
"chosokabe"	"infantry_bow"	"Genpei_Inf_Missile_Samurai_Infantry"	1000
"chosokabe"	"infantry_bow"	"Genpei_Inf_Missile_Samurai_Infantry_Garrison"	0
"chosokabe"	"infantry_bow"	"Genpei_Inf_Missile_Samurai_Infantry_MP"	0
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru"	250
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_Chosokabe"	350
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_Citizenry"	0
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_Hattori"	250
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_Ikko_Ikki"	250
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_MP"	0
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_Oda"	300
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_Tutorial"	250
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ashigaru_Tutorial_No_Cap"	250
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Hero"	850
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Hero_Chosokabe"	1000
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Hero_MP"	0
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Ronin"	300
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Samurai"	400
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Samurai_Chosokabe"	550
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Samurai_Dojo"	0
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Samurai_Hattori"	400
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Samurai_MP"	0
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Wako"	400
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Warrior_Monks"	400
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Warrior_Monks_Chosokabe"	550
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Warrior_Monks_Ikko_Ikki"	400
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Warrior_Monks_MP"	0
"chosokabe"	"infantry_bow"	"Inf_Missile_Bow_Warrior_Monks_Uesugi"	450
"chosokabe"	"infantry_bow"	"UP1_Inf_Missile_Bandits_Hattori"	400
"chosokabe"	"infantry_bow"	"UP1_Inf_Missile_Bandits_MP"	0
"chosokabe"	"infantry_bow"	"UP1_Inf_Missile_Daikyu_Samurai_Chosokabe"	600
"chosokabe"	"infantry_bow"	"UP1_Inf_Missile_Daikyu_Samurai_MP"	0
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Naginata_Attendants"	600
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Naginata_Attendants_MP"	0
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Naginata_Levy"	350
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Naginata_Levy_Garrison"	0
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Naginata_Warrior_Monk_Hero"	1000
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Naginata_Warrior_Monks"	700
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Onna_Bushi"	0
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Tetsubo_Warrior_Monks"	1000
"chosokabe"	"infantry_heavy"	"Genpei_Inf_Heavy_Tetsubo_Warrior_Monks_MP"	0
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Samurai"	550
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Samurai_Hattori"	550
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Samurai_MP"	0
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Warrior_Monk_Hero"	850
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Warrior_Monk_Hero_MP"	0
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Warrior_Monk_Hero_Uesugi"	900
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Warrior_Monks"	600
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Warrior_Monks_MP"	0
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Naginata_Warrior_Monks_Uesugi"	650
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Onna_Bushi"	0
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Warrior_Nuns"	400
"chosokabe"	"infantry_heavy"	"Inf_Heavy_Warrior_Nuns_MP"	0
"chosokabe"	"infantry_heavy"	"Sh_Inf_Heavy_Naginata_Hero"	1000
"chosokabe"	"infantry_heavy"	"Sh_Inf_Heavy_Naginata_Hero_MP"	0
"chosokabe"	"infantry_heavy"	"Sh_Inf_Heavy_Naginata_Heroine"	1000
"chosokabe"	"infantry_heavy"	"Sh_Inf_Heavy_Naginata_Heroine_MP"	0
"chosokabe"	"infantry_heavy"	"Sh_Inf_Heavy_Tetsubo_Hero"	1000
"chosokabe"	"infantry_heavy"	"Sh_Inf_Heavy_Tetsubo_Hero_MP"	0
"chosokabe"	"infantry_heavy"	"UP1_Inf_Heavy_Marathon_Monks_Ikko_Ikki"	700
"chosokabe"	"infantry_heavy"	"UP1_Inf_Heavy_Marathon_Monks_MP"	0
"chosokabe"	"infantry_heavy"	"UP1_Inf_Heavy_Marathon_Monks_Uesugi"	700
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Imported_Matchlock_Ashigaru"	450
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Ashigaru"	400
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Ashigaru_Hattori"	400
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Ashigaru_Ikko_Ikki"	400
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Ashigaru_MP"	0
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Ashigaru_Oda"	400
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Ashigaru_Otomo"	400
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Samurai"	700
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Samurai_Hattori"	700
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Samurai_MP"	0
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Samurai_Otomo"	700
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Warrior_Monks"	750
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Warrior_Monks_MP"	0
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Matchlock_Warrior_Monks_Uesugi"	800
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Portuguese_Tercos"	800
"chosokabe"	"infantry_matchlock"	"Inf_Missile_Portuguese_Tercos_MP"	0
"chosokabe"	"infantry_matchlock"	"Sh_Inf_Missile_Matchlock_Hero"	1000
"chosokabe"	"infantry_matchlock"	"Sh_Inf_Missile_Matchlock_Hero_MP"	0
"chosokabe"	"infantry_matchlock"	"UP1_Inf_Missile_Heavy_Gunner_MP"	0
"chosokabe"	"infantry_matchlock"	"UP1_Inf_Missile_Heavy_Gunner_Shimazu"	700
