version 1, schema battle_script_advice_strings_tables, guid ae2c706a-4207-4d36-8793-44b0e23980c4
unknown1(string)	unknown2(string)
"battle_advisor"	"CreativeAssembly.0104_TUT_Deployment_Generals"
"battle_advisor"	"CreativeAssembly.0105_TUT_Generals_Abilities"
"battle_advisor"	"CreativeAssembly.0106_TUT_Generals_Abilities"
"battle_advisor"	"CreativeAssembly.0107_TUT_Advance_Army"
"battle_advisor"	"CreativeAssembly.0108a_TUT_Move_Army"
"battle_advisor"	"CreativeAssembly.0109_TUT_Village_Buildings"
"battle_advisor"	"CreativeAssembly.0110_TUT_Artillery_Units"
"battle_advisor"	"CreativeAssembly.0110a_TUT_Move_Artillery"
"battle_advisor"	"CreativeAssembly.0110b_TUT_Move_Archers"
"battle_advisor"	"CreativeAssembly.0110c_TUT_Artillery_Unlimber"
"battle_advisor"	"CreativeAssembly.0111_TUT_No_Dachi_Samurai_Info"
"battle_advisor"	"CreativeAssembly.0112_TUT_Assault_Building"
"battle_advisor"	"CreativeAssembly.0114_TUT_Musket_Ashigaru_Info"
"battle_advisor"	"CreativeAssembly.0114b_TUT_Continue_Attack"
"battle_advisor"	"CreativeAssembly.0115_TUT_River_Crossing"
"battle_advisor"	"CreativeAssembly.0116_TUT_Enemy_Forest"
"battle_advisor"	"CreativeAssembly.0117_TUT_Naginata_Samurai_Info"
"battle_advisor"	"CreativeAssembly.0118_TUT_Group_Cavalry"
"battle_advisor"	"CreativeAssembly.0119_TUT_Groups"
"battle_advisor"	"CreativeAssembly.0120_TUT_Formations"
"battle_advisor"	"CreativeAssembly.0122_TUT_Yari_Cavalry_Info"
"battle_advisor"	"CreativeAssembly.0123_TUT_Hill_Advance"
"battle_advisor"	"CreativeAssembly.0124_TUT_Finish_Enemy"
"battle_advisor"	"CreativeAssembly.0125_TUT_Victory"
"battle_advisor"	"CreativeAssembly.0127_TUT_Naginata_Attack"
"battle_advisor"	"CreativeAssembly.0201_TUT_Welcome"
"battle_advisor"	"CreativeAssembly.0202_TUT_Castles"
"battle_advisor"	"CreativeAssembly.0203_TUT_Capture_Points"
"battle_advisor"	"CreativeAssembly.0204_TUT_Siege_Camp"
"battle_advisor"	"CreativeAssembly.0205_TUT_Towers"
"battle_advisor"	"CreativeAssembly.0205a_TUT_Gates"
"battle_advisor"	"CreativeAssembly.0206a_TUT_Monk_Info"
"battle_advisor"	"CreativeAssembly.0206b_TUT_Ninja_Info"
"battle_advisor"	"CreativeAssembly.0206c_TUT_Hero_Info"
"battle_advisor"	"CreativeAssembly.0206d_TUT_Cavalry_Info"
"battle_advisor"	"CreativeAssembly.0206e_TUT_Infantry_Info"
"battle_advisor"	"CreativeAssembly.0207_TUT_Key_Buildings"
"battle_advisor"	"CreativeAssembly.0207a_TUT_Key_Buildings"
"battle_advisor"	"CreativeAssembly.0208f_TUT_Buildings"
"battle_advisor"	"CreativeAssembly.0209_TUT_Zones"
"battle_advisor"	"CreativeAssembly.0210_TUT_Outro"
"naval_advisor"	"CreativeAssembly.0301_TUT_Welcome"
"naval_advisor"	"CreativeAssembly.0302_TUT_Select_Ship"
"naval_advisor"	"CreativeAssembly.0303_TUT_Bow_Ship_Info"
"battle_advisor"	"CreativeAssembly.0304b_TUT_Move_Bow_Ship"
"battle_advisor"	"CreativeAssembly.0305b_TUT_Movement_Speeds"
"battle_advisor"	"CreativeAssembly.0306b_TUT_Ship_Halt"
"battle_advisor"	"CreativeAssembly.0307b_TUT_Waypoints"
"battle_advisor"	"CreativeAssembly.0307c_TUT_Waypoints"
"naval_advisor"	"CreativeAssembly.0308_TUT_Camera_WASD"
"naval_advisor"	"CreativeAssembly.0309_TUT_Camera_QEZX"
"naval_advisor"	"CreativeAssembly.0310_TUT_Camera_CV"
"naval_advisor"	"CreativeAssembly.0311_TUT_Radar_Map"
"naval_advisor"	"CreativeAssembly.0312_TUT_Enemy_Ship"
"naval_advisor"	"CreativeAssembly.0313_TUT_Firing_Arcs"
"naval_advisor"	"CreativeAssembly.0314_TUT_Ship_Rotation"
"naval_advisor"	"CreativeAssembly.0315_TUT_Fire_Arrows"
"naval_advisor"	"CreativeAssembly.0316_TUT_Health_Bars"
"naval_advisor"	"CreativeAssembly.0317_TUT_Morale"
"naval_advisor"	"CreativeAssembly.0317a_TUT_Attack_Enemy"
"naval_advisor"	"CreativeAssembly.0317b_TUT_Enemy_Destroyed"
"naval_advisor"	"CreativeAssembly.0318_TUT_New_Course"
"naval_advisor"	"CreativeAssembly.0319_TUT_Assistance"
"naval_advisor"	"CreativeAssembly.0320_TUT_Ship_Added"
"naval_advisor"	"CreativeAssembly.0321_TUT_Repair_Button"
"naval_advisor"	"CreativeAssembly.0322_TUT_Repair_Process"
"naval_advisor"	"CreativeAssembly.0323_TUT_Med_Bune_Info"
"naval_advisor"	"CreativeAssembly.0324_TUT_Grouping"
"naval_advisor"	"CreativeAssembly.0324a_TUT_Grouping"
"naval_advisor"	"CreativeAssembly.0325_TUT_Group_Formed"
"naval_advisor"	"CreativeAssembly.0326_TUT_Formations"
"naval_advisor"	"CreativeAssembly.0327_TUT_Hev_Bune_info"
"naval_advisor"	"CreativeAssembly.0328_TUT_Enemy_Ships"
"naval_advisor"	"CreativeAssembly.0329_TUT_Boarding"
"naval_advisor"	"CreativeAssembly.0329a_TUT_Boarding"
"naval_advisor"	"CreativeAssembly.0330_TUT_Boarding_Started"
"naval_advisor"	"CreativeAssembly.0331_TUT_Boarding_BOP"
"battle_advisor"	"CreativeAssembly.0331b_TUT_Warcry"
"naval_advisor"	"CreativeAssembly.0332_TUT_Enemy_Surrendered"
"naval_advisor"	"CreativeAssembly.0333_TUT_Outro"
"naval_advisor"	"CreativeAssembly.0401_TUT_Welcome"
"naval_advisor"	"CreativeAssembly.0402_TUT_Deployables"
"battle_advisor"	"CreativeAssembly.0403_TUT_Deployables"
"naval_advisor"	"CreativeAssembly.0404_TUT_Sea_Mine"
"naval_advisor"	"CreativeAssembly.0405_TUT_Place_Deployables"
"naval_advisor"	"CreativeAssembly.0406_TUT_Ship_Types"
"naval_advisor"	"CreativeAssembly.0406a_TUT_Cannon_Bune"
"naval_advisor"	"CreativeAssembly.0406b_TUT_Matchlock_Ship"
"naval_advisor"	"CreativeAssembly.0406c_TUT_Fire_Bomb_Ship"
"naval_advisor"	"CreativeAssembly.0406d_TUT_Siege_Tower_Ship"
"naval_advisor"	"CreativeAssembly.0406e_TUT_Sengoku_Bune"
"naval_advisor"	"CreativeAssembly.0406f_TUT_O_Ataka_Bune"
"naval_advisor"	"CreativeAssembly.0406g_TUT_Nihon_Maru"
"battle_advisor"	"CreativeAssembly.0406h_TUT_Caravel"
"naval_advisor"	"CreativeAssembly.0406i_TUT_Set_Sail"
"naval_advisor"	"CreativeAssembly.0407_TUT_Sea_Terrain"
"naval_advisor"	"CreativeAssembly.0408_TUT_Land_Mass"
"naval_advisor"	"CreativeAssembly.0409_TUT_Shallow_Water"
"naval_advisor"	"CreativeAssembly.0411_TUT_Weather"
"naval_advisor"	"CreativeAssembly.0412_TUT_Boarding"
"naval_advisor"	"CreativeAssembly.0414_TUT_Outro"
