version 1, schema ministerial_positions_by_gov_types_tables
Faction(string)	Position(string)	Government_x0020_Type(string)	Gender(string)	Title(string)
"barbary_states"	"finance"	"gov_republic"	"b"	"wazir_al_qalam"
"barbary_states"	"head_of_government"	"gov_absolute_monarchy"	"b"	"wazir_al_akbar"
"barbary_states"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"wazir_al_akbar"
"barbary_states"	"head_of_government"	"gov_republic"	"b"	"wazir_al_akbar"
"barbary_states"	"justice"	"gov_absolute_monarchy"	"b"	"wazir_al_amala"
"barbary_states"	"justice"	"gov_constitutional_monarchy"	"b"	"wazir_al_amala"
"barbary_states"	"justice"	"gov_republic"	"b"	"wazir_al_amala"
"barbary_states"	"navy"	"gov_absolute_monarchy"	"b"	"amir_al_bahr"
"barbary_states"	"navy"	"gov_constitutional_monarchy"	"b"	"amir_al_bahr"
"barbary_states"	"navy"	"gov_republic"	"b"	"amir_al_bahr"
"bavaria"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"bavaria"	"army"	"gov_constitutional_monarchy"	"b"	"first_minister"
"bavaria"	"army"	"gov_republic"	"b"	"secretary_of_war"
"bavaria"	"faction_leader"	"gov_absolute_monarchy"	"f"	"electress"
"bavaria"	"faction_leader"	"gov_absolute_monarchy"	"m"	"elector"
"bavaria"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"electress"
"bavaria"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"elector"
"bavaria"	"faction_leader"	"gov_republic"	"b"	"president"
"bavaria"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"bavaria"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"bavaria"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"bavaria"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"bavaria"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"first_minister"
"bavaria"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"bavaria"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"bavaria"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"bavaria"	"justice"	"gov_republic"	"b"	"attorney_general"
"bavaria"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_admiralty"
"bavaria"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"bavaria"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"britain"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"britain"	"army"	"gov_constitutional_monarchy"	"b"	"secretary_at_war"
"britain"	"army"	"gov_republic"	"b"	"secretary_at_war"
"britain"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"britain"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"britain"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"britain"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"britain"	"faction_leader"	"gov_republic"	"f"	"high_protector"
"britain"	"faction_leader"	"gov_republic"	"m"	"lord_protector"
"britain"	"finance"	"gov_absolute_monarchy"	"b"	"lord_chancellor"
"britain"	"finance"	"gov_constitutional_monarchy"	"b"	"chancellor_of_the_exchequer"
"britain"	"finance"	"gov_republic"	"b"	"treasury_secretary"
"britain"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord_of_the_treasury"
"britain"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"prime_minister"
"britain"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"britain"	"justice"	"gov_absolute_monarchy"	"b"	"lord_high_steward"
"britain"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"britain"	"justice"	"gov_republic"	"b"	"attorney_general"
"britain"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"britain"	"navy"	"gov_constitutional_monarchy"	"b"	"first_lord_of_the_admiralty"
"britain"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"british_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"british_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"secretary_at_war"
"british_rebels"	"army"	"gov_republic"	"b"	"secretary_at_war"
"british_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"second_lord_of_the_treasury"
"british_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"chancellor_of_the_exchequer"
"british_rebels"	"finance"	"gov_republic"	"b"	"treasury_secretary"
"british_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord_of_the_treasury"
"british_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"first_lord_of_the_treasury"
"british_rebels"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"british_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chancellor"
"british_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"british_rebels"	"justice"	"gov_republic"	"b"	"attorney_general"
"british_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"british_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"first_lord_of_the_admiralty"
"british_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"chechenya_dagestan"	"army"	"gov_absolute_monarchy"	"b"	"bakshi"
"chechenya_dagestan"	"army"	"gov_constitutional_monarchy"	"b"	"bakshi"
"chechenya_dagestan"	"army"	"gov_republic"	"b"	"bakshi"
"chechenya_dagestan"	"faction_leader"	"gov_absolute_monarchy"	"f"	"princess"
"chechenya_dagestan"	"faction_leader"	"gov_absolute_monarchy"	"m"	"prince"
"chechenya_dagestan"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"princess"
"chechenya_dagestan"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"prince"
"chechenya_dagestan"	"faction_leader"	"gov_republic"	"b"	"president"
"chechenya_dagestan"	"finance"	"gov_absolute_monarchy"	"b"	"wazir"
"chechenya_dagestan"	"finance"	"gov_constitutional_monarchy"	"b"	"wazir"
"chechenya_dagestan"	"finance"	"gov_republic"	"b"	"wazir"
"chechenya_dagestan"	"head_of_government"	"gov_absolute_monarchy"	"b"	"wakil"
"chechenya_dagestan"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"wakil"
"chechenya_dagestan"	"head_of_government"	"gov_republic"	"b"	"wakil"
"chechenya_dagestan"	"justice"	"gov_absolute_monarchy"	"b"	"sadr_us_sudur"
"chechenya_dagestan"	"justice"	"gov_constitutional_monarchy"	"b"	"sadr_us_sudur"
"chechenya_dagestan"	"justice"	"gov_republic"	"b"	"sadr_us_sudur"
"chechenya_dagestan"	"navy"	"gov_absolute_monarchy"	"b"	"mir_bahr"
"chechenya_dagestan"	"navy"	"gov_constitutional_monarchy"	"b"	"mir_bahr"
"chechenya_dagestan"	"navy"	"gov_republic"	"b"	"mir_bahr"
"cherokee"	"army"	"gov_absolute_monarchy"	"b"	"war_advisor"
"cherokee"	"army"	"gov_constitutional_monarchy"	"b"	"war_advisor"
"cherokee"	"army"	"gov_republic"	"b"	"war_advisor"
"cherokee"	"faction_leader"	"gov_absolute_monarchy"	"b"	"army_elder"
"cherokee"	"faction_leader"	"gov_constitutional_monarchy"	"b"	"army_elder"
"cherokee"	"faction_leader"	"gov_republic"	"b"	"army_elder"
"cherokee"	"finance"	"gov_absolute_monarchy"	"b"	"trade_advisor"
"cherokee"	"finance"	"gov_constitutional_monarchy"	"b"	"trade_advisor"
"cherokee"	"finance"	"gov_republic"	"b"	"trade_advisor"
"cherokee"	"head_of_government"	"gov_absolute_monarchy"	"b"	"advisor_to_the_war_chief"
"cherokee"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"advisor_to_the_war_chief"
"cherokee"	"head_of_government"	"gov_republic"	"b"	"advisor_to_the_war_chief"
"cherokee"	"justice"	"gov_absolute_monarchy"	"b"	"justice_advisor"
"cherokee"	"justice"	"gov_constitutional_monarchy"	"b"	"justice_advisor"
"cherokee"	"justice"	"gov_republic"	"b"	"justice_advisor"
"cherokee"	"navy"	"gov_absolute_monarchy"	"b"	"canoe_advisor"
"cherokee"	"navy"	"gov_constitutional_monarchy"	"b"	"canoe_advisor"
"cherokee"	"navy"	"gov_republic"	"b"	"canoe_advisor"
"colombia"	"faction_leader"	"gov_absolute_monarchy"	"b"	"king"
"colombia"	"faction_leader"	"gov_constitutional_monarchy"	"b"	"king"
"colombia"	"faction_leader"	"gov_republic"	"b"	"president"
"cossack_rebels"	"army"	"gov_absolute_monarchy"	"b"	"counsellor_of_stanitsas"
"cossack_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"counsellor_of_stanitsas"
"cossack_rebels"	"army"	"gov_republic"	"b"	"counsellor_of_stanitsas"
"cossack_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"hetmans_treasurer"
"cossack_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"hetmans_treasurer"
"cossack_rebels"	"finance"	"gov_republic"	"b"	"hetmans_treasurer"
"cossack_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"hetmans_counsellor"
"cossack_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"hetmans_counsellor"
"cossack_rebels"	"head_of_government"	"gov_republic"	"b"	"hetmans_counsellor"
"cossack_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"elder_counsellor"
"cossack_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"elder_counsellor"
"cossack_rebels"	"justice"	"gov_republic"	"b"	"elder_counsellor"
"cossack_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"counsellor_for_the_watery_steppes"
"cossack_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"counsellor_for_the_watery_steppes"
"cossack_rebels"	"navy"	"gov_republic"	"b"	"counsellor_for_the_watery_steppes"
"courland"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"courland"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"courland"	"army"	"gov_republic"	"b"	"minister_of_war"
"courland"	"faction_leader"	"gov_absolute_monarchy"	"f"	"duchess"
"courland"	"faction_leader"	"gov_absolute_monarchy"	"m"	"duke"
"courland"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"duchess"
"courland"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"duke"
"courland"	"faction_leader"	"gov_republic"	"b"	"president"
"courland"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"courland"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"courland"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"courland"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"courland"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"courland"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"courland"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"courland"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"courland"	"justice"	"gov_republic"	"b"	"attorney_general"
"courland"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"courland"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"courland"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"crimean_khanate"	"army"	"gov_absolute_monarchy"	"b"	"horde_bey"
"crimean_khanate"	"army"	"gov_constitutional_monarchy"	"b"	"horde_bey"
"crimean_khanate"	"army"	"gov_republic"	"b"	"horde_bey"
"crimean_khanate"	"faction_leader"	"gov_absolute_monarchy"	"f"	"khanbikeh"
"crimean_khanate"	"faction_leader"	"gov_absolute_monarchy"	"m"	"khan"
"crimean_khanate"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"khanbikeh"
"crimean_khanate"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"khan"
"crimean_khanate"	"faction_leader"	"gov_republic"	"b"	"bey"
"crimean_khanate"	"finance"	"gov_absolute_monarchy"	"b"	"mufti"
"crimean_khanate"	"finance"	"gov_constitutional_monarchy"	"b"	"mufti"
"crimean_khanate"	"finance"	"gov_republic"	"b"	"mufti"
"crimean_khanate"	"head_of_government"	"gov_absolute_monarchy"	"b"	"chief_qaraci_bey"
"crimean_khanate"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_qaraci_bey"
"crimean_khanate"	"head_of_government"	"gov_republic"	"b"	"chief_qaraci_bey"
"crimean_khanate"	"justice"	"gov_absolute_monarchy"	"b"	"kadiasker"
"crimean_khanate"	"justice"	"gov_constitutional_monarchy"	"b"	"kadiasker"
"crimean_khanate"	"justice"	"gov_republic"	"b"	"kadiasker"
"crimean_khanate"	"navy"	"gov_absolute_monarchy"	"b"	"ship_bey"
"crimean_khanate"	"navy"	"gov_constitutional_monarchy"	"b"	"ship_bey"
"crimean_khanate"	"navy"	"gov_republic"	"b"	"ship_bey"
"denmark"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_for_war"
"denmark"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"denmark"	"army"	"gov_republic"	"b"	"secretary_of_war"
"denmark"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"denmark"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"denmark"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"denmark"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"denmark"	"faction_leader"	"gov_republic"	"b"	"stattholder"
"denmark"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"denmark"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"denmark"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"denmark"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_chief_minister"
"denmark"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"denmark"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"denmark"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"denmark"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"denmark"	"justice"	"gov_republic"	"b"	"attorney_general"
"denmark"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"denmark"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"denmark"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"dutch_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"dutch_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"dutch_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"dutch_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"dutch_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"dutch_rebels"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"dutch_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_grand_pensionary"
"dutch_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"grand_pensionary"
"dutch_rebels"	"head_of_government"	"gov_republic"	"b"	"grand_pensionary"
"dutch_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"dutch_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"dutch_rebels"	"justice"	"gov_republic"	"b"	"attorney_general"
"dutch_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"dutch_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navies"
"dutch_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralties"
"france"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_army"
"france"	"army"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_army"
"france"	"army"	"gov_republic"	"b"	"secretary_of_war"
"france"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"france"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"france"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"france"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"france"	"faction_leader"	"gov_republic"	"f"	"consul"
"france"	"faction_leader"	"gov_republic"	"m"	"consul"
"france"	"finance"	"gov_absolute_monarchy"	"b"	"controller_general_of_finances"
"france"	"finance"	"gov_constitutional_monarchy"	"b"	"minister_of_finances"
"france"	"finance"	"gov_republic"	"b"	"treasury_consul"
"france"	"head_of_government"	"gov_absolute_monarchy"	"b"	"chief_minister"
"france"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"france"	"head_of_government"	"gov_republic"	"b"	"premier"
"france"	"justice"	"gov_absolute_monarchy"	"b"	"justice_chancellor"
"france"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"france"	"justice"	"gov_republic"	"b"	"attorney_consul"
"france"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_navy"
"france"	"navy"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_navy"
"france"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"france"	"royal_claimant"	"gov_absolute_monarchy"	"f"	"queen"
"france"	"royal_claimant"	"gov_absolute_monarchy"	"m"	"king"
"france"	"royal_claimant"	"gov_constitutional_monarchy"	"f"	"queen"
"france"	"royal_claimant"	"gov_constitutional_monarchy"	"m"	"king"
"france"	"royal_claimant"	"gov_republic"	"f"	"princess_royal"
"france"	"royal_claimant"	"gov_republic"	"m"	"prince_royal"
"france"	"spouse_of_monarch"	"gov_absolute_monarchy"	"f"	"queen"
"france"	"spouse_of_monarch"	"gov_absolute_monarchy"	"m"	"prince"
"france"	"spouse_of_monarch"	"gov_constitutional_monarchy"	"f"	"queen"
"france"	"spouse_of_monarch"	"gov_constitutional_monarchy"	"m"	"prince"
"france"	"spouse_of_monarch"	"gov_republic"	"f"	"princess"
"france"	"spouse_of_monarch"	"gov_republic"	"m"	"prince"
"france"	"royal_heir"	"gov_absolute_monarchy"	"f"	"duchess_of_orleans"
"france"	"royal_heir"	"gov_absolute_monarchy"	"m"	"duke_of_orleans"
"france"	"royal_heir"	"gov_constitutional_monarchy"	"f"	"duchess_of_orleans"
"france"	"royal_heir"	"gov_constitutional_monarchy"	"m"	"duke_of_orleans"
"france"	"royal_heir"	"gov_republic"	"f"	"duchess_of_orleans"
"france"	"royal_heir"	"gov_republic"	"m"	"duke_of_orleans"
"france"	"royal_child_1"	"gov_absolute_monarchy"	"f"	"dauphine"
"france"	"royal_child_1"	"gov_absolute_monarchy"	"m"	"dauphin"
"france"	"royal_child_1"	"gov_constitutional_monarchy"	"f"	"dauphine"
"france"	"royal_child_1"	"gov_constitutional_monarchy"	"m"	"dauphin"
"france"	"royal_child_1"	"gov_republic"	"f"	"duchess_of_bourbon"
"france"	"royal_child_1"	"gov_republic"	"m"	"duke_of_bourbon"
