name,category,volume,min_pitch,max_pitch,min_dist,max_dist,falloff,low_pass_freq_cutoff,priority,looped,playback,group,probability,is_2d,streamed,fade_in,fade_out,start_delay,random_trigger_delay,rand_volume,priority_reduction_by_distance,loop_start_block,loop_end_block,mute_when_game_speed_changed,game_mode_stay_in_memory,PROBABILITY_REDUCTION_PER_NUM_SAME_SOUND_EVENTS_FROM_SAME_SOUND_GROUP_PLAYING,speaker_output,APPLY_LAUNCH_DELAY_RELATIVE_TO_DISTANCE_FROM_LISTENER,PROBABILITY_REDUCTION_PER_ANY_SOUND_EVENTS_FROM_SAME_SOUND_GROUP_PLAYING,FADE_TYPE,RESERVED_3,RESERVED_4,RESERVED_5,RESERVED_6,MAX_NUMBER_OF_SOUNDS_PLAYING_AT_ONCE,DELAY_BEFORE_SOUND_CAN_PLAY_AGAIN,wavefile_1,wavefile_2,wavefile_3,wavefile_4,wavefile_5,wavefile_6,wavefile_7,wavefile_8,wavefile_9,wavefile_10,wavefile_11,wavefile_12,wavefile_13,wavefile_14,wavefile_15,wavefile_16,wavefile_17,wavefile_18,wavefile_19,wavefile_20,wavefile_21,wavefile_22,wavefile_23,wavefile_24,wavefile_25,wavefile_26,wavefile_27,wavefile_28,wavefile_29,wavefile_30,wavefile_31,wavefile_32,wavefile_33,wavefile_34,wavefile_35,wavefile_36,wavefile_37,wavefile_38,wavefile_39,wavefile_40,wavefile_41,wavefile_42,wavefile_43,wavefile_44,wavefile_45,wavefile_46,wavefile_47,wavefile_48
unnamed_event_10,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldsoft_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_11,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldmedium_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_12,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldsoft_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_13,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldmedium_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_14,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalsoft_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_15,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalmedium_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_16,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalsoft_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_17,weather,0.170000,-2.000000,2.000000,1.000000,600.000000,1.000000,1.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,campaign,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalmedium_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_18,wildlife,0.720000,-2.000000,2.000000,0.010000,100.000000,1.000000,1.000000,50.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,placeholder\silent placeholder/empty.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_19,wildlife,0.320000,-2.000000,2.000000,0.200000,100.000000,1.000000,1.000000,50.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx/ocean/emp_lib_seagull_seagullsounds_01_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_02_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_03_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_04_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_05_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_06_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_07_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_08_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_09_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_10_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_11_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_12_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_13_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_14_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_15_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_16_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_17_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_18_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_19_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_20,wildlife,0.320000,-2.000000,2.000000,0.150000,100.000000,1.000000,0.000000,50.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\birds\european\emp_lib_birds_european_01_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_02_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_03_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_04_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_05_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_06_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_07_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_08_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_09_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_10_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_11_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_12_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_13_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_14_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_15_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_16_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_17_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_18_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_19_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_20_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_21_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_22_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_23_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_24_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_26_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_27_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_28_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_29_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_30_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_31_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_32_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_36_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_38_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_39_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_35_v1.00_gme.wav,,,,,,,,,,,,,
unnamed_event_21,wildlife,0.320000,-2.000000,2.000000,0.150000,100.000000,1.000000,0.000000,50.000000,0.000000,random,sfx,0.500000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\birds\european\emp_lib_birds_european_01_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_08_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_09_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_10_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_31_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_32_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_33_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_34_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_22,wildlife,0.320000,-2.000000,2.000000,0.150000,100.000000,1.000000,0.000000,50.000000,0.000000,random,sfx,0.500000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\birds\european\emp_lib_birds_european_01_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_08_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_09_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_10_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_31_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_32_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_33_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_34_v1.00_gme.wav,sfx\land\wildlife\night\emp_lib_wildlife_nighttimeeuropean_13_v1.00_gme.wav,sfx\land\wildlife\night\emp_lib_wildlife_nighttimeeuropean_14_v1.00_gme.wav,sfx\land\wildlife\night\emp_lib_wildlife_nighttimeeuropean_15_v1.00_gme.wav,sfx\land\wildlife\night\emp_lib_wildlife_nighttimeeuropean_16_v1.00_gme.wav,sfx\land\wildlife\night\emp_lib_wildlife_nighttimeeuropean_17_v1.00_gme.wav,sfx\land\wildlife\night\emp_lib_wildlife_nighttimeeuropean_18_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_23,wildlife,0.320000,-2.000000,2.000000,0.150000,100.000000,1.000000,0.000000,50.000000,0.000000,random,sfx,0.200000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\birds\european\emp_lib_birds_european_01_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_08_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_09_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_10_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_31_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_32_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_33_v1.00_gme.wav,sfx\land\birds\european\emp_lib_birds_european_34_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_24,wildlife,0.320000,-2.000000,2.000000,0.150000,100.000000,1.000000,0.000000,50.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_01_v1.00_gme.wav,sfx\land\birds\indian\emp_lib_birds_indian_05_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_03_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_04_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_05_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_06_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_07_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_08_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_09_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_10_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_11_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_12_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_13_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_14_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_15_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_16_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_17_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_18_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_19_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_20_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_21_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_22_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_23_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_24_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_25_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_26_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_27_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_28_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_29_v1.00_gme.wav,sfx\land\birds\indian\emp_lib_birds_indian_30_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_31_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_32_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_33_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_34_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_35_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_36_v1.00_gme.wav,,,,,,,,,,,,
unnamed_event_25,wildlife,0.320000,-2.000000,2.000000,0.150000,100.000000,1.000000,0.000000,50.000000,0.000000,random,sfx,0.500000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_04_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_08_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_09_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_10_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_11_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_12_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_19_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_20_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_21_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_26_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_27_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_28_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_29_v1.00_gme.wav,sfx\land\birds\indian\emp_lib_birds_indian_30_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_31_v1.00_gme.wav,sfx\land\birds\middleeastern\emp_lib_birds_middleeastern_32_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
