version 2, schema cdir_events_mission_option_junctions_tables, guid bba5e18d-01dd-4f28-8e39-4104bfa0b028
unknown1(int)	unknown2(float)	unknown3(string)	unknown4(string)	unknown5(optstring)
10147	0	"m_thwarting_nanban"	"GEN_CND_NOT_OWNS"	nil
10151	0	"m_supporting_endeavours"	"GEN_CND_NOT_ALLIED"	nil
10161	0	"m_resource_management_iron"	"GEN_CND_NOT_ALLIED"	nil
10170	0	"m_resource_management_goods"	"GEN_CND_NOT_ALLIED"	nil
10173	0	"m_resource_management_wood"	"GEN_CND_NOT_ALLIED"	nil
10182	0	"m_resource_management_stone"	"GEN_CND_NOT_ALLIED"	nil
10187	0	"m_resource_management_warhorses"	"GEN_CND_NOT_ALLIED"	nil
10191	0	"m_into_fold_buddhist"	"GEN_CND_NOT_ALLIED"	nil
10197	0	"m_into_fold_christian"	"GEN_CND_NOT_ALLIED"	nil
10201	0	"m_need_for_allies"	"CND_MIN_FACTION_NEIGHBOUR_NEUTRAL"	"1"
10207	0	"m_supporting_endeavours"	"CND_NOT_SLOT_TYPE"	"SHO_region_specialty_gold_mining"
10212	0	"m_common_cause"	"GEN_CND_NOT_ALLIED_WITH_ENEMY"	nil
10220	0	"m_naval_dominance"	"VAR_OBJECTIVE_NAVIES_ONLY"	nil
10226	0	"m_turned_against_them"	"VAR_OBJECTIVE_INVADING_ONLY"	nil
10232	0	"m_home_guard"	"GEN_CND_MAX_UNITS_IN_REGION"	"4"
10238	0	"m_preventive_measures"	"VAR_OBJECTIVE_INVADING_ONLY"	nil
10449	0	"m_good_fight"	"VAR_CHANCE"	"5"
10457	0	"m_good_fight"	"VAR_MISSION_LENGTH_MIN"	"4"
10466	0	"m_good_fight"	"VAR_MISSION_LENGTH_MAX"	"8"
10476	0	"m_good_fight"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"2"
10480	0	"m_good_fight"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"6"
10481	0	"m_good_fight"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
10491	0	"m_good_fight"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
10493	0	"m_good_fight"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
10503	0	"m_good_fight"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
10512	0	"m_good_fight"	"VAR_OBJECTIVE_RELIGION_PCT"	"50"
10521	0	"m_good_fight"	"CND_CAMPAIGN"	"jap_shogun"
10526	0	"m_good_fight"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"16"
10536	0	"m_good_fight"	"CND_MISSION_ISSUER_ROUNDS_UNTIL_NEXT"	"12"
10538	0	"m_good_fight"	"CND_RELIGION"	"rel_catholic"
10541	0	"m_good_fight"	"CND_HAS_AGENT"	"missionary"
10543	0	"m_good_fight"	"GEN_TARGET_REGION"	nil
10552	0	"m_good_fight"	"GEN_CND_NOT_OWNS"	nil
10560	0	"m_good_fight"	"GEN_CND_MAX_REGION_DISTANCE"	"2"
10564	0	"m_good_fight"	"GEN_CND_REGION_MAX_FACTION_RELIGION_RATIO"	"40"
10568	0	"m_path_of_liberation"	"VAR_CHANCE"	"5"
10578	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_MIN"	"4"
10586	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_MAX"	"8"
10594	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"2"
10601	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"6"
10610	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
10617	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
10625	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
10633	0	"m_path_of_liberation"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
10634	0	"m_path_of_liberation"	"VAR_OBJECTIVE_RELIGION_PCT"	"50"
10643	0	"m_path_of_liberation"	"CND_CAMPAIGN"	"jap_shogun"
10649	0	"m_path_of_liberation"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"16"
10651	0	"m_path_of_liberation"	"CND_MISSION_ISSUER_ROUNDS_UNTIL_NEXT"	"12"
10652	0	"m_path_of_liberation"	"CND_RELIGION"	"rel_buddhist"
10659	0	"m_path_of_liberation"	"CND_HAS_AGENT"	"monk"
10662	0	"m_path_of_liberation"	"CND_NOT_IS_SHOGUN"	nil
10666	0	"m_path_of_liberation"	"CND_NOT_REALM_DIVIDE"	nil
10676	0	"m_path_of_liberation"	"CND_NOT_WAR_SHOGUN"	nil
10679	0	"m_path_of_liberation"	"GEN_TARGET_REGION"	nil
10683	0	"m_path_of_liberation"	"GEN_CND_NOT_OWNS"	nil
10691	0	"m_path_of_liberation"	"GEN_CND_MAX_REGION_DISTANCE"	"2"
10699	0	"m_path_of_liberation"	"GEN_CND_REGION_MAX_FACTION_RELIGION_RATIO"	"40"
10702	0	"m_spiritual_unity_buddhist"	"VAR_OBJECTIVE_RELIGION_PCT"	"50"
10708	0	"m_spiritual_unity_christian"	"VAR_OBJECTIVE_RELIGION_PCT"	"50"
10803	0	"m_instruments_of_war"	"VAR_CHANCE"	"5"
10808	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_MIN"	"2"
10812	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_MAX"	"6"
10819	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
10826	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
10828	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
10829	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
10832	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
10838	0	"m_instruments_of_war"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
10847	0	"m_instruments_of_war"	"CND_CAMPAIGN"	"jap_shogun"
10857	0	"m_instruments_of_war"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"8"
10865	0	"m_instruments_of_war"	"CND_UNIQUE"	nil
10873	0	"m_instruments_of_war"	"CND_NOT_SLOT_TYPE"	"SHO_region_specialty_smithing"
10877	0	"m_instruments_of_war"	"CND_MIN_REGIONS_OWNED"	"5"
10887	0	"m_instruments_of_war"	"GEN_TARGET_REGION"	nil
10895	0	"m_instruments_of_war"	"GEN_CND_REGION_SLOT_TYPE"	"SHO_region_specialty_smithing"
10898	0	"m_instruments_of_war"	"GEN_CND_NOT_ARMY_IN_REGION"	nil
10914	0	"m_advocate_of_enlightenment"	"VAR_CHANCE"	"5"
10918	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_MIN"	"2"
10926	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_MAX"	"6"
10936	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
10943	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
10952	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
10959	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
10963	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
10969	0	"m_advocate_of_enlightenment"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
10979	0	"m_advocate_of_enlightenment"	"CND_CAMPAIGN"	"jap_shogun"
10985	0	"m_advocate_of_enlightenment"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"20"
10994	0	"m_advocate_of_enlightenment"	"CND_NOT_HAS_AGENT"	"monk"
11000	0	"m_advocate_of_enlightenment"	"GEN_TARGET_NONE"	nil
11001	0	"m_advocate_of_enlightenment"	"VAR_OBJECTIVE_AGENT"	"monk"
11010	0	"m_instrument_of_justice"	"VAR_CHANCE"	"5"
11019	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_MIN"	"2"
11023	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_MAX"	"6"
11030	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11036	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11045	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11055	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11061	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11066	0	"m_instrument_of_justice"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11073	0	"m_instrument_of_justice"	"CND_CAMPAIGN"	"jap_shogun"
11074	0	"m_instrument_of_justice"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"20"
11079	0	"m_instrument_of_justice"	"CND_NOT_HAS_AGENT"	"metsuke"
11082	0	"m_instrument_of_justice"	"GEN_TARGET_NONE"	nil
11086	0	"m_instrument_of_justice"	"VAR_OBJECTIVE_AGENT"	"metsuke"
11087	0	"m_master_of_artifice"	"VAR_CHANCE"	"5"
11090	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_MIN"	"2"
11093	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_MAX"	"6"
11103	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11105	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11106	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11112	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11122	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11126	0	"m_master_of_artifice"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11132	0	"m_master_of_artifice"	"CND_CAMPAIGN"	"jap_shogun"
11135	0	"m_master_of_artifice"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"20"
11144	0	"m_master_of_artifice"	"CND_NOT_HAS_AGENT"	"ninja"
11151	0	"m_master_of_artifice"	"GEN_TARGET_NONE"	nil
11161	0	"m_master_of_artifice"	"VAR_OBJECTIVE_AGENT"	"ninja"
11164	0	"m_servant_of_heaven"	"VAR_CHANCE"	"5"
11170	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_MIN"	"2"
11177	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_MAX"	"6"
11187	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11190	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11200	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11204	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11209	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11211	0	"m_servant_of_heaven"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11221	0	"m_servant_of_heaven"	"CND_CAMPAIGN"	"jap_shogun"
11222	0	"m_servant_of_heaven"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"20"
11228	0	"m_servant_of_heaven"	"CND_NOT_HAS_AGENT"	"missionary"
11234	0	"m_servant_of_heaven"	"GEN_TARGET_NONE"	nil
11240	0	"m_servant_of_heaven"	"VAR_OBJECTIVE_AGENT"	"missionary"
11245	0	"m_preying_weak"	"VAR_CHANCE"	"5"
11255	0	"m_preying_weak"	"VAR_MISSION_LENGTH_MIN"	"2"
11256	0	"m_preying_weak"	"VAR_MISSION_LENGTH_MAX"	"6"
11262	0	"m_preying_weak"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"1"
11265	0	"m_preying_weak"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11273	0	"m_preying_weak"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11278	0	"m_preying_weak"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11284	0	"m_preying_weak"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11291	0	"m_preying_weak"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11295	0	"m_preying_weak"	"CND_CAMPAIGN"	"jap_shogun"
11296	0	"m_preying_weak"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"16"
11297	0	"m_preying_weak"	"GEN_TARGET_REGION"	nil
11303	0	"m_preying_weak"	"GEN_CND_WAR"	nil
11306	0	"m_preying_weak"	"GEN_CND_MAX_SETTLEMENT_UNITS"	"3"
11313	0	"m_preying_weak"	"GEN_CND_NOT_ARMY_IN_REGION"	nil
11322	0	"m_preying_weak"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
11326	0	"m_agrarian_matters"	"VAR_CHANCE"	"5"
11327	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_MIN"	"2"
11329	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_MAX"	"6"
11339	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11348	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11354	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11356	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11357	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11364	0	"m_agrarian_matters"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11372	0	"m_agrarian_matters"	"CND_CAMPAIGN"	"jap_shogun"
11379	0	"m_agrarian_matters"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"12"
11389	0	"m_agrarian_matters"	"GEN_TARGET_REGION"	nil
11390	0	"m_agrarian_matters"	"GEN_CND_REGION_BUILDING_CHAIN_AVAILABLE"	"SHO_Farming"
11394	0	"m_agrarian_matters"	"CND_CONSTRUCTING_NOT_BUILDING_CHAIN"	"SHO_Farming"
11395	0	"m_constant_foe"	"VAR_CHANCE"	"5"
11404	0	"m_constant_foe"	"VAR_MISSION_LENGTH_MIN"	"2"
11405	0	"m_constant_foe"	"VAR_MISSION_LENGTH_MAX"	"6"
11414	0	"m_constant_foe"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11416	0	"m_constant_foe"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11422	0	"m_constant_foe"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11432	0	"m_constant_foe"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11436	0	"m_constant_foe"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11444	0	"m_constant_foe"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11453	0	"m_constant_foe"	"CND_CAMPAIGN"	"jap_shogun"
11454	0	"m_constant_foe"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"16"
11462	0	"m_constant_foe"	"GEN_TARGET_CHARACTER"	nil
11468	0	"m_constant_foe"	"GEN_CND_WAR"	nil
11471	0	"m_constant_foe"	"GEN_CND_MIN_PLAYER_BATTLES"	"2"
11481	0	"m_indomitable"	"VAR_CHANCE"	"5"
11485	0	"m_indomitable"	"VAR_MISSION_LENGTH_MIN"	"2"
11488	0	"m_indomitable"	"VAR_MISSION_LENGTH_MAX"	"6"
11496	0	"m_indomitable"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11503	0	"m_indomitable"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11506	0	"m_indomitable"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11508	0	"m_indomitable"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11518	0	"m_indomitable"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11528	0	"m_indomitable"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11529	0	"m_indomitable"	"CND_CAMPAIGN"	"jap_shogun"
11535	0	"m_indomitable"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"16"
11542	0	"m_indomitable"	"GEN_TARGET_CHARACTER"	nil
11548	0	"m_indomitable"	"GEN_CND_WAR"	nil
11554	0	"m_indomitable"	"GEN_CND_MIN_BATTLES_WON"	"4"
11564	0	"m_thirst_for_battle"	"VAR_CHANCE"	"5"
11565	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_MIN"	"2"
11567	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_MAX"	"6"
11573	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11575	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11584	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11592	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11600	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11604	0	"m_thirst_for_battle"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11608	0	"m_thirst_for_battle"	"CND_CAMPAIGN"	"jap_shogun"
11617	0	"m_thirst_for_battle"	"CND_MIN_FACTION_NEIGHBOUR_WAR"	"1"
11618	0	"m_thirst_for_battle"	"CND_ROUNDS_UNTIL_NEXT"	"16"
11619	0	"m_thirst_for_battle"	"GEN_TARGET_NONE"	nil
11624	0	"m_thirst_for_battle"	"CND_NOT_ARMY_IN_ENEMY_REGION"	nil
11630	0	"m_thirst_for_battle"	"CND_NOT_ENEMY_ARMY_IN_REGION"	nil
11637	0	"m_cultural_development"	"VAR_CHANCE"	"5"
11639	0	"m_cultural_development"	"VAR_MISSION_LENGTH_MIN"	"2"
11642	0	"m_cultural_development"	"VAR_MISSION_LENGTH_MAX"	"6"
11652	0	"m_cultural_development"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11662	0	"m_cultural_development"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11672	0	"m_cultural_development"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11679	0	"m_cultural_development"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11681	0	"m_cultural_development"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11687	0	"m_cultural_development"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11690	0	"m_cultural_development"	"CND_CAMPAIGN"	"jap_shogun"
11693	0	"m_cultural_development"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"16"
11701	0	"m_cultural_development"	"VAR_OBJECTIVE_TECH_CATEGORY"	"shogun_main_civil"
11711	0	"m_cultural_development"	"GEN_TARGET_NONE"	nil
11715	0	"m_cultural_development"	"CND_MAX_CIVIL_TECHNOLOGY_RATIO"	"30"
11719	0	"m_cultural_development"	"CND_NOT_RESEARCHING_TECHNOLOGY_CIVIL"	nil
11727	0	"m_cultural_development"	"CND_FIRST_ROUND"	"20"
11733	0	"m_way_of_the_warrior"	"VAR_CHANCE"	"5"
11742	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_MIN"	"2"
11746	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_MAX"	"6"
11748	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"0"
11751	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"4"
11756	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11764	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11767	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11769	0	"m_way_of_the_warrior"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11775	0	"m_way_of_the_warrior"	"CND_CAMPAIGN"	"jap_shogun"
11777	0	"m_way_of_the_warrior"	"CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT"	"16"
11783	0	"m_way_of_the_warrior"	"VAR_OBJECTIVE_TECH_CATEGORY"	"shogun_main_military"
11786	0	"m_way_of_the_warrior"	"GEN_TARGET_NONE"	nil
11790	0	"m_way_of_the_warrior"	"CND_MAX_MILITARY_TECHNOLOGY_RATIO"	"30"
11798	0	"m_way_of_the_warrior"	"CND_NOT_RESEARCHING_TECHNOLOGY_MILITARY"	nil
11802	0	"m_way_of_the_warrior"	"CND_FIRST_ROUND"	"20"
11805	0	"m_march_kyoto"	"VAR_CHANCE"	"6"
11810	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_MIN"	"3"
11819	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_MAX"	"6"
11821	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_ADDITIONAL_MIN"	"1"
11829	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_ADDITIONAL_MAX"	"7"
11832	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_MOD_EASY"	"1.5"
11837	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_MOD_NORMAL"	"1.2"
11839	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_MOD_HARD"	"1.0"
11841	0	"m_march_kyoto"	"VAR_MISSION_LENGTH_MOD_VERY_HARD"	"0.9"
11849	0	"m_march_kyoto"	"CND_CAMPAIGN"	"jap_shogun"
11859	0	"m_march_kyoto"	"CND_REALM_DIVIDE"	nil
11862	0	"m_march_kyoto"	"CND_UNIQUE"	nil
11872	0	"m_march_kyoto"	"GEN_TARGET_REGION"	nil
11882	0	"m_march_kyoto"	"GEN_CND_REGION"	"jap_yamashiro"
11890	0	"m_march_kyoto"	"CND_NOT_IS_SHOGUN"	nil
11891	0	"m_strengthen_borders"	"GEN_CND_MAX_UNITS_IN_REGION"	"4"
11894	0	"m_naval_obstruction"	"GEN_CND_NOT_OWNS"	nil
11899	0	"m_servant_of_heaven"	"CND_BUILDING_CHAIN"	"SHO_Christian"
11908	0	"m_advocate_of_enlightenment"	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
11909	0	"m_instrument_of_justice"	"CND_BUILDING_CHAIN"	"SHO_Economy"
11910	0	"m_master_of_artifice"	"CND_BUILDING_CHAIN"	"SHO_Stealth"
11912	0	"m_counterattack"	"VAR_OBJECTIVE_INVADING_ONLY"	nil
11921	0	"m_counterattack"	"VAR_OBJECTIVE_ARMIES_ONLY"	nil
11926	0	"m_united_we_stand"	"VAR_OBJECTIVE_ARMIES_ONLY"	nil
11930	0	"m_schism"	"VAR_OBJECTIVE_ARMIES_ONLY"	nil
11938	0	"m_offensive"	"VAR_OBJECTIVE_ARMIES_ONLY"	nil
11948	0	"m_turned_against_them"	"VAR_OBJECTIVE_ARMIES_ONLY"	nil
11956	0	"m_preventive_measures"	"VAR_OBJECTIVE_ARMIES_ONLY"	nil
11965	0	"m_thirst_for_battle"	"VAR_OBJECTIVE_REQUIRES_VICTORY"	nil
11973	0	"m_thirst_for_battle"	"CND_HAS_ARMY"	nil
11975	0	"m_thirst_for_battle"	"VAR_OBJECTIVE_ARMIES_ONLY"	nil
11996	0	"m_into_fold_christian"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12002	0	"m_into_fold_buddhist"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12009	0	"m_instruments_of_war"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12014	0	"m_eye_for_eye"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12023	0	"m_resource_management_goods"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12028	0	"m_resource_management_iron"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12035	0	"m_resource_management_stone"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12038	0	"m_resource_management_warhorses"	"GEN_CND_MAX_REGION_DISTANCE"	"5"
12045	0	"m_resource_management_wood"	"GEN_CND_MAX_REGION_DISTANCE"	"5"
12049	0	"m_supporting_endeavours"	"GEN_CND_MAX_REGION_DISTANCE"	"4"
12050	0	"m_cultural_development"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_epic_architecture"
12054	0	"m_way_of_the_warrior"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_military_core_shih"
12063	0	"m_stuff_of_legend_archery"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_bow_kyujutsu_mastery"
12074	0	"m_stuff_of_legend_yari"	"CND_TECHNOLOGY_RESEARCHED"	"shogun_military_spear_sojutsu_mastery"
