version 1, schema names_tables, guid 7d0cdbfd-a2c0-4027-9913-2e00d2f8dacc
Name_ID(string)	Unknown1(string)	Type(string)	Unknown2(string)	Unknown3(int)	Unknown4(boolean)	Unknown5(string)
"names_boshin"	"Miura"	"surname"	"b"	1	false	"2147320789"
"names_boshin"	"Miyoshi"	"surname"	"b"	1	false	"2147320795"
"names_boshin"	"Mochiaki"	"forename"	"m"	1	false	"2147330517"
"names_boshin"	"Mochimasa"	"forename"	"m"	1	false	"2147321770"
"names_boshin"	"Mochinaga"	"forename"	"m"	1	false	"2147330533"
"names_boshin"	"Mochinori"	"forename"	"m"	1	false	"2147330539"
"names_boshin"	"Mochitsugu"	"forename"	"m"	1	false	"2147330545"
"names_boshin"	"Mochizuru"	"forename"	"m"	1	false	"2147330551"
"names_boshin"	"Mogami"	"surname"	"b"	1	false	"2147320799"
"names_boshin"	"Mori"	"surname"	"b"	0	false	"2147320803"
"names_boshin"	"Morihisa"	"forename"	"m"	1	false	"2147330560"
"names_boshin"	"Morinori"	"forename"	"m"	1	false	"2147330561"
"names_boshin"	"Motonori"	"forename"	"m"	1	false	"2147330571"
"names_boshin"	"Motoyama"	"surname"	"b"	1	false	"2147320808"
"names_boshin"	"Muneakira"	"forename"	"m"	1	false	"2147321308"
"names_boshin"	"Munefusa"	"forename"	"m"	1	false	"2147321311"
"names_boshin"	"Munehide"	"forename"	"m"	1	false	"2147330578"
"names_boshin"	"Munemasa"	"forename"	"m"	1	false	"2147321777"
"names_boshin"	"Munemura"	"forename"	"m"	1	false	"2147321315"
"names_boshin"	"Munenori"	"forename"	"m"	1	false	"2147321780"
"names_boshin"	"Muneshige"	"forename"	"m"	1	false	"2147321785"
"names_boshin"	"Munetada"	"forename"	"m"	1	false	"2147321791"
"names_boshin"	"Munetaka"	"forename"	"m"	1	false	"2147321317"
"names_boshin"	"Munetake"	"forename"	"m"	1	false	"2147330587"
"names_boshin"	"Murakami"	"surname"	"b"	1	false	"2147320811"
"names_boshin"	"Nabeshima"	"surname"	"b"	1	false	"2147320818"
"names_boshin"	"Nagahiro"	"forename"	"m"	1	false	"2147330595"
"names_boshin"	"Nagai"	"surname"	"b"	1	false	"2147320825"
"names_boshin"	"Nagamichi"	"forename"	"m"	1	false	"2147330598"
"names_boshin"	"Nagano"	"surname"	"b"	1	false	"2147320830"
"names_boshin"	"Nagatoko"	"forename"	"m"	1	false	"2147330606"
"names_boshin"	"Nagatomo"	"forename"	"m"	1	false	"2147330607"
"names_boshin"	"Naito"	"surname"	"b"	1	false	"2147320840"
"names_boshin"	"Nakagawa"	"surname"	"b"	1	false	"2147320844"
"names_boshin"	"Nanbu"	"surname"	"b"	1	false	"2147320849"
"names_boshin"	"Naoe"	"surname"	"b"	1	false	"2147320852"
"names_boshin"	"Naoko"	"forename"	"f"	1	false	"2147322147"
"names_boshin"	"Naonori"	"forename"	"m"	1	false	"2147330615"
"names_boshin"	"Naotaka"	"forename"	"m"	1	false	"2147330624"
"names_boshin"	"Narayama"	"surname"	"b"	1	false	"2147330627"
"names_boshin"	"Narihiro"	"forename"	"m"	1	false	"2147330631"
"names_boshin"	"Narikuni"	"forename"	"m"	1	false	"2147321323"
"names_boshin"	"Narimasa"	"forename"	"m"	1	false	"2147321797"
"names_boshin"	"Narimori"	"forename"	"m"	1	false	"2147321805"
"names_boshin"	"Narimune"	"forename"	"m"	1	false	"2147321330"
"names_boshin"	"Narinao"	"forename"	"m"	1	false	"2147321335"
"names_boshin"	"Narinori"	"forename"	"m"	1	false	"2147330637"
"names_boshin"	"Narisada"	"forename"	"m"	1	false	"2147321815"
"names_boshin"	"Narishige"	"forename"	"m"	1	false	"2147321816"
"names_boshin"	"Naritatsu"	"forename"	"m"	1	false	"2147321336"
"names_boshin"	"Naritoshi"	"forename"	"m"	1	false	"2147321340"
"names_boshin"	"Nariyasu"	"forename"	"m"	1	false	"2147330647"
"names_boshin"	"Nariyoshi"	"forename"	"m"	1	false	"2147321817"
"names_boshin"	"Niiro"	"surname"	"b"	1	false	"2147320856"
"names_boshin"	"Nitta"	"surname"	"b"	1	false	"2147320860"
"names_boshin"	"Nobuaki"	"forename"	"m"	1	false	"2147321818"
"names_boshin"	"Nobuakira"	"forename"	"m"	1	false	"2147321347"
"names_boshin"	"Nobuharu"	"forename"	"m"	1	false	"2147321348"
"names_boshin"	"Nobuhira"	"forename"	"m"	1	false	"2147321355"
"names_boshin"	"Nobuhiro"	"forename"	"m"	1	false	"2147321828"
"names_boshin"	"Nobuhisa"	"forename"	"m"	1	false	"2147321833"
"names_boshin"	"Nobumasa"	"forename"	"m"	1	false	"2147321834"
"names_boshin"	"Nobunori"	"forename"	"m"	1	false	"2147321840"
"names_boshin"	"Nobuoki"	"forename"	"m"	1	false	"2147321364"
"names_boshin"	"Nobuyasu"	"forename"	"m"	1	false	"2147321374"
"names_boshin"	"Nobuyasy"	"forename"	"m"	1	false	"2147321375"
"names_boshin"	"Nobuyoshi"	"forename"	"m"	1	false	"2147321845"
"names_boshin"	"Nobuyuki"	"forename"	"m"	1	false	"2147321848"
"names_boshin"	"Noda"	"surname"	"b"	1	false	"2147320864"
"names_boshin"	"Norihiro"	"forename"	"m"	1	false	"2147330425"
"names_boshin"	"Norikata"	"forename"	"m"	1	false	"2147321853"
"names_boshin"	"Norisada"	"forename"	"m"	1	false	"2147321856"
"names_boshin"	"Nraimura"	"forename"	"m"	1	false	"2147321378"
"names_boshin"	"Obata"	"surname"	"b"	1	false	"2147320874"
"names_boshin"	"Ogasawara"	"surname"	"b"	1	false	"2147320878"
"names_boshin"	"Ogata"	"surname"	"b"	1	false	"2147320888"
"names_boshin"	"Ogigayatsu"	"surname"	"b"	1	false	"2147320897"
"names_boshin"	"Oki"	"surname"	"b"	1	false	"2147330967"
"names_boshin"	"Okubo"	"surname"	"b"	1	false	"2147320900"
"names_boshin"	"Okunomiya"	"surname"	"b"	1	false	"2147320901"
"names_boshin"	"Oninawa"	"surname"	"b"	1	false	"2147320911"
"names_boshin"	"Ota"	"surname"	"b"	1	false	"2147320916"
"names_boshin"	"Otomo"	"surname"	"b"	1	false	"2147320917"
"names_boshin"	"Ouchi"	"surname"	"b"	1	false	"2147320926"
"names_boshin"	"Owari"	"surname"	"b"	1	false	"2147320927"
"names_boshin"	"Rusu"	"surname"	"b"	1	false	"2147320935"
"names_boshin"	"Ryoma"	"forename"	"m"	1	false	"2147330651"
"names_boshin"	"Ryuzoji"	"surname"	"b"	1	false	"2147320941"
"names_boshin"	"Sadaaki"	"forename"	"m"	1	false	"2147330655"
"names_boshin"	"Sadakatsu"	"forename"	"m"	1	false	"2147321384"
"names_boshin"	"Sadayasu"	"forename"	"m"	1	false	"2147321862"
"names_boshin"	"Sado"	"forename"	"m"	1	false	"2147330662"
"names_boshin"	"Sagara"	"surname"	"b"	1	false	"2147320951"
"names_boshin"	"Saigo"	"surname"	"b"	1	false	"2147330667"
"names_boshin"	"Saito"	"surname"	"b"	1	false	"2147320960"
"names_boshin"	"Sakai"	"surname"	"b"	1	false	"2147320965"
"names_boshin"	"Sakakibara"	"surname"	"b"	1	false	"2147320972"
"names_boshin"	"Sakamoto"	"surname"	"b"	1	false	"2147330669"
"names_boshin"	"Saku"	"forename"	"f"	1	false	"2147322131"
"names_boshin"	"Sanada"	"surname"	"b"	1	false	"2147320976"
"names_boshin"	"Sannomiya"	"surname"	"b"	1	false	"2147320981"
"names_boshin"	"Sano"	"surname"	"b"	1	false	"2147330972"
"names_boshin"	"Sasaki"	"surname"	"b"	1	false	"2147320983"
"names_boshin"	"Satake"	"surname"	"b"	1	false	"2147320989"
"names_boshin"	"Satomi"	"surname"	"b"	1	false	"2147320997"
"names_boshin"	"Satomura"	"surname"	"b"	1	false	"2147321000"
"names_boshin"	"Senoue"	"surname"	"b"	1	false	"2147321009"
"names_boshin"	"Shibata"	"surname"	"b"	1	false	"2147321017"
"names_boshin"	"Shigekata"	"forename"	"m"	1	false	"2147321385"
"names_boshin"	"Shigemochi"	"forename"	"m"	1	false	"2147321871"
"names_boshin"	"Shigemura"	"forename"	"m"	1	false	"2147321386"
"names_boshin"	"Shigenao"	"forename"	"m"	1	false	"2147321390"
"names_boshin"	"Shigenobu"	"forename"	"m"	1	false	"2147321392"
"names_boshin"	"Shigesada"	"forename"	"m"	1	false	"2147321878"
"names_boshin"	"Shigeto"	"forename"	"m"	1	false	"2147330954"
"names_boshin"	"Shiji"	"surname"	"b"	1	false	"2147321027"
"names_boshin"	"Shimazu"	"surname"	"b"	0	false	"2147321029"
"names_boshin"	"Shimizu"	"surname"	"b"	1	false	"2147321034"
"names_boshin"	"Shinsaku"	"forename"	"m"	1	false	"2147330671"
"names_boshin"	"Shoni"	"surname"	"b"	1	false	"2147321035"
"names_boshin"	"Shonyo"	"surname"	"b"	1	false	"2147321043"
"names_boshin"	"So"	"surname"	"b"	1	false	"2147321045"
"names_boshin"	"Sogo"	"surname"	"b"	1	false	"2147321048"
"names_boshin"	"Soma"	"surname"	"b"	1	false	"2147321055"
"names_boshin"	"Suda"	"surname"	"b"	1	false	"2147321065"
"names_boshin"	"Sukemasa"	"forename"	"m"	1	false	"2147321882"
"names_boshin"	"Sukemoto"	"forename"	"m"	1	false	"2147330674"
"names_boshin"	"Suketada"	"forename"	"m"	1	false	"2147321884"
"names_boshin"	"Suketsugu"	"forename"	"m"	1	false	"2147321401"
"names_boshin"	"Sukeyoshi"	"forename"	"m"	1	false	"2147330678"
"names_boshin"	"Tadaaki"	"forename"	"m"	1	false	"2147321886"
"names_boshin"	"Tadaakira"	"forename"	"m"	1	false	"2147321402"
"names_boshin"	"Tadafusa"	"forename"	"m"	1	false	"2147321895"
"names_boshin"	"Tadakata"	"forename"	"m"	1	false	"2147330684"
"names_boshin"	"Tadakatsu"	"forename"	"m"	1	false	"2147321405"
"names_boshin"	"Tadakuni"	"forename"	"m"	1	false	"2147330691"
"names_boshin"	"Tadamochi"	"forename"	"m"	1	false	"2147321409"
"names_boshin"	"Tadamoto"	"forename"	"m"	1	false	"2147330697"
"names_boshin"	"Tadamune"	"forename"	"m"	1	false	"2147321412"
"names_boshin"	"Tadanaga"	"forename"	"m"	1	false	"2147330702"
"names_boshin"	"Tadanao"	"forename"	"m"	1	false	"2147321414"
"names_boshin"	"Tadanobu"	"forename"	"m"	1	false	"2147330707"
"names_boshin"	"Tadanori"	"forename"	"m"	1	false	"2147330711"
"names_boshin"	"Tadashige"	"forename"	"m"	1	false	"2147321904"
"names_boshin"	"Tadasono"	"forename"	"m"	1	false	"2147321424"
"names_boshin"	"Tadataka"	"forename"	"m"	1	false	"2147321430"
"names_boshin"	"Tadatomo"	"forename"	"m"	1	false	"2147321433"
"names_boshin"	"Tadatoshi"	"forename"	"m"	1	false	"2147321434"
"names_boshin"	"Tadatsune"	"forename"	"m"	1	false	"2147321436"
"names_boshin"	"Tadatsura"	"forename"	"m"	1	false	"2147321446"
"names_boshin"	"Tadauji"	"forename"	"m"	1	false	"2147330720"
"names_boshin"	"Tadayori"	"forename"	"m"	1	false	"2147321913"
"names_boshin"	"Tadayoshi"	"forename"	"m"	1	false	"2147321916"
"names_boshin"	"Tadayuki"	"forename"	"m"	1	false	"2147321454"
"names_boshin"	"Taigen"	"surname"	"b"	1	false	"2147321074"
"names_boshin"	"Takaaki"	"forename"	"m"	1	false	"2147321919"
"names_boshin"	"Takaatsu"	"forename"	"m"	1	false	"2147330761"
"names_boshin"	"Takachika"	"forename"	"m"	1	false	"2147321924"
"names_boshin"	"Takaharu"	"forename"	"m"	1	false	"2147321455"
"names_boshin"	"Takahiro"	"forename"	"m"	1	false	"2147330416"
"names_boshin"	"Takahisa"	"forename"	"m"	1	false	"2147321926"
"names_boshin"	"Takakiyo"	"forename"	"m"	1	false	"2147330771"
"names_boshin"	"Takako"	"forename"	"f"	1	false	"2147322128"
"names_boshin"	"Takamori"	"forename"	"m"	1	false	"2147330778"
"names_boshin"	"Takanaga"	"forename"	"m"	1	false	"2147321928"
"names_boshin"	"Takanashi"	"surname"	"b"	1	false	"2147321081"
"names_boshin"	"Takaoka"	"surname"	"b"	1	false	"2147321090"
"names_boshin"	"Takasato"	"forename"	"m"	1	false	"2147321458"
"names_boshin"	"Takasawa"	"forename"	"m"	1	false	"2147321467"
"names_boshin"	"Takasugi"	"surname"	"b"	1	false	"2147330782"
"names_boshin"	"Takato"	"forename"	"m"	1	false	"2147330969"
"names_boshin"	"Takatora"	"forename"	"m"	1	false	"2147321930"
"names_boshin"	"Takatoshi"	"forename"	"m"	1	false	"2147321935"
"names_boshin"	"Takatsugu"	"forename"	"m"	1	false	"2147321471"
"names_boshin"	"Takayuki"	"forename"	"m"	1	false	"2147330790"
"names_boshin"	"Takeda"	"surname"	"b"	1	false	"2147321096"
"names_boshin"	"Tamenobu"	"forename"	"m"	1	false	"2147321939"
"names_boshin"	"Tanegashima"	"surname"	"b"	1	false	"2147321100"
"names_boshin"	"Tani"	"surname"	"b"	1	false	"2147321103"
"names_boshin"	"Toda"	"surname"	"b"	1	false	"2147321112"
"names_boshin"	"Todo"	"surname"	"b"	1	false	"2147321116"
"names_boshin"	"Toki"	"surname"	"b"	1	false	"2147321125"
"names_boshin"	"Tokugawa"	"surname"	"b"	1	false	"2147321127"
"names_boshin"	"Torii"	"surname"	"b"	1	false	"2147321129"
"names_boshin"	"Toshiakira"	"forename"	"m"	1	false	"2147321481"
"names_boshin"	"Toshiatsu"	"forename"	"m"	1	false	"2147321491"
"names_boshin"	"Toshihisa"	"forename"	"m"	1	false	"2147321496"
"names_boshin"	"Toshikatsu"	"forename"	"m"	1	false	"2147321503"
"names_boshin"	"Toshimasa"	"forename"	"m"	1	false	"2147321942"
"names_boshin"	"Toshimi"	"forename"	"m"	1	false	"2147321513"
"names_boshin"	"Toshimichi"	"forename"	"m"	1	false	"2147321945"
"names_boshin"	"Toshinao"	"forename"	"m"	1	false	"2147321517"
"names_boshin"	"Toshinori"	"forename"	"m"	1	false	"2147321527"
"names_boshin"	"Toshisato"	"forename"	"m"	1	false	"2147321531"
"names_boshin"	"Toshitada"	"forename"	"m"	1	false	"2147321534"
"names_boshin"	"Toshitomo"	"forename"	"m"	1	false	"2147321536"
"names_boshin"	"Toshitsura"	"forename"	"m"	1	false	"2147321543"
"names_boshin"	"Toshiyuki"	"forename"	"m"	1	false	"2147330812"
"names_boshin"	"Toyonori"	"forename"	"m"	1	false	"2147330815"
"names_boshin"	"Toyoshige"	"forename"	"m"	1	false	"2147330943"
"names_boshin"	"Tsuchiya"	"surname"	"b"	1	false	"2147321137"
"names_boshin"	"Tsugaru"	"surname"	"b"	1	false	"2147321138"
"names_boshin"	"Tsuginosuke"	"surname"	"b"	1	false	"2147330819"
"names_boshin"	"Tsuguakira"	"forename"	"m"	1	false	"2147330429"
"names_boshin"	"Tsugumasa"	"forename"	"m"	1	false	"2147321544"
"names_boshin"	"Tsunakatsu"	"forename"	"m"	1	false	"2147321552"
"names_boshin"	"Tsunamasa"	"forename"	"m"	1	false	"2147321553"
"names_boshin"	"Tsunamune"	"forename"	"m"	1	false	"2147321562"
"names_boshin"	"Tsunamura"	"forename"	"m"	1	false	"2147321565"
"names_boshin"	"Tsunanori"	"forename"	"m"	1	false	"2147321572"
"names_boshin"	"Tsunashige"	"forename"	"m"	1	false	"2147321581"
"names_boshin"	"Tsunatoshi"	"forename"	"m"	1	false	"2147321587"
"names_boshin"	"Tsuneko"	"forename"	"f"	1	false	"2147330913"
"names_boshin"	"Tsunemoto"	"forename"	"m"	1	false	"2147330828"
"names_boshin"	"Tsunetaka"	"forename"	"m"	1	false	"2147330831"
"names_boshin"	"Tsunetami"	"forename"	"m"	1	false	"2147330976"
"names_boshin"	"Tsutsui"	"surname"	"b"	1	false	"2147321139"
"names_boshin"	"Uemura"	"surname"	"b"	1	false	"2147321143"
"names_boshin"	"Uesugi"	"surname"	"b"	1	false	"2147321150"
"names_boshin"	"Ujiakira"	"forename"	"m"	1	false	"2147321590"
"names_boshin"	"Ujiharu"	"forename"	"m"	1	false	"2147321946"
"names_boshin"	"Ujihiko"	"forename"	"m"	1	false	"2147321596"
"names_boshin"	"Ujihisa"	"forename"	"m"	1	false	"2147321954"
"names_boshin"	"Ujimori"	"forename"	"m"	1	false	"2147321600"
"names_boshin"	"Ujimune"	"forename"	"m"	1	false	"2147321963"
"names_boshin"	"Ujinobu"	"forename"	"m"	1	false	"2147321964"
"names_boshin"	"Ujisada"	"forename"	"m"	1	false	"2147321601"
"names_boshin"	"Ujitaka"	"forename"	"m"	1	false	"2147321610"
"names_boshin"	"Ujitomo"	"forename"	"m"	1	false	"2147321966"
"names_boshin"	"Ujiyoshi"	"forename"	"m"	1	false	"2147321968"
"names_boshin"	"Ujiyuki"	"forename"	"m"	1	false	"2147330838"
"names_boshin"	"Urakami"	"surname"	"b"	1	false	"2147321153"
"names_boshin"	"Utsunomiya"	"surname"	"b"	1	false	"2147321154"
"names_boshin"	"Wakisaka"	"surname"	"b"	1	false	"2147321157"
"names_boshin"	"Yamakawa"	"surname"	"b"	1	false	"2147330925"
"names_boshin"	"Yamana"	"surname"	"b"	1	false	"2147321166"
"names_boshin"	"Yamaoka"	"surname"	"b"	1	false	"2147321172"
"names_boshin"	"Yamauchi"	"surname"	"b"	0	false	"2147321178"
"names_boshin"	"Yanagisawa"	"surname"	"b"	1	false	"2147321187"
"names_boshin"	"Yasawa"	"surname"	"b"	1	false	"2147321196"
"names_boshin"	"Yashiro"	"surname"	"b"	1	false	"2147321199"
"names_boshin"	"Yasuaki"	"forename"	"m"	1	false	"2147330841"
"names_boshin"	"Yasuatsu"	"forename"	"m"	1	false	"2147321613"
"names_boshin"	"Yasuaya"	"forename"	"m"	1	false	"2147330843"
"names_boshin"	"Yasuchika"	"forename"	"m"	1	false	"2147321971"
"names_boshin"	"Yasuda"	"surname"	"b"	1	false	"2147321205"
"names_boshin"	"Yasuhide"	"forename"	"m"	1	false	"2147330852"
"names_boshin"	"Yasumichi"	"forename"	"m"	1	false	"2147321980"
"names_boshin"	"Yasumoto"	"forename"	"m"	1	false	"2147321990"
