version 1, schema warscape_animated_lod_tables
Random_Index(string)	Path(string)	Meters_to_x0020_Lod_transition(float)	Filename_x0020_WA_ID(string)
"-2047722597"	"unitmodels/rogers_rangers_LOD1.variant_weighted_mesh"	5	"rogers_rangers"
"-2041908653"	"RigidModels\\Buildings\\north_euro_house06b\\north_euro_house06b_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_house06b_piece01_destruct01"
"-2041439671"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece03_destruct02_anim.rigid_model_animation"	0	"fort_jamestown_piece03_destruct02"
"-2034947820"	"unitmodels\\pueblo_braves_lod2.variant_weighted_mesh"	10	"pueblo_braves"
"-2032357579"	"UnitModels\\Spain_Guardias_De_Infanteria_lod4.variant_weighted_mesh"	0	"spain_guardias_de_infanteria"
"-2028866637"	"RigidModels\\Buildings\\indian_warehouse01b\\indian_warehouse01b_piece01_destruct01_anim.rigid_model_animation"	0	"indian_warehouse01b_piece01_destruct01"
"-2027500992"	"unitmodels/ottoman_commodore_Lod1.variant_weighted_mesh"	5	"ottoman_commodore"
"-2018391154"	"UnitModels/Euro_Able_Seamen_LOD4.variant_weighted_mesh"	0	"euro_naval_gunner"
"-2016348000"	"RigidModels\\Buildings\\american_warehouse\\american_warehouse_piece01_destruct01_anim.rigid_model_animation"	0	"american_warehouse_piece01_destruct01"
"-2014987666"	"unitmodels/ottoman_commodore_Lod3.variant_weighted_mesh"	15	"ottoman_commodore"
"-2014575248"	"EngineModels\\ottoman_64_pound_gun_LOD4.animatable_rigid_model"	0	"field_cannon_64lb_ottoman"
"-2013451564"	"UnitModels/Episodic_American_Chief_Lod2.variant_weighted_mesh"	0	"Episodic_American_Chief"
"-2010986964"	"UnitModels\\Spain_Grenadiers_lod3.variant_weighted_mesh"	15	"spain_grenadiers"
"-2005044632"	"RigidModels\\Buildings\\east_euro_house06b\\east_euro_house06b_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_house06b_piece01_destruct01"
"-2002214464"	"RigidModels\\Buildings\\indian_large_fort_armoury02\\indian_large_fort_armoury02_piece01_destruct02_anim.rigid_model_animation"	0	"indian_large_fort_armoury02_piece01_destruct02"
"-1999044120"	"RigidModels\\Buildings\\west_euro_farmhouse\\west_euro_farmhouse_piece01_destruct02_anim.rigid_model_animation"	0	"west_euro_farmhouse_piece01_destruct02"
"-1998775028"	"RigidModels\\Buildings\\ottoman_large_fort_armoury01\\ottoman_large_fort_armoury01_piece01_destruct01_anim.rigid_model_animation"	0	"ottoman_large_fort_armoury01_piece01_destruct01"
"-1998170016"	"UnitModels/East_armed_citizenry_middle_east_lod3.variant_weighted_mesh"	15	"east_armed_citizenry_middle_east"
"-1997800820"	"RigidModels\\Buildings\\prop_town_plant_pot01\\prop_town_plant_pot01_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_plant_pot01_piece01_destruct01"
"-1993262418"	"UnitModels/episodic_musketman_LOD3.variant_weighted_mesh"	15	"episodic_musketman"
"-1991743713"	"RigidModels\\Buildings\\north_euro_house05b\\north_euro_house05b_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_house05b_piece01_destruct01"
"-1990367631"	"EngineModels\\Ottoman_howitzer_12lb_LOD4.animatable_rigid_model"	0	"Ott_howitzer_12lb"
"-1989259805"	"RigidModels\\Buildings\\prop_field_fallen_pine_tree03\\prop_field_fallen_pine_tree03_piece01_destruct01_anim.rigid_model_animation"	0	"prop_field_fallen_pine_tree03_piece01_destruct01"
"-1988999019"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece11_destruct02_anim.rigid_model_animation"	0	"fort_indian_piece11_destruct02"
"-1981148052"	"UnitModels/Euro_Able_Seamen_LOD2.variant_weighted_mesh"	10	"euro_naval_gunner"
"-1980723806"	"EngineModels/cannon_test_model.animatable_rigid_model"	30	"cannon"
"-1980580645"	"unitmodels/Prussia_Bosniaks_lod4.variant_weighted_mesh"	0	"prussia_bosniaks"
"-1979860006"	"RigidModels\\Buildings\\east_euro_hut04\\east_euro_hut04_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_hut04_piece01_destruct01"
"-1977921949"	"UnitModels/camel/camel_base_lod2.variant_weighted_mesh"	20	"camel_base"
"-1977549747"	"UnitModels/Campaign_euro_protestant_missionary_Lod2.variant_weighted_mesh"	0	"Campaign_euro_protestant_missionary"
"-1975553966"	"unitmodels/eastern_musician1_lod3.variant_weighted_mesh"	15	"eastern_musician1"
"-1964967295"	"unitmodels/Prussia_Freikorps_Lod2.variant_weighted_mesh"	10	"prussia_freikorps"
"-1963346201"	"RigidModels\\Buildings\\west_euro_house01b\\west_euro_house01b_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_house01b_piece01_destruct01"
"-1961342749"	"EngineModels/Ottoman_Field_Cannon_24lb_LOD2.animatable_rigid_model"	20	"Ott_Field_Cannon_24lb"
"-1959857386"	"UnitModels/Bashi_Bazouks_lod2.variant_weighted_mesh"	10	"Bashi_Bazouks"
"-1959694429"	"unitmodels\\horse\\na_horse_A_base_lod2.variant_weighted_mesh"	10	"na_horse_A"
"-1953771853"	"RigidModels\\Buildings\\prop_town_wooden_bench\\prop_town_wooden_bench_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_wooden_bench_piece01_destruct01"
"-1951985722"	"unitmodels\\plains_elite_lod4.variant_weighted_mesh"	0	"plains_elite"
"-1945589423"	"unitmodels/horse/horse_C_cavalry_lod1.variant_weighted_mesh"	10	"horse_C_heavy"
"-1938857856"	"UnitModels/episodic_musketman_LOD1.variant_weighted_mesh"	5	"episodic_musketman"
"-1937348698"	"RigidModels\\Buildings\\west_euro_rural03\\west_euro_rural03_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_rural03_piece01_destruct01"
"-1933433812"	"Unitmodels/norwegian_ski_troops_lod3.variant_weighted_mesh"	15	"norwegian_ski_troops"
"-1932280826"	"RigidModels\\Buildings\\prop_field_log_pile01\\prop_field_log_pile01_piece01_destruct01_anim.rigid_model_animation"	0	"prop_field_log_pile01_piece01_destruct01"
"-1931827080"	"RigidModels\\Buildings\\indian_warehouse01b\\indian_warehouse01b_piece01_destruct02_anim.rigid_model_animation"	0	"indian_warehouse01b_piece01_destruct02"
"-1926387729"	"RigidModels\\Buildings\\ottoman_townhall\\ottoman_townhall_piece03_destruct02_anim.rigid_model_animation"	0	"ottoman_townhall_piece03_destruct02"
"-1925398789"	"UnitModels\\Russia_Grenadiers_lod2.variant_weighted_mesh"	10	"russia_grenadiers"
"-1925126280"	"RigidModels\\Buildings\\ottoman_townhall\\ottoman_townhall_piece02_destruct01_anim.rigid_model_animation"	0	"ottoman_townhall_piece02_destruct01"
"-1924698751"	"UnitModels/Euro_Prussia_Jaeger_LOD2.variant_weighted_mesh"	10	"euro_prussia_jaeger"
"-1919030713"	"RigidModels/CampaignBuildings/Buildings/eu/eu_resource_plantation_sugar_lvl4.rigid_model_animation"	0	"eu_resource_plantation_sugar_lvl4"
"-1917941817"	"unitmodels/Rifle_Corp_Lod1.variant_weighted_mesh"	5	"eua_morgans_rifles"
"-1917324345"	"RigidModels\\Buildings\\west_euro_house03b\\west_euro_house03b_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_house03b_piece01_destruct01"
"-1915906150"	"RigidModels\\Buildings\\prop_town_stack_of_trunks\\prop_town_stack_of_trunks_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_stack_of_trunks_piece01_destruct01"
"-1908248049"	"unitmodels/R_R_N_Y_Lod1.variant_weighted_mesh"	5	"eua_kings_royal"
"-1907004238"	"RigidModels\\Buildings\\east_euro_house03\\east_euro_house03_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_house03_piece01_destruct01"
"-1905879218"	"UnitModels\\Spain_Grenadiers_lod1.variant_weighted_mesh"	5	"spain_grenadiers"
"-1905067401"	"RigidModels\\Buildings\\prop_town_ottoman_stall01\\prop_town_ottoman_stall01_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_ottoman_stall01_piece01_destruct01"
"-1902544275"	"unitmodels/horse/horse_A_cavalry_lod3.variant_weighted_mesh"	50	"horse_A_heavy"
"-1889242806"	"unitmodels\\Pueblo_Apache_Mescalero_Warriors_lod4.variant_weighted_mesh"	0	"pueblo_apache_mescalero_warriors"
"-1887385065"	"RigidModels\\Buildings\\jamestown_church\\jamestown_church_piece01_destruct01_anim.rigid_model_animation"	0	"jamestown_church_piece01_destruct01"
"-1884971419"	"RigidModels\\Buildings\\ottoman_large_fort_command_hq\\ottoman_large_fort_command_hq_piece01_destruct02_anim.rigid_model_animation"	0	"ottoman_large_fort_command_hq_piece01_destruct02"
"-1883542339"	"unitmodels/British_Horse_Guards_lod2.variant_weighted_mesh"	10	"british_horse_guards"
"-1882992404"	"EngineModels\\euro_carronade_LOD4.animatable_rigid_model"	0	"euro_carronade"
"-1879957995"	"RigidModels\\Buildings\\north_euro_clock_tower\\north_euro_clock_tower_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_clock_tower_piece01_destruct01"
"-1878538494"	"RigidModels\\Buildings\\prop_town_scaffolding\\prop_town_scaffolding_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_scaffolding_piece01_destruct01"
"-1877640037"	"RigidModels\\Buildings\\west_euro_hut05\\west_euro_hut05_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_hut05_piece01_destruct01"
"-1877588606"	"unitmodels/east_ethnic_peasants_fodder_lod3.variant_weighted_mesh"	15	"east_ethnic_peasants_fodder"
"-1876369150"	"RigidModels/CampaignBuildings/Buildings/IND/IND_town_ind_lvl3_weavers.rigid_model_animation"	0	"IND_town_ind_lvl3_weavers"
"-1876217067"	"unitmodels/campaign_ottoman_Colonel_Lod1.variant_weighted_mesh"	40	"Campaign_ottoman_colonel"
"-1868300075"	"RigidModels\\Buildings\\american_house02b\\american_house02b_piece01_destruct01_anim.rigid_model_animation"	0	"american_house02b_piece01_destruct01"
"-1867866469"	"RigidModels\\Buildings\\american_townhall\\american_townhall_piece01_destruct01_anim.rigid_model_animation"	0	"american_townhall_piece01_destruct01"
"-1865780528"	"RigidModels/CampaignBuildings/Buildings/OTT/Ott_resource_farm_lvl2_sheep.rigid_model_animation"	0	"Ott_resource_farm_lvl2_sheep"
"-1864866671"	"EngineModels/Field_Cannon_3lb_LOD4.animatable_rigid_model"	0	"Field_Cannon_3lb"
"-1864115125"	"RigidModels/CampaignBuildings/Buildings/na/NA_resource_sheepfarm_lvl01_blend.rigid_model_animation"	0	"NA_resource_ sheepfarm_lvl01_blend"
"-1860760773"	"RigidModels\\Buildings\\indian_farmhouse\\indian_farmhouse_piece01_destruct02_anim.rigid_model_animation"	0	"indian_farmhouse_piece01_destruct02"
"-1858859833"	"UnitModels/campaign_euro_gentleman_lod2.variant_weighted_mesh"	0	"campaign_euro_gentleman"
"-1856254431"	"unitmodels/campaign_ottoman_Colonel_Lod2.variant_weighted_mesh"	0	"Campaign_ottoman_colonel"
"-1855534954"	"RigidModels\\Naval\\Variant\\oar_L_anim_lower.rigid_model_animation"	0	"oar_L_anim_lower"
"-1854661403"	"unitmodels/Ottoman_Colonel_Lod2.variant_weighted_mesh"	10	"ottoman_colonel"
"-1854140705"	"RigidModels\\Buildings\\prop_town_market_stall02\\prop_town_market_stall02_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_market_stall02_piece01_destruct01"
"-1853467244"	"EngineModels\\Ottoman_mortar_8inch_LOD3.animatable_rigid_model"	30	"Ott_mortar_8inch"
"-1853320027"	"RigidModels\\Buildings\\american_house05b\\american_house05b_piece01_destruct01_anim.rigid_model_animation"	0	"american_house05b_piece01_destruct01"
"-1851811265"	"RigidModels\\Buildings\\west_euro_house07c\\west_euro_house07c_piece01_destruct01_anim.rigid_model_animation"	0	"west_euro_house07c_piece01_destruct01"
"-1844832516"	"RigidModels\\Buildings\\south_euro_house06\\south_euro_house06_piece01_destruct01_anim.rigid_model_animation"	0	"south_euro_house06_piece01_destruct01"
"-1840412895"	"unitmodels\\Iroquois_MedicineMan_Lod4.variant_weighted_mesh"	0	"iroquois_medicineman"
"-1840269062"	"RigidModels\\Buildings\\east_euro_house05\\east_euro_house05_piece01_destruct01_anim.rigid_model_animation"	0	"east_euro_house05_piece01_destruct01"
"-1839922275"	"unitmodels\\horse\\na_horse_D_base_lod4.variant_weighted_mesh"	0	"na_horse_D"
"-1832366892"	"Unitmodels/euro_elite_light_infantry_windbuchse_jaegers_lod3.variant_weighted_mesh"	15	"euro_elite_light_infantry_windbuchse_jaegers"
"-1831516928"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece04_destruct01_anim.rigid_model_animation"	0	"fort_indian_piece04_destruct01"
"-1826926554"	"unitmodels\\pueblo_medicineman_lod4.variant_weighted_mesh"	0	"pueblo_medicineman"
"-1825532358"	"RigidModels/CampaignBuildings/Buildings/ott/ott_resource_mining_silver_lvl2_blend.rigid_model_animation"	0	"ott_resource_mining_silver_lvl2_blend"
"-1822969890"	"EngineModels/Naval_Cannon_18lb_LOD1.animatable_rigid_model"	10	"Naval_Cannon_18lb"
"-1821458700"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece05_destruct01_anim.rigid_model_animation"	0	"fort_jamestown_piece05_destruct01"
"-1820171246"	"unitmodels/horse/horse_C_cavalry_lod3.variant_weighted_mesh"	50	"horse_C_heavy"
"-1819383456"	"enginemodels/destruction/ottoman_howitzer_destruction_24lb.rigid_model_animation"	0	"ott_howitzer_24lb_destruction"
"-1819337776"	"unitmodels/Netherlands_Garde_de_Corps_lod1.variant_weighted_mesh"	5	"netherlands_garde_de_corps"
"-1819076689"	"RigidModels\\Buildings\\prop_field_fallen_oak_log03\\prop_field_fallen_oak_log03_piece01_destruct01_anim.rigid_model_animation"	0	"prop_field_fallen_oak_log03_piece01_destruct01"
"-1815133687"	"unitmodels\\Plains_Blackfoot_Blood_Warriors_Lod4.variant_weighted_mesh"	0	"plains_blackfoot_blood_warriors"
"-1814259444"	"UnitModels\\east_guard_cavalry_ahadis_lod4.variant_weighted_mesh"	0	"east_guard_cavalry_ahadis"
"-1811295465"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece05_destruct02_anim.rigid_model_animation"	0	"fort_indian_piece05_destruct02"
"-1807778883"	"UnitModels/barbary_pirates_lod3.variant_weighted_mesh"	15	"barbary_pirates"
"-1805947566"	"unitmodels/Netherlands_Blue_Guards_Lod3.variant_weighted_mesh"	15	"netherlands_blue_guards"
"-1795875408"	"UnitModels/Euro_Pirate_LOD2.variant_weighted_mesh"	10	"euro_pirate"
"-1792380597"	"unitmodels\\Campaign_Native_American_Scout_Lod2.variant_weighted_mesh"	0	"campaign_native_american_scout"
"-1791007941"	"RigidModels\\Buildings\\euro_stone_armoury02\\euro_stone_armoury02_piece01_destruct01_anim.rigid_model_animation"	0	"euro_stone_armoury02_piece01_destruct01"
"-1790405387"	"unitmodels/ottoman_admiral_lod2.variant_weighted_mesh"	10	"ottoman_admiral"
"-1788982289"	"UnitModels/croatian_grenzers_lod4.variant_weighted_mesh"	0	"croatian_grenzers"
"-1786906520"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece03_destruct01_anim.rigid_model_animation"	0	"fort_jamestown_piece03_destruct01"
"-1786160509"	"unitmodels\\Cherokee_Atakapa_Elite_Warriors_Lod2.variant_weighted_mesh"	10	"cherokee_atakapa_elite_warriors"
"-1785828360"	"unitmodels/France_Swiss_Guards_Lod1.variant_weighted_mesh"	5	"france_swiss_guards"
"-1785694192"	"RigidModels\\Buildings\\ottoman_warehouse04\\ottoman_warehouse04_piece03_destruct01_anim.rigid_model_animation"	0	"ottoman_warehouse04_piece03_destruct01"
"-1770521570"	"RigidModels\\Buildings\\fort_star\\fort_star_piece07_destruct02_anim.rigid_model_animation"	0	"fort_star_piece07_destruct02"
"-1766688519"	"RigidModels/CampaignBuildings/Buildings/IND/IND_resource_farm_lvl3_sheep.rigid_model_animation"	0	"IND_resource_farm_lvl3_sheep"
"-1765675199"	"unitmodels/33rd_Foot_Lod3.variant_weighted_mesh"	15	"eua_33rd_foot"
"-1762931234"	"unitmodels\\cherokee_archer_lod1.variant_weighted_mesh"	5	"cherokee_archer"
"-1760282114"	"RigidModels\\Buildings\\indian_church\\indian_church_piece01_destruct01_anim.rigid_model_animation"	0	"indian_church_piece01_destruct01"
"-1754428862"	"unitmodels\\Huron_MedicineMan_Lod1.variant_weighted_mesh"	5	"huron_medicineman"
"-1752482008"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece01_destruct01_gate_closed_destruct_anim.rigid_model_animation"	0	"fort_indian_piece01_destruct01_gate_closed_destruct"
"-1751774909"	"enginemodels/ancient_field_cannon_9lb_LOD1.animatable_rigid_model"	10	"ancient_field_cannon_9lb"
"-1748230720"	"RigidModels\\Buildings\\american_ruin01\\american_ruin01_piece01_destruct01_anim.rigid_model_animation"	0	"american_ruin01_piece01_destruct01"
"-1743265032"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_farm_lvl3_wheat.rigid_model_animation"	0	"EU_resource_farm_lvl3_wheat"
"-1743035589"	"RigidModels\\Buildings\\north_euro_rural04\\north_euro_rural04_piece01_destruct01_anim.rigid_model_animation"	0	"north_euro_rural04_piece01_destruct01"
"-1742473617"	"unitmodels/France_Swiss_Guards_Lod4.variant_weighted_mesh"	0	"france_swiss_guards"
"-1741806369"	"UnitModels/episodic_armoured_lod4.variant_weighted_mesh"	0	"episodic_armoured"
"-1740823744"	"RigidModels\\Buildings\\american_townhall\\american_townhall_piece01_destruct02_anim.rigid_model_animation"	0	"american_townhall_piece01_destruct02"
"-1739976332"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece03_destruct01_anim.rigid_model_animation"	0	"fort_indian_small_piece03_destruct01"
"-1738425047"	"enginemodels/ancient_field_cannon_9lb_LOD3.animatable_rigid_model"	30	"ancient_field_cannon_9lb"
"-1734858948"	"unitmodels/Euro_officer2_lod1.variant_weighted_mesh"	5	"euro_officer2"
"-1733763329"	"Unitmodels/euro_elite_light_infantry_windbuchse_jaegers_lod2.variant_weighted_mesh"	10	"euro_elite_light_infantry_windbuchse_jaegers"
"-1733528512"	"unitmodels/33rd_Foot_Lod2.variant_weighted_mesh"	10	"eua_33rd_foot"
"-1731694079"	"RigidModels\\Buildings\\native_longhouse01\\native_longhouse01_piece01_destruct01_anim.rigid_model_animation"	0	"native_longhouse01_piece01_destruct01"
"-1728377277"	"RigidModels\\Buildings\\euro_stone_barracks\\euro_stone_barracks_piece01_destruct02_anim.rigid_model_animation"	0	"euro_stone_barracks_piece01_destruct02"
"-1712973265"	"UnitModels/Horse/horse_C_base_lod1.variant_weighted_mesh"	10	"horse_C_default"
"-1710390371"	"unitmodels/eastern_officer2_lod4.variant_weighted_mesh"	0	"eastern_officer2"
"-1708508414"	"UnitModels/campaign_indian_brahmin_lod1.variant_weighted_mesh"	40	"campaign_indian_brahmin"
"-1705540583"	"UnitModels/croatian_grenzers_lod2.variant_weighted_mesh"	10	"croatian_grenzers"
"-1702719289"	"unitmodels/horse/horse_E_eastern_lod2.variant_weighted_mesh"	20	"horse_E_eastern"
"-1701889959"	"unitmodels/horse/horse_C_artillery_lod1.variant_weighted_mesh"	10	"horse_C_artillery"
"-1699691078"	"UnitModels\\ottoman_nizam_y_cedid_rifles_lod4.variant_weighted_mesh"	0	"ottoman_nizam_y_cedid_rifles"
"-1699003292"	"RigidModels\\Buildings\\european_warehouse01\\european_warehouse01_piece02_destruct02_anim.rigid_model_animation"	0	"european_warehouse01_piece02_destruct02"
"-1697096042"	"RigidModels\\Buildings\\fort_town\\fort_town_piece01_destruct02_anim.rigid_model_animation"	0	"fort_town_piece01_destruct02"
"-1696467038"	"unitmodels/horse/horse_F_cavalry_lod3.variant_weighted_mesh"	50	"horse_F_heavy"
"-1692445694"	"RigidModels\\Buildings\\fort_town\\fort_town_piece07_destruct01_gate_closing_anim.rigid_model_animation"	0	"fort_town_piece07_destruct01_gate_closing"
"-1690587827"	"RigidModels\\Buildings\\american_house03\\american_house03_piece01_destruct01_anim.rigid_model_animation"	0	"american_house03_piece01_destruct01"
"-1684484567"	"RigidModels/CampaignPieces/campaign_ship_euro1a.animatable_rigid_model"	0	"campaign_ship_euro"
"-1683851084"	"RigidModels\\Naval\\Variant\\oar_R_anim_lower.rigid_model_animation"	0	"oar_R_anim_lower"
"-1679718209"	"RigidModels\\Buildings\\american_monument\\american_monument_piece01_destruct01_anim.rigid_model_animation"	0	"american_monument_piece01_destruct01"
"-1670383413"	"UnitModels/Euro_Pirate_LOD1.variant_weighted_mesh"	5	"euro_pirate"
"-1670316398"	"unitmodels\\pueblo_mounted_braves_lod4.variant_weighted_mesh"	0	"pueblo_mounted_braves"
"-1668251992"	"unitmodels/Prussia_2nd_Hussars_lod1.variant_weighted_mesh"	5	"prussia_2nd_hussars"
"-1662092978"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_farm_lvl1_wheat.rigid_model_animation"	0	"EU_resource_farm_lvl1_wheat"
"-1657789010"	"UnitModels/Euro_Prussia_Jaeger_LOD3.variant_weighted_mesh"	15	"euro_prussia_jaeger"
"-1655859841"	"UnitModels/Horse/horse_F_base_lod1.variant_weighted_mesh"	10	"horse_F_default"
"-1654806595"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_farm_lvl2_wheat.rigid_model_animation"	0	"EU_resource_farm_lvl2_wheat"
"-1649884202"	"RigidModels\\Buildings\\prop_town_urn02\\prop_town_urn02_piece01_destruct01_anim.rigid_model_animation"	0	"prop_town_urn02_piece01_destruct01"
"-1649361127"	"RigidModels\\Buildings\\indian_house05\\indian_house05_piece01_destruct01_anim.rigid_model_animation"	0	"indian_house05_piece01_destruct01"
"-1644287946"	"UnitModels/Horse/horse_F_base_lod3.variant_weighted_mesh"	50	"horse_F_default"
"-1642371168"	"unitmodels/East_indian_colonel_lod2.variant_weighted_mesh"	10	"east_indian_colonel"
"-1640523892"	"unitmodels/East_war_Elephant_Musketry_Howdah_lod1.variant_weighted_mesh"	5	"east_war_elephant_musketry_howdah"
"-1636803312"	"RigidModels\\Buildings\\native_house10\\native_house10_piece01_destruct01_anim.rigid_model_animation"	0	"native_house10_piece01_destruct01"
"-1631262296"	"UnitModels\\east_zamindari_lod2.variant_weighted_mesh"	10	"east_zamindari"
"-1631058337"	"RigidModels\\Naval\\Variant\\oar_R_anim_raise.rigid_model_animation"	0	"oar_R_anim_raise"
"-1628698369"	"UnitModels\\Prussia_Leib_Grenadiers_Lod2.variant_weighted_mesh"	10	"prussia_leib_grenadiers"
