version 1, schema battle_type_unit_to_faction_presets_tables
unknown1(string)	unknown2(int)	Unit_IDRef(string)	unknown3(int)
"1812"	451	"east_camel_gunners_zamburaks"	0
"1813"	451	"east_ethnic_hillmen_musketeers_afghan"	1
"1814"	451	"east_ethnic_hillmen_musketeers_afghan"	1
"1815"	451	"east_ethnic_hillmen_musketeers_jezail"	0
"1816"	451	"east_ethnic_hillmen_musketeers_jezail"	0
"1817"	451	"east_ethnic_musketmen_mughal_musketeers"	0
"1818"	451	"east_ethnic_musketmen_mughal_musketeers"	0
"1819"	451	"east_ethnic_musketmen_mughal_musketeers"	0
"1820"	451	"east_ethnic_musketmen_jazayerchi"	0
"1821"	451	"east_ethnic_musketmen_jazayerchi"	0
"1822"	451	"east_ethnic_musketmen_jazayerchi"	0
"1823"	452	"indian_generals_bodyguard"	0
"1824"	452	"4_inch_mortar_indian"	0
"1825"	452	"12_lber_land_cannon_indian"	0
"1826"	452	"east_missile_cavalry_zamindari"	0
"1827"	452	"east_missile_cavalry_zamindari"	0
"1828"	452	"east_light_cavalry_qizilbashi"	0
"1829"	452	"east_lancers"	1
"1830"	452	"east_lancers"	1
"1831"	452	"east_ethnic_musketmen_hindu_musketeers"	0
"1832"	452	"east_ethnic_musketmen_hindu_musketeers"	0
"1833"	452	"east_ethnic_musketmen_hindu_musketeers"	0
"1834"	452	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1835"	452	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1836"	452	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1837"	453	"indian_generals_bodyguard"	0
"1838"	453	"4_inch_mortar_indian"	0
"1839"	453	"12_lber_land_cannon_indian"	0
"1840"	453	"12_lber_land_cannon_indian"	0
"1841"	453	"east_missile_cavalry_zamindari"	0
"1842"	453	"east_missile_cavalry_zamindari"	0
"1843"	453	"east_light_cavalry_qizilbashi"	0
"1844"	453	"east_light_cavalry_qizilbashi"	0
"1845"	453	"east_lancers"	0
"1846"	453	"east_lancers"	0
"1847"	453	"east_ethnic_musketmen_hindu_musketeers"	0
"1848"	453	"east_ethnic_musketmen_hindu_musketeers"	0
"1849"	453	"east_ethnic_musketmen_hindu_musketeers"	0
"1850"	453	"east_ethnic_musketmen_hindu_musketeers"	0
"1851"	453	"east_ethnic_warriors_dervishes"	0
"1852"	453	"east_ethnic_warriors_dervishes"	0
"1853"	453	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1854"	453	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1855"	453	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1856"	453	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1857"	454	"indian_generals_bodyguard"	1
"1858"	454	"8_inch_mortar_indian"	0
"1859"	454	"24_lber_land_cannon_indian"	0
"1860"	454	"east_heavy_cavalry_sowar"	0
"1861"	454	"east_heavy_cavalry_sowar"	0
"1862"	454	"east_light_cavalry_qizilbashi"	0
"1863"	454	"east_light_cavalry_qizilbashi"	0
"1864"	454	"east_war_elephant_musketry_howdah"	0
"1865"	454	"east_ethnic_musketmen_hindu_musketeers"	0
"1866"	454	"east_ethnic_musketmen_hindu_musketeers"	0
"1867"	454	"east_ethnic_musketmen_mughal_musketeers"	0
"1868"	454	"east_ethnic_musketmen_mughal_musketeers"	0
"1869"	454	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1870"	454	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1871"	455	"indian_generals_bodyguard"	1
"1872"	455	"8_inch_mortar_indian"	0
"1873"	455	"24_lber_land_cannon_indian"	0
"1874"	455	"24_lber_land_cannon_indian"	0
"1875"	455	"east_heavy_cavalry_sowar"	0
"1876"	455	"east_heavy_cavalry_sowar"	0
"1877"	455	"east_light_cavalry_qizilbashi"	0
"1878"	455	"east_light_cavalry_qizilbashi"	0
"1879"	455	"east_lancers"	1
"1880"	455	"east_lancers"	1
"1881"	455	"east_war_elephant_musketry_howdah"	0
"1882"	455	"east_ethnic_musketmen_hindu_musketeers"	0
"1883"	455	"east_ethnic_musketmen_hindu_musketeers"	0
"1884"	455	"east_ethnic_musketmen_hindu_musketeers"	0
"1885"	455	"east_ethnic_musketmen_mughal_musketeers"	0
"1886"	455	"east_ethnic_musketmen_mughal_musketeers"	0
"1887"	455	"east_ethnic_musketmen_mughal_musketeers"	0
"1888"	455	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1889"	455	"east_ethnic_swordsmen_islamic_swordsmen"	0
"1890"	455	"east_ethnic_swordsmen_islamic_swordsmen"	0
