version 1, schema building_units_allowed_tables
Building_IDRef(string)	Unit(string)	Experience(int)	Unknown4(boolean)
"minor_governors_encampment"	"east_ethnic_musketmen_tufekci"	0	false
"minor_royal_palace"	"east_ethnic_musketmen_tufekci"	0	false
"prest_france_arc_de_triomphe"	"east_ethnic_musketmen_tufekci"	2	false
"prest_maratha_ajinkyatara"	"east_ethnic_musketmen_tufekci"	2	false
"prest_poland_akademia"	"east_ethnic_musketmen_tufekci"	2	false
"prest_prussia_brandenburg_gate"	"east_ethnic_musketmen_tufekci"	2	false
"army_barracks"	"east_ethnic_swordsmen_caucasian"	0	false
"army_board"	"east_ethnic_swordsmen_caucasian"	0	false
"army_staff_college"	"east_ethnic_swordsmen_caucasian"	1	false
"drill_school"	"east_ethnic_swordsmen_caucasian"	0	false
"military_academy"	"east_ethnic_swordsmen_caucasian"	0	false
"minor_governors_barracks"	"east_ethnic_swordsmen_caucasian"	0	false
"minor_royal_palace"	"east_ethnic_swordsmen_caucasian"	0	false
"prest_france_arc_de_triomphe"	"east_ethnic_swordsmen_caucasian"	2	false
"prest_maratha_ajinkyatara"	"east_ethnic_swordsmen_caucasian"	2	false
"prest_poland_akademia"	"east_ethnic_swordsmen_caucasian"	2	false
"prest_prussia_brandenburg_gate"	"east_ethnic_swordsmen_caucasian"	2	false
"army_barracks"	"east_ethnic_swordsmen_khevsur"	0	false
"army_board"	"east_ethnic_swordsmen_khevsur"	0	false
"army_staff_college"	"east_ethnic_swordsmen_khevsur"	1	false
"drill_school"	"east_ethnic_swordsmen_khevsur"	0	false
"military_academy"	"east_ethnic_swordsmen_khevsur"	0	false
"minor_governors_barracks"	"east_ethnic_swordsmen_khevsur"	0	false
"minor_royal_palace"	"east_ethnic_swordsmen_khevsur"	0	false
"prest_france_arc_de_triomphe"	"east_ethnic_swordsmen_khevsur"	2	false
"prest_maratha_ajinkyatara"	"east_ethnic_swordsmen_khevsur"	2	false
"prest_poland_akademia"	"east_ethnic_swordsmen_khevsur"	2	false
"prest_prussia_brandenburg_gate"	"east_ethnic_swordsmen_khevsur"	2	false
"army_barracks"	"east_ethnic_swordsmen_kurdish"	0	false
"army_board"	"east_ethnic_swordsmen_kurdish"	0	false
"army_staff_college"	"east_ethnic_swordsmen_kurdish"	1	false
"drill_school"	"east_ethnic_swordsmen_kurdish"	0	false
"military_academy"	"east_ethnic_swordsmen_kurdish"	0	false
"minor_governors_barracks"	"east_ethnic_swordsmen_kurdish"	0	false
"minor_royal_palace"	"east_ethnic_swordsmen_kurdish"	0	false
"prest_france_arc_de_triomphe"	"east_ethnic_swordsmen_kurdish"	2	false
"prest_maratha_ajinkyatara"	"east_ethnic_swordsmen_kurdish"	2	false
"prest_poland_akademia"	"east_ethnic_swordsmen_kurdish"	2	false
"prest_prussia_brandenburg_gate"	"east_ethnic_swordsmen_kurdish"	2	false
"governors_mansion"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"governors_palace"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"governors_residence"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"imperial_palace"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"magistrate"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"minor_governors_barracks"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"minor_governors_encampment"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"minor_governors_mansion"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"minor_governors_palace"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"minor_governors_residence"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"minor_magistrate"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"minor_royal_palace"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_austria_hofburg"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_britain_somerset_house"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_france_palais_bourbon"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_maratha_shaniwarwada"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_russia_winter_palace"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_spain_palacio_real_de_madrid"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_sweden_slott"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"prest_usa_independence_hall"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"royal_palace"	"east_ethnic_warriors_barbary_pirates_with_grenades"	0	false
"army_staff_college"	"east_guard_cavalry_qurchi"	0	false
"prest_france_arc_de_triomphe"	"east_guard_cavalry_qurchi"	0	false
"prest_maratha_ajinkyatara"	"east_guard_cavalry_qurchi"	0	false
"prest_poland_akademia"	"east_guard_cavalry_qurchi"	0	false
"prest_prussia_brandenburg_gate"	"east_guard_cavalry_qurchi"	0	false
"army_staff_college"	"east_guard_cavalry_silahdar"	0	false
"prest_france_arc_de_triomphe"	"east_guard_cavalry_silahdar"	0	false
"prest_maratha_ajinkyatara"	"east_guard_cavalry_silahdar"	0	false
"prest_poland_akademia"	"east_guard_cavalry_silahdar"	0	false
"prest_prussia_brandenburg_gate"	"east_guard_cavalry_silahdar"	0	false
"army_board"	"east_heavy_cavalry_mirza"	0	false
"army_staff_college"	"east_heavy_cavalry_mirza"	0	false
"minor_royal_palace"	"east_heavy_cavalry_mirza"	0	false
"prest_france_arc_de_triomphe"	"east_heavy_cavalry_mirza"	0	false
"prest_maratha_ajinkyatara"	"east_heavy_cavalry_mirza"	0	false
"prest_poland_akademia"	"east_heavy_cavalry_mirza"	0	false
"prest_prussia_brandenburg_gate"	"east_heavy_cavalry_mirza"	0	false
"army_board"	"east_heavy_cavalry_savar"	0	false
"army_staff_college"	"east_heavy_cavalry_savar"	0	false
"prest_france_arc_de_triomphe"	"east_heavy_cavalry_savar"	0	false
"prest_maratha_ajinkyatara"	"east_heavy_cavalry_savar"	0	false
"prest_poland_akademia"	"east_heavy_cavalry_savar"	0	false
"prest_prussia_brandenburg_gate"	"east_heavy_cavalry_savar"	0	false
"army_board"	"east_heavy_cavalry_sowar"	0	false
"army_staff_college"	"east_heavy_cavalry_sowar"	0	false
"prest_france_arc_de_triomphe"	"east_heavy_cavalry_sowar"	0	false
"prest_maratha_ajinkyatara"	"east_heavy_cavalry_sowar"	0	false
"prest_poland_akademia"	"east_heavy_cavalry_sowar"	0	false
"prest_prussia_brandenburg_gate"	"east_heavy_cavalry_sowar"	0	false
"governors_mansion"	"east_irregular_cavalry_circassian"	0	false
"governors_palace"	"east_irregular_cavalry_circassian"	0	false
"imperial_palace"	"east_irregular_cavalry_circassian"	0	false
"minor_governors_barracks"	"east_irregular_cavalry_circassian"	0	false
"minor_governors_encampment"	"east_irregular_cavalry_circassian"	0	false
"minor_governors_mansion"	"east_irregular_cavalry_circassian"	0	false
"minor_governors_palace"	"east_irregular_cavalry_circassian"	0	false
"minor_royal_palace"	"east_irregular_cavalry_circassian"	0	false
"prest_austria_hofburg"	"east_irregular_cavalry_circassian"	0	false
"prest_britain_somerset_house"	"east_irregular_cavalry_circassian"	0	false
"prest_france_palais_bourbon"	"east_irregular_cavalry_circassian"	0	false
"prest_maratha_shaniwarwada"	"east_irregular_cavalry_circassian"	0	false
"prest_russia_winter_palace"	"east_irregular_cavalry_circassian"	0	false
"prest_spain_palacio_real_de_madrid"	"east_irregular_cavalry_circassian"	0	false
"prest_sweden_slott"	"east_irregular_cavalry_circassian"	0	false
"prest_usa_independence_hall"	"east_irregular_cavalry_circassian"	0	false
"royal_palace"	"east_irregular_cavalry_circassian"	0	false
"army_barracks"	"east_lancers_berber"	0	false
"army_board"	"east_lancers_berber"	0	false
"army_staff_college"	"east_lancers_berber"	1	false
"drill_school"	"east_lancers_berber"	0	false
"military_academy"	"east_lancers_berber"	0	false
"minor_governors_barracks"	"east_lancers_berber"	0	false
"minor_royal_palace"	"east_lancers_berber"	0	false
"prest_france_arc_de_triomphe"	"east_lancers_berber"	2	false
"prest_maratha_ajinkyatara"	"east_lancers_berber"	2	false
"prest_poland_akademia"	"east_lancers_berber"	2	false
"prest_prussia_brandenburg_gate"	"east_lancers_berber"	2	false
"army_barracks"	"east_lancers_deli"	0	false
"army_board"	"east_lancers_deli"	0	false
"army_staff_college"	"east_lancers_deli"	1	false
"drill_school"	"east_lancers_deli"	0	false
"military_academy"	"east_lancers_deli"	0	false
"minor_governors_barracks"	"east_lancers_deli"	0	false
"minor_royal_palace"	"east_lancers_deli"	0	false
"prest_france_arc_de_triomphe"	"east_lancers_deli"	2	false
"prest_maratha_ajinkyatara"	"east_lancers_deli"	2	false
"prest_poland_akademia"	"east_lancers_deli"	2	false
"prest_prussia_brandenburg_gate"	"east_lancers_deli"	2	false
"army_board"	"east_lancers_oglans"	0	false
"army_staff_college"	"east_lancers_oglans"	0	false
"drill_school"	"east_lancers_oglans"	0	false
"minor_governors_barracks"	"east_lancers_oglans"	0	false
"minor_royal_palace"	"east_lancers_oglans"	0	false
"military_academy"	"east_lancers_oglans"	0	false
"prest_france_arc_de_triomphe"	"east_lancers_oglans"	0	false
"prest_maratha_ajinkyatara"	"east_lancers_oglans"	0	false
"prest_poland_akademia"	"east_lancers_oglans"	0	false
"prest_prussia_brandenburg_gate"	"east_lancers_oglans"	0	false
"army_barracks"	"east_light_cavalry_berber"	0	false
"army_board"	"east_light_cavalry_berber"	0	false
"army_staff_college"	"east_light_cavalry_berber"	1	false
"drill_school"	"east_light_cavalry_berber"	0	false
"military_academy"	"east_light_cavalry_berber"	0	false
"minor_governors_barracks"	"east_light_cavalry_berber"	0	false
"minor_royal_palace"	"east_light_cavalry_berber"	0	false
"prest_france_arc_de_triomphe"	"east_light_cavalry_berber"	2	false
"prest_maratha_ajinkyatara"	"east_light_cavalry_berber"	2	false
"prest_poland_akademia"	"east_light_cavalry_berber"	2	false
"prest_prussia_brandenburg_gate"	"east_light_cavalry_berber"	2	false
"army_barracks"	"east_light_cavalry_jigits"	0	false
"army_board"	"east_light_cavalry_jigits"	0	false
"army_staff_college"	"east_light_cavalry_jigits"	0	false
"drill_school"	"east_light_cavalry_jigits"	0	false
"military_academy"	"east_light_cavalry_jigits"	0	false
"minor_governors_encampment"	"east_light_cavalry_jigits"	0	false
"minor_governors_barracks"	"east_light_cavalry_jigits"	0	false
"minor_royal_palace"	"east_light_cavalry_jigits"	0	false
"prest_france_arc_de_triomphe"	"east_light_cavalry_jigits"	0	false
"prest_maratha_ajinkyatara"	"east_light_cavalry_jigits"	0	false
"prest_poland_akademia"	"east_light_cavalry_jigits"	0	false
"prest_prussia_brandenburg_gate"	"east_light_cavalry_jigits"	0	false
"army_board"	"east_light_cavalry_nogai"	0	false
"army_staff_college"	"east_light_cavalry_nogai"	0	false
"military_academy"	"east_light_cavalry_nogai"	0	false
"minor_governors_barracks"	"east_light_cavalry_nogai"	0	false
"minor_royal_palace"	"east_light_cavalry_nogai"	0	false
"prest_france_arc_de_triomphe"	"east_light_cavalry_nogai"	0	false
"prest_maratha_ajinkyatara"	"east_light_cavalry_nogai"	0	false
"prest_poland_akademia"	"east_light_cavalry_nogai"	0	false
"prest_prussia_brandenburg_gate"	"east_light_cavalry_nogai"	0	false
"army_barracks"	"east_missile_cavalry_gholam"	0	false
"army_board"	"east_missile_cavalry_gholam"	0	false
"army_staff_college"	"east_missile_cavalry_gholam"	1	false
"drill_school"	"east_missile_cavalry_gholam"	0	false
"military_academy"	"east_missile_cavalry_gholam"	0	false
"minor_governors_barracks"	"east_missile_cavalry_gholam"	0	false
"minor_royal_palace"	"east_missile_cavalry_gholam"	0	false
"prest_france_arc_de_triomphe"	"east_missile_cavalry_gholam"	2	false
"prest_maratha_ajinkyatara"	"east_missile_cavalry_gholam"	2	false
"prest_poland_akademia"	"east_missile_cavalry_gholam"	2	false
"prest_prussia_brandenburg_gate"	"east_missile_cavalry_gholam"	2	false
"army_board"	"east_missile_cavalry_mirza"	0	false
"army_staff_college"	"east_missile_cavalry_mirza"	0	false
"minor_royal_palace"	"east_missile_cavalry_mirza"	0	false
"prest_france_arc_de_triomphe"	"east_missile_cavalry_mirza"	0	false
"prest_maratha_ajinkyatara"	"east_missile_cavalry_mirza"	0	false
"prest_poland_akademia"	"east_missile_cavalry_mirza"	0	false
"prest_prussia_brandenburg_gate"	"east_missile_cavalry_mirza"	0	false
"army_barracks"	"east_pikemen_gholam"	0	false
"army_board"	"east_pikemen_gholam"	1	false
"army_encampment"	"east_pikemen_gholam"	0	false
"army_staff_college"	"east_pikemen_gholam"	2	false
"drill_school"	"east_pikemen_gholam"	0	false
"military_academy"	"east_pikemen_gholam"	0	false
"minor_governors_barracks"	"east_pikemen_gholam"	0	false
"minor_governors_encampment"	"east_pikemen_gholam"	0	false
"minor_royal_palace"	"east_pikemen_gholam"	1	false
"prest_france_arc_de_triomphe"	"east_pikemen_gholam"	3	false
"prest_maratha_ajinkyatara"	"east_pikemen_gholam"	3	false
"prest_poland_akademia"	"east_pikemen_gholam"	3	false
"prest_prussia_brandenburg_gate"	"east_pikemen_gholam"	3	false
"army_barracks"	"east_pikemen_sadrosho"	0	false
"army_board"	"east_pikemen_sadrosho"	1	false
"army_encampment"	"east_pikemen_sadrosho"	0	false
"army_staff_college"	"east_pikemen_sadrosho"	2	false
"drill_school"	"east_pikemen_sadrosho"	0	false
"military_academy"	"east_pikemen_sadrosho"	0	false
"minor_governors_barracks"	"east_pikemen_sadrosho"	0	false
"minor_governors_encampment"	"east_pikemen_sadrosho"	0	false
"minor_royal_palace"	"east_pikemen_sadrosho"	1	false
"prest_france_arc_de_triomphe"	"east_pikemen_sadrosho"	3	false
"prest_maratha_ajinkyatara"	"east_pikemen_sadrosho"	3	false
"prest_poland_akademia"	"east_pikemen_sadrosho"	3	false
"prest_prussia_brandenburg_gate"	"east_pikemen_sadrosho"	3	false
"army_board"	"east_sikh_infantry_musketeers_nerfed"	0	false
"army_staff_college"	"east_sikh_infantry_musketeers_nerfed"	0	false
"drill_school"	"east_sikh_infantry_musketeers_nerfed"	0	false
"military_academy"	"east_sikh_infantry_musketeers_nerfed"	0	false
"prest_france_arc_de_triomphe"	"east_sikh_infantry_musketeers_nerfed"	0	false
"prest_maratha_ajinkyatara"	"east_sikh_infantry_musketeers_nerfed"	0	false
"prest_poland_akademia"	"east_sikh_infantry_musketeers_nerfed"	0	false
"prest_prussia_brandenburg_gate"	"east_sikh_infantry_musketeers_nerfed"	0	false
"army_barracks"	"euro_line_infantry_russia_suvorov"	0	false
"army_board"	"euro_line_infantry_russia_suvorov"	0	false
"army_staff_college"	"euro_line_infantry_russia_suvorov"	1	false
"drill_school"	"euro_line_infantry_russia_suvorov"	0	false
"military_academy"	"euro_line_infantry_russia_suvorov"	0	false
"minor_governors_barracks"	"euro_line_infantry_russia_suvorov"	0	false
"minor_royal_palace"	"euro_line_infantry_russia_suvorov"	0	false
"prest_france_arc_de_triomphe"	"euro_line_infantry_russia_suvorov"	2	false
"prest_maratha_ajinkyatara"	"euro_line_infantry_russia_suvorov"	2	false
"prest_poland_akademia"	"euro_line_infantry_russia_suvorov"	2	false
"prest_prussia_brandenburg_gate"	"euro_line_infantry_russia_suvorov"	2	false
"army_barracks"	"euro_line_infantry_russia_trained"	0	false
"army_board"	"euro_line_infantry_russia_trained"	0	false
"army_staff_college"	"euro_line_infantry_russia_trained"	1	false
"drill_school"	"euro_line_infantry_russia_trained"	0	false
"military_academy"	"euro_line_infantry_russia_trained"	0	false
"minor_governors_barracks"	"euro_line_infantry_russia_trained"	0	false
"minor_royal_palace"	"euro_line_infantry_russia_trained"	0	false
"prest_france_arc_de_triomphe"	"euro_line_infantry_russia_trained"	2	false
"prest_maratha_ajinkyatara"	"euro_line_infantry_russia_trained"	2	false
"prest_poland_akademia"	"euro_line_infantry_russia_trained"	2	false
"prest_prussia_brandenburg_gate"	"euro_line_infantry_russia_trained"	2	false
"commercial_basin"	"galleon_nerfed"	0	false
"commercial_port"	"galleon_nerfed"	0	false
"dockyard"	"galleon_nerfed"	0	false
"drydock"	"galleon_nerfed"	0	false
"naval_hospital"	"galleon_nerfed"	1	false
"steam_drydock"	"galleon_nerfed"	0	false
"trading_company"	"galleon_nerfed"	0	false
"governors_mansion"	"glekhebi"	0	false
"governors_palace"	"glekhebi"	0	false
"governors_residence"	"glekhebi"	0	false
"imperial_palace"	"glekhebi"	0	false
"magistrate"	"glekhebi"	0	false
"minor_governors_barracks"	"glekhebi"	0	false
"minor_governors_encampment"	"glekhebi"	0	false
"minor_governors_mansion"	"glekhebi"	0	false
"minor_governors_palace"	"glekhebi"	0	false
"minor_governors_residence"	"glekhebi"	0	false
"minor_magistrate"	"glekhebi"	0	false
"minor_royal_palace"	"glekhebi"	0	false
"prest_austria_hofburg"	"glekhebi"	0	false
"prest_britain_somerset_house"	"glekhebi"	0	false
"prest_france_palais_bourbon"	"glekhebi"	0	false
"prest_maratha_shaniwarwada"	"glekhebi"	0	false
"prest_russia_winter_palace"	"glekhebi"	0	false
"prest_spain_palacio_real_de_madrid"	"glekhebi"	0	false
"prest_sweden_slott"	"glekhebi"	0	false
"prest_usa_independence_hall"	"glekhebi"	0	false
"royal_palace"	"glekhebi"	0	false
"governors_mansion"	"gorodskiye_streltsy_musket"	0	false
"governors_palace"	"gorodskiye_streltsy_musket"	0	false
"governors_residence"	"gorodskiye_streltsy_musket"	0	false
"imperial_palace"	"gorodskiye_streltsy_musket"	0	false
"magistrate"	"gorodskiye_streltsy_musket"	0	false
"minor_governors_barracks"	"gorodskiye_streltsy_musket"	0	false
"minor_governors_encampment"	"gorodskiye_streltsy_musket"	0	false
"minor_governors_mansion"	"gorodskiye_streltsy_musket"	0	false
"minor_governors_palace"	"gorodskiye_streltsy_musket"	0	false
"minor_governors_residence"	"gorodskiye_streltsy_musket"	0	false
"minor_magistrate"	"gorodskiye_streltsy_musket"	0	false
"minor_royal_palace"	"gorodskiye_streltsy_musket"	0	false
"prest_austria_hofburg"	"gorodskiye_streltsy_musket"	0	false
"prest_britain_somerset_house"	"gorodskiye_streltsy_musket"	0	false
"prest_france_palais_bourbon"	"gorodskiye_streltsy_musket"	0	false
"prest_maratha_shaniwarwada"	"gorodskiye_streltsy_musket"	0	false
"prest_russia_winter_palace"	"gorodskiye_streltsy_musket"	0	false
"prest_spain_palacio_real_de_madrid"	"gorodskiye_streltsy_musket"	0	false
"prest_sweden_slott"	"gorodskiye_streltsy_musket"	0	false
"prest_usa_independence_hall"	"gorodskiye_streltsy_musket"	0	false
"royal_palace"	"gorodskiye_streltsy_musket"	0	false
"commercial_basin"	"grab"	0	false
"commercial_port"	"grab"	0	false
"drydock"	"grab"	0	false
"dockyard"	"grab"	0	false
"naval_hospital"	"grab"	1	false
"shipyard"	"grab"	0	false
"steam_drydock"	"grab"	0	false
"trading_company"	"grab"	0	false
"army_board"	"janissaries_anatolian"	0	false
"army_staff_college"	"janissaries_anatolian"	0	false
"military_academy"	"janissaries_anatolian"	0	false
"prest_france_arc_de_triomphe"	"janissaries_anatolian"	0	false
"prest_maratha_ajinkyatara"	"janissaries_anatolian"	0	false
"prest_poland_akademia"	"janissaries_anatolian"	0	false
"prest_prussia_brandenburg_gate"	"janissaries_anatolian"	0	false
"army_board"	"janissaries_anatolian_kupa"	0	false
"army_staff_college"	"janissaries_anatolian_kupa"	0	false
"military_academy"	"janissaries_anatolian_kupa"	0	false
"prest_france_arc_de_triomphe"	"janissaries_anatolian_kupa"	0	false
"prest_maratha_ajinkyatara"	"janissaries_anatolian_kupa"	0	false
"prest_poland_akademia"	"janissaries_anatolian_kupa"	0	false
"prest_prussia_brandenburg_gate"	"janissaries_anatolian_kupa"	0	false
"commercial_basin"	"light_gallivat"	0	false
"commercial_port"	"light_gallivat"	0	false
"dockyard"	"light_gallivat"	0	false
"drydock"	"light_gallivat"	1	false
"fishing_fleet"	"light_gallivat"	0	false
"local_fishery"	"light_gallivat"	0	false
"major_fishery"	"light_gallivat"	0	false
"naval_hospital"	"light_gallivat"	1	false
"shipyard"	"light_gallivat"	0	false
"steam_drydock"	"light_gallivat"	2	false
"trading_company"	"light_gallivat"	0	false
"trading_port"	"light_gallivat"	0	false
"army_barracks"	"mameluks_buffed"	0	false
"army_board"	"mameluks_buffed"	0	false
"army_staff_college"	"mameluks_buffed"	1	false
"drill_school"	"mameluks_buffed"	0	false
"military_academy"	"mameluks_buffed"	0	false
"minor_governors_barracks"	"mameluks_buffed"	0	false
"minor_royal_palace"	"mameluks_buffed"	0	false
