key	men	horse	guns	officer	musician	standard_bearer	soldier_model	man_entity	man_animations_table	equipment_theme	armour	armour_audio	man_health	mount_model	mount_entity	mount_animations_table	mount_armour	mount_health	articulated_entity	ammo_caisson_entity	ammo_caisson_model	artillery_model	siege_gun	gun_type	primary_missile_weapon	core_marksmanship	core_loading_skill	primary_missile_attack	firing_mechanism	default_missile_type	ammo	skeleton_missile	melee_weapon_type	melee_attack	charge_bonus	dismounted_melee_attack	dismounted_charge_bonus	melee_defense	shield_bonus	skeleton_melee	pistols	unit_drill_set	unit_training_level	morale	rank_depth	close_formation_spacing_horizontal	close_formation_spacing_vertical	loose_formation_spacing_horizontal	loose_formation_spacing_vertical	dismounted_close_formation_spacing_horizontal	dismounted_close_formation_spacing_vertical	loose_loose_formation_spacing_horizontal	loose_loose_formation_spacing_vertical	base_density	melee_bonus_vs_cavalry	grenades	skirmish	guard_mode	can_dismount	can_place_stakes	cannot_run	can_rally	hide_medium_woodland	hide_scrub	hide_long_grass	hide_buildings	can_stalk	can_snipe	does_fire_mounted_by_default	tree_spot_distance	scrub_spot_distance	long_grass_spot_distance	campmap_stealth	campmap_policing_bonus	disciplined	impetuous	scares_horses	fear_effect	inspire	fatigue_resistance	siege_ladders	heat_resistance	cold_resistance	can_do_formed_attack	pike_wall	pike_square	is_inmune_to_attrition	can_fire_mounted_whilst_moving	musician_2	ammo_caisson_destroyed_model	ammo_caisson_destruction	all_ranks_fire	guerrilla_deployment	audio_selected	audio_retreat	audio_engaged_in_battle	audio_idle	audio_enemy_approaching	audio_being_charged	audio_being_flanked	audio_wavering	can_climb_fast	can_fire_at_buildings	can_fire_at_ground	armour_piercing_missile_attack	armour_piercing_melee_attack	loose_formation	close_formation_spacing_variation	loose_formation_spacing_variation	dismounted_close_formation_spacing_variation	dismounted_loose_formation_spacing_variation	bulletproof
Boshin_Art_Armstrong_Guns	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1	shogun_horse_ronin	boshin_cavalry_heavy	shogun_mount_horse_katana	4	0	gun_train_2_horse	ammo_caisson_large	limber_model	armstrong_gun	true	boshin_armstrong_cannon		30	50	0	none		20	cannon_crew	sword	4	9	0	0	4	0	one_handed	0	drill_set_artillery	trained	4	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false		Ammo_Caisson_destructed	Ammo_Caisson_destruction	false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Armstrong_Guns_MP	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1	shogun_horse_ronin	boshin_cavalry_heavy	shogun_mount_horse_katana	4	0	gun_train_2_horse	ammo_caisson_large	limber_model	armstrong_gun	true	boshin_armstrong_cannon		30	50	0	none		20	cannon_crew	sword	4	9	0	0	4	0	one_handed	0	drill_set_artillery	trained	4	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false		Ammo_Caisson_destructed	Ammo_Caisson_destruction	false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Coastal_Guns_Large	32	0	8	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				0	0				breech_cannon_naval_medium	true	boshin_coastal_cannon_medium		5	5	0	none		20	cannon_crew	sword	2	5	0	0	1	0	one_handed	0	drill_set_artillery	trained	3	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Coastal_Guns_Medium	24	0	6	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				0	0				breech_cannon_naval_medium	true	boshin_coastal_cannon_medium		5	5	0	none		20	cannon_crew	sword	2	5	0	0	1	0	one_handed	0	drill_set_artillery	trained	3	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Coastal_Guns_Medium_MP	24	0	6	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				0	0				breech_cannon_naval_medium	true	boshin_coastal_cannon_medium		5	5	0	none		20	cannon_crew	sword	2	5	0	0	1	0	one_handed	0	drill_set_artillery	trained	3	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Coastal_Guns_Small	8	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				0	0				breech_cannon_naval_medium	true	boshin_coastal_cannon_medium_mp		5	5	0	none		20	cannon_crew	sword	2	5	0	0	1	0	one_handed	0	drill_set_artillery	trained	3	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Coastal_Guns_Small_MP	8	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				0	0				breech_cannon_naval_medium	true	boshin_coastal_cannon_medium_mp		5	5	0	none		20	cannon_crew	sword	2	5	0	0	1	0	one_handed	0	drill_set_artillery	trained	3	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Coastal_Guns__Large_MP	32	0	8	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				0	0				breech_cannon_naval_medium	true	boshin_coastal_cannon_medium_mp		5	5	0	none		20	cannon_crew	sword	2	5	0	0	1	0	one_handed	0	drill_set_artillery	trained	3	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Gatling_Guns	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1	shogun_horse_ronin	boshin_cavalry_heavy	shogun_mount_horse_katana	4	0	gun_train_2_horse	ammo_caisson_large	limber_model	gatling_gun	true	boshin_gatling_gun		20	75	0	none		500	cannon_crew	sword	4	9	0	0	4	0	one_handed	0	drill_set_artillery	trained	4	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false		Ammo_Caisson_destructed	Ammo_Caisson_destruction	false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Gatling_Guns_MP	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1	shogun_horse_ronin	boshin_cavalry_heavy	shogun_mount_horse_katana	4	0	gun_train_2_horse	ammo_caisson_large	limber_model	gatling_gun	true	boshin_gatling_gun		20	75	0	none		500	cannon_crew	sword	4	9	0	0	4	0	one_handed	0	drill_set_artillery	trained	4	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false		Ammo_Caisson_destructed	Ammo_Caisson_destruction	false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Parrot_Guns	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1	shogun_horse_ronin	boshin_cavalry_heavy	shogun_mount_horse_katana	4	0	gun_train_2_horse	ammo_caisson_large	limber_model	parrott_gun	true	boshin_parrott_cannon		25	25	0	none		20	cannon_crew	sword	4	9	0	0	4	0	one_handed	0	drill_set_artillery	trained	4	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false		Ammo_Caisson_destructed	Ammo_Caisson_destruction	false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Parrot_Guns_MP	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1	shogun_horse_ronin	boshin_cavalry_heavy	shogun_mount_horse_katana	4	0	gun_train_2_horse	ammo_caisson_large	limber_model	parrott_gun	true	boshin_parrott_cannon		25	25	0	none		20	cannon_crew	sword	4	9	0	0	4	0	one_handed	0	drill_set_artillery	trained	4	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false		Ammo_Caisson_destructed	Ammo_Caisson_destruction	false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Wooden_Cannons	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				4	0				wooden_cannon	true	boshin_wooden_cannon		10	10	0	none		8	cannon_crew	sword	2	4	0	0	2	0	one_handed	0	drill_set_artillery	trained	2	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Art_Wooden_Cannons_MP	40	0	4	officer_katana			euroline	boshin_infantry_medium	shogun_man_katana	shogun_katana	1	leather	1				4	0				wooden_cannon	true	boshin_wooden_cannon		10	10	0	none		8	cannon_crew	sword	2	4	0	0	2	0	one_handed	0	drill_set_artillery	trained	2	1	8.0000	12.0000	8.0000	12.0000	1.2000	2.0000	2.0000	3.0000	7.0000	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_European Cannons	Specials_Unit_Order_Retreat	Specials_inmelee	Specials_idle	Specials_enemy_approaching	Specials_charged	Specials_flanked	Specials_wavering	false	true	true	false	false	false	0.6000	1.2000	0.0000	0.0000	false
Boshin_Cav_Missile_Bow_Ki	80	80	0	officer_bow			euroline	shogun_inf_samurai	shogun_man_bow_katana	shogun_cavalry_yumi	4	leather	1	shogun_horse_samurai	shogun_horse_bow	shogun_mount_horse_katana	3	1					false		bow	50	35	0	none	shogun_arrow_rider	25	mounted_bow	sabre	5	10	5	5	2	0	mounted_slash	0	drill_set_cavalry	well_trained	10	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Boshin_Cav_Missile_Bow_Ki_MP	80	80	0	officer_bow			euroline	shogun_inf_samurai	shogun_man_bow_katana	shogun_cavalry_yumi	4	leather	1	shogun_horse_samurai	shogun_horse_bow	shogun_mount_horse_katana	3	1					false		bow	50	35	0	none	shogun_arrow_rider	25	mounted_bow	sabre	5	10	5	5	2	0	mounted_slash	0	drill_set_cavalry	well_trained	10	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Boshin_Cav_Missile_Carbine_Cavalry	80	80	0	officer_modern_carbine			euroline	boshin_infantry_medium	boshin_man_rifle_trained_sabre	boshin_spencer	2	leather	1	shogun_horse_ronin	boshin_cavalry_medium	shogun_mount_horse_katana	4	1					false		musket	30	75	0	none	boshin_carbine	40	mounted_bow	sabre	13	15	13	10	8	0	mounted_slash	0	drill_set_cavalry	well_trained	8	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.6000	0.8000	0.6000	1.2000	false
Boshin_Cav_Missile_Carbine_Cavalry_MP	80	80	0	officer_modern_carbine			euroline	boshin_infantry_medium	boshin_man_rifle_trained_sabre	boshin_spencer	2	leather	1	shogun_horse_ronin	boshin_cavalry_medium	shogun_mount_horse_katana	4	1					false		musket	30	75	0	none	boshin_carbine	40	mounted_bow	sabre	13	15	13	10	8	0	mounted_slash	0	drill_set_cavalry	well_trained	8	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.6000	0.8000	0.6000	1.2000	false
Boshin_Cav_Missile_Imperial_Guard_Cavalry	80	80	0	officer_modern_carbine			euroline	boshin_infantry_medium	boshin_man_rifle_trained_sabre	boshin_spencer	2	leather	1	shogun_horse_ronin	boshin_cavalry_medium	shogun_mount_horse_katana	6	1					false		musket	40	80	0	none	boshin_carbine	60	mounted_bow	sabre	15	20	15	10	10	0	mounted_slash	0	drill_set_cavalry	well_trained	12	4	2.0000	4.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	true	false	false	0	true	true	false	false	false	false	false	false	true	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.2500	0.8000	0.6000	1.2000	false
