version 1, schema names_forts_tables
Names_group_ID(string)	Fort_Name(string)	unknown3(string)
"names_english"	"Fort Paul"	"0"
"names_english"	"Fort Pepperrell"	"0"
"names_english"	"Fort Pitt"	"0"
"names_english"	"Fort Prince of Wales"	"0"
"names_english"	"Fort Providence"	"2087756334"
"names_english"	"Fort Purbrook"	"0"
"names_english"	"Fort Raleigh"	"338634269"
"names_english"	"Fort Rowner"	"0"
"names_english"	"Fort Royal"	"0"
"names_english"	"Fort Rupert"	"-1920948641"
"names_english"	"Fort Sheffield"	"0"
"names_english"	"Fort Smith"	"0"
"names_english"	"Fort Southwick"	"0"
"names_english"	"Fort St. George"	"0"
"names_english"	"Fort Townsend"	"0"
"names_english"	"Fort Trafalgar"	"2028638117"
"names_english"	"Fort Waldegrave"	"0"
"names_english"	"Fort Wallace"	"0"
"names_english"	"Fort Wallington"	"0"
"names_english"	"Fort Wellington"	"0"
"names_english"	"Fort Widley"	"0"
"names_english"	"Fort William"	"0"
"names_english"	"Fort York"	"-1610064896"
"names_french"	"Fort Bayonne"	"0"
"names_french"	"Fort Bellegarde"	"0"
"names_french"	"Fort Bergues"	"0"
"names_french"	"Fort Blaye"	"0"
"names_french"	"Fort Bouillon"	"0"
"names_french"	"Fort Boyard"	"0"
"names_french"	"Fort Cambrai"	"0"
"names_french"	"Fort Comars-les-Alpes"	"0"
"names_french"	"Fort Condé"	"1040233737"
"names_french"	"Fort Dauphine"	"231024732"
"names_french"	"Fort de Joux"	"0"
"names_french"	"Fort de la Corne"	"0"
"names_french"	"Fort de la Platte"	"0"
"names_french"	"Fort de la Trinité"	"0"
"names_french"	"Fort de Lévis"	"0"
"names_french"	"Fort d'Oleron"	"0"
"names_french"	"Fort Douaumont"	"0"
"names_french"	"Fort Espérance"	"0"
"names_french"	"Fort Gaspéreau"	"0"
"names_french"	"Fort La Reine"	"-655704019"
"names_french"	"Fort La Tour"	"0"
"names_french"	"Fort La Tourette"	"1195744171"
"names_french"	"Fort Le Jonquiere"	"0"
"names_french"	"Fort Le Pas"	"-1696291417"
"names_french"	"Fort Le Quesnoy"	"0"
"names_french"	"Fort Le Roi"	"-198429206"
"names_french"	"Fort le Vieux"	"0"
"names_french"	"Fort Louis"	"0"
"names_french"	"Fort Lupin"	"0"
"names_french"	"Fort Maurepas"	"0"
"names_french"	"Fort Mont Louis"	"0"
"names_french"	"Fort Montmédy"	"0"
"names_french"	"Fort Népigon"	"254059344"
"names_french"	"Fort Petrie"	"0"
"names_french"	"Fort Qu'Appelle"	"0"
"names_french"	"Fort Rouillé"	"213235235"
"names_french"	"Fort Sainte Anne"	"0"
"names_french"	"Fort Saint-Martin-de-Ré"	"0"
"names_french"	"Fort St. Charles"	"-257328642"
"names_german_catholic"	"Fort Alexander"	"0"
"names_german_catholic"	"Fort Bernstein"	"-1631076070"
"names_german_catholic"	"Fort Dietrichstein"	"661694411"
"names_german_catholic"	"Fort Draßburg"	"-1525002861"
"names_german_catholic"	"Fort Finkenstein"	"1632493744"
"names_german_catholic"	"Fort Forchtenstein"	"1829876952"
"names_german_catholic"	"Fort Franz"	"0"
"names_german_catholic"	"Fort Greifenfels"	"-829513999"
"names_german_catholic"	"Fort Großenfels"	"0"
"names_german_catholic"	"Fort Großhöflein"	"311876089"
"names_german_catholic"	"Fort Halbturn"	"765068998"
"names_german_catholic"	"Fort Heldrungen"	"0"
"names_german_catholic"	"Fort Landsee"	"-1180101425"
"names_german_catholic"	"Fort Lichtenau"	"0"
"names_german_catholic"	"Fort Lockenhaus"	"-198532508"
"names_german_catholic"	"Fort Rotenturm"	"-563846251"
"names_german_catholic"	"Fort Rothenberg"	"0"
"names_german_catholic"	"Fort Schlaining"	"90005298"
"names_german_catholic"	"Fort Sparrenburg"	"0"
"names_german_catholic"	"Fort Tecklenburg"	"0"
"names_german_catholic"	"Fort Tiemens"	"0"
"names_german_catholic"	"Fort Wildenstein"	"0"
"names_german_catholic"	"Fort Wildmann"	"0"
"names_german_catholic"	"Fort Willibaldis"	"0"
"names_greek"	"Fort Agios Georgios"	"550078123"
"names_greek"	"Fort Amfissa"	"1078581700"
"names_greek"	"Fort Argos"	"1134649205"
"names_greek"	"Fort Astypalea"	"861988242"
"names_greek"	"Fort Karytena"	"-902159682"
"names_greek"	"Fort Kastellorizo"	"1089392487"
"names_greek"	"Fort Methoni"	"730994897"
"names_greek"	"Fort Nafpaktos"	"1714048528"
"names_greek"	"Fort Serres"	"252772124"
"names_greek"	"Fort Vouchetion"	"640679917"
"names_hungarian"	"Fort Diósgyőr"	"-258020694"
"names_hungarian"	"Fort Eger"	"-347866141"
"names_hungarian"	"Fort Kisnana"	"-799575863"
"names_hungarian"	"Fort Kőszeg"	"956381416"
"names_hungarian"	"Fort Sirok"	"871590230"
"names_hungarian"	"Fort Sümeg"	"1462437748"
"names_hungarian"	"Fort Szigetvar"	"-101922785"
"names_indian_hindu"	"Fort Daulatabad"	"0"
"names_indian_hindu"	"Fort Kolaba"	"0"
"names_indian_hindu"	"Fort Lohagad"	"1972800194"
"names_indian_hindu"	"Fort Murud Janjira"	"1386262555"
"names_indian_hindu"	"Fort Naldurg"	"-1539885376"
"names_indian_hindu"	"Fort Padmadurg"	"1759846337"
"names_indian_hindu"	"Fort Panhala"	"906885870"
"names_indian_hindu"	"Fort Raigad"	"0"
"names_indian_hindu"	"Fort Rajmachi"	"1863484243"
"names_indian_hindu"	"Fort Shivneri"	"-1644320872"
"names_indian_hindu"	"Fort Sindhudurg"	"-1519980585"
"names_indian_hindu"	"Fort Sinhgad"	"-1807579291"
"names_indian_hindu"	"Fort Sudhagad"	"-1856810292"
"names_indian_hindu"	"Fort Tikona"	"1257383386"
"names_indian_hindu"	"Fort Torna"	"520672733"
"names_indian_hindu"	"Fort Vijayadurg"	"0"
"names_indian_hindu"	"Fort Visapur"	"-1742142023"
"names_indian_hindu"	"Fort Vishalgad"	"0"
"names_italian"	"Castel dell'Ovo"	"731527046"
"names_italian"	"Castel Nuovo"	"1737616240"
"names_italian"	"Castel Sant'Angelo"	"-1533984476"
"names_italian"	"Castel Sismondo"	"-477604469"
"names_italian"	"Castello Aragonese"	"51301205"
"names_italian"	"Castello Estense"	"-75618673"
"names_italian"	"Forte Spagnolo"	"-1064821774"
"names_mughal"	"Fort Agra"	"-97713487"
"names_mughal"	"Fort Akbar"	"1859833098"
"names_mughal"	"Fort Altit"	"0"
"names_mughal"	"Fort Aurangzeb"	"-1818822999"
"names_mughal"	"Fort Babur"	"-340249988"
"names_mughal"	"Fort Baltit"	"0"
"names_mughal"	"Fort Bekal"	"1637121822"
"names_mughal"	"Fort Dhakki"	"0"
"names_mughal"	"Fort Humayun"	"532432845"
"names_mughal"	"Fort Jahan"	"-356687288"
"names_mughal"	"Fort Jahangir"	"-1590884669"
"names_mughal"	"Fort Jamrud"	"0"
"names_mughal"	"Fort Kharpuche"	"0"
"names_mughal"	"Fort Mirgarh"	"0"
"names_mughal"	"Fort Muzaffarabad"	"0"
"names_mughal"	"Fort Palakkad"	"1120881735"
"names_mughal"	"Fort Pharwala"	"0"
"names_mughal"	"Fort Qilla "	"0"
"names_mughal"	"Fort Rawat"	"0"
"names_muslim_general"	"Fort Al-Heir"	"1754831138"
"names_muslim_general"	"Fort Al-Kahf"	"-1322729055"
"names_muslim_general"	"Fort Al-Kawabi"	"-983519410"
"names_muslim_general"	"Fort Al-Ma'arra"	"1560208567"
"names_muslim_general"	"Fort Areimeh"	"1274233087"
"names_muslim_general"	"Fort As-Subaiba"	"-1866766088"
"names_muslim_general"	"Fort Bakas"	"1793558228"
"names_muslim_general"	"Fort Harim"	"1591028549"
"names_muslim_general"	"Fort Ibn Ma'an"	"-1696106757"
"names_muslim_general"	"Fort Jaber"	"1196780576"
"names_muslim_general"	"Fort Maniqa"	"889888300"
"names_muslim_general"	"Fort Masyaf"	"-1946593859"
"names_muslim_general"	"Fort Qaitbay"	"-1335545418"
"names_muslim_general"	"Fort Safita"	"471588922"
"names_muslim_general"	"Fort Salamiyeh"	"926958489"
"names_muslim_general"	"Fort Shaizar"	"1759151667"
"names_native_american"	"Fort Black Foot"	"-605744021"
"names_native_american"	"Fort Claw Creek"	"474437606"
"names_native_american"	"Fort Crow Tree"	"-1675319499"
"names_native_american"	"Fort Dancing with Wolf"	"22599812"
"names_native_american"	"Fort Funny Bunny"	"-1463448706"
"names_native_american"	"Fort Red Soil"	"-1151551280"
"names_native_american"	"Fort Rock River"	"-454360494"
"names_native_american"	"Fort Singing Buffalo"	"218306415"
"names_native_american"	"Fort White Trader"	"1633115281"
"names_ottoman"	"Fort Alanya "	"1295540074"
"names_ottoman"	"Fort Bagras"	"1697578925"
"names_ottoman"	"Fort Hoşap"	"260880679"
"names_ottoman"	"Fort Kalesi"	"-2128477789"
"names_ottoman"	"Fort Vahka"	"-254437924"
"names_persian"	"Fort Arus"	"-1171080280"
"names_persian"	"Fort Arzhang"	"804497942"
"names_persian"	"Fort Babak"	"-243012471"
"names_persian"	"Fort Bahramjerd"	"-266032673"
"names_persian"	"Fort Baladeh"	"-2083506636"
"names_persian"	"Fort Bastam"	"-984858843"
"names_persian"	"Fort Chehel Dokhtaran"	"-10332286"
"names_persian"	"Fort Espidej"	"359149019"
"names_persian"	"Fort Falak-ol-Aflak"	"-868036224"
"names_persian"	"Fort Gazorkhan"	"-805842047"
"names_persian"	"Fort Ghal'eh"	"1372984238"
"names_persian"	"Fort Ghamchegha"	"-1110455913"
"names_persian"	"Fort Haridook"	"-1083958900"
"names_persian"	"Fort Hezareh"	"982271389"
"names_persian"	"Fort Iranshahr"	"1735608986"
"names_persian"	"Fort Karimkhan"	"-389383917"
"names_persian"	"Fort Mansour"	"-98674088"
"names_pirates"	"Fort Booty"	"-2097635356"
"names_pirates"	"Fort Drunken Monkey"	"840418123"
"names_pirates"	"Fort Governor's Daughter"	"77699250"
"names_pirates"	"Fort Loot"	"-363138283"
"names_pirates"	"Fort Morgan"	"-1500579761"
"names_pirates"	"Fort Reef"	"1121790022"
"names_pirates"	"Fort Tortuga"	"444658041"
"names_polish"	"Fort Babice"	"-1016941008"
"names_polish"	"Fort Będzin"	"-1542904207"
"names_polish"	"Fort Bełżyce"	"895829982"
"names_polish"	"Fort Biały Bór"	"230762812"
"names_polish"	"Fort Chełm"	"1381690499"
"names_polish"	"Fort Ćmielów"	"-63355640"
"names_polish"	"Fort Czernica"	"1791992266"
"names_polish"	"Fort Częstochowa"	"419440525"
"names_polish"	"Fort Dąbrowa Tarnowska"	"-468299159"
"names_polish"	"Fort Drzewica"	"1932972662"
"names_polish"	"Fort Dzierzgoń"	"1362690751"
"names_polish"	"Fort Gołańcz"	"-1271065196"
"names_polish"	"Fort Jelenia Góra"	"287294213"
"names_polish"	"Fort Łęczyca"	"-200555038"
"names_polish"	"Fort Oleśnica"	"-2099309049"
"names_portuguese"	"Fort Brazil"	"2067375485"
"names_portuguese"	"Fort Marialva"	"140170427"
"names_portuguese"	"Fort Monforte"	"654714894"
"names_portuguese"	"Fort Pombal"	"-977812244"
"names_portuguese"	"Fort Rodrigo"	"-623417632"
"names_portuguese"	"Fort Sagres"	"-1584292233"
"names_portuguese"	"Fort Santa Maria da Feira"	"1447712097"
"names_prussian"	"Fort Ahlsdorf"	"0"
"names_prussian"	"Fort Altranft"	"0"
"names_prussian"	"Fort Beeskow"	"0"
"names_prussian"	"Fort Blankenburg"	"0"
"names_prussian"	"Fort Boitzenburg"	"0"
"names_prussian"	"Fort Bothmer"	"571499770"
"names_prussian"	"Fort Branitz"	"-310647920"
"names_prussian"	"Fort Britz"	"0"
"names_prussian"	"Fort Broock"	"623488757"
"names_prussian"	"Fort Caputh"	"0"
"names_prussian"	"Fort Dahmshöhe"	"0"
"names_prussian"	"Fort Dänholm"	"0"
"names_prussian"	"Fort Demerthin"	"0"
"names_prussian"	"Fort Doberlug"	"0"
"names_prussian"	"Fort Dömitz"	"889093048"
"names_prussian"	"Fort Dotzer"	"0"
"names_prussian"	"Fort Eisenhardt"	"0"
"names_prussian"	"Fort Elsterwerda"	"0"
"names_prussian"	"Fort Finsterwalde"	"-1995721666"
"names_prussian"	"Fort Freienwalde"	"0"
"names_prussian"	"Fort Friedland"	"0"
"names_prussian"	"Fort Friedrichsfelde"	"0"
"names_prussian"	"Fort Friedrichsmoor"	"-1810211853"
"names_prussian"	"Fort Friesack"	"0"
"names_prussian"	"Fort Fürstenberg"	"0"
"names_prussian"	"Fort Fürstenwalde"	"0"
"names_prussian"	"Fort Gänseburg"	"0"
"names_prussian"	"Fort Garz"	"0"
"names_prussian"	"Fort Gerswalde"	"0"
"names_prussian"	"Fort Glienicke"	"-900177365"
"names_prussian"	"Fort Goldbeck"	"0"
"names_prussian"	"Fort Granitz"	"-1346117870"
"names_prussian"	"Fort Greiffenberg"	"0"
"names_prussian"	"Fort Grochwitz"	"0"
"names_prussian"	"Fort Grunewald"	"0"
"names_prussian"	"Fort Gusow"	"0"
"names_prussian"	"Fort Hahneberg"	"0"
"names_prussian"	"Fort Hansfeld"	"0"
"names_prussian"	"Fort Kaarz"	"1239617369"
"names_prussian"	"Fort Liebenberg"	"0"
"names_prussian"	"Fort Liebenwerda"	"0"
"names_prussian"	"Fort Lindstedt"	"0"
"names_prussian"	"Fort Lübbenau"	"0"
"names_prussian"	"Fort Meseberg"	"0"
"names_prussian"	"Fort Neuhardenberg"	"0"
"names_prussian"	"Fort Neuhausen"	"0"
"names_prussian"	"Fort Ochtrup"	"0"
"names_prussian"	"Fort Oranienburg"	"0"
"names_prussian"	"Fort Paretz"	"-193043737"
"names_prussian"	"Fort Petzow"	"0"
"names_prussian"	"Fort Plattenburg"	"0"
"names_prussian"	"Fort Prötzel"	"0"
"names_prussian"	"Fort Rabenstein"	"0"
"names_prussian"	"Fort Reckahn"	"0"
"names_prussian"	"Fort Regenstein"	"0"
"names_prussian"	"Fort Reichenow"	"0"
"names_prussian"	"Fort Rheinsberg"	"0"
"names_prussian"	"Fort Saathain"	"0"
"names_prussian"	"Fort Sacrow"	"557473873"
"names_prussian"	"Fort Sallgast"	"0"
"names_prussian"	"Fort Schenkenschanz"	"0"
"names_prussian"	"Fort Schlieben"	"0"
"names_prussian"	"Fort Schwedt"	"0"
"names_prussian"	"Fort Sonnewalde"	"0"
"names_prussian"	"Fort Spantekow"	"0"
"names_prussian"	"Fort Speck"	"-705451866"
"names_prussian"	"Fort Stechau"	"0"
"names_prussian"	"Fort Steinhöfel"	"0"
"names_prussian"	"Fort Steinorth"	"0"
"names_prussian"	"Fort Stolpe"	"0"
"names_prussian"	"Fort Storkow"	"0"
"names_prussian"	"Fort Tiemens"	"0"
"names_prussian"	"Fort Trebnitz"	"0"
"names_prussian"	"Fort Ulrichshusen"	"-254162641"
"names_prussian"	"Fort Vehlefanz"	"0"
"names_prussian"	"Fort von Zedlitz"	"0"
"names_prussian"	"Fort Widderbach"	"0"
"names_prussian"	"Fort Wiesenburg"	"0"
"names_prussian"	"Fort Wildberg"	"0"
"names_prussian"	"Fort Wiligrad"	"-1580689596"
"names_prussian"	"Fort Wolfshagen"	"0"
"names_prussian"	"Fort Wulkow"	"0"
"names_prussian"	"Fort Ziesar"	"0"
"names_scottish"	"Fort Corgarff"	"403687267"
"names_scottish"	"Fort Drumtochty"	"-36508516"
"names_scottish"	"Fort Dunnottar"	"967294829"
"names_scottish"	"Fort Findlater"	"1387828266"
"names_scottish"	"Fort Kildrummy"	"-1851195800"
"names_scottish"	"Fort Rattray"	"21375049"
"names_slavonic_general"	"Fort Borovsk"	"1979149211"
"names_slavonic_general"	"Fort Gatchina"	"-406341915"
"names_slavonic_general"	"Fort Ivangorod"	"1518740724"
"names_slavonic_general"	"Fort Oreshek"	"749528130"
"names_slavonic_general"	"Fort Porkhov"	"-706196577"
"names_slavonic_general"	"Fort Vysotsk"	"-1496929578"
"names_spanish"	"Fort Almenar"	"0"
"names_spanish"	"Fort Almodóvar del Río"	"0"
"names_spanish"	"Fort Alquézar"	"0"
"names_spanish"	"Fort Ampuedia"	"0"
"names_spanish"	"Fort Antequera"	"2089348206"
"names_spanish"	"Fort Arévalo"	"652946496"
"names_spanish"	"Fort Arguijuelas de Arriba"	"0"
"names_spanish"	"Fort Aroche"	"-250067135"
"names_spanish"	"Fort Arquijuelas de Abajo"	"0"
"names_spanish"	"Fort Atienza"	"0"
"names_spanish"	"Fort Aunqueospese"	"0"
"names_spanish"	"Fort Baños de la Encina"	"0"
"names_spanish"	"Fort Belmonte"	"1576821591"
"names_spanish"	"Fort Belmonte de Campos"	"0"
"names_spanish"	"Fort Belvis de Monroy"	"-1453481908"
"names_spanish"	"Fort Berlanga de Duero"	"0"
"names_spanish"	"Fort Butrón"	"0"
"names_spanish"	"Fort Caracena"	"0"
"names_spanish"	"Fort Caravaca de la Cruz"	"0"
"names_spanish"	"Fort Cartagena"	"0"
"names_spanish"	"Fort Cartaya"	"2054780253"
"names_spanish"	"Fort Castilnovo"	"0"
"names_spanish"	"Fort Codosera"	"0"
"names_spanish"	"Fort Consuegra"	"-318034086"
"names_spanish"	"Fort Coria"	"0"
"names_spanish"	"Fort Cortegana"	"1275211475"
"names_spanish"	"Fort de Coca"	"0"
"names_spanish"	"Fort de la Mota"	"0"
"names_spanish"	"Fort de las Torres"	"0"
"names_spanish"	"Fort de los Comuneros"	"0"
"names_spanish"	"Fort Duque de Montellano"	"0"
"names_spanish"	"Fort Duques de Albuquerque"	"0"
"names_spanish"	"Fort Duques de Feria"	"0"
"names_spanish"	"Fort El Cid"	"0"
"names_spanish"	"Fort Encinas de Esgueva"	"0"
"names_spanish"	"Fort Fuensaldaña"	"0"
"names_spanish"	"Fort Fuente del Sol"	"0"
"names_spanish"	"Fort Gormaz"	"0"
"names_spanish"	"Fort Grajal"	"0"
"names_spanish"	"Fort Guzmán el Bueno"	"0"
"names_spanish"	"Fort Iscar"	"0"
"names_spanish"	"Fort Jerez de los Caballeros"	"0"
"names_spanish"	"Fort la Mola"	"0"
"names_spanish"	"Fort la Mota"	"1767808313"
"names_spanish"	"Fort Las Seguras"	"0"
"names_spanish"	"Fort Los Templarios"	"0"
"names_spanish"	"Fort Luna"	"0"
"names_spanish"	"Fort Magalia"	"0"
"names_spanish"	"Fort Molina de Aragón"	"0"
"names_spanish"	"Fort Monbeltrán"	"0"
"names_spanish"	"Fort Monteagudo de las Vicarías"	"0"
"names_spanish"	"Fort Montealegre"	"0"
"names_spanish"	"Fort Monterrey"	"674483480"
"names_spanish"	"Fort Monzón de Campos"	"0"
"names_spanish"	"Fort Niebla"	"0"
"names_spanish"	"Fort Osma"	"0"
"names_spanish"	"Fort Pedraza de la Sierra"	"0"
"names_spanish"	"Fort Peñafiel"	"0"
"names_spanish"	"Fort Peñíscola"	"0"
"names_spanish"	"Fort Portillo"	"0"
"names_spanish"	"Fort San Antón"	"0"
"names_spanish"	"Fort San Felipe"	"0"
"names_spanish"	"Fort San Filipet"	"0"
"names_spanish"	"Fort San Sebastián"	"0"
"names_spanish"	"Fort Santa Catalina"	"0"
"names_spanish"	"Fort Santa Olalla de Cala"	"0"
"names_spanish"	"Fort Santiuste"	"0"
"names_spanish"	"Fort Sarmientos"	"0"
"names_spanish"	"Fort Segovia"	"0"
"names_spanish"	"Fort Segura de la Sierra"	"0"
"names_spanish"	"Fort Siguenza"	"0"
"names_spanish"	"Fort Simancas"	"0"
"names_spanish"	"Fort St Philip"	"0"
"names_spanish"	"Fort Torija"	"0"
"names_spanish"	"Fort Triste Condesa"	"0"
"names_spanish"	"Fort Trujillo"	"0"
"names_spanish"	"Fort Turégano"	"0"
"names_spanish"	"Fort Ucero"	"0"
"names_spanish"	"Fort Villafuerte de Esgueva"	"0"
"names_spanish"	"Fort Villalba de los Alcores"	"0"
"names_spanish"	"Fort Villalonso"	"2015549702"
"names_swedish"	"Fort Alnarp"	"278628879"
"names_swedish"	"Fort Bäckaskog"	"572571300"
"names_swedish"	"Fort Barsebäck"	"-536290603"
"names_swedish"	"Fort Bjärsjöholm"	"-1570122382"
"names_swedish"	"Fort Bjärsjölagård"	"1155461387"
"names_swedish"	"Fort Björksund"	"-1283440400"
"names_swedish"	"Fort Björnstorp"	"1407388209"
"names_swedish"	"Fort Christinehov"	"1214439420"
"names_swedish"	"Fort Dybäck"	"941793223"
"names_swedish"	"Fort Ekenäs"	"290508958"
"names_swedish"	"Fort Erstavik"	"-1583495347"
"names_swedish"	"Fort Görvälns"	"293114435"
"names_swedish"	"Fort Granhammar"	"1007367818"
"names_swedish"	"Fort Häckeberga"	"-413538360"
"names_swedish"	"Fort Svartholma"	"0"
"names_swedish"	"Fort Tavastehus"	"0"
"names_swedish"	"Fort Villmanstrand"	"0"
"names_usa"	"Fort Atkinson"	"1253841605"
"names_usa"	"Fort Bain"	"-1151487326"
"names_usa"	"Fort Calhoun"	"0"
"names_usa"	"Fort Campbell"	"360425914"
"names_usa"	"Fort Carlos"	"0"
"names_usa"	"Fort Carroll"	"-1192518887"
"names_usa"	"Fort Charles"	"0"
"names_usa"	"Fort Childs"	"0"
"names_usa"	"Fort Clark"	"0"
"names_usa"	"Fort Clarke"	"0"
"names_usa"	"Fort Crown Point"	"0"
"names_usa"	"Fort Dodge"	"477491835"
"names_usa"	"Fort Drum"	"0"
"names_usa"	"Fort Fletcher"	"0"
"names_usa"	"Fort Folly"	"1884692896"
"names_usa"	"Fort Franklin"	"0"
"names_usa"	"Fort Frederick"	"939702630"
"names_usa"	"Fort Granville"	"2064346665"
"names_usa"	"Fort Harker"	"1767483681"
"names_usa"	"Fort Hays"	"0"
"names_usa"	"Fort Henning"	"0"
"names_usa"	"Fort Humboldt"	"0"
"names_usa"	"Fort Independence"	"646724335"
"names_usa"	"Fort Insley"	"0"
"names_usa"	"Fort Jewell"	"0"
"names_usa"	"Fort Kansas"	"0"
"names_usa"	"Fort Kanses"	"0"
"names_usa"	"Fort Knox"	"1664824118"
"names_usa"	"Fort Lane"	"0"
"names_usa"	"Fort Larned"	"0"
"names_usa"	"Fort Leavenworth"	"0"
"names_usa"	"Fort Lecompton"	"0"
"names_usa"	"Fort Lincoln"	"0"
"names_usa"	"Fort Lookout"	"0"
"names_usa"	"Fort Mandan"	"0"
"names_usa"	"Fort Mann"	"0"
"names_usa"	"Fort McClary"	"767160755"
"names_usa"	"Fort McKean"	"0"
"names_usa"	"Fort Montgomery"	"0"
"names_usa"	"Fort Monument"	"0"
"names_usa"	"Fort Patrick Henry"	"-521501569"
"names_usa"	"Fort Podunk"	"0"
"names_usa"	"Fort Popham"	"1184255608"
"names_usa"	"Fort Pyramid"	"0"
"names_usa"	"Fort Ransom"	"0"
"names_usa"	"Fort Riley"	"-1750226004"
"names_usa"	"Fort Roach"	"1086567741"
"names_usa"	"Fort Saunders"	"0"
"names_usa"	"Fort Scott"	"-993519561"
"names_usa"	"Fort Seward"	"0"
"names_usa"	"Fort Simple"	"0"
"names_usa"	"Fort Snelling"	"175142581"
"names_usa"	"Fort Sodom"	"0"
"names_usa"	"Fort Solomon"	"0"
"names_usa"	"Fort Stevenson"	"0"
"names_usa"	"Fort Sully"	"0"
"names_usa"	"Fort Sumner"	"1979080910"
"names_usa"	"Fort Titus"	"0"
"names_usa"	"Fort Totten"	"0"
"names_usa"	"Fort Union"	"0"
"names_usa"	"Fort Village"	"0"
"names_usa"	"Fort Wakarusa"	"0"
"names_usa"	"Fort Wallace"	"0"
"names_usa"	"Fort Warren"	"341382660"
"names_usa"	"Fort Wayne"	"553870420"
"names_usa"	"Fort Wichita"	"0"
"names_usa"	"Fort Wyncoop"	"0"
"names_usa"	"Fort Zarah"	"0"
