version 1, schema ancillary_included_subcultures_tables, guid b6047b4b-ed8e-4903-8c2b-8ea100139da3
Ancillary_IDRef(string)	Subculture(string)
"s2_anc_pdlc_monk_item_flute"	"sc_japanese"
"s2_anc_pdlc_monk_item_lotus"	"sc_japanese"
"s2_anc_pdlc_monk_item_rice"	"sc_japanese"
"s2_anc_pdlc_monk_origami"	"sc_japanese"
"s2_anc_pdlc_monk_pet_cat"	"sc_japanese"
"s2_anc_pdlc_monk_pet_cricket"	"sc_japanese"
"s2_anc_pdlc_monk_relic_buddha_gold"	"sc_japanese"
"s2_anc_pdlc_monk_relic_dragon"	"sc_japanese"
"s2_anc_pdlc_monk_relic_fuji_rock"	"sc_japanese"
"s2_anc_pdlc_monk_relic_heart_sutra"	"sc_japanese"
"s2_anc_pdlc_monk_relic_nembutsu"	"sc_japanese"
"s2_anc_pdlc_monk_relic_painting"	"sc_japanese"
"s2_anc_pdlc_monk_relic_shugendo"	"sc_japanese"
"s2_anc_pdlc_monk_weapon_bisento"	"sc_japanese"
"s2_anc_pdlc_monk_weapon_bo"	"sc_japanese"
"s2_anc_pdlc_monk_weapon_dagger"	"sc_japanese"
"s2_anc_pdlc_monk_zasu"	"sc_japanese"
"s2_anc_pdlc_ninja_disguise_monk"	"sc_japanese"
"s2_anc_pdlc_shirabyoshi_ceremonial_drum"	"sc_japanese"
"s2_anc_pdlc_shirabyoshi_ceremonial_flute"	"sc_japanese"
"s2_anc_pdlc_shirabyoshi_hand_fan"	"sc_japanese"
"s2_anc_pdlc_shirabyoshi_kimono"	"sc_japanese"
"s2_anc_pdlc_shirabyoshi_tachi"	"sc_japanese"
"s2anc_ainu_servant"	"sc_japanese"
"s2anc_armoured_war_dog"	"sc_japanese"
"s2anc_army_drummer"	"sc_japanese"
"s2anc_army_hero_ashigaru"	"sc_japanese"
"s2anc_army_hero_horse"	"sc_japanese"
"s2anc_army_hero_samurai"	"sc_japanese"
"s2anc_artefact_armour_helmet"	"sc_japanese"
"s2anc_artefact_armour_spanish"	"sc_japanese"
"s2anc_artefact_banner_christian"	"sc_japanese"
"s2anc_artefact_banner_warlord"	"sc_japanese"
"s2anc_artefact_buddhist_beads"	"sc_japanese"
"s2anc_artefact_cards"	"sc_japanese"
"s2anc_artefact_chess"	"sc_japanese"
"s2anc_artefact_christian_gun_1"	"sc_japanese"
"s2anc_artefact_christian_holy_water"	"sc_japanese"
"s2anc_artefact_christian_psalter"	"sc_japanese"
"s2anc_artefact_christian_reliquary"	"sc_japanese"
"s2anc_artefact_christian_sword_1"	"sc_japanese"
"s2anc_artefact_geisha_fan"	"sc_japanese"
"s2anc_artefact_geisha_poison"	"sc_japanese"
"s2anc_artefact_go"	"sc_japanese"
"s2anc_artefact_gun_dutch"	"sc_japanese"
"s2anc_artefact_legend_armour"	"sc_japanese"
"s2anc_artefact_legend_bokken_2"	"sc_japanese"
"s2anc_artefact_legend_bokken_3"	"sc_japanese"
"s2anc_artefact_legend_bokken"	"sc_japanese"
"s2anc_artefact_legend_cuirass"	"sc_japanese"
"s2anc_artefact_legend_greaves"	"sc_japanese"
"s2anc_artefact_legend_helmet"	"sc_japanese"
"s2anc_artefact_legend_katana"	"sc_japanese"
"s2anc_artefact_legend_kote"	"sc_japanese"
"s2anc_artefact_legend_mask"	"sc_japanese"
"s2anc_artefact_legend_naginata"	"sc_japanese"
"s2anc_artefact_legend_ninjato_1"	"sc_japanese"
"s2anc_artefact_legend_ninjato_2"	"sc_japanese"
"s2anc_artefact_legend_short_sword"	"sc_japanese"
"s2anc_artefact_mirror_moon"	"sc_japanese"
"s2anc_artefact_myth_sword_amateratsu"	"sc_japanese"
"s2anc_artefact_myth_sword_moon"	"sc_japanese"
"s2anc_artefact_myth_sword_spanish"	"sc_japanese"
"s2anc_artefact_ninja_blowpipe"	"sc_japanese"
"s2anc_artefact_ninja_bombs"	"sc_japanese"
"s2anc_artefact_ninja_disguise_1"	"sc_japanese"
"s2anc_artefact_ninja_disguise_2"	"sc_japanese"
"s2anc_artefact_ninja_disguise_3"	"sc_japanese"
"s2anc_artefact_ninja_disguise_4"	"sc_japanese"
"s2anc_artefact_ninja_disguise_5"	"sc_japanese"
"s2anc_artefact_ninja_disguise_6"	"sc_japanese"
"s2anc_artefact_ninja_shuriken"	"sc_japanese"
"s2anc_artefact_ninja_tanto"	"sc_japanese"
"s2anc_artefact_ninja_tiger_claws"	"sc_japanese"
"s2anc_chamberlain"	"sc_japanese"
"s2anc_chess_champion"	"sc_japanese"
"s2anc_crime_gambler"	"sc_japanese"
"s2anc_crime_ronin_kabukimono"	"sc_japanese"
"s2anc_crime_yakuza_boss"	"sc_japanese"
"s2anc_crime_yakuza_disgraced"	"sc_japanese"
"s2anc_crime_yakuza_thug"	"sc_japanese"
"s2anc_espionage_assassin_chef_1"	"sc_japanese"
"s2anc_espionage_assassin_chef_2"	"sc_japanese"
"s2anc_espionage_chonin"	"sc_japanese"
"s2anc_espionage_samurai_rude_2"	"sc_japanese"
"s2anc_espionage_samurai_rude"	"sc_japanese"
"s2anc_espionage_samurai_show_off"	"sc_japanese"
"s2anc_friend_boyhood"	"sc_japanese"
"s2anc_friend_drinker"	"sc_japanese"
"s2anc_friend_mentor_figure"	"sc_japanese"
"s2anc_geisha_dancer"	"sc_japanese"
"s2anc_geisha_half_pay"	"sc_japanese"
"s2anc_geisha_hot_springs"	"sc_japanese"
"s2anc_geisha_waitress"	"sc_japanese"
"s2anc_general_galloper"	"sc_japanese"
"s2anc_general_surgeon"	"sc_japanese"
"s2anc_general_taiko_drummer"	"sc_japanese"
"s2anc_government_merchant_2"	"sc_japanese"
"s2anc_government_merchant"	"sc_japanese"
"s2anc_government_rabblerouser"	"sc_japanese"
"s2anc_hero_boy"	"sc_japanese"
"s2anc_household_astrologer"	"sc_japanese"
"s2anc_household_biwa_hoshi_1"	"sc_japanese"
"s2anc_household_biwa_hoshi_2"	"sc_japanese"
"s2anc_household_chef_noodle"	"sc_japanese"
"s2anc_household_chinese_courtier"	"sc_japanese"
"s2anc_household_chinese_false"	"sc_japanese"
"s2anc_household_doctor"	"sc_japanese"
"s2anc_household_groom"	"sc_japanese"
"s2anc_household_guard"	"sc_japanese"
"s2anc_household_jesuit"	"sc_japanese"
"s2anc_household_koto_hoshi_1"	"sc_japanese"
"s2anc_household_koto_hoshi_2"	"sc_japanese"
"s2anc_household_mystic"	"sc_japanese"
"s2anc_household_treasurer"	"sc_japanese"
"s2anc_legend_army_architect"	"sc_japanese"
"s2anc_legend_army_armourer"	"sc_japanese"
"s2anc_legend_army_bowyer"	"sc_japanese"
"s2anc_legend_army_castle_mason"	"sc_japanese"
"s2anc_legend_army_gunmaker"	"sc_japanese"
"s2anc_legend_army_iaijutsu"	"sc_japanese"
"s2anc_legend_army_jujutsu"	"sc_japanese"
"s2anc_legend_army_kenjutsu"	"sc_japanese"
"s2anc_legend_army_kobudo"	"sc_japanese"
"s2anc_legend_army_kyudo"	"sc_japanese"
"s2anc_legend_army_naginata"	"sc_japanese"
"s2anc_legend_army_netsuke"	"sc_japanese"
"s2anc_legend_army_smith"	"sc_japanese"
"s2anc_legend_army_sojutsu"	"sc_japanese"
"s2anc_legend_army_yabusame"	"sc_japanese"
"s2anc_legend_arts_bunraku"	"sc_japanese"
"s2anc_legend_arts_calligrapher"	"sc_japanese"
"s2anc_legend_arts_go"	"sc_japanese"
"s2anc_legend_arts_haiku"	"sc_japanese"
"s2anc_legend_arts_kabuki"	"sc_japanese"
"s2anc_legend_arts_tea_ceremony"	"sc_japanese"
"s2anc_legend_espionage_ninja"	"sc_japanese"
"s2anc_legend_espionage_spy"	"sc_japanese"
"s2anc_madman_christian"	"sc_japanese"
"s2anc_madman_kappa"	"sc_japanese"
"s2anc_madman_kodama"	"sc_japanese"
"s2anc_madman_moon_rabbit"	"sc_japanese"
"s2anc_madman_tengu"	"sc_japanese"
"s2anc_master_army_architect"	"sc_japanese"
"s2anc_master_army_armourer"	"sc_japanese"
"s2anc_master_army_bowyer"	"sc_japanese"
"s2anc_master_army_castle_mason"	"sc_japanese"
"s2anc_master_army_gunmaker"	"sc_japanese"
"s2anc_master_army_iaijutsu"	"sc_japanese"
"s2anc_master_army_jujutsu"	"sc_japanese"
"s2anc_master_army_kenjutsu"	"sc_japanese"
"s2anc_master_army_kobudo"	"sc_japanese"
"s2anc_master_army_kyudo"	"sc_japanese"
"s2anc_master_army_naginata"	"sc_japanese"
"s2anc_master_army_netsuke"	"sc_japanese"
"s2anc_master_army_smith"	"sc_japanese"
"s2anc_master_army_sojutsu"	"sc_japanese"
"s2anc_master_army_yabusame"	"sc_japanese"
"s2anc_master_arts_bunraku"	"sc_japanese"
"s2anc_master_arts_calligrapher"	"sc_japanese"
"s2anc_master_arts_ceramics"	"sc_japanese"
"s2anc_master_arts_go_1"	"sc_japanese"
"s2anc_master_arts_go_2"	"sc_japanese"
"s2anc_master_arts_haiku"	"sc_japanese"
"s2anc_master_arts_kabuki"	"sc_japanese"
"s2anc_master_arts_tea_ceremony"	"sc_japanese"
"s2anc_master_espionage_ninja"	"sc_japanese"
"s2anc_mistress_bodyguard"	"sc_japanese"
"s2anc_mistress_christian"	"sc_japanese"
"s2anc_mistress_dangerous"	"sc_japanese"
"s2anc_mistress_fox"	"sc_japanese"
"s2anc_mistress_gorgeous"	"sc_japanese"
"s2anc_mistress_peasant"	"sc_japanese"
"s2anc_mistress_political"	"sc_japanese"
"s2anc_mistress_shrew"	"sc_japanese"
"s2anc_mistress_tart"	"sc_japanese"
"s2anc_musician_flute_lady"	"sc_japanese"
"s2anc_navy_gaijin_1"	"sc_japanese"
"s2anc_navy_gaijin_2"	"sc_japanese"
"s2anc_navy_pearl_fisherman"	"sc_japanese"
"s2anc_navy_pilot"	"sc_japanese"
"s2anc_navy_pirate_chinese"	"sc_japanese"
"s2anc_navy_pirate_nihon"	"sc_japanese"
"s2anc_navy_pirate_okinawa"	"sc_japanese"
"s2anc_navy_shipwreck_dutch"	"sc_japanese"
"s2anc_pet_carp_1"	"sc_japanese"
"s2anc_pet_carp_2"	"sc_japanese"
"s2anc_pet_hunting_dog_gempei"	"sc_japanese"
"s2anc_pet_hunting_dog"	"sc_japanese"
"s2anc_pet_monkey_2"	"sc_japanese"
"s2anc_pet_monkey"	"sc_japanese"
"s2anc_religion_buddhist_monk"	"sc_japanese"
"s2anc_religion_buddhist_nun"	"sc_japanese"
"s2anc_religion_christian_agent_2"	"sc_japanese"
"s2anc_religion_christian_agent"	"sc_japanese"
"s2anc_religion_christian_confessor"	"sc_japanese"
"s2anc_religion_christian_convert_1"	"sc_japanese"
"s2anc_religion_christian_convert_2"	"sc_japanese"
"s2anc_religion_christian_convert_3"	"sc_japanese"
"s2anc_religion_christian_convert_4"	"sc_japanese"
"s2anc_religion_christian_firebrand"	"sc_japanese"
"s2anc_religion_christian_notary"	"sc_japanese"
"s2anc_samurai_2_swords"	"sc_japanese"
"s2anc_samurai_7_1"	"sc_japanese"
"s2anc_samurai_7_2"	"sc_japanese"
"s2anc_samurai_7_3"	"sc_japanese"
"s2anc_samurai_7_4"	"sc_japanese"
"s2anc_samurai_7_5"	"sc_japanese"
"s2anc_samurai_7_6"	"sc_japanese"
"s2anc_samurai_7_7"	"sc_japanese"
"s2anc_samurai_killer"	"sc_japanese"
"s2anc_silly_time_tunnel_1"	"sc_japanese"
"s2anc_silly_time_tunnel_2"	"sc_japanese"
"s2anc_sp_bosh_animal_dog"	"sc_japanese"
"s2anc_sp_bosh_animal_horse"	"sc_japanese"
"s2anc_sp_bosh_binoculars_military"	"sc_japanese"
"s2anc_sp_bosh_binoculars_opera"	"sc_japanese"
"s2anc_sp_bosh_book_20k"	"sc_japanese"
"s2anc_sp_bosh_book_almanac"	"sc_japanese"
"s2anc_sp_bosh_book_artillery_handbook"	"sc_japanese"
"s2anc_sp_bosh_book_dickens"	"sc_japanese"
"s2anc_sp_bosh_book_king_james"	"sc_japanese"
"s2anc_sp_bosh_book_on_war"	"sc_japanese"
"s2anc_sp_bosh_book_pulp"	"sc_japanese"
"s2anc_sp_bosh_book_rights_of_man"	"sc_japanese"
"s2anc_sp_bosh_book_uncle_tom"	"sc_japanese"
"s2anc_sp_bosh_burakumin"	"sc_japanese"
"s2anc_sp_bosh_clock_marine"	"sc_japanese"
"s2anc_sp_bosh_clock_myriad"	"sc_japanese"
"s2anc_sp_bosh_clock_watch"	"sc_japanese"
"s2anc_sp_bosh_doctor_euro"	"sc_japanese"
"s2anc_sp_bosh_doctor_jp"	"sc_japanese"
"s2anc_sp_bosh_doctor_surgeon_euro"	"sc_japanese"
"s2anc_sp_bosh_doctor_surgeon_jp"	"sc_japanese"
"s2anc_sp_bosh_ed_the_cat"	"sc_japanese"
"s2anc_sp_bosh_foreign_botanist"	"sc_japanese"
"s2anc_sp_bosh_foreign_journo_2"	"sc_japanese"
"s2anc_sp_bosh_foreign_journo_3"	"sc_japanese"
"s2anc_sp_bosh_foreign_journo_4"	"sc_japanese"
"s2anc_sp_bosh_foreign_journo"	"sc_japanese"
"s2anc_sp_bosh_foreign_servant_uk"	"sc_japanese"
"s2anc_sp_bosh_foreign_tourist_2"	"sc_japanese"
"s2anc_sp_bosh_foreign_tourist"	"sc_japanese"
"s2anc_sp_bosh_game_cards"	"sc_japanese"
"s2anc_sp_bosh_game_shogi"	"sc_japanese"
"s2anc_sp_bosh_geisha_danna"	"sc_japanese"
"s2anc_sp_bosh_geisha_hangyoku"	"sc_japanese"
"s2anc_sp_bosh_geisha_maiko"	"sc_japanese"
"s2anc_sp_bosh_geisha_o_shoku"	"sc_japanese"
"s2anc_sp_bosh_geisha_onsen"	"sc_japanese"
"s2anc_sp_bosh_geisha_shamisen"	"sc_japanese"
"s2anc_sp_bosh_gun_adams"	"sc_japanese"
"s2anc_sp_bosh_gun_colt_navy"	"sc_japanese"
"s2anc_sp_bosh_gun_deringer"	"sc_japanese"
"s2anc_sp_bosh_gun_dreyse"	"sc_japanese"
"s2anc_sp_bosh_gun_elephant"	"sc_japanese"
"s2anc_sp_bosh_gun_gewehr_muzzleloader"	"sc_japanese"
"s2anc_sp_bosh_gun_lancaster"	"sc_japanese"
"s2anc_sp_bosh_gun_martini_henry"	"sc_japanese"
"s2anc_sp_bosh_gun_matchlock"	"sc_japanese"
"s2anc_sp_bosh_gun_mauser_71"	"sc_japanese"
"s2anc_sp_bosh_gun_minie"	"sc_japanese"
"s2anc_sp_bosh_gun_model_1866"	"sc_japanese"
"s2anc_sp_bosh_gun_musketoon"	"sc_japanese"
"s2anc_sp_bosh_gun_sandw_2"	"sc_japanese"
"s2anc_sp_bosh_gun_snider"	"sc_japanese"
"s2anc_sp_bosh_gun_spencer"	"sc_japanese"
"s2anc_sp_bosh_gun_springfield"	"sc_japanese"
"s2anc_sp_bosh_gun_volcanic"	"sc_japanese"
"s2anc_sp_bosh_iem_cigarillo"	"sc_japanese"
"s2anc_sp_bosh_item_absinthe"	"sc_japanese"
"s2anc_sp_bosh_item_balloon"	"sc_japanese"
"s2anc_sp_bosh_item_bike_early"	"sc_japanese"
"s2anc_sp_bosh_item_binocs_artillery"	"sc_japanese"
"s2anc_sp_bosh_item_camera"	"sc_japanese"
"s2anc_sp_bosh_item_champagne"	"sc_japanese"
"s2anc_sp_bosh_item_chloroform_killer"	"sc_japanese"
"s2anc_sp_bosh_item_condom"	"sc_japanese"
"s2anc_sp_bosh_item_fan_killer"	"sc_japanese"
"s2anc_sp_bosh_item_fintry"	"sc_japanese"
"s2anc_sp_bosh_item_flag_semaphore"	"sc_japanese"
"s2anc_sp_bosh_item_flag_wig_wag"	"sc_japanese"
"s2anc_sp_bosh_item_food_bovril"	"sc_japanese"
"s2anc_sp_bosh_item_game_bat"	"sc_japanese"
"s2anc_sp_bosh_item_game_chess"	"sc_japanese"
"s2anc_sp_bosh_item_game_cricket"	"sc_japanese"
"s2anc_sp_bosh_item_game_golf"	"sc_japanese"
"s2anc_sp_bosh_item_game_go"	"sc_japanese"
"s2anc_sp_bosh_item_game_tennis"	"sc_japanese"
"s2anc_sp_bosh_item_glasses_smoked"	"sc_japanese"
"s2anc_sp_bosh_item_globe"	"sc_japanese"
"s2anc_sp_bosh_item_hand_warmer"	"sc_japanese"
"s2anc_sp_bosh_item_mech_puppet"	"sc_japanese"
"s2anc_sp_bosh_item_medical_chloroform"	"sc_japanese"
"s2anc_sp_bosh_item_medical_stethoscope"	"sc_japanese"
"s2anc_sp_bosh_item_microscope"	"sc_japanese"
"s2anc_sp_bosh_item_music_accordian"	"sc_japanese"
"s2anc_sp_bosh_item_music_euphonium"	"sc_japanese"
"s2anc_sp_bosh_item_music_piano"	"sc_japanese"
"s2anc_sp_bosh_item_navy_diving"	"sc_japanese"
"s2anc_sp_bosh_item_navy_sextant"	"sc_japanese"
"s2anc_sp_bosh_item_optic_telescope"	"sc_japanese"
"s2anc_sp_bosh_item_pen"	"sc_japanese"
"s2anc_sp_bosh_item_phonograph"	"sc_japanese"
"s2anc_sp_bosh_item_pipe_opium"	"sc_japanese"
"s2anc_sp_bosh_item_poisons"	"sc_japanese"
"s2anc_sp_bosh_item_pong"	"sc_japanese"
"s2anc_sp_bosh_item_prussian_spikey_hat"	"sc_japanese"
"s2anc_sp_bosh_item_razor"	"sc_japanese"
"s2anc_sp_bosh_item_sabre_cav"	"sc_japanese"
"s2anc_sp_bosh_item_scotch"	"sc_japanese"
"s2anc_sp_bosh_item_skate"	"sc_japanese"
"s2anc_sp_bosh_item_slide_rule"	"sc_japanese"
"s2anc_sp_bosh_item_snuff"	"sc_japanese"
"s2anc_sp_bosh_item_soap"	"sc_japanese"
"s2anc_sp_bosh_item_sword_bokken"	"sc_japanese"
"s2anc_sp_bosh_item_theodolite"	"sc_japanese"
"s2anc_sp_bosh_item_umbrella_sword"	"sc_japanese"
"s2anc_sp_bosh_item_vicky"	"sc_japanese"
"s2anc_sp_bosh_item_weapon_bayonet"	"sc_japanese"
"s2anc_sp_bosh_item_wig_black"	"sc_japanese"
"s2anc_sp_bosh_item_wig_red"	"sc_japanese"
"s2anc_sp_bosh_item_wig_white"	"sc_japanese"
"s2anc_sp_bosh_legend_armour"	"sc_japanese"
"s2anc_sp_bosh_legend_biwa"	"sc_japanese"
"s2anc_sp_bosh_legend_do"	"sc_japanese"
"s2anc_sp_bosh_legend_flag"	"sc_japanese"
"s2anc_sp_bosh_legend_go"	"sc_japanese"
"s2anc_sp_bosh_legend_haiku"	"sc_japanese"
"s2anc_sp_bosh_legend_kabuto"	"sc_japanese"
"s2anc_sp_bosh_legend_katana"	"sc_japanese"
"s2anc_sp_bosh_legend_kote"	"sc_japanese"
"s2anc_sp_bosh_legend_koto"	"sc_japanese"
"s2anc_sp_bosh_legend_menpo"	"sc_japanese"
"s2anc_sp_bosh_legend_ninja"	"sc_japanese"
"s2anc_sp_bosh_legend_ninjato"	"sc_japanese"
"s2anc_sp_bosh_legend_spy"	"sc_japanese"
"s2anc_sp_bosh_legend_suneate"	"sc_japanese"
"s2anc_sp_bosh_legend_sword"	"sc_japanese"
"s2anc_sp_bosh_legend_tea"	"sc_japanese"
"s2anc_sp_bosh_lone_arranger"	"sc_japanese"
"s2anc_sp_bosh_master_blade"	"sc_japanese"
"s2anc_sp_bosh_master_go_2"	"sc_japanese"
"s2anc_sp_bosh_master_go"	"sc_japanese"
"s2anc_sp_bosh_master_iaijutsu"	"sc_japanese"
"s2anc_sp_bosh_master_jujutsu"	"sc_japanese"
"s2anc_sp_bosh_master_kenjutsu"	"sc_japanese"
"s2anc_sp_bosh_master_kyudo"	"sc_japanese"
"s2anc_sp_bosh_master_ninjutsu"	"sc_japanese"
"s2anc_sp_bosh_master_sojutsu"	"sc_japanese"
"s2anc_sp_bosh_master_tea"	"sc_japanese"
"s2anc_sp_bosh_mercenary_csa"	"sc_japanese"
"s2anc_sp_bosh_mistress_ambitious_2"	"sc_japanese"
"s2anc_sp_bosh_mistress_common"	"sc_japanese"
"s2anc_sp_bosh_mistress_discreet"	"sc_japanese"
"s2anc_sp_bosh_mistress_europe_strict"	"sc_japanese"
"s2anc_sp_bosh_mistress_europe"	"sc_japanese"
"s2anc_sp_bosh_mistress_foxy"	"sc_japanese"
"s2anc_sp_bosh_mistress_gorgeous"	"sc_japanese"
"s2anc_sp_bosh_mistress_joro"	"sc_japanese"
"s2anc_sp_bosh_mistress_soldier"	"sc_japanese"
"s2anc_sp_bosh_modernist"	"sc_japanese"
"s2anc_sp_bosh_mummified_mermaid"	"sc_japanese"
"s2anc_sp_bosh_music_drums"	"sc_japanese"
"s2anc_sp_bosh_music_flute_player"	"sc_japanese"
"s2anc_sp_bosh_naval_builder_fr"	"sc_japanese"
"s2anc_sp_bosh_naval_builder_uk"	"sc_japanese"
"s2anc_sp_bosh_ninja_blowpipe"	"sc_japanese"
"s2anc_sp_bosh_ninja_chef_fugu"	"sc_japanese"
"s2anc_sp_bosh_ninja_chef_sushi"	"sc_japanese"
"s2anc_sp_bosh_ninja_claws"	"sc_japanese"
"s2anc_sp_bosh_ninja_disguise_fish"	"sc_japanese"
"s2anc_sp_bosh_ninja_disguise_gaijin"	"sc_japanese"
"s2anc_sp_bosh_ninja_disguise_geisha"	"sc_japanese"
"s2anc_sp_bosh_ninja_disguise_madman"	"sc_japanese"
"s2anc_sp_bosh_ninja_disguise_monk"	"sc_japanese"
"s2anc_sp_bosh_ninja_disguise_ronin"	"sc_japanese"
"s2anc_sp_bosh_ninja_disguise_town"	"sc_japanese"
"s2anc_sp_bosh_ninja_flashbomb"	"sc_japanese"
"s2anc_sp_bosh_ninja_gambler"	"sc_japanese"
"s2anc_sp_bosh_ninja_shuriken"	"sc_japanese"
"s2anc_sp_bosh_ninja_tanto"	"sc_japanese"
"s2anc_sp_bosh_rail_builder_uk"	"sc_japanese"
"s2anc_sp_bosh_rail_builder_us"	"sc_japanese"
"s2anc_sp_bosh_rail_guide"	"sc_japanese"
"s2anc_sp_bosh_rail_telegraph"	"sc_japanese"
"s2anc_sp_bosh_ronin_unrepentent"	"sc_japanese"
"s2anc_sp_bosh_ronin_xenophobe"	"sc_japanese"
"s2anc_sp_bosh_samurai_boast"	"sc_japanese"
"s2anc_sp_bosh_samurai_rude"	"sc_japanese"
"s2anc_sp_bosh_samurai_unlettered"	"sc_japanese"
"s2anc_sp_bosh_servant_biwa"	"sc_japanese"
"s2anc_sp_bosh_servant_bodyguard"	"sc_japanese"
"s2anc_sp_bosh_servant_chef_french"	"sc_japanese"
"s2anc_sp_bosh_servant_chef_noodle"	"sc_japanese"
"s2anc_sp_bosh_servant_euro_chef_pastry"	"sc_japanese"
"s2anc_sp_bosh_servant_euro_waiter"	"sc_japanese"
"s2anc_sp_bosh_servant_groom"	"sc_japanese"
"s2anc_sp_bosh_servant_shogi_player"	"sc_japanese"
"s2anc_sp_bosh_servant_treasurers"	"sc_japanese"
"s2anc_sp_bosh_shinsengumi_yakuza_2"	"sc_japanese"
"s2anc_sp_bosh_shinsengumi_yakuza"	"sc_japanese"
"s2anc_sp_bosh_spec_brunet"	"sc_japanese"
"s2anc_sp_bosh_spec_brunton"	"sc_japanese"
"s2anc_sp_bosh_spec_byakkotai"	"sc_japanese"
"s2anc_sp_bosh_spec_chanoine"	"sc_japanese"
"s2anc_sp_bosh_spec_descharmes"	"sc_japanese"
"s2anc_sp_bosh_spec_duousequet"	"sc_japanese"
"s2anc_sp_bosh_spec_genbutai"	"sc_japanese"
"s2anc_sp_bosh_spec_glover"	"sc_japanese"
"s2anc_sp_bosh_spec_messelot"	"sc_japanese"
"s2anc_sp_bosh_spec_roches"	"sc_japanese"
"s2anc_sp_bosh_spec_satow"	"sc_japanese"
"s2anc_sp_bosh_spec_schnell_edward"	"sc_japanese"
"s2anc_sp_bosh_spec_schnell_henry"	"sc_japanese"
"s2anc_sp_bosh_spec_seiryutai"	"sc_japanese"
"s2anc_sp_bosh_spec_smith_parkes"	"sc_japanese"
"s2anc_sp_bosh_spec_suzakutai"	"sc_japanese"
"s2anc_sp_bosh_spec_thouars"	"sc_japanese"
"s2anc_sp_bosh_spec_valkenburg"	"sc_japanese"
"s2anc_sp_bosh_spec_verny"	"sc_japanese"
"s2anc_sp_bosh_sumo_champion"	"sc_japanese"
"s2anc_sp_bosh_sumo_wrestler_1"	"sc_japanese"
"s2anc_sp_bosh_sumo_wrestler_2"	"sc_japanese"
"s2anc_sp_bosh_trader_arms_fr"	"sc_japanese"
"s2anc_sp_bosh_trader_arms_ger"	"sc_japanese"
"s2anc_sp_bosh_trader_arms_uk"	"sc_japanese"
"s2anc_sp_bosh_trader_arms_us"	"sc_japanese"
"s2anc_sp_bosh_trader_banker_jr"	"sc_japanese"
"s2anc_sp_bosh_trader_french"	"sc_japanese"
"s2anc_sp_bosh_trader_japan_industry"	"sc_japanese"
"s2anc_sp_bosh_trader_rich"	"sc_japanese"
"s2anc_sp_bosh_trader_tax_farmer"	"sc_japanese"
"s2anc_sp_bosh_trader_us"	"sc_japanese"
"s2anc_sp_bosh_uniform_admiral"	"sc_japanese"
"s2anc_sp_bosh_uniform_general"	"sc_japanese"
"s2anc_sp_bosh_uniform_naval_uk"	"sc_japanese"
"s2anc_sp_bosh_uniform_sailor_cap"	"sc_japanese"
"s2anc_sp_bosh_uniform_snow_shoes"	"sc_japanese"
"s2anc_sp_bosh_uniform_top_hat"	"sc_japanese"
"s2anc_sumo_champion"	"sc_japanese"
