advice_levels_onscreen_text_-1854445220	We should concentrate our efforts on recruiting a unit of Deli Scouts here.	false
advice_levels_onscreen_text_-936817932	We should concentrate our efforts on recruiting a unit of Fellahin Swordsmen here.	false
advice_levels_onscreen_text_-677574399	We should concentrate our efforts on recruiting a unit of Banduqchis here.	false
advice_levels_onscreen_text_-135169234	We should concentrate our efforts on recruiting a unit of Sekban Musketeers here.	false
advice_levels_onscreen_text_1255200065	We should concentrate our efforts on recruiting a unit of Mavala Warriors here.	false
advice_levels_onscreen_text_1300166217	We should concentrate our efforts on recruiting a unit of Shamsherbaz here.	false
advice_levels_onscreen_text_-30884661	We should concentrate our efforts on recruiting a unit of Sowars here.	false
unit_description_texts_description_text_east_afghan_sherbacha	Afghan Sher-Bacha Gunners are auxiliary cavalry, capable of dismounting to deliver a devastating volley with their blunderbusses.	false
unit_description_texts_long_description_text_east_afghan_sherbacha	"

They also carry sabres, which can be used when in the saddle, giving the ability to fight well in melee. Unlike some other troops in Persian and Mughal armies, they do not wear armour. Their blunderbusses are large-bore flintlock weapons, much like giant shotguns, and cannot be used from horseback. They have a very short range but a blast from one, let alone a volley from a whole unit, is terrible. This weapon makes sher-bacha gunners a superb attacking force, if they can get within range of the target. They suffer when facing troops with longer-ranged muskets or rifles.

Historically, the core of the Durrani army were the 10,000 blunderbuss-carrying mounted ghulams (slave-soldiers) of which a third were previously Shia soldiers (Qizilbash) of Nader Shah. Many others were also former troops of Nader Shah. These units performed hit-and-run attacks, combining new technology in firearms with Turco-Mongol tactics."	false
unit_description_texts_description_text_east_ethnic_hillmen_musketeers_caucasian	These fierce and independent men spend their lives fighting, making them superb irregular troops for a general they respect. 	false
unit_description_texts_long_description_text_east_ethnic_hillmen_musketeers_caucasian	"

Mountains breed men who are unforgiving to their enemies, suspicious of strangers and wary around their friends. Life is hard in the mountains, and it is easier to take something than build, grow or make it. Banditry, feuds, revenge and murder are a way of life for many, and the survivors of this harsh school of life must be tough and uncompromising in their hating. All this means that they superb in war: deadly shots and dirty fighters. Any governor who tries to impose order rapidly finds that hill folk may fight each other, but they will always unite against the outsider.

Historically, many outside powers have tried to tame the wilder elements in Caucasian societies but with mixed results. The ancestors of the Chechens bear the distinction of being one of the few peoples to successfully resist the Mongols. In 1828, heavy taxation, coupled with the expropriation of estates and the construction of fortresses, spurred highlanders into rising against imperial Russian administration under the aegis of the Muslim Imamate of Dagestan, led by Ghazi Mohammed (1828–32), Gamzat-bek (1832–34) and Shamil (1834–59). This Caucasian War raged until 1864, when Shamil was captured and the Khanate of Avaristan was abolished."	false
unit_description_texts_description_text_east_ethnic_musketmen_jazayerchi	The jazāyerchis are professional soldiers, hardened by arduous training and given the best equipment in the army. 	false
unit_description_texts_long_description_text_east_ethnic_musketmen_jazayerchi	"

As a force, they are the cream of the Persian army but, in comparison to some other nations, they fight in a slightly old fashioned way. This is small comfort to those who stand against them, as the jazāyerchis are personally brave to the point of foolhardiness. They are also given to festooning themselves with weapons and hurling themselves into any fray!

Historically, jazāyerchi were the elite of Nader Shah's infantry musketeers. The Jazāyer, a flintlock musket, used by these infantrymen was of a much heavier calibre than their European counterparts and consequently had a greater range as well as improved accuracy (the average European musket weighed around 5 kilograms and fired a shot only 18 millimetres in diameter, whereas the jazāyer weighed almost 18 kilograms and fired a shot 24 millimetres in diameter). On the deadly impact of the jazāyer during the Battle of Karnal, a contemporary noted, “An arrow cannot answer a Jazāyer”."	false
unit_description_texts_description_text_east_guard_cavalry_qurchi	These superb heavy cavalry are important shock troops in any Persian army. 	false
unit_description_texts_long_description_text_east_guard_cavalry_qurchi	"

Dressed in the finest uniforms, their saddles encrusted in precious gems, their weapons and equipment likewise, their horses perfectly turned out and decorated with tassels, the Qurchis would look entirely at home guarding a magnificently-appointed palace. They are capable of that, but they are also capable of so much more. These are practical warriors for a working battle, with a good grasp of tactics and the skills needed to cut almost any enemy to ribbons. As they charge home the tassels make each horse appear winged!

Each man is hand picked, trained to ride without thinking about it, and given the very best horse and equipment Persian money can buy.

Qurchis were the royal bodyguard of the shah and were paid money taken from the royal treasury. Under Abbas I, the qurchis had become much more important and received governorship of several large provinces, making qurchi-bashi (the head of qurchis) the most powerful office of the empire."	false
unit_description_texts_description_text_east_guard_cavalry_silahdar	These superb heavy cavalry are important shock troops in any Ottoman army. 	false
unit_description_texts_long_description_text_east_guard_cavalry_silahdar	"

Dressed in the finest uniforms, their saddles encrusted in precious gems, their weapons and equipment likewise, their horses perfectly turned out and decorated with tassels, the Silahdars would look entirely at home guarding a magnificently-appointed palace. They are capable of that, but they are also capable of so much more. These are practical warriors for a working battle, with a good grasp of tactics and the skills needed to cut almost any enemy to ribbons. As they charge home the tassels make each horse appear winged!

Each man is hand picked, trained to ride without thinking about it, and given the very best horse and equipment Ottoman money can buy.

The Silahdars (from Persian, translated roughly as “men at arms”) were a bodyguard division for the Sultan. Any Ottoman soldier who committed a significant deed on the battlefield could be promoted to the Silahdar division, although normally members of other mounted units, like Timarli Sipahis or one of the other less prestigious of the four divisions of Kapikulu Sipahis, were promoted this way."	false
unit_description_texts_description_text_east_heavy_cavalry_mirza	Mirzas are superb horsemen and their ornate lances are deadly when brought to bear at the charge.	false
unit_description_texts_long_description_text_east_heavy_cavalry_mirza	"

They are unswervingly faithful and proudly deserving of their elite status. Mounted on the finest horseflesh, they carry ornate lances into battle which are deadly when brought to bear at the charge. When delivered in the flanks or rear of an enemy formation, such a charge often proves decisive to the course of a battle.

Internally, the khanate territory was divided among the beys, and beneath the beys were mirzas from noble families. The relationship of peasants or herdsmen to their mirzas was not feudal. They were free and the Islamic law protected them from losing their rights. During the reforms by the last khan Şahin Giray, the internal structure was changed following the Turkish pattern: the nobles' landholdings were proclaimed the domain of the khan and reorganized into qadılıqs (provinces governed by representatives of the khan)."	false
unit_description_texts_description_text_east_heavy_cavalry_savar	Savārs are superb horsemen and their ornate lances are deadly when brought to bear at the charge.	false
unit_description_texts_long_description_text_east_heavy_cavalry_savar	"

They are unswervingly faithful and proudly deserving of their elite status. Mounted on the finest horseflesh, they carry ornate lances into battle which are deadly when brought to bear at the charge. When delivered in the flanks or rear of an enemy formation, such a charge often proves decisive to the course of a battle.

The cavalry held the most esteemed position in the Persian armies from the very beginnings of Persian Empires well over 2,500 years ago. The clans of Azerbaijan and Western Iran, as well as Kurdish and Afghan tribal elements were the main sources of soldiers recruited into the ranks of the Safavid and Afsharid armies. The Afghan horsemen were considered to be among the very finest of shock cavalry in Asia, playing a decisive role in the final phase of the battle of Kars in which they participated in a huge 40,000 strong flank attack, which Nader Shah led personally."	false
unit_description_texts_description_text_east_heavy_cavalry_sowar	Sowars are superb horsemen and their ornate lances are deadly when brought to bear at the charge.	false
unit_description_texts_long_description_text_east_heavy_cavalry_sowar	"

They are unswervingly faithful and proudly deserving of their elite status. Mounted on the finest horseflesh, they carry ornate lances into battle which are deadly when brought to bear at the charge. When delivered in the flanks or rear of an enemy formation, such a charge often proves decisive to the course of a battle.

Sowars were regular horseman in the service of the Mughal army. Mughal armour was not as heavy as medieval European, due to the heat, but was heavier than the south indian outfits: there was a habit of covering the body in protective garments until little beyond a man's eyes could be seen! Adapted to fighting pitched battles in the northern Indian plains, the Mughals were frontal-combat oriented, and shock-charge tactics of the heavy cavalry armed with swords and lances was popular in Mughal armies."	false
unit_description_texts_description_text_east_irregular_cavalry_circassian	Circassians are a free warrior people, fine horsemen and terrible foes, from the steppes of Northern Caucasus.	false
unit_description_texts_long_description_text_east_irregular_cavalry_circassian	"

Their small horses can get them into and out of a fight with little trouble, making them well-suited to raiding tactics rather than a long, wearing fight. They are often positioned on the wings of an army, where they can rapidly take advantage of any isolated or vulnerable enemies. They are also superb at pursuing broken enemy units to prevent them reforming.

The people of the Caucasus Mountains have a long tradition of producing beautiful women and brave and skilled fighters. Circassian ladies were highly regarded for their looks, intelligence, and spirit, and were considered very desirable concubines by the Ottomans. Circassian men had centuries of experience of fighting invaders and each other. They were also extremely set in their ways: they produced fine and beautiful weapons and armour in, as might be expected, somewhat conservative and traditionalist designs. Armoured cavalrymen from the Caucasus were in Russian service as well as in the Ottoman army, and were rightly regarded as an asset, not an archaic burden."	false
unit_description_texts_description_text_east_light_cavalry_jigits	These tribal cavalry are ideal for quick, bloody, skirmish attacks.	false
unit_description_texts_long_description_text_east_light_cavalry_jigits	"

Their small horses can get them into and out of a fight with little trouble, making them well-suited to raiding tactics rather than a long, wearing fight. They are often positioned on the wings of an army, where they can rapidly take advantage of any isolated or vulnerable enemies. They are also superb at pursuing broken enemy units to prevent them reforming.

Jigit (also spelled as Dzhigit, yigit, zhigit or igid) is a word used in the North Caucasus and Central Asia to describe a skillful and brave equestrian, or a brave person in general. The word is of Turkic origin. The derived term 'jigitovka' (or jigiting) means the special style of trick riding, which originated in the Turkic cultures of Caucasus and Central Asia, and is also popular with Cossacks, who adopted it from the Circassians. When performing dzhigitovka, the riders at full gallop stand up, jump to the ground and back to the saddle, pick up objects from the ground (such as coins, hats, etc.), shoot targets with various weapons, ride hanging on the side or under the belly of the horse and do other acrobatic feats."	false
unit_description_texts_description_text_east_light_cavalry_kazakh	Kazakhs are unusual: elite light cavalry who wear armour. Despite the extra weight, they are still a terrifyingly swift force on the battlefield.	false
unit_description_texts_long_description_text_east_light_cavalry_kazakh	"

Equipped with helmets and cuirasses, they also carry swords, and have skill enough to use them well in melee. Kazakhs also have the speed to ride down light troops such as skirmishers, and to pursue broken enemies. They should not be thrown away attacking disciplined infantry in square: they require luck to break such a target.

During the 18th century, the Kazakhs' frequent raids into Russian lands were a constant irritant and resulted in captivity for many of the Tsar's subjects, who were sold as slaves in Central Asian markets. By the end of 18th century, the lands of Kazakh Junior Jüz (or Junior Horde) were incorporated into the Russian Empire, and raids by Kazakhs on Russian colonies has gradually declined and stopped."	false
unit_description_texts_description_text_east_light_cavalry_nogai	Nogais are unusual: elite light cavalry who wear armour. Despite the extra weight, they are still a terrifyingly swift force on the battlefield.	false
unit_description_texts_long_description_text_east_light_cavalry_nogai	"

Equipped with helmets and cuirasses, they also carry swords, and have skill enough to use them well in melee. Nogais also have the speed to ride down light troops such as skirmishers, and to pursue broken enemies. They should not be thrown away attacking disciplined infantry in square: they require luck to break such a target.

For over three centuries, the military of the Crimean Khanate and the Nogai Horde conducted slave raids primarily in lands controlled by Russia and Poland-Lithuania as well as other territories, often under the sponsorship of the Ottoman Empire. Their main purpose was the capture of humans and consequent enslavement, most of whom were exported to the Ottoman slave markets in Constantinople or elsewhere in the Middle East. In 1769, the last major Tatar raid, which took place during the Russo-Turkish War, saw the capture of 20,000 slaves."	false
unit_description_texts_description_text_east_missile_cavalry_gholam	These “feudal” troops are armed in traditional style and, while cheap, may not be as reliable as regular forces. 	false
unit_description_texts_long_description_text_east_missile_cavalry_gholam	"

The gholams or “slaves of the shah” was a unit which consisted of former Christians from Caucasus, mainly Georgians, Circassians, and Armenians. It was, to a large degree, similar to the janissary system of the neighbouring Ottoman Empire, in its implementation and formation. Unlike Ottoman slaves, Safavid slaves were allowed to inherit “their father's assignments”.

The gholam unit was created by Abbas I after the assassination of powerful Qizilbash figure Murshid-Quli Khan in 1588/9. It was during the vizierate of Saru Taqi (1633-1645) under Abbas I that the gholams reached their zenith of power, occupying all the important offices of the Safavid state."	false
unit_description_texts_description_text_east_missile_cavalry_mirza	Medieval cavalry in chainmail may look hopelessly old fashioned, but it is a foolish enemy who underestimates these men.	false
unit_description_texts_long_description_text_east_missile_cavalry_mirza	"

Their tactics involve galloping up to a slower enemy, delivering a devastating volley, and then riding away again. If this does not break a foe’s line, they can then fight in melee with their sabres until they do win! Armour and weight, however, do not help much when facing the cannons’ blast or when trying to break into a well-formed infantry square.

Internally, the khanate territory was divided among the beys, and beneath the beys were mirzas from noble families. The relationship of peasants or herdsmen to their mirzas was not feudal. They were free and the Islamic law protected them from losing their rights. During the reforms by the last khan Şahin Giray, the internal structure was changed following the Turkish pattern: the nobles' landholdings were proclaimed the domain of the khan and reorganized into qadılıqs (provinces governed by representatives of the khan)."	false
unit_description_texts_description_text_east_pikemen_sadrosho	These “feudal” troops are armed in traditional style and, while cheap, may not be as reliable as regular forces. 	false
unit_description_texts_long_description_text_east_pikemen_sadrosho	"

Sadrosho (literally, “of a banner”) was an administrative division in medieval and early modern Georgia which supplied men for a subdivision of the army marked by its own banner. A tactical unit furnished by this territorial unit was also known as sadrosho, each under the command of a military official, sardali.

With the fragmentation of the Kingdom of Georgia in the latter half of the 15th century, the unified military organization collapsed and the three successor kingdoms - Kakheti, Kartli, and Imereti - reestablished their own systems of sadrosho. Over time, the number and administration of sadrosho underwent several changes, but the system survived until the Russian annexation of the Georgian monarchies in the early 19th century."	false
unit_description_texts_description_text_east_zamburak_camel_gunners	Zamburak is a specialized form of self-propelled artillery, featuring small swivel guns mounted on and fired from camels.	false
unit_description_texts_long_description_text_east_zamburak_camel_gunners	"

The name is derived from ""zambur"", the Persian word for wasp, possibly in reference to the sound earlier camel-mounted crossbows made. The camel's mobility combined with the swivel gun's flexibility and heavy firepower makes an intimidating military unit, although the cannon's accuracy and range are rather low. The light cannon is also not particularly useful against heavy fortifications.

By the eighteenth century, usage of Zamburak became popular in the Indian subcontinent as well. In 1761, the Durrani conqueror, Ahmed Shah Durrani (also Ahmed Shah Abdali) used around 2000 camel guns in a battle against the Marathas, which proved to be a decisive factor in routing the Maratha forces near Panipat."	false
unit_description_texts_description_text_east_sipahi_cavalry_colonial	Sowars are superb horsemen and their ornate lances are deadly when brought to bear at the charge.	false
unit_description_texts_long_description_text_east_sipahi_cavalry_colonial	"

Though prematurely abandoned by many European armies, the lance remains a formidable weapon when used at the charge, concentrating the weight of horse and rider into a single needle-sharp point. The lance has retained its popularity in India, a centre of excellence with the weapon.

The term ‘sowar’ has its roots in ancient Persian where it means simply ‘rider’. In common with cavalry formations the world over, sowars have an air of high status and their elaborate arms, mounts and armour underline the fact that they are not mere foot-sloggers. A general who can call on their knows that once battle is joined, the shock of their charge, skilfully applied, can swiftly destroy all but the most resolute and disciplined enemy."	false
unit_description_texts_description_text_mameluks	Mamluks are fearless light horsemen, deadly when deployed against a broken or unsupported enemy.	false
unit_description_texts_long_description_text_mameluks	"

Mounted on tireless light horses and armed with scimitars, they are commonly employed to harass an enemy force, restricting its space to manoeuvre easily. Once battle is fully joined, they will often time their charges to coincide with those of a supporting infantry unit, seeking to break the enemy quickly then wreaking havoc amongst them as they flee.

Mamluks were traditionally slave soldiers of the various caliphs and sultans of the Middle Ages, captured as children and raised in the Islamic faith to provide their master with a force of men unconnected to any other part of the hierarchy. Over time, the Mamluks accrued power of their own and even went as far as seizing control of Egypt; they founded a Mamluk Sultanate in 1250. Though the Mamluks’ strength enabled the Sultanate to repel several invasions by Christian crusaders and Mongols, it was eventually overpowered by the Ottoman Empire in 1517. The Mamluks so came into the service of the Sublime Porte."	false
factions_screen_name_mamelukes	Mamluk States	false
factions_screen_adjective_mamelukes	Mamluk	false
random_localisation_strings_string_defend_mamelukes	You are defending against a force of Mamluk attackers.	false
random_localisation_strings_string_attack_mamelukes	You are attacking an Mamluk force.	false
factions_screen_name_morocco	Sultanate of Morocco	false
factions_screen_name_punjab	Sikh Empire	false
factions_screen_adjective_punjab	Sikh	false
random_localisation_strings_string_defend_punjab	You are defending against a force of Sikh attackers.	false
random_localisation_strings_string_attack_punjab	You are attacking an Sikh force.	false
factions_screen_name_afghanistan	Durrani Empire	false
factions_screen_adjective_afghanistan	Durrani	false
random_localisation_strings_string_defend_afghanistan	You are defending against a force of Durrani attackers.	false
random_localisation_strings_string_attack_afghanistan	You are attacking an Durrani force.	false
start_pos_regions_rebel_faction_name_afghanistanmain_2	Afghan Rebels	false
start_pos_factions_description_-814102895	"The United States of America is a nation forged in the fires of revolution and rebellion against a British monarch seen as distant, foreign and tyrannical.

After the French and Indian Wars, the British government took an entirely unreasonable line: the American colonists should pay taxes to contribute to the navy and army that helped defend them. After all, those colonial fellows enjoyed the benefits of peace, protected by Britain’s expensive soldiers and sailors. The colonists had other views. The British responded with political stupidity and military ineptitude.

Aided, once they had rebelled, by the French Bourbons (who, for reasons of their own, had every wish to see Britain pre-occupied with war and then humiliated by seditious rebels), the Americans faced down Britain. The struggle split counties, cities, towns, even families, but it united the nation.

In its wake, the revolution left a new kind of nation, a republic where men choose their own destinies, and are not subject to the whims of kings. This spirit of independence is a source of strength: it is an idea worth defending! It is also a source of weakness, for Americans cherish the right to do as they think best. This is not necessarily a good thing in an army.

America now has a future of boundless possibilities. A continent stretches away to the West, and no one is entirely sure what is to be found there. The Atlantic swell washes against the eastern seaboard, and beckons American seamen onwards: trade and adventure lie that way too. There may still be scores to settle with the British in Canada, or ambitious nations from Europe to discourage. There is much to do, if this newest and boldest of nations is to survive and prosper!"	false
start_pos_factions_description_82	"Great Britain is not a natural creation, but the marriage of separate kingdoms and peoples. The new nation has been through a century of unparalleled turbulence: an unwelcome joining of Scotland and England; religious strife; civil wars; an executed king; military dictatorship; a populist monarch restored; and the overthrow of a second king. Less than 15 years ago, the hated Catholic James II was forced into exile in the Glorious Revolution and a Protestant monarchy restored. A short, vicious war in Ireland put paid to any chance of a Catholic Stuart restoration. Nonetheless, the exiled James Stuart has sympathisers, the Jacobites, throughout Britain. Despite – or perhaps because of – this turbulent history, Britain is an engine driving the scientific and cultural advancement of northern Europe: turmoil fuels creativity.

As an island nation, Britons have always looked to, as Shakespeare puts it:

“…the silver sea,
Which serves it in the office of a wall,
Or as a moat defensive to a house…”

Britain’s strength lies at sea, but in trade and colonisation as much as naval power. Trade taxes pay for the navy; the navy allows unhindered trade. The English Channel keeps the French at bay and, to a lesser extent, the Dutch. With Dutchman William III on the British throne, there is ambivalence in the traditional rivalry with the Netherlands!

The English and Scots like to think that they can sleep safe, that no foreign invader or tyranny need worry them. They are partly right, but only as long as there is no centralised Continental power. A nation that can unite the resources of Europe will surely crush the dream of Albion. This, then, is the fundamental aim of Britain: to side with the weak in Europe against the strong – and steal as many overseas possessions as possible while doing it!"	false
start_pos_factions_description_-1190433383	"Great Britain is not a natural creation, but the marriage of separate kingdoms and peoples. The new nation has been through a century of unparalleled turbulence: an unwelcome joining of Scotland and England; religious strife; civil wars; an executed king; military dictatorship; a populist monarch restored; and the overthrow of a second king. Less than 15 years ago, the hated Catholic James II was forced into exile in the Glorious Revolution and a Protestant monarchy restored. A short, vicious war in Ireland put paid to any chance of a Catholic Stuart restoration. Nonetheless, the exiled James Stuart has sympathisers, the Jacobites, throughout Britain. Despite – or perhaps because of – this turbulent history, Britain is an engine driving the scientific and cultural advancement of northern Europe: turmoil fuels creativity.

As an island nation, Britons have always looked to, as Shakespeare puts it:

“…the silver sea,
Which serves it in the office of a wall,
Or as a moat defensive to a house…”

Britain’s strength lies at sea, but in trade and colonisation as much as naval power. Trade taxes pay for the navy; the navy allows unhindered trade. The English Channel keeps the French at bay and, to a lesser extent, the Dutch. With Dutchman William III on the British throne, there is ambivalence in the traditional rivalry with the Netherlands!

The English and Scots like to think that they can sleep safe, that no foreign invader or tyranny need worry them. They are partly right, but only as long as there is no centralised Continental power. A nation that can unite the resources of Europe will surely crush the dream of Albion. This, then, is the fundamental aim of Britain: to side with the weak in Europe against the strong – and steal as many overseas possessions as possible while doing it!"	false
start_pos_factions_description_93	"France has had fifty years of military and administrative excellence under Louis XIV, the Sun King and his servants. They achieved this in spite of a backdrop of strife and rebellion sparked by France’s involvement in the Thirty Years War. Louis and his able ministers, Cardinals Richelieu and Mazarin, were able to steer France away from the feudal struggles that hampered growth, and they created a centralised government where the King’s power is absolute.

In 1700, France is the pre-eminent power in Western Europe, with an unrivalled army, vast colonies and a King who is respected and feared by all, both at home and abroad. Few nations pose any real threat to his well-equipped armies and heavily fortified borders.

The French Bourbon dynasty is strong, even though Louis XIV is aging. There are sons and relations aplenty, with legitimate claims to many titles. To the south, the lack of a Hapsburg heir in Spain – and the feeble-mindedness of Charles II – means that a Bourbon could one day rule in Madrid. A course of action that brings this about has much to recommend it. Of course, not all offshoots of the Hapsburg line are as weak as their Spanish cousins. The Austrian Habsburgs, and other European nations, may not be entirely willing to see a Frenchman or French nominee as King of Spain. No matter.

France is surrounded by possibilities, and beyond Europe there are other continents to conquer and colonise: New France in North America, and the riches of India. The untrustworthy British may have to be swept aside or crushed, but what is wrong with that?"	false
start_pos_factions_description_-189154842	"France has had fifty years of military and administrative excellence under Louis XIV, the Sun King and his servants. They achieved this in spite of a backdrop of strife and rebellion sparked by France’s involvement in the Thirty Years War. Louis and his able ministers, Cardinals Richelieu and Mazarin, were able to steer France away from the feudal struggles that hampered growth, and they created a centralised government where the King’s power is absolute.

In 1700, France is the pre-eminent power in Western Europe, with an unrivalled army, vast colonies and a King who is respected and feared by all, both at home and abroad. Few nations pose any real threat to his well-equipped armies and heavily fortified borders.

The French Bourbon dynasty is strong, even though Louis XIV is aging. There are sons and relations aplenty, with legitimate claims to many titles. To the south, the lack of a Hapsburg heir in Spain – and the feeble-mindedness of Charles II – means that a Bourbon could one day rule in Madrid. A course of action that brings this about has much to recommend it. Of course, not all offshoots of the Hapsburg line are as weak as their Spanish cousins. The Austrian Habsburgs, and other European nations, may not be entirely willing to see a Frenchman or French nominee as King of Spain. No matter.

France is surrounded by possibilities, and beyond Europe there are other continents to conquer and colonise: New France in North America, and the riches of India. The untrustworthy British may have to be swept aside or crushed, but what is wrong with that?"	false
start_pos_factions_description_84	"The history of Austria is one of warfare against invaders from the east, and the infidel Turks in particular. Originally, the Duchy was the eastern marches of the Holy Roman Empire (the Ostmark), and the defensive importance of Austria to the rest of Europe is immense. For nearly 250 years, the Ottoman Turks have hurled themselves against the bastion of Austria, reaching the gates of Vienna on more than one occasion. The last time was in 1683. Austrian bravery has kept them at bay, every time.

After the bloodletting of the last century – the Thirty Years War – within the Holy Roman Empire, Austria is a leading power among “the Germanies”. Leopold I, the ruling Hapsburg, has brought peace and prosperity, and maintained a first-class military machine (in particular, the Austrians have mastered the tactics of using light, irregular troops). This gives the Austrians the potential to become a truly great power, either within the borders of the old Empire, to the south in Italy, or to the east. This latter scheme requires the Turks to be persuaded – at sword point – that their destiny lies outside Europe. The Austrians also have much to be proud of in the arts, music and culture.

Beyond their immediate borders, there are other matters for the Hapsburgs to consider. The Spanish branch of the family is now close to extinction, as Charles II has failed to produce an heir, among his other problems. Perhaps Spain should remain a part of Hapsburg domains, but this might lead to confrontation with France. And then, of course, there are the pan-Slavic, Christian Orthodox ambitions of the Russian Tsar to consider…"	false
