version 1, schema effect_bonus_value_unit_class_junction_tables, guid 7915609c-3da9-4902-9c99-5a60cc7d0d95
unknown1(string)	unknown2(string)	unknown3(string)
"bos_general_mod_army_reload_rate"	"reload"	"infantry_matchlock"
"bos_general_mod_army_reload_rate"	"reload"	"infantry_militia"
"bos_general_mod_army_reload_rate"	"reload"	"infantry_special"
"bos_general_mod_bodyguard_accuracy"	"accuracy_mod"	"general"
"bos_general_mod_bodyguard_charge_bonus"	"charge_bonus"	"general"
"bos_general_mod_bodyguard_morale"	"morale"	"general"
"bos_general_mod_flagship_accuracy"	"accuracy_mod"	"naval_admiral"
"bos_general_mod_flagship_morale"	"morale"	"naval_admiral"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_admiral"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_cannon_ship"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_corvette"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_frigate"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_galleon"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_gunboat"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_heavy_ship"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_ironclad"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_light_ship"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_medium_ship"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_torpedoboat"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_trade_ship"
"bos_general_mod_navy_accuracy"	"accuracy_mod"	"naval_xebec"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_admiral"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_cannon_ship"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_corvette"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_frigate"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_galleon"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_gunboat"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_heavy_ship"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_ironclad"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_light_ship"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_medium_ship"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_torpedoboat"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_trade_ship"
"bos_general_mod_navy_reload_rate"	"reload"	"naval_xebec"
"bos_tech_naval_accuracy_mod"	"accuracy_mod"	"naval_galleon"
"bos_tech_unit_cannon_accuracy_mod"	"accuracy_mod"	"artillery_fixed"
"bos_tech_unit_cannon_accuracy_mod"	"accuracy_mod"	"artillery_foot"
"bos_tech_unit_land_ammo_mod"	"ammo_mod"	"cavalry_missile"
"bos_tech_unit_land_ammo_mod"	"ammo_mod"	"general"
"bos_tech_unit_land_ammo_mod"	"ammo_mod"	"infantry_bow"
"bos_tech_unit_land_ammo_mod"	"ammo_mod"	"infantry_elite"
"bos_tech_unit_land_ammo_mod"	"ammo_mod"	"infantry_light"
"bos_tech_unit_land_ammo_mod"	"ammo_mod"	"infantry_line"
"bos_tech_unit_land_ammo_mod"	"ammo_mod"	"infantry_matchlock"
"bos_veteran_mod_artillery_reload_rate"	"reload"	"artillery_fixed"
"bos_veteran_mod_artillery_reload_rate"	"reload"	"artillery_foot"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"cavalry_missile"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"general"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"infantry_bow"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"infantry_elite"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"infantry_light"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"infantry_line"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"infantry_matchlock"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"infantry_militia"
"bos_veteran_mod_marksmanship_inf_cav"	"accuracy_mod"	"infantry_special"
"bos_veteran_mod_marksmanship_rifles"	"accuracy_mod"	"cavalry_missile"
"bos_veteran_mod_marksmanship_rifles"	"accuracy_mod"	"infantry_elite"
"bos_veteran_mod_marksmanship_rifles"	"accuracy_mod"	"infantry_heavy"
"bos_veteran_mod_marksmanship_rifles"	"accuracy_mod"	"infantry_light"
"bos_veteran_mod_marksmanship_rifles"	"accuracy_mod"	"infantry_line"
"bos_veteran_mod_marksmanship_rifles"	"accuracy_mod"	"infantry_special"
"bos_veteran_mod_reload_rate_all"	"reload"	"artillery_foot"
"bos_veteran_mod_reload_rate_all"	"reload"	"cavalry_missile"
"bos_veteran_mod_reload_rate_all"	"reload"	"general"
"bos_veteran_mod_reload_rate_all"	"reload"	"infantry_bow"
"bos_veteran_mod_reload_rate_all"	"reload"	"infantry_elite"
"bos_veteran_mod_reload_rate_all"	"reload"	"infantry_light"
"bos_veteran_mod_reload_rate_all"	"reload"	"infantry_line"
"bos_veteran_mod_reload_rate_all"	"reload"	"infantry_matchlock"
"bos_veteran_mod_reload_rate_all"	"reload"	"infantry_special"
"bos_veteran_mod_reload_rate_rifles"	"reload"	"cavalry_missile"
"bos_veteran_mod_reload_rate_rifles"	"reload"	"infantry_elite"
"bos_veteran_mod_reload_rate_rifles"	"reload"	"infantry_heavy"
"bos_veteran_mod_reload_rate_rifles"	"reload"	"infantry_light"
"bos_veteran_mod_reload_rate_rifles"	"reload"	"infantry_line"
"bos_veteran_mod_reload_rate_rifles"	"reload"	"infantry_special"
"gem_clan_trait_minamoto_kamakura_reload"	"reload"	"cavalry_missile"
"gem_clan_trait_minamoto_kamakura_reload"	"reload"	"general"
"gem_clan_trait_minamoto_kamakura_reload"	"reload"	"infantry_bow"
"gem_general_accuracy_bonus"	"accuracy_mod"	"general"
"general_bodyguard_charge_bonus"	"charge_bonus"	"general"
"mod_ship_morale_local"	"morale"	"naval_admiral"
"mod_ship_morale_local"	"morale"	"naval_cannon_ship"
"mod_ship_morale_local"	"morale"	"naval_galleon"
"mod_ship_morale_local"	"morale"	"naval_heavy_ship"
"mod_ship_morale_local"	"morale"	"naval_light_ship"
"mod_ship_morale_local"	"morale"	"naval_medium_ship"
"mod_ship_morale_local"	"morale"	"naval_trade_ship"
"mod_ship_morale_local"	"morale"	"naval_xebec"
"mod_unit_recruitment_cost_siege"	"cost_mod"	"artillery_fixed"
"mod_unit_recruitment_cost_siege"	"cost_mod"	"siege"
"mod_unit_reload_rate_powder"	"reload"	"artillery_fixed"
"mod_unit_reload_rate_powder"	"reload"	"infantry_matchlock"
"mod_unit_reload_rate_powder"	"reload"	"siege"
"mod_unit_reload_rate"	"reload"	"infantry_bow"
"mod_unit_upkeep_siege"	"upkeep_mod"	"artillery_fixed"
"mod_unit_upkeep_siege"	"upkeep_mod"	"siege"
"mod_unit_xp_artillery"	"unit_xp_mod"	"artillery_fixed"
"mod_unit_xp_artillery"	"unit_xp_mod"	"siege"
"mod_unit_xp_matchlock"	"unit_xp_mod"	"infantry_matchlock"
"mod_unit_xp_ranged_infantry"	"unit_xp_mod"	"infantry_bow"
"mod_unit_xp_spearmen"	"unit_xp_mod"	"cavalry_lancers"
"mod_unit_xp_spearmen"	"unit_xp_mod"	"infantry_heavy"
"mod_unit_xp_spearmen"	"unit_xp_mod"	"infantry_spearman"
"mod_unit_xp_swordsmen"	"unit_xp_mod"	"cavalry_sword"
"mod_unit_xp_swordsmen"	"unit_xp_mod"	"infantry_sword"
"tech_unit_archer_acc_mod"	"accuracy_mod"	"cavalry_missile"
"tech_unit_archer_acc_mod"	"accuracy_mod"	"infantry_bow"
"tech_unit_archer_reload_mod"	"reload"	"cavalry_missile"
"tech_unit_archer_reload_mod"	"reload"	"infantry_bow"
"tech_unit_land_ammo_mod"	"ammo_mod"	"cavalry_missile"
"tech_unit_land_ammo_mod"	"ammo_mod"	"general"
"tech_unit_land_ammo_mod"	"ammo_mod"	"infantry_bow"
"tech_unit_land_ammo_mod"	"ammo_mod"	"infantry_matchlock"
"tech_unit_musket_acc_mod"	"accuracy_mod"	"infantry_matchlock"
"tech_unit_spear_xp_bonus"	"unit_xp_mod"	"cavalry_lancers"
"tech_unit_spear_xp_bonus"	"unit_xp_mod"	"infantry_heavy"
"tech_unit_spear_xp_bonus"	"unit_xp_mod"	"infantry_spearman"
"tech_unit_sword_xp_bonus"	"unit_xp_mod"	"cavalry_sword"
"tech_unit_sword_xp_bonus"	"unit_xp_mod"	"infantry_sword"
"unit_archer_reload_mod"	"reload"	"cavalry_missile"
"unit_archer_reload_mod"	"reload"	"infantry_bow"
"upkeep_cost_mod_category_artillery"	"upkeep_mod"	"artillery_foot"
