version 1, schema battle_type_unit_to_faction_presets_tables
unknown1(string)	unknown2(int)	Unit_IDRef(string)	unknown3(int)
"58"	5	"Cav_Lancer_French_Cheveau_Legers_Lancers"	0
"59"	5	"Cav_Lancer_French_Cheveau_Legers_Lancers"	0
"60"	5	"Cav_Heavy_French_Dragoons"	0
"61"	5	"Inf_Elite_French_Old_Guard"	0
"62"	5	"Inf_Elite_French_Young_Guard"	0
"63"	5	"Inf_Gren_French_Grenadiers"	0
"64"	5	"Inf_Line_French_Fusiliers"	0
"65"	5	"Inf_Line_French_Fusiliers"	0
"66"	5	"Inf_Line_French_Fusiliers"	0
"67"	5	"Inf_Line_French_Fusiliers"	0
"68"	5	"Inf_Line_French_Fusiliers"	0
"69"	5	"Inf_Militia_French_National_Guard"	0
"70"	5	"Inf_Militia_French_National_Guard"	0
"71"	6	"Gen_Generals_Staff"	0
"72"	6	"Cav_Stand_Portuguese_Cavalry"	1
"73"	6	"Cav_Stand_Portuguese_Cavalry"	1
"74"	6	"Cav_Stand_Portuguese_Cavalry"	1
"75"	6	"Cav_Stand_Portuguese_Cavalry"	1
"76"	6	"Art_Foot_Portuguese_12_lber"	0
"77"	6	"Art_Foot_Portuguese_12_lber"	0
"78"	6	"Inf_Gren_Portuguese_Grenadiers"	0
"79"	6	"Inf_Gren_Portuguese_Grenadiers"	0
"80"	6	"Inf_Light_Portuguese_Cazadores"	0
"81"	6	"Inf_Light_Portuguese_Cazadores"	0
"82"	6	"Inf_Line_Portuguese_Infantry"	0
"83"	6	"Inf_Line_Portuguese_Infantry"	0
"84"	6	"Inf_Line_Portuguese_Infantry"	0
"85"	6	"Inf_Line_Portuguese_Infantry"	0
"86"	6	"Inf_Light_Portuguese_Cazadores"	0
"87"	6	"Inf_Skirm_Portuguese_Tiradores"	0
"88"	6	"Inf_Skirm_Portuguese_Tiradores"	0
"89"	6	"Inf_Line_Portuguese_Infantry"	0
"90"	7	"Gen_Generals_Staff"	0
"91"	7	"Art_Foot_Prussian_7_lber_Howitzer"	0
"92"	7	"Art_Foot_Prussian_12_lber"	0
"93"	7	"Cav_Light_Prussian_Hussars"	0
"94"	7	"Cav_Lancer_Prussian_Lancers"	0
"95"	7	"Inf_Elite_Prussian_Foot_Guards"	0
"96"	7	"Inf_Gren_Prussian_Grenadiers"	0
"97"	7	"Inf_Line_Prussian_Musketeers"	0
"98"	7	"Inf_Line_Prussian_Musketeers"	0
"99"	7	"Inf_Line_Prussian_Musketeers"	0
"100"	7	"Inf_Line_Prussian_Musketeers"	0
"101"	7	"Inf_Light_Prussian_Fusiliers"	0
"102"	7	"Inf_Militia_Prussian_Landwehr"	0
"103"	7	"Inf_Militia_Prussian_Landwehr"	0
"104"	7	"Inf_Skirm_Prussian_Silesian_Schuetzen"	0
"105"	7	"Inf_Skirm_Prussian_Jager"	0
"106"	7	"Inf_Line_Prussian_Musketeers"	0
"107"	7	"Inf_Line_Prussian_Musketeers"	0
"108"	7	"Inf_Line_Prussian_Musketeers"	0
"109"	8	"Gen_Generals_Staff"	0
"110"	8	"Art_Foot_Russian_10_lber_Unicorn"	0
"111"	8	"Art_Horse_Russian_6_lber"	0
"112"	8	"Cav_Heavy_Russian_Lifeguard_Horse"	0
"113"	8	"Cav_Lancer_Russian_Cossack_Cavalry"	0
"114"	8	"Cav_Lancer_Russian_Cossack_Cavalry"	1
"115"	8	"Inf_Elite_Russian_Lifeguard_Foot"	0
"116"	8	"Inf_Gren_Russian_Grenadiers"	0
"117"	8	"Inf_Line_Russian_Musketeers"	0
"118"	8	"Inf_Line_Russian_Musketeers"	0
"119"	8	"Inf_Line_Russian_Musketeers"	0
"120"	8	"Inf_Line_Russian_Musketeers"	0
"121"	8	"Inf_Line_Russian_Musketeers"	0
"122"	8	"Inf_Line_Russian_Musketeers"	0
"123"	8	"Cav_Heavy_Russian_Dragoons"	0
"124"	8	"Inf_Militia_Russian_Opelchenie"	0
"125"	8	"Inf_Militia_Russian_Opelchenie"	0
"126"	8	"Inf_Light_Russian_Jager"	0
"127"	9	"Gen_Generals_Staff"	0
"128"	9	"Cav_Heavy_Spanish_Coraceros_Espanoles"	0
"129"	9	"Cav_Heavy_Spanish_Dragoons"	1
"130"	9	"Cav_Light_Spanish_Hussars"	0
"131"	9	"Cav_Light_Spanish_Husares_de_Valpenas_Guerrilla"	0
"132"	9	"Cav_Light_Spanish_Hussars"	0
"133"	9	"Art_Foot_Spanish_12_lber"	0
"134"	9	"Art_Foot_Spanish_9_lber"	0
"135"	9	"Inf_Elite_Spanish_Walloon_Guards"	1
"136"	9	"Art_Foot_Spanish_12_lber"	0
"137"	9	"Inf_Gren_Spanish_Grenadiers"	0
"138"	9	"Inf_Gren_Spanish_Grenadiers"	0
"139"	9	"Inf_Line_Spanish_Fusiliers"	0
"140"	9	"Inf_Line_Spanish_Fusiliers"	0
"141"	9	"Inf_Line_Spanish_Fusiliers"	0
"142"	9	"Inf_Line_Spanish_Fusiliers"	0
"143"	9	"Inf_Light_Spanish_Light_Infantry"	0
"144"	9	"Inf_Light_Spanish_Light_Infantry"	0
"145"	9	"Inf_Light_Spanish_Light_Infantry"	0
"146"	10	"Gen_Generals_Staff"	0
"147"	10	"Cav_Heavy_Life_Guards_of_Horse"	1
"148"	10	"Cav_Heavy_Life_Guards_of_Horse"	1
"149"	10	"Art_Foot_7_lber_Howitzer"	0
"150"	10	"Art_Horse_6_lber"	0
"151"	10	"Cav_Light_Hussars"	0
"152"	10	"Cav_Light_Hussars"	0
"153"	10	"Inf_Elite_Life_Guards_of_Foot"	0
"154"	10	"Inf_Line_Line_Infantry"	0
"155"	10	"Inf_Line_Line_Infantry"	0
"156"	10	"Inf_Line_Line_Infantry"	0
"157"	10	"Inf_Line_Line_Infantry"	0
"158"	10	"Inf_Line_Line_Infantry"	0
"159"	10	"Inf_Line_Line_Infantry"	0
"160"	10	"Inf_Line_Line_Infantry"	0
"161"	10	"Inf_Militia_Militia"	0
"162"	10	"Inf_Militia_Militia"	0
"163"	10	"Inf_Skirm_Jager"	0
"164"	10	"Inf_Skirm_Jager"	0
"165"	11	"Gen_Generals_Staff"	0
"166"	11	"Cav_Heavy_Carabiniers"	0
"167"	11	"Cav_Heavy_Carabiniers"	0
"168"	11	"Cav_Light_Light_Dragoons"	0
"169"	11	"Art_Foot_12_lber"	0
"170"	11	"Art_Foot_7_lber_Howitzer"	1
"171"	11	"Inf_Line_Line_Infantry"	0
"172"	11	"Inf_Militia_Militiamen"	0
"173"	11	"Inf_Gren_Grenadiers"	0
"174"	11	"Inf_Gren_Grenadiers"	0
"175"	11	"Inf_Line_Line_Infantry"	0
"176"	11	"Inf_Line_Line_Infantry"	0
"177"	11	"Inf_Line_Line_Infantry"	0
"178"	11	"Inf_Line_Line_Infantry"	0
"179"	11	"Inf_Light_Dutch_Flanquers"	0
"180"	11	"Inf_Light_Dutch_Flanquers"	0
"181"	11	"Inf_Light_Dutch_Flanquers"	0
"182"	11	"Inf_Skirm_Nassau_Jager"	0
"183"	11	"Inf_Skirm_Nassau_Jager"	0
"184"	11	"Inf_Skirm_Nassau_Jager"	0
"185"	12	"Gen_Generals_Bodyguard"	0
"186"	12	"Cav_Heavy_Ottoman_Silahtar_Guard"	1
"187"	12	"Cav_Heavy_Ottoman_Siphai_Cavalry"	1
"188"	12	"Cav_Heavy_Ottoman_Siphai_Cavalry"	1
"189"	12	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	0
"190"	12	"Cav_Light_Ottoman_Deli_Horsemen"	0
"191"	12	"Art_Foot_Ottoman_Howitzers"	2
"192"	12	"Art_Foot_Ottoman_18_lber"	2
"193"	12	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"194"	12	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"195"	12	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"196"	12	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"197"	12	"Inf_Melee_Ottoman_Cemaat_Janissaries"	1
"198"	12	"Inf_Melee_Ottoman_Cemaat_Janissaries"	1
"199"	12	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"200"	12	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"201"	12	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"202"	12	"Inf_Irreg_Ottoman_Azzars"	0
"203"	12	"Inf_Irreg_Ottoman_Azzars"	0
"204"	12	"Inf_Irreg_Ottoman_Azzars"	0
"205"	13	"Gen_Generals_Staff"	0
"206"	13	"Cav_Heavy_Austrian_Dragoons"	0
"207"	13	"Cav_Light_Austrian_Hungarian_Hussars"	0
"208"	13	"Art_Foot_Austrian_6_lber"	0
"209"	13	"Art_Foot_Austrian_7_lber_Howitzer"	0
"210"	13	"Inf_Line_Austrian_German_Fusiliers"	0
"211"	13	"Inf_Line_Austrian_German_Fusiliers"	0
"212"	13	"Inf_Line_Austrian_German_Fusiliers"	0
"213"	13	"Inf_Gren_Austrian_Hungarian_Grenadiers"	0
"214"	13	"Inf_Gren_Austrian_Hungarian_Grenadiers"	0
"215"	13	"Inf_Gren_Austrian_Hungarian_Grenadiers"	0
"216"	13	"Inf_Light_Austrian_Grenzers"	0
"217"	13	"Inf_Light_Austrian_Grenzers"	0
"218"	13	"Inf_Skirm_Austrian_Windbucshe_Jager"	0
"219"	14	"Gen_Generals_Staff"	0
"220"	14	"Cav_Heavy_British_Royal_Scots_Greys"	0
"221"	14	"Cav_Heavy_British_Dragoons"	0
"222"	14	"Art_Horse_British_6_lber"	0
"223"	14	"Art_Foot_British_5_In_Howitzer"	0
"224"	14	"Inf_Line_British_Highland_Foot"	0
"225"	14	"Inf_Line_British_Highland_Foot"	0
"226"	14	"Inf_Line_British_Foot"	0
"227"	14	"Inf_Line_British_Foot"	0
"228"	14	"Inf_Line_British_Foot"	0
"229"	14	"Inf_Line_British_Foot"	0
"230"	14	"Inf_Skirm_British_Rifles"	0
"231"	14	"Inf_Skirm_British_Rifles"	0
"232"	15	"Gen_Generals_Staff"	0
"233"	15	"Gen_Generals_Staff"	0
"234"	15	"Cav_Heavy_Cuirassiers"	0
"235"	15	"Cav_Light_Light_Dragoons"	0
"236"	15	"Art_Horse_6_lber"	0
"237"	15	"Art_Foot_7_lber_Howitzer"	0
"238"	15	"Inf_Elite_Life_Guards_of_Foot"	0
"239"	15	"Inf_Elite_Life_Guards_of_Foot"	0
"240"	15	"Inf_Line_Line_Infantry"	0
"241"	15	"Inf_Line_Line_Infantry"	0
"242"	15	"Inf_Line_Line_Infantry"	0
"243"	15	"Inf_Line_Line_Infantry"	0
"244"	15	"Inf_Skirm_Norwegian_Ski_Troops"	0
"245"	15	"Inf_Skirm_Norwegian_Ski_Troops"	0
"246"	15	"Inf_Skirm_Norwegian_Ski_Troops"	0
"247"	16	"Gen_Generals_Staff"	0
"248"	16	"Cav_Heavy_French_Cuirassiers"	0
"249"	16	"Art_Horse_French_Artillerie_a_Cheval"	0
"250"	16	"Art_Foot_French_Artillerie_a_Pied"	0
"251"	16	"Inf_Line_French_Fusiliers"	0
"252"	16	"Inf_Line_French_Fusiliers"	0
"253"	16	"Inf_Line_French_Fusiliers"	0
"254"	16	"Inf_Line_French_Fusiliers"	0
"255"	16	"Inf_Line_French_Fusiliers"	0
"256"	16	"Inf_Line_French_Fusiliers"	0
"257"	16	"Cav_Light_French_Chasseurs_a_Cheval"	0
"258"	16	"Inf_Skirm_French_Voltiguers"	0
"259"	16	"Inf_Skirm_French_Voltiguers"	0
"260"	17	"Gen_Generals_Staff"	0
"261"	17	"Cav_Stand_Portuguese_Cavalry"	0
"262"	17	"Cav_Stand_Portuguese_Cavalry"	0
"263"	17	"Art_Foot_Portuguese_12_lber"	0
"264"	17	"Art_Foot_Portuguese_12_lber"	0
"265"	17	"Inf_Gren_Portuguese_Grenadiers"	0
"266"	17	"Inf_Gren_Portuguese_Grenadiers"	0
"267"	17	"Inf_Line_Portuguese_Infantry"	0
"268"	17	"Inf_Line_Portuguese_Infantry"	0
"269"	17	"Inf_Line_Portuguese_Infantry"	0
"270"	17	"Inf_Line_Portuguese_Infantry"	0
"271"	17	"Inf_Light_Portuguese_Cazadores"	0
"272"	17	"Inf_Light_Portuguese_Cazadores"	0
"273"	17	"Inf_Skirm_Portuguese_Tiradores"	0
"274"	18	"Gen_Generals_Staff"	0
"275"	18	"Cav_Lancer_Prussian_Towarczys"	0
"276"	18	"Cav_Light_Prussian_Hussars"	0
"277"	18	"Art_Horse_Prussian_6_lber"	0
"278"	18	"Art_Foot_Prussian_7_lber_Howitzer"	0
"279"	18	"Inf_Gren_Prussian_Grenadiers"	1
"280"	18	"Inf_Gren_Prussian_Grenadiers"	1
"281"	18	"Inf_Line_Prussian_Musketeers"	0
"282"	18	"Inf_Line_Prussian_Musketeers"	0
"283"	18	"Inf_Light_Prussian_Fusiliers"	1
"284"	18	"Inf_Light_Prussian_Fusiliers"	1
"285"	18	"Inf_Skirm_Prussian_Silesian_Schuetzen"	0
"286"	18	"Inf_Skirm_Prussian_Silesian_Schuetzen"	0
"287"	18	"Inf_Skirm_Prussian_Jager"	0
"288"	19	"Gen_Generals_Staff"	0
"289"	19	"Cav_Heavy_Russian_Dragoons"	0
"290"	19	"Cav_Lancer_Russian_Cossack_Cavalry"	0
"291"	19	"Cav_Lancer_Russian_Cossack_Cavalry"	0
"292"	19	"Art_Foot_Russian_10_lber_Unicorn"	0
"293"	19	"Art_Foot_Russian_10_lber_Unicorn"	0
"294"	19	"Inf_Elite_Russian_Lifeguard_Foot"	0
"295"	19	"Inf_Gren_Russian_Pavlovsk_Grenadiers"	0
"296"	19	"Inf_Line_Russian_Musketeers"	0
"297"	19	"Inf_Line_Russian_Musketeers"	0
"298"	19	"Inf_Line_Russian_Musketeers"	0
"299"	19	"Inf_Line_Russian_Musketeers"	0
"300"	19	"Inf_Light_Russian_Jager"	0
"301"	19	"Inf_Light_Russian_Jager"	0
"302"	20	"Gen_Generals_Staff"	0
"303"	20	"Cav_Heavy_Spanish_Coraceros_Espanoles"	0
"304"	20	"Cav_Light_Spanish_Hussars"	0
"305"	20	"Art_Foot_Spanish_9_lber"	0
"306"	20	"Art_Foot_Spanish_9_lber"	0
"307"	20	"Inf_Elite_Spanish_Walloon_Guards"	0
"308"	20	"Inf_Gren_Spanish_Grenadiers"	0
"309"	20	"Inf_Line_Spanish_Fusiliers"	0
"310"	20	"Inf_Line_Spanish_Fusiliers"	0
"311"	20	"Inf_Line_Spanish_Fusiliers"	0
"312"	20	"Inf_Line_Spanish_Fusiliers"	0
"313"	20	"Inf_Light_Spanish_Light_Infantry"	0
"314"	20	"Inf_Light_Spanish_Light_Infantry"	0
"315"	20	"Inf_Light_Spanish_Light_Infantry"	0
"316"	20	"Inf_Militia_Spanish_Provincial_Militia"	0
"317"	21	"Gen_Generals_Staff"	0
"318"	21	"Cav_Heavy_Dragoons"	0
"319"	21	"Cav_Heavy_Dragoons"	0
"320"	21	"Cav_Light_Hussars"	0
"321"	21	"Cav_Light_Hussars"	0
"322"	21	"Cav_Light_Hussars"	0
"323"	21	"Art_Horse_6_lber"	0
"324"	21	"Art_Foot_6_lber"	0
"325"	21	"Inf_Line_Line_Infantry"	0
"326"	21	"Inf_Line_Line_Infantry"	0
"327"	21	"Inf_Line_Line_Infantry"	0
"328"	21	"Inf_Line_Line_Infantry"	0
"329"	21	"Inf_Line_Line_Infantry"	0
"330"	21	"Inf_Line_Line_Infantry"	0
"331"	21	"Inf_Skirm_Jager"	0
"332"	21	"Inf_Skirm_Jager"	0
"333"	22	"Gen_Generals_Staff"	0
"334"	22	"Cav_Heavy_Carabiniers"	0
"335"	22	"Cav_Heavy_Carabiniers"	0
"336"	22	"Cav_Light_Light_Dragoons"	0
"337"	22	"Art_Foot_12_lber"	0
"338"	22	"Art_Foot_7_lber_Howitzer"	0
"339"	22	"Inf_Gren_Grenadiers"	0
"340"	22	"Inf_Line_Line_Infantry"	0
"341"	22	"Inf_Line_Line_Infantry"	0
"342"	22	"Inf_Line_Line_Infantry"	0
"343"	22	"Inf_Line_Line_Infantry"	0
"344"	22	"Inf_Line_Line_Infantry"	0
"345"	22	"Inf_Light_Dutch_Flanquers"	0
"346"	22	"Inf_Skirm_Nassau_Jager"	0
"347"	22	"Inf_Skirm_Nassau_Jager"	0
"348"	23	"Gen_Generals_Bodyguard"	0
"349"	23	"Cav_Light_Ottoman_Deli_Horsemen"	0
"350"	23	"Cav_Light_Ottoman_Deli_Horsemen"	0
"351"	23	"Cav_Heavy_Ottoman_Siphai_Cavalry"	0
"352"	23	"Art_Foot_Ottoman_18_lber"	0
"353"	23	"Art_Foot_Ottoman_Howitzers"	0
"354"	23	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"355"	23	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"356"	23	"Inf_Melee_Ottoman_Cemaat_Janissaries"	0
"357"	23	"Inf_Melee_Ottoman_Cemaat_Janissaries"	0
"358"	23	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"359"	23	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"360"	23	"Inf_Irreg_Ottoman_Azzars"	0
"361"	23	"Inf_Irreg_Ottoman_Azzars"	0
"362"	23	"Inf_Militia_Ottoman_Libyan_Bedouin"	0
"363"	23	"Inf_Militia_Ottoman_Libyan_Bedouin"	0
"364"	23	"Inf_Irreg_Ottoman_Bashi_Bazouks"	0
"365"	23	"Inf_Irreg_Ottoman_Bashi_Bazouks"	0
"366"	24	"Gen_Generals_Staff"	0
"367"	24	"Cav_Light_Austrian_Hungarian_Hussars"	0
"368"	24	"Art_Foot_Austrian_6_lber"	0
"369"	24	"Inf_Line_Austrian_German_Fusiliers"	0
"370"	24	"Inf_Line_Austrian_German_Fusiliers"	0
"371"	24	"Inf_Line_Austrian_Hungarian_Fusiliers"	0
"372"	24	"Inf_Line_Austrian_Hungarian_Fusiliers"	0
"373"	24	"Inf_Skirm_Austrian_Jager"	0
"374"	24	"Inf_Skirm_Austrian_Jager"	0
"375"	25	"Gen_Generals_Staff"	0
"376"	25	"Gen_Generals_Staff"	0
"377"	25	"Cav_Light_British_Light_Dragoons"	0
"378"	25	"Art_Foot_British_6_lber"	0
"379"	25	"Inf_Line_British_Highland_Foot"	1
"380"	25	"Inf_Line_British_Highland_Foot"	1
"381"	25	"Inf_Line_British_Foot"	0
"382"	25	"Inf_Line_British_Foot"	0
"383"	25	"Inf_Skirm_British_Rifles"	0
"384"	26	"Gen_Generals_Staff"	0
"385"	26	"Cav_Heavy_Dragoons"	1
"386"	26	"Art_Horse_6_lber"	0
"387"	26	"Inf_Line_Line_Infantry"	0
"388"	26	"Inf_Line_Line_Infantry"	0
"389"	26	"Inf_Line_Line_Infantry"	0
"390"	26	"Inf_Line_Line_Infantry"	0
"391"	26	"Inf_Skirm_Norwegian_Ski_Troops"	1
"392"	26	"Inf_Skirm_Norwegian_Ski_Troops"	1
"393"	27	"Gen_Generals_Staff"	0
"394"	27	"Cav_Light_French_Chasseurs_a_Cheval"	1
"395"	27	"Art_Foot_French_6_In_Howitzer"	0
"396"	27	"Inf_Line_French_Fusiliers"	0
"397"	27	"Inf_Line_French_Fusiliers"	0
"398"	27	"Inf_Line_French_Fusiliers"	0
"399"	27	"Inf_Line_French_Revolutionary_Infantry"	0
"400"	27	"Inf_Line_French_Revolutionary_Infantry"	0
"401"	27	"Inf_Skirm_French_Voltiguers"	0
"402"	28	"Gen_Generals_Staff"	0
"403"	28	"Cav_Heavy_Austrian_Dragoons"	0
"404"	28	"Cav_Heavy_Austrian_Dragoons"	0
"405"	28	"Art_Foot_Austrian_6_lber"	0
"406"	28	"Art_Foot_Austrian_7_lber_Howitzer"	0
"407"	28	"Inf_Line_Austrian_German_Fusiliers"	0
"408"	28	"Inf_Line_Austrian_German_Fusiliers"	0
"409"	28	"Inf_Line_Austrian_German_Fusiliers"	0
"410"	28	"Inf_Line_Austrian_German_Fusiliers"	0
"411"	28	"Inf_Line_Austrian_Hungarian_Fusiliers"	0
"412"	28	"Inf_Line_Austrian_Hungarian_Fusiliers"	0
"413"	28	"Cav_Lancer_Austrian_Ulans"	0
"414"	28	"Inf_Light_Austrian_Grenzers"	0
"415"	28	"Inf_Militia_Austrian_Landesschutzen"	0
"416"	29	"Gen_Generals_Staff"	0
"417"	29	"Cav_Heavy_British_Dragoons"	0
"418"	29	"Cav_Heavy_British_Dragoons"	0
"419"	29	"Art_Foot_British_6_lber"	0
"420"	29	"Art_Foot_British_5_In_Howitzer"	0
"421"	29	"Inf_Line_British_Highland_Foot"	0
"422"	29	"Inf_Line_British_Highland_Foot"	0
"423"	29	"Inf_Line_British_Foot"	0
"424"	29	"Inf_Line_British_Foot"	0
"425"	29	"Inf_Militia_British_Fencibles"	0
"426"	29	"Inf_Militia_British_Fencibles"	0
"427"	29	"Inf_Line_British_KGL_Foot"	0
"428"	29	"Inf_Light_British_Light_Foot"	0
"429"	30	"Gen_Generals_Staff"	0
"430"	30	"Cav_Light_Light_Dragoons"	0
"431"	30	"Cav_Light_Light_Dragoons"	0
"432"	30	"Art_Foot_6_lber"	0
"433"	30	"Art_Foot_7_lber_Howitzer"	0
"434"	30	"Inf_Militia_Militia"	3
"435"	30	"Inf_Line_Line_Infantry"	0
"436"	30	"Inf_Line_Line_Infantry"	0
"437"	30	"Inf_Line_Line_Infantry"	0
"438"	30	"Inf_Line_Line_Infantry"	0
"439"	30	"Inf_Line_Line_Infantry"	0
"440"	30	"Inf_Skirm_Norwegian_Ski_Troops"	0
"441"	30	"Inf_Skirm_Norwegian_Ski_Troops"	0
"442"	30	"Inf_Skirm_Sharpshooters"	0
"443"	31	"Gen_Generals_Staff"	0
"444"	31	"Cav_Heavy_French_Dragoons"	0
"445"	31	"Art_Foot_French_6_lber"	0
"446"	31	"Art_Foot_French_6_In_Howitzer"	0
"447"	31	"Inf_Line_French_Fusiliers"	0
"448"	31	"Inf_Line_French_Fusiliers"	0
"449"	31	"Inf_Line_French_Fusiliers"	0
"450"	31	"Inf_Line_French_Fusiliers"	0
"451"	31	"Inf_Line_French_Fusiliers"	0
"452"	31	"Inf_Line_French_Fusiliers"	0
"453"	31	"Cav_Light_French_Chasseurs_a_Cheval"	0
"454"	31	"Cav_Light_French_Chasseurs_a_Cheval"	0
"455"	31	"Inf_Skirm_French_Voltiguers"	0
"456"	32	"Gen_Generals_Staff"	0
"457"	32	"Cav_Stand_Portuguese_Cavalry"	1
"458"	32	"Cav_Stand_Portuguese_Cavalry"	1
"459"	32	"Art_Foot_Portuguese_12_lber"	0
"460"	32	"Art_Foot_Portuguese_6_lber"	0
"461"	32	"Inf_Line_Portuguese_Infantry"	0
"462"	32	"Inf_Line_Portuguese_Infantry"	0
"463"	32	"Inf_Line_Portuguese_Infantry"	0
"464"	32	"Inf_Line_Portuguese_Infantry"	0
"465"	32	"Inf_Line_Portuguese_Infantry"	0
"466"	32	"Inf_Militia_Portuguese_Militia"	0
"467"	32	"Inf_Skirm_Portuguese_Tiradores"	0
"468"	32	"Inf_Light_Portuguese_Cazadores"	0
"469"	32	"Inf_Light_Portuguese_Cazadores"	0
"470"	33	"Gen_Generals_Staff"	0
"471"	33	"Cav_Lancer_Prussian_Lancers"	0
"472"	33	"Cav_Lancer_Prussian_Lancers"	1
"473"	33	"Art_Horse_Prussian_6_lber"	0
"474"	33	"Art_Horse_Prussian_6_lber"	0
"475"	33	"Inf_Line_Prussian_Musketeers"	0
"476"	33	"Inf_Line_Prussian_Musketeers"	0
"477"	33	"Inf_Line_Prussian_Musketeers"	0
"478"	33	"Inf_Line_Prussian_Musketeers"	0
"479"	33	"Inf_Line_Prussian_Musketeers"	0
"480"	33	"Inf_Line_Prussian_Musketeers"	0
"481"	33	"Inf_Light_Prussian_Fusiliers"	0
"482"	33	"Inf_Light_Prussian_Fusiliers"	0
"483"	33	"Inf_Light_Prussian_Fusiliers"	0
"484"	34	"Gen_Generals_Staff"	0
"485"	34	"Cav_Lancer_Russian_Ulans"	0
"486"	34	"Cav_Lancer_Russian_Ulans"	0
"487"	34	"Cav_Lancer_Russian_Cossack_Cavalry"	0
"488"	34	"Art_Foot_Russian_10_lber_Unicorn"	0
"489"	34	"Art_Horse_Russian_6_lber"	0
"490"	34	"Inf_Line_Russian_Musketeers"	0
"491"	34	"Inf_Line_Russian_Musketeers"	0
"492"	34	"Inf_Line_Russian_Musketeers"	0
"493"	34	"Inf_Line_Russian_Musketeers"	0
