version 1, schema warscape_rigid_lod_tables
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
""	"RigidModels/Naval/kasuga/misc_05_dm3.rigid_model_v2"	"1_1"	"kasuga_misc_05_dm3"
""	"RigidModels/Naval/kasuga/misc_05_dm2.rigid_model_v2"	"1_1"	"kasuga_misc_05_dm2"
""	"RigidModels/Naval/kasuga/misc_05_dm1.rigid_model_v2"	"1_1"	"kasuga_misc_05_dm1"
""	"RigidModels/Naval/kasuga/misc_04_dm3.rigid_model_v2"	"1_1"	"kasuga_misc_04_dm3"
""	"RigidModels/Naval/kasuga/misc_04_dm2.rigid_model_v2"	"1_1"	"kasuga_misc_04_dm2"
""	"RigidModels/Naval/kasuga/misc_04_dm1.rigid_model_v2"	"1_1"	"kasuga_misc_04_dm1"
""	"RigidModels/Naval/kasuga/misc_03_dm3.rigid_model_v2"	"1_1"	"kasuga_misc_03_dm3"
""	"RigidModels/Naval/kasuga/misc_03_dm2.rigid_model_v2"	"1_1"	"kasuga_misc_03_dm2"
""	"RigidModels/Naval/kasuga/misc_03_dm1.rigid_model_v2"	"1_1"	"kasuga_misc_03_dm1"
""	"RigidModels/Naval/kasuga/misc_02_dm3.rigid_model_v2"	"1_1"	"kasuga_misc_02_dm3"
""	"RigidModels/Naval/kasuga/misc_02_dm2.rigid_model_v2"	"1_1"	"kasuga_misc_02_dm2"
""	"RigidModels/Naval/kasuga/misc_02_dm1.rigid_model_v2"	"1_1"	"kasuga_misc_02_dm1"
""	"RigidModels/Naval/kasuga/misc_01_dm3.rigid_model_v2"	"1_1"	"kasuga_misc_01_dm3"
""	"RigidModels/Naval/kasuga/misc_01_dm2.rigid_model_v2"	"1_1"	"kasuga_misc_01_dm2"
""	"RigidModels/Naval/kasuga/misc_01_dm1.rigid_model_v2"	"1_1"	"kasuga_misc_01_dm1"
""	"RigidModels/Naval/kasuga/mast_03_dm2.rigid_model_v2"	"1_1"	"kasuga_mast_03_dm2"
""	"RigidModels/Naval/kasuga/mast_03_dm1.rigid_model_v2"	"1_1"	"kasuga_mast_03_dm1"
""	"RigidModels/Naval/kasuga/mast_02_dm2.rigid_model_v2"	"1_1"	"kasuga_mast_02_dm2"
""	"RigidModels/Naval/kasuga/mast_02_dm1.rigid_model_v2"	"1_1"	"kasuga_mast_02_dm1"
""	"RigidModels/Naval/kasuga/mast_01_dm2.rigid_model_v2"	"1_1"	"kasuga_mast_01_dm2"
""	"RigidModels/Naval/kasuga/mast_01_dm1.rigid_model_v2"	"1_1"	"kasuga_mast_01_dm1"
""	"RigidModels/Naval/kasuga/bow_02_dm3.rigid_model_v2"	"1_1"	"kasuga_bow_02_dm3"
""	"RigidModels/Naval/kasuga/bow_02_dm2.rigid_model_v2"	"1_1"	"kasuga_bow_02_dm2"
""	"RigidModels/Naval/kasuga/bow_02_dm1.rigid_model_v2"	"1_1"	"kasuga_bow_02_dm1"
""	"RigidModels/Naval/kasuga/bow_01_dm3.rigid_model_v2"	"1_1"	"kasuga_bow_01_dm3"
""	"RigidModels/Naval/kasuga/bow_01_dm2.rigid_model_v2"	"1_1"	"kasuga_bow_01_dm2"
""	"RigidModels/Naval/kasuga/bow_01_dm1.rigid_model_v2"	"1_1"	"kasuga_bow_01_dm1"
