version 1, schema warscape_rigid_lod_tables
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
""	"RigidModels/Naval/l'ocean/port_03_dm2.rigid_model_v2"	"1_1"	"l'ocean_port_03_dm2"
""	"RigidModels/Naval/l'ocean/port_03_dm1.rigid_model_v2"	"1_1"	"l'ocean_port_03_dm1"
""	"RigidModels/Naval/l'ocean/port_02_dm3.rigid_model_v2"	"1_1"	"l'ocean_port_02_dm3"
""	"RigidModels/Naval/l'ocean/port_02_dm2.rigid_model_v2"	"1_1"	"l'ocean_port_02_dm2"
""	"RigidModels/Naval/l'ocean/port_02_dm1.rigid_model_v2"	"1_1"	"l'ocean_port_02_dm1"
""	"RigidModels/Naval/l'ocean/port_01_dm3.rigid_model_v2"	"1_1"	"l'ocean_port_01_dm3"
""	"RigidModels/Naval/l'ocean/port_01_dm2.rigid_model_v2"	"1_1"	"l'ocean_port_01_dm2"
""	"RigidModels/Naval/l'ocean/port_01_dm1.rigid_model_v2"	"1_1"	"l'ocean_port_01_dm1"
""	"RigidModels/Naval/l'ocean/misc_04_dm3.rigid_model_v2"	"1_1"	"l'ocean_misc_04_dm3"
""	"RigidModels/Naval/l'ocean/misc_04_dm2.rigid_model_v2"	"1_1"	"l'ocean_misc_04_dm2"
""	"RigidModels/Naval/l'ocean/misc_04_dm1.rigid_model_v2"	"1_1"	"l'ocean_misc_04_dm1"
""	"RigidModels/Naval/l'ocean/misc_03_dm3.rigid_model_v2"	"1_1"	"l'ocean_misc_03_dm3"
""	"RigidModels/Naval/l'ocean/misc_03_dm2.rigid_model_v2"	"1_1"	"l'ocean_misc_03_dm2"
""	"RigidModels/Naval/l'ocean/misc_03_dm1.rigid_model_v2"	"1_1"	"l'ocean_misc_03_dm1"
""	"RigidModels/Naval/l'ocean/misc_02_dm3.rigid_model_v2"	"1_1"	"l'ocean_misc_02_dm3"
""	"RigidModels/Naval/l'ocean/misc_02_dm2.rigid_model_v2"	"1_1"	"l'ocean_misc_02_dm2"
""	"RigidModels/Naval/l'ocean/misc_02_dm1.rigid_model_v2"	"1_1"	"l'ocean_misc_02_dm1"
""	"RigidModels/Naval/l'ocean/misc_01_dm3.rigid_model_v2"	"1_1"	"l'ocean_misc_01_dm3"
""	"RigidModels/Naval/l'ocean/misc_01_dm2.rigid_model_v2"	"1_1"	"l'ocean_misc_01_dm2"
""	"RigidModels/Naval/l'ocean/misc_01_dm1.rigid_model_v2"	"1_1"	"l'ocean_misc_01_dm1"
""	"RigidModels/Naval/l'ocean/mast_03_dm2.rigid_model_v2"	"1_1"	"l'ocean_mast_03_dm2"
""	"RigidModels/Naval/l'ocean/mast_03_dm1.rigid_model_v2"	"1_1"	"l'ocean_mast_03_dm1"
""	"RigidModels/Naval/l'ocean/mast_02_dm2.rigid_model_v2"	"1_1"	"l'ocean_mast_02_dm2"
""	"RigidModels/Naval/l'ocean/mast_02_dm1.rigid_model_v2"	"1_1"	"l'ocean_mast_02_dm1"
""	"RigidModels/Naval/l'ocean/mast_01_dm2.rigid_model_v2"	"1_1"	"l'ocean_mast_01_dm2"
""	"RigidModels/Naval/l'ocean/mast_01_dm1.rigid_model_v2"	"1_1"	"l'ocean_mast_01_dm1"
""	"RigidModels/Naval/l'ocean/bow_02_dm3.rigid_model_v2"	"1_1"	"l'ocean_bow_02_dm3"
""	"RigidModels/Naval/l'ocean/bow_02_dm2.rigid_model_v2"	"1_1"	"l'ocean_bow_02_dm2"
""	"RigidModels/Naval/l'ocean/bow_02_dm1.rigid_model_v2"	"1_1"	"l'ocean_bow_02_dm1"
""	"RigidModels/Naval/l'ocean/bow_01_dm3.rigid_model_v2"	"1_1"	"l'ocean_bow_01_dm3"
""	"RigidModels/Naval/l'ocean/bow_01_dm2.rigid_model_v2"	"1_1"	"l'ocean_bow_01_dm2"
""	"RigidModels/Naval/l'ocean/bow_01_dm1.rigid_model_v2"	"1_1"	"l'ocean_bow_01_dm1"
