version 1, schema warscape_rigid_lod_tables
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
""	"RigidModels/Naval/kaiten/port_03_dm1.rigid_model_v2"	"1_1"	"kaiten_port_03_dm1"
""	"RigidModels/Naval/kaiten/port_02_dm3.rigid_model_v2"	"1_1"	"kaiten_port_02_dm3"
""	"RigidModels/Naval/kaiten/port_02_dm2.rigid_model_v2"	"1_1"	"kaiten_port_02_dm2"
""	"RigidModels/Naval/kaiten/port_02_dm1.rigid_model_v2"	"1_1"	"kaiten_port_02_dm1"
""	"RigidModels/Naval/kaiten/port_01_dm3.rigid_model_v2"	"1_1"	"kaiten_port_01_dm3"
""	"RigidModels/Naval/kaiten/port_01_dm2.rigid_model_v2"	"1_1"	"kaiten_port_01_dm2"
""	"RigidModels/Naval/kaiten/port_01_dm1.rigid_model_v2"	"1_1"	"kaiten_port_01_dm1"
""	"RigidModels/Naval/kaiten/misc_03_dm3.rigid_model_v2"	"1_1"	"kaiten_misc_03_dm3"
""	"RigidModels/Naval/kaiten/misc_03_dm2.rigid_model_v2"	"1_1"	"kaiten_misc_03_dm2"
""	"RigidModels/Naval/kaiten/misc_03_dm1.rigid_model_v2"	"1_1"	"kaiten_misc_03_dm1"
""	"RigidModels/Naval/kaiten/misc_02_dm3.rigid_model_v2"	"1_1"	"kaiten_misc_02_dm3"
""	"RigidModels/Naval/kaiten/misc_02_dm2.rigid_model_v2"	"1_1"	"kaiten_misc_02_dm2"
""	"RigidModels/Naval/kaiten/misc_02_dm1.rigid_model_v2"	"1_1"	"kaiten_misc_02_dm1"
""	"RigidModels/Naval/kaiten/misc_01_dm3.rigid_model_v2"	"1_1"	"kaiten_misc_01_dm3"
""	"RigidModels/Naval/kaiten/misc_01_dm2.rigid_model_v2"	"1_1"	"kaiten_misc_01_dm2"
""	"RigidModels/Naval/kaiten/misc_01_dm1.rigid_model_v2"	"1_1"	"kaiten_misc_01_dm1"
""	"RigidModels/Naval/kaiten/mast_03_dm2.rigid_model_v2"	"1_1"	"kaiten_mast_03_dm2"
""	"RigidModels/Naval/kaiten/mast_03_dm1.rigid_model_v2"	"1_1"	"kaiten_mast_03_dm1"
""	"RigidModels/Naval/kaiten/mast_02_dm2.rigid_model_v2"	"1_1"	"kaiten_mast_02_dm2"
""	"RigidModels/Naval/kaiten/mast_02_dm1.rigid_model_v2"	"1_1"	"kaiten_mast_02_dm1"
""	"RigidModels/Naval/kaiten/mast_01_dm2.rigid_model_v2"	"1_1"	"kaiten_mast_01_dm2"
""	"RigidModels/Naval/kaiten/mast_01_dm1.rigid_model_v2"	"1_1"	"kaiten_mast_01_dm1"
""	"RigidModels/Naval/kaiten/bow_02_dm3.rigid_model_v2"	"1_1"	"kaiten_bow_02_dm3"
""	"RigidModels/Naval/kaiten/bow_02_dm2.rigid_model_v2"	"1_1"	"kaiten_bow_02_dm2"
""	"RigidModels/Naval/kaiten/bow_02_dm1.rigid_model_v2"	"1_1"	"kaiten_bow_02_dm1"
""	"RigidModels/Naval/kaiten/bow_01_dm3.rigid_model_v2"	"1_1"	"kaiten_bow_01_dm3"
""	"RigidModels/Naval/kaiten/bow_01_dm2.rigid_model_v2"	"1_1"	"kaiten_bow_01_dm2"
""	"RigidModels/Naval/kaiten/bow_01_dm1.rigid_model_v2"	"1_1"	"kaiten_bow_01_dm1"
