version 1, schema warscape_rigid_lod_tables
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
""	"RigidModels/Naval/hms_warrior/port_01_dm2.rigid_model_v2"	"1_1"	"hms_warrior_port_01_dm2"
""	"RigidModels/Naval/hms_warrior/port_01_dm1.rigid_model_v2"	"1_1"	"hms_warrior_port_01_dm1"
""	"RigidModels/Naval/hms_warrior/misc_04_dm3.rigid_model_v2"	"1_1"	"hms_warrior_misc_04_dm3"
""	"RigidModels/Naval/hms_warrior/misc_04_dm2.rigid_model_v2"	"1_1"	"hms_warrior_misc_04_dm2"
""	"RigidModels/Naval/hms_warrior/misc_04_dm1.rigid_model_v2"	"1_1"	"hms_warrior_misc_04_dm1"
""	"RigidModels/Naval/hms_warrior/misc_03_dm3.rigid_model_v2"	"1_1"	"hms_warrior_misc_03_dm3"
""	"RigidModels/Naval/hms_warrior/misc_03_dm2.rigid_model_v2"	"1_1"	"hms_warrior_misc_03_dm2"
""	"RigidModels/Naval/hms_warrior/misc_03_dm1.rigid_model_v2"	"1_1"	"hms_warrior_misc_03_dm1"
""	"RigidModels/Naval/hms_warrior/misc_02_dm3.rigid_model_v2"	"1_1"	"hms_warrior_misc_02_dm3"
""	"RigidModels/Naval/hms_warrior/misc_02_dm2.rigid_model_v2"	"1_1"	"hms_warrior_misc_02_dm2"
""	"RigidModels/Naval/hms_warrior/misc_02_dm1.rigid_model_v2"	"1_1"	"hms_warrior_misc_02_dm1"
""	"RigidModels/Naval/hms_warrior/misc_01_dm3.rigid_model_v2"	"1_1"	"hms_warrior_misc_01_dm3"
""	"RigidModels/Naval/hms_warrior/misc_01_dm2.rigid_model_v2"	"1_1"	"hms_warrior_misc_01_dm2"
""	"RigidModels/Naval/hms_warrior/misc_01_dm1.rigid_model_v2"	"1_1"	"hms_warrior_misc_01_dm1"
""	"RigidModels/Naval/hms_warrior/mast_03_dm2.rigid_model_v2"	"1_1"	"hms_warrior_mast_03_dm2"
""	"RigidModels/Naval/hms_warrior/mast_03_dm1.rigid_model_v2"	"1_1"	"hms_warrior_mast_03_dm1"
""	"RigidModels/Naval/hms_warrior/mast_02_dm2.rigid_model_v2"	"1_1"	"hms_warrior_mast_02_dm2"
""	"RigidModels/Naval/hms_warrior/mast_02_dm1.rigid_model_v2"	"1_1"	"hms_warrior_mast_02_dm1"
""	"RigidModels/Naval/hms_warrior/mast_01_dm2.rigid_model_v2"	"1_1"	"hms_warrior_mast_01_dm2"
""	"RigidModels/Naval/hms_warrior/mast_01_dm1.rigid_model_v2"	"1_1"	"hms_warrior_mast_01_dm1"
""	"RigidModels/Naval/hms_warrior/bow_02_dm3.rigid_model_v2"	"1_1"	"hms_warrior_bow_02_dm3"
""	"RigidModels/Naval/hms_warrior/bow_02_dm2.rigid_model_v2"	"1_1"	"hms_warrior_bow_02_dm2"
""	"RigidModels/Naval/hms_warrior/bow_02_dm1.rigid_model_v2"	"1_1"	"hms_warrior_bow_02_dm1"
""	"RigidModels/Naval/hms_warrior/bow_01_dm3.rigid_model_v2"	"1_1"	"hms_warrior_bow_01_dm3"
""	"RigidModels/Naval/hms_warrior/bow_01_dm2.rigid_model_v2"	"1_1"	"hms_warrior_bow_01_dm2"
""	"RigidModels/Naval/hms_warrior/bow_01_dm1.rigid_model_v2"	"1_1"	"hms_warrior_bow_01_dm1"
