version 1, schema battle_sky_types_tables
Sky_Type_ID(string)	Season(string)	Weather_IDRef(string)	Time_of_day(string)	Area(optstring)	Environment(string)	unknown1(boolean)	unknown2(boolean)
"am_desert_morning_cloudy_0_summer"	"season_summer"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_cloudy_0.environment"	false	false
"am_desert_morning_cloudy_0_winter"	"season_winter"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_cloudy_0.environment"	false	false
"am_desert_morning_cloudy_1_summer"	"season_summer"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_cloudy_1.environment"	false	false
"am_desert_morning_cloudy_1_winter"	"season_winter"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_cloudy_1.environment"	false	false
"am_desert_morning_cloudy_2_summer"	"season_summer"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_cloudy_2.environment"	false	false
"am_desert_morning_cloudy_2_winter"	"season_winter"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_cloudy_2.environment"	false	false
"am_desert_morning_dry_0_summer"	"season_summer"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_clear_0.environment"	false	false
"am_desert_morning_dry_0_winter"	"season_winter"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_clear_0.environment"	false	false
"am_desert_morning_dry_1_summer"	"season_summer"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_clear_1.environment"	false	false
"am_desert_morning_dry_1_winter"	"season_winter"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_clear_1.environment"	false	false
"am_desert_morning_dry_2_summer"	"season_summer"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_clear_2.environment"	false	false
"am_desert_morning_dry_2_winter"	"season_winter"	"dry"	"morning"	"lc_am_desert"	"summer\\desert\\morning_clear_2.environment"	false	false
"am_tropical_humid_day_cloudy_1_heavy_rain_summer"	"season_summer"	"heavy_rain"	"afternoon"	"lc_am_tropical_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"am_tropical_humid_day_cloudy_1_heavy_rain_winter"	"season_winter"	"heavy_rain"	"afternoon"	"lc_am_tropical_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"am_tropical_humid_day_cloudy_1_light_rain_summer"	"season_summer"	"light_rain"	"afternoon"	"lc_am_tropical_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"am_tropical_humid_day_cloudy_1_light_rain_winter"	"season_winter"	"light_rain"	"afternoon"	"lc_am_tropical_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"am_tropical_humid_day_dry_summer"	"season_summer"	"dry"	"afternoon"	"lc_am_tropical_humid"	"summer/jungle/day_clear_1.environment"	false	false
"am_tropical_humid_day_dry_winter"	"season_winter"	"dry"	"afternoon"	"lc_am_tropical_humid"	"summer/jungle/day_clear_1.environment"	false	false
"am_tropical_humid_day_storm_1_torrential_rain_summer"	"season_summer"	"torrential_rain"	"afternoon"	"lc_am_tropical_humid"	"summer\\jungle\\day_storm_1.environment"	false	false
"am_tropical_humid_day_storm_1_torrential_rain_winter"	"season_winter"	"torrential_rain"	"afternoon"	"lc_am_tropical_humid"	"summer\\jungle\\day_storm_1.environment"	false	false
"am_tropical_humid_evening_cloudy_1_heavy_rain_summer"	"season_summer"	"heavy_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"am_tropical_humid_evening_cloudy_1_heavy_rain_winter"	"season_winter"	"heavy_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"am_tropical_humid_evening_cloudy_1_light_rain_summer"	"season_summer"	"light_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"am_tropical_humid_evening_cloudy_1_light_rain_winter"	"season_winter"	"light_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"am_tropical_humid_evening_dry_summer"	"season_summer"	"dry"	"evening"	"lc_am_tropical_humid"	"summer/jungle/evening_clear_1.environment"	false	false
"am_tropical_humid_evening_dry_winter"	"season_winter"	"dry"	"evening"	"lc_am_tropical_humid"	"summer/jungle/evening_clear_1.environment"	false	false
"am_tropical_humid_evening_storm_1_torrential_rain_summer"	"season_summer"	"torrential_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_storm_1.environment"	false	false
"am_tropical_humid_evening_storm_1_torrential_rain_winter"	"season_winter"	"torrential_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_storm_1.environment"	false	false
"am_tropical_humid_evening_storm_2_torrential_rain_summer"	"season_summer"	"torrential_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_storm_2.environment"	false	false
"am_tropical_humid_evening_storm_2_torrential_rain_winter"	"season_winter"	"torrential_rain"	"evening"	"lc_am_tropical_humid"	"summer\\jungle\\evening_storm_2.environment"	false	false
"am_tropical_humid_morning_cloudy_1_heavy_rain_summer"	"season_summer"	"heavy_rain"	"morning"	"lc_am_tropical_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"am_tropical_humid_morning_cloudy_1_heavy_rain_winter"	"season_winter"	"heavy_rain"	"morning"	"lc_am_tropical_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"am_tropical_humid_morning_cloudy_1_light_rain_summer"	"season_summer"	"light_rain"	"morning"	"lc_am_tropical_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"am_tropical_humid_morning_cloudy_1_light_rain_winter"	"season_winter"	"light_rain"	"morning"	"lc_am_tropical_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"am_tropical_humid_morning_dry_summer"	"season_summer"	"dry"	"morning"	"lc_am_tropical_humid"	"summer/jungle/morning_clear_0.environment"	false	false
"am_tropical_humid_morning_dry_winter"	"season_winter"	"dry"	"morning"	"lc_am_tropical_humid"	"summer/jungle/morning_clear_0.environment"	false	false
"am_tropical_humid_morning_storm_1_torrential_rain_summer"	"season_summer"	"torrential_rain"	"morning"	"lc_am_tropical_humid"	"summer\\jungle\\morning_storm_1.environment"	false	false
"am_tropical_humid_morning_storm_1_torrential_rain_winter"	"season_winter"	"torrential_rain"	"morning"	"lc_am_tropical_humid"	"summer\\jungle\\morning_storm_1.environment"	false	false
"as_trop_humid_day_cloudy_1_heavy_rain_summer"	"season_summer"	"heavy_rain"	"afternoon"	"lc_as_trop_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"as_trop_humid_day_cloudy_1_heavy_rain_winter"	"season_winter"	"heavy_rain"	"afternoon"	"lc_as_trop_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"as_trop_humid_day_cloudy_1_light_rain_summer"	"season_summer"	"light_rain"	"afternoon"	"lc_as_trop_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"as_trop_humid_day_cloudy_1_light_rain_winter"	"season_winter"	"light_rain"	"afternoon"	"lc_as_trop_humid"	"summer\\jungle\\day_overcast_1.environment"	false	false
"as_trop_humid_day_dry_summer"	"season_summer"	"dry"	"afternoon"	"lc_as_trop_humid"	"summer/jungle/day_clear_1.environment"	false	false
"as_trop_humid_day_dry_winter"	"season_winter"	"dry"	"afternoon"	"lc_as_trop_humid"	"summer/jungle/day_clear_1.environment"	false	false
"as_trop_humid_day_storm_1_torrential_rain_summer"	"season_summer"	"torrential_rain"	"afternoon"	"lc_as_trop_humid"	"summer\\jungle\\day_storm_1.environment"	false	false
"as_trop_humid_day_storm_1_torrential_rain_winter"	"season_winter"	"torrential_rain"	"afternoon"	"lc_as_trop_humid"	"summer\\jungle\\day_storm_1.environment"	false	false
"as_trop_humid_evening_cloudy_1_heavy_rain_summer"	"season_summer"	"heavy_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"as_trop_humid_evening_cloudy_1_heavy_rain_winter"	"season_winter"	"heavy_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"as_trop_humid_evening_cloudy_1_light_rain_summer"	"season_summer"	"light_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"as_trop_humid_evening_cloudy_1_light_rain_winter"	"season_winter"	"light_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_overcast_1.environment"	false	false
"as_trop_humid_evening_dry_summer"	"season_summer"	"dry"	"evening"	"lc_as_trop_humid"	"summer/jungle/evening_clear_1.environment"	false	false
"as_trop_humid_evening_dry_winter"	"season_winter"	"dry"	"evening"	"lc_as_trop_humid"	"summer/jungle/evening_clear_1.environment"	false	false
"as_trop_humid_evening_storm_1_torrential_rain_summer"	"season_summer"	"torrential_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_storm_1.environment"	false	false
"as_trop_humid_evening_storm_1_torrential_rain_winter"	"season_winter"	"torrential_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_storm_1.environment"	false	false
"as_trop_humid_evening_storm_2_torrential_rain_summer"	"season_summer"	"torrential_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_storm_2.environment"	false	false
"as_trop_humid_evening_storm_2_torrential_rain_winter"	"season_winter"	"torrential_rain"	"evening"	"lc_as_trop_humid"	"summer\\jungle\\evening_storm_2.environment"	false	false
"as_trop_humid_morning_cloudy_1_heavy_rain_summer"	"season_summer"	"heavy_rain"	"morning"	"lc_as_trop_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"as_trop_humid_morning_cloudy_1_heavy_rain_winter"	"season_winter"	"heavy_rain"	"morning"	"lc_as_trop_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"as_trop_humid_morning_cloudy_1_light_rain_summer"	"season_summer"	"light_rain"	"morning"	"lc_as_trop_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"as_trop_humid_morning_cloudy_1_light_rain_winter"	"season_winter"	"light_rain"	"morning"	"lc_as_trop_humid"	"summer\\jungle\\morning_overcast_0.environment"	false	false
"as_trop_humid_morning_dry_summer"	"season_summer"	"dry"	"morning"	"lc_as_trop_humid"	"summer/jungle/morning_clear_0.environment"	false	false
"as_trop_humid_morning_dry_winter"	"season_winter"	"dry"	"morning"	"lc_as_trop_humid"	"summer/jungle/morning_clear_0.environment"	false	false
"as_trop_humid_morning_storm_1_torrential_rain_summer"	"season_summer"	"torrential_rain"	"morning"	"lc_as_trop_humid"	"summer\\jungle\\morning_storm_1.environment"	false	false
"as_trop_humid_morning_storm_1_torrential_rain_winter"	"season_winter"	"torrential_rain"	"morning"	"lc_as_trop_humid"	"summer\\jungle\\morning_storm_1.environment"	false	false
"day_clear_1_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_clear_1.environment"	false	false
"day_clear_1_dry_winter"	"season_winter"	"dry"	"afternoon"	""	"winter/day_clear_1.environment"	false	false
"day_clear_2_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_clear_2.environment"	false	false
"day_clear_2_dry_winter"	"season_winter"	"dry"	"afternoon"	""	"winter/day_clear_2.environment"	false	false
"day_clear_3_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_clear_3.environment"	false	false
"day_clear_3_dry_winter"	"season_winter"	"dry"	"afternoon"	""	"winter/day_clear_3.environment"	false	false
"day_cloudy_0_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_cloudy_0.environment"	false	false
"day_cloudy_1_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_cloudy_1.environment"	false	false
"day_cloudy_2_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_cloudy_2.environment"	false	false
"day_cloudy_3_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_cloudy_3.environment"	false	false
"day_dust_storm_heavy_dust_summer"	"season_summer"	"heavy_dust"	"afternoon"	""	"summer/desert/dust_storm_2.environment"	false	false
"day_dust_storm_heavy_dust_winter"	"season_winter"	"heavy_dust"	"afternoon"	""	"summer/desert/dust_storm_2.environment"	false	false
"day_dust_storm_light_dust_summer"	"season_summer"	"light_dust"	"afternoon"	""	"summer/desert/dust_storm.environment"	false	false
"day_dust_storm_light_dust_winter"	"season_winter"	"light_dust"	"afternoon"	""	"summer/desert/dust_storm.environment"	false	false
"day_dust_storm_torrential_dust_summer"	"season_summer"	"torrential_dust"	"afternoon"	""	"summer/desert/dust_storm_3.environment"	false	false
"day_dust_storm_torrential_dust_winter"	"season_winter"	"torrential_dust"	"afternoon"	""	"summer/desert/dust_storm_3.environment"	false	false
"day_overcast_1_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_overcast_1.environment"	false	false
"day_overcast_1_dry_winter"	"season_winter"	"dry"	"afternoon"	""	"winter/day_overcast_1.environment"	false	false
"day_overcast_1_heavy_rain_summer"	"season_summer"	"heavy_rain"	"afternoon"	""	"summer/day_overcast_1.environment"	false	false
"day_overcast_1_heavy_rain_winter"	"season_winter"	"heavy_rain"	"afternoon"	""	"winter/day_overcast_1.environment"	false	false
"day_overcast_1_heavy_snow_summer"	"season_summer"	"heavy_snow"	"afternoon"	""	"summer/day_overcast_1.environment"	false	false
"day_overcast_1_heavy_snow_winter"	"season_winter"	"heavy_snow"	"afternoon"	""	"winter/day_overcast_1.environment"	false	false
"day_overcast_1_light_rain_summer"	"season_summer"	"light_rain"	"afternoon"	""	"summer/day_overcast_1.environment"	false	false
"day_overcast_1_light_rain_winter"	"season_winter"	"light_rain"	"afternoon"	""	"winter/day_overcast_1.environment"	false	false
"day_overcast_1_light_snow_summer"	"season_summer"	"light_snow"	"afternoon"	""	"summer/day_overcast_1.environment"	false	false
"day_overcast_1_light_snow_winter"	"season_winter"	"light_snow"	"afternoon"	""	"winter/day_overcast_1.environment"	false	false
"day_overcast_2_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_overcast_2.environment"	false	false
"day_overcast_2_dry_winter"	"season_winter"	"dry"	"afternoon"	""	"winter/day_overcast_2.environment"	false	false
"day_overcast_2_heavy_rain_summer"	"season_summer"	"heavy_rain"	"afternoon"	""	"summer/day_overcast_2.environment"	false	false
"day_overcast_2_heavy_rain_winter"	"season_winter"	"heavy_rain"	"afternoon"	""	"winter/day_overcast_2.environment"	false	false
"day_overcast_2_heavy_snow_summer"	"season_summer"	"heavy_snow"	"afternoon"	""	"summer/day_overcast_2.environment"	false	false
"day_overcast_2_heavy_snow_winter"	"season_winter"	"heavy_snow"	"afternoon"	""	"winter/day_overcast_2.environment"	false	false
"day_overcast_2_light_rain_summer"	"season_summer"	"light_rain"	"afternoon"	""	"summer/day_overcast_2.environment"	false	false
"day_overcast_2_light_rain_winter"	"season_winter"	"light_rain"	"afternoon"	""	"winter/day_overcast_2.environment"	false	false
"day_overcast_2_light_snow_summer"	"season_summer"	"light_snow"	"afternoon"	""	"summer/day_overcast_2.environment"	false	false
"day_overcast_2_light_snow_winter"	"season_winter"	"light_snow"	"afternoon"	""	"winter/day_overcast_2.environment"	false	false
"day_overcast_3_dry_summer"	"season_summer"	"dry"	"afternoon"	""	"summer/day_overcast_3.environment"	false	false
"day_overcast_3_dry_winter"	"season_winter"	"dry"	"afternoon"	""	"winter/day_overcast_3.environment"	false	false
"day_overcast_3_heavy_rain_summer"	"season_summer"	"heavy_rain"	"afternoon"	""	"summer/day_overcast_3.environment"	false	false
"day_overcast_3_heavy_rain_winter"	"season_winter"	"heavy_rain"	"afternoon"	""	"winter/day_overcast_3.environment"	false	false
"day_overcast_3_heavy_snow_summer"	"season_summer"	"heavy_snow"	"afternoon"	""	"summer/day_overcast_3.environment"	false	false
"day_overcast_3_heavy_snow_winter"	"season_winter"	"heavy_snow"	"afternoon"	""	"winter/day_overcast_3.environment"	false	false
"day_overcast_3_light_rain_summer"	"season_summer"	"light_rain"	"afternoon"	""	"summer/day_overcast_3.environment"	false	false
"day_overcast_3_light_rain_winter"	"season_winter"	"light_rain"	"afternoon"	""	"winter/day_overcast_3.environment"	false	false
"day_overcast_3_light_snow_summer"	"season_summer"	"light_snow"	"afternoon"	""	"summer/day_overcast_3.environment"	false	false
"day_overcast_3_light_snow_winter"	"season_winter"	"light_snow"	"afternoon"	""	"winter/day_overcast_3.environment"	false	false
"day_storm_1_torrental_snow_summer"	"season_summer"	"torrential_snow"	"afternoon"	""	"summer/day_storm_1.environment"	false	false
"day_storm_1_torrental_snow_winter"	"season_winter"	"torrential_snow"	"afternoon"	""	"winter/day_storm_1.environment"	false	false
"day_storm_1_torrential_rain_summer"	"season_summer"	"torrential_rain"	"afternoon"	""	"summer/day_storm_1.environment"	false	false
"day_storm_1_torrential_rain_winter"	"season_winter"	"torrential_rain"	"afternoon"	""	"winter/day_storm_1.environment"	false	false
"desert_day_cloudy_0_summer"	"season_summer"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_cloudy_0.environment"	false	false
"desert_day_cloudy_0_winter"	"season_winter"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_cloudy_0.environment"	false	false
"desert_day_dry_1_summer"	"season_summer"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_clear_1.environment"	false	false
"desert_day_dry_1_winter"	"season_winter"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_clear_1.environment"	false	false
"desert_day_dry_2_summer"	"season_summer"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_clear_2.environment"	false	false
"desert_day_dry_2_winter"	"season_winter"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_clear_2.environment"	false	false
"desert_day_dry_3_summer"	"season_summer"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_clear_3.environment"	false	false
"desert_day_dry_3_winter"	"season_winter"	"dry"	"afternoon"	"lc_desert"	"summer\\desert\\day_clear_3.environment"	false	false
"desert_day_storm_1_summer"	"season_summer"	"light_dust"	"afternoon"	"lc_desert"	"summer\\desert\\dust_storm.environment"	false	false
"desert_day_storm_1_winter"	"season_winter"	"light_dust"	"afternoon"	"lc_desert"	"summer\\desert\\dust_storm.environment"	false	false
"desert_day_storm_2_summer"	"season_summer"	"heavy_dust"	"afternoon"	"lc_desert"	"summer\\desert\\dust_storm_2.environment"	false	false
"desert_day_storm_2_winter"	"season_winter"	"heavy_dust"	"afternoon"	"lc_desert"	"summer\\desert\\dust_storm_2.environment"	false	false
"desert_day_storm_3_summer"	"season_summer"	"torrential_dust"	"afternoon"	"lc_desert"	"summer\\desert\\dust_storm_3.environment"	false	false
"desert_day_storm_3_winter"	"season_winter"	"torrential_dust"	"afternoon"	"lc_desert"	"summer\\desert\\dust_storm_3.environment"	false	false
"desert_evening_cloudy_1_summer"	"season_summer"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_cloudy_1.environment"	false	false
"desert_evening_cloudy_1_winter"	"season_winter"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_cloudy_1.environment"	false	false
"desert_evening_cloudy_2_summer"	"season_summer"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_cloudy_2.environment"	false	false
"desert_evening_cloudy_2_winter"	"season_winter"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_cloudy_2.environment"	false	false
"desert_evening_cloudy_3_summer"	"season_summer"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_cloudy_3.environment"	false	false
"desert_evening_cloudy_3_winter"	"season_winter"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_cloudy_3.environment"	false	false
"desert_evening_dry_1_summer"	"season_summer"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_clear_1.environment"	false	false
"desert_evening_dry_1_winter"	"season_winter"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_clear_1.environment"	false	false
"desert_evening_dry_2_summer"	"season_summer"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_clear_2.environment"	false	false
"desert_evening_dry_2_winter"	"season_winter"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_clear_2.environment"	false	false
"desert_evening_dry_3_summer"	"season_summer"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_clear_3.environment"	false	false
"desert_evening_dry_3_winter"	"season_winter"	"dry"	"evening"	"lc_desert"	"summer\\desert\\evening_clear_3.environment"	false	false
"desert_morning_cloudy_0_summer"	"season_summer"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_cloudy_0.environment"	false	false
"desert_morning_cloudy_0_winter"	"season_winter"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_cloudy_0.environment"	false	false
"desert_morning_cloudy_1_summer"	"season_summer"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_cloudy_1.environment"	false	false
"desert_morning_cloudy_1_winter"	"season_winter"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_cloudy_1.environment"	false	false
"desert_morning_cloudy_2_summer"	"season_summer"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_cloudy_2.environment"	false	false
"desert_morning_cloudy_2_winter"	"season_winter"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_cloudy_2.environment"	false	false
"desert_morning_dry_0_summer"	"season_summer"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_clear_0.environment"	false	false
"desert_morning_dry_0_winter"	"season_winter"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_clear_0.environment"	false	false
"desert_morning_dry_1_summer"	"season_summer"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_clear_1.environment"	false	false
"desert_morning_dry_1_winter"	"season_winter"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_clear_1.environment"	false	false
"desert_morning_dry_2_summer"	"season_summer"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_clear_2.environment"	false	false
"desert_morning_dry_2_winter"	"season_winter"	"dry"	"morning"	"lc_desert"	"summer\\desert\\morning_clear_2.environment"	false	false
"dust_storm_torrential_summer"	"season_summer"	"torrential_dust"	"afternoon"	""	"summer/dust_storm.environment"	false	false
"dust_storm_torrential_winter"	"season_winter"	"torrential_dust"	"afternoon"	""	"winter/dust_storm.environment"	false	false
"evening_clear_1_dry_summer"	"season_summer"	"dry"	"evening"	""	"summer/evening_clear_1.environment"	false	false
"evening_clear_1_dry_winter"	"season_winter"	"dry"	"evening"	""	"winter/evening_clear_1.environment"	false	false
"evening_clear_2_dry_summer"	"season_summer"	"dry"	"evening"	""	"summer/evening_clear_2.environment"	false	false
"evening_clear_2_dry_winter"	"season_winter"	"dry"	"evening"	""	"winter/evening_clear_2.environment"	false	false
"evening_clear_3_dry_summer"	"season_summer"	"dry"	"evening"	""	"summer/evening_clear_3.environment"	false	false
"evening_clear_3_dry_winter"	"season_winter"	"dry"	"evening"	""	"winter/evening_clear_3.environment"	false	false
"evening_clear_4_dry_summer"	"season_summer"	"dry"	"evening"	""	"summer/evening_clear_4.environment"	false	false
"evening_clear_4_dry_winter"	"season_winter"	"dry"	"evening"	""	"winter/evening_clear_4.environment"	false	false
"evening_clear_5_dry_summer"	"season_summer"	"dry"	"evening"	""	"summer/evening_clear_5.environment"	false	false
"evening_clear_5_dry_winter"	"season_winter"	"dry"	"evening"	""	"winter/evening_clear_5.environment"	false	false
"evening_clear_6_dry_summer"	"season_summer"	"dry"	"evening"	""	"summer/evening_clear_6.environment"	false	false
"evening_clear_6_dry_winter"	"season_winter"	"dry"	"evening"	""	"winter/evening_clear_6.environment"	false	false
"evening_cloudy_1_dry_summer"	"season_summer"	"dry"	"evening"	""	"summer/evening_cloudy_1.environment"	false	false
"evening_cloudy_1_dry_winter"	"season_winter"	"dry"	"evening"	""	"winter/evening_cloudy_1.environment"	false	false
