version 1, schema cdir_unit_balance_group_qualities_tables, guid d7c13aca-d66f-492b-86eb-e88f435fcd9a
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(int)
"default"	"light_ship_late"	"cannon_ship"	900
"default"	"light_ship_late"	"light_ship"	600
"default"	"light_ship_late"	"trade_ship"	50
"default"	"light_ship"	"light_ship"	600
"default"	"light_ship"	"trade_ship"	50
"default"	"medium_ship"	"medium_ship"	600
"multiplayer"	"artillery"	"artillery"	2000
"multiplayer"	"cavalry"	"cavalry_missile"	200
"multiplayer"	"cavalry"	"cavalry_spear"	400
"multiplayer"	"cavalry"	"cavalry_sword"	600
"multiplayer"	"cavalry"	"general"	0
"multiplayer"	"heavy_ship"	"heavy_ship"	600
"multiplayer"	"infantry_melee"	"infantry_heavy"	400
"multiplayer"	"infantry_melee"	"infantry_spear"	600
"multiplayer"	"infantry_melee"	"infantry_special"	200
"multiplayer"	"infantry_melee"	"infantry_sword"	600
"multiplayer"	"infantry_ranged_late"	"infantry_bow"	600
"multiplayer"	"infantry_ranged_late"	"infantry_matchlock"	200
"multiplayer"	"infantry_ranged_late"	"siege"	50
"multiplayer"	"infantry_ranged"	"infantry_bow"	800
"multiplayer"	"infantry_ranged"	"siege"	50
"multiplayer"	"light_ship_late"	"cannon_ship"	900
"multiplayer"	"light_ship"	"light_ship"	600
"multiplayer"	"light_ship"	"trade_ship"	50
"multiplayer"	"medium_ship"	"medium_ship"	600
"multiplayer"	"modern_cav"	"general"	0
"multiplayer"	"modern_cav"	"modern_cav"	400
"multiplayer"	"modern_elite_light"	"modern_elite_light"	500
"multiplayer"	"modern_line"	"modern_line"	600
"multiplayer"	"modern_navy"	"modern_ship"	500
"multiplayer"	"traditional_cav"	"general"	0
"multiplayer"	"traditional_cav"	"traditional_cav"	400
"multiplayer"	"traditional_melee"	"traditional_melee"	500
"multiplayer"	"traditional_missile"	"siege"	0
"multiplayer"	"traditional_missile"	"traditonal_missile"	300
"oda"	"cavalry"	"cavalry_missile"	200
"oda"	"cavalry"	"cavalry_spear"	400
"oda"	"cavalry"	"cavalry_sword"	600
"oda"	"cavalry"	"general"	0
"oda"	"heavy_ship"	"heavy_ship"	600
"oda"	"infantry_melee"	"infantry_heavy"	400
"oda"	"infantry_melee"	"infantry_spear"	600
"oda"	"infantry_melee"	"infantry_special"	200
"oda"	"infantry_melee"	"infantry_sword"	600
"oda"	"infantry_ranged_late"	"infantry_bow"	600
"oda"	"infantry_ranged_late"	"infantry_matchlock"	200
"oda"	"infantry_ranged_late"	"siege"	50
"oda"	"infantry_ranged"	"infantry_bow"	800
"oda"	"infantry_ranged"	"siege"	50
"oda"	"light_ship_late"	"cannon_ship"	900
"oda"	"light_ship_late"	"light_ship"	600
"oda"	"light_ship_late"	"trade_ship"	50
"oda"	"light_ship"	"light_ship"	600
"oda"	"light_ship"	"trade_ship"	50
"oda"	"medium_ship"	"medium_ship"	600
"shimazu"	"cavalry"	"cavalry_missile"	200
"shimazu"	"cavalry"	"cavalry_spear"	400
"shimazu"	"cavalry"	"cavalry_sword"	600
"shimazu"	"cavalry"	"general"	0
"shimazu"	"heavy_ship"	"heavy_ship"	600
"shimazu"	"infantry_melee"	"infantry_heavy"	400
"shimazu"	"infantry_melee"	"infantry_spear"	600
"shimazu"	"infantry_melee"	"infantry_special"	200
"shimazu"	"infantry_melee"	"infantry_sword"	700
"shimazu"	"infantry_ranged_late"	"infantry_bow"	600
"shimazu"	"infantry_ranged_late"	"infantry_matchlock"	200
"shimazu"	"infantry_ranged_late"	"siege"	50
"shimazu"	"infantry_ranged"	"infantry_bow"	800
"shimazu"	"infantry_ranged"	"siege"	50
"shimazu"	"light_ship_late"	"cannon_ship"	900
"shimazu"	"light_ship_late"	"light_ship"	600
"shimazu"	"light_ship_late"	"trade_ship"	50
"shimazu"	"light_ship"	"light_ship"	600
"shimazu"	"light_ship"	"trade_ship"	50
"shimazu"	"medium_ship"	"medium_ship"	600
"takeda"	"cavalry"	"cavalry_missile"	200
"takeda"	"cavalry"	"cavalry_spear"	400
"takeda"	"cavalry"	"cavalry_sword"	600
"takeda"	"cavalry"	"general"	0
"takeda"	"heavy_ship"	"heavy_ship"	600
"takeda"	"infantry_melee"	"infantry_heavy"	400
"takeda"	"infantry_melee"	"infantry_spear"	600
"takeda"	"infantry_melee"	"infantry_special"	200
"takeda"	"infantry_melee"	"infantry_sword"	600
"takeda"	"infantry_ranged_late"	"infantry_bow"	600
"takeda"	"infantry_ranged_late"	"infantry_matchlock"	200
"takeda"	"infantry_ranged_late"	"siege"	50
"takeda"	"infantry_ranged"	"infantry_bow"	800
"takeda"	"infantry_ranged"	"siege"	50
"takeda"	"light_ship_late"	"cannon_ship"	900
"takeda"	"light_ship_late"	"light_ship"	600
"takeda"	"light_ship_late"	"trade_ship"	50
"takeda"	"light_ship"	"light_ship"	600
"takeda"	"light_ship"	"trade_ship"	50
"takeda"	"medium_ship"	"medium_ship"	600
"uesugi"	"cavalry"	"cavalry_missile"	200
"uesugi"	"cavalry"	"cavalry_spear"	400
"uesugi"	"cavalry"	"cavalry_sword"	600
"uesugi"	"cavalry"	"general"	0
"uesugi"	"heavy_ship"	"heavy_ship"	600
"uesugi"	"infantry_melee"	"infantry_heavy"	400
"uesugi"	"infantry_melee"	"infantry_spear"	600
"uesugi"	"infantry_melee"	"infantry_special"	200
"uesugi"	"infantry_melee"	"infantry_sword"	600
"uesugi"	"infantry_ranged_late"	"infantry_bow"	600
"uesugi"	"infantry_ranged_late"	"infantry_matchlock"	200
"uesugi"	"infantry_ranged_late"	"siege"	50
"uesugi"	"infantry_ranged"	"infantry_bow"	800
"uesugi"	"infantry_ranged"	"siege"	50
"uesugi"	"light_ship_late"	"cannon_ship"	900
"uesugi"	"light_ship_late"	"light_ship"	600
"uesugi"	"light_ship_late"	"trade_ship"	50
"uesugi"	"light_ship"	"light_ship"	600
"uesugi"	"light_ship"	"trade_ship"	50
"uesugi"	"medium_ship"	"medium_ship"	600
