version 1, schema warscape_animated_tables
Filename_x0020_WA_ID(string)	Path(string)	Category(string)
"campaign_euro_general2_crimean_khanate"	"UnitModels/Textures/campaign_euro_captain2"	"animation"
"campaign_euro_general2_denmark"	"UnitModels/Textures/campaign_euro_captain2"	"animation"
"campaign_euro_general2_egy_britain"	"UnitModels/Textures/campaign_euro_general1"	"animation"
"campaign_euro_general2_greece"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_hannover"	"UnitModels/Textures/campaign_euro_general1"	"animation"
"campaign_euro_general2_hessen"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_hungary"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ireland"	"UnitModels/Textures/campaign_euro_general1"	"animation"
"campaign_euro_general2_ita_austrian_alliance"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_genoa"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_lucca"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_milan"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_modena"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_papal_states"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_parma"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_piedmont"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_trent"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_tuscany"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_ita_venice"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_italian_rebels"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_mecklenburg"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_netherlands"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_norway"	"UnitModels/Textures/campaign_euro_captain2"	"animation"
"campaign_euro_general2_oldenburg"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_piedmont_savoy"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_portugal"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_prussia"	"UnitModels/Textures/campaign_euro_captain2"	"animation"
"campaign_euro_general2_prussian_rebels"	"UnitModels/Textures/campaign_euro_captain2"	"animation"
"campaign_euro_general2_romania"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_russia"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_sardinia"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_saxony"	"UnitModels/Textures/campaign_euro_captain2"	"animation"
"campaign_euro_general2_scotland"	"UnitModels/Textures/campaign_euro_general1"	"animation"
"campaign_euro_general2_slavic_rebels"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_spain"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_spanish_rebels"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_sweden"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_tut_britain"	"UnitModels/Textures/campaign_euro_general1"	"animation"
"campaign_euro_general2_tut_sardinia"	"UnitModels/Textures/campaign_euro_captain1"	"animation"
"campaign_euro_general2_united_netherlands"	"UnitModels/Textures/campaign_euro_general1"	"animation"
"campaign_euro_gentleman"	"unitmodels/textures/campaign_euro_gentleman"	"animation"
"Campaign_euro_orthodox_missionary"	"unitmodels/textures/Campaign_euro_orthodox_missionary"	"animation"
"Campaign_euro_protestant_missionary"	"unitmodels/textures/Campaign_euro_protestant_missionary"	"animation"
"Campaign_euro_rake"	"unitmodels/textures/Campaign_euro_rake"	"animation"
"campaign_indian_brahmin"	"unitmodels/textures/campaign_indian_brahmin"	"animation"
"campaign_indian_colonel"	"UnitModels\\Textures\\campaign_indian_colonel"	"animation"
"campaign_indian_general"	"unitmodels/textures/campaign_indian_general"	"animation"
"campaign_indian_scholar"	"unitmodels/textures/campaign_indian_scholar"	"animation"
"campaign_indian_thuggee"	"unitmodels/textures/campaign_indian_thuggee"	"animation"
"campaign_john_smith"	"UnitModels/Textures/campaign_john_smith"	"animation"
"campaign_maratha_confederacy"	"UnitModels/Textures/campaign_maratha_confederacy"	"animation"
"campaign_napoleon"	"UnitModels/Textures/campaign_napoleon"	"animation"
"campaign_napoleon_young"	"UnitModels/Textures/campaign_napoleon_young"	"animation"
"campaign_native_american_colonel"	"unitmodels/textures/campaign_native_american_colonel"	"animation"
"campaign_native_american_general"	"unitmodels/textures/campaign_native_american_general"	"animation"
"Campaign_Native_American_Spy"	"unitmodels/textures/Campaign_Native_American_Spy"	"animation"
"Campaign_ottoman_assassin"	"unitmodels/textures/Campaign_ottoman_assassin"	"animation"
"Campaign_ottoman_colonel"	"unitmodels/textures/Campaign_ottoman_colonel"	"animation"
"Campaign_ottoman_general"	"unitmodels/textures/Campaign_ottoman_general1"	"animation"
"campaign_ottoman_imam"	"unitmodels/textures/campaign_ottoman_imam"	"animation"
"campaign_ottoman_scholar"	"unitmodels/textures/campaign_ottoman_scholar"	"animation"
"campaign_ship"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_ship_east"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_ship_euro"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_ship2"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_soldier"	"UnitModels/Textures/campaign_soldier_base"	"animation"
"campaign_trade_horse"	"RigidModels\\CampaignTradeRoutes"	"campaign_animation"
"campaign_washington"	"UnitModels/Textures/campaign_washington"	"animation"
"campaign_washington_young"	"UnitModels/Textures/campaign_washington_young"	"animation"
"campaign_wellington"	"unitmodels\\textures\\campaign_wellington"	"animation"
"east_campaign_admiralship_weighted"	"UnitModels\\CampaignPieces\\textures\\admiralship_lowpoly_highres"	"animation"
"east_campaign_ship_weighted"	"UnitModels\\CampaignPieces\\textures\\ship_lowpoly_highres"	"animation"
"east_euro_church_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_farmhouse_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_farmhouse_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house01b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house02b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house03b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house04b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house05_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house05b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house06_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house06b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house07_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house07b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house08_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house08b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house09_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_house09b_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_hut05_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_monument_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_rural01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_rural02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_rural03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_stone_bridge_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_townhall_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_windmill_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"east_euro_windmill_piece01_destruct01_looped_anim"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"eastern_europe_building02_piece01_destruct01"	"RigidModels\\Buildings\\textures/farmyards"	"animation"
"eastern_europe_building02_piece01_destruct02"	"RigidModels\\Buildings\\textures/farmyards"	"animation"
"eastern_europe_building06_piece01_destruct01"	"RigidModels\\Buildings\\textures/farmyards"	"animation"
"eastern_europe_building06_piece01_destruct02"	"RigidModels\\Buildings\\textures/farmyards"	"animation"
"eastern_europe_building10_piece01_destruct01"	"RigidModels\\Buildings\\textures/farmyards"	"animation"
"eastern_europe_building10_piece01_destruct02"	"RigidModels\\Buildings\\textures/farmyards"	"animation"
"elephant"	"UnitModels/elephant/Textures/elephant"	"animation"
"EU_resource_farm_lvl1_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl1_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl1_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl2_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl2_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl2_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl3_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl3_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl3_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl4_corn"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl4_sheep"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_farm_lvl4_wheat"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_resource_mining_gems_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_gold_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_gold_lvl3_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_iron_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_iron_lvl3_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_silver_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_mining_silver_lvl3_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_plantation_sugar_lvl4"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_resource_timber_lvl2_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rFarm3_great_estates"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rGold1_gold_mine"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rGold2_steampumped_gold_mine"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rGold3_industrial_gold_mining_complex"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rHorse1_stables_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rHorse2_stud_farm_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rHorse3_equestrian_estate_blend"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rIron1_iron_mine"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rIron2_steampumped_iron_mine"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rIron3_industrial_iron_mining_complex"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_rTimber2_timber_lumber_mill"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"EU_tFactory3_steam_powered_factory"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_town_ind_lvl3_weavers"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_town_ind_lvl4_metalworks"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"eu_town_ind_lvl4_weavers"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"euro_able_seamen"	"UnitModels/Textures/Euro_Able_Seamen"	"animation"
"euro_admiral"	"unitmodels/textures/euro_admiral"	"animation"
"euro_campaign_admiralship_weighted"	"UnitModels\\CampaignPieces\\textures\\admiralship_lowpoly_highres"	"animation"
"euro_campaign_ship_weighted"	"UnitModels\\CampaignPieces\\textures\\ship_lowpoly_highres"	"animation"
"euro_commodore"	"unitmodels/textures/euro_commodore"	"animation"
"euro_marines"	"UnitModels/Textures/Euro_Marines"	"animation"
"euro_naval_gunner"	"UnitModels/Textures/Euro_naval_gunner"	"animation"
"euro_stone_armoury01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_armoury02_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_barracks_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euro_stone_command_hq_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"euroline"	"UnitModels/Textures/Euro_line_Infantry"	"animation"
"european_warehouse01_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse01_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse01_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse01_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse02_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse03_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse04_piece01_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse04_piece01_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse04_piece02_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"european_warehouse04_piece02_destruct02"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"Field_Cannon_12lb"	"EngineModels/Textures"	"animation"
"Field_Cannon_12lb_Austria"	"EngineModels/Textures_Austria"	"animation"
"Field_Cannon_12lb_Austria_destruction"	"EngineModels/Textures_Austria"	"animation"
"Field_Cannon_12lb_destruction"	"EngineModels/Textures"	"animation"
"Field_Cannon_12lb_France"	"EngineModels/Textures_France"	"animation"
"Field_Cannon_12lb_France_destruction"	"EngineModels/Textures_France"	"animation"
"Field_Cannon_12lb_Prussia"	"EngineModels/Textures_Prussia"	"animation"
"Field_Cannon_12lb_Prussia_destruction"	"EngineModels/Textures_Prussia"	"animation"
"Field_Cannon_12lb_Russia"	"EngineModels/Textures_Russia"	"animation"
"Field_Cannon_12lb_Russia_destruction"	"EngineModels/Textures_Russia"	"animation"
"field_cannon_18lb"	"EngineModels/Textures"	"animation"
"field_cannon_18lb_destruction"	"EngineModels/Textures"	"animation"
"Field_Cannon_6lb"	"Enginemodels/Textures"	"animation"
"Field_Cannon_6lb_Austria"	"Enginemodels/Textures_Austria"	"animation"
"Field_Cannon_6lb_Austria_destruction"	"EngineModels/Textures_Austria"	"animation"
"Field_Cannon_6lb_Britain"	"Enginemodels/Textures_Britain"	"animation"
"Field_Cannon_6lb_Britain_destruction"	"EngineModels/Textures_Britain"	"animation"
"Field_Cannon_6lb_destruction"	"EngineModels/Textures"	"animation"
"Field_Cannon_6lb_France"	"Enginemodels/Textures_France"	"animation"
"Field_Cannon_6lb_France_destruction"	"EngineModels/Textures_France"	"animation"
"Field_Cannon_6lb_Prussia"	"Enginemodels/Textures_Prussia"	"animation"
"Field_Cannon_6lb_Prussia_destruction"	"EngineModels/Textures_Prussia"	"animation"
"Field_Cannon_6lb_Russia"	"Enginemodels/Textures_Russia"	"animation"
"Field_Cannon_6lb_Russia_destruction"	"EngineModels/Textures_Russia"	"animation"
"Field_Cannon_8lb"	"EngineModels/Textures"	"animation"
"Field_Cannon_8lb_Destruction"	"EngineModels/Textures"	"animation"
"Field_Cannon_8lb_France"	"EngineModels/Textures_France"	"animation"
"Field_Cannon_8lb_France_Destruction"	"EngineModels/Textures_France"	"animation"
"Field_Cannon_9lb"	"EngineModels/Textures"	"animation"
"Field_Cannon_9lb_Britain"	"EngineModels/Textures_Britain"	"animation"
"Field_Cannon_9lb_Britain_destruction"	"EngineModels/Textures_Britain"	"animation"
"Field_Cannon_9lb_destruction"	"EngineModels/Textures"	"animation"
"fort_euro_wooden_piece02_destruct01"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece02_destruct02"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece03_destruct01"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece03_destruct02"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece05_destruct01"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece05_destruct02"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece06_destruct01_gate_closed_destruct"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece06_destruct01_gate_closing"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece06_destruct01_gate_open_destruct"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_euro_wooden_piece06_destruct01_gate_opening"	"RigidModels\\Buildings\\fort_euro_wooden"	"animation"
"fort_indian_piece01_destruct01_gate_closed_destruct"	"RigidModels\\Buildings\\fort_indian"	"animation"
"fort_indian_piece01_destruct01_gate_closing"	"RigidModels\\Buildings\\fort_indian"	"animation"
"fort_indian_piece01_destruct01_gate_open_destruct"	"RigidModels\\Buildings\\fort_indian"	"animation"
