version 1, schema encyclopedia_pages_tables, guid 4a9ff0da-76c4-49b8-bee9-20993fcd80b0
unknown1(string)	unknown2(string)
"bosh_enc_mp_rosters_boshin"	"enc_full_text.html"
"bosh_enc_mp_rosters_shogun"	"enc_full_text.html"
"bosh_enc_naval_battles"	"enc_full_text.html"
"bosh_enc_naval_bombardment"	"enc_full_text.html"
"bosh_enc_naval_fire_support"	"enc_full_text.html"
"bosh_enc_railways"	"enc_full_text.html"
"clan_list"	"enc_full_text.html"
"custom_battle_script"	"enc_full_text.html"
"enc_building_index"	"x"
"enc_character_index"	"x"
"enc_clan_index"	"x"
"enc_main_index"	"x"
"enc_manual_index"	"x"
"enc_region_index"	"x"
"enc_skill_index"	"x"
"enc_tech_index"	"x"
"enc_tutorial_index"	"x"
"enc_unit_index"	"x"
"mp_army_management"	"enc_full_text.html"
"mp_avatar_customise"	"enc_full_text.html"
"mp_avatar_general"	"enc_full_text.html"
"mp_campaign_map"	"enc_full_text.html"
"mp_co_op_campaign"	"enc_full_text.html"
"mp_leaderboards"	"enc_full_text.html"
"mp_profile"	"enc_full_text.html"
"popup_armor_sets"	"enc_full_text.html"
"popup_unit_skills"	"enc_full_text.html"
"solo_setup"	"enc_full_text.html"
"team_setup"	"enc_full_text.html"
