version 1, schema warscape_rigid_lod_tables
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
"-2124149263"	"RigidModels\\Buildings\\napoleon_filler_building08\\napoleon_filler_building08_piece01_destruct01_lod05.rigid_model"	"2_2"	"napoleon_filler_building08_piece01_destruct01"
"-2122930347"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece03_destruct01_lod05.rigid_model"	"3_3"	"fort_euro_wooden_piece03_destruct01"
"-2122841041"	"RigidModels\\Buildings\\prop_town_pulley\\prop_town_pulley_piece01_destruct01_lod05.rigid_model"	"2_2"	"prop_town_pulley_piece01_destruct01"
"-2120671196"	"RigidModels\\Buildings\\prop_field_stepladder\\prop_field_stepladder_piece01_destruct01_lod01.rigid_model"	"2_1"	"prop_field_stepladder_piece01_destruct01"
"-2119506582"	"RigidModels\\Buildings\\fort_town\\fort_town_piece01_destruct02_lod01.rigid_model"	"3_1"	"fort_town_piece01_destruct02"
"-2119489981"	"RigidModels\\Buildings\\west_euro_house04\\west_euro_house04_piece01_destruct01_lod04.rigid_model"	"5_4"	"west_euro_house04_piece01_destruct01"
"-2117500378"	"RigidModels\\Buildings\\north_euro_house04b\\north_euro_house04b_piece01_destruct01_lod01.rigid_model"	"3_1"	"north_euro_house04b_piece01_destruct01"
"-2115844475"	"RigidModels\\Buildings\\west_euro_house05\\west_euro_house05_piece01_destruct01_lod03.rigid_model"	"5_3"	"west_euro_house05_piece01_destruct01"
"-2114293409"	"RigidModels\\Buildings\\indian_house06b\\indian_house06b_piece01_destruct01_lod02.rigid_model"	"5_2"	"indian_house06b_piece01_destruct01"
"-2113814274"	"RigidModels\\Buildings\\west_euro_house05b\\west_euro_house05b_piece01_destruct02_lod05.rigid_model"	"2_2"	"west_euro_house05b_piece01_destruct02"
"-2112514459"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_netherlands_republic.rigid_model"	"0"	"agent_ID_netherlands_republic"
"-2111391548"	"RigidModels\\Buildings\\north_euro_hut01\\north_euro_hut01_piece01_destruct02_lod05.rigid_model"	"2_2"	"north_euro_hut01_piece01_destruct02"
"-2110912690"	"RigidModels\\Buildings\\southern_europe_building02\\southern_europe_building02_piece01_destruct01_lod01.rigid_model"	"3_1"	"southern_europe_building02_piece01_destruct01"
"-2110445082"	"RigidModels\\CampaignBuildings\\Buildings\\OTT\\ott_tSupply2_supply_warehouse.rigid_model"	"0"	"ott_tSupply2_supply_warehouse"
"-2110443912"	"RigidModels\\Buildings\\indian_fort_armoury\\indian_fort_armoury_piece01_destruct01_lod01.rigid_model"	"3_1"	"indian_fort_armoury_piece01_destruct01"
"-2109711738"	"RigidModels\\Buildings\\american_bridge_basic_2middle\\american_bridge_basic_2middle_piece02_destruct01_lod01.rigid_model"	"3_1"	"american_bridge_basic_2middle_piece02_destruct01"
"-2109302896"	"RigidModels\\Buildings\\indian_house01b\\indian_house01b_piece01_destruct01_lod05.rigid_model"	"5_5"	"indian_house01b_piece01_destruct01"
"-2109299147"	"RigidModels\\Buildings\\ottoman_warehouse04\\ottoman_warehouse04_piece02_destruct01_lod03.rigid_model"	"3_2"	"ottoman_warehouse04_piece02_destruct01"
"-2108677591"	"RigidModels\\Buildings\\west_euro_house04\\west_euro_house04_piece01_destruct02_lod01.rigid_model"	"2_1"	"west_euro_house04_piece01_destruct02"
"-2108666976"	"RigidModels/CampaignBuildings/Buildings/IND/IND_resource_farm_lvl5_sheep.rigid_model"	"0"	"IND_resource_farm_lvl5_sheep"
"-2108576829"	"RigidModels\\Buildings\\south_euro_townhall\\south_euro_townhall_piece01_destruct03_lod05.rigid_model"	"3_3"	"south_euro_townhall_piece01_destruct03"
"-2108408833"	"RigidModels\\Buildings\\rock_temperate_small_type03\\rock_temperate_small_type03_piece01_destruct01_lod03.rigid_model"	"3_2"	"rock_temperate_small_type03_piece01_destruct01"
"-2106984832"	"RigidModels/CampaignBuildings/Buildings/NA/NA_resource_plantation_lvl1_spice_blend.rigid_model"	"0"	"NA_resource_plantation_lvl1_spice_blend"
"-2106065613"	"RigidModels\\Buildings\\american_church\\american_church_piece01_destruct02_lod03.rigid_model"	"3_2"	"american_church_piece01_destruct02"
"-2104644652"	"RigidModels\\Buildings\\habitable_building_a\\habitable_building_a_piece01_destruct03_lod05.rigid_model"	"3_3"	"habitable_building_a_piece01_destruct03"
"-2104595113"	"RigidModels\\Buildings\\american_house01\\american_house01_piece01_destruct01_lod01.rigid_model"	"3_1"	"american_house01_piece01_destruct01"
"-2103175290"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece10_destruct02_lod05.rigid_model"	"3_3"	"fort_indian_piece10_destruct02"
"-2101364447"	"RigidModels\\CampaignBuildings\\SiegeModels\\EU_Settlement_1slot_siege.rigid_model"	"0"	"EU_Settlement_1slot_siege"
"-2098897329"	"RigidModels\\Buildings\\native_house01\\native_house01_piece01_destruct01_lod03.rigid_model"	"3_2"	"native_house01_piece01_destruct01"
"-2098849281"	"RigidModels\\Buildings\\habitable_building_a\\habitable_building_a_piece01_destruct03_lod03.rigid_model"	"3_2"	"habitable_building_a_piece01_destruct03"
"-2098829564"	"RigidModels\\Buildings\\east_euro_townhall\\east_euro_townhall_piece01_destruct01_lod03.rigid_model"	"3_2"	"east_euro_townhall_piece01_destruct01"
"-2098679590"	"RigidModels\\Buildings\\north_euro_house06b\\north_euro_house06b_piece01_destruct02_lod05.rigid_model"	"2_2"	"north_euro_house06b_piece01_destruct02"
"-2098333129"	"RigidModels\\Buildings\\indian_warehouse01b\\indian_warehouse01b_piece01_destruct02_lod05.rigid_model"	"3_3"	"indian_warehouse01b_piece01_destruct02"
"-2096368072"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece06_destruct01_lod03.rigid_model"	"3_2"	"fort_indian_piece06_destruct01"
"-2094404555"	"RigidModels\\Buildings\\indian_warehouse01\\indian_warehouse01_piece02_destruct03_lod03.rigid_model"	"3_2"	"indian_warehouse01_piece02_destruct03"
"-2093692814"	"RigidModels\\Buildings\\american_bridge_basic\\american_bridge_basic_piece02_destruct02_lod05.rigid_model"	"2_2"	"american_bridge_basic_piece02_destruct02"
"-2091791124"	"RigidModels\\Buildings\\west_euro_townhall\\west_euro_townhall_piece03_destruct01_lod05.rigid_model"	"3_3"	"west_euro_townhall_piece03_destruct01"
"-2089319572"	"RigidModels\\Buildings\\european_warehouse03\\european_warehouse03_piece01_destruct02_lod05.rigid_model"	"3_3"	"european_warehouse03_piece01_destruct02"
"-2089014372"	"RigidModels\\Buildings\\prop_town_signpost\\prop_town_signpost_piece01_destruct02_lod01.rigid_model"	"2_1"	"prop_town_signpost_piece01_destruct02"
"-2088698983"	"RigidModels\\Buildings\\southern_europe_building02\\southern_europe_building02_piece01_destruct03_lod03.rigid_model"	"3_2"	"southern_europe_building02_piece01_destruct03"
"-2088481907"	"RigidModels\\Buildings\\east_euro_house04\\east_euro_house04_piece01_destruct01_lod01.rigid_model"	"3_1"	"east_euro_house04_piece01_destruct01"
"-2086431727"	"RigidModels/CampaignBuildings/Buildings/EU/EU_pNavy3_steam_drydock.rigid_model"	"0"	"EU_pNavy3_steam_drydock"
"-2083191062"	"RigidModels\\Buildings\\prop_town_ott_stall05\\prop_town_ott_stall05_piece01_destruct01_lod01.rigid_model"	"3_1"	"prop_town_ott_stall05_piece01_destruct01"
"-2082989550"	"RigidModels\\Buildings\\prop_town_wicker_baskets\\prop_town_wicker_baskets_piece01_destruct01_lod01.rigid_model"	"2_1"	"prop_town_wicker_baskets_piece01_destruct01"
"-2082330109"	"RigidModels\\Buildings\\star_fort_armoury_v2\\star_fort_armoury_v2_piece01_destruct01_lod03.rigid_model"	"3_2"	"star_fort_armoury_v2_piece01_destruct01"
"-2080571135"	"RigidModels\\Buildings\\east_euro_hut02\\east_euro_hut02_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_hut02_piece01_destruct01"
"-2080184762"	"RigidModels\\Buildings\\native_house01\\native_house01_piece01_destruct01_lod01.rigid_model"	"3_1"	"native_house01_piece01_destruct01"
"-2079737459"	"RigidModels\\Buildings\\south_euro_rural02\\south_euro_rural02_piece01_destruct01_lod01.rigid_model"	"3_1"	"south_euro_rural02_piece01_destruct01"
"-2079440327"	"RigidModels\\Buildings\\north_euro_hut03\\north_euro_hut03_piece01_destruct01_lod05.rigid_model"	"3_3"	"north_euro_hut03_piece01_destruct01"
"-2076620709"	"RigidModels\\Buildings\\native_longhouse01\\native_longhouse01_piece01_destruct02_lod01.rigid_model"	"2_1"	"native_longhouse01_piece01_destruct02"
"-2076262585"	"RigidModels\\Buildings\\ottoman_house02\\ottoman_house02_piece01_destruct01_lod01.rigid_model"	"3_1"	"ottoman_house02_piece01_destruct01"
"-2074618660"	"RigidModels\\Buildings\\prop_town_gravestone01\\prop_town_gravestone01_piece01_destruct02_lod01.rigid_model"	"1_1"	"prop_town_gravestone01_piece01_destruct02"
"-2071741976"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece10_destruct02_lod03.rigid_model"	"3_2"	"fort_indian_small_piece10_destruct02"
"-2071229505"	"RigidModels\\Buildings\\west_euro_ruins\\west_euro_ruins_piece01_destruct01_lod03.rigid_model"	"3_2"	"west_euro_ruins_piece01_destruct01"
"-2067886258"	"RigidModels\\Buildings\\habitable_building_c\\habitable_building_c_piece01_destruct02_lod05.rigid_model"	"3_3"	"habitable_building_c_piece01_destruct02"
"-2067432485"	"RigidModels\\Buildings\\fort_town\\fort_town_piece02_destruct02_lod01.rigid_model"	"3_1"	"fort_town_piece02_destruct02"
"-2066230867"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece01_destruct02_lod01.rigid_model"	"3_1"	"fort_jamestown_piece01_destruct02"
"-2066016724"	"RigidModels/CampaignBuildings/Buildings/EU/EU_town_ind_lvl3_metalworks.rigid_model"	"0"	"EU_town_ind_lvl3_metalworks"
"-2064205372"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece06_destruct02_lod05.rigid_model"	"3_3"	"fort_indian_piece06_destruct02"
"-2063237731"	"RigidModels\\Buildings\\southern_europe_building01\\southern_europe_building01_piece01_destruct03_lod01.rigid_model"	"3_1"	"southern_europe_building01_piece01_destruct03"
"-2061883907"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece05_destruct03_lod03.rigid_model"	"3_2"	"fort_indian_piece05_destruct03"
"-2059861739"	"RigidModels/CampaignBuildings/Templates/ind/ind_city_4_slot_fortifications_lvl1.rigid_model"	"0"	"IND_City_4_slot_fortifications_lvl1"
"-2059764173"	"RigidModels\\Buildings\\southern_europe_building02\\southern_europe_building02_piece01_destruct02_lod05.rigid_model"	"3_3"	"southern_europe_building02_piece01_destruct02"
"-2059639628"	"RigidModels\\Buildings\\east_euro_townhall\\east_euro_townhall_piece02_destruct03_lod05.rigid_model"	"3_3"	"east_euro_townhall_piece02_destruct03"
"-2059525091"	"RigidModels\\Buildings\\south_euro_stone_bridge\\south_euro_stone_bridge_piece02_destruct02_lod05.rigid_model"	"3_3"	"south_euro_stone_bridge_piece02_destruct02"
"-2057092358"	"RigidModels\\Buildings\\native_house04\\native_house04_piece01_destruct02_lod01.rigid_model"	"2_1"	"native_house04_piece01_destruct02"
"-2056608512"	"RigidModels\\Buildings\\east_euro_hut02\\east_euro_hut02_piece01_destruct01_lod03.rigid_model"	"3_2"	"east_euro_hut02_piece01_destruct01"
"-2055826726"	"RigidModels/CampaignBuildings/Buildings/EU/EU_sAdmin4_court_appeals.rigid_model"	"0"	"EU_sAdmin4_court_appeals"
"-2050808064"	"RigidModels\\Buildings\\napoleon_filler_building07\\napoleon_filler_building07_piece01_destruct02_lod01.rigid_model"	"1_1"	"napoleon_filler_building07_piece01_destruct02"
"-2048947978"	"RigidModels\\Buildings\\east_euro_ruins\\east_euro_ruins_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_ruins_piece01_destruct01"
"-2048345331"	"RigidModels\\Buildings\\prop_field_fallen_oak_log01\\prop_field_fallen_oak_log01_piece01_destruct02_lod01.rigid_model"	"1_1"	"prop_field_fallen_oak_log01_piece01_destruct02"
"-2048173222"	"RigidModels\\Buildings\\western_fort_barracks\\western_fort_barracks_piece01_destruct01_lod03.rigid_model"	"3_2"	"western_fort_barracks_piece01_destruct01"
"-2045345447"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece07_destruct01_gate_closed_lod03.rigid_model"	"3_2"	"fort_jamestown_piece07_destruct01_gate_closed"
"-2043724447"	"RigidModels\\Buildings\\west_euro_townhall\\west_euro_townhall_piece02_destruct03_lod05.rigid_model"	"3_3"	"west_euro_townhall_piece02_destruct03"
"-2043690303"	"RigidModels\\Buildings\\prop_field_log_pile01\\prop_field_log_pile01_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_field_log_pile01_piece01_destruct02"
"-2042285062"	"RigidModels\\Buildings\\south_euro_house02\\south_euro_house02_piece01_destruct02_lod01.rigid_model"	"2_1"	"south_euro_house02_piece01_destruct02"
"-2042095907"	"RigidModels/CampaignBuildings/Buildings/EU/EU_sAdmin3_court_justice.rigid_model"	"0"	"EU_sAdmin3_court_justice"
"-2041367576"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_british_republic.rigid_model"	"0"	"agent_ID_british_republic"
"-2041022630"	"RigidModels\\Buildings\\euro_stone_barracks\\euro_stone_barracks_piece02_destruct02_lod01.rigid_model"	"3_1"	"euro_stone_barracks_piece02_destruct02"
"-2033269029"	"RigidModels/CampaignBuildings/Buildings/OTT/Ott_resource_plantation_coffee_lvl1.rigid_model"	"0"	"OTT_resource_plantation_coffee_lvl1"
"-2032938853"	"RigidModels/CampaignBuildings/Buildings/IND/IND_port_military_lvl4_hospital.rigid_model"	"0"	"IND_port_military_lvl4_hospital"
"-2029923731"	"RigidModels\\Buildings\\prop_town_signpost\\prop_town_signpost_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_town_signpost_piece01_destruct02"
"-2026728994"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece04_destruct02_lod05.rigid_model"	"3_3"	"fort_jamestown_piece04_destruct02"
"-2026586315"	"RigidModels/CampaignBuildings/Buildings/EU/EU_town_military_lvl5_artillery.rigid_model"	"0"	"EU_town_military_lvl5_artillery"
"-2026297900"	"RigidModels\\Buildings\\prop_field_trough\\prop_field_trough_piece01_destruct01_lod05.rigid_model"	"3_3"	"prop_field_trough_piece01_destruct01"
"-2026001272"	"RigidModels\\Buildings\\american_rural03b\\american_rural03b_piece01_destruct01_lod01.rigid_model"	"3_1"	"american_rural03b_piece01_destruct01"
"-2020617969"	"RigidModels\\Buildings\\american_bridge_basic\\american_bridge_basic_piece02_destruct01_lod03.rigid_model"	"3_2"	"american_bridge_basic_piece02_destruct01"
"-2019999140"	"RigidModels\\Buildings\\small_rock_3\\small_rock_3_piece01_destruct01_lod01.rigid_model"	"3_1"	"small_rock_3_piece01_destruct01"
"-2018176764"	"RigidModels\\Buildings\\north_euro_stone_bridge\\north_euro_stone_bridge_piece01_destruct01_lod05.rigid_model"	"3_3"	"north_euro_stone_bridge_piece01_destruct01"
"-2016717468"	"RigidModels\\Buildings\\north_euro_house02\\north_euro_house02_piece01_destruct02_lod03.rigid_model"	"3_2"	"north_euro_house02_piece01_destruct02"
"-2014662130"	"RigidModels\\Buildings\\south_euro_rural04\\south_euro_rural04_piece01_destruct02_lod01.rigid_model"	"2_1"	"south_euro_rural04_piece01_destruct02"
"-2014429336"	"RigidModels\\Buildings\\fort_stockade\\fort_stockade_piece02_destruct01_lod05.rigid_model"	"3_3"	"fort_stockade_piece02_destruct01"
"-2013906327"	"RigidModels\\Buildings\\west_euro_townhall\\west_euro_townhall_piece02_destruct01_lod01.rigid_model"	"3_1"	"west_euro_townhall_piece02_destruct01"
"-2013882603"	"RigidModels\\Buildings\\east_euro_house03\\east_euro_house03_piece01_destruct02_lod05.rigid_model"	"2_2"	"east_euro_house03_piece01_destruct02"
"-2013372384"	"RigidModels\\Buildings\\american_house04b\\american_house04b_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_house04b_piece01_destruct02"
"-2013338497"	"RigidModels\\Buildings\\nwe_euro_ruins01\\nwe_euro_ruins01_piece01_destruct01_lod03.rigid_model"	"3_2"	"nwe_euro_ruins01_piece01_destruct01"
"-2013261195"	"RigidModels\\Buildings\\prop_field_fallen_pine_tree03\\prop_field_fallen_pine_tree03_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_field_fallen_pine_tree03_piece01_destruct02"
"-2012828929"	"RigidModels\\CampaignBuildings\\Buildings\\OTT\\ott_tEducation1_college.rigid_model"	"0"	"ott_tEducation1_college"
"-2010849874"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece02_destruct03_lod03.rigid_model"	"3_2"	"fort_jamestown_piece02_destruct03"
"-2010480342"	"RigidModels\\Buildings\\boulder_collection_small_4\\boulder_collection_small_4_piece01_destruct01_lod01.rigid_model"	"3_1"	"boulder_collection_small_4_piece01_destruct01"
"-2009808916"	"RigidModels\\Buildings\\habitable_building_g\\habitable_building_g_piece01_destruct03_lod03.rigid_model"	"3_2"	"habitable_building_g_piece01_destruct03"
"-2009307426"	"RigidModels\\Buildings\\ottoman_house07\\ottoman_house07_piece01_destruct01_lod04.rigid_model"	"5_4"	"ottoman_house07_piece01_destruct01"
"-2007948509"	"RigidModels\\Buildings\\north_euro_hut06\\north_euro_hut06_piece01_destruct01_lod01.rigid_model"	"3_1"	"north_euro_hut06_piece01_destruct01"
"-2007258915"	"RigidModels\\Buildings\\prop_field_log_pile02\\prop_field_log_pile02_piece01_destruct02_lod01.rigid_model"	"2_1"	"prop_field_log_pile02_piece01_destruct02"
"-2007156804"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_barbary_states.rigid_model"	"0"	"agent_ID_barbary_states"
"-2007143563"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_morocco.rigid_model"	"0"	"agent_ID_morocco"
"-2006694704"	"RigidModels\\Buildings\\west_euro_stone_bridge_2middle\\west_euro_stone_bridge_2middle_piece02_destruct01_lod01.rigid_model"	"3_1"	"west_euro_stone_bridge_2middle_piece02_destruct01"
"-2006633332"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_romania.rigid_model"	"0"	"agent_ID_romania"
"-2006169947"	"RigidModels\\Buildings\\north_euro_house01\\north_euro_house01_piece01_destruct02_lod01.rigid_model"	"3_1"	"north_euro_house01_piece01_destruct02"
"-2003281425"	"RigidModels\\Buildings\\indian_hut04\\indian_hut04_piece01_destruct02_lod01.rigid_model"	"2_1"	"indian_hut04_piece01_destruct02"
"-2002274805"	"RigidModels\\Buildings\\fort_stockade\\fort_stockade_piece04_destruct02_gate_closed_lod01.rigid_model"	"1_1"	"fort_stockade_piece04_destruct02_gate_closed"
"-2002223403"	"RigidModels\\Buildings\\east_euro_house08b\\east_euro_house08b_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_house08b_piece01_destruct01"
"-2001965562"	"RigidModels\\CampaignBuildings\\Buildings\\Prestige\\sPrest_france_museenapoleon.rigid_model"	"0"	"sPrest_france_museenapoleon"
"-2000548251"	"RigidModels\\Buildings\\egy_riverboate\\egy_riverboatE_piece01_destruct01_lod01.rigid_model"	"3_1"	"egy_riverboate_piece01_destruct01"
"-2000166440"	"RigidModels\\Buildings\\american_rural01b\\american_rural01b_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_rural01b_piece01_destruct02"
"-2000125999"	"RigidModels\\Buildings\\north_euro_house05\\north_euro_house05_piece01_destruct01_lod03.rigid_model"	"3_2"	"north_euro_house05_piece01_destruct01"
"-2000079584"	"RigidModels\\Buildings\\indian_warehouse01\\indian_warehouse01_piece01_destruct02_lod01.rigid_model"	"3_1"	"indian_warehouse01_piece01_destruct02"
"-1999509773"	"RigidModels\\Buildings\\prop_town_plant_pot03\\prop_town_plant_pot03_piece01_destruct01_lod05.rigid_model"	"2_2"	"prop_town_plant_pot03_piece01_destruct01"
"-1996787857"	"RigidModels/CampaignBuildings/Buildings/EU/EU_town_military_lvl2.rigid_model"	"0"	"EU_town_military_lvl2"
"-1996084111"	"RigidModels\\Buildings\\fallen_rotting_log\\medium_log_dry_piece01_destruct01_lod05.rigid_model"	"0"	"medium_log_dry_piece01_destruct01"
"-1994180461"	"RigidModels\\Buildings\\west_euro_house07\\west_euro_house07_piece01_destruct02_lod01.rigid_model"	"2_1"	"west_euro_house07_piece01_destruct02"
"-1994119943"	"RigidModels\\Buildings\\nsc_scorched_supply_cart_with_dead_french\\nsc_scorched_supply_cart_with_dead_french_piece01_destruct01_lod01.rigid_model"	"1_1"	"nsc_scorched_supply_cart_with_dead_french_piece01_destruct01"
"-1993750065"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece03_destruct03_lod03.rigid_model"	"3_2"	"fort_indian_small_piece03_destruct03"
"-1991674408"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece03_destruct02_lod03.rigid_model"	"3_2"	"fort_indian_small_piece03_destruct02"
"-1989467529"	"RigidModels\\Buildings\\east_euro_house05\\east_euro_house05_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_house05_piece01_destruct01"
"-1989262372"	"RigidModels\\Buildings\\jamestown_house01\\jamestown_house01_piece01_destruct01_lod02.rigid_model"	"5_2"	"jamestown_house01_piece01_destruct01"
"-1989259157"	"RigidModels\\Buildings\\west_euro_stone_bridge_2middle\\west_euro_stone_bridge_2middle_piece01_destruct01_lod05.rigid_model"	"3_3"	"west_euro_stone_bridge_2middle_piece01_destruct01"
"-1987227666"	"RigidModels\\Buildings\\boulder_collection_2\\boulder_collection_2_piece01_destruct01_lod03.rigid_model"	"3_2"	"boulder_collection_2_piece01_destruct01"
"-1985800511"	"RigidModels\\Buildings\\egy_riverboatf\\egy_riverboatF_piece01_destruct01_lod03.rigid_model"	"3_2"	"egy_riverboatf_piece01_destruct01"
"-1985723962"	"RigidModels\\Buildings\\north_euro_house02\\north_euro_house02_piece01_destruct01_lod05.rigid_model"	"3_3"	"north_euro_house02_piece01_destruct01"
"-1985587174"	"RigidModels\\Buildings\\indian_hut05\\indian_hut05_piece01_destruct01_lod05.rigid_model"	"3_3"	"indian_hut05_piece01_destruct01"
"-1984057380"	"RigidModels\\Buildings\\south_euro_hut01\\south_euro_hut01_piece01_destruct01_lod01.rigid_model"	"3_1"	"south_euro_hut01_piece01_destruct01"
"-1982975727"	"RigidModels\\Buildings\\east_euro_townhall\\east_euro_townhall_piece01_destruct03_lod01.rigid_model"	"3_1"	"east_euro_townhall_piece01_destruct03"
"-1982517055"	"RigidModels\\Buildings\\northern_africa_building04\\northern_africa_building04_piece01_destruct01_lod05.rigid_model"	"3_3"	"northern_africa_building04_piece01_destruct01"
"-1982410098"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_hungary.rigid_model"	"0"	"agent_ID_hungary"
"-1982329075"	"RigidModels/CampaignBuildings/Buildings/prestige/prestige_albertina.rigid_model"	"0"	"prestige_albertina"
"-1982317892"	"RigidModels\\Buildings\\native_house03b\\native_house03b_piece01_destruct02_lod05.rigid_model"	"2_2"	"native_house03b_piece01_destruct02"
"-1981376530"	"RigidModels/CampaignBuildings/Buildings/EU/EU_rWine3_wine_estates.rigid_model"	"0"	"EU_rWine3_wine_estates"
"-1980253925"	"RigidModels/CampaignBuildings/Buildings/EU/EU_rTimber3_steam_powered_sawmill.rigid_model"	"0"	"EU_rTimber3_steam_powered_sawmill"
"-1979999154"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_ricepaddy_lvl3_blend.rigid_model"	"0"	"EU_resource_ricepaddy_lvl3"
