version 1, schema message_event_strings_tables
Event_IDRef(string)	Region_IDRef(string)	Message(string)	Message_Image(string)	Message_Type(string)	unknown1(boolean)	unknown2(boolean)	Message_Icon(string)	unknown3(string)
"battlemap_enemy_general_killed"	"middle_east"	"battle_gen_killed_2"	"char killed-ottoman2.tga"	"standard"	false	false	"battle_death_enemy.tga"	"char killed-ottoman2.tga"
"battlemap_enemy_general_wounded"	"egy_european"	"battlemap_enemy_general_wounded_text"	"nap_general_wounded_eu.tga"	"standard"	false	false	"enemy_wounded.tga"	"nap_general_wounded_eu.tga"
"battlemap_enemy_general_wounded"	"egy_middle_east"	"battlemap_enemy_general_wounded_text"	"nap_general_wounded_ot.tga"	"standard"	false	false	"enemy_wounded.tga"	"nap_general_wounded_ot.tga"
"battlemap_enemy_general_wounded"	"european"	"battlemap_enemy_general_wounded_text"	"nap_general_wounded_eu.tga"	"standard"	false	false	"enemy_wounded.tga"	"nap_general_wounded_eu.tga"
"battlemap_enemy_general_wounded"	"middle_east"	"battlemap_enemy_general_wounded_text"	"nap_general_wounded_ot.tga"	"standard"	false	false	"enemy_wounded.tga"	"nap_general_wounded_ot.tga"
"battlemap_napoleon_wounded"	"egy_european"	"battlemap_napoleon_wounded_text"	"nap_napoleon_wounded.tga"	"standard"	false	false	"napoleon_event_bad.tga"	"nap_napoleon_wounded.tga"
"battlemap_napoleon_wounded"	"european"	"battlemap_napoleon_wounded_text"	"nap_napoleon_wounded.tga"	"standard"	false	false	"napoleon_event_bad.tga"	"nap_napoleon_wounded.tga"
"battlemap_reinforcements_arrive"	"egy_european"	"battle_reinforcements_1"	"pre-battle-eu.tga"	"standard"	false	false	"battle_reinforcements.tga"	"pre-battle-eu.tga"
"battlemap_reinforcements_arrive"	"egy_middle_east"	"battle_reinforcements_1"	"pre-battle-ott.tga"	"standard"	false	false	"battle_reinforcements.tga"	"pre-battle-ott.tga"
"battlemap_reinforcements_arrive"	"european"	"battle_reinforcements_1"	"pre-battle-eu.tga"	"standard"	false	false	"battle_reinforcements.tga"	"pre-battle-eu.tga"
"battlemap_reinforcements_arrive"	"indian"	"battle_reinforcements_1"	"pre-battle-indina.tga"	"standard"	false	false	"battle_reinforcements.tga"	"pre-battle-indina.tga"
"battlemap_reinforcements_arrive"	"middle_east"	"battle_reinforcements_1"	"pre-battle-ott.tga"	"standard"	false	false	"battle_reinforcements.tga"	"pre-battle-ott.tga"
"battlemap_reinforcements_delayed"	"egy_european"	"battle_reinforcements_2"	"pre-battle-eu.tga"	"standard"	false	false	"battle_reinforcements_delayed.tga"	"pre-battle-eu.tga"
"battlemap_reinforcements_delayed"	"egy_middle_east"	"battle_reinforcements_2"	"pre-battle-ott.tga"	"standard"	false	false	"battle_reinforcements_delayed.tga"	"pre-battle-ott.tga"
"battlemap_reinforcements_delayed"	"european"	"battle_reinforcements_2"	"pre-battle-eu.tga"	"standard"	false	false	"battle_reinforcements_delayed.tga"	"pre-battle-eu.tga"
"battlemap_reinforcements_delayed"	"indian"	"battle_reinforcements_2"	"pre-battle-indina.tga"	"standard"	false	false	"battle_reinforcements_delayed.tga"	"pre-battle-indina.tga"
"battlemap_reinforcements_delayed"	"middle_east"	"battle_reinforcements_2"	"pre-battle-ott.tga"	"standard"	false	false	"battle_reinforcements_delayed.tga"	"pre-battle-ott.tga"
"battlemap_unit_routs"	"egy_european"	"battle_rout_1"	"unit_icon.tga"	"unit_routs"	false	false	"battle_routing.tga"	"unit_icon.tga"
"battlemap_unit_routs"	"european"	"battle_rout_1"	"unit_icon.tga"	"unit_routs"	false	false	"battle_routing.tga"	"unit_icon.tga"
"battlemap_your_admiral_killed"	"egy_european"	"battle_ad_killed_3"	"Admiral_eu.tga"	"standard"	false	false	"battle_death.tga"	"admiral-eu.tga"
"battlemap_your_admiral_killed"	"egy_middle_east"	"battle_ad_killed_3"	"admiral ottoman.tga"	"standard"	false	false	"battle_death.tga"	"admiral ottoman.tga"
"battlemap_your_admiral_killed"	"european"	"battle_ad_killed_3"	"Admiral_eu.tga"	"standard"	false	false	"battle_death.tga"	"admiral-eu.tga"
"battlemap_your_admiral_killed"	"middle_east"	"battle_ad_killed_3"	"admiral ottoman.tga"	"standard"	false	false	"battle_death.tga"	"admiral ottoman.tga"
"battlemap_your_general_killed"	"egy_european"	"battle_gen_killed_3"	"Char_Killed_us.tga"	"standard"	false	false	"battle_death.tga"	"char killed2.tga"
"battlemap_your_general_killed"	"egy_middle_east"	"battle_gen_killed_3"	"char killed-ottoman2.tga"	"standard"	false	false	"battle_death.tga"	"char killed-ottoman2.tga"
"battlemap_your_general_killed"	"european"	"battle_gen_killed_3"	"Char_Killed_us.tga"	"standard"	false	false	"battle_death.tga"	"char killed2.tga"
"battlemap_your_general_killed"	"middle_east"	"battle_gen_killed_3"	"char killed-ottoman2.tga"	"standard"	false	false	"battle_death.tga"	"char killed-ottoman2.tga"
"battlemap_your_general_wounded"	"egy_european"	"battlemap_your_general_wounded_text"	"nap_general_wounded_eu.tga"	"standard"	false	false	"character_wounded.tga"	"nap_general_wounded_eu.tga"
"battlemap_your_general_wounded"	"egy_middle_east"	"battlemap_your_general_wounded_text"	"nap_general_wounded_ot.tga"	"standard"	false	false	"character_wounded.tga"	"nap_general_wounded_ot.tga"
"battlemap_your_general_wounded"	"european"	"battlemap_your_general_wounded_text"	"nap_general_wounded_eu.tga"	"standard"	false	false	"character_wounded.tga"	"nap_general_wounded_eu.tga"
"battlemap_your_general_wounded"	"middle_east"	"battlemap_your_general_wounded_text"	"nap_general_wounded_ot.tga"	"standard"	false	false	"character_wounded.tga"	"nap_general_wounded_ot.tga"
"building_constructed"	"egy_european"	"building_constructed_1"	"captured.tga"	"building_constructed"	false	false	"building.tga"	"building_constructed"
"building_constructed"	"european"	"building_constructed_1"	"captured.tga"	"building_constructed"	false	false	"building.tga"	"building_constructed"
"building_repaired"	"egy_european"	"building_constructed_2"	"captured.tga"	"building_constructed"	false	false	"building.tga"	"building_repaired"
"building_repaired"	"european"	"building_constructed_2"	"captured.tga"	"building_constructed"	false	false	"building.tga"	"building_repaired"
"campaign_lost"	"egy_european"	"campaign_lost_1"	"faction_dest_eu.tga"	"standard"	true	true	"news.tga"	"faction_dest_eu.tga"
"campaign_lost"	"egy_middle_east"	"campaign_lost_1"	"faction_dest_ot.tga"	"standard"	true	true	"news.tga"	"faction_dest_ot.tga"
"campaign_lost"	"european"	"campaign_lost_1"	"faction_dest_eu.tga"	"standard"	true	true	"news.tga"	"faction_dest_eu.tga"
"campaign_lost"	"middle_east"	"campaign_lost_1"	"faction_dest_ot.tga"	"standard"	true	true	"news.tga"	"faction_dest_ot.tga"
"campaign_lost_your_faction_destroyed"	"egy_european"	"faction_destroyed_2"	"afterbatle eu.tga"	"standard"	false	true	"news.tga"	"afterbatle eu.tga"
"campaign_lost_your_faction_destroyed"	"european"	"faction_destroyed_2"	"afterbatle eu.tga"	"standard"	false	true	"news.tga"	"afterbatle eu.tga"
"campaign_napoleon_domination_request"	"european"	"campaign_napoleon_domination_request"	"nap_fra_arc_de_triumph.tga"	"standard"	true	true	"napoleon_event_good.tga"	"nap_fra_arc_de_triumph.tga"
"campaign_won"	"egy_european"	"campaign_won_1"	"faction_win_eu.tga"	"standard"	false	true	"prestige.tga"	"faction_win_eu.tga"
"campaign_won"	"egy_middle_east"	"campaign_won_1"	"faction_win_ot.tga"	"standard"	false	true	"prestige.tga"	"faction_win_ot.tga"
"campaign_won"	"european"	"campaign_won_1"	"faction_win_eu.tga"	"standard"	false	true	"prestige.tga"	"faction_win_eu.tga"
"campaign_won"	"middle_east"	"campaign_won_1"	"faction_win_ot.tga"	"standard"	false	true	"prestige.tga"	"faction_win_ot.tga"
"campmap_enemy_army_withdraws"	"egy_european"	"campmap_enemy_army_withdraws_text"	"pre-battle-eu.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"pre-battle-eu.tga"
"campmap_enemy_army_withdraws"	"egy_middle_east"	"campmap_enemy_army_withdraws_text"	"pre-battle-ott.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"pre-battle-ott.tga"
"campmap_enemy_army_withdraws"	"european"	"campmap_enemy_army_withdraws_text"	"pre-battle-eu.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"pre-battle-eu.tga"
"campmap_enemy_army_withdraws"	"middle_east"	"campmap_enemy_army_withdraws_text"	"pre-battle-ott.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"pre-battle-ott.tga"
"campmap_enemy_navy_withdraws"	"egy_european"	"campmap_enemy_navy_withdraws_text"	"fleet1.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"fleet1.tga"
"campmap_enemy_navy_withdraws"	"egy_middle_east"	"campmap_enemy_navy_withdraws_text"	"fleet1.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"fleet1.tga"
"campmap_enemy_navy_withdraws"	"european"	"campmap_enemy_navy_withdraws_text"	"fleet1.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"fleet1.tga"
"campmap_enemy_navy_withdraws"	"middle_east"	"campmap_enemy_navy_withdraws_text"	"fleet1.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"fleet1.tga"
"campmap_europe_rhineland"	"european"	"campmap_europe_rhineland"	"nap_eur_success_old.tga"	"standard"	false	true	"napoleon_event_bad.tga"	"nap_eur_success_old.tga"
"campmap_faction_joins_your_enemies"	"egy_european"	"campmap_faction_joins_your_enemies_text"	"nap_faction_joins.tga"	"standard"	false	false	"army.tga"	"nap_faction_joins.tga"
"campmap_faction_joins_your_enemies"	"egy_middle_east"	"campmap_faction_joins_your_enemies_text"	"nap_faction_joins_ot.tga"	"standard"	false	false	"army.tga"	"nap_faction_joins_ot.tga"
"campmap_faction_joins_your_enemies"	"european"	"campmap_faction_joins_your_enemies_text"	"nap_faction_joins.tga"	"standard"	false	false	"army.tga"	"nap_faction_joins.tga"
"campmap_faction_joins_your_enemies"	"middle_east"	"campmap_faction_joins_your_enemies_text"	"nap_faction_joins_ot.tga"	"standard"	false	false	"army.tga"	"nap_faction_joins_ot.tga"
"campmap_impending_deadline"	"egy_european"	"campmap_impending_deadline_text"	"biggest-army.tga.tga"	"standard"	false	true	"news.tga"	"biggest-army.tga.tga"
"campmap_impending_deadline"	"egy_middle_east"	"campmap_impending_deadline_text"	"biggest-army-ottoman.tga"	"standard"	false	true	"news.tga"	"biggest-army-ottoman.tga"
"campmap_impending_deadline"	"european"	"campmap_impending_deadline_text"	"biggest-army.tga.tga"	"standard"	false	true	"news.tga"	"biggest-army.tga.tga"
"campmap_impending_deadline"	"middle_east"	"campmap_impending_deadline_text"	"biggest-army-ottoman.tga"	"standard"	false	true	"news.tga"	"biggest-army-ottoman.tga"
"campmap_napoleon_assassin_wounded"	"egy_european"	"napoleon_assassin_wounded"	"nap_character_assasin_wounded.tga"	"standard"	false	true	"napoleon_event_bad.tga"	"nap_character_assasin_wounded.tga"
"campmap_napoleon_assassin_wounded"	"european"	"napoleon_assassin_wounded"	"nap_character_assasin_wounded.tga"	"standard"	false	true	"napoleon_event_bad.tga"	"nap_character_assasin_wounded.tga"
"campmap_napoleon_convalesced"	"egy_european"	"napoleon_convalesced_text"	"nap_napoleon_convalesced.tga"	"standard"	false	true	"napoleon_event_good.tga"	"nap_napoleon_convalesced.tga"
"campmap_napoleon_convalesced"	"european"	"napoleon_convalesced_text"	"nap_napoleon_convalesced.tga"	"standard"	false	true	"napoleon_event_good.tga"	"nap_napoleon_convalesced.tga"
"campmap_napoleon_returns_to_paris"	"egy_european"	"napoleon_returns_to_paris_text"	"nap_napoleon_returns.tga"	"standard"	false	true	"napoleon_event_bad.tga"	"nap_napoleon_returns.tga"
"campmap_napoleon_returns_to_paris"	"european"	"napoleon_returns_to_paris_text"	"nap_napoleon_returns.tga"	"standard"	false	true	"napoleon_event_bad.tga"	"nap_napoleon_returns.tga"
"campmap_settlement_surrenders"	"egy_european"	"campmap_settlement_surrenders_text"	"surender-eu.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"surender-eu.tga"
"campmap_settlement_surrenders"	"egy_middle_east"	"campmap_settlement_surrenders_text"	"surender-ottoman.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"surender-ottoman.tga"
"campmap_settlement_surrenders"	"european"	"campmap_settlement_surrenders_text"	"surender-eu.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"surender-eu.tga"
"campmap_settlement_surrenders"	"middle_east"	"campmap_settlement_surrenders_text"	"surender-ottoman.tga"	"standard"	false	false	"battle_routing_enemy.tga"	"surender-ottoman.tga"
"campmap_your_admiral_killed"	"egy_european"	"battle_ad_killed_3"	"Admiral_eu.tga"	"standard"	false	false	"gravestone.tga"	"admiral-eu.tga"
"campmap_your_admiral_killed"	"egy_middle_east"	"battle_ad_killed_3"	"admiral ottoman.tga"	"standard"	false	false	"gravestone.tga"	"admiral ottoman.tga"
"campmap_your_admiral_killed"	"european"	"battle_ad_killed_3"	"Admiral_eu.tga"	"standard"	false	false	"gravestone.tga"	"admiral-eu.tga"
"campmap_your_admiral_killed"	"middle_east"	"battle_ad_killed_3"	"admiral ottoman.tga"	"standard"	false	false	"gravestone.tga"	"admiral ottoman.tga"
"campmap_your_general_assassin_wounded"	"egy_european"	"nap_your_general_assassin_wounded"	"nap_character_assasin_wounded.tga"	"standard"	false	true	"assassination.tga"	"nap_character_assasin_wounded.tga"
"campmap_your_general_assassin_wounded"	"egy_middle_east"	"nap_your_general_assassin_wounded"	"nap_character_assasin_wounded.tga"	"standard"	false	true	"assassination.tga"	"nap_character_assasin_wounded.tga"
"campmap_your_general_assassin_wounded"	"european"	"nap_your_general_assassin_wounded"	"nap_character_assasin_wounded.tga"	"standard"	false	true	"assassination.tga"	"nap_character_assasin_wounded.tga"
"campmap_your_general_assassin_wounded"	"middle_east"	"nap_your_general_assassin_wounded"	"nap_character_assasin_wounded.tga"	"standard"	false	true	"assassination.tga"	"nap_character_assasin_wounded.tga"
"campmap_your_general_convalesced"	"egy_european"	"your_general_convalesced_text"	"nap_general_convalesced.tga"	"standard"	false	true	"general.tga"	"nap_general_convalesced.tga"
"campmap_your_general_convalesced"	"egy_middle_east"	"your_general_convalesced_text"	"nap_general_convalesced-ot.tga"	"standard"	false	true	"general.tga"	"nap_general_convalesced-ot.tga"
"campmap_your_general_convalesced"	"european"	"your_general_convalesced_text"	"nap_general_convalesced.tga"	"standard"	false	true	"general.tga"	"nap_general_convalesced.tga"
"campmap_your_general_convalesced"	"middle_east"	"your_general_convalesced_text"	"nap_general_convalesced-ot.tga"	"standard"	false	true	"general.tga"	"nap_general_convalesced-ot.tga"
"campmap_your_general_killed"	"egy_european"	"battle_gen_killed_3"	"Char_Killed_us.tga"	"standard"	false	false	"gravestone.tga"	"char killed2.tga"
"campmap_your_general_killed"	"egy_middle_east"	"battle_gen_killed_3"	"char killed-ottoman2.tga"	"standard"	false	false	"gravestone.tga"	"char killed-ottoman2.tga"
"campmap_your_general_killed"	"european"	"battle_gen_killed_3"	"Char_Killed_us.tga"	"standard"	false	false	"gravestone.tga"	"char killed2.tga"
"campmap_your_general_killed"	"middle_east"	"battle_gen_killed_3"	"char killed-ottoman2.tga"	"standard"	false	false	"gravestone.tga"	"char killed-ottoman2.tga"
"campmap_your_general_returns_to_capital"	"egy_european"	"your_general_returns_to_capital_text"	"nap_general returns-2.tga"	"standard"	false	true	"character_wounded.tga"	"nap_general returns-2.tga"
"campmap_your_general_returns_to_capital"	"egy_middle_east"	"your_general_returns_to_capital_text"	"nap_general returns-ot.tga"	"standard"	false	true	"character_wounded.tga"	"nap_general returns-ot.tga"
"campmap_your_general_returns_to_capital"	"european"	"your_general_returns_to_capital_text"	"nap_general returns-2.tga"	"standard"	false	true	"character_wounded.tga"	"nap_general returns-2.tga"
"campmap_your_general_returns_to_capital"	"middle_east"	"your_general_returns_to_capital_text"	"nap_general returns-ot.tga"	"standard"	false	true	"character_wounded.tga"	"nap_general returns-ot.tga"
"ceasefire_declared"	"egy_european"	"ceasefire_1"	"diplomacypos_eu.tga"	"standard"	false	true	"news.tga"	"diplomacypos_eu.tga"
"ceasefire_declared"	"european"	"ceasefire_1"	"diplomacypos_eu.tga"	"standard"	false	true	"news.tga"	"diplomacypos_eu.tga"
