version 1, schema building_culture_variants_tables
Building_IDRef(string)	Culture(string)	Battle_Model(optstring)	Campaign_Map_Model(optstring)	Campaign_Map_Model_2(optstring)	Localised_Description(optstring)	Icon__Info_Picture(optstring)
"pNavy2_dockyard"	"middle_east"	nil	"ott_pNavy2_dockyard"	nil	"pNavy2_dockyard_european"	"ott_pNavy2_dockyard"
"pNavy3_steam_drydock"	"european"	nil	"EU_pNavy3_steam_drydock"	nil	"pNavy3_steam_drydock_european"	"EU_pNavy3_steam_drydock"
"pNavy3_steam_drydock"	"middle_east"	nil	"ott_pNavy3_steam_drydock"	nil	"pNavy3_steam_drydock_european"	"ott_pNavy3_steam_drydock"
"pNavyTutorial1_shipyard"	"european"	nil	"EU_pNavy1_shipyard"	nil	"pNavy1_shipyard_european"	"EU_port_military_lvl1"
"pTrade1_trading_port"	"egy_european"	nil	"ott_pTrade1_trading_port"	nil	"pTrade1_trading_port_european"	"ott_pTrade1_trading_port"
"pTrade1_trading_port"	"egy_middle_east"	nil	"ott_pTrade1_trading_port"	nil	"pTrade1_trading_port_european"	"ott_pTrade1_trading_port"
"pTrade1_trading_port"	"european"	nil	"EU_pTrade1_trading_port"	nil	"pTrade1_trading_port_european"	"EU_pTrade1_trading_port"
"pTrade1_trading_port"	"middle_east"	nil	"ott_pTrade1_trading_port"	nil	"pTrade1_trading_port_european"	"ott_pTrade1_trading_port"
"pTrade2_commercial_port"	"european"	nil	"EU_pTrade2_commercial_port"	nil	"pTrade2_commercial_port_european"	"EU_pTrade2_commercial_port"
"pTrade2_commercial_port"	"middle_east"	nil	"ott_pTrade2_commercial_port"	nil	"pTrade2_commercial_port_european"	"ott_pTrade2_commercial_port"
"pTrade3_trading_company"	"european"	nil	"EU_pTrade3_trading_company"	nil	"pTrade3_trading_company_european"	"EU_pTrade3_trading_company"
"pTrade3_trading_company"	"middle_east"	nil	"ott_pTrade3_trading_company"	nil	"pTrade3_trading_company_european"	"ott_pTrade3_trading_company"
"pTradeTutorial1_trading_port"	"european"	nil	"EU_pTrade1_trading_port"	nil	"pTrade1_trading_port_european"	"EU_pTrade1_trading_port"
"rFarm1_farms"	"egy_european"	nil	"ott_rFarm1_farms"	nil	"rFarm1_farms_european"	"ott_rFarm1_farms"
"rFarm1_farms"	"egy_middle_east"	nil	"ott_rFarm1_farms"	nil	"rFarm1_farms_european"	"ott_rFarm1_farms"
"rFarm1_farms"	"european"	nil	"EU_rFarm1_farms"	nil	"rFarm1_farms_european"	"EU_rFarm1_farms"
"rFarm1_farms"	"middle_east"	nil	"ott_rFarm1_farms"	nil	"rFarm1_farms_european"	"ott_rFarm1_farms"
"rFarm2_clearances"	"egy_european"	nil	"ott_rFarm2_clearances"	nil	"rFarm2_clearances_european"	"ott_rFarm2_clearances"
"rFarm2_clearances"	"egy_middle_east"	nil	"ott_rFarm2_clearances"	nil	"rFarm2_clearances_european"	"ott_rFarm2_clearances"
"rFarm2_clearances"	"european"	nil	"EU_rFarm2_clearances"	nil	"rFarm2_clearances_european"	"EU_rFarm2_clearances"
"rFarm2_clearances"	"middle_east"	nil	"ott_rFarm2_clearances"	nil	"rFarm2_clearances_european"	"ott_rFarm2_clearances"
"rFarm3_great_estates"	"european"	nil	nil	"EU_rFarm3_great_estates"	"rFarm3_great_estates_european"	"EU_rFarm3_great_estates"
"rFarm3_great_estates"	"middle_east"	nil	nil	"ott_rFarm3_great_estates"	"rFarm3_great_estates_european"	"ott_rFarm3_great_estates"
"rGold1_gold_mine"	"european"	nil	nil	"EU_rGold1_gold_mine"	"rGold1_gold_mine_european"	"EU_rGold1_gold_mine"
"rGold1_gold_mine"	"middle_east"	nil	nil	"ott_rGold1_gold_mine"	"rGold1_gold_mine_european"	"ott_rGold1_gold_mine"
"rGold2_steam-pumped_gold_mine"	"european"	nil	nil	"EU_rGold2_steampumped_gold_mine"	"rGold2_steam-pumped_gold_mine_european"	"EU_rGold2_steampumped_gold_mine"
"rGold2_steam-pumped_gold_mine"	"middle_east"	nil	nil	"ott_rGold2_steam_pumped_gold_mine"	"rGold2_steam-pumped_gold_mine_european"	"ott_rGold2_steam_pumped_gold_mine"
"rGold3_industrial_gold_mining_complex"	"european"	nil	nil	"EU_rGold3_industrial_gold_mining_complex"	"rGold3_industrial_gold_mining_complex_european"	"EU_rGold3_industrial_gold_mining_complex"
"rGold3_industrial_gold_mining_complex"	"middle_east"	nil	nil	"ott_rGold3_industrial_gold_mining_complex"	"rGold3_industrial_gold_mining_complex_european"	"ott_rGold3_industrial_gold_mining_complex"
"rHorse1_stables"	"egy_european"	nil	nil	"ott_rHorse1_stables_blend"	"rHorse1_stables_european"	"ott_rHorse1_stables"
"rHorse1_stables"	"egy_middle_east"	nil	nil	"ott_rHorse1_stables_blend"	"rHorse1_stables_european"	"ott_rHorse1_stables"
"rHorse1_stables"	"european"	nil	nil	"EU_rHorse1_stables_blend"	"rHorse1_stables_european"	"EU_rHorse1_stables"
"rHorse1_stables"	"middle_east"	nil	nil	"ott_rHorse1_stables_blend"	"rHorse1_stables_european"	"ott_rHorse1_stables"
"rHorse2_stud_farm"	"egy_european"	nil	nil	"ott_rHorse2_stud_farm_blend"	"rHorse2_stud_farm_european"	"ott_rHorse2_stud_farm"
"rHorse2_stud_farm"	"egy_middle_east"	nil	nil	"ott_rHorse2_stud_farm_blend"	"rHorse2_stud_farm_european"	"ott_rHorse2_stud_farm"
"rHorse2_stud_farm"	"european"	nil	nil	"EU_rHorse2_stud_farm_blend"	"rHorse2_stud_farm_european"	"EU_rHorse2_stud_farm"
"rHorse2_stud_farm"	"middle_east"	nil	nil	"ott_rHorse2_stud_farm_blend"	"rHorse2_stud_farm_european"	"ott_rHorse2_stud_farm"
"rHorse3_equestrian_estate"	"european"	nil	nil	"EU_rHorse3_equestrian_estate_blend"	"rHorse3_equestrian_estate_european"	"EU_rHorse3_equestrian_estate"
"rHorse3_equestrian_estate"	"middle_east"	nil	nil	"ott_rHorse3_equestrian_estate_blend"	"rHorse3_equestrian_estate_european"	"ott_rHorse3_equestrian_estate"
"rIron1_iron_mine"	"egy_european"	nil	nil	"ott_rIron1_iron_mine"	"rIron1_iron_mine_european"	"ott_rIron1_iron_mine"
"rIron1_iron_mine"	"egy_middle_east"	nil	nil	"ott_rIron1_iron_mine"	"rIron1_iron_mine_european"	"ott_rIron1_iron_mine"
"rIron1_iron_mine"	"european"	nil	nil	"EU_rIron1_iron_mine"	"rIron1_iron_mine_european"	"EU_rIron1_iron_mine"
"rIron1_iron_mine"	"middle_east"	nil	nil	"ott_rIron1_iron_mine"	"rIron1_iron_mine_european"	"ott_rIron1_iron_mine"
"rIron2_steam-pumped_iron_mine"	"european"	nil	nil	"EU_rIron2_steampumped_iron_mine"	"rIron2_steam-pumped_iron_mine_european"	"EU_rIron2_steampumped_iron_mine"
"rIron2_steam-pumped_iron_mine"	"middle_east"	nil	nil	"ott_rIron2_steam-pumped_iron_mine"	"rIron2_steam-pumped_iron_mine_european"	"ott_rIron2_steam-pumped_iron_mine"
"rIron3_industrial_iron_mining_complex"	"european"	nil	nil	"EU_rIron3_industrial_iron_mining_complex"	"rIron3_industrial_iron_mining_complex_european"	"EU_rIron3_industrial_iron_mining_complex"
"rIron3_industrial_iron_mining_complex"	"middle_east"	nil	nil	"ott_rIron3_industrial_iron_mining_complex"	"rIron3_industrial_iron_mining_complex_european"	"ott_rIron3_industrial_iron_mining_complex"
"rIronTutorial1_iron_mine"	"european"	nil	nil	"EU_rIron1_iron_mine"	"rIron1_iron_mine_european"	"EU_rIron1_iron_mine"
"rIronTutorial2_steam-pumped_iron_mine"	"european"	nil	nil	"EU_rIron2_steampumped_iron_mine"	"rIron2_steam-pumped_iron_mine_european"	"EU_rIron2_steampumped_iron_mine"
"rIronTutorial3_industrial_iron_mining_complex"	"european"	nil	nil	"EU_rIron3_industrial_iron_mining_complex"	"rIron3_industrial_iron_mining_complex_european"	"EU_rIron3_industrial_iron_mining_complex"
"rTimber1_timber_logging_camp"	"egy_european"	nil	"ott_rTimber1_timber_logging_camp"	nil	"rTimber1_timber_logging_camp_european"	"ott_rTimber1_timber_logging_camp"
"rTimber1_timber_logging_camp"	"egy_middle_east"	nil	"ott_rTimber1_timber_logging_camp"	nil	"rTimber1_timber_logging_camp_european"	"ott_rTimber1_timber_logging_camp"
"rTimber1_timber_logging_camp"	"european"	nil	"EU_rTimber1_timber_logging_camp_blend"	nil	"rTimber1_timber_logging_camp_european"	"EU_rTimber1_timber_logging_camp_blend"
"rTimber1_timber_logging_camp"	"middle_east"	nil	"ott_rTimber1_timber_logging_camp"	nil	"rTimber1_timber_logging_camp_european"	"ott_rTimber1_timber_logging_camp"
"rTimber2_timber_lumber_mill"	"egy_european"	nil	nil	"ott_rTimber2_timber_lumber_mill"	"rTimber2_timber_lumber_mill_european"	"ott_rTimber2_timber_lumber_mill"
"rTimber2_timber_lumber_mill"	"egy_middle_east"	nil	nil	"ott_rTimber2_timber_lumber_mill"	"rTimber2_timber_lumber_mill_european"	"ott_rTimber2_timber_lumber_mill"
"rTimber2_timber_lumber_mill"	"european"	nil	nil	"EU_rTimber2_timber_lumber_mill"	"rTimber2_timber_lumber_mill_european"	"EU_rTimber2_timber_lumber_mill"
"rTimber2_timber_lumber_mill"	"middle_east"	nil	nil	"ott_rTimber2_timber_lumber_mill"	"rTimber2_timber_lumber_mill_european"	"ott_rTimber2_timber_lumber_mill"
"rTimber3_steam_powered_sawmill"	"european"	nil	"EU_rTimber3_steam_powered_sawmill"	nil	"rTimber3_steam_powered_sawmill_european"	"EU_rTimber3_steam_powered_sawmill"
"rTimber3_steam_powered_sawmill"	"middle_east"	nil	"ott_rTimber3_steam_powered_sawmill"	nil	"rTimber3_steam_powered_sawmill_european"	"ott_rTimber3_steam_powered_sawmill"
"rWine1_vineyards"	"egy_european"	nil	"ott_rWine1_vineyards"	nil	"rWine1_vineyards_european"	"ott_rWine1_vineyards"
"rWine1_vineyards"	"egy_middle_east"	nil	"ott_rWine1_vineyards"	nil	"rWine1_vineyards_european"	"ott_rWine1_vineyards"
"rWine1_vineyards"	"european"	nil	"EU_rWine1_vineyards"	nil	"rWine1_vineyards_european"	"EU_rWine1_vineyards"
"rWine1_vineyards"	"middle_east"	nil	"ott_rWine1_vineyards"	nil	"rWine1_vineyards_european"	"ott_rWine1_vineyards"
"rWine2_winery"	"egy_european"	nil	"ott_rWine2_winery"	nil	"rWine2_winery_european"	"ott_rWine2_winery"
"rWine2_winery"	"egy_middle_east"	nil	"ott_rWine2_winery"	nil	"rWine2_winery_european"	"ott_rWine2_winery"
"rWine2_winery"	"european"	nil	"EU_rWine2_winery"	nil	"rWine2_winery_european"	"EU_rWine2_winery"
"rWine2_winery"	"middle_east"	nil	"ott_rWine2_winery"	nil	"rWine2_winery_european"	"ott_rWine2_winery"
"rWine3_wine_estates"	"european"	nil	"EU_rWine3_wine_estates"	nil	"rWine3_wine_estates_european"	"EU_rWine3_wine_estates"
"rWine3_wine_estates"	"middle_east"	nil	"ott_rWine3_wine_estates01"	nil	"rWine3_wine_estates_european"	"ott_rWine3_wine_estates01"
"sAdmin1_tax_office"	"egy_european"	nil	"ott_sAdmin1_tax_office"	nil	"sAdmin1_tax_office_european"	"ott_sAdmin1_tax_office"
"sAdmin1_tax_office"	"egy_middle_east"	nil	"ott_sAdmin1_tax_office"	nil	"sAdmin1_tax_office_european"	"ott_sAdmin1_tax_office"
"sAdmin1_tax_office"	"european"	nil	"EU_sAdmin1_tax_office"	nil	"sAdmin1_tax_office_european"	"EU_sAdmin1_tax_office"
"sAdmin1_tax_office"	"middle_east"	nil	"ott_sAdmin1_tax_office"	nil	"sAdmin1_tax_office_european"	"ott_sAdmin1_tax_office"
"sAdmin2_magistrate"	"egy_european"	nil	"ott_sAdmin2_magistrate"	nil	"sAdmin2_magistrate_european"	"ott_sAdmin2_magistrate"
"sAdmin2_magistrate"	"egy_middle_east"	nil	"ott_sAdmin2_magistrate"	nil	"sAdmin2_magistrate_european"	"ott_sAdmin2_magistrate"
"sAdmin2_magistrate"	"european"	nil	"EU_sAdmin2_magistrate"	nil	"sAdmin2_magistrate_european"	"EU_sAdmin2_magistrate"
"sAdmin2_magistrate"	"middle_east"	nil	"ott_sAdmin2_magistrate"	nil	"sAdmin2_magistrate_european"	"ott_sAdmin2_magistrate"
"sAdmin3_court_justice"	"egy_european"	nil	"ott_sAdmin3_court_justice"	nil	"sAdmin3_court_justice_european"	"ott_sAdmin3_court_justice"
"sAdmin3_court_justice"	"egy_middle_east"	nil	"ott_sAdmin3_court_justice"	nil	"sAdmin3_court_justice_european"	"ott_sAdmin3_court_justice"
"sAdmin3_court_justice"	"european"	nil	"EU_sAdmin3_court_justice"	nil	"sAdmin3_court_justice_european"	"EU_sAdmin3_court_justice"
"sAdmin3_court_justice"	"middle_east"	nil	"ott_sAdmin3_court_justice"	nil	"sAdmin3_court_justice_european"	"ott_sAdmin3_court_justice"
"sAdmin4_court_appeals"	"european"	nil	"EU_sAdmin4_court_appeals"	nil	"sAdmin4_court_appeals_european"	"EU_sAdmin4_court_appeals"
"sAdmin4_court_appeals"	"middle_east"	nil	"ott_sAdmin4_court_appeals"	nil	"sAdmin4_court_appeals_european"	"ott_sAdmin4_court_appeals"
"sAdmin5_court_supreme"	"european"	nil	"EU_sAdmin5_court_supreme"	nil	"sAdmin5_court_supreme_european"	"EU_sAdmin5_court_supreme"
"sAdmin5_court_supreme"	"middle_east"	nil	"ott_sAdmin5_court_supreme"	nil	"sAdmin5_court_supreme_european"	"ott_sAdmin5_court_supreme"
"sArmy1_cantonment"	"egy_european"	nil	"ott_sArmy1_cantonment"	nil	"sArmy1_cantonment_european"	"ott_sArmy1_cantonment"
"sArmy1_cantonment"	"egy_middle_east"	nil	"ott_sArmy1_cantonment"	nil	"sArmy1_cantonment_european"	"ott_sArmy1_cantonment"
"sArmy1_cantonment"	"european"	nil	"EU_sArmy1_cantonment"	nil	"sArmy1_cantonment_european"	"EU_sArmy1_cantonment"
"sArmy1_cantonment"	"middle_east"	nil	"ott_sArmy1_cantonment"	nil	"sArmy1_cantonment_european"	"ott_sArmy1_cantonment"
"sArmy2_barracks"	"egy_european"	nil	"ott_sArmy2_barracks"	nil	"sArmy2_barracks_european"	"ott_sArmy2_barracks"
"sArmy2_barracks"	"egy_middle_east"	nil	"ott_sArmy2_barracks"	nil	"sArmy2_barracks_european"	"ott_sArmy2_barracks"
"sArmy2_barracks"	"european"	nil	"EU_sArmy2_barracks"	nil	"sArmy2_barracks_european"	"EU_sArmy2_barracks"
"sArmy2_barracks"	"middle_east"	nil	"ott_sArmy2_barracks"	nil	"sArmy2_barracks_european"	"ott_sArmy2_barracks"
"sArmy3_drill_school"	"egy_european"	nil	"ott_sArmy3_drill_school"	nil	"sArmy3_drill_school_european"	"ott_sArmy3_drill_school"
"sArmy3_drill_school"	"egy_middle_east"	nil	"ott_sArmy3_drill_school"	nil	"sArmy3_drill_school_european"	"ott_sArmy3_drill_school"
"sArmy3_drill_school"	"european"	nil	"EU_sArmy3_drill_school"	nil	"sArmy3_drill_school_european"	"EU_sArmy3_drill_school"
"sArmy3_drill_school"	"middle_east"	nil	"ott_sArmy3_drill_school"	nil	"sArmy3_drill_school_european"	"ott_sArmy3_drill_school"
"sArmy4_military_academy"	"european"	nil	"EU_sArmy4_military_academy"	nil	"sArmy4_military_academy_european"	"EU_sArmy4_military_academy"
"sArmy4_military_academy"	"middle_east"	nil	"ott_sArmy4_military_academy"	nil	"sArmy4_military_academy_european"	"ott_sArmy4_military_academy"
"sArmy5_staff_college"	"european"	nil	"EU_sArmy5_staff_college"	nil	"sArmy5_staff_college_european"	"EU_sArmy5_staff_college"
"sArmy5_staff_college"	"middle_east"	nil	"ott_sArmy5_staff_college"	nil	"sArmy5_staff_college_european"	"ott_sArmy5_staff_college"
"sArmyTutorial1_cantonment"	"european"	nil	"EU_sArmy1_cantonment"	nil	"sArmy1_cantonment_european"	"EU_sArmy1_cantonment"
"sCannon1_cannon_foundry"	"egy_european"	nil	"ott_sCannon1_cannon_foundry"	nil	"sCannon1_cannon_foundry_european"	"ott_sCannon1_cannon_foundry"
"sCannon1_cannon_foundry"	"egy_middle_east"	nil	"ott_sCannon1_cannon_foundry"	nil	"sCannon1_cannon_foundry_european"	"ott_sCannon1_cannon_foundry"
"sCannon1_cannon_foundry"	"european"	nil	"EU_sCannon1_cannon_foundry"	nil	"sCannon1_cannon_foundry_european"	"EU_sCannon1_cannon_foundry"
"sCannon1_cannon_foundry"	"middle_east"	nil	"ott_sCannon1_cannon_foundry"	nil	"sCannon1_cannon_foundry_european"	"ott_sCannon1_cannon_foundry"
"sCannon2_ordnance_factory"	"egy_european"	nil	"ott_sCannon2_ordnance_factory"	nil	"sCannon2_ordnance_factory_european"	"ott_sCannon2_ordnance_factory"
"sCannon2_ordnance_factory"	"egy_middle_east"	nil	"ott_sCannon2_ordnance_factory"	nil	"sCannon2_ordnance_factory_european"	"ott_sCannon2_ordnance_factory"
"sCannon2_ordnance_factory"	"european"	nil	"EU_sCannon2_ordnance_factory"	nil	"sCannon2_ordnance_factory_european"	"EU_sCannon2_ordnance_factory"
"sCannon2_ordnance_factory"	"middle_east"	nil	"ott_sCannon2_ordnance_factory"	nil	"sCannon2_ordnance_factory_european"	"ott_sCannon2_ordnance_factory"
"sCannon3_great_arsenal"	"european"	nil	"EU_sCannon3_great_arsenal"	nil	"sCannon3_great_arsenal_european"	"EU_sCannon3_great_arsenal"
"sCannon3_great_arsenal"	"middle_east"	nil	"ott_sCannon3_great_arsenal"	nil	"sCannon3_great_arsenal_european"	"ott_sCannon3_great_arsenal"
"sCannon4_ordnance_board"	"european"	nil	"EU_sCannon4_ordnance_board"	nil	"sCannon4_ordnance_board_european"	"EU_sCannon4_ordnance_board"
"sCannon4_ordnance_board"	"middle_east"	nil	"ott_sCannon4_ordnance_board"	nil	"sCannon4_ordnance_board_european"	"ott_sCannon4_ordnance_board"
"sCannon5_engineer_school"	"european"	nil	"EU_sCannon5_engineer_school"	nil	"sCannon5_engineer_school_european"	"EU_sCannon5_engineer_school"
"sCannon5_engineer_school"	"middle_east"	nil	"ott_sCannon5_engineer_school"	nil	"sCannon5_engineer_school_european"	"ott_sCannon5_engineer_school"
"sCannonTutorial1_cannon_foundry"	"european"	nil	"EU_sCannon1_cannon_foundry"	nil	"sCannon1_cannon_foundry_european"	"EU_sCannon1_cannon_foundry"
"sCulture1_Theatre"	"egy_european"	nil	"ott_sCulture1_Theatre"	nil	"sCulture1_Theatre_european"	"ott_sCulture1_Theatre"
"sCulture1_Theatre"	"egy_middle_east"	nil	"ott_sCulture1_Theatre"	nil	"sCulture1_Theatre_european"	"ott_sCulture1_Theatre"
"sCulture1_Theatre"	"european"	nil	"EU_sCulture1_Theatre"	nil	"sCulture1_Theatre_european"	"EU_sCulture1_Theatre"
"sCulture1_Theatre"	"middle_east"	nil	"ott_sCulture1_Theatre"	nil	"sCulture1_Theatre_european"	"ott_sCulture1_Theatre"
"sCulture1Tutorial_Theatre"	"european"	nil	"EU_sCulture1_Theatre"	nil	"sCulture1_Theatre_european"	"EU_sCulture1_Theatre"
"sCulture2_opera_house"	"egy_european"	nil	"ott_sCulture2_opera_house"	nil	"sCulture2_opera_house_european"	"ott_sCulture2_opera_house"
"sCulture2_opera_house"	"egy_middle_east"	nil	"ott_sCulture2_opera_house"	nil	"sCulture2_opera_house_european"	"ott_sCulture2_opera_house"
"sCulture2_opera_house"	"european"	nil	"EU_sCulture2_opera_house"	nil	"sCulture2_opera_house_european"	"EU_sCulture2_opera_house"
"sCulture2_opera_house"	"middle_east"	nil	"ott_sCulture2_opera_house"	nil	"sCulture2_opera_house_european"	"ott_sCulture2_opera_house"
"sCulture2Tutorial_opera_house"	"european"	nil	"EU_sCulture2_opera_house"	nil	"sCulture2_opera_house_european"	"EU_sCulture2_opera_house"
"sCulture3_grand_opera_house"	"european"	nil	"EU_sCulture3_grand_opera_house"	nil	"sCulture3_grand_opera_house_european"	"EU_sCulture3_grand_opera_house"
"sCulture3_grand_opera_house"	"middle_east"	nil	"ott_sCulture3_grand_opera_house"	nil	"sCulture3_grand_opera_house_middle_east"	"ott_sCulture3_grand_opera_house"
"sCulture4_great_museum"	"european"	nil	"EU_sCulture4_great_museum"	nil	"sCulture4_great_museum_european"	"EU_sCulture4_great_museum"
"sCulture4_great_museum"	"middle_east"	nil	"ott_sCulture4_great_museum"	nil	"sCulture4_great_museum_european"	"ott_sCulture4_great_museum"
"sFortifications1_settlement_fortifications"	"egy_european"	nil	"EU_building_placeholder"	nil	"sFortifications1_settlement_fortifications_euro"	"OTT_walls_1"
"sFortifications1_settlement_fortifications"	"egy_middle_east"	nil	"EU_building_placeholder"	nil	"sFortifications1_settlement_fortifications_euro"	"OTT_walls_1"
"sFortifications1_settlement_fortifications"	"european"	"fort_town"	"EU_building_placeholder"	nil	"sFortifications1_settlement_fortifications_euro"	"EU_Fort_lvl4"
"sFortifications1_settlement_fortifications"	"middle_east"	"fort_ottoman_small"	"EU_building_placeholder"	nil	"sFortifications1_settlement_fortifications_euro"	"OTT_walls_1"
"sFortifications2_improved_settlement_fort"	"egy_european"	nil	"EU_building_placeholder"	nil	"sFortifications2_improved_settlement_fort_euro"	"OTT_walls_2"
"sFortifications2_improved_settlement_fort"	"egy_middle_east"	nil	"EU_building_placeholder"	nil	"sFortifications2_improved_settlement_fort_euro"	"OTT_walls_2"
"sFortifications2_improved_settlement_fort"	"european"	"fort_star"	"EU_building_placeholder"	nil	"sFortifications2_improved_settlement_fort_euro"	"EU_Fort_lvl5"
"sFortifications2_improved_settlement_fort"	"middle_east"	"fort_ottoman"	"EU_building_placeholder"	nil	"sFortifications2_improved_settlement_fort_euro"	"OTT_walls_2"
"sRoads1_basic_roads"	"egy_european"	nil	"EU_building_placeholder"	nil	"sRoads1_basic_roads_european"	"roads_basic"
"sRoads1_basic_roads"	"egy_middle_east"	nil	"EU_building_placeholder"	nil	"sRoads1_basic_roads_european"	"roads_basic"
"sRoads1_basic_roads"	"european"	nil	"EU_building_placeholder"	nil	"sRoads1_basic_roads_european"	"roads_basic"
"sRoads1_basic_roads"	"middle_east"	nil	"EU_building_placeholder"	nil	"sRoads1_basic_roads_european"	"roads_basic"
"sRoads1_basic_roads"	"tribal"	nil	"EU_building_placeholder"	nil	"sRoads1_basic_roads_european"	"roads_basic"
"sRoads2_improved_roads"	"egy_european"	nil	"EU_building_placeholder"	nil	"sRoads2_improved_roads_european"	"roads_cobbled_roads"
"sRoads2_improved_roads"	"egy_middle_east"	nil	"EU_building_placeholder"	nil	"sRoads2_improved_roads_european"	"roads_cobbled_roads"
"sRoads2_improved_roads"	"european"	nil	"EU_building_placeholder"	nil	"sRoads2_improved_roads_european"	"roads_cobbled_roads"
"sRoads2_improved_roads"	"middle_east"	nil	"EU_building_placeholder"	nil	"sRoads2_improved_roads_european"	"roads_cobbled_roads"
"sRoads3_tarmac_roads"	"european"	nil	"EU_building_placeholder"	nil	"sRoads3_tarmac_roads_european"	"roads_tarmac"
"sRoads3_tarmac_roads"	"middle_east"	nil	"EU_building_placeholder"	nil	"sRoads3_tarmac_roads_european"	"roads_tarmac"
"tCommerce1_market"	"egy_european"	nil	"ott_tCommerce1_market"	nil	"tCommerce1_market_european"	"ott_tCommerce1_market"
"tCommerce1_market"	"egy_middle_east"	nil	"ott_tCommerce1_market"	nil	"tCommerce1_market_european"	"ott_tCommerce1_market"
"tCommerce1_market"	"european"	nil	"EU_tCommerce1_market"	nil	"tCommerce1_market_european"	"EU_tCommerce1_market"
"tCommerce1_market"	"middle_east"	nil	"ott_tCommerce1_market"	nil	"tCommerce1_market_european"	"ott_tCommerce1_market"
"tCommerce2_merchant_house"	"european"	nil	"EU_tCommerce2_merchant_house"	nil	"tCommerce2_merchant_house_european"	"EU_tCommerce2_merchant_house"
"tCommerce2_merchant_house"	"middle_east"	nil	"ott_tCommerce2_merchant_house"	nil	"tCommerce2_merchant_house_european"	"ott_tCommerce2_merchant_house"
"tCommerce3_banking_house"	"european"	nil	"EU_tCommerce3_banking_house"	nil	"tCommerce3_banking_house_european"	"EU_tCommerce3_banking_house"
"tCommerce3_banking_house"	"middle_east"	nil	"ott_tCommerce3_banking_house"	nil	"tCommerce3_banking_house_european"	"ott_tCommerce3_banking_house"
"tEducation1_college"	"egy_european"	nil	"ott_tEducation1_college"	nil	"tEducation1_college_european"	"ott_tEducation1_college"
"tEducation1_college"	"egy_middle_east"	nil	"ott_tEducation1_college"	nil	"tEducation1_college_european"	"ott_tEducation1_college"
"tEducation1_college"	"european"	nil	"EU_tEducation1_college"	nil	"tEducation1_college_european"	"EU_tEducation1_college"
"tEducation1_college"	"middle_east"	nil	"ott_tEducation1_college"	nil	"tEducation1_college_european"	"ott_tEducation1_college"
"tEducation2_university"	"egy_european"	nil	"ott_tEducation2_university"	nil	"tEducation2_university_european"	"ott_tEducation2_university"
"tEducation2_university"	"european"	nil	"EU_tEducation2_university"	nil	"tEducation2_university_european"	"EU_tEducation2_university"
"tEducation2_university"	"middle_east"	nil	"ott_tEducation2_university"	nil	"tEducation2_university_middle_east"	"ott_tEducation2_university"
"tEducation3_enlightened_university"	"european"	nil	"EU_tEducation3_enlightened_university"	nil	"tEducation3_enlightened_university_european"	"EU_tEducation3_enlightened_university"
