version 1, schema faction_rebellion_units_junctions_tables, guid fc790858-a59b-4c37-962c-33a1340a1eec
faction_id(string)	unit_id(string)
"asai"	"Inf_Spear_Yari_Ashigaru"
"asai"	"Inf_Spear_Yari_Samurai"
"asai"	"Inf_Sword_Katana_Samurai"
"asai"	"Inf_Sword_Nodachi_Samurai"
"asano"	"Art_European_Cannons"
"asano"	"Art_Fire_Projecting_Mangonels"
"asano"	"Cav_Missile_Bow_Cavalry"
"asano"	"Cav_Spear_Light_Cavalry"
"asano"	"Cav_Spear_Yari_Cavalry"
"asano"	"Cav_Sword_Katana_Cavalry"
"asano"	"Inf_Heavy_Naginata_Samurai"
"asano"	"Inf_Missile_Bow_Ashigaru"
"asano"	"Inf_Missile_Bow_Samurai"
"asano"	"Inf_Missile_Matchlock_Ashigaru"
"asano"	"Inf_Spear_Yari_Ashigaru"
"asano"	"Inf_Spear_Yari_Samurai"
"asano"	"Inf_Sword_Katana_Samurai"
"asano"	"Inf_Sword_Nodachi_Samurai"
"ashikaga"	"Art_European_Cannons"
"ashikaga"	"Art_Fire_Projecting_Mangonels"
"ashikaga"	"Cav_Missile_Bow_Cavalry"
"ashikaga"	"Cav_Spear_Light_Cavalry"
"ashikaga"	"Cav_Spear_Yari_Cavalry"
"ashikaga"	"Cav_Sword_Katana_Cavalry"
"ashikaga"	"Inf_Heavy_Naginata_Samurai"
"ashikaga"	"Inf_Missile_Bow_Ashigaru"
"ashikaga"	"Inf_Missile_Bow_Samurai"
"ashikaga"	"Inf_Missile_Matchlock_Ashigaru"
"ashikaga"	"Inf_Spear_Yari_Ashigaru"
"ashikaga"	"Inf_Spear_Yari_Samurai"
"ashikaga"	"Inf_Sword_Katana_Samurai"
"ashikaga"	"Inf_Sword_Nodachi_Samurai"
"ashina"	"Art_European_Cannons"
"ashina"	"Art_Fire_Projecting_Mangonels"
"ashina"	"Cav_Missile_Bow_Cavalry"
"ashina"	"Cav_Spear_Light_Cavalry"
"ashina"	"Cav_Spear_Yari_Cavalry"
"ashina"	"Cav_Sword_Katana_Cavalry"
"ashina"	"Inf_Heavy_Naginata_Samurai"
"ashina"	"Inf_Missile_Bow_Ashigaru"
"ashina"	"Inf_Missile_Bow_Samurai"
"ashina"	"Inf_Missile_Matchlock_Ashigaru"
"ashina"	"Inf_Spear_Yari_Ashigaru"
"ashina"	"Inf_Spear_Yari_Samurai"
"ashina"	"Inf_Sword_Katana_Samurai"
"ashina"	"Inf_Sword_Nodachi_Samurai"
"bessho"	"Art_European_Cannons"
"bessho"	"Art_Fire_Projecting_Mangonels"
"bessho"	"Cav_Missile_Bow_Cavalry"
"bessho"	"Cav_Spear_Light_Cavalry"
"bessho"	"Cav_Spear_Yari_Cavalry"
"bessho"	"Cav_Sword_Katana_Cavalry"
"bessho"	"Inf_Heavy_Naginata_Samurai"
"bessho"	"Inf_Missile_Bow_Ashigaru"
"bessho"	"Inf_Missile_Bow_Samurai"
"bessho"	"Inf_Missile_Matchlock_Ashigaru"
"bessho"	"Inf_Spear_Yari_Ashigaru"
"bessho"	"Inf_Spear_Yari_Samurai"
"bessho"	"Inf_Sword_Katana_Samurai"
"bessho"	"Inf_Sword_Nodachi_Samurai"
"bos_aizu"	"Boshin_Art_Wooden_Cannons"
"bos_aizu"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_aizu"	"Boshin_Cav_Spear_Yari_Ki"
"bos_aizu"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_aizu"	"Boshin_Inf_Line_Black_Tortoise_Force"
"bos_aizu"	"Boshin_Inf_Line_White_Tiger_Force"
"bos_aizu"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_aizu"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_aizu"	"Boshin_Inf_Spear_Levy"
"bos_aizu"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_aizu"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_awaji_sumoto"	"Boshin_Art_Wooden_Cannons"
"bos_awaji_sumoto"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_awaji_sumoto"	"Boshin_Cav_Spear_Yari_Ki"
"bos_awaji_sumoto"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_awaji_sumoto"	"Boshin_Inf_Line_Infantry"
"bos_awaji_sumoto"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_awaji_sumoto"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_awaji_sumoto"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_awaji_sumoto"	"Boshin_Inf_Spear_Levy"
"bos_awaji_sumoto"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_awaji_sumoto"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_cb_aizu"	"Boshin_Inf_Line_White_Tiger_Force"
"bos_cb_choshu"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_jozai"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_nagaoka"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_obama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_saga"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_satsuma"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_sendai"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_tosa"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_cb_ueno"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_choshu"	"Boshin_Art_Wooden_Cannons"
"bos_choshu"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_choshu"	"Boshin_Cav_Spear_Yari_Ki"
"bos_choshu"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_choshu"	"Boshin_Inf_Line_Infantry"
"bos_choshu"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_choshu"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_choshu"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_choshu"	"Boshin_Inf_Spear_Levy"
"bos_choshu"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_choshu"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_edo"	"Boshin_Art_Wooden_Cannons"
"bos_edo"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_edo"	"Boshin_Cav_Spear_Yari_Ki"
"bos_edo"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_edo"	"Boshin_Inf_Line_Infantry"
"bos_edo"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_edo"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_edo"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_edo"	"Boshin_Inf_Spear_Levy"
"bos_edo"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_edo"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_france"	"Boshin_Art_Wooden_Cannons"
"bos_france"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_france"	"Boshin_Cav_Spear_Yari_Ki"
"bos_france"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_france"	"Boshin_Inf_Line_Infantry"
"bos_france"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_france"	"Boshin_Inf_Spear_Levy"
"bos_france"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_france"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_fukue"	"Boshin_Art_Wooden_Cannons"
"bos_fukue"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_fukue"	"Boshin_Cav_Spear_Yari_Ki"
"bos_fukue"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_fukue"	"Boshin_Inf_Line_Infantry"
"bos_fukue"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_fukue"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_fukue"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_fukue"	"Boshin_Inf_Spear_Levy"
"bos_fukue"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_fukue"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_fukui"	"Boshin_Art_Wooden_Cannons"
"bos_fukui"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_fukui"	"Boshin_Cav_Spear_Yari_Ki"
"bos_fukui"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_fukui"	"Boshin_Inf_Line_Infantry"
"bos_fukui"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_fukui"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_fukui"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_fukui"	"Boshin_Inf_Spear_Levy"
"bos_fukui"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_fukui"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_fukuoka"	"Boshin_Art_Wooden_Cannons"
"bos_fukuoka"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_fukuoka"	"Boshin_Cav_Spear_Yari_Ki"
"bos_fukuoka"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_fukuoka"	"Boshin_Inf_Line_Infantry"
"bos_fukuoka"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_fukuoka"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_fukuoka"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_fukuoka"	"Boshin_Inf_Spear_Levy"
"bos_fukuoka"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_fukuoka"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_fukuyama"	"Boshin_Art_Wooden_Cannons"
"bos_fukuyama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_fukuyama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_fukuyama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_fukuyama"	"Boshin_Inf_Line_Infantry"
"bos_fukuyama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_fukuyama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_fukuyama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_fukuyama"	"Boshin_Inf_Spear_Levy"
"bos_fukuyama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_fukuyama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_great_britain"	"Boshin_Art_Wooden_Cannons"
"bos_great_britain"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_great_britain"	"Boshin_Cav_Spear_Yari_Ki"
"bos_great_britain"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_great_britain"	"Boshin_Inf_Line_Infantry"
"bos_great_britain"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_great_britain"	"Boshin_Inf_Spear_Levy"
"bos_great_britain"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_great_britain"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_gujohachiman"	"Boshin_Art_Wooden_Cannons"
"bos_gujohachiman"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_gujohachiman"	"Boshin_Cav_Spear_Yari_Ki"
"bos_gujohachiman"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_gujohachiman"	"Boshin_Inf_Line_Infantry"
"bos_gujohachiman"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_gujohachiman"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_gujohachiman"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_gujohachiman"	"Boshin_Inf_Spear_Levy"
"bos_gujohachiman"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_gujohachiman"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_hikone"	"Boshin_Art_Wooden_Cannons"
"bos_hikone"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_hikone"	"Boshin_Cav_Spear_Yari_Ki"
"bos_hikone"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_hikone"	"Boshin_Inf_Line_Infantry"
"bos_hikone"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_hikone"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_hikone"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_hikone"	"Boshin_Inf_Spear_Levy"
"bos_hikone"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_hikone"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_hirado"	"Boshin_Art_Wooden_Cannons"
"bos_hirado"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_hirado"	"Boshin_Cav_Spear_Yari_Ki"
"bos_hirado"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_hirado"	"Boshin_Inf_Line_Infantry"
"bos_hirado"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_hirado"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_hirado"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_hirado"	"Boshin_Inf_Spear_Levy"
"bos_hirado"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_hirado"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_hirosaki"	"Boshin_Art_Wooden_Cannons"
"bos_hirosaki"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_hirosaki"	"Boshin_Cav_Spear_Yari_Ki"
"bos_hirosaki"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_hirosaki"	"Boshin_Inf_Line_Infantry"
"bos_hirosaki"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_hirosaki"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_hirosaki"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_hirosaki"	"Boshin_Inf_Spear_Levy"
"bos_hirosaki"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_hirosaki"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_hiroshima"	"Boshin_Art_Wooden_Cannons"
"bos_hiroshima"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_hiroshima"	"Boshin_Cav_Spear_Yari_Ki"
"bos_hiroshima"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_hiroshima"	"Boshin_Inf_Line_Infantry"
"bos_hiroshima"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_hiroshima"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_hiroshima"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_hiroshima"	"Boshin_Inf_Spear_Levy"
"bos_hiroshima"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_hiroshima"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_imperial"	"Boshin_Art_Wooden_Cannons"
"bos_imperial"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_imperial"	"Boshin_Cav_Spear_Yari_Ki"
"bos_imperial"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_imperial"	"Boshin_Inf_Line_Infantry"
"bos_imperial"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_imperial"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_imperial"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_imperial"	"Boshin_Inf_Spear_Levy"
"bos_imperial"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_imperial"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_iwakuni"	"Boshin_Art_Wooden_Cannons"
"bos_iwakuni"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_iwakuni"	"Boshin_Cav_Spear_Yari_Ki"
"bos_iwakuni"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_iwakuni"	"Boshin_Inf_Line_Infantry"
"bos_iwakuni"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_iwakuni"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_iwakuni"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_iwakuni"	"Boshin_Inf_Spear_Levy"
"bos_iwakuni"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_iwakuni"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_jozai"	"Boshin_Art_Wooden_Cannons"
"bos_jozai"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_jozai"	"Boshin_Cav_Spear_Yari_Ki"
"bos_jozai"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_jozai"	"Boshin_Inf_Line_Infantry"
"bos_jozai"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_jozai"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_jozai"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_jozai"	"Boshin_Inf_Spear_Levy"
"bos_jozai"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_jozai"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_kakegawa"	"Boshin_Art_Wooden_Cannons"
"bos_kakegawa"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_kakegawa"	"Boshin_Cav_Spear_Yari_Ki"
"bos_kakegawa"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_kakegawa"	"Boshin_Inf_Line_Infantry"
"bos_kakegawa"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_kakegawa"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_kakegawa"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_kakegawa"	"Boshin_Inf_Spear_Levy"
"bos_kakegawa"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_kakegawa"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_kanazawa"	"Boshin_Art_Wooden_Cannons"
"bos_kanazawa"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_kanazawa"	"Boshin_Cav_Spear_Yari_Ki"
"bos_kanazawa"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_kanazawa"	"Boshin_Inf_Line_Infantry"
"bos_kanazawa"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_kanazawa"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_kanazawa"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_kanazawa"	"Boshin_Inf_Spear_Levy"
"bos_kanazawa"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_kanazawa"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_kofu"	"Boshin_Art_Wooden_Cannons"
"bos_kofu"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_kofu"	"Boshin_Cav_Spear_Yari_Ki"
"bos_kofu"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_kofu"	"Boshin_Inf_Line_Infantry"
"bos_kofu"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_kofu"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_kofu"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_kofu"	"Boshin_Inf_Spear_Levy"
"bos_kofu"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_kofu"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_koga"	"Boshin_Art_Wooden_Cannons"
"bos_koga"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_koga"	"Boshin_Cav_Spear_Yari_Ki"
"bos_koga"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_koga"	"Boshin_Inf_Line_Infantry"
"bos_koga"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_koga"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_koga"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_koga"	"Boshin_Inf_Spear_Levy"
"bos_koga"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_koga"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_kokura"	"Boshin_Art_Wooden_Cannons"
"bos_kokura"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_kokura"	"Boshin_Cav_Spear_Yari_Ki"
"bos_kokura"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_kokura"	"Boshin_Inf_Line_Infantry"
"bos_kokura"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_kokura"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_kokura"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_kokura"	"Boshin_Inf_Spear_Levy"
"bos_kokura"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_kokura"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_kubota"	"Boshin_Art_Wooden_Cannons"
"bos_kubota"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_kubota"	"Boshin_Cav_Spear_Yari_Ki"
"bos_kubota"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_kubota"	"Boshin_Inf_Line_Infantry"
"bos_kubota"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_kubota"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_kubota"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_kubota"	"Boshin_Inf_Spear_Levy"
"bos_kubota"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_kubota"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_kumamoto"	"Boshin_Art_Wooden_Cannons"
"bos_kumamoto"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_kumamoto"	"Boshin_Cav_Spear_Yari_Ki"
"bos_kumamoto"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_kumamoto"	"Boshin_Inf_Line_Infantry"
"bos_kumamoto"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_kumamoto"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_kumamoto"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_kumamoto"	"Boshin_Inf_Spear_Levy"
"bos_kumamoto"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_kumamoto"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_kuwana"	"Boshin_Art_Wooden_Cannons"
"bos_kuwana"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_kuwana"	"Boshin_Cav_Spear_Yari_Ki"
"bos_kuwana"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_kuwana"	"Boshin_Inf_Line_Infantry"
"bos_kuwana"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_kuwana"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_kuwana"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_kuwana"	"Boshin_Inf_Spear_Levy"
"bos_kuwana"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_kuwana"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_marugame"	"Boshin_Art_Wooden_Cannons"
"bos_marugame"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_marugame"	"Boshin_Cav_Spear_Yari_Ki"
"bos_marugame"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_marugame"	"Boshin_Inf_Line_Infantry"
"bos_marugame"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_marugame"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_marugame"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_marugame"	"Boshin_Inf_Spear_Levy"
"bos_marugame"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_marugame"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_matsue"	"Boshin_Art_Wooden_Cannons"
"bos_matsue"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_matsue"	"Boshin_Cav_Spear_Yari_Ki"
"bos_matsue"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_matsue"	"Boshin_Inf_Line_Infantry"
"bos_matsue"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_matsue"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_matsue"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_matsue"	"Boshin_Inf_Spear_Levy"
"bos_matsue"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_matsue"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_matsumae"	"Boshin_Art_Wooden_Cannons"
"bos_matsumae"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_matsumae"	"Boshin_Cav_Spear_Yari_Ki"
"bos_matsumae"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_matsumae"	"Boshin_Inf_Line_Infantry"
"bos_matsumae"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_matsumae"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_matsumae"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_matsumae"	"Boshin_Inf_Spear_Levy"
"bos_matsumae"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_matsumae"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_matsumoto"	"Boshin_Art_Wooden_Cannons"
"bos_matsumoto"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_matsumoto"	"Boshin_Cav_Spear_Yari_Ki"
"bos_matsumoto"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_matsumoto"	"Boshin_Inf_Line_Infantry"
