version 1, schema warscape_animated_tables, guid 5ebb52ed-04d0-44b5-91d3-04ca91efb9e5
Filename_x0020_WA_ID(string)	Path(string)	Category(string)
"Field_Cannon_9lb_Britain_destruction"	"EngineModels/Textures_Britain"	"animation"
"Field_Cannon_9lb_destruction"	"EngineModels/Textures"	"animation"
"French_Line_Infantry_Boxes"	"UnitModels\\Textures\\french_line_infantry"	"animation"
"French_Sailor_Boxes"	"UnitModels\\Textures\\french_sailor"	"animation"
"Howitzer_5"	"Enginemodels/Textures"	"animation"
"Howitzer_5_Britain"	"Enginemodels/Textures_Britain"	"animation"
"Mortar"	"Enginemodels/Textures"	"animation"
"Napoleon_BattleOutfit"	"UnitModels\\Textures\\napoleon_battleoutfit"	"animation"
"Napoleon_GreatCoat_BattleOutfit"	"UnitModels\\Textures\\napoleon_greatcoat_battleoutfit"	"animation"
"Naval_Cannon_12lb"	"EngineModels/Textures"	"animation"
"Naval_Cannon_12lb_destruction"	"EngineModels/Textures"	"animation"
"Naval_Cannon_18lb"	"EngineModels/Textures"	"animation"
"Naval_Cannon_18lb_destruction"	"EngineModels/Textures"	"animation"
"Naval_Cannon_24lb"	"EngineModels/Textures"	"animation"
"Naval_Cannon_24lb_destruction"	"EngineModels/Textures"	"animation"
"Naval_Cannon_32lb"	"EngineModels/Textures"	"animation"
"Naval_Cannon_32lb_destruction"	"EngineModels/Textures"	"animation"
"Naval_Cannon_6lb"	"EngineModels/Textures"	"animation"
"Naval_Cannon_6lb_destruction"	"EngineModels/Textures"	"animation"
"Naval_Cannon_9lb"	"EngineModels/Textures"	"animation"
"Naval_Cannon_9lb_destruction"	"EngineModels/Textures"	"animation"
"Naval_Cannon_Destruction"	"EngineModels/Textures"	"animation"
"Ott_Field_Cannon_18lb"	"Enginemodels/Textures"	"animation"
"Ott_Field_Cannon_9lb"	"Enginemodels/Textures"	"animation"
"Ott_howitzer"	"Enginemodels/Textures"	"animation"
"Ott_mortar"	"Enginemodels/Textures"	"animation"
"active_coastal_defence_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"armstrong_gun"	"RigidModels/artillery/Textures"	"animation"
"armstrong_gun_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"barbary_pirates"	"unitmodels/textures/barbary_pirates"	"animation"
"breech_cannon"	"RigidModels/artillery/Textures"	"animation"
"breech_cannon_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"breech_cannon_naval_big"	"RigidModels/artillery/Textures"	"animation"
"breech_cannon_naval_big_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"breech_cannon_naval_med_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"breech_cannon_naval_medium"	"RigidModels/artillery/Textures"	"animation"
"breech_cannon_naval_small"	"RigidModels/artillery/Textures"	"animation"
"breech_cannon_naval_sml_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"camel_base"	"UnitModels/camel/Textures/camel_base"	"animation"
"campaign_bos_castle_2_stronghold_siege"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_castle_3_fortress_siege"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_castle_4_castle_siege"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_castle_5_citadel_siege"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_castle_6_star_fort_siege"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_clay_1_claypits"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_clay_1_claypits_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_clay_2_clay_kiln"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_clay_2_clay_kiln_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_clay_3_brickworks"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_clay_3_brickworks_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_clay_3_pottery_kiln"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_clay_3_pottery_kiln_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_coal_mining_3_deep-seam_coal_mine_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_gold_mining_2_goldfields"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_gold_mining_2_goldfields_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_gold_mining_3_coin_mint"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_gold_mining_3_coin_mint_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_gold_mining_3_ore_processing_plant"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_gold_mining_3_ore_processing_plant_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_iron_mining_3_iron_smelter"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_iron_mining_3_iron_smelter_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_iron_mining_3_steel_mill"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_iron_mining_3_steel_mill_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_smugglers_2_criminal_den"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_smugglers_2_criminal_den_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_region_spec_smugglers_3_yakuza_headquarters"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_bos_region_spec_smugglers_3_yakuza_headquarters_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_bos_trader_villager_1"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_10"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_11"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_2"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_3"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_4"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_5"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_6"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_7"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_8"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_bos_trader_villager_9"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_building_placeholder1_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_building_siege"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_ship"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_ship2"	"RigidModels/CampaignPieces/Textures"	"animation"
"campaign_sho_castle_siege_lvl1"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl2"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl2:sho_custom_kyoto"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl3"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl3:sho_custom_kyoto"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl4"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl4:sho_custom_kyoto"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl5"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_castle_siege_lvl5:sho_custom_kyoto"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_region_specialty_gold_mining_3_mining_complex_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_horses_1_pastures"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_region_specialty_horses_1_pastures_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_horses_2_breeders"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_region_specialty_horses_2_breeders_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_horses_3_warhorse"	"RigidModels\\CampaignBuildings\\Textures"	"campaign_building"
"campaign_sho_region_specialty_horses_3_warhorse_breeders_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_iron_mining_3_mining_complex_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_stone_1_stonemason"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_stone_1_stonemason_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_stone_2_quarry"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_stone_2_quarry_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_stone_3_stoneworls"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_sho_region_specialty_stone_3_stoneworls_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"campaign_soldier"	"UnitModels/Textures/campaign_soldier_base"	"animation"
"campaign_trader_trade_cart"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_trader_trade_ship"	"RigidModels\\CampaignTradeRoutes"	"campaign_animation"
"campaign_trader_villager"	"RigidModels\\CampaignTradeRoutes\\Textures"	"campaign_animation"
"campaign_washington"	"UnitModels/Textures/campaign_washington"	"animation"
"campaign_washington_young"	"UnitModels/Textures/campaign_washington_young"	"animation"
"campaign_wellington"	"unitmodels\\textures\\campaign_wellington"	"animation"
"castle_01_gate_01_piece09_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_01_piece09_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_02_piece11_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_02_piece11_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_03_piece12_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_03_piece12_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_04_piece15_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_04_piece15_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_piece09_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_01_gate_piece09_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_02_gate_02_piece11_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_02_gate_02_piece11_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_02_gate_04_piece15_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_02_gate_04_piece15_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_03_gate_02_piece11_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_03_gate_02_piece11_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_03_gate_04_piece15_destruct01_gate_closing"	"rigidmodels/buildings/textures"	"animation"
"castle_03_gate_04_piece15_destruct01_gate_opening"	"rigidmodels/buildings/textures"	"animation"
"castle_under_siege_boshin_single_cannon_anim"	"RigidModels/CampaignBuildings/Textures"	"campaign_building"
"east_campaign_admiralship_weighted"	"UnitModels\\CampaignPieces\\textures\\admiralship_lowpoly_highres"	"animation"
"east_campaign_ship_weighted"	"UnitModels\\CampaignPieces\\textures\\ship_lowpoly_highres"	"animation"
"elephant"	"UnitModels/elephant/Textures/elephant"	"animation"
"euro_able_seamen"	"UnitModels/Textures/Euro_Able_Seamen"	"animation"
"euro_admiral"	"unitmodels/textures/euro_admiral"	"animation"
"euro_campaign_admiralship_weighted"	"UnitModels\\CampaignPieces\\textures\\admiralship_lowpoly_highres"	"animation"
"euro_campaign_ship_weighted"	"UnitModels\\CampaignPieces\\textures\\ship_lowpoly_highres"	"animation"
"euro_commodore"	"unitmodels/textures/euro_commodore"	"animation"
"euro_marines"	"UnitModels/Textures/Euro_Marines"	"animation"
"euro_naval_gunner"	"UnitModels/Textures/Euro_naval_gunner"	"animation"
"euroline"	"UnitModels/Textures/Euro_line_Infantry"	"animation"
"field_cannon_18lb"	"EngineModels/Textures"	"animation"
"field_cannon_18lb_destruction"	"EngineModels/Textures"	"animation"
"gatling_gun"	"RigidModels/artillery/Textures"	"animation"
"gatling_gun_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"horse_artillery_black"	"UnitModels/horse/textures/horse"	"animation"
"horse_artillery_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_artillery_dark_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_artillery_grey"	"UnitModels/horse/textures/horse"	"animation"
"horse_artillery_light_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_artillery_white"	"UnitModels/horse/textures/horse"	"animation"
"horse_basic_black"	"UnitModels/horse/textures/horse"	"animation"
"horse_basic_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_basic_dark_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_basic_grey"	"UnitModels/horse/textures/horse"	"animation"
"horse_basic_light_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_basic_white"	"UnitModels/horse/textures/horse"	"animation"
"horse_covered_black"	"UnitModels/horse/textures/horse"	"animation"
"horse_covered_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_covered_dark_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_covered_grey"	"UnitModels/horse/textures/horse"	"animation"
"horse_covered_light_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_covered_white"	"UnitModels/horse/textures/horse"	"animation"
"horse_hussar_black"	"UnitModels/horse/textures/horse"	"animation"
"horse_hussar_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_hussar_dark_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_hussar_grey"	"UnitModels/horse/textures/horse"	"animation"
"horse_hussar_light_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_hussar_white"	"UnitModels/horse/textures/horse"	"animation"
"horse_iberian_black"	"UnitModels/horse/textures/horse"	"animation"
"horse_iberian_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_iberian_dark_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_iberian_grey"	"UnitModels/horse/textures/horse"	"animation"
"horse_iberian_light_brown"	"UnitModels/horse/textures/horse"	"animation"
"horse_iberian_white"	"UnitModels/horse/textures/horse"	"animation"
"howitzer_5_Britain_destruction"	"EngineModels/Textures_Britain"	"animation"
"howitzer_5_destruction"	"EngineModels/Textures"	"animation"
"howitzer_6"	"EngineModels/Textures"	"animation"
"howitzer_6_France"	"EngineModels/Textures_France"	"animation"
"howitzer_6_France_destruction"	"EngineModels/Textures_France"	"animation"
"howitzer_6_destruction"	"EngineModels/Textures"	"animation"
"howitzer_7"	"EngineModels/Textures"	"animation"
"howitzer_7_Austria"	"EngineModels/Textures_Austria"	"animation"
"howitzer_7_Austria_destruction"	"EngineModels/Textures_Austria"	"animation"
"howitzer_7_Prussia"	"EngineModels/Textures_Prussia"	"animation"
"howitzer_7_Prussia_destruction"	"EngineModels/Textures_Prussia"	"animation"
"howitzer_7_Russia"	"EngineModels/Textures_Russia"	"animation"
"howitzer_7_Russia_destruction"	"EngineModels/Textures_Russia"	"animation"
"howitzer_7_destruction"	"EngineModels/Textures"	"animation"
"icon_under_siege_anim"	"RigidModels/CampaignBuildings/Textures/"	"campaign_building"
"limber_model"	"RigidModels/artillery/Textures"	"animation"
"limber_model_Austria"	"RigidModels/artillery/Textures"	"animation"
"limber_model_Britain"	"RigidModels/artillery/Textures"	"animation"
"limber_model_France"	"RigidModels/artillery/Textures"	"animation"
"limber_model_Prussia"	"RigidModels/artillery/Textures"	"animation"
"limber_model_Russia"	"RigidModels/artillery/Textures"	"animation"
"mangonel"	"RigidModels/artillery/Textures"	"animation"
"mangonel_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"mast_destroy_anim"	"RigidModels/Naval/Textures"	"animation"
"mortar_destruction"	"enginemodels/textures"	"animation"
"naval_carronade"	"EngineModels/Textures"	"animation"
"naval_carronade_destruction"	"enginemodels/textures"	"animation"
"ncs_camel"	"UnitModels/camel/Textures/ncs_camel"	"animation"
"north_euro_rural04_destruct01"	"RigidModels\\Buildings\\AAA_TEXTURES"	"animation"
"oar_L_anim_loop"	"RigidModels/Naval/Textures"	"animation"
"oar_L_anim_lower"	"RigidModels/Naval/Textures"	"animation"
"oar_L_anim_raise"	"RigidModels/Naval/Textures"	"animation"
"oar_R_anim_loop"	"RigidModels/Naval/Textures"	"animation"
"oar_R_anim_lower"	"RigidModels/Naval/Textures"	"animation"
"oar_R_anim_raise"	"RigidModels/Naval/Textures"	"animation"
"ott_field_cannon_18lb_destruction"	"EngineModels/Textures"	"animation"
"ott_field_cannon_9lb_destruction"	"EngineModels/Textures"	"animation"
"ott_howitzer_destruction"	"EngineModels/Textures"	"animation"
"ott_mortar_destruction"	"enginemodels/textures"	"animation"
"ottoman_admiral"	"unitmodels/textures/ottoman_admiral"	"animation"
"ottoman_commodore"	"unitmodels/textures/ottoman_commodore"	"animation"
"ottoman_naval_officer"	"unitmodels/textures/ottoman_colonel"	"animation"
"ottoman_organ_gun"	"enginemodels/Textures"	"animation"
"ottoman_organ_gun_destruction"	"enginemodels/Textures"	"animation"
"parrott_gun"	"RigidModels/artillery/Textures"	"animation"
"parrott_gun_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"positional_oar_L01_anim"	"RigidModels/Naval/Textures"	"animation"
"positional_oar_L02_anim"	"RigidModels/Naval/Textures"	"animation"
"puckle_barrel"	"enginemodels/textures"	"animation"
"puckle_carriage"	"enginemodels/textures"	"animation"
"rocket"	"EngineModels/Textures"	"animation"
"rocket_Austria"	"EngineModels/Textures_Austria"	"animation"
"rocket_Austria_destruction"	"EngineModels/Textures_Austria"	"animation"
"rocket_Britain"	"EngineModels/Textures_Britain"	"animation"
"rocket_Britain_destruction"	"EngineModels/Textures_Britain"	"animation"
"rocket_France"	"EngineModels/Textures_France"	"animation"
"rocket_France_destruction"	"EngineModels/Textures_France"	"animation"
"rocket_Prussia"	"EngineModels/Textures_Prussia"	"animation"
"rocket_Prussia_destruction"	"EngineModels/Textures_Prussia"	"animation"
"rocket_Russia"	"EngineModels/Textures_Russia"	"animation"
"rocket_Russia_destruction"	"EngineModels/Textures_Russia"	"animation"
"rocket_destruction"	"EngineModels/Textures"	"animation"
"rocket_only"	"EngineModels/Textures"	"animation"
"shogun_samurai_test"	"UnitModels/Textures/Samurai_WithSashimonoBone01"	"animation"
"steam_paddle_wheel"	"RigidModels\\Naval\\Textures"	"animation"
"target_marker"	"RigidModels/3DIndicators/Textures"	"animation"
"torpedo_tube"	"RigidModels/artillery/Textures"	"animation"
"torpedo_tube_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
"trade_camel"	"RigidModels\\CampaignTradeRoutes"	"campaign_animation"
"trade_camel_lead"	"RigidModels\\CampaignTradeRoutes"	"campaign_animation"
"unicorn_10"	"Enginemodels/Textures"	"animation"
"unicorn_10_Russia"	"Enginemodels/Textures_Russia"	"animation"
"unicorn_10_Russia_destruction"	"EngineModels/Textures_Russis"	"animation"
"unicorn_10_destruction"	"EngineModels/Textures"	"animation"
"unicorn_20"	"EngineModels/Textures"	"animation"
"unicorn_20_Russia"	"Enginemodels/Textures_Russia"	"animation"
"unicorn_20_Russia_destruction"	"EngineModels/Textures_Russis"	"animation"
"unicorn_20_destruction"	"EngineModels/Textures"	"animation"
"wooden_cannon"	"RigidModels/artillery/Textures"	"animation"
"wooden_cannon_destruction_anim"	"RigidModels/artillery/Textures"	"animation"
