version 1, schema names_tables
Name_ID(string)	Unknown1(string)	Type(string)	Unknown2(string)	Unknown3(int)	Unknown4(boolean)	Unknown5(string)
"names_danish"	"Dalum"	"surname"	"b"	1	false	"-1208403025"
"names_danish"	"Damsgaard"	"surname"	"b"	1	false	"53393348"
"names_danish"	"Danielsson"	"surname"	"b"	1	false	"-1521457803"
"names_danish"	"Didenksen"	"surname"	"b"	1	false	"512291730"
"names_danish"	"Drusse"	"surname"	"b"	1	false	"-211288917"
"names_danish"	"Dyveke"	"forename"	"f"	1	false	"-530559947"
"names_danish"	"Ebel"	"surname"	"b"	1	false	"1242106896"
"names_danish"	"Eberhard"	"forename"	"m"	1	false	"115185682"
"names_danish"	"Eberlein"	"surname"	"b"	1	false	"-663912751"
"names_danish"	"Edith"	"forename"	"f"	1	false	"-234940010"
"names_danish"	"Ejlersgaard"	"surname"	"b"	1	false	"-898690882"
"names_danish"	"Ejnar"	"forename"	"m"	1	false	"-679146548"
"names_danish"	"Eldjárn"	"surname"	"b"	1	false	"1477485927"
"names_danish"	"Ellegaard"	"surname"	"b"	1	false	"105356572"
"names_danish"	"Eluf"	"forename"	"m"	1	false	"1643928285"
"names_danish"	"Erich"	"forename"	"m"	1	false	"423528154"
"names_danish"	"Erik"	"forename"	"m"	1	false	"-1851420589"
"names_danish"	"Eriksen"	"surname"	"b"	1	false	"750634477"
"names_danish"	"Erling"	"forename"	"m"	1	false	"260370584"
"names_danish"	"Ernst"	"surname"	"b"	1	false	"-143738710"
"names_danish"	"Esben"	"forename"	"m"	1	false	"1485232825"
"names_danish"	"Esbern"	"forename"	"m"	1	false	"-1988712314"
"names_danish"	"Espersen"	"surname"	"b"	1	false	"1356804579"
"names_danish"	"Falk"	"forename"	"m"	1	false	"-926678129"
"names_danish"	"Falkoner"	"surname"	"b"	1	false	"130922216"
"names_danish"	"Fallingborg"	"surname"	"b"	1	false	"1669174985"
"names_danish"	"Fenger"	"surname"	"b"	1	false	"-674490538"
"names_danish"	"Fetterlein"	"surname"	"b"	1	false	"-212378081"
"names_danish"	"Fine"	"surname"	"b"	1	false	"1907058036"
"names_danish"	"Flemming"	"forename"	"m"	1	false	"-749080113"
"names_danish"	"Fog"	"surname"	"b"	1	false	"289869157"
"names_danish"	"Follerup"	"surname"	"b"	1	false	"-3794750"
"names_danish"	"Frandsen"	"surname"	"b"	1	false	"-695163365"
"names_danish"	"Frandson"	"surname"	"b"	1	false	"-328633152"
"names_danish"	"Frede"	"forename"	"m"	1	false	"-1630569628"
"names_danish"	"Frederick"	"forename"	"m"	0	false	"-375598328"
"names_danish"	"Fredskild"	"surname"	"b"	1	false	"-1116863039"
"names_danish"	"Friis-Knutzen"	"surname"	"b"	1	false	"-1866307346"
"names_danish"	"Fynbo"	"surname"	"b"	1	false	"837961175"
"names_danish"	"Gade"	"surname"	"b"	1	false	"-183144244"
"names_danish"	"Gerd"	"forename"	"f"	1	false	"-1180368046"
"names_danish"	"Gerda"	"forename"	"f"	1	false	"-1652735637"
"names_danish"	"Gertrude"	"forename"	"f"	1	false	"-1303100577"
"names_danish"	"Gimsing"	"surname"	"b"	1	false	"-1893983267"
"names_danish"	"Glob"	"surname"	"b"	1	false	"-818318374"
"names_danish"	"Goldbaek"	"surname"	"b"	1	false	"1068448083"
"names_danish"	"Gram"	"surname"	"b"	1	false	"-1794267752"
"names_danish"	"Greve"	"surname"	"b"	1	false	"-466834503"
"names_danish"	"Grimlot"	"surname"	"b"	1	false	"1331848582"
"names_danish"	"Gruntvig"	"surname"	"b"	1	false	"-1627243377"
"names_danish"	"Guildenstern"	"surname"	"b"	1	false	"-1903354076"
"names_danish"	"Guldbrandsen"	"surname"	"b"	1	false	"-305606315"
"names_danish"	"Gunder"	"forename"	"m"	1	false	"945064085"
"names_danish"	"Hagen"	"forename"	"m"	1	false	"-1100539356"
"names_danish"	"Halkenhvad"	"surname"	"b"	1	false	"-1533072910"
"names_danish"	"Hamburger"	"surname"	"b"	1	false	"841599883"
"names_danish"	"Hammer"	"surname"	"b"	1	false	"-906516112"
"names_danish"	"Hamsun"	"surname"	"b"	1	false	"784558257"
"names_danish"	"Hannestad"	"surname"	"b"	1	false	"1068002590"
"names_danish"	"Hans"	"forename"	"m"	1	false	"-1827493897"
"names_danish"	"Hansen"	"surname"	"b"	1	false	"-1272700345"
"names_danish"	"Hansine"	"forename"	"f"	1	false	"151119506"
"names_danish"	"Hardenberg"	"surname"	"b"	1	false	"-1880764292"
"names_danish"	"Harm"	"forename"	"m"	1	false	"-291770283"
"names_danish"	"Hasso"	"surname"	"b"	1	false	"2008354253"
"names_danish"	"Hedhoft"	"surname"	"b"	1	false	"-411460854"
"names_danish"	"Heiberg"	"surname"	"b"	1	false	"36388035"
"names_danish"	"Heintze"	"surname"	"b"	1	false	"-604970936"
"names_danish"	"Helje"	"forename"	"m"	1	false	"932551922"
"names_danish"	"Helveg"	"surname"	"b"	1	false	"-1126687575"
"names_danish"	"Henrik"	"surname"	"b"	1	false	"-117645386"
"names_danish"	"Herluf"	"forename"	"m"	1	false	"852361867"
"names_danish"	"Hillevi"	"forename"	"f"	1	false	"1243034036"
"names_danish"	"Hjelmslev"	"surname"	"b"	1	false	"-722413825"
"names_danish"	"Hoegh"	"surname"	"b"	1	false	"-734075692"
"names_danish"	"Hogh"	"surname"	"b"	1	false	"-509300411"
"names_danish"	"Holby"	"surname"	"b"	1	false	"1500981026"
"names_danish"	"Holger"	"forename"	"m"	1	false	"809456752"
"names_danish"	"Holm"	"surname"	"b"	1	false	"1704619259"
"names_danish"	"Hørby"	"surname"	"b"	1	false	"835627552"
"names_danish"	"Hoyer"	"surname"	"b"	1	false	"1445767073"
"names_danish"	"Hvass"	"surname"	"b"	1	false	"-944497330"
"names_danish"	"Hviid"	"surname"	"b"	1	false	"981285559"
"names_danish"	"Hylgaard"	"surname"	"b"	1	false	"629390380"
"names_danish"	"Iben"	"forename"	"f"	1	false	"-1148542512"
"names_danish"	"Inge"	"forename"	"f"	1	false	"-390114927"
"names_danish"	"Iver"	"forename"	"m"	1	false	"1291745201"
"names_danish"	"Jacobsen"	"surname"	"b"	1	false	"574069693"
"names_danish"	"Jakkelsen"	"surname"	"b"	1	false	"-135123398"
"names_danish"	"Jakob"	"forename"	"m"	1	false	"2143143483"
"names_danish"	"Jamissen"	"surname"	"b"	1	false	"395983923"
"names_danish"	"Jan"	"forename"	"m"	1	false	"-1674257824"
"names_danish"	"Jaspersen"	"surname"	"b"	1	false	"99772152"
"names_danish"	"Jens"	"forename"	"m"	1	false	"-1451449631"
"names_danish"	"Jensen"	"surname"	"b"	1	false	"-1172379239"
"names_danish"	"Jensine"	"forename"	"f"	1	false	"-1795378261"
"names_danish"	"Jeppesen"	"surname"	"b"	1	false	"-1500609050"
"names_danish"	"Jepsen"	"surname"	"b"	1	false	"-824562321"
"names_danish"	"Jesper"	"forename"	"m"	1	false	"133132396"
"names_danish"	"Johan"	"forename"	"m"	1	false	"-662780018"
"names_danish"	"Johannsen"	"surname"	"b"	1	false	"-773081468"
"names_danish"	"Johansson"	"surname"	"b"	1	false	"-1184256715"
"names_danish"	"Jokum"	"forename"	"m"	1	false	"-2095592707"
"names_danish"	"Jonna"	"forename"	"f"	1	false	"228013840"
"names_danish"	"Jorgensen"	"surname"	"b"	1	false	"-1921970094"
"names_danish"	"Junge"	"surname"	"b"	1	false	"1812564587"
"names_danish"	"Jytte"	"forename"	"f"	1	false	"-1290990127"
"names_danish"	"Karoline"	"forename"	"f"	1	false	"1571179017"
"names_danish"	"Karseffni"	"surname"	"b"	1	false	"1405712080"
"names_danish"	"Kaustrop"	"surname"	"b"	1	false	"1596506769"
"names_danish"	"Keld"	"forename"	"m"	1	false	"1602490398"
"names_danish"	"Ketti"	"forename"	"f"	1	false	"472489086"
"names_danish"	"Kingo"	"surname"	"b"	1	false	"-398952066"
"names_danish"	"Kirkeby"	"surname"	"b"	1	false	"-124481753"
"names_danish"	"Kirsten"	"forename"	"f"	1	false	"1391801278"
"names_danish"	"Kirstine"	"forename"	"f"	1	false	"-1693004697"
"names_danish"	"Kjeld"	"forename"	"m"	1	false	"1647429959"
"names_danish"	"Kjeldsen"	"surname"	"b"	1	false	"1903834076"
"names_danish"	"Kjölbye"	"surname"	"b"	1	false	"1746060717"
"names_danish"	"Klindt"	"surname"	"b"	1	false	"-215601814"
"names_danish"	"Knud"	"forename"	"m"	1	false	"743844732"
"names_danish"	"Kock"	"surname"	"b"	1	false	"-754763869"
"names_danish"	"Kofod"	"surname"	"b"	1	false	"-179488344"
"names_danish"	"Kolb"	"surname"	"b"	1	false	"-1570762103"
"names_danish"	"Krak"	"surname"	"b"	1	false	"1446330335"
"names_danish"	"Krogh"	"surname"	"b"	1	false	"-612461516"
"names_danish"	"Kruhl"	"surname"	"b"	1	false	"1466352933"
"names_danish"	"Lagermann"	"surname"	"b"	1	false	"40887682"
"names_danish"	"Laila"	"forename"	"f"	1	false	"2137634343"
"names_danish"	"Lander"	"surname"	"b"	1	false	"1281237979"
"names_danish"	"Langvardt"	"surname"	"b"	3	false	"-259846272"
"names_danish"	"Larsen"	"surname"	"b"	1	false	"1727445377"
"names_danish"	"Laudrup"	"surname"	"b"	1	false	"1598587310"
"names_danish"	"Laugeson"	"surname"	"b"	1	false	"1774264215"
"names_danish"	"Laundsen"	"surname"	"b"	1	false	"1276393356"
"names_danish"	"Lauritzen"	"surname"	"b"	1	false	"-1334473827"
"names_danish"	"Laursen"	"surname"	"b"	1	false	"911775898"
"names_danish"	"Lavrsen"	"surname"	"b"	1	false	"-886231277"
"names_danish"	"Lennart"	"forename"	"m"	1	false	"-1211018037"
"names_danish"	"Licht"	"surname"	"b"	1	false	"-184788904"
"names_danish"	"Lillesoe"	"surname"	"b"	1	false	"632985465"
"names_danish"	"Lisbet"	"forename"	"f"	1	false	"359036956"
"names_danish"	"Lorenz"	"surname"	"b"	1	false	"-2027727290"
"names_danish"	"Lovise"	"forename"	"f"	1	false	"-977570651"
"names_danish"	"Loyen"	"surname"	"b"	1	false	"876154447"
"names_danish"	"Lund"	"surname"	"b"	1	false	"-1180533276"
"names_danish"	"Lundgaard"	"surname"	"b"	1	false	"-1549076203"
"names_danish"	"Lundvall"	"surname"	"b"	1	false	"-1992345269"
"names_danish"	"Lynnerup"	"surname"	"b"	6	false	"156660784"
"names_danish"	"Madsen"	"surname"	"b"	1	false	"1821740145"
"names_danish"	"Magdlone"	"forename"	"f"	1	false	"1307329773"
"names_danish"	"Maj"	"surname"	"b"	1	false	"431437278"
"names_danish"	"Majland"	"surname"	"b"	1	false	"-1055265785"
"names_danish"	"Malte"	"forename"	"m"	1	false	"-1456010035"
"names_danish"	"Marc"	"forename"	"m"	1	false	"-103940998"
"names_danish"	"Maren"	"forename"	"f"	1	false	"-645265975"
"names_danish"	"Maria"	"forename"	"f"	1	false	"-2085250474"
"names_danish"	"Markert"	"surname"	"b"	1	false	"-531698291"
"names_danish"	"Mathies"	"forename"	"m"	1	false	"915078515"
"names_danish"	"Matilde"	"forename"	"f"	1	false	"1070920494"
"names_danish"	"Meindl"	"surname"	"b"	1	false	"-1181978678"
"names_danish"	"Meling"	"surname"	"b"	1	false	"1757070088"
"names_danish"	"Mikkel"	"forename"	"m"	1	false	"-740040904"
"names_danish"	"Mikkelsen"	"surname"	"b"	1	false	"533495926"
"names_danish"	"Milling"	"surname"	"b"	1	false	"-1579378497"
"names_danish"	"Moesgaard"	"surname"	"b"	3	false	"1505915796"
"names_danish"	"Molnar"	"surname"	"b"	1	false	"2080721157"
"names_danish"	"Most"	"surname"	"b"	1	false	"-1860973893"
"names_danish"	"Munk"	"surname"	"b"	1	false	"-1872845600"
"names_danish"	"Nerhus"	"surname"	"b"	1	false	"1086602081"
"names_danish"	"Niebuhr"	"surname"	"b"	2	false	"1662490126"
"names_danish"	"Nielsen"	"surname"	"b"	3	false	"1500902519"
"names_danish"	"Nissen"	"surname"	"b"	2	false	"1246620541"
"names_danish"	"Njord"	"forename"	"m"	1	false	"644705802"
"names_danish"	"Nylen"	"surname"	"b"	1	false	"1065661178"
"names_danish"	"Obel"	"surname"	"b"	1	false	"-1080028685"
"names_danish"	"Olav"	"forename"	"m"	1	false	"-493268029"
"names_danish"	"Olrik"	"surname"	"b"	1	false	"2097379768"
"names_danish"	"Olsen"	"surname"	"b"	1	false	"-285756071"
"names_danish"	"Orla"	"forename"	"m"	1	false	"-574994000"
"names_danish"	"Orum"	"surname"	"b"	1	false	"-407316826"
"names_danish"	"Ostgerg"	"surname"	"b"	1	false	"-1210654929"
"names_danish"	"Ottesen"	"surname"	"b"	1	false	"2114549060"
"names_danish"	"Ove"	"surname"	"b"	1	false	"-1543195403"
"names_danish"	"Pallesen"	"surname"	"b"	1	false	"1135078674"
"names_danish"	"Paulsen"	"surname"	"b"	3	false	"410427792"
"names_danish"	"Pedersen"	"surname"	"b"	3	false	"1979827793"
"names_danish"	"Per"	"forename"	"m"	1	false	"-1348825895"
"names_danish"	"Petersen"	"surname"	"b"	1	false	"364683838"
"names_danish"	"Petrine"	"forename"	"f"	1	false	"1387596714"
"names_danish"	"Piechnik"	"surname"	"b"	1	false	"627849447"
"names_danish"	"Pilegaard"	"surname"	"b"	1	false	"-974812516"
"names_danish"	"Poertner"	"surname"	"b"	1	false	"-1629387411"
"names_danish"	"Poul"	"forename"	"m"	1	false	"1911928870"
"names_danish"	"Preben"	"forename"	"m"	1	false	"191892393"
"names_danish"	"Raaby"	"surname"	"b"	1	false	"741801315"
"names_danish"	"Rakel"	"forename"	"f"	1	false	"1255000291"
"names_danish"	"Ralf"	"forename"	"m"	1	false	"1408439281"
"names_danish"	"Rasmussen"	"surname"	"b"	1	false	"-686719896"
"names_danish"	"Ravn"	"surname"	"b"	1	false	"-1780986295"
"names_danish"	"Rebekka"	"forename"	"f"	1	false	"308822504"
"names_danish"	"Regner"	"forename"	"m"	1	false	"174842550"
"names_danish"	"Reuter"	"surname"	"b"	1	false	"-1835312938"
"names_danish"	"Rieper"	"surname"	"b"	1	false	"-560012897"
"names_danish"	"Rigborg"	"forename"	"f"	1	false	"-587219198"
"names_danish"	"Rigmor"	"forename"	"f"	1	false	"-720347301"
"names_danish"	"Riis"	"surname"	"b"	1	false	"1835172596"
"names_danish"	"Rikard"	"forename"	"m"	1	false	"753207134"
"names_danish"	"Rikke"	"forename"	"f"	1	false	"2035057920"
"names_danish"	"Rink"	"surname"	"b"	1	false	"-1258799899"
"names_danish"	"Riseger"	"surname"	"b"	1	false	"1452831298"
"names_danish"	"Roar"	"forename"	"m"	1	false	"710983559"
"names_danish"	"Roesdahl"	"surname"	"b"	1	false	"-168599141"
"names_danish"	"Rolf"	"forename"	"m"	1	false	"-573246276"
"names_danish"	"Ronholt"	"surname"	"b"	1	false	"1351429441"
"names_danish"	"Rønne"	"surname"	"b"	1	false	"-893822354"
"names_danish"	"Rosenkrantz"	"surname"	"b"	1	false	"525580631"
"names_danish"	"Rriis"	"surname"	"b"	1	false	"-1661223348"
"names_danish"	"Rude"	"surname"	"b"	1	false	"-600261795"
"names_danish"	"Sand"	"surname"	"b"	1	false	"1955495258"
"names_danish"	"Sandstrod"	"surname"	"b"	1	false	"-1775573805"
"names_danish"	"Schjonberg"	"surname"	"b"	1	false	"1155517208"
"names_danish"	"Sellevold"	"surname"	"b"	1	false	"-1552376668"
"names_danish"	"Signe"	"forename"	"f"	1	false	"1711017692"
"names_danish"	"Sigrid"	"forename"	"f"	1	false	"-844610387"
"names_danish"	"Sigrun"	"forename"	"f"	1	false	"-561545110"
"names_danish"	"Simonsen"	"surname"	"b"	1	false	"233758933"
"names_danish"	"Skaarup"	"surname"	"b"	1	false	"-583212174"
"names_danish"	"Skou"	"surname"	"b"	1	false	"-1165203701"
"names_danish"	"Skovgaard"	"surname"	"b"	1	false	"-1157497104"
"names_danish"	"Soerensen"	"surname"	"b"	1	false	"-1234866127"
"names_danish"	"Solveig"	"forename"	"f"	1	false	"1672531619"
"names_danish"	"Sondergaard"	"surname"	"b"	1	false	"-1186761273"
"names_danish"	"Sonne"	"surname"	"b"	1	false	"-76775940"
"names_danish"	"Sørensen"	"surname"	"b"	1	false	"1044548941"
"names_danish"	"Sponneck"	"surname"	"b"	1	false	"1323697290"
"names_danish"	"Staer"	"surname"	"b"	1	false	"1996671043"
"names_danish"	"Steen"	"forename"	"m"	1	false	"1646681599"
"names_danish"	"Steffan"	"forename"	"m"	1	false	"-1759280465"
"names_danish"	"Steincke"	"surname"	"b"	1	false	"1831429576"
"names_danish"	"Stenger"	"surname"	"b"	1	false	"-340224983"
"names_danish"	"Stig"	"forename"	"m"	1	false	"2112987092"
"names_danish"	"Storegaard"	"surname"	"b"	1	false	"1104077110"
"names_danish"	"Stubbe"	"surname"	"b"	1	false	"791943807"
"names_danish"	"Stuer"	"surname"	"b"	1	false	"-2135506348"
"names_danish"	"Styrbjørn"	"forename"	"m"	1	false	"168923205"
"names_danish"	"Svend"	"forename"	"m"	1	false	"83122722"
"names_danish"	"Svendsen"	"surname"	"b"	1	false	"-1011375931"
"names_danish"	"Synnove"	"forename"	"f"	1	false	"1374773505"
"names_danish"	"Tage"	"forename"	"m"	1	true	"-965843973"
"names_danish"	"Tarnovius"	"surname"	"b"	1	false	"2046312610"
"names_danish"	"Teglbjaerg"	"surname"	"b"	1	false	"-113973125"
"names_danish"	"Tejs"	"forename"	"m"	1	false	"1727730976"
"names_danish"	"Telling"	"surname"	"b"	1	false	"1324048288"
"names_danish"	"Thodberg"	"surname"	"b"	1	false	"524914465"
"names_danish"	"Thomas"	"forename"	"m"	1	false	"-110677308"
"names_danish"	"Thomasina"	"forename"	"f"	1	false	"-1223334625"
"names_danish"	"Thomsen"	"surname"	"b"	1	false	"2043006670"
"names_danish"	"Thorbjørn"	"forename"	"m"	1	false	"1461548705"
"names_danish"	"Thornom"	"surname"	"b"	1	false	"1293053495"
"names_danish"	"Thunmark"	"surname"	"b"	1	false	"-704460372"
"names_danish"	"Thyregod"	"surname"	"b"	1	false	"783153981"
"names_danish"	"Tilling"	"surname"	"b"	1	false	"-494012486"
"names_danish"	"Toefting"	"surname"	"b"	1	false	"738568115"
"names_danish"	"Toksvig"	"surname"	"b"	1	false	"2137607288"
"names_danish"	"Tommen"	"surname"	"b"	1	false	"-969522919"
"names_danish"	"Torben"	"forename"	"m"	1	false	"201490510"
"names_danish"	"Torbern"	"forename"	"m"	1	false	"1765188023"
"names_danish"	"Tore"	"forename"	"m"	1	false	"-1364928724"
"names_danish"	"Torolf"	"forename"	"m"	1	false	"1577369914"
"names_danish"	"Torsten"	"forename"	"m"	1	false	"2028999475"
"names_danish"	"Tova"	"forename"	"f"	1	false	"427476136"
"names_danish"	"Turid"	"forename"	"f"	1	false	"-1455193719"
"names_danish"	"Tyllesen"	"surname"	"b"	1	false	"524674918"
"names_danish"	"Uhre"	"surname"	"b"	1	false	"-1464905489"
"names_danish"	"Ulf"	"forename"	"m"	1	false	"20132344"
"names_danish"	"Ulrika"	"forename"	"f"	5	false	"-261483753"
"names_danish"	"Ulrike"	"forename"	"f"	5	false	"579601676"
"names_danish"	"Valdemar"	"forename"	"m"	1	false	"-716182259"
"names_danish"	"Valter"	"forename"	"m"	1	false	"273045834"
"names_danish"	"Verner"	"forename"	"m"	1	false	"1897278979"
"names_danish"	"Vibeke"	"forename"	"f"	2	false	"-433738979"
"names_danish"	"Vidkun"	"forename"	"m"	1	false	"-622552935"
"names_danish"	"Vigdis"	"forename"	"f"	1	false	"-595666154"
"names_danish"	"Vigge"	"forename"	"m"	1	false	"-997701402"
"names_danish"	"Vilfort"	"surname"	"b"	1	false	"-95947772"
"names_danish"	"Vilfred"	"forename"	"m"	1	false	"2147272840"
"names_danish"	"Vilheim"	"forename"	"m"	1	false	"362377193"
"names_danish"	"Vilhelm"	"forename"	"m"	1	false	"-742129162"
"names_danish"	"Vilhelmina"	"forename"	"f"	1	false	"1117463066"
"names_danish"	"Vilhelmine"	"forename"	"f"	1	false	"-1704437101"
"names_danish"	"Villumsen"	"surname"	"b"	1	false	"-1864270667"
"names_danish"	"Ving"	"surname"	"b"	1	false	"1911392722"
"names_danish"	"Virl"	"surname"	"b"	1	false	"1259595243"
"names_danish"	"Wain"	"surname"	"b"	1	false	"919637072"
"names_danish"	"Werlauff"	"surname"	"b"	1	false	"-2068280815"
"names_danish"	"Wieghorst"	"surname"	"b"	1	false	"263949054"
"names_danish"	"Willadsen"	"surname"	"b"	1	false	"-1940413785"
"names_danish"	"Witzke"	"surname"	"b"	1	false	"239706460"
"names_danish"	"Wiuff"	"surname"	"b"	1	false	"887751981"
"names_danish"	"Zinck"	"surname"	"b"	1	false	"-1207347478"
"names_danish"	"Zoega"	"surname"	"b"	1	false	"1715110691"
"names_dutch"	"Abelsma"	"surname"	"b"	1	false	"-588233756"
"names_dutch"	"Abraham"	"forename"	"m"	1	false	"2"
"names_dutch"	"Adam"	"forename"	"m"	1	false	"3"
"names_dutch"	"Adelbert"	"forename"	"m"	1	false	"3280"
"names_dutch"	"Adelheyd"	"forename"	"f"	1	false	"1795240249"
"names_dutch"	"Adriaan"	"forename"	"m"	1	false	"99317684"
"names_dutch"	"Adriaen"	"forename"	"m"	1	false	"4"
"names_dutch"	"Adriaens"	"surname"	"b"	1	false	"5"
"names_dutch"	"Agatha"	"forename"	"f"	1	false	"1225645346"
"names_dutch"	"Albert"	"forename"	"m"	1	false	"3248"
"names_dutch"	"Alexandra"	"forename"	"f"	1	false	"1277250876"
"names_dutch"	"Alfons"	"forename"	"m"	1	false	"-94919981"
"names_dutch"	"Alida"	"forename"	"f"	1	false	"3200"
"names_dutch"	"Alissa"	"forename"	"f"	1	false	"3285"
"names_dutch"	"Alli"	"forename"	"f"	1	false	"1606245350"
"names_dutch"	"Amalia"	"forename"	"f"	1	false	"3178"
"names_dutch"	"An"	"forename"	"f"	1	false	"-1597423260"
"names_dutch"	"Anabel"	"forename"	"f"	1	false	"3284"
"names_dutch"	"Andries"	"forename"	"m"	1	false	"-1401590342"
"names_dutch"	"Angelien"	"forename"	"f"	1	false	"-1018858238"
"names_dutch"	"Anika"	"forename"	"f"	1	false	"1045195105"
"names_dutch"	"Anke"	"forename"	"f"	1	false	"-2054481737"
"names_dutch"	"Anneka"	"forename"	"f"	1	false	"1292819854"
"names_dutch"	"Annika"	"forename"	"f"	1	false	"1190377948"
"names_dutch"	"Anton"	"forename"	"m"	1	false	"6"
"names_dutch"	"Antonie"	"forename"	"m"	0	false	"-1490664136"
"names_dutch"	"Arjan"	"forename"	"m"	1	false	"-614417455"
"names_dutch"	"Arnold"	"forename"	"m"	1	false	"7"
"names_dutch"	"Augustijn"	"forename"	"m"	1	false	"1281072478"
"names_dutch"	"Baakman"	"surname"	"b"	1	false	"-1374324161"
"names_dutch"	"Baanstra"	"surname"	"b"	1	false	"606402941"
"names_dutch"	"Baert"	"surname"	"b"	1	false	"8"
"names_dutch"	"Bakelaar"	"surname"	"b"	1	false	"1583170"
"names_dutch"	"Barbiers"	"surname"	"b"	1	false	"3208"
"names_dutch"	"Bartel"	"forename"	"m"	1	false	"1893031259"
"names_dutch"	"Bartholomeus"	"forename"	"m"	1	false	"-1057369397"
"names_dutch"	"Bastiaan"	"forename"	"m"	1	false	"246391650"
"names_dutch"	"Bekaert"	"surname"	"b"	1	false	"10"
"names_dutch"	"Bekkers"	"surname"	"b"	1	false	"1037185870"
"names_dutch"	"Bierens"	"surname"	"b"	1	false	"3198"
"names_dutch"	"Bleecke"	"surname"	"b"	1	false	"-19288362"
"names_dutch"	"Bleeker"	"surname"	"b"	1	false	"-110697205"
"names_dutch"	"Blijstra"	"surname"	"b"	1	false	"-182301984"
"names_dutch"	"Bloemaert"	"surname"	"b"	1	false	"9"
"names_dutch"	"Boddaert"	"surname"	"b"	1	false	"-1681148085"
"names_dutch"	"Bogardus"	"surname"	"b"	1	false	"11"
