version 1, schema ministerial_positions_by_gov_types_tables
Faction(string)	Position(string)	Government_x0020_Type(string)	Gender(string)	Title(string)
"crimean_khanate"	"head_of_government"	"gov_absolute_monarchy"	"b"	"chief_qaraci_bey"
"crimean_khanate"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_qaraci_bey"
"crimean_khanate"	"head_of_government"	"gov_republic"	"b"	"chief_qaraci_bey"
"crimean_khanate"	"justice"	"gov_absolute_monarchy"	"b"	"kadiasker"
"crimean_khanate"	"justice"	"gov_constitutional_monarchy"	"b"	"kadiasker"
"crimean_khanate"	"justice"	"gov_republic"	"b"	"kadiasker"
"crimean_khanate"	"navy"	"gov_absolute_monarchy"	"b"	"ship_bey"
"crimean_khanate"	"navy"	"gov_constitutional_monarchy"	"b"	"ship_bey"
"crimean_khanate"	"navy"	"gov_republic"	"b"	"ship_bey"
"denmark"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_for_war"
"denmark"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"denmark"	"army"	"gov_republic"	"b"	"secretary_of_war"
"denmark"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"denmark"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"denmark"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"denmark"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"denmark"	"faction_leader"	"gov_republic"	"b"	"stattholder"
"denmark"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"denmark"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"denmark"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"denmark"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_chief_minister"
"denmark"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"denmark"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"denmark"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"denmark"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"denmark"	"justice"	"gov_republic"	"b"	"attorney_general"
"denmark"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"denmark"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"denmark"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"dutch_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"dutch_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"dutch_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"dutch_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"dutch_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"dutch_rebels"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"dutch_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_grand_pensionary"
"dutch_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"grand_pensionary"
"dutch_rebels"	"head_of_government"	"gov_republic"	"b"	"grand_pensionary"
"dutch_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"dutch_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"dutch_rebels"	"justice"	"gov_republic"	"b"	"attorney_general"
"dutch_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"dutch_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navies"
"dutch_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralties"
"egy_french_republic"	"faction_leader"	"gov_republic"	"m"	"director"
"egy_mamelukes"	"army"	"gov_absolute_monarchy"	"b"	"wazir_al_harb"
"egy_mamelukes"	"army"	"gov_constitutional_monarchy"	"b"	"wazir_al_harb"
"egy_mamelukes"	"army"	"gov_republic"	"b"	"wazir_al_harb"
"egy_mamelukes"	"faction_leader"	"gov_absolute_monarchy"	"f"	"sultana"
"egy_mamelukes"	"faction_leader"	"gov_absolute_monarchy"	"m"	"sultan"
"egy_mamelukes"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"sultana"
"egy_mamelukes"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"sultan"
"egy_mamelukes"	"faction_leader"	"gov_republic"	"b"	"rektor"
"egy_mamelukes"	"finance"	"gov_absolute_monarchy"	"b"	"wazir_al_qalam"
"egy_mamelukes"	"finance"	"gov_constitutional_monarchy"	"b"	"wazir_al_qalam"
"egy_mamelukes"	"finance"	"gov_republic"	"b"	"wazir_al_qalam"
"egy_mamelukes"	"head_of_government"	"gov_absolute_monarchy"	"b"	"wazir_al_akbar"
"egy_mamelukes"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"wazir_al_akbar"
"egy_mamelukes"	"head_of_government"	"gov_republic"	"b"	"wazir_al_akbar"
"egy_mamelukes"	"justice"	"gov_absolute_monarchy"	"b"	"wazir_al_amala"
"egy_mamelukes"	"justice"	"gov_constitutional_monarchy"	"b"	"wazir_al_amala"
"egy_mamelukes"	"justice"	"gov_republic"	"b"	"wazir_al_amala"
"egy_mamelukes"	"navy"	"gov_absolute_monarchy"	"b"	"wazir_al_bahr"
"egy_mamelukes"	"navy"	"gov_constitutional_monarchy"	"b"	"wazir_al_bahr"
"egy_mamelukes"	"navy"	"gov_republic"	"b"	"wazir_al_bahr"
"egy_ottomans"	"army"	"gov_absolute_monarchy"	"b"	"vizier_for_the_army"
"egy_ottomans"	"army"	"gov_constitutional_monarchy"	"b"	"vizier_for_the_army"
"egy_ottomans"	"army"	"gov_republic"	"b"	"vizier_for_the_army"
"egy_ottomans"	"faction_leader"	"gov_absolute_monarchy"	"f"	"sultana"
"egy_ottomans"	"faction_leader"	"gov_absolute_monarchy"	"m"	"sultan"
"egy_ottomans"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"sultana"
"egy_ottomans"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"sultan"
"egy_ottomans"	"faction_leader"	"gov_republic"	"f"	"rektor"
"egy_ottomans"	"faction_leader"	"gov_republic"	"m"	"rektor"
"egy_ottomans"	"finance"	"gov_absolute_monarchy"	"b"	"defterdar"
"egy_ottomans"	"finance"	"gov_constitutional_monarchy"	"b"	"defterdar"
"egy_ottomans"	"finance"	"gov_republic"	"b"	"defterdar"
"egy_ottomans"	"head_of_government"	"gov_absolute_monarchy"	"b"	"grand_vizier"
"egy_ottomans"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"grand_vizier"
"egy_ottomans"	"head_of_government"	"gov_republic"	"b"	"chief_vizier"
"egy_ottomans"	"justice"	"gov_absolute_monarchy"	"b"	"adliye_naziri"
"egy_ottomans"	"justice"	"gov_constitutional_monarchy"	"b"	"adliye_naziri"
"egy_ottomans"	"justice"	"gov_republic"	"b"	"adliye_naziri"
"egy_ottomans"	"navy"	"gov_absolute_monarchy"	"b"	"vizier_of_the_sea"
"egy_ottomans"	"navy"	"gov_constitutional_monarchy"	"b"	"vizier_of_the_sea"
"egy_ottomans"	"navy"	"gov_republic"	"b"	"vizier_of_the_sea"
"france"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_army"
"france"	"army"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_army"
"france"	"army"	"gov_empire"	"b"	"chief_of_staff"
"france"	"army"	"gov_republic"	"b"	"secretary_of_war"
"france"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"france"	"faction_leader"	"gov_absolute_monarchy"	"m"	"emperor"
"france"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"france"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"emperor"
"france"	"faction_leader"	"gov_empire"	"f"	"queen"
"france"	"faction_leader"	"gov_empire"	"m"	"emperor"
"france"	"faction_leader"	"gov_republic"	"f"	"consul"
"france"	"faction_leader"	"gov_republic"	"m"	"emperor"
"france"	"finance"	"gov_absolute_monarchy"	"b"	"controller_general_of_finances"
"france"	"finance"	"gov_constitutional_monarchy"	"b"	"minister_of_finances"
"france"	"finance"	"gov_empire"	"b"	"minister_of_finances"
"france"	"finance"	"gov_republic"	"b"	"treasury_consul"
"france"	"head_of_government"	"gov_absolute_monarchy"	"b"	"chief_minister"
"france"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"france"	"head_of_government"	"gov_empire"	"b"	"minister_of_foreign_affairs"
"france"	"head_of_government"	"gov_republic"	"b"	"premier"
"france"	"justice"	"gov_absolute_monarchy"	"b"	"justice_chancellor"
"france"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"france"	"justice"	"gov_empire"	"b"	"keeper_of_the_seals"
"france"	"justice"	"gov_republic"	"b"	"attorney_consul"
"france"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_navy"
"france"	"navy"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_navy"
"france"	"navy"	"gov_empire"	"b"	"minister_of_the_navy"
"france"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"french_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_army"
"french_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_army"
"french_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"french_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"controller_general_of_finances"
"french_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"minister_of_finances"
"french_rebels"	"finance"	"gov_republic"	"b"	"treasury_consul"
"french_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"chief_minister"
"french_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"french_rebels"	"head_of_government"	"gov_republic"	"b"	"premier"
"french_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"justice_chancellor"
"french_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"french_rebels"	"justice"	"gov_republic"	"b"	"attorney_consul"
"french_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_navy"
"french_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_navy"
"french_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"greece"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"greece"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"greece"	"army"	"gov_republic"	"b"	"secretary_of_war"
"greece"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"greece"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"greece"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"greece"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"greece"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"greece"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"greece"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"greece"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"greece"	"justice"	"gov_republic"	"b"	"attorney_general"
"greece"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_fleet"
"greece"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"greece"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"greek_rebels"	"army"	"gov_absolute_monarchy"	"b"	"army_bey"
"greek_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"army_bey"
"greek_rebels"	"army"	"gov_republic"	"b"	"army_bey"
"greek_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"defterdar"
"greek_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"defterdar"
"greek_rebels"	"finance"	"gov_republic"	"b"	"defterdar"
"greek_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"pasha"
"greek_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"pasha"
"greek_rebels"	"head_of_government"	"gov_republic"	"b"	"pasha"
"greek_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"adliye_naziri"
"greek_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"adliye_naziri"
"greek_rebels"	"justice"	"gov_republic"	"b"	"adliye_naziri"
"greek_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"navy_bey"
"greek_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"navy_bey"
"greek_rebels"	"navy"	"gov_republic"	"b"	"navy_bey"
"hannover"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"hannover"	"army"	"gov_constitutional_monarchy"	"b"	"first_minister"
"hannover"	"army"	"gov_republic"	"b"	"secretary_of_war"
"hannover"	"faction_leader"	"gov_absolute_monarchy"	"f"	"konigin"
"hannover"	"faction_leader"	"gov_absolute_monarchy"	"m"	"konig"
"hannover"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"konigin"
"hannover"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"konig"
"hannover"	"faction_leader"	"gov_republic"	"f"	"kaiserin"
"hannover"	"faction_leader"	"gov_republic"	"m"	"kaiser"
"hannover"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"hannover"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"hannover"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"hannover"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"hannover"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"first_minister"
"hannover"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"hannover"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"hannover"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"hannover"	"justice"	"gov_republic"	"b"	"attorney_general"
"hannover"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_admiralty"
"hannover"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"hannover"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"hessen"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"hessen"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"hessen"	"army"	"gov_republic"	"b"	"secretary_of_war"
"hessen"	"faction_leader"	"gov_absolute_monarchy"	"f"	"konigin"
"hessen"	"faction_leader"	"gov_absolute_monarchy"	"m"	"konig"
"hessen"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"konigin"
"hessen"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"konig"
"hessen"	"faction_leader"	"gov_republic"	"f"	"kaiserin"
"hessen"	"faction_leader"	"gov_republic"	"m"	"kaiser"
"hessen"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"hessen"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"hessen"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"hessen"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"hessen"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"first_minister"
"hessen"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"hessen"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"hessen"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"hessen"	"justice"	"gov_republic"	"b"	"attorney_general"
"hessen"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_admiralty"
"hessen"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"hessen"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"hungary"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"hungary"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"hungary"	"army"	"gov_republic"	"b"	"secretary_of_war"
"hungary"	"faction_leader"	"gov_absolute_monarchy"	"f"	"konigin"
"hungary"	"faction_leader"	"gov_absolute_monarchy"	"m"	"konig"
"hungary"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"konigin"
"hungary"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"konig"
"hungary"	"faction_leader"	"gov_republic"	"f"	"kaiserin"
"hungary"	"faction_leader"	"gov_republic"	"m"	"kaiser"
"hungary"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"hungary"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"hungary"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"hungary"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"hungary"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"hungary"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"hungary"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"hungary"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
